trajectory,frame_id,method,perturbation_level,direction_id,translation_init_mm,rotation_init_deg,final_translation_error_mm,final_rotation_error_deg,iterations,termination_reason,hit_iteration_cap,hit_translation_boundary,hit_rotation_boundary,final_objective,ref_translation_error_mm,ref_rotation_error_deg,delta_init_t_mm,delta_init_r_deg,posthoc
VI,0,Patch,L2,v4,30.0,1.0,105.9438050624897,5.959727528540692,40,cap,1,0,0,0.0038952758292705105,106.61129452244053,5.764873846447402,-0.6674894599508292,0.19485368209329046,0
VI,0,Patch,L3,v1,50.0,2.0,106.65442270602894,5.764099797557442,28,tol,0,0,0,0.003894901616812553,106.61129452244053,5.764873846447402,0.043128183588407865,-0.0007740488899594666,0
VI,0,Patch,L3,v2,50.0,2.0,106.34238898379404,5.813484457807306,40,cap,1,0,0,0.0038948779828934673,106.61129452244053,5.764873846447402,-0.2689055386464929,0.04861061135990408,0
VI,0,Patch,L3,v3,50.0,2.0,107.34606320572216,5.419217903802337,40,cap,1,0,0,0.003897133548942591,106.61129452244053,5.764873846447402,0.7347686832816294,-0.34565594264506494,0
VI,0,Patch,L3,v4,50.0,2.0,105.77745897662676,6.058537085972542,40,cap,1,0,0,0.0038957581412542106,106.61129452244053,5.764873846447402,-0.8338355458137698,0.2936632395251406,0
VI,0,PatchHuber,reference,none,0.0,0.0,89.23532731735456,5.415370849675565,40,cap,1,0,0,0.0011231208376978176,89.23532731735456,5.415370849675565,0.0,0.0,0
VI,0,PatchHuber,L1,v1,10.0,0.5,89.32039712133829,5.4526348475219075,40,cap,1,0,0,0.0011233213678116282,89.23532731735456,5.415370849675565,0.08506980398372832,0.03726399784634271,0
VI,0,PatchHuber,L1,v2,10.0,0.5,89.40509468878504,5.430666205345615,40,cap,1,0,0,0.001122876440416232,89.23532731735456,5.415370849675565,0.16976737143048126,0.015295355670049915,0
VI,0,PatchHuber,L1,v3,10.0,0.5,89.61568786145085,5.267243292708614,40,cap,1,0,0,0.0011262107720055364,89.23532731735456,5.415370849675565,0.38036054409629116,-0.14812755696695046,0
VI,0,PatchHuber,L1,v4,10.0,0.5,88.57666009131844,5.650278851201869,40,cap,1,0,0,0.001118603878464171,89.23532731735456,5.415370849675565,-0.6586672260361155,0.2349080015263043,0
VI,0,PatchHuber,L2,v1,30.0,1.0,89.47297654272715,5.392639316485029,40,cap,1,0,0,0.0011254141521463057,89.23532731735456,5.415370849675565,0.2376492253725928,-0.022731533190535558,0
VI,0,PatchHuber,L2,v2,30.0,1.0,89.00656973364424,5.610143266846378,40,cap,1,0,0,0.0011212038323277658,89.23532731735456,5.415370849675565,-0.22875758371031907,0.19477241717081295,0
VI,0,PatchHuber,L2,v3,30.0,1.0,90.94332330682052,4.988129887062333,40,cap,1,0,0,0.0011266543949758228,89.23532731735456,5.415370849675565,1.7079959894659567,-0.4272409626132321,0
VI,0,PatchHuber,L2,v4,30.0,1.0,88.12435823555764,5.850807055558571,40,cap,1,0,0,0.001118261972871705,89.23532731735456,5.415370849675565,-1.1109690817969238,0.4354362058830059,0
VI,0,PatchHuber,L3,v1,50.0,2.0,89.23675551623877,5.498116657919433,40,cap,1,0,0,0.0011247152846776663,89.23532731735456,5.415370849675565,0.0014281988842128612,0.08274580824386835,0
VI,0,PatchHuber,L3,v2,50.0,2.0,88.86799696883794,5.660998689581584,40,cap,1,0,0,0.0011241161477357085,89.23532731735456,5.415370849675565,-0.3673303485166173,0.24562783990601922,0
VI,0,PatchHuber,L3,v3,50.0,2.0,91.27239982156718,4.538916130896893,40,cap,1,0,0,0.0011356260055614409,89.23532731735456,5.415370849675565,2.0370725042126168,-0.876454718778672,0
VI,0,PatchHuber,L3,v4,50.0,2.0,87.19449436070357,6.173313469103849,40,cap,1,0,0,0.0011201901677757049,89.23532731735456,5.415370849675565,-2.0408329566509877,0.7579426194282846,0
VI,26,Raw,reference,none,0.0,0.0,153.02759628245957,4.624442332102668,36,tol,0,0,0,0.0054528173536073105,153.02759628245957,4.624442332102668,0.0,0.0,0
VI,26,Raw,L1,v1,10.0,0.5,153.02395477071698,4.620754597239078,40,cap,1,0,0,0.005452820665317882,153.02759628245957,4.624442332102668,-0.00364151174258609,-0.0036877348635897533,0
VI,26,Raw,L1,v2,10.0,0.5,153.02863728718344,4.625489553395293,33,tol,0,0,0,0.00545281656322924,153.02759628245957,4.624442332102668,0.0010410047238735842,0.0010472212926249114,0
VI,26,Raw,L1,v3,10.0,0.5,153.03123924102786,4.62337709155724,35,tol,0,0,0,0.005452819473975181,153.02759628245957,4.624442332102668,0.0036429585682924426,-0.0010652405454285585,0
VI,26,Raw,L1,v4,10.0,0.5,153.02876782397925,4.623863693642065,36,tol,0,0,0,0.0054528187814331585,153.02759628245957,4.624442332102668,0.0011715415196817958,-0.0005786384606034645,0
VI,26,Raw,L2,v1,30.0,1.0,153.18354479878647,4.575533060772624,40,cap,1,0,0,0.005452974760424934,153.02759628245957,4.624442332102668,0.15594851632690165,-0.04890927133004386,0
VI,26,Raw,L2,v2,30.0,1.0,152.80477038466822,4.687574522554244,26,tol,0,0,0,0.005452783206095336,153.02759628245957,4.624442332102668,-0.22282589779135265,0.06313219045157581,0
VI,26,Raw,L2,v3,30.0,1.0,152.9479505503532,4.651348823540516,26,tol,0,0,0,0.005452782439969624,153.02759628245957,4.624442332102668,-0.07964573210637127,0.026906491437848068,0
VI,26,Raw,L2,v4,30.0,1.0,153.0571840905897,4.606804836425784,40,cap,1,0,0,0.005452864799315147,153.02759628245957,4.624442332102668,0.029587808130116855,-0.017637495676884107,0
VI,26,Raw,L3,v1,50.0,2.0,153.29987924545466,4.531317475570455,40,cap,1,0,0,0.005453183464414821,153.02759628245957,4.624442332102668,0.27228296299509225,-0.09312485653221358,0
VI,26,Raw,L3,v2,50.0,2.0,152.76883465091495,4.772847075312504,28,tol,0,0,0,0.00545285653463449,153.02759628245957,4.624442332102668,-0.2587616315446155,0.1484047432098361,0
VI,26,Raw,L3,v3,50.0,2.0,152.8897599983394,4.6650925334479165,28,tol,0,0,0,0.005452776550118701,153.02759628245957,4.624442332102668,-0.13783628412016924,0.04065020134524833,0
VI,26,Raw,L3,v4,50.0,2.0,153.0571840905885,4.606804836425799,40,cap,1,0,0,0.005452864799315128,153.02759628245957,4.624442332102668,0.029587808128923143,-0.01763749567686901,0
VI,26,Huber,reference,none,0.0,0.0,133.84608499099338,3.6678973050625965,40,cap,1,0,0,0.0017365408458082441,133.84608499099338,3.6678973050625965,0.0,0.0,0
VI,26,Huber,L1,v1,10.0,0.5,133.83052171203988,3.6218192911364295,40,cap,1,0,0,0.0017328618669141156,133.84608499099338,3.6678973050625965,-0.015563278953493409,-0.04607801392616695,0
VI,26,Huber,L1,v2,10.0,0.5,133.80340561779204,3.685730588672163,40,cap,1,0,0,0.0017361831724665166,133.84608499099338,3.6678973050625965,-0.04267937320133797,0.017833283609566486,0
VI,26,Huber,L1,v3,10.0,0.5,133.91879398000768,3.6753124383004385,40,cap,1,0,0,0.001739968909161132,133.84608499099338,3.6678973050625965,0.072708989014302,0.007415133237842042,0
VI,26,Huber,L1,v4,10.0,0.5,133.85078400067252,3.653377280498539,40,cap,1,0,0,0.0017353400758883457,133.84608499099338,3.6678973050625965,0.004699009679143273,-0.014520024564057543,0
VI,26,Huber,L2,v1,30.0,1.0,133.81508333384826,3.3938996449644674,40,cap,1,0,0,0.0017332299164361938,133.84608499099338,3.6678973050625965,-0.031001657145111494,-0.2739976600981291,0
VI,26,Huber,L2,v2,30.0,1.0,133.5701754712043,3.8512658207540817,40,cap,1,0,0,0.0017427960638158684,133.84608499099338,3.6678973050625965,-0.2759095197890815,0.18336851569148527,0
VI,26,Huber,L2,v3,30.0,1.0,133.70174905952211,3.849805393805838,40,cap,1,0,0,0.0017483241734167227,133.84608499099338,3.6678973050625965,-0.1443359314712609,0.1819080887432416,0
VI,26,Huber,L2,v4,30.0,1.0,133.74841874975525,3.444729178088383,40,cap,1,0,0,0.0017270829799043293,133.84608499099338,3.6678973050625965,-0.09766624123813017,-0.22316812697421362,0
VI,26,Huber,L3,v1,50.0,2.0,133.92928534243853,3.3615036891173915,40,cap,1,0,0,0.001738734796877237,133.84608499099338,3.6678973050625965,0.08320035144515714,-0.306393615945205,0
VI,26,Huber,L3,v2,50.0,2.0,133.5050173930771,3.905394700920271,40,cap,1,0,0,0.0017441494694736494,133.84608499099338,3.6678973050625965,-0.34106759791626473,0.2374973958576745,0
VI,26,Huber,L3,v3,50.0,2.0,133.82205240311873,3.867832661511417,40,cap,1,0,0,0.0017577665669062867,133.84608499099338,3.6678973050625965,-0.02403258787464324,0.19993535644882066,0
VI,26,Huber,L3,v4,50.0,2.0,133.76653973380124,3.4241049964149814,40,cap,1,0,0,0.0017258456519506857,133.84608499099338,3.6678973050625965,-0.07954525719213734,-0.24379230864761503,0
VI,26,Patch,reference,none,0.0,0.0,105.92503864172004,3.9341968204733644,24,tol,0,0,0,0.004782555568591486,105.92503864172004,3.9341968204733644,0.0,0.0,0
VI,26,Patch,L1,v1,10.0,0.5,105.94629061764783,3.850243194949643,22,tol,0,0,0,0.0047826254985928246,105.92503864172004,3.9341968204733644,0.021251975927796707,-0.08395362552372143,0
VI,26,Patch,L1,v2,10.0,0.5,105.87804312739063,3.9714932905618747,25,tol,0,0,0,0.004782569367348923,105.92503864172004,3.9341968204733644,-0.04699551432941007,0.037296470088510336,0
VI,26,Patch,L1,v3,10.0,0.5,105.90055445902155,3.9517849107719583,25,tol,0,0,0,0.004782554772518501,105.92503864172004,3.9341968204733644,-0.024484182698486734,0.017588090298593873,0
VI,26,Patch,L1,v4,10.0,0.5,105.9050819515725,3.932237907539966,23,tol,0,0,0,0.0047825624654462585,105.92503864172004,3.9341968204733644,-0.01995669014753787,-0.001958912933398338,0
VI,26,Patch,L2,v1,30.0,1.0,105.99839637010975,3.7696315249085344,28,tol,0,0,0,0.004782752760076453,105.92503864172004,3.9341968204733644,0.07335772838970911,-0.16456529556483002,0
VI,26,Patch,L2,v2,30.0,1.0,105.67893125849605,4.056817143378899,28,tol,0,0,0,0.0047826794364364275,105.92503864172004,3.9341968204733644,-0.24610738322398618,0.12262032290553426,0
VI,26,Patch,L2,v3,30.0,1.0,105.76427927296452,4.042085148316481,30,tol,0,0,0,0.004782647633316648,105.92503864172004,3.9341968204733644,-0.16075936875552088,0.10788832784311664,0
VI,26,Patch,L2,v4,30.0,1.0,105.9237921945533,3.823164826640746,22,tol,0,0,0,0.004782651379086707,105.92503864172004,3.9341968204733644,-0.0012464471667357202,-0.11103199383261853,0
VI,26,Patch,L3,v1,50.0,2.0,106.03268633208799,3.7468322882291343,33,tol,0,0,0,0.004782844222360208,105.92503864172004,3.9341968204733644,0.10764769036795485,-0.1873645322442301,0
VI,26,Patch,L3,v2,50.0,2.0,105.72313983827215,4.090769996295997,28,tol,0,0,0,0.004782711827811133,105.92503864172004,3.9341968204733644,-0.20189880344788946,0.1565731758226323,0
VI,26,Patch,L3,v3,50.0,2.0,105.73119907348968,4.045742451644436,30,tol,0,0,0,0.004782660422109363,105.92503864172004,3.9341968204733644,-0.1938395682303593,0.11154563117107186,0
VI,26,Patch,L3,v4,50.0,2.0,105.92184057452694,3.8238089695862474,22,tol,0,0,0,0.004782650480990248,105.92503864172004,3.9341968204733644,-0.0031980671930966764,-0.110387850887117,0
VI,26,PatchHuber,reference,none,0.0,0.0,81.19042147444117,3.1751087348771527,40,cap,1,0,0,0.001566840060454682,81.19042147444117,3.1751087348771527,0.0,0.0,0
VI,26,PatchHuber,L1,v1,10.0,0.5,81.12596364041325,3.1725795604293716,40,cap,1,0,0,0.001566353540698126,81.19042147444117,3.1751087348771527,-0.0644578340279196,-0.002529174447781113,0
VI,26,PatchHuber,L1,v2,10.0,0.5,81.24509621703918,3.179859473142285,39,tol,0,0,0,0.0015667575031398514,81.19042147444117,3.1751087348771527,0.054674742598010084,0.004750738265132171,0
VI,26,PatchHuber,L1,v3,10.0,0.5,81.23345120978561,3.178398667850967,40,cap,1,0,0,0.001567052790170801,81.19042147444117,3.1751087348771527,0.04302973534444732,0.0032899329738143024,0
VI,26,PatchHuber,L1,v4,10.0,0.5,81.16919954360958,3.171891421116872,40,cap,1,0,0,0.0015668837567928426,81.19042147444117,3.1751087348771527,-0.021221930831586633,-0.003217313760280671,0
VI,26,PatchHuber,L2,v1,30.0,1.0,81.54007575533953,3.0306014778181423,40,cap,1,0,0,0.0015694862498529217,81.19042147444117,3.1751087348771527,0.34965428089836337,-0.14450725705901046,0
VI,26,PatchHuber,L2,v2,30.0,1.0,81.35725571801176,3.2310258955461775,40,cap,1,0,0,0.0015689127079859116,81.19042147444117,3.1751087348771527,0.16683424357059096,0.055917160669024746,0
VI,26,PatchHuber,L2,v3,30.0,1.0,81.1650707869255,3.229622513348933,40,tol,0,0,0,0.0015672617603141594,81.19042147444117,3.1751087348771527,-0.025350687515668824,0.054513778471780405,0
VI,26,PatchHuber,L2,v4,30.0,1.0,80.9333767626135,3.1368333676063753,40,cap,1,0,0,0.0015631503000398804,81.19042147444117,3.1751087348771527,-0.2570447118276604,-0.038275367270777405,0
VI,26,PatchHuber,L3,v1,50.0,2.0,81.22930432259611,2.8218909345165937,35,tol,0,0,0,0.0015739098406933204,81.19042147444117,3.1751087348771527,0.03888284815494103,-0.35321780036055905,0
VI,26,PatchHuber,L3,v2,50.0,2.0,81.43888937779839,3.256173010426024,40,cap,1,0,0,0.0015708205588158078,81.19042147444117,3.1751087348771527,0.24846790335722346,0.0810642755488713,0
VI,26,PatchHuber,L3,v3,50.0,2.0,81.31013607031915,3.2060288531598253,40,cap,1,0,0,0.0015685312911001672,81.19042147444117,3.1751087348771527,0.11971459587797995,0.030920118282672604,0
VI,26,PatchHuber,L3,v4,50.0,2.0,80.88791846450219,3.128564687434369,40,cap,1,0,0,0.0015628032010141799,81.19042147444117,3.1751087348771527,-0.30250300993897383,-0.04654404744278384,0
VI,51,Raw,reference,none,0.0,0.0,161.54767054974485,5.6920869335548305,40,cap,1,0,0,0.005162874585540968,161.54767054974485,5.6920869335548305,0.0,0.0,0
VI,51,Raw,L1,v1,10.0,0.5,161.36866111186876,5.879155911202793,39,tol,0,0,0,0.005161946489396257,161.54767054974485,5.6920869335548305,-0.1790094378760898,0.1870689776479626,0
VI,51,Raw,L1,v2,10.0,0.5,161.71804849202186,5.61847493821738,40,cap,1,0,0,0.005163294237511598,161.54767054974485,5.6920869335548305,0.17037794227701397,-0.07361199533745033,0
VI,51,Raw,L1,v3,10.0,0.5,161.55123409730962,5.670469455166703,40,cap,1,0,0,0.005162989264069556,161.54767054974485,5.6920869335548305,0.0035635475647666226,-0.02161747838812733,0
VI,51,Raw,L1,v4,10.0,0.5,161.56901252066234,5.738564599380233,40,cap,1,0,0,0.005162658244903057,161.54767054974485,5.6920869335548305,0.021341970917490016,0.04647766582540225,0
VI,51,Raw,L2,v1,30.0,1.0,161.39312799185632,5.906294584099486,34,tol,0,0,0,0.005161948075543621,161.54767054974485,5.6920869335548305,-0.15454255788853288,0.21420765054465551,0
VI,51,Raw,L2,v2,30.0,1.0,161.95959440089365,5.4797961128746,40,cap,1,0,0,0.005164303639357758,161.54767054974485,5.6920869335548305,0.41192385114879926,-0.21229082068023075,0
VI,51,Raw,L2,v3,30.0,1.0,161.56283504547196,5.6685718576241495,40,cap,1,0,0,0.005163002165423984,161.54767054974485,5.6920869335548305,0.015164495727105987,-0.02351507593068103,0
VI,51,Raw,L2,v4,30.0,1.0,161.53134405033498,5.7792806623878334,40,cap,1,0,0,0.005162461828784066,161.54767054974485,5.6920869335548305,-0.016326499409871076,0.08719372883300291,0
VI,51,Raw,L3,v1,50.0,2.0,161.42637691659422,6.081053055904397,40,cap,1,0,0,0.005162688924038959,161.54767054974485,5.6920869335548305,-0.12129363315062847,0.38896612234956685,0
VI,51,Raw,L3,v2,50.0,2.0,162.09112571527763,5.304235774481859,40,cap,1,0,0,0.005166444774906082,161.54767054974485,5.6920869335548305,0.5434551655327766,-0.3878511590729712,0
VI,51,Raw,L3,v3,50.0,2.0,161.59098965781976,5.658568188459885,40,cap,1,0,0,0.005163061349396348,161.54767054974485,5.6920869335548305,0.04331910807491113,-0.03351874509494568,0
VI,51,Raw,L3,v4,50.0,2.0,161.37591811890798,5.879213757054818,38,tol,0,0,0,0.0051619514508436486,161.54767054974485,5.6920869335548305,-0.1717524308368752,0.18712682349998744,0
VI,51,Huber,reference,none,0.0,0.0,144.36044377390084,4.89801287911567,29,tol,0,0,0,0.0020261502006124945,144.36044377390084,4.89801287911567,0.0,0.0,0
VI,51,Huber,L1,v1,10.0,0.5,144.3295973486423,5.059404228880323,40,cap,1,0,0,0.002023938693100638,144.36044377390084,4.89801287911567,-0.030846425258545196,0.16139134976465375,0
VI,51,Huber,L1,v2,10.0,0.5,144.9427020926925,4.6535208727658475,31,tol,0,0,0,0.002032959101579105,144.36044377390084,4.89801287911567,0.5822583187916734,-0.24449200634982216,0
VI,51,Huber,L1,v3,10.0,0.5,144.34166743472548,4.973738920642719,40,cap,1,0,0,0.0020245543456962815,144.36044377390084,4.89801287911567,-0.01877633917536059,0.07572604152704976,0
VI,51,Huber,L1,v4,10.0,0.5,144.31669917686975,4.9974728608818655,40,cap,1,0,0,0.0020259132897982534,144.36044377390084,4.89801287911567,-0.043744597031093235,0.09945998176619586,0
VI,51,Huber,L2,v1,30.0,1.0,144.11036980485932,5.3442917507201395,40,cap,1,0,0,0.0020329715198865402,144.36044377390084,4.89801287911567,-0.250073969041523,0.4462788716044699,0
VI,51,Huber,L2,v2,30.0,1.0,144.970453763052,4.537976364553761,40,cap,1,0,0,0.002032866848265949,144.36044377390084,4.89801287911567,0.6100099891511661,-0.36003651456190866,0
VI,51,Huber,L2,v3,30.0,1.0,144.0308591322943,4.963104001499563,40,cap,1,0,0,0.0020148544190254796,144.36044377390084,4.89801287911567,-0.32958464160654444,0.06509112238389303,0
VI,51,Huber,L2,v4,30.0,1.0,144.2520074162327,5.007163904103566,40,cap,1,0,0,0.0020233785343555153,144.36044377390084,4.89801287911567,-0.10843635766815396,0.10915102498789597,0
VI,51,Huber,L3,v1,50.0,2.0,144.12426862035076,5.613086985741281,40,cap,1,0,0,0.0020376902070779715,144.36044377390084,4.89801287911567,-0.23617515355007868,0.715074106625611,0
VI,51,Huber,L3,v2,50.0,2.0,145.25510884532457,4.257647264069695,40,cap,1,0,0,0.0020378350594936934,144.36044377390084,4.89801287911567,0.8946650714237308,-0.6403656150459742,0
VI,51,Huber,L3,v3,50.0,2.0,143.9238173410368,4.957503807961603,40,cap,1,0,0,0.0020103801241402237,144.36044377390084,4.89801287911567,-0.43662643286404546,0.059490928845933766,0
VI,51,Huber,L3,v4,50.0,2.0,144.13809892990142,5.096707577606234,40,cap,1,0,0,0.002017257212838073,144.36044377390084,4.89801287911567,-0.2223448439994229,0.19869469849056465,0
VI,51,Patch,reference,none,0.0,0.0,124.6379027901713,6.102829528002945,40,cap,1,0,0,0.005025667741238904,124.6379027901713,6.102829528002945,0.0,0.0,0
VI,51,Patch,L1,v1,10.0,0.5,124.40591260653933,6.150095209304299,39,tol,0,0,0,0.005025527070770195,124.6379027901713,6.102829528002945,-0.23199018363196444,0.047265681301353446,0
VI,51,Patch,L1,v2,10.0,0.5,124.69979530454304,6.022581628456527,40,cap,1,0,0,0.005025955823583593,124.6379027901713,6.102829528002945,0.06189251437174903,-0.08024789954641864,0
VI,51,Patch,L1,v3,10.0,0.5,124.66076824109503,6.0868807707388894,40,cap,1,0,0,0.00502572862333032,124.6379027901713,6.102829528002945,0.0228654509237316,-0.015948757264055757,0
VI,51,Patch,L1,v4,10.0,0.5,124.60985484675383,6.118667335861415,40,cap,1,0,0,0.005025617271964291,124.6379027901713,6.102829528002945,-0.028047943417462307,0.01583780785847022,0
VI,51,Patch,L2,v1,30.0,1.0,124.31720837679211,6.21104708828236,31,tol,0,0,0,0.005025560737052596,124.6379027901713,6.102829528002945,-0.32069441337918647,0.10821756027941465,0
VI,51,Patch,L2,v2,30.0,1.0,124.8572849791665,5.894886642427746,40,cap,1,0,0,0.005026845444392477,124.6379027901713,6.102829528002945,0.21938218899519768,-0.20794288557519902,0
VI,51,Patch,L2,v3,30.0,1.0,124.69844590294024,6.070567818190199,40,cap,1,0,0,0.005025791721271684,124.6379027901713,6.102829528002945,0.06054311276893998,-0.03226170981274645,0
VI,51,Patch,L2,v4,30.0,1.0,124.542031208114,6.13168479596821,40,tol,0,0,0,0.005025585876369483,124.6379027901713,6.102829528002945,-0.09587158205729907,0.028855267965265163,0
VI,51,Patch,L3,v1,50.0,2.0,124.01098485314468,6.344305229656346,40,cap,1,0,0,0.005025938128307408,124.6379027901713,6.102829528002945,-0.6269179370266187,0.2414757016534006,0
VI,51,Patch,L3,v2,50.0,2.0,125.08407851985196,5.711443143047399,40,cap,1,0,0,0.005028890312332282,124.6379027901713,6.102829528002945,0.446175729680661,-0.39138638495554634,0
