traj,method,dJ_raw,det_vs_M0,et
vi,M0_raw_p2p,0.0056769127618382,0.0,159.6882038736639
vi,M0_raw_p2p,0.0058399930257055,0.0,162.18231189316606
vi,M0_raw_p2p,0.0063072219493638,0.0,166.17138289563334
vi,M0_raw_p2p,0.0064181287785033,0.0,165.1997416941915
vi,M0_raw_p2p,0.0064122430677807,0.0,164.63944003923132
vi,M0_raw_p2p,0.0062831711632417,0.0,165.9899953718237
vi,M0_raw_p2p,0.0059269479646463,0.0,160.18447415064122
vi,M0_raw_p2p,0.0066386443745294,0.0,165.34354962842204
vi,M0_raw_p2p,0.0064249273833961,0.0,162.70173144446414
vi,M0_raw_p2p,0.0069164191960564,0.0,165.48160584038175
vi,M0_raw_p2p,0.0073446120005956,0.0,168.19706369112697
vi,M0_raw_p2p,0.0078959902574672,0.0,174.44925370014002
vi,M0_raw_p2p,0.0071809901603403,0.0,169.8567690104878
vi,M0_raw_p2p,0.006112655422614,0.0,161.68085123366987
vi,M0_raw_p2p,0.0065321403617988,0.0,167.84565645887804
vi,M0_raw_p2p,0.0077094680079237,0.0,174.16516176820815
vi,M0_raw_p2p,0.0084233785477162,0.0,178.19017889780213
vi,M0_raw_p2p,0.0089623610169297,0.0,182.0088997212407
vi,M0_raw_p2p,0.008540097445734,0.0,181.48085243755528
vi,M0_raw_p2p,0.0078794878965821,0.0,175.9137943780436
vi,M0_raw_p2p,0.0070592846573226,0.0,170.5868285090379
vi,M0_raw_p2p,0.0061216658256087,0.0,160.72806476782935
vi,M0_raw_p2p,0.0064247206338725,0.0,163.46178910785733
vi,M0_raw_p2p,0.0069310671501233,0.0,168.32498013375996
vi,M0_raw_p2p,0.0074249852367155,0.0,173.30527046711725
vi,M0_raw_p2p,0.0069254582443753,0.0,173.24264206490804
vi,M0_raw_p2p,0.0065557669076959,0.0,169.93354083718904
vi,M0_raw_p2p,0.0061450346145802,0.0,169.6955274274822
vi,M0_raw_p2p,0.0051551168009765,0.0,158.2555537761965
vi,M0_raw_p2p,0.0049855397936563,0.0,151.25197145443045
vi,M0_raw_p2p,0.0056200810195701,0.0,157.4134062365944
vi,M0_raw_p2p,0.0065468329407305,0.0,165.0274896184789
vi,M0_raw_p2p,0.0071599691926231,0.0,170.70453006252595
vi,M0_raw_p2p,0.0070217245342895,0.0,170.358653406979
vi,M0_raw_p2p,0.0075666507653283,0.0,175.76917467900367
vi,M0_raw_p2p,0.0063444544567669,0.0,167.6752937522565
vi,M0_raw_p2p,0.0057948926408731,0.0,164.82977264745597
vi,M0_raw_p2p,0.0052864645298947,0.0,161.1629835334508
vi,M0_raw_p2p,0.0052405627651765,0.0,157.75831906479368
vi,M0_raw_p2p,0.0064042490166979,0.0,166.5397336751428
vi,M0_raw_p2p,0.0069690471882773,0.0,172.51087701429202
