et_mm,eR_deg,g_corr_gt,J_raw_gt,J_raw_final,dJ_raw,iters,on_bound,wmean,method,traj,order,scan,view,ndist,in_support,nearest_d
94.82041782140772,1.7000680609879304,0.03825226448987681,0.006703011321507878,0.004992868763267096,0.0017101425582407813,37,0,1.0,M0_raw_p2p,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
90.58079077851772,1.1215729663475167,0.03461696819983432,0.006703011321507878,0.005011769038804412,0.0016912422827034656,12,0,1.0,M1_raw_p2l,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
70.33838892652533,0.8466975860126833,0.013961603074721982,0.006703011321507878,0.005274992305194996,0.0014280190163128816,40,0,0.7884932438893659,M2_raw_huber,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
88.75285651002851,1.7023299236147653,0.028581810896718067,0.006703011321507878,0.005174109802466778,0.0015289015190411,36,0,1.0,M3_global_corr,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
61.406203151057156,2.2341495524295687,0.020859274130310836,0.006703011321507878,0.00543102090113548,0.0012719904203723972,40,0,1.0,M4_patch_corr,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
32.573954571345325,1.4579818010515844,0.014793796270988872,0.006703011321507878,0.005762610907276685,0.0009404004142311928,33,0,1.0,M5_full_corr,ii,0,0,oracle,2.4368521968864054,False,2.4368521968864054
95.57979968032834,1.740917468078536,0.03829095731583843,0.0069153455064292334,0.005266710456337466,0.0016486350500917674,37,0,1.0,M0_raw_p2p,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
88.91158400727637,1.1997126868830104,0.036553812656219764,0.0069153455064292334,0.0053127087986037545,0.001602636707825479,40,0,1.0,M1_raw_p2l,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
69.34250984438005,1.1404558000992757,0.012903522924316771,0.0069153455064292334,0.00557309160658402,0.0013422538998452138,40,0,0.789311882115975,M2_raw_huber,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
89.3499893080597,1.7411231572776804,0.027853686026077813,0.0069153455064292334,0.005432618812484068,0.0014827266939451654,36,0,1.0,M3_global_corr,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
61.461161075104414,2.218265551623397,0.021170171718444885,0.0069153455064292334,0.005645851226819328,0.001269494279609905,36,0,1.0,M4_patch_corr,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
34.49113789701078,1.2560859721467614,0.015143973916387499,0.0069153455064292334,0.005946776468814854,0.0009685690376143793,32,0,1.0,M5_full_corr,ii,1,1,oracle,2.4376022712307956,False,2.4376022712307956
98.02899481782065,2.0492028332332994,0.03760229167423274,0.006975935024593098,0.005360400951739158,0.00161553407285394,37,0,1.0,M0_raw_p2p,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
92.56411056380922,1.8499040822418824,0.034515724219249665,0.006975935024593098,0.005391676522758134,0.001584258501834964,16,0,1.0,M1_raw_p2l,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
67.16606628026032,1.262599597179272,0.01205075830364047,0.006975935024593098,0.0056815510024361285,0.0012943840221569698,40,0,0.7860792041174579,M2_raw_huber,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
92.11181596524003,2.0491491787566596,0.026951359719336893,0.006975935024593098,0.005521493007611909,0.0014544420169811893,37,0,1.0,M3_global_corr,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
63.60920695740757,2.1903403115584488,0.02137248426365181,0.006975935024593098,0.005737922618220316,0.001238012406372782,32,0,1.0,M4_patch_corr,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
37.011419040788056,1.4140432459163867,0.015340953664230649,0.006975935024593098,0.006030892456032458,0.0009450425685606405,25,0,1.0,M5_full_corr,ii,2,2,oracle,2.438712614193206,False,2.438712614193206
92.13318473088793,1.76582055208811,0.0365957011749246,0.006527256205641739,0.005086318547910918,0.001440937657730821,26,0,1.0,M0_raw_p2p,ii,3,3,oracle,2.4401942681385727,False,2.4401942681385727
89.7366842288597,1.6426387854580973,0.03111309168133568,0.006527256205641739,0.0051099842687111876,0.0014172719369305517,40,0,1.0,M1_raw_p2l,ii,3,3,oracle,2.4401942681385727,False,2.4401942681385727
65.52457983751714,1.089989071703374,0.013400542225836063,0.006527256205641739,0.005350272960045277,0.001176983245596462,40,0,0.7831752531598363,M2_raw_huber,ii,3,3,oracle,2.4401942681385727,False,2.4401942681385727
