trajectory,order,kind,idempotence_P2_rel,normal_eq_resid_rel,pjw_identity_abs_diff_mm,factor2_grad_maxdiff,fd_step_vs_cached_maxdiff
IV,364,p2p,4.910958085634181e-15,2.1910184879889665e-15,1.3877787807814457e-14,0.0001425843406813454,0.0
IV,364,p2l,1.3207088878177263e-14,3.642881756818344e-16,1.8041124150158794e-13,0.007456234613205336,0.0
IV,365,p2p,1.879282720950199e-15,2.1471045110672674e-15,2.0816681711721685e-14,0.0003129129745638587,0.0
IV,365,p2l,1.6175833368888477e-14,5.541964457863148e-16,2.636779683484747e-13,0.012849257760707418,0.0
IV,366,p2p,4.071205568054335e-15,2.4056917293443678e-15,4.85722573273506e-14,9.33384525454023e-05,0.0
IV,366,p2l,1.3024998599097474e-14,2.902007302837713e-16,2.2898349882893854e-13,0.006789489150243174,0.0
IV,367,p2p,4.033247721334407e-15,2.9304623027337954e-15,4.163336342344337e-14,0.00016041431527539368,0.0
IV,367,p2l,1.51436092316251e-14,5.266085612085602e-16,2.1510571102112408e-13,0.022594896652096262,0.0
IV,368,p2p,4.5212090883819754e-15,3.5557021401103595e-15,2.7755575615628914e-14,0.000259721819190999,0.0
IV,368,p2l,1.1749016477223296e-14,8.052838245464778e-15,1.942890293094024e-13,0.009357902870086497,0.0
IV,369,p2p,4.091786237949013e-15,2.48821049599586e-15,2.7755575615628914e-14,9.539787222413373e-05,0.0
IV,369,p2l,1.3952743291030561e-14,8.75054498565268e-16,2.1510571102112408e-13,0.016010363305179583,0.0
IV,370,p2p,3.445530399952994e-15,8.870548400033451e-16,6.938893903907228e-15,0.00011385608883299203,0.0
IV,370,p2l,1.1281146962570587e-14,3.4884671044762506e-16,2.7755575615628914e-13,0.009217800384237737,0.0
IV,371,p2p,2.3615781902791644e-15,1.213006239581728e-15,1.3877787807814457e-14,0.00032358523943553513,0.0
IV,371,p2l,1.1019521616267756e-14,9.90382645279827e-16,2.1510571102112408e-13,0.012455123955920154,0.0
II,143,p2p,7.521682620244424e-16,1.0581663139800353e-15,1.0408340855860843e-14,6.137893952164967e-05,0.0
II,143,p2l,1.343856558374211e-14,8.819321813813666e-16,1.5959455978986625e-13,0.002334634742887677,0.0
II,144,p2p,1.8961350753489516e-15,3.9234598868282814e-16,6.938893903907228e-15,0.00020312090484039553,0.0
II,144,p2l,1.2647616350960522e-14,5.398347348323924e-16,1.1796119636642288e-13,0.002084339616787636,0.0
II,145,p2p,3.000841932802039e-15,3.9171095415814257e-16,0.0,7.067876129085264e-05,0.0
II,145,p2l,1.242895499334153e-14,1.1359924732712828e-15,1.5265566588595902e-13,0.0018480217721015338,0.0
II,146,p2p,2.7433514748387076e-15,8.92124371187362e-16,6.938893903907228e-15,0.000109596619453034,0.0
II,146,p2l,1.043428234820603e-14,4.3128305684035414e-16,1.6653345369377348e-13,0.0022375818097884054,0.0
II,147,p2p,3.747983440912941e-15,6.720477113419116e-16,3.469446951953614e-15,8.415605098493063e-05,0.0
II,147,p2l,6.7755958429754404e-15,4.617713140092991e-16,1.249000902703301e-13,0.0025219310526279357,0.0
II,148,p2p,7.032688145716454e-16,4.477561843140374e-16,1.0408340855860843e-14,7.225103627554871e-05,0.0
II,148,p2l,6.737262445996463e-15,7.422944019529806e-16,1.1102230246251565e-13,0.0023077132407550126,0.0
II,149,p2p,3.179351219531291e-15,9.66582853548905e-16,6.938893903907228e-15,0.00010656643566667873,0.0
II,149,p2l,6.236739106566932e-15,5.140872370745833e-16,1.1102230246251565e-13,0.0016434360726230827,0.0
II,150,p2p,2.0987879456473573e-15,5.205384072890981e-16,3.469446951953614e-15,7.069463242809475e-05,0.0
II,150,p2l,7.633738431772219e-15,8.172731404458098e-16,1.3877787807814457e-13,0.0018670558090124884,0.0
II,151,p2p,2.7065425459911847e-15,6.608785695710065e-16,0.0,7.959809962116392e-05,0.0
II,151,p2l,4.147912952735783e-15,8.783595721138249e-16,7.632783294297951e-14,0.0019630340129932165,0.0
II,152,p2p,1.0715320293688895e-15,4.678769242754445e-16,3.469446951953614e-15,9.238137636766175e-05,0.0
II,152,p2l,4.702366699325483e-15,5.672306886754727e-16,9.71445146547012e-14,0.0014383493068035498,0.0
II,153,p2p,2.2482155892453895e-15,1.2572900592368573e-15,1.734723475976807e-14,0.00017467817768736238,0.0
II,153,p2l,7.942727043653355e-15,6.122941244201169e-16,1.457167719820518e-13,0.0007169906978554423,0.0
II,154,p2p,2.384422389400467e-15,4.177227233103156e-16,6.938893903907228e-15,4.6873565543843754e-05,0.0
II,154,p2l,1.3351640328518754e-14,6.676419043170911e-16,1.734723475976807e-13,0.0011154670305763836,0.0
II,155,p2p,5.779726647647111e-15,3.325642752403419e-16,6.938893903907228e-15,5.972537632847191e-05,0.0
II,155,p2l,1.0573814544436275e-14,9.379548410515164e-16,1.8041124150158794e-13,0.002470229607509568,0.0
II,156,p2p,3.584382988756728e-15,1.083173531206117e-15,1.734723475976807e-14,9.477471475263311e-05,0.0
II,156,p2l,1.1384940720866463e-14,6.48387932522484e-16,2.1510571102112408e-13,0.0023600999152365533,0.0
II,157,p2p,2.982988054370606e-15,5.264823499334785e-16,6.938893903907228e-15,6.779560893133314e-05,0.0
II,157,p2l,8.23156692306724e-15,1.0879221727215989e-15,2.220446049250313e-13,0.0013215735476579255,0.0
II,158,p2p,2.6189164912657323e-15,1.1581048798385237e-15,0.0,0.00011206171664396997,0.0
II,158,p2l,5.962739257362321e-15,7.54339971292657e-16,2.0122792321330962e-13,0.001324571455857933,0.0
II,159,p2p,2.8564814716076847e-15,8.658378834546575e-16,1.3877787807814457e-14,0.00017666367307004466,0.0
II,159,p2l,9.415217770466473e-15,2.01767656687902e-16,1.8041124150158794e-13,0.0011360473613392453,0.0
II,160,p2p,1.2158832433930004e-15,6.367640699128884e-16,6.938893903907228e-15,6.344232674521198e-05,0.0
II,160,p2l,1.1585206848385993e-14,7.250393472756837e-16,1.942890293094024e-13,0.0023593614089202635,0.0
II,161,p2p,2.9075444421823083e-15,5.109182065976473e-16,6.938893903907228e-15,0.00019650455998277208,0.0
II,161,p2l,1.1102495156498302e-14,2.022839221295614e-16,2.3592239273284576e-13,0.0009892997752222082,0.0
II,162,p2p,2.2462215408862e-15,5.567989968719747e-16,3.469446951953614e-15,5.199650879127426e-05,0.0
II,162,p2l,1.1770644982282432e-14,2.7126679129497356e-16,2.1510571102112408e-13,0.0013370916389193743,0.0
II,163,p2p,1.436977998588325e-15,6.808069937840005e-16,0.0,0.00021686905894607172,0.0
II,163,p2l,9.973032001942508e-15,2.796051156245709e-16,1.942890293094024e-13,0.0016826213091429478,0.0
II,164,p2p,5.664779964537494e-16,3.8185314887312345e-16,1.0408340855860843e-14,0.00010817499245640086,0.0
II,164,p2l,1.2170993765140192e-14,2.0071077552065877e-16,2.1510571102112408e-13,0.0009716489474020512,0.0
