trajectory,order,kind,idempotence_P2_rel,normal_eq_resid_rel,pjw_identity_abs_diff_mm,factor2_grad_maxdiff,fd_step_vs_cached_maxdiff
VI,343,p2l,1.2834246570940014e-14,3.3229203876397983e-15,2.7755575615628914e-13,0.006510531398395716,5.551115123125783e-17
VI,344,p2p,5.792704775454559e-15,9.54754604047027e-16,3.469446951953614e-15,6.0232705351666305e-05,1.4432899320127035e-15
VI,344,p2l,6.795152802672952e-15,7.000376114929249e-16,1.734723475976807e-13,0.00543333444816831,1.1102230246251565e-16
VI,345,p2p,2.179982934397138e-15,4.68104353699803e-16,6.938893903907228e-15,0.000151372019718609,2.7755575615628914e-16
VI,345,p2l,8.941675592086995e-15,5.869880549639273e-16,2.0122792321330962e-13,0.005351100576229258,7.632783294297951e-17
VI,346,p2p,1.393701208566455e-15,4.25584456724697e-16,6.938893903907228e-15,0.0001297173255821668,2.6645352591003757e-15
VI,346,p2l,1.3229161363621039e-14,4.2584240473634123e-16,2.706168622523819e-13,0.0035083476284323333,5.551115123125783e-17
VI,347,p2p,3.2245780965684834e-15,4.230483380457569e-16,0.0,8.979788038829609e-05,9.992007221626409e-16
VI,347,p2l,8.631315183519238e-15,7.814924999337886e-16,2.8449465006019636e-13,0.003356450048021889,3.885780586188048e-16
VI,348,p2p,3.425317772954506e-15,4.390130547122263e-16,0.0,0.00010403004516815195,1.942890293094024e-16
VI,348,p2l,1.0438949878544661e-14,1.3590927092762198e-15,2.498001805406602e-13,0.0077487276230449945,2.42861286636753e-17
VI,349,p2p,1.6069729310235964e-15,1.3952772446370498e-15,1.3877787807814457e-14,0.00011369402249904008,2.7755575615628914e-16
VI,349,p2l,1.455371943603053e-14,7.241412192909276e-16,3.122502256758253e-13,0.005156074468924068,4.163336342344337e-17
VI,350,p2p,3.9258288031981884e-15,4.927756708888544e-16,0.0,0.00016263721765059913,3.3306690738754696e-16
VI,350,p2l,1.250908651911298e-14,5.102224112239792e-16,3.122502256758253e-13,0.0036015397042527776,1.8214596497756474e-17
VI,351,p2p,2.392325048065879e-15,1.1135011483511547e-15,6.938893903907228e-15,0.00013134621514593109,3.608224830031759e-16
VI,351,p2l,1.18609143192768e-14,1.5729415284385686e-15,2.220446049250313e-13,0.00903451785669898,1.0408340855860843e-17
VI,352,p2p,3.2163111214554572e-15,9.736334787406977e-16,0.0,0.00018476407148620977,1.1102230246251565e-15
VI,352,p2l,1.2898764610470207e-14,2.26471054848039e-15,2.914335439641036e-13,0.007893503530382885,1.3877787807814457e-17
VI,353,p2p,4.363346824175059e-15,1.0062183125030189e-15,1.3877787807814457e-14,7.230693261021937e-05,4.440892098500626e-16
VI,353,p2l,4.7280416375993e-15,6.261106984218479e-16,1.5959455978986625e-13,0.005357185432405364,1.5612511283791264e-17
VI,354,p2p,2.7187735519646056e-15,6.911332225242994e-16,3.469446951953614e-15,0.00014368591669760428,8.881784197001252e-16
VI,354,p2l,1.0206216906685823e-14,6.787929474727733e-16,2.636779683484747e-13,0.006167309700749954,2.42861286636753e-17
VI,355,p2p,2.9762036903100273e-15,1.1927956427609114e-15,6.938893903907228e-15,0.00020515698144174532,4.440892098500626e-16
VI,355,p2l,1.354970482659371e-14,6.533108156103775e-16,2.706168622523819e-13,0.012388078122485787,2.0816681711721685e-17
VI,356,p2p,7.377753135810516e-15,6.708089209227585e-16,0.0,0.00012386243555301268,2.220446049250313e-16
VI,356,p2l,1.6068608591283424e-14,6.410811231038925e-16,3.122502256758253e-13,0.009787933636950736,8.326672684688674e-17
VI,357,p2p,1.984208672622128e-15,4.610411597651883e-16,3.469446951953614e-15,0.00010382253173031971,3.885780586188048e-16
VI,357,p2l,9.211357646445788e-15,4.3688425325487607e-16,2.220446049250313e-13,0.004930201683573173,1.734723475976807e-17
VI,358,p2p,4.0100415508155375e-15,1.3323528745879507e-15,1.0408340855860843e-14,3.800279806271539e-05,3.885780586188048e-16
VI,358,p2l,9.49352178357164e-15,4.392750063763407e-16,2.220446049250313e-13,0.008792850339700883,2.0816681711721685e-17
VI,359,p2p,2.542658221254869e-15,6.358689824347298e-16,6.938893903907228e-15,0.0001074805932909581,3.3306690738754696e-16
VI,359,p2l,1.126075484532516e-14,4.847369549057883e-16,3.2612801348363973e-13,0.0028938812556675696,8.326672684688674e-17
VI,360,p2p,2.1398882091672158e-15,8.432849079876723e-16,6.938893903907228e-15,0.00010462687650341848,1.0658141036401503e-14
VI,360,p2l,9.339822608567021e-15,7.238684393300742e-16,2.3592239273284576e-13,0.004953052213887792,1.1449174941446927e-16
VI,361,p2p,4.38094496496815e-15,1.1374273228983792e-15,2.7755575615628914e-14,0.00021792575726437002,4.3021142204224816e-16
VI,361,p2l,1.2919563891806723e-14,8.66740655355792e-16,2.5673907444456745e-13,0.002656652310474147,1.9081958235744878e-17
VI,362,p2p,5.596371906308478e-15,8.579442958885732e-16,1.3877787807814457e-14,8.462566707708591e-05,5.551115123125783e-16
VI,362,p2l,1.1989886301328244e-14,6.52360801974406e-16,2.2898349882893854e-13,0.009069622088402745,2.220446049250313e-16
VI,363,p2p,2.1171410760367266e-15,9.274393663427865e-16,6.938893903907228e-15,0.00017421415529102896,6.217248937900877e-15
VI,363,p2l,5.227574274510119e-15,4.094013922815667e-16,1.8735013540549517e-13,0.007695597236712327,2.7755575615628914e-17
VI,364,p2p,3.7683106746612195e-15,9.144041646748539e-16,3.469446951953614e-15,0.00014938077039916564,3.0531133177191805e-16
VI,364,p2l,5.266368081461813e-15,8.614215420173742e-16,2.0816681711721685e-13,0.0038153082411445834,6.245004513516506e-17
VI,365,p2p,1.594261389503187e-15,6.942530742903541e-16,0.0,0.00011160207709997455,1.249000902703301e-16
VI,365,p2l,8.442300596085618e-15,9.138559628201966e-16,2.0816681711721685e-13,0.006865490872322522,1.734723475976807e-17
VI,366,p2p,1.4286913096753992e-15,1.3234575394935754e-15,6.938893903907228e-15,0.00015530212899795073,3.1086244689504383e-15
VI,366,p2l,1.0183507726882083e-14,8.601717478431793e-16,2.2898349882893854e-13,0.002538960758280199,6.938893903907228e-17
VI,367,p2p,2.6173705855317085e-15,2.7954799650094094e-16,6.938893903907228e-15,0.00017315228081630704,1.1102230246251565e-16
VI,367,p2l,1.0515499025879507e-14,8.212845754096603e-16,2.0122792321330962e-13,0.00592710664445497,1.1275702593849246e-17
VI,368,p2p,1.288414807653613e-15,4.392658881431437e-16,0.0,0.00013696907050290855,1.5959455978986625e-16
VI,368,p2l,8.887451824754443e-15,5.038844122053359e-16,2.3592239273284576e-13,0.005326561976691482,1.1102230246251565e-15
VI,369,p2p,1.6134971603866539e-15,7.428422086003992e-16,0.0,0.00011329851794962542,8.881784197001252e-16
VI,369,p2l,1.164712821367051e-14,6.956765802272623e-16,2.42861286636753e-13,0.006667484517094606,2.168404344971009e-17
VI,370,p2p,3.103982129456576e-15,1.1779959192550112e-15,0.0,0.0002862018325015172,1.5265566588595902e-16
VI,370,p2l,9.88065005957023e-15,7.219729693111561e-16,2.914335439641036e-13,0.005928441811913373,1.9081958235744878e-17
VI,371,p2p,2.5062521754978857e-15,4.716267656434315e-16,1.3877787807814457e-14,7.824896969901851e-05,3.3306690738754696e-16
VI,371,p2l,1.0116218569730193e-14,3.8676341150732625e-16,3.191891195797325e-13,0.006893848705374599,2.0816681711721685e-17
VI,372,p2p,1.881320726267038e-15,7.016766430502283e-16,6.938893903907228e-15,0.00015607066531425628,7.771561172376096e-16
VI,372,p2l,1.0844715060625651e-14,7.187369237735319e-16,2.914335439641036e-13,0.001768219816776724,8.326672684688674e-17
VI,373,p2p,4.171868324181158e-15,1.7068674899386147e-15,1.3877787807814457e-14,0.00010753289778442018,2.4424906541753444e-15
VI,373,p2l,9.299360350895755e-15,1.1830292804820654e-15,1.8735013540549517e-13,0.013346720357205136,1.734723475976807e-17
VI,374,p2p,4.68983971188722e-15,1.428356325058702e-15,2.0816681711721685e-14,0.00015698496471451204,1.7763568394002505e-15
VI,374,p2l,7.348899164714503e-15,5.658459536012096e-16,1.8735013540549517e-13,0.013908185679918306,4.163336342344337e-17
VI,375,p2p,1.9452882634992872e-15,8.432499372864598e-16,6.938893903907228e-15,0.00020661610273572245,5.273559366969494e-16
VI,375,p2l,7.676488666144562e-15,5.434814955512188e-16,2.2898349882893854e-13,0.009607432751400871,6.938893903907228e-17
VI,376,p2p,4.637202822060537e-15,7.217041089167239e-16,0.0,6.977884802420592e-05,1.8041124150158794e-16
VI,376,p2l,6.904977631893966e-15,5.284336213056664e-16,2.0816681711721685e-13,0.007899682683366688,5.551115123125783e-17
VI,377,p2p,2.672106476579093e-15,1.0547433425887487e-15,0.0,0.00015584886813455046,2.220446049250313e-16
VI,377,p2l,1.1447908839418979e-14,5.629740778387014e-16,2.42861286636753e-13,0.005104328126327821,1.9081958235744878e-17
VI,378,p2p,2.5478820214317103e-15,3.586489662580821e-16,0.0,9.366350457979539e-05,3.7470027081099033e-16
VI,378,p2l,6.0308564346863925e-15,4.910382539055744e-16,2.1510571102112408e-13,0.007278878426758296,8.326672684688674e-17
VI,379,p2p,2.9069969470511356e-15,4.439213502941822e-16,6.938893903907228e-15,7.281894797778535e-05,6.938893903907228e-17
VI,379,p2l,6.48383925258751e-15,1.1985548404532426e-15,9.71445146547012e-14,0.003896303294121983,4.85722573273506e-17
VI,380,p2p,6.15044676693605e-15,5.642000087449546e-16,0.0,0.00019331468979260497,3.0531133177191805e-16
VI,380,p2l,7.620421173484873e-15,4.0017413825984157e-16,2.220446049250313e-13,0.004335292115466639,8.326672684688674e-17
VI,381,p2p,3.824548899319645e-15,3.59194233292063e-16,0.0,9.198105863460291e-05,1.7763568394002505e-14
VI,381,p2l,8.298326324286703e-15,6.271055131334726e-16,1.5959455978986625e-13,0.011092973133362024,2.7755575615628914e-16
VI,382,p2p,2.9642457917920604e-15,1.5070009872928109e-15,1.3877787807814457e-14,0.0001592732959466922,2.0122792321330962e-16
VI,382,p2l,1.339052527479786e-14,1.9518947684149538e-15,3.0531133177191805e-13,0.0105953877903694,1.3877787807814457e-17
VI,383,p2p,1.8857356566950974e-15,1.0692071363396647e-15,6.938893903907228e-15,0.00012980556918059521,1.1102230246251565e-16
VI,383,p2l,1.2497557556856976e-14,2.7481924325920746e-16,2.8449465006019636e-13,0.011658015648639634,2.220446049250313e-16
VI,384,p2p,1.8146822933756842e-15,1.0537211621291432e-15,6.938893903907228e-15,0.00012825805224742776,2.220446049250313e-16
VI,384,p2l,6.964006232841657e-15,6.627927270676286e-16,1.3877787807814457e-13,0.007843018231490277,2.7755575615628914e-16
VI,385,p2p,1.9997191994322377e-15,4.301825417635491e-16,6.938893903907228e-15,0.00011930356094823347,2.220446049250313e-16
VI,385,p2l,1.0409202893408273e-14,5.312640195433104e-16,2.2898349882893854e-13,0.015830348630475395,8.326672684688674e-17
VI,386,p2p,1.859226377240347e-15,1.141458221956084e-15,0.0,0.0001555406568223422,4.163336342344337e-16
VI,386,p2l,7.33913019803535e-15,3.404220403274646e-16,1.5959455978986625e-13,0.009971711104260412,2.7755575615628914e-17
VI,387,p2p,1.491132270962807e-15,9.959608980800314e-16,1.3877787807814457e-14,7.070333999047856e-05,4.996003610813204e-16
VI,387,p2l,5.189310613216483e-15,9.52554842028686e-16,1.457167719820518e-13,0.019138456497883705,1.734723475976807e-17
VI,388,p2p,2.2500537768068102e-15,1.1308610418578546e-15,6.938893903907228e-15,0.0001774192364329824,6.38378239159465e-16
VI,388,p2l,1.177169866907141e-14,6.970424680731068e-15,1.942890293094024e-13,0.009359748544227664,5.551115123125783e-17
VI,389,p2p,9.766704758392934e-16,9.55507942522734e-16,6.938893903907228e-15,0.00017211809653457089,2.3592239273284576e-16
VI,389,p2l,1.0755329012221154e-14,4.275002874867735e-16,1.8041124150158794e-13,0.005555987385792459,2.7755575615628914e-17
VI,390,p2p,1.251630681775961e-15,9.682083394830714e-16,6.938893903907228e-15,7.334604424314925e-05,2.498001805406602e-16
VI,390,p2l,1.454951148331872e-14,7.6974876548751955e-16,3.677613769070831e-13,0.009742945004400821,1.3877787807814457e-17
VI,391,p2p,3.3651516309504152e-15,9.285885682223018e-16,0.0,0.00016488073226624683,9.575673587391975e-16
VI,391,p2l,9.999582094141199e-15,4.3048953529108647e-16,2.3592239273284576e-13,0.011106235683017107,1.3877787807814457e-17
VI,392,p2p,9.791587658152143e-16,1.204237020323951e-15,2.7755575615628914e-14,9.659144099576078e-05,8.881784197001252e-16
VI,392,p2l,6.580650959715267e-15,6.995573889848362e-16,2.0122792321330962e-13,0.006305026882560377,2.7755575615628914e-17
VI,393,p2p,1.2319628363187004e-15,1.0663293735077969e-15,0.0,0.0001924218863362595,3.885780586188048e-16
VI,393,p2l,9.823016053981456e-15,8.168482391864646e-16,2.2898349882893854e-13,0.006184157950679551,4.85722573273506e-17
VI,394,p2p,2.051165713604814e-15,1.3761405436273513e-15,1.3877787807814457e-14,0.00016034655969809214,4.440892098500626e-16
VI,394,p2l,1.201048850464569e-14,6.488943932476459e-16,2.636779683484747e-13,0.008825535632217526,9.71445146547012e-17
VI,395,p2p,2.4005139123341153e-15,8.528362868035727e-16,0.0,0.00011468439731008619,1.8318679906315083e-15
VI,395,p2l,1.566998487723157e-14,4.061017491092778e-16,3.5388358909926865e-13,0.004368919205142642,3.469446951953614e-17
VI,396,p2p,3.028443056773503e-15,1.4228202168062196e-15,2.0816681711721685e-14,0.00016975848418039619,1.6653345369377348e-16
VI,396,p2l,1.1976633679523657e-14,6.535772004027476e-16,2.983724378680108e-13,0.005733606780999554,1.1102230246251565e-16
VI,397,p2p,1.4033247286535304e-15,1.5572496396798837e-15,2.7755575615628914e-14,0.0001035378204994157,1.1102230246251565e-16
VI,397,p2l,6.450294865599308e-15,7.841388925729743e-16,2.0122792321330962e-13,0.006022810906217112,4.163336342344337e-17
VI,398,p2p,3.879555697350732e-15,5.438645474745758e-16,0.0,0.00010422585610406709,1.4432899320127035e-15
VI,398,p2l,1.361156747361895e-14,1.893913517671421e-15,3.2612801348363973e-13,0.004879116865366941,6.938893903907228e-17
VI,399,p2p,2.6831117401435707e-15,8.024328997424385e-16,6.938893903907228e-15,8.65041802415663e-05,1.1102230246251565e-15
VI,399,p2l,8.805385233361157e-15,9.216695696230518e-16,1.8735013540549517e-13,0.004119320260401625,2.42861286636753e-17
VI,400,p2p,9.995390524006572e-16,7.310962890589256e-16,0.0,0.00012100258168472842,5.551115123125783e-16
VI,400,p2l,8.641792287210844e-15,4.433410348575591e-16,2.2898349882893854e-13,0.004310449431073583,1.6653345369377348e-16
VI,401,p2p,3.391982369806303e-15,1.1421440498139899e-15,1.3877787807814457e-14,0.00014617261972936502,3.3306690738754696e-16
VI,401,p2l,1.659149697596616e-14,6.118517884562348e-16,3.608224830031759e-13,0.00506506103305842,4.5102810375396984e-17
VI,402,p2p,5.334455675910701e-16,1.0364889759348453e-15,0.0,7.059847619910083e-05,1.6653345369377348e-16
VI,402,p2l,8.238174684973876e-15,6.580712786240292e-16,1.6653345369377348e-13,0.00925573168914597,7.112366251504909e-17
VI,403,p2p,3.684914328794321e-15,1.0684070792414366e-15,0.0,0.0001355344263761979,3.885780586188048e-16
VI,403,p2l,1.015922782302137e-14,6.439226265300759e-16,2.706168622523819e-13,0.00974438310288318,4.5102810375396984e-17
VI,404,p2p,7.868612320229379e-16,1.337164068226581e-15,6.938893903907228e-15,7.265322005737228e-05,4.163336342344337e-16
VI,404,p2l,1.0779240681759514e-14,6.010276280692513e-16,2.498001805406602e-13,0.008665014048548346,6.938893903907228e-17
VI,405,p2p,3.745529259294469e-15,1.0123332774259053e-15,1.3877787807814457e-14,8.533423286059133e-05,1.1102230246251565e-16
VI,405,p2l,1.1881096642526113e-14,1.3803751151337189e-15,2.3592239273284576e-13,0.010683217272465614,1.942890293094024e-16
VI,406,p2p,1.6695157712525785e-15,9.570385835682836e-16,0.0,0.00011750415434566043,4.3021142204224816e-16
VI,406,p2l,7.79758167277463e-15,5.153476062962498e-16,1.8735013540549517e-13,0.01145408558110799,8.565197162635485e-18
VI,407,p2p,1.2399306704174288e-15,7.831279491963481e-16,2.0816681711721685e-14,0.00015139737160380388,4.718447854656915e-16
VI,407,p2l,8.468186729069127e-15,2.1451677718608367e-16,2.2898349882893854e-13,0.0027667229674580938,8.239936510889834e-17
VI,408,p2p,3.587076586134868e-15,5.18522135156681e-16,0.0,7.252689554734099e-05,7.993605777301127e-15
VI,408,p2l,9.32656109322549e-15,2.361002589527953e-16,2.0816681711721685e-13,0.005538094636516098,1.734723475976807e-17
VI,409,p2p,1.2813098992184307e-15,8.591055003850252e-16,0.0,0.00013820327796217058,2.220446049250313e-16
VI,409,p2l,1.1591073506714118e-14,6.687391975609372e-16,2.8449465006019636e-13,0.006939235932387913,1.7763568394002505e-15
VI,410,p2p,1.5730135133627469e-15,1.4503639566418442e-15,2.0816681711721685e-14,0.0001496748538557316,1.7763568394002505e-15
VI,410,p2l,8.014470555362576e-15,1.6162690878609351e-15,2.220446049250313e-13,0.0073117832117111856,2.0816681711721685e-17
VI,411,p2p,2.1915929426039056e-15,1.043069621965843e-15,6.938893903907228e-15,0.00017568258657979074,9.020562075079397e-16
VI,411,p2l,1.117232220471188e-14,5.546376897318404e-16,1.8735013540549517e-13,0.004810273788281587,4.85722573273506e-17
VI,412,p2p,1.4699552039603588e-15,1.0569589658036971e-15,0.0,8.591960538983576e-05,2.7755575615628914e-16
VI,412,p2l,9.574253590451667e-15,6.472419255448164e-16,2.220446049250313e-13,0.013220371591800867,3.469446951953614e-17
VI,413,p2p,2.93336075012325e-15,1.3010943016980233e-15,2.0816681711721685e-14,0.00027407540893170657,3.3306690738754696e-16
VI,413,p2l,8.634069565855899e-15,1.961595534956236e-15,2.3592239273284576e-13,0.007813022949297867,6.245004513516506e-17
VI,414,p2p,3.3947760508302554e-15,4.921096581146284e-16,1.3877787807814457e-14,4.4410484269855055e-05,2.220446049250313e-16
VI,414,p2l,8.329833346648663e-15,1.0008337031756843e-15,2.0122792321330962e-13,0.006506577791571037,4.163336342344337e-17
VI,415,p2p,2.322509111234479e-15,1.2275531987250696e-15,0.0,0.00010846782704305746,3.3306690738754696e-16
VI,415,p2l,9.994906431661526e-15,6.065275133338006e-16,2.5673907444456745e-13,0.010949559274631218,2.7755575615628914e-17
VI,416,p2p,1.1031262036608853e-15,4.872738803260698e-16,6.938893903907228e-15,0.00014234721683131085,2.220446049250313e-16
VI,416,p2l,6.6184714058850335e-15,8.616448098318946e-16,2.0816681711721685e-13,0.010660804378623889,3.2959746043559335e-17
VI,417,p2p,2.4374300225308447e-15,1.0404956276406831e-15,0.0,6.932878480950949e-05,1.6653345369377348e-16
VI,417,p2l,1.3694728073528455e-14,4.711669878242897e-16,3.400058012914542e-13,0.009008859674887085,3.469446951953614e-17
VI,418,p2p,3.7896801076173376e-15,3.77191484997282e-16,0.0,5.362816838835703e-05,1.6653345369377348e-16
VI,418,p2l,8.892309345752e-15,2.3600959964198326e-15,2.3592239273284576e-13,0.007306675287619382,3.361026734705064e-17
VI,419,p2p,3.372670165560365e-15,1.4177465585017806e-15,2.0816681711721685e-14,7.386082070440052e-05,2.7755575615628914e-16
VI,419,p2l,1.3037541050745013e-14,2.4065192202218743e-15,2.706168622523819e-13,0.0169751584624057,1.214306433183765e-17
VI,420,p2p,1.2708298046179123e-15,8.38848246074573e-16,0.0,8.669306535228185e-05,2.220446049250313e-16
VI,420,p2l,9.881176259166845e-15,8.0845795987329385e-16,2.42861286636753e-13,0.008039413802352435,2.7755575615628914e-16
VI,421,p2p,1.284324447322908e-15,1.145806680381955e-15,6.938893903907228e-15,9.850009178288539e-05,6.661338147750939e-16
VI,421,p2l,6.5506834537093285e-15,2.2502856974570226e-15,2.0122792321330962e-13,0.006437521726185903,1.214306433183765e-17
VI,422,p2p,3.306856471129239e-15,6.253539604556492e-16,0.0,8.448321658235426e-05,1.6653345369377348e-16
VI,422,p2l,8.070596913201045e-15,2.7632720688058844e-16,2.1510571102112408e-13,0.0075364459365006645,9.71445146547012e-17
VI,423,p2p,1.7642302288218355e-15,9.793792275325282e-16,6.938893903907228e-15,0.00010024430205173972,1.2836953722228372e-16
VI,423,p2l,9.067387730999791e-15,9.50878648992329e-16,2.2898349882893854e-13,0.010091939728741308,1.6653345369377348e-16
VI,424,p2p,2.2859332293146616e-15,1.1178594672668043e-15,0.0,8.724105244577174e-05,5.273559366969494e-16
VI,424,p2l,9.677816731219203e-15,1.2999271606229184e-15,2.0122792321330962e-13,0.008856784561779393,5.551115123125783e-17
VI,425,p2p,3.746465233764563e-15,1.0576088757214701e-15,2.0816681711721685e-14,0.00016477346475488952,5.551115123125783e-16
VI,425,p2l,1.0355903809270867e-14,5.249275054896715e-16,2.0816681711721685e-13,0.0077054832944679925,8.881784197001252e-16
VI,426,p2p,6.053625725419684e-16,5.879085377778607e-16,6.938893903907228e-15,7.208264545447134e-05,1.1102230246251565e-16
VI,426,p2l,1.2352375367446306e-14,2.4534864672578684e-15,3.0531133177191805e-13,0.0048877071665882725,4.336808689942018e-17
VI,427,p2p,1.216510317377379e-15,7.294416619791262e-16,1.3877787807814457e-14,0.00010701270198610474,1.1796119636642288e-16
VI,427,p2l,1.0824186666468901e-14,2.4371709984833737e-16,2.7755575615628914e-13,0.007784310657685138,5.377642775528102e-17
VI,428,p2p,2.3528446475847506e-15,1.599637185972542e-15,2.0816681711721685e-14,9.273431983204163e-05,8.881784197001252e-16
VI,428,p2l,8.598793082625413e-15,5.396050339968095e-16,2.0122792321330962e-13,0.005233624188092562,1.942890293094024e-16
VI,429,p2p,2.2726109557059937e-15,8.538120291793447e-16,1.3877787807814457e-14,0.0001616497379225007,3.3306690738754696e-16
VI,429,p2l,8.574777465569123e-15,3.5345373013269225e-16,2.1510571102112408e-13,0.008139268272338669,4.163336342344337e-17
VI,430,p2p,7.616978673507806e-16,8.802906184885362e-16,6.938893903907228e-15,9.876628586068248e-05,3.3306690738754696e-16
VI,430,p2l,5.977663119490347e-15,1.8910255734621072e-16,2.42861286636753e-13,0.005516986974933294,3.608224830031759e-16
VI,431,p2p,1.0744912742130846e-15,4.449373937447578e-16,6.938893903907228e-15,9.993940637886703e-05,5.551115123125783e-16
VI,431,p2l,1.1845536607766817e-14,5.399101088112693e-16,2.706168622523819e-13,0.01328360471910818,2.220446049250313e-16
VI,432,p2p,2.108144796898814e-15,7.037459027767449e-16,6.938893903907228e-15,8.725389378728011e-05,6.38378239159465e-16
VI,432,p2l,9.103171969150375e-15,7.324175340491195e-16,1.7763568394002505e-12,0.010506749569580878,1.2212453270876722e-15
VI,433,p2p,2.125451542613197e-15,1.3257340127888038e-15,6.938893903907228e-15,4.38678840352022e-05,1.249000902703301e-16
VI,433,p2l,1.333814505314862e-14,4.749931990251604e-16,2.3592239273284576e-13,0.0039640391836210116,9.71445146547012e-17
VI,434,p2p,1.4823473892298448e-15,6.507969344602193e-16,6.938893903907228e-15,0.000203113008948326,3.191891195797325e-16
VI,434,p2l,8.729774610581828e-15,7.176459605096989e-16,1.8041124150158794e-13,0.010264519870341084,1.3877787807814457e-17
VI,435,p2p,1.2757637934879398e-15,1.195889317477253e-15,6.938893903907228e-15,0.00011109407399552407,6.661338147750939e-16
VI,435,p2l,1.24912733041981e-14,1.3394016033037567e-15,2.220446049250313e-13,0.02045765119534485,2.42861286636753e-17
VI,436,p2p,1.6662777645779244e-15,8.784780005847727e-16,6.938893903907228e-15,6.318637495874441e-05,6.106226635438361e-16
VI,436,p2l,7.686782058932156e-15,1.0020027365404312e-15,1.734723475976807e-13,0.004526984084250786,2.7755575615628914e-17
VI,437,p2p,2.5087650259468374e-15,1.1177918812036286e-15,0.0,0.00016034573369363286,4.996003610813204e-16
VI,437,p2l,9.940849030364695e-15,8.232790087023647e-16,2.8449465006019636e-13,0.0061037048315553954,3.469446951953614e-17
VI,438,p2p,4.259463081698788e-15,1.2495070165216833e-15,6.938893903907228e-15,0.00012469547154907515,3.885780586188048e-16
VI,438,p2l,1.115669444467228e-14,1.0051981931342708e-15,2.706168622523819e-13,0.009828759419354537,9.75781955236954e-18
VI,439,p2p,2.5794203193574167e-15,5.804592917629008e-16,1.3877787807814457e-14,8.11648514905661e-05,2.7755575615628914e-16
VI,439,p2l,1.3847124437268264e-14,5.369443790559922e-16,2.5673907444456745e-13,0.013297339325873646,3.729655473350135e-17
VI,440,p2p,1.6769670191698196e-15,8.825180536238595e-16,6.938893903907228e-15,0.00014126830392375417,1.942890293094024e-16
VI,440,p2l,1.0255920929103704e-14,5.47489448475087e-16,2.3592239273284576e-13,0.0066054921905907525,2.7755575615628914e-17
VI,441,p2p,1.9163359041681042e-15,1.1383675593107092e-15,6.938893903907228e-15,0.00010754074503607249,2.220446049250313e-16
VI,441,p2l,1.0077211145165977e-14,3.34409656559571e-16,1.8735013540549517e-13,0.003149451797822847,5.551115123125783e-17
VI,442,p2p,1.4073508685484793e-15,1.0496677636894815e-15,0.0,0.00016885149377516076,3.552713678800501e-15
VI,442,p2l,9.043480363316829e-15,1.155511461660557e-15,1.8735013540549517e-13,0.008135605823397037,6.938893903907228e-17
VI,443,p2p,1.0619420536668504e-15,1.6311813981746466e-15,0.0,0.00019418446836968334,7.771561172376096e-16
VI,443,p2l,1.5428516588171636e-14,7.4620888666653715e-16,2.7755575615628914e-13,0.006752835938389351,6.245004513516506e-17
VI,444,p2p,1.0928527658142403e-14,2.5015219562861132e-14,6.938893903907228e-15,0.00012688486312676175,7.771561172376096e-16
VI,444,p2l,1.3270773594904636e-14,2.366885841764784e-16,3.9968028886505635e-12,0.00527958709645928,8.881784197001252e-16
VI,445,p2p,1.0146363363350415e-15,2.0673988282968046e-15,2.0816681711721685e-14,0.00011474448107472168,2.220446049250313e-16
VI,445,p2l,1.4001238137124712e-14,6.196962161247979e-16,3.8163916471489756e-13,0.008317232125325251,7.632783294297951e-17
VI,446,p2p,3.663842884009191e-15,6.192057825365115e-16,0.0,0.00010134639272382263,4.440892098500626e-16
VI,446,p2l,1.2214790651665735e-14,4.104294767484757e-15,3.0531133177191805e-13,0.004537557415448916,3.885780586188048e-16
VI,447,p2p,1.5327076675264046e-15,1.4073181058628733e-15,6.938893903907228e-15,9.203980935566618e-05,3.885780586188048e-16
VI,447,p2l,9.335289103806907e-15,8.32366773997836e-16,2.5673907444456745e-13,0.005856653949547239,3.469446951953614e-17
VI,448,p2p,9.619998351768315e-16,7.167240752624035e-16,1.3877787807814457e-14,0.0001437436868995598,2.220446049250313e-16
VI,448,p2l,1.1252060040505427e-14,5.978146091571825e-16,2.498001805406602e-13,0.007190482568737316,6.938893903907228e-17
VI,449,p2p,1.828447973085491e-15,4.0586962667489414e-16,6.938893903907228e-15,0.00015110243649903154,2.220446049250313e-16
VI,449,p2l,6.920100610494667e-15,6.623708758596068e-16,2.0122792321330962e-13,0.004025596609504284,6.938893903907228e-17
VI,450,p2p,3.959867328174358e-15,1.4261603449946326e-15,1.3877787807814457e-14,8.758281801661896e-05,3.3306690738754696e-16
VI,450,p2l,8.018375685606893e-15,4.894864129632114e-16,2.3592239273284576e-13,0.007749793574877692,1.3877787807814457e-17
VI,451,p2p,3.8010518848616545e-15,1.6288300145414508e-15,6.938893903907228e-15,0.00010273241057062689,4.996003610813204e-16
VI,451,p2l,7.936398200791845e-15,1.2726699632743495e-15,2.706168622523819e-13,0.006124240287688678,1.5265566588595902e-16
VI,452,p2p,1.6954873140900763e-15,4.356398518982594e-16,0.0,0.00020248755440549493,3.469446951953614e-16
VI,452,p2l,8.009402823733408e-15,3.1838678333449426e-16,1.734723475976807e-13,0.005746463227618731,8.881784197001252e-16
VI,453,p2p,3.655856393947407e-15,4.884367166259516e-16,6.938893903907228e-15,0.00021520193517631306,4.440892098500626e-16
