experiment,scope,level_or_fold,method,metric,value,note
E2,VI_heldout,"fold4_[315,418)",Raw-PatchOOF,paired_benefit_med,44.453966,
E2,VI_heldout,"fold4_[315,418)",Raw-PatchOOF,trans_improved_frac,1.0,
E2,VI_heldout,"fold5_[418,501)",Raw,et_med,159.270839,
E2,VI_heldout,"fold5_[418,501)",PatchOOF,et_med,114.707779,
E2,VI_heldout,"fold5_[418,501)",Raw-PatchOOF,paired_benefit_med,44.066469,
E2,VI_heldout,"fold5_[418,501)",Raw-PatchOOF,trans_improved_frac,1.0,
E2,VI_OOF_pooled,pooled501,-,raw_et_med,161.407892,
E2,VI_OOF_pooled,pooled501,-,oof_patch_et_med,117.460343,
E2,VI_OOF_pooled,pooled501,-,fullfit_patch_et_med,116.815279,
E2,VI_OOF_pooled,pooled501,-,oof_benefit_med,43.067308,
E2,VI_OOF_pooled,pooled501,-,fullfit_benefit_med,43.51028,
E2,VI_OOF_pooled,pooled501,-,in_sample_optimism_benefit,0.442971,
E2,VI_OOF_pooled,pooled501,-,oof_minus_fullfit_error_med,0.689186,
E2,VI_OOF_pooled,pooled501,-,trans_improved_frac,1.0,
E2,VI_OOF_pooled,pooled501,-,rot_change_med,-0.275954,
E2,VI_OOF_pooled,pooled501,-,huber_et_med,148.892188,
E2,VI_OOF_pooled,pooled501,-,ph_oof_et_med,103.646092,
E2,VI_OOF_pooled,pooled501,-,ph_oof_benefit_med,44.683413,
E2,VI_OOF_pooled,pooled501,-,block_signflip_p,0.0005,
E2,VI_OOF_pooled,pooled501,-,positive_blocks,6.0,
E2,VI_OOF_pooled,pooled501,-,block_bootstrap_lo,39.647279,
E2,VI_OOF_pooled,pooled501,-,block_bootstrap_hi,44.866553,
E2,VI_OOF_pooled,pooled501,-,flag:OOF_POSITIVE_RETAINED,1.0,
E3,runtime,VI,Raw,median_total_ms,621.81225,
E3,runtime,VI,Raw,p25_ms,427.163175,
E3,runtime,VI,Raw,p75_ms,668.589,
E3,runtime,VI,Raw,p95_ms,733.8495,
E3,runtime,VI,Raw,model_build_ms,0.0,
E3,runtime,VI,Raw,query_ms,0.0,
E3,runtime,VI,Raw,kdtree_ms,0.0,
E3,runtime,VI,Raw,registration1_ms,621.80525,
E3,runtime,VI,Raw,registration2_ms,0.0,
E3,runtime,VI,Raw,peak_rss_mb,158.27,
E3,runtime,IV,Raw,median_total_ms,436.1588,
E3,runtime,IV,Raw,p25_ms,401.8911,
E3,runtime,IV,Raw,p75_ms,613.4347,
E3,runtime,IV,Raw,p95_ms,823.254345,
E3,runtime,IV,Raw,model_build_ms,0.0,
E3,runtime,IV,Raw,query_ms,0.0,
E3,runtime,IV,Raw,kdtree_ms,0.0,
E3,runtime,IV,Raw,registration1_ms,436.1516,
E3,runtime,IV,Raw,registration2_ms,0.0,
E3,runtime,IV,Raw,peak_rss_mb,158.27,
E3,runtime,II,Raw,median_total_ms,461.2133,
E3,runtime,II,Raw,p25_ms,424.0143,
E3,runtime,II,Raw,p75_ms,594.0573,
E3,runtime,II,Raw,p95_ms,699.292805,
E3,runtime,II,Raw,model_build_ms,0.0,
E3,runtime,II,Raw,query_ms,0.0,
E3,runtime,II,Raw,kdtree_ms,0.0,
E3,runtime,II,Raw,registration1_ms,461.20595,
E3,runtime,II,Raw,registration2_ms,0.0,
E3,runtime,II,Raw,peak_rss_mb,158.27,
E3,runtime,III,Raw,median_total_ms,431.74815,
E3,runtime,III,Raw,p25_ms,274.7692,
E3,runtime,III,Raw,p75_ms,613.7794,
E3,runtime,III,Raw,p95_ms,928.72516,
E3,runtime,III,Raw,model_build_ms,0.0,
E3,runtime,III,Raw,query_ms,0.0,
E3,runtime,III,Raw,kdtree_ms,0.0,
E3,runtime,III,Raw,registration1_ms,431.74045,
E3,runtime,III,Raw,registration2_ms,0.0,
E3,runtime,III,Raw,peak_rss_mb,158.27,
E3,runtime,ALL,Raw,median_total_ms,477.48115,
E3,runtime,ALL,Raw,p25_ms,397.883425,
E3,runtime,ALL,Raw,p75_ms,661.8407,
E3,runtime,ALL,Raw,p95_ms,808.060365,
E3,runtime,ALL,Raw,model_build_ms,0.0,
E3,runtime,ALL,Raw,query_ms,0.0,
E3,runtime,ALL,Raw,kdtree_ms,0.0,
E3,runtime,ALL,Raw,registration1_ms,477.47425,
E3,runtime,ALL,Raw,registration2_ms,0.0,
E3,runtime,ALL,Raw,peak_rss_mb,158.27,
E3,runtime,VI,Huber,median_total_ms,709.50815,
E3,runtime,VI,Huber,p25_ms,567.53385,
E3,runtime,VI,Huber,p75_ms,816.78875,
E3,runtime,VI,Huber,p95_ms,973.771725,
E3,runtime,VI,Huber,model_build_ms,0.0,
E3,runtime,VI,Huber,query_ms,0.0,
E3,runtime,VI,Huber,kdtree_ms,0.0,
E3,runtime,VI,Huber,registration1_ms,709.5005,
E3,runtime,VI,Huber,registration2_ms,0.0,
E3,runtime,VI,Huber,peak_rss_mb,157.12,
E3,runtime,IV,Huber,median_total_ms,513.83365,
E3,runtime,IV,Huber,p25_ms,441.4738,
E3,runtime,IV,Huber,p75_ms,751.4944,
E3,runtime,IV,Huber,p95_ms,989.547195,
E3,runtime,IV,Huber,model_build_ms,0.0,
E3,runtime,IV,Huber,query_ms,0.0,
E3,runtime,IV,Huber,kdtree_ms,0.0,
E3,runtime,IV,Huber,registration1_ms,513.82665,
E3,runtime,IV,Huber,registration2_ms,0.0,
E3,runtime,IV,Huber,peak_rss_mb,157.12,
E3,runtime,II,Huber,median_total_ms,542.59775,
E3,runtime,II,Huber,p25_ms,433.55875,
E3,runtime,II,Huber,p75_ms,689.361875,
E3,runtime,II,Huber,p95_ms,807.09854,
E3,runtime,II,Huber,model_build_ms,0.0,
E3,runtime,II,Huber,query_ms,0.0,
E3,runtime,II,Huber,kdtree_ms,0.0,
E3,runtime,II,Huber,registration1_ms,542.5886,
E3,runtime,II,Huber,registration2_ms,0.0,
E3,runtime,II,Huber,peak_rss_mb,157.12,
E3,runtime,III,Huber,median_total_ms,543.7279,
E3,runtime,III,Huber,p25_ms,340.631525,
E3,runtime,III,Huber,p75_ms,672.61665,
E3,runtime,III,Huber,p95_ms,1041.388135,
E3,runtime,III,Huber,model_build_ms,0.0,
E3,runtime,III,Huber,query_ms,0.0,
E3,runtime,III,Huber,kdtree_ms,0.0,
E3,runtime,III,Huber,registration1_ms,543.72045,
E3,runtime,III,Huber,registration2_ms,0.0,
E3,runtime,III,Huber,peak_rss_mb,157.12,
E3,runtime,ALL,Huber,median_total_ms,588.40425,
E3,runtime,ALL,Huber,p25_ms,444.078975,
E3,runtime,ALL,Huber,p75_ms,749.009975,
E3,runtime,ALL,Huber,p95_ms,988.41512,
E3,runtime,ALL,Huber,model_build_ms,0.0,
E3,runtime,ALL,Huber,query_ms,0.0,
E3,runtime,ALL,Huber,kdtree_ms,0.0,
E3,runtime,ALL,Huber,registration1_ms,588.3943,
E3,runtime,ALL,Huber,registration2_ms,0.0,
E3,runtime,ALL,Huber,peak_rss_mb,157.12,
E3,runtime,VI,Patch,median_total_ms,386.69285,
E3,runtime,VI,Patch,p25_ms,332.391925,
E3,runtime,VI,Patch,p75_ms,448.420125,
E3,runtime,VI,Patch,p95_ms,510.60729,
E3,runtime,VI,Patch,model_build_ms,0.0,
E3,runtime,VI,Patch,query_ms,0.0,
E3,runtime,VI,Patch,kdtree_ms,0.0,
E3,runtime,VI,Patch,registration1_ms,386.6856,
E3,runtime,VI,Patch,registration2_ms,0.0,
E3,runtime,VI,Patch,peak_rss_mb,158.49,
E3,runtime,IV,Patch,median_total_ms,424.43165,
E3,runtime,IV,Patch,p25_ms,406.86335,
E3,runtime,IV,Patch,p75_ms,514.800675,
E3,runtime,IV,Patch,p95_ms,715.150725,
E3,runtime,IV,Patch,model_build_ms,0.0,
E3,runtime,IV,Patch,query_ms,0.0,
E3,runtime,IV,Patch,kdtree_ms,0.0,
E3,runtime,IV,Patch,registration1_ms,424.4245,
E3,runtime,IV,Patch,registration2_ms,0.0,
E3,runtime,IV,Patch,peak_rss_mb,158.49,
E3,runtime,II,Patch,median_total_ms,412.50615,
E3,runtime,II,Patch,p25_ms,362.63715,
E3,runtime,II,Patch,p75_ms,513.880675,
E3,runtime,II,Patch,p95_ms,582.99961,
E3,runtime,II,Patch,model_build_ms,0.0,
E3,runtime,II,Patch,query_ms,0.0,
E3,runtime,II,Patch,kdtree_ms,0.0,
E3,runtime,II,Patch,registration1_ms,412.49845,
E3,runtime,II,Patch,registration2_ms,0.0,
E3,runtime,II,Patch,peak_rss_mb,158.49,
E3,runtime,III,Patch,median_total_ms,360.0111,
E3,runtime,III,Patch,p25_ms,315.88345,
E3,runtime,III,Patch,p75_ms,483.209975,
E3,runtime,III,Patch,p95_ms,568.65103,
E3,runtime,III,Patch,model_build_ms,0.0,
E3,runtime,III,Patch,query_ms,0.0,
E3,runtime,III,Patch,kdtree_ms,0.0,
E3,runtime,III,Patch,registration1_ms,360.00365,
E3,runtime,III,Patch,registration2_ms,0.0,
E3,runtime,III,Patch,peak_rss_mb,158.49,
E3,runtime,ALL,Patch,median_total_ms,412.50615,
E3,runtime,ALL,Patch,p25_ms,349.066375,
E3,runtime,ALL,Patch,p75_ms,485.0902,
E3,runtime,ALL,Patch,p95_ms,611.507885,
E3,runtime,ALL,Patch,model_build_ms,0.0,
E3,runtime,ALL,Patch,query_ms,0.0,
E3,runtime,ALL,Patch,kdtree_ms,0.0,
E3,runtime,ALL,Patch,registration1_ms,412.49845,
E3,runtime,ALL,Patch,registration2_ms,0.0,
E3,runtime,ALL,Patch,peak_rss_mb,158.49,
E3,runtime,VI,PatchHuber,median_total_ms,487.29585,
E3,runtime,VI,PatchHuber,p25_ms,440.5773,
E3,runtime,VI,PatchHuber,p75_ms,533.133925,
E3,runtime,VI,PatchHuber,p95_ms,615.23778,
E3,runtime,VI,PatchHuber,model_build_ms,0.0,
E3,runtime,VI,PatchHuber,query_ms,0.0,
E3,runtime,VI,PatchHuber,kdtree_ms,0.0,
E3,runtime,VI,PatchHuber,registration1_ms,487.2871,
E3,runtime,VI,PatchHuber,registration2_ms,0.0,
E3,runtime,VI,PatchHuber,peak_rss_mb,159.15,
E3,runtime,IV,PatchHuber,median_total_ms,459.32,
E3,runtime,IV,PatchHuber,p25_ms,432.1832,
E3,runtime,IV,PatchHuber,p75_ms,607.8557,
E3,runtime,IV,PatchHuber,p95_ms,850.459835,
E3,runtime,IV,PatchHuber,model_build_ms,0.0,
E3,runtime,IV,PatchHuber,query_ms,0.0,
E3,runtime,IV,PatchHuber,kdtree_ms,0.0,
E3,runtime,IV,PatchHuber,registration1_ms,459.31295,
E3,runtime,IV,PatchHuber,registration2_ms,0.0,
E3,runtime,IV,PatchHuber,peak_rss_mb,159.15,
E3,runtime,II,PatchHuber,median_total_ms,438.76285,
E3,runtime,II,PatchHuber,p25_ms,375.483875,
E3,runtime,II,PatchHuber,p75_ms,522.1352,
E3,runtime,II,PatchHuber,p95_ms,676.554835,
E3,runtime,II,PatchHuber,model_build_ms,0.0,
E3,runtime,II,PatchHuber,query_ms,0.0,
E3,runtime,II,PatchHuber,kdtree_ms,0.0,
E3,runtime,II,PatchHuber,registration1_ms,438.75585,
E3,runtime,II,PatchHuber,registration2_ms,0.0,
E3,runtime,II,PatchHuber,peak_rss_mb,159.15,
E3,runtime,III,PatchHuber,median_total_ms,454.7766,
E3,runtime,III,PatchHuber,p25_ms,362.772325,
E3,runtime,III,PatchHuber,p75_ms,564.526475,
E3,runtime,III,PatchHuber,p95_ms,720.994225,
E3,runtime,III,PatchHuber,model_build_ms,0.0,
E3,runtime,III,PatchHuber,query_ms,0.0,
E3,runtime,III,PatchHuber,kdtree_ms,0.0,
E3,runtime,III,PatchHuber,registration1_ms,454.76155,
E3,runtime,III,PatchHuber,registration2_ms,0.0,
E3,runtime,III,PatchHuber,peak_rss_mb,159.15,
E3,runtime,ALL,PatchHuber,median_total_ms,470.11925,
E3,runtime,ALL,PatchHuber,p25_ms,409.419975,
E3,runtime,ALL,PatchHuber,p75_ms,552.038325,
E3,runtime,ALL,PatchHuber,p95_ms,736.05182,
E3,runtime,ALL,PatchHuber,model_build_ms,0.0,
E3,runtime,ALL,PatchHuber,query_ms,0.0,
E3,runtime,ALL,PatchHuber,kdtree_ms,0.0,
E3,runtime,ALL,PatchHuber,registration1_ms,470.11215,
E3,runtime,ALL,PatchHuber,registration2_ms,0.0,
E3,runtime,ALL,PatchHuber,peak_rss_mb,159.15,
E3,runtime,VI,Full,median_total_ms,429.86965,
E3,runtime,VI,Full,p25_ms,362.670475,
E3,runtime,VI,Full,p75_ms,484.713625,
E3,runtime,VI,Full,p95_ms,775.647175,
E3,runtime,VI,Full,model_build_ms,0.8356,
E3,runtime,VI,Full,query_ms,0.1227,
E3,runtime,VI,Full,kdtree_ms,10.92075,
E3,runtime,VI,Full,registration1_ms,417.60865,
E3,runtime,VI,Full,registration2_ms,0.0,
E3,runtime,VI,Full,peak_rss_mb,157.54,
E3,runtime,IV,Full,median_total_ms,416.0077,
E3,runtime,IV,Full,p25_ms,377.1383,
E3,runtime,IV,Full,p75_ms,462.053675,
E3,runtime,IV,Full,p95_ms,602.012855,
E3,runtime,IV,Full,model_build_ms,0.83395,
E3,runtime,IV,Full,query_ms,0.09915,
E3,runtime,IV,Full,kdtree_ms,11.0214,
E3,runtime,IV,Full,registration1_ms,403.93075,
E3,runtime,IV,Full,registration2_ms,0.0,
E3,runtime,IV,Full,peak_rss_mb,157.54,
E3,runtime,II,Full,median_total_ms,441.16705,
E3,runtime,II,Full,p25_ms,406.080825,
E3,runtime,II,Full,p75_ms,539.648725,
E3,runtime,II,Full,p95_ms,641.201505,
E3,runtime,II,Full,model_build_ms,0.84175,
E3,runtime,II,Full,query_ms,0.08585,
E3,runtime,II,Full,kdtree_ms,10.82205,
E3,runtime,II,Full,registration1_ms,429.31745,
E3,runtime,II,Full,registration2_ms,0.0,
E3,runtime,II,Full,peak_rss_mb,157.54,
E3,runtime,III,Full,median_total_ms,421.42825,
E3,runtime,III,Full,p25_ms,336.617475,
E3,runtime,III,Full,p75_ms,510.889675,
E3,runtime,III,Full,p95_ms,705.008735,
E3,runtime,III,Full,model_build_ms,0.8316,
E3,runtime,III,Full,query_ms,0.08675,
E3,runtime,III,Full,kdtree_ms,10.80335,
E3,runtime,III,Full,registration1_ms,409.40405,
E3,runtime,III,Full,registration2_ms,0.0,
E3,runtime,III,Full,peak_rss_mb,157.54,
E3,runtime,ALL,Full,median_total_ms,427.7387,
E3,runtime,ALL,Full,p25_ms,367.658675,
E3,runtime,ALL,Full,p75_ms,503.4371,
E3,runtime,ALL,Full,p95_ms,701.95467,
E3,runtime,ALL,Full,model_build_ms,0.83525,
E3,runtime,ALL,Full,query_ms,0.0892,
E3,runtime,ALL,Full,kdtree_ms,10.87505,
E3,runtime,ALL,Full,registration1_ms,416.1669,
E3,runtime,ALL,Full,registration2_ms,0.0,
E3,runtime,ALL,Full,peak_rss_mb,157.54,
E3,runtime,VI,EstimatedFull,median_total_ms,1027.8874,
E3,runtime,VI,EstimatedFull,p25_ms,772.09975,
E3,runtime,VI,EstimatedFull,p75_ms,1132.116875,
E3,runtime,VI,EstimatedFull,p95_ms,1333.356205,
E3,runtime,VI,EstimatedFull,model_build_ms,0.83445,
E3,runtime,VI,EstimatedFull,query_ms,0.081,
E3,runtime,VI,EstimatedFull,kdtree_ms,10.83615,
E3,runtime,VI,EstimatedFull,registration1_ms,624.39835,
E3,runtime,VI,EstimatedFull,registration2_ms,414.1979,
E3,runtime,VI,EstimatedFull,peak_rss_mb,159.56,
E3,runtime,IV,EstimatedFull,median_total_ms,882.1814,
E3,runtime,IV,EstimatedFull,p25_ms,782.7393,
E3,runtime,IV,EstimatedFull,p75_ms,1135.46085,
E3,runtime,IV,EstimatedFull,p95_ms,2079.355825,
E3,runtime,IV,EstimatedFull,model_build_ms,0.8369,
E3,runtime,IV,EstimatedFull,query_ms,0.08015,
E3,runtime,IV,EstimatedFull,kdtree_ms,10.8388,
E3,runtime,IV,EstimatedFull,registration1_ms,434.52135,
E3,runtime,IV,EstimatedFull,registration2_ms,393.0847,
E3,runtime,IV,EstimatedFull,peak_rss_mb,159.56,
E3,runtime,II,EstimatedFull,median_total_ms,899.02985,
E3,runtime,II,EstimatedFull,p25_ms,852.060925,
E3,runtime,II,EstimatedFull,p75_ms,1139.8063,
E3,runtime,II,EstimatedFull,p95_ms,1341.57383,
E3,runtime,II,EstimatedFull,model_build_ms,0.8347,
E3,runtime,II,EstimatedFull,query_ms,0.07905,
E3,runtime,II,EstimatedFull,kdtree_ms,10.84195,
E3,runtime,II,EstimatedFull,registration1_ms,463.94755,
E3,runtime,II,EstimatedFull,registration2_ms,426.11105,
E3,runtime,II,EstimatedFull,peak_rss_mb,159.56,
E3,runtime,III,EstimatedFull,median_total_ms,971.7524,
E3,runtime,III,EstimatedFull,p25_ms,680.352575,
E3,runtime,III,EstimatedFull,p75_ms,1214.831325,
E3,runtime,III,EstimatedFull,p95_ms,1690.50834,
E3,runtime,III,EstimatedFull,model_build_ms,0.83565,
E3,runtime,III,EstimatedFull,query_ms,0.0793,
E3,runtime,III,EstimatedFull,kdtree_ms,10.7612,
E3,runtime,III,EstimatedFull,registration1_ms,429.68375,
E3,runtime,III,EstimatedFull,registration2_ms,477.0465,
E3,runtime,III,EstimatedFull,peak_rss_mb,159.56,
E3,runtime,ALL,EstimatedFull,median_total_ms,953.338,
E3,runtime,ALL,EstimatedFull,p25_ms,773.2675,
E3,runtime,ALL,EstimatedFull,p75_ms,1152.942425,
E3,runtime,ALL,EstimatedFull,p95_ms,1638.69511,
E3,runtime,ALL,EstimatedFull,model_build_ms,0.8348,
E3,runtime,ALL,EstimatedFull,query_ms,0.07985,
E3,runtime,ALL,EstimatedFull,kdtree_ms,10.81705,
E3,runtime,ALL,EstimatedFull,registration1_ms,480.546,
E3,runtime,ALL,EstimatedFull,registration2_ms,417.1564,
E3,runtime,ALL,EstimatedFull,peak_rss_mb,159.56,
E3,calibration,one_time,-,kmeans_cluster_ms_median,151.6919,
E3,calibration,one_time,-,vi_field_build_ms_median,0.18145,
E3,calibration,one_time,-,patch_corrected_model_build_ms,0.9101,
E3,calibration,one_time,-,patch_kdtree_build_ms,10.9977,
E3,calibration,one_time,-,mu_patch_bytes,576.0,
E3,calibration,one_time,-,patches_npz_size_b,26129.0,
E3,calibration,one_time,-,predictor_size_b,288502.0,
