scan_id,range_m,point_count,down_count,converged,ransac_fitness,icp_fitness,ransac_iters,n_corr,translation_error_m,attitude_error_deg,terr_vec_target_x,terr_vec_target_y,terr_vec_target_z,rot_err_axis_x,rot_err_axis_y,rot_err_axis_z,symmetry_equivalent_rotation_k,runtime_s,icp_rmse,angular_rate_deg_s,excess_return_fraction,r4_structured_frac,sps,z_range_m,z_point_count,z_excess_return_fraction,z_r4_structured_frac,z_sps
205,12.933481416731611,9601,3236,0,0.0017167381974248,0.6463519313304721,16384,104,0.1275181228790204,58.18262698092163,0.0036586169731976,-0.1128223970079194,0.0593177285288285,0.8304627008536067,-0.0481326010248046,-0.5549909505654302,2,0.7596244000014849,0.045875628951752,7.466243563235626,0.0036454535985834,0.7003437141964378,0.4376058723884812,0.3576381306169429,-0.6522564259255602,0.03600005985707238,-0.5835517324770417,0.45493757068081164
210,12.828232968864574,10808,3496,0,0.0012875536480686,0.1982832618025751,10240,118,0.7724574310340411,90.55931741277756,-0.2342771502632142,-0.6968178867127911,-0.2371698386839644,-0.076120868645952,0.7883131832312849,-0.6105472451009376,0,0.7915432999725454,0.0550891832652289,5.583404727116077,0.0026831976313841,0.7228904515173945,-0.024060150375939848,0.3071383375480752,1.2196889589958637,-1.2228085350400302,0.6165465248692964,-2.307567053628719
215,12.735961507181898,9341,3065,0,0.0008583690987124,0.2489270386266094,4096,101,0.7495781799575492,107.452115815488,0.3122918351050989,-0.5598331272945419,0.3884946938875419,0.6300058571976734,-0.3876908321412025,0.6728955628998358,2,0.6045875999843702,0.0599978682310005,8.33641357714259,0.0038539770902472,0.7127716518574029,0.0694522868435912,0.2628650982217926,-1.0554923829094627,0.30878731448781355,0.07795179759115003,-1.748009868322862
220,12.643984979361411,10048,3247,0,0.0006437768240343,0.2637339055793991,14336,96,1.2395478475256425,127.2348370665549,1.1182563634711014,0.0144967044002493,0.5345759229738783,-0.5891693184763723,0.5895333730415729,-0.5525666622556165,0,0.7501890000421554,0.0608374133000291,8.330761374201225,0.0036823248407643,0.7144705414012739,0.3924812030075188,0.2187333726119726,0.04099923858137971,0.08423445709021128,0.16837882266357296,0.1849217980473612
225,12.551285349648856,10357,3166,0,0.0017167381974248,0.0862660944206008,65536,126,2.056823292752605,99.9207281300434,-0.0042749937853107,-1.8200065815218185,-0.958164821549543,-0.0857151000027499,0.8904265854473231,0.446982569637944,0,1.1994402999989688,0.0347105949985225,8.377598454981324,0.0031862508448392,0.7028096939268128,0.387012987012987,0.1742546918055941,0.5202296643814791,-0.5647219859578876,-0.45229469360056956,0.15220123550484585
230,12.45209623162546,10167,3211,0,0.0017167381974248,0.0899141630901287,6144,112,2.0626580300323547,99.45710086777169,0.4711198420736229,-1.7927088883168931,0.9048751764807594,0.1408404066339716,0.8552693669309808,0.4986765382977796,1,0.6487896000035107,0.0387732753616283,5.562531432651991,0.0026556506344054,0.7407298121373069,0.49624060150375937,0.12666225660699587,0.22555723427785812,-1.2588450967683191,1.5660846015927352,0.8057944722915831
235,12.366729336339096,9704,3157,0,0.0015021459227467,0.4435622317596566,55296,108,0.3308406235780407,55.50515361148205,0.0467280718549777,-0.3155499922856635,-0.0877508283649819,0.8290189949697467,-0.2440288396616963,-0.5031673989764411,2,1.1055001000058835,0.054517096246697,9.247385580504549,0.0024732069249793,0.7306265457543281,0.5116883116883117,0.08570193240022729,-0.4925129506588604,-1.4975151776397606,1.028316666165158,0.8982300614741885
240,12.274324710395314,10321,3324,0,0.0010729613733905,0.66931330472103,4096,139,0.1436230641277657,10.08462659904374,0.0164515274085751,-0.0401524965610522,-0.1369113173382241,0.7945704558305084,-0.1045223510211168,-0.5981077401758954,2,0.6297857000026852,0.0434200844725147,8.121398636676751,0.0034880341052223,0.6912120918515647,0.2,0.041364798852544765,0.4643969934144772,-0.16993372283908362,-1.069601838389309,-0.9668420034491669
245,12.18144221417928,10095,3362,0,0.0017167381974248,0.6300429184549357,2048,103,0.1370644385048296,2.8010887563483213,0.0190100922386802,-0.1137970180289309,-0.0739967254913639,-0.4658954098467784,0.4361787094367306,0.7698633648367809,2,0.6268058000132442,0.0417041741757947,8.94521166753805,0.0031698860822189,0.6900445765230312,0.38421052631578945,-0.00320162406093444,0.11389189234385437,-0.5861301190763992,-1.131745335750052,0.13543194720180698
250,12.094663756844588,9891,3314,0,0.0015021459227467,0.2105150214592274,18432,127,1.3215209056623578,69.33445562897847,0.5933709098509069,-0.0157069243027071,1.1807123951133554,0.7852565482288757,-0.615359630369648,0.068590660989684,2,0.8150569999706931,0.0578718981123062,8.952967695948528,0.0037407744414113,0.6888080072793449,0.3766233766233766,-0.04483923703337229,-0.2024932431358229,0.16069733409049253,-1.197564375255013,0.09003216667406733
