panel,trajectory,x_deg,ecdf
FO,II,41.4915,0.53505
FO,II,41.8283,0.53738
FO,II,41.8292,0.53972
FO,II,41.8415,0.54206
FO,II,41.9037,0.54439
FO,II,41.9773,0.54673
FO,II,42.0149,0.54907
FO,II,42.3289,0.5514
FO,II,42.3442,0.55374
FO,II,42.7409,0.55607
FO,II,42.8333,0.55841
FO,II,42.8448,0.56075
FO,II,42.9478,0.56308
FO,II,42.9491,0.56542
FO,II,43.4794,0.56776
FO,II,43.5412,0.57009
FO,II,43.8241,0.57243
FO,II,43.8996,0.57477
FO,II,44.2199,0.5771
FO,II,44.2394,0.57944
FO,II,44.2723,0.58178
FO,II,44.303,0.58411
FO,II,44.4388,0.58645
FO,II,44.5679,0.58879
FO,II,44.5795,0.59112
FO,II,44.596,0.59346
FO,II,44.6656,0.59579
FO,II,44.6731,0.59813
FO,II,44.7731,0.60047
FO,II,44.8963,0.6028
FO,II,45.2656,0.60514
FO,II,45.2935,0.60748
FO,II,45.4256,0.60981
FO,II,45.4998,0.61215
FO,II,45.5429,0.61449
FO,II,45.6688,0.61682
FO,II,45.7145,0.61916
FO,II,45.865,0.6215
FO,II,45.9192,0.62383
FO,II,46.0434,0.62617
FO,II,46.2203,0.6285
FO,II,46.2206,0.63084
FO,II,46.2943,0.63318
FO,II,46.3084,0.63551
FO,II,46.6943,0.63785
FO,II,46.7978,0.64019
FO,II,46.969,0.64252
FO,II,47.006,0.64486
FO,II,47.1421,0.6472
FO,II,47.1668,0.64953
FO,II,47.1883,0.65187
FO,II,47.3724,0.65421
FO,II,47.4179,0.65654
FO,II,47.6201,0.65888
FO,II,47.6527,0.66121
FO,II,47.7322,0.66355
FO,II,47.7338,0.66589
FO,II,47.8011,0.66822
FO,II,48.0865,0.67056
FO,II,48.1722,0.6729
FO,II,48.2856,0.67523
FO,II,48.5427,0.67757
FO,II,48.6216,0.67991
FO,II,49.0676,0.68224
FO,II,49.1388,0.68458
FO,II,49.1786,0.68692
FO,II,49.4033,0.68925
FO,II,49.5075,0.69159
FO,II,49.5452,0.69393
FO,II,49.6283,0.69626
FO,II,49.9409,0.6986
FO,II,50.0708,0.70093
FO,II,50.1122,0.70327
FO,II,50.4159,0.70561
FO,II,50.5802,0.70794
FO,II,51.1225,0.71028
FO,II,51.1561,0.71262
FO,II,51.19,0.71495
FO,II,51.2409,0.71729
FO,II,51.4375,0.71963
FO,II,51.9794,0.72196
FO,II,52.1583,0.7243
FO,II,52.1984,0.72664
FO,II,52.217,0.72897
FO,II,52.6425,0.73131
FO,II,52.9303,0.73364
FO,II,52.9736,0.73598
FO,II,53.2766,0.73832
FO,II,53.3033,0.74065
FO,II,53.3153,0.74299
FO,II,53.4622,0.74533
FO,II,53.5899,0.74766
FO,II,53.7461,0.75
FO,II,53.8056,0.75234
FO,II,53.9425,0.75467
FO,II,54.1225,0.75701
FO,II,54.2931,0.75935
FO,II,54.3404,0.76168
FO,II,54.3787,0.76402
FO,II,54.3896,0.76636
FO,II,54.5395,0.76869
FO,II,54.5458,0.77103
FO,II,54.6975,0.77336
FO,II,54.7591,0.7757
FO,II,54.829,0.77804
FO,II,54.8315,0.78037
FO,II,54.9447,0.78271
FO,II,54.9686,0.78505
FO,II,55.1113,0.78738
FO,II,55.2394,0.78972
FO,II,55.3079,0.79206
FO,II,55.3502,0.79439
FO,II,55.4214,0.79673
FO,II,55.4585,0.79907
FO,II,55.6875,0.8014
FO,II,55.743,0.80374
FO,II,55.7782,0.80607
FO,II,55.795,0.80841
FO,II,55.9106,0.81075
FO,II,55.9188,0.81308
FO,II,56.0283,0.81542
FO,II,56.0463,0.81776
FO,II,56.0864,0.82009
FO,II,56.1172,0.82243
FO,II,56.2178,0.82477
FO,II,56.3672,0.8271
FO,II,56.4696,0.82944
FO,II,56.4943,0.83178
FO,II,56.5396,0.83411
FO,II,56.602,0.83645
FO,II,56.6655,0.83879
FO,II,56.7667,0.84112
FO,II,56.7855,0.84346
FO,II,56.8012,0.84579
FO,II,56.8333,0.84813
FO,II,56.8695,0.85047
FO,II,56.9177,0.8528
FO,II,56.9353,0.85514
FO,II,57.0378,0.85748
FO,II,57.0767,0.85981
FO,II,57.3174,0.86215
FO,II,57.3525,0.86449
FO,II,57.3805,0.86682
FO,II,57.409,0.86916
FO,II,57.6256,0.8715
FO,II,57.6638,0.87383
FO,II,57.9463,0.87617
FO,II,58.0986,0.8785
FO,II,58.3148,0.88084
FO,II,58.5668,0.88318
FO,II,58.8982,0.88551
FO,II,59.2942,0.88785
FO,II,59.5511,0.89019
FO,II,59.6039,0.89252
FO,II,59.6592,0.89486
FO,II,59.7145,0.8972
FO,II,59.859,0.89953
FO,II,59.9667,0.90187
FO,II,60.0173,0.90421
FO,II,60.0305,0.90654
FO,II,60.0576,0.90888
FO,II,60.0588,0.91121
FO,II,60.3159,0.91355
FO,II,60.4318,0.91589
FO,II,60.5793,0.91822
FO,II,60.6766,0.92056
FO,II,60.9019,0.9229
FO,II,61.1171,0.92523
FO,II,61.3459,0.92757
FO,II,62.1203,0.92991
FO,II,62.2205,0.93224
FO,II,62.7595,0.93458
FO,II,63.8108,0.93692
FO,II,64.1772,0.93925
FO,II,64.3144,0.94159
FO,II,64.7214,0.94393
FO,II,64.8723,0.94626
FO,II,65.8355,0.9486
FO,II,66.8259,0.95093
FO,II,67.6556,0.95327
FO,II,69.4173,0.95561
FO,II,70.9886,0.95794
FO,II,71.6411,0.96028
FO,II,74.2928,0.96262
FO,II,76.8864,0.96495
FO,II,77.4909,0.96729
FO,II,78.2877,0.96963
FO,II,78.3216,0.97196
FO,II,80.0348,0.9743
FO,II,81.2842,0.97664
FO,II,82.0478,0.97897
FO,II,82.3998,0.98131
FO,II,82.5525,0.98364
FO,II,83.0069,0.98598
FO,II,84.2599,0.98832
FO,II,85.4371,0.99065
FO,II,87.0953,0.99299
FO,II,87.632,0.99533
FO,II,87.8187,0.99766
FO,II,89.0957,1.0
FO,II,160.0,1.0
FO,III,2.481,0.0
FO,III,2.481,0.0027
FO,III,2.6115,0.00539
FO,III,2.7294,0.00809
FO,III,3.9485,0.01078
FO,III,4.8144,0.01348
FO,III,5.7549,0.01617
FO,III,6.5934,0.01887
FO,III,6.9182,0.02156
FO,III,8.1155,0.02426
FO,III,9.0207,0.02695
FO,III,9.5378,0.02965
FO,III,10.3811,0.03235
FO,III,10.7223,0.03504
FO,III,11.4247,0.03774
FO,III,11.4821,0.04043
FO,III,12.1295,0.04313
FO,III,12.1391,0.04582
FO,III,12.2343,0.04852
FO,III,12.394,0.05121
FO,III,12.5984,0.05391
FO,III,12.7348,0.0566
FO,III,13.0209,0.0593
FO,III,13.1893,0.06199
FO,III,13.3714,0.06469
FO,III,13.6395,0.06739
FO,III,13.6481,0.07008
FO,III,13.6482,0.07278
FO,III,13.864,0.07547
FO,III,13.8907,0.07817
FO,III,13.9859,0.08086
FO,III,14.0737,0.08356
FO,III,14.0974,0.08625
FO,III,14.1953,0.08895
FO,III,14.3348,0.09164
FO,III,14.557,0.09434
FO,III,14.5571,0.09704
FO,III,14.6561,0.09973
FO,III,14.6731,0.10243
FO,III,14.7511,0.10512
FO,III,14.8363,0.10782
FO,III,14.8374,0.11051
FO,III,14.9254,0.11321
FO,III,14.9295,0.1159
FO,III,15.3536,0.1186
FO,III,15.4205,0.12129
FO,III,15.4655,0.12399
FO,III,15.5282,0.12668
FO,III,15.6495,0.12938
FO,III,15.6938,0.13208
FO,III,15.756,0.13477
FO,III,15.8277,0.13747
FO,III,16.0147,0.14016
FO,III,16.2268,0.14286
FO,III,16.2372,0.14555
FO,III,16.6682,0.14825
FO,III,16.6991,0.15094
FO,III,16.8667,0.15364
FO,III,17.1048,0.15633
FO,III,17.2121,0.15903
FO,III,17.3298,0.16173
FO,III,17.4446,0.16442
FO,III,17.5433,0.16712
FO,III,17.58,0.16981
FO,III,17.6173,0.17251
FO,III,18.0612,0.1752
FO,III,18.1045,0.1779
FO,III,18.6611,0.18059
FO,III,18.7379,0.18329
FO,III,19.0127,0.18598
FO,III,19.1913,0.18868
FO,III,19.2044,0.19137
FO,III,19.2065,0.19407
FO,III,19.3136,0.19677
FO,III,19.8565,0.19946
FO,III,19.8998,0.20216
FO,III,20.1055,0.20485
FO,III,20.1276,0.20755
FO,III,20.3787,0.21024
FO,III,20.569,0.21294
FO,III,20.9364,0.21563
FO,III,21.0383,0.21833
FO,III,21.2777,0.22102
FO,III,21.5347,0.22372
FO,III,21.876,0.22642
FO,III,21.9481,0.22911
FO,III,22.3712,0.23181
FO,III,22.5029,0.2345
FO,III,22.5606,0.2372
FO,III,23.0372,0.23989
FO,III,23.641,0.24259
FO,III,23.8845,0.24528
FO,III,24.3246,0.24798
FO,III,24.3569,0.25067
FO,III,24.5507,0.25337
FO,III,24.5958,0.25606
FO,III,25.2294,0.25876
FO,III,25.6434,0.26146
FO,III,26.0965,0.26415
FO,III,26.2033,0.26685
FO,III,26.3057,0.26954
FO,III,26.4845,0.27224
FO,III,26.6911,0.27493
FO,III,26.6927,0.27763
FO,III,27.1077,0.28032
FO,III,27.1356,0.28302
FO,III,27.2938,0.28571
FO,III,27.3392,0.28841
FO,III,27.4494,0.29111
FO,III,27.485,0.2938
FO,III,27.497,0.2965
FO,III,27.5635,0.29919
FO,III,27.6793,0.30189
FO,III,27.7342,0.30458
FO,III,27.9517,0.30728
FO,III,28.4138,0.30997
FO,III,28.8302,0.31267
FO,III,28.8965,0.31536
FO,III,28.9136,0.31806
FO,III,28.9442,0.32075
FO,III,29.0271,0.32345
FO,III,29.2489,0.32615
FO,III,29.4386,0.32884
FO,III,29.66,0.33154
FO,III,29.8784,0.33423
FO,III,30.115,0.33693
FO,III,30.2516,0.33962
FO,III,30.2658,0.34232
FO,III,30.3276,0.34501
FO,III,30.4797,0.34771
FO,III,30.5156,0.3504
FO,III,30.7559,0.3531
FO,III,31.0954,0.3558
FO,III,31.0963,0.35849
FO,III,31.2713,0.36119
FO,III,31.4182,0.36388
FO,III,31.572,0.36658
FO,III,31.6101,0.36927
FO,III,31.6874,0.37197
FO,III,31.7301,0.37466
FO,III,31.8058,0.37736
FO,III,31.8102,0.38005
FO,III,31.9762,0.38275
FO,III,32.0326,0.38544
FO,III,32.0502,0.38814
FO,III,32.3536,0.39084
FO,III,32.4504,0.39353
FO,III,32.5693,0.39623
FO,III,32.7288,0.39892
FO,III,32.7904,0.40162
FO,III,32.8026,0.40431
FO,III,32.9641,0.40701
FO,III,33.1085,0.4097
FO,III,33.114,0.4124
FO,III,33.6711,0.41509
FO,III,33.7152,0.41779
FO,III,33.8083,0.42049
FO,III,33.9727,0.42318
FO,III,34.0388,0.42588
FO,III,34.2871,0.42857
FO,III,34.3476,0.43127
FO,III,34.3704,0.43396
FO,III,34.381,0.43666
FO,III,34.4709,0.43935
FO,III,34.7036,0.44205
FO,III,34.9575,0.44474
FO,III,34.9936,0.44744
FO,III,35.084,0.45013
FO,III,35.0948,0.45283
FO,III,35.1406,0.45553
FO,III,35.1646,0.45822
FO,III,35.1989,0.46092
FO,III,35.2313,0.46361
FO,III,35.3894,0.46631
FO,III,35.4414,0.469
FO,III,35.4683,0.4717
FO,III,35.4973,0.47439
FO,III,35.5606,0.47709
FO,III,35.7017,0.47978
FO,III,35.7291,0.48248
FO,III,35.743,0.48518
FO,III,35.7459,0.48787
FO,III,35.7512,0.49057
FO,III,35.8635,0.49326
FO,III,35.8742,0.49596
FO,III,35.9498,0.49865
FO,III,35.9533,0.50135
FO,III,36.1362,0.50404
FO,III,36.1577,0.50674
FO,III,36.1592,0.50943
FO,III,36.2294,0.51213
FO,III,36.2547,0.51482
FO,III,36.3036,0.51752
FO,III,36.3166,0.52022
FO,III,36.3594,0.52291
FO,III,36.3605,0.52561
FO,III,36.4033,0.5283
FO,III,36.4556,0.531
FO,III,36.5388,0.53369
FO,III,36.5733,0.53639
FO,III,36.624,0.53908
FO,III,36.6481,0.54178
FO,III,36.8144,0.54447
FO,III,36.8356,0.54717
FO,III,36.8461,0.54987
FO,III,36.8671,0.55256
FO,III,36.9568,0.55526
FO,III,37.1853,0.55795
FO,III,37.2259,0.56065
FO,III,37.2927,0.56334
FO,III,37.3636,0.56604
FO,III,37.3807,0.56873
FO,III,37.5421,0.57143
FO,III,37.553,0.57412
FO,III,37.5792,0.57682
FO,III,37.619,0.57951
FO,III,37.7485,0.58221
FO,III,37.9048,0.58491
FO,III,37.977,0.5876
FO,III,37.9819,0.5903
FO,III,38.0082,0.59299
FO,III,38.077,0.59569
FO,III,38.1082,0.59838
FO,III,38.1257,0.60108
FO,III,38.1395,0.60377
FO,III,38.3752,0.60647
FO,III,38.4286,0.60916
FO,III,38.4711,0.61186
FO,III,38.4849,0.61456
FO,III,38.545,0.61725
FO,III,38.5581,0.61995
FO,III,38.7242,0.62264
FO,III,39.0171,0.62534
FO,III,39.1827,0.62803
FO,III,39.2664,0.63073
FO,III,39.3249,0.63342
FO,III,39.345,0.63612
FO,III,39.3989,0.63881
FO,III,39.5672,0.64151
FO,III,39.6982,0.6442
FO,III,39.7165,0.6469
FO,III,39.7706,0.6496
FO,III,39.7887,0.65229
FO,III,39.8703,0.65499
FO,III,39.9052,0.65768
FO,III,39.9246,0.66038
FO,III,40.0099,0.66307
FO,III,40.0356,0.66577
FO,III,40.0508,0.66846
FO,III,40.0659,0.67116
FO,III,40.2176,0.67385
FO,III,40.2814,0.67655
FO,III,40.4051,0.67925
FO,III,40.4508,0.68194
FO,III,40.5244,0.68464
FO,III,40.6594,0.68733
FO,III,40.6625,0.69003
FO,III,40.676,0.69272
FO,III,40.6922,0.69542
FO,III,40.7331,0.69811
FO,III,40.7876,0.70081
FO,III,40.9061,0.7035
FO,III,40.9068,0.7062
FO,III,40.9244,0.70889
FO,III,41.0232,0.71159
FO,III,41.0675,0.71429
FO,III,41.2114,0.71698
FO,III,41.3114,0.71968
FO,III,41.3839,0.72237
FO,III,41.4397,0.72507
FO,III,41.4439,0.72776
FO,III,41.4591,0.73046
FO,III,41.5044,0.73315
FO,III,41.6475,0.73585
FO,III,41.7063,0.73854
FO,III,41.7268,0.74124
FO,III,41.8958,0.74394
FO,III,41.9563,0.74663
FO,III,42.0296,0.74933
FO,III,42.0401,0.75202
FO,III,42.0639,0.75472
FO,III,42.098,0.75741
FO,III,42.411,0.76011
FO,III,42.4494,0.7628
FO,III,42.4873,0.7655
FO,III,42.5958,0.76819
FO,III,42.7029,0.77089
FO,III,42.7533,0.77358
FO,III,42.766,0.77628
FO,III,42.8154,0.77898
FO,III,42.9369,0.78167
FO,III,42.9378,0.78437
FO,III,42.9423,0.78706
FO,III,43.0716,0.78976
FO,III,43.1242,0.79245
FO,III,43.3291,0.79515
FO,III,43.3479,0.79784
FO,III,43.5855,0.80054
FO,III,43.6611,0.80323
FO,III,43.6996,0.80593
FO,III,43.8135,0.80863
FO,III,43.8453,0.81132
FO,III,43.859,0.81402
FO,III,43.9869,0.81671
FO,III,44.0537,0.81941
FO,III,44.197,0.8221
FO,III,44.2076,0.8248
FO,III,44.241,0.82749
FO,III,44.4018,0.83019
FO,III,44.5694,0.83288
FO,III,44.6662,0.83558
FO,III,44.7371,0.83827
FO,III,44.9194,0.84097
FO,III,44.9378,0.84367
FO,III,44.9569,0.84636
FO,III,44.9735,0.84906
FO,III,44.9756,0.85175
FO,III,45.0568,0.85445
FO,III,45.1402,0.85714
FO,III,45.1408,0.85984
FO,III,45.27,0.86253
FO,III,45.3678,0.86523
FO,III,45.4858,0.86792
FO,III,45.5716,0.87062
FO,III,45.6387,0.87332
FO,III,45.8103,0.87601
FO,III,45.9577,0.87871
FO,III,45.9726,0.8814
FO,III,46.0881,0.8841
FO,III,46.1783,0.88679
FO,III,46.3909,0.88949
FO,III,46.5026,0.89218
FO,III,46.5404,0.89488
FO,III,46.5835,0.89757
FO,III,46.6896,0.90027
FO,III,47.0118,0.90296
FO,III,47.0217,0.90566
FO,III,47.0273,0.90836
FO,III,47.0325,0.91105
FO,III,47.0791,0.91375
FO,III,47.1591,0.91644
FO,III,47.1871,0.91914
FO,III,47.2259,0.92183
FO,III,47.5244,0.92453
FO,III,47.5289,0.92722
FO,III,47.6739,0.92992
FO,III,47.9342,0.93261
FO,III,48.6817,0.93531
FO,III,48.8786,0.93801
FO,III,49.1348,0.9407
FO,III,49.2033,0.9434
FO,III,50.958,0.94609
FO,III,53.1816,0.94879
FO,III,53.277,0.95148
FO,III,54.3919,0.95418
FO,III,54.4756,0.95687
FO,III,56.5641,0.95957
FO,III,56.6208,0.96226
FO,III,56.8059,0.96496
FO,III,57.5722,0.96765
FO,III,57.9887,0.97035
FO,III,58.8626,0.97305
FO,III,59.8617,0.97574
FO,III,61.3332,0.97844
FO,III,61.3727,0.98113
FO,III,61.5683,0.98383
FO,III,61.9055,0.98652
FO,III,62.1993,0.98922
FO,III,62.2044,0.99191
FO,III,62.922,0.99461
FO,III,63.1487,0.9973
FO,III,63.1835,1.0
FO,III,160.0,1.0
FD,VI,1.4861,0.0
FD,VI,1.4861,0.002
FD,VI,1.7844,0.00399
FD,VI,2.013,0.00599
FD,VI,2.2151,0.00798
FD,VI,2.8219,0.00998
FD,VI,2.9983,0.01198
FD,VI,3.0628,0.01397
FD,VI,3.5566,0.01597
FD,VI,3.6448,0.01796
FD,VI,3.6644,0.01996
FD,VI,3.6928,0.02196
FD,VI,3.7028,0.02395
FD,VI,3.9857,0.02595
FD,VI,4.4719,0.02794
FD,VI,4.7314,0.02994
FD,VI,4.8532,0.03194
FD,VI,4.9813,0.03393
FD,VI,5.0521,0.03593
FD,VI,5.1333,0.03792
FD,VI,5.1353,0.03992
FD,VI,5.4268,0.04192
FD,VI,5.6677,0.04391
FD,VI,5.6714,0.04591
FD,VI,5.7878,0.0479
FD,VI,5.876,0.0499
FD,VI,6.2408,0.0519
FD,VI,6.992,0.05389
FD,VI,7.004,0.05589
FD,VI,7.0822,0.05788
FD,VI,7.1704,0.05988
FD,VI,7.4189,0.06188
FD,VI,7.6496,0.06387
FD,VI,7.7046,0.06587
FD,VI,7.7471,0.06786
FD,VI,7.9049,0.06986
FD,VI,7.9053,0.07186
FD,VI,7.9188,0.07385
FD,VI,7.9383,0.07585
FD,VI,7.962,0.07784
FD,VI,7.9794,0.07984
FD,VI,8.3335,0.08184
FD,VI,8.3378,0.08383
FD,VI,8.4437,0.08583
FD,VI,8.6523,0.08782
FD,VI,8.8433,0.08982
FD,VI,8.9487,0.09182
FD,VI,8.977,0.09381
FD,VI,8.9935,0.09581
FD,VI,9.0835,0.0978
FD,VI,9.0963,0.0998
FD,VI,9.1183,0.1018
FD,VI,9.1345,0.10379
FD,VI,9.1566,0.10579
FD,VI,9.184,0.10778
FD,VI,9.3104,0.10978
FD,VI,9.3662,0.11178
FD,VI,9.3783,0.11377
FD,VI,9.4047,0.11577
FD,VI,9.48,0.11776
FD,VI,9.4904,0.11976
FD,VI,9.5641,0.12176
FD,VI,9.5734,0.12375
FD,VI,9.5744,0.12575
FD,VI,9.6108,0.12774
FD,VI,9.6441,0.12974
FD,VI,9.7243,0.13174
FD,VI,9.7309,0.13373
FD,VI,9.7373,0.13573
FD,VI,9.8001,0.13772
FD,VI,9.8406,0.13972
FD,VI,9.8574,0.14172
FD,VI,9.8686,0.14371
FD,VI,9.9333,0.14571
FD,VI,9.9485,0.1477
FD,VI,9.9521,0.1497
FD,VI,9.9661,0.1517
FD,VI,9.9723,0.15369
FD,VI,10.0349,0.15569
FD,VI,10.0665,0.15768
FD,VI,10.0809,0.15968
FD,VI,10.2064,0.16168
FD,VI,10.3943,0.16367
FD,VI,10.4065,0.16567
FD,VI,10.4105,0.16766
FD,VI,10.4951,0.16966
FD,VI,10.5661,0.17166
FD,VI,10.5922,0.17365
FD,VI,10.6456,0.17565
FD,VI,10.6541,0.17764
FD,VI,10.6595,0.17964
FD,VI,10.6987,0.18164
FD,VI,10.7898,0.18363
FD,VI,10.9098,0.18563
FD,VI,10.9484,0.18762
FD,VI,11.0635,0.18962
FD,VI,11.067,0.19162
FD,VI,11.0735,0.19361
FD,VI,11.1417,0.19561
FD,VI,11.2398,0.1976
FD,VI,11.2421,0.1996
FD,VI,11.3135,0.2016
FD,VI,11.3508,0.20359
FD,VI,11.3834,0.20559
FD,VI,11.4054,0.20758
FD,VI,11.4072,0.20958
FD,VI,11.4678,0.21158
FD,VI,11.473,0.21357
FD,VI,11.4777,0.21557
FD,VI,11.489,0.21756
FD,VI,11.5156,0.21956
FD,VI,11.526,0.22156
FD,VI,11.5402,0.22355
FD,VI,11.6272,0.22555
FD,VI,11.7062,0.22754
FD,VI,11.7445,0.22954
FD,VI,11.7927,0.23154
FD,VI,11.8052,0.23353
FD,VI,11.9308,0.23553
FD,VI,11.9464,0.23752
FD,VI,11.9553,0.23952
FD,VI,11.9663,0.24152
FD,VI,11.9768,0.24351
FD,VI,12.0045,0.24551
FD,VI,12.0231,0.2475
FD,VI,12.0686,0.2495
FD,VI,12.0736,0.2515
FD,VI,12.1904,0.25349
FD,VI,12.2222,0.25549
FD,VI,12.2296,0.25749
FD,VI,12.2422,0.25948
FD,VI,12.4439,0.26148
FD,VI,12.4444,0.26347
FD,VI,12.4704,0.26547
FD,VI,12.474,0.26747
FD,VI,12.5341,0.26946
FD,VI,12.5359,0.27146
FD,VI,12.553,0.27345
FD,VI,12.5987,0.27545
FD,VI,12.6483,0.27745
FD,VI,12.6762,0.27944
FD,VI,12.7596,0.28144
FD,VI,12.8023,0.28343
FD,VI,12.8969,0.28543
FD,VI,12.9338,0.28743
FD,VI,12.9488,0.28942
FD,VI,12.9569,0.29142
FD,VI,12.9855,0.29341
FD,VI,12.9921,0.29541
FD,VI,12.993,0.29741
FD,VI,12.9962,0.2994
FD,VI,13.0593,0.3014
FD,VI,13.0713,0.30339
FD,VI,13.0739,0.30539
FD,VI,13.1044,0.30739
FD,VI,13.1305,0.30938
FD,VI,13.1783,0.31138
FD,VI,13.2205,0.31337
FD,VI,13.26,0.31537
FD,VI,13.3042,0.31737
FD,VI,13.3162,0.31936
FD,VI,13.317,0.32136
FD,VI,13.3467,0.32335
FD,VI,13.3528,0.32535
FD,VI,13.4687,0.32735
FD,VI,13.4744,0.32934
FD,VI,13.5034,0.33134
FD,VI,13.5307,0.33333
FD,VI,13.5606,0.33533
FD,VI,13.5939,0.33733
FD,VI,13.6211,0.33932
FD,VI,13.6758,0.34132
FD,VI,13.689,0.34331
FD,VI,13.7461,0.34531
FD,VI,13.8198,0.34731
FD,VI,13.8945,0.3493
FD,VI,13.8974,0.3513
FD,VI,13.9045,0.35329
FD,VI,13.9507,0.35529
FD,VI,13.9657,0.35729
FD,VI,14.0162,0.35928
FD,VI,14.043,0.36128
FD,VI,14.0488,0.36327
FD,VI,14.053,0.36527
FD,VI,14.079,0.36727
FD,VI,14.1071,0.36926
FD,VI,14.1618,0.37126
FD,VI,14.1701,0.37325
FD,VI,14.1787,0.37525
FD,VI,14.2186,0.37725
FD,VI,14.2255,0.37924
FD,VI,14.2717,0.38124
FD,VI,14.3292,0.38323
FD,VI,14.3502,0.38523
FD,VI,14.405,0.38723
FD,VI,14.4154,0.38922
FD,VI,14.4586,0.39122
FD,VI,14.4971,0.39321
FD,VI,14.498,0.39521
FD,VI,14.5292,0.39721
FD,VI,14.5419,0.3992
FD,VI,14.5506,0.4012
FD,VI,14.6126,0.40319
FD,VI,14.6406,0.40519
FD,VI,14.6727,0.40719
FD,VI,14.6915,0.40918
FD,VI,14.7759,0.41118
FD,VI,14.778,0.41317
FD,VI,14.8198,0.41517
FD,VI,14.8697,0.41717
FD,VI,14.9243,0.41916
FD,VI,14.9821,0.42116
FD,VI,15.0598,0.42315
FD,VI,15.0662,0.42515
FD,VI,15.0861,0.42715
FD,VI,15.1491,0.42914
FD,VI,15.1537,0.43114
FD,VI,15.1579,0.43313
FD,VI,15.2804,0.43513
FD,VI,15.3594,0.43713
FD,VI,15.4466,0.43912
FD,VI,15.4715,0.44112
FD,VI,15.5625,0.44311
FD,VI,15.5898,0.44511
FD,VI,15.591,0.44711
FD,VI,15.7123,0.4491
FD,VI,15.7164,0.4511
FD,VI,15.7847,0.45309
FD,VI,15.8052,0.45509
FD,VI,15.8988,0.45709
FD,VI,15.9144,0.45908
FD,VI,15.9587,0.46108
FD,VI,15.988,0.46307
FD,VI,16.0116,0.46507
FD,VI,16.0433,0.46707
FD,VI,16.0696,0.46906
FD,VI,16.1205,0.47106
FD,VI,16.1271,0.47305
FD,VI,16.1632,0.47505
FD,VI,16.184,0.47705
FD,VI,16.1965,0.47904
FD,VI,16.2206,0.48104
FD,VI,16.2343,0.48303
FD,VI,16.238,0.48503
FD,VI,16.3087,0.48703
FD,VI,16.3254,0.48902
FD,VI,16.4443,0.49102
FD,VI,16.479,0.49301
FD,VI,16.5106,0.49501
FD,VI,16.5454,0.49701
FD,VI,16.5467,0.499
FD,VI,16.5469,0.501
FD,VI,16.6095,0.50299
FD,VI,16.6206,0.50499
FD,VI,16.6684,0.50699
FD,VI,16.8566,0.50898
FD,VI,16.8719,0.51098
FD,VI,16.888,0.51297
FD,VI,16.9343,0.51497
FD,VI,16.982,0.51697
FD,VI,17.1414,0.51896
FD,VI,17.201,0.52096
FD,VI,17.2211,0.52295
FD,VI,17.2455,0.52495
FD,VI,17.3469,0.52695
FD,VI,17.4035,0.52894
FD,VI,17.4232,0.53094
FD,VI,17.4361,0.53293
FD,VI,17.4709,0.53493
FD,VI,17.4743,0.53693
FD,VI,17.4767,0.53892
FD,VI,17.5535,0.54092
FD,VI,17.5536,0.54291
FD,VI,17.6328,0.54491
FD,VI,17.6536,0.54691
FD,VI,17.6827,0.5489
FD,VI,17.7486,0.5509
FD,VI,17.7984,0.55289
FD,VI,17.9203,0.55489
FD,VI,18.0347,0.55689
FD,VI,18.0424,0.55888
FD,VI,18.1533,0.56088
FD,VI,18.2926,0.56287
FD,VI,18.2996,0.56487
FD,VI,18.3691,0.56687
FD,VI,18.4406,0.56886
FD,VI,18.4593,0.57086
FD,VI,18.4973,0.57285
FD,VI,18.5672,0.57485
FD,VI,18.618,0.57685
FD,VI,18.6357,0.57884
FD,VI,18.7706,0.58084
FD,VI,18.7723,0.58283
FD,VI,18.8223,0.58483
FD,VI,18.9739,0.58683
FD,VI,18.9796,0.58882
FD,VI,18.9889,0.59082
FD,VI,18.989,0.59281
FD,VI,19.0208,0.59481
FD,VI,19.0877,0.59681
FD,VI,19.0984,0.5988
FD,VI,19.1151,0.6008
FD,VI,19.1938,0.60279
FD,VI,19.2081,0.60479
FD,VI,19.2233,0.60679
FD,VI,19.2257,0.60878
FD,VI,19.2751,0.61078
FD,VI,19.396,0.61277
FD,VI,19.5095,0.61477
FD,VI,19.5516,0.61677
FD,VI,19.5546,0.61876
FD,VI,19.5719,0.62076
FD,VI,19.7461,0.62275
FD,VI,19.7945,0.62475
FD,VI,19.8064,0.62675
FD,VI,19.9268,0.62874
FD,VI,19.9296,0.63074
FD,VI,19.9325,0.63273
FD,VI,19.9435,0.63473
FD,VI,19.947,0.63673
FD,VI,20.0144,0.63872
FD,VI,20.0453,0.64072
FD,VI,20.1014,0.64271
FD,VI,20.1488,0.64471
FD,VI,20.2306,0.64671
FD,VI,20.2829,0.6487
FD,VI,20.2831,0.6507
FD,VI,20.2961,0.65269
FD,VI,20.3332,0.65469
FD,VI,20.3889,0.65669
FD,VI,20.4588,0.65868
FD,VI,20.5869,0.66068
FD,VI,20.6047,0.66267
FD,VI,20.8341,0.66467
FD,VI,21.202,0.66667
FD,VI,21.2497,0.66866
FD,VI,21.2884,0.67066
FD,VI,21.3014,0.67265
FD,VI,21.3932,0.67465
FD,VI,21.6195,0.67665
FD,VI,21.9393,0.67864
FD,VI,22.2659,0.68064
