panel,trajectory,x_deg,ecdf
FD,VI,22.4771,0.68263
FD,VI,22.4818,0.68463
FD,VI,22.5167,0.68663
FD,VI,22.5363,0.68862
FD,VI,22.6104,0.69062
FD,VI,22.8196,0.69261
FD,VI,22.8354,0.69461
FD,VI,22.8619,0.69661
FD,VI,22.909,0.6986
FD,VI,23.0993,0.7006
FD,VI,23.151,0.70259
FD,VI,23.2082,0.70459
FD,VI,23.269,0.70659
FD,VI,23.2773,0.70858
FD,VI,23.3995,0.71058
FD,VI,23.6296,0.71257
FD,VI,23.6433,0.71457
FD,VI,23.7656,0.71657
FD,VI,23.9283,0.71856
FD,VI,24.2636,0.72056
FD,VI,24.3093,0.72255
FD,VI,24.3593,0.72455
FD,VI,24.9308,0.72655
FD,VI,25.1207,0.72854
FD,VI,25.1318,0.73054
FD,VI,25.5672,0.73253
FD,VI,25.8098,0.73453
FD,VI,25.8209,0.73653
FD,VI,25.9209,0.73852
FD,VI,26.1132,0.74052
FD,VI,26.1389,0.74251
FD,VI,26.1805,0.74451
FD,VI,26.2082,0.74651
FD,VI,26.3597,0.7485
FD,VI,26.5257,0.7505
FD,VI,26.5799,0.7525
FD,VI,26.7901,0.75449
FD,VI,26.8517,0.75649
FD,VI,27.2764,0.75848
FD,VI,27.3519,0.76048
FD,VI,28.2365,0.76248
FD,VI,28.3557,0.76447
FD,VI,28.7871,0.76647
FD,VI,28.8092,0.76846
FD,VI,29.3656,0.77046
FD,VI,29.9584,0.77246
FD,VI,30.3386,0.77445
FD,VI,30.4771,0.77645
FD,VI,30.513,0.77844
FD,VI,30.5294,0.78044
FD,VI,30.5846,0.78244
FD,VI,30.6003,0.78443
FD,VI,30.6616,0.78643
FD,VI,31.2839,0.78842
FD,VI,31.2985,0.79042
FD,VI,31.3835,0.79242
FD,VI,32.1801,0.79441
FD,VI,32.2301,0.79641
FD,VI,32.5762,0.7984
FD,VI,32.6013,0.8004
FD,VI,32.6687,0.8024
FD,VI,32.7761,0.80439
FD,VI,32.8949,0.80639
FD,VI,33.1508,0.80838
FD,VI,33.3893,0.81038
FD,VI,33.4996,0.81238
FD,VI,33.9854,0.81437
FD,VI,34.5696,0.81637
FD,VI,34.7498,0.81836
FD,VI,34.8882,0.82036
FD,VI,34.9496,0.82236
FD,VI,35.1362,0.82435
FD,VI,35.3825,0.82635
FD,VI,35.6052,0.82834
FD,VI,35.7419,0.83034
FD,VI,36.1844,0.83234
FD,VI,36.5972,0.83433
FD,VI,36.8918,0.83633
FD,VI,36.9479,0.83832
FD,VI,36.9573,0.84032
FD,VI,37.9126,0.84232
FD,VI,37.9139,0.84431
FD,VI,38.0227,0.84631
FD,VI,38.1455,0.8483
FD,VI,38.3991,0.8503
FD,VI,38.4897,0.8523
FD,VI,38.5173,0.85429
FD,VI,38.5618,0.85629
FD,VI,38.8917,0.85828
FD,VI,39.644,0.86028
FD,VI,39.9065,0.86228
FD,VI,40.0349,0.86427
FD,VI,40.6736,0.86627
FD,VI,41.0208,0.86826
FD,VI,41.3093,0.87026
FD,VI,41.6392,0.87226
FD,VI,42.2524,0.87425
FD,VI,42.6793,0.87625
FD,VI,44.1146,0.87824
FD,VI,44.7156,0.88024
FD,VI,44.7241,0.88224
FD,VI,44.8338,0.88423
FD,VI,45.3547,0.88623
FD,VI,45.5932,0.88822
FD,VI,45.7254,0.89022
FD,VI,45.8156,0.89222
FD,VI,46.6808,0.89421
FD,VI,49.3911,0.89621
FD,VI,49.4004,0.8982
FD,VI,50.3101,0.9002
FD,VI,50.7376,0.9022
FD,VI,51.7435,0.90419
FD,VI,52.0572,0.90619
FD,VI,52.3598,0.90818
FD,VI,53.5427,0.91018
FD,VI,53.7609,0.91218
FD,VI,53.9565,0.91417
FD,VI,54.9028,0.91617
FD,VI,56.461,0.91816
FD,VI,58.602,0.92016
FD,VI,58.7965,0.92216
FD,VI,63.9231,0.92415
FD,VI,65.8923,0.92615
FD,VI,66.5505,0.92814
FD,VI,67.709,0.93014
FD,VI,68.7828,0.93214
FD,VI,70.6988,0.93413
FD,VI,71.5762,0.93613
FD,VI,73.5947,0.93812
FD,VI,73.6141,0.94012
FD,VI,73.9633,0.94212
FD,VI,74.5823,0.94411
FD,VI,75.6059,0.94611
FD,VI,76.4753,0.9481
FD,VI,77.0033,0.9501
FD,VI,77.3506,0.9521
FD,VI,80.236,0.95409
FD,VI,80.2413,0.95609
FD,VI,80.8383,0.95808
FD,VI,81.0463,0.96008
FD,VI,85.2599,0.96208
FD,VI,85.7169,0.96407
FD,VI,87.1472,0.96607
FD,VI,90.2913,0.96806
FD,VI,93.5867,0.97006
FD,VI,94.0681,0.97206
FD,VI,95.2699,0.97405
FD,VI,96.0361,0.97605
FD,VI,96.1539,0.97804
FD,VI,98.3224,0.98004
FD,VI,98.5436,0.98204
FD,VI,101.4148,0.98403
FD,VI,103.4235,0.98603
FD,VI,104.081,0.98802
FD,VI,107.2919,0.99002
FD,VI,110.318,0.99202
FD,VI,112.6579,0.99401
FD,VI,121.3844,0.99601
FD,VI,122.1663,0.998
FD,VI,126.5031,1.0
FD,VI,160.0,1.0
FD,IV,1.4124,0.0
FD,IV,1.4124,0.00641
FD,IV,1.5379,0.01282
FD,IV,1.8083,0.01923
FD,IV,1.8972,0.02564
FD,IV,3.5427,0.03205
FD,IV,4.1294,0.03846
FD,IV,4.517,0.04487
FD,IV,4.7469,0.05128
FD,IV,4.7768,0.05769
FD,IV,5.0023,0.0641
FD,IV,5.0458,0.07051
FD,IV,5.2524,0.07692
FD,IV,5.3336,0.08333
FD,IV,5.3779,0.08974
FD,IV,5.5219,0.09615
FD,IV,5.7107,0.10256
FD,IV,5.7355,0.10897
FD,IV,5.7391,0.11538
FD,IV,5.8982,0.12179
FD,IV,6.0053,0.12821
FD,IV,6.1497,0.13462
FD,IV,6.5656,0.14103
FD,IV,6.5657,0.14744
FD,IV,6.8173,0.15385
FD,IV,6.8432,0.16026
FD,IV,7.1005,0.16667
FD,IV,7.4162,0.17308
FD,IV,7.906,0.17949
FD,IV,7.9561,0.1859
FD,IV,8.0641,0.19231
FD,IV,8.1478,0.19872
FD,IV,8.1637,0.20513
FD,IV,8.1924,0.21154
FD,IV,8.3101,0.21795
FD,IV,8.4298,0.22436
FD,IV,8.6144,0.23077
FD,IV,8.6183,0.23718
FD,IV,8.6805,0.24359
FD,IV,8.712,0.25
FD,IV,8.7845,0.25641
FD,IV,8.819,0.26282
FD,IV,8.8191,0.26923
FD,IV,9.0332,0.27564
FD,IV,9.0678,0.28205
FD,IV,9.0915,0.28846
FD,IV,9.1043,0.29487
FD,IV,9.3309,0.30128
FD,IV,9.4655,0.30769
FD,IV,9.5506,0.3141
FD,IV,9.5571,0.32051
FD,IV,9.7045,0.32692
FD,IV,9.8269,0.33333
FD,IV,9.8922,0.33974
FD,IV,9.9035,0.34615
FD,IV,10.2658,0.35256
FD,IV,10.3656,0.35897
FD,IV,10.45,0.36538
FD,IV,10.5544,0.37179
FD,IV,10.8183,0.37821
FD,IV,10.8667,0.38462
FD,IV,10.8771,0.39103
FD,IV,10.9351,0.39744
FD,IV,11.0565,0.40385
FD,IV,11.0634,0.41026
FD,IV,11.075,0.41667
FD,IV,11.3476,0.42308
FD,IV,11.381,0.42949
FD,IV,11.5157,0.4359
FD,IV,11.6487,0.44231
FD,IV,12.0402,0.44872
FD,IV,12.1693,0.45513
FD,IV,12.3896,0.46154
FD,IV,12.4327,0.46795
FD,IV,12.4729,0.47436
FD,IV,12.5084,0.48077
FD,IV,12.6464,0.48718
FD,IV,12.744,0.49359
FD,IV,13.137,0.5
FD,IV,13.3292,0.50641
FD,IV,13.3812,0.51282
FD,IV,13.4963,0.51923
FD,IV,13.6487,0.52564
FD,IV,13.7373,0.53205
FD,IV,13.7565,0.53846
FD,IV,13.7806,0.54487
FD,IV,13.8852,0.55128
FD,IV,14.251,0.55769
FD,IV,14.2546,0.5641
FD,IV,14.3293,0.57051
FD,IV,14.5629,0.57692
FD,IV,14.6282,0.58333
FD,IV,14.6451,0.58974
FD,IV,14.7011,0.59615
FD,IV,15.0844,0.60256
FD,IV,15.3351,0.60897
FD,IV,15.5022,0.61538
FD,IV,15.663,0.62179
FD,IV,15.775,0.62821
FD,IV,16.1682,0.63462
FD,IV,16.3036,0.64103
FD,IV,16.3706,0.64744
FD,IV,16.5607,0.65385
FD,IV,16.7333,0.66026
FD,IV,16.789,0.66667
FD,IV,16.8769,0.67308
FD,IV,17.1158,0.67949
FD,IV,17.3073,0.6859
FD,IV,17.3816,0.69231
FD,IV,17.599,0.69872
FD,IV,17.8257,0.70513
FD,IV,18.0844,0.71154
FD,IV,18.6152,0.71795
FD,IV,18.7266,0.72436
FD,IV,18.7573,0.73077
FD,IV,18.7992,0.73718
FD,IV,18.8984,0.74359
FD,IV,19.0093,0.75
FD,IV,19.1067,0.75641
FD,IV,19.9835,0.76282
FD,IV,20.0989,0.76923
FD,IV,20.2124,0.77564
FD,IV,20.5675,0.78205
FD,IV,20.8243,0.78846
FD,IV,20.9371,0.79487
FD,IV,20.9629,0.80128
FD,IV,22.4526,0.80769
FD,IV,22.5216,0.8141
FD,IV,22.5465,0.82051
FD,IV,23.5286,0.82692
FD,IV,23.6898,0.83333
FD,IV,23.8343,0.83974
FD,IV,24.2644,0.84615
FD,IV,24.5589,0.85256
FD,IV,24.6967,0.85897
FD,IV,25.1911,0.86538
FD,IV,25.2785,0.87179
FD,IV,27.7393,0.87821
FD,IV,27.8627,0.88462
FD,IV,28.675,0.89103
FD,IV,30.4875,0.89744
FD,IV,32.7659,0.90385
FD,IV,34.2593,0.91026
FD,IV,34.8548,0.91667
FD,IV,38.6551,0.92308
FD,IV,40.5322,0.92949
FD,IV,42.3217,0.9359
FD,IV,43.8198,0.94231
FD,IV,45.8893,0.94872
FD,IV,45.9524,0.95513
FD,IV,60.8294,0.96154
FD,IV,64.5034,0.96795
FD,IV,65.7093,0.97436
FD,IV,82.2894,0.98077
FD,IV,107.4933,0.98718
FD,IV,119.9356,0.99359
FD,IV,124.6546,1.0
FD,IV,160.0,1.0
FD,II,0.3436,0.0
FD,II,0.3436,0.00234
FD,II,0.362,0.00467
FD,II,0.5103,0.00701
FD,II,0.6977,0.00935
FD,II,0.8166,0.01168
FD,II,0.909,0.01402
FD,II,0.9284,0.01636
FD,II,0.9846,0.01869
FD,II,0.999,0.02103
FD,II,1.0211,0.02336
FD,II,1.1867,0.0257
FD,II,1.1921,0.02804
FD,II,1.3301,0.03037
FD,II,1.3778,0.03271
FD,II,1.4095,0.03505
FD,II,1.5589,0.03738
FD,II,1.5615,0.03972
FD,II,1.765,0.04206
FD,II,1.8285,0.04439
FD,II,1.8513,0.04673
FD,II,1.9013,0.04907
FD,II,1.9895,0.0514
FD,II,2.1527,0.05374
FD,II,2.1667,0.05607
FD,II,2.1772,0.05841
FD,II,2.2147,0.06075
FD,II,2.2355,0.06308
FD,II,2.2708,0.06542
FD,II,2.3084,0.06776
FD,II,2.3132,0.07009
FD,II,2.3355,0.07243
FD,II,2.3529,0.07477
FD,II,2.3563,0.0771
FD,II,2.3902,0.07944
FD,II,2.409,0.08178
FD,II,2.435,0.08411
FD,II,2.5223,0.08645
FD,II,2.5747,0.08879
FD,II,2.6551,0.09112
FD,II,2.6909,0.09346
FD,II,2.7349,0.09579
FD,II,2.7394,0.09813
FD,II,2.746,0.10047
FD,II,2.7593,0.1028
FD,II,2.7974,0.10514
FD,II,2.8065,0.10748
FD,II,2.862,0.10981
FD,II,2.8987,0.11215
FD,II,2.9007,0.11449
FD,II,2.9277,0.11682
FD,II,2.9566,0.11916
FD,II,2.9974,0.1215
FD,II,3.064,0.12383
FD,II,3.0733,0.12617
FD,II,3.0966,0.1285
FD,II,3.1037,0.13084
FD,II,3.1148,0.13318
FD,II,3.1551,0.13551
FD,II,3.2581,0.13785
FD,II,3.2946,0.14019
FD,II,3.3821,0.14252
FD,II,3.4061,0.14486
FD,II,3.4663,0.1472
FD,II,3.5228,0.14953
FD,II,3.6231,0.15187
FD,II,3.673,0.15421
FD,II,3.6755,0.15654
FD,II,3.7652,0.15888
FD,II,3.7702,0.16121
FD,II,3.7989,0.16355
FD,II,3.8144,0.16589
FD,II,3.8167,0.16822
FD,II,3.8308,0.17056
FD,II,3.8903,0.1729
FD,II,3.8953,0.17523
FD,II,3.9912,0.17757
FD,II,4.0545,0.17991
FD,II,4.0561,0.18224
FD,II,4.1603,0.18458
FD,II,4.2929,0.18692
FD,II,4.3032,0.18925
FD,II,4.3872,0.19159
FD,II,4.4234,0.19393
FD,II,4.462,0.19626
FD,II,4.4703,0.1986
FD,II,4.4945,0.20093
FD,II,4.5031,0.20327
FD,II,4.5906,0.20561
FD,II,4.5943,0.20794
FD,II,4.5985,0.21028
FD,II,4.6193,0.21262
FD,II,4.6317,0.21495
FD,II,4.7652,0.21729
FD,II,4.8063,0.21963
FD,II,4.8541,0.22196
FD,II,4.8622,0.2243
FD,II,4.8659,0.22664
FD,II,4.932,0.22897
FD,II,4.9447,0.23131
FD,II,4.9499,0.23364
FD,II,5.0029,0.23598
FD,II,5.0177,0.23832
FD,II,5.0244,0.24065
FD,II,5.0504,0.24299
FD,II,5.0978,0.24533
FD,II,5.1386,0.24766
FD,II,5.1594,0.25
FD,II,5.1716,0.25234
FD,II,5.1939,0.25467
FD,II,5.2095,0.25701
FD,II,5.2945,0.25935
FD,II,5.3177,0.26168
FD,II,5.3584,0.26402
FD,II,5.37,0.26636
FD,II,5.4606,0.26869
FD,II,5.4663,0.27103
FD,II,5.476,0.27336
FD,II,5.4901,0.2757
FD,II,5.5287,0.27804
FD,II,5.5624,0.28037
FD,II,5.5832,0.28271
FD,II,5.5977,0.28505
FD,II,5.6327,0.28738
FD,II,5.6578,0.28972
FD,II,5.6749,0.29206
FD,II,5.6778,0.29439
FD,II,5.7099,0.29673
FD,II,5.7181,0.29907
FD,II,5.7334,0.3014
FD,II,5.7675,0.30374
FD,II,5.8167,0.30607
FD,II,5.829,0.30841
FD,II,5.8402,0.31075
FD,II,5.8419,0.31308
FD,II,5.862,0.31542
FD,II,5.8678,0.31776
FD,II,5.9124,0.32009
FD,II,5.9217,0.32243
FD,II,5.9416,0.32477
FD,II,5.9692,0.3271
FD,II,5.9705,0.32944
FD,II,6.0005,0.33178
FD,II,6.0378,0.33411
FD,II,6.1292,0.33645
FD,II,6.1924,0.33879
FD,II,6.1945,0.34112
FD,II,6.2012,0.34346
FD,II,6.2503,0.34579
FD,II,6.2691,0.34813
FD,II,6.275,0.35047
FD,II,6.2866,0.3528
FD,II,6.3019,0.35514
FD,II,6.3458,0.35748
FD,II,6.352,0.35981
FD,II,6.3658,0.36215
FD,II,6.392,0.36449
FD,II,6.4089,0.36682
FD,II,6.4181,0.36916
FD,II,6.448,0.3715
FD,II,6.583,0.37383
FD,II,6.5925,0.37617
FD,II,6.5958,0.3785
FD,II,6.6109,0.38084
FD,II,6.682,0.38318
FD,II,6.7021,0.38551
FD,II,6.7512,0.38785
FD,II,6.7746,0.39019
FD,II,6.7874,0.39252
FD,II,6.7988,0.39486
FD,II,6.819,0.3972
FD,II,6.8211,0.39953
FD,II,6.8289,0.40187
FD,II,6.8841,0.40421
FD,II,6.9302,0.40654
FD,II,7.0004,0.40888
FD,II,7.0053,0.41121
FD,II,7.0353,0.41355
FD,II,7.0631,0.41589
FD,II,7.0704,0.41822
FD,II,7.0965,0.42056
FD,II,7.1542,0.4229
FD,II,7.1655,0.42523
FD,II,7.1696,0.42757
FD,II,7.1915,0.42991
FD,II,7.2005,0.43224
FD,II,7.2634,0.43458
FD,II,7.274,0.43692
FD,II,7.341,0.43925
FD,II,7.3955,0.44159
FD,II,7.399,0.44393
FD,II,7.4096,0.44626
FD,II,7.4408,0.4486
FD,II,7.4427,0.45093
FD,II,7.4431,0.45327
FD,II,7.4844,0.45561
FD,II,7.4984,0.45794
FD,II,7.5001,0.46028
FD,II,7.5364,0.46262
FD,II,7.5686,0.46495
FD,II,7.5691,0.46729
FD,II,7.5743,0.46963
FD,II,7.5888,0.47196
FD,II,7.6018,0.4743
FD,II,7.6131,0.47664
FD,II,7.6662,0.47897
FD,II,7.6794,0.48131
FD,II,7.6798,0.48364
FD,II,7.6953,0.48598
FD,II,7.7277,0.48832
FD,II,7.7674,0.49065
FD,II,7.8035,0.49299
FD,II,7.8248,0.49533
FD,II,7.9117,0.49766
FD,II,7.9834,0.5
FD,II,8.0279,0.50234
FD,II,8.1034,0.50467
FD,II,8.1224,0.50701
FD,II,8.1667,0.50935
FD,II,8.1919,0.51168
FD,II,8.2064,0.51402
FD,II,8.2535,0.51636
FD,II,8.3195,0.51869
FD,II,8.3357,0.52103
FD,II,8.3366,0.52336
FD,II,8.3841,0.5257
FD,II,8.3844,0.52804
FD,II,8.3846,0.53037
FD,II,8.3973,0.53271
FD,II,8.4637,0.53505
FD,II,8.4936,0.53738
FD,II,8.5068,0.53972
FD,II,8.5075,0.54206
FD,II,8.5646,0.54439
FD,II,8.7009,0.54673
FD,II,8.7098,0.54907
FD,II,8.755,0.5514
FD,II,8.7911,0.55374
FD,II,8.8305,0.55607
FD,II,8.9859,0.55841
FD,II,9.0832,0.56075
FD,II,9.106,0.56308
FD,II,9.1103,0.56542
FD,II,9.1232,0.56776
FD,II,9.1655,0.57009
FD,II,9.2553,0.57243
FD,II,9.3282,0.57477
FD,II,9.339,0.5771
FD,II,9.343,0.57944
FD,II,9.5352,0.58178
FD,II,9.5994,0.58411
FD,II,9.9727,0.58645
FD,II,10.0078,0.58879
FD,II,10.0265,0.59112
FD,II,10.0311,0.59346
FD,II,10.0412,0.59579
FD,II,10.0966,0.59813
FD,II,10.1343,0.60047
FD,II,10.138,0.6028
FD,II,10.1998,0.60514
FD,II,10.3763,0.60748
FD,II,10.4212,0.60981
FD,II,10.4386,0.61215
FD,II,10.4575,0.61449
FD,II,10.5254,0.61682
FD,II,10.7274,0.61916
FD,II,10.7283,0.6215
FD,II,10.813,0.62383
FD,II,10.8268,0.62617
FD,II,10.8883,0.6285
FD,II,10.9046,0.63084
FD,II,10.9374,0.63318
FD,II,10.9622,0.63551
FD,II,10.9962,0.63785
FD,II,11.0232,0.64019
FD,II,11.0651,0.64252
FD,II,11.0849,0.64486
FD,II,11.1367,0.6472
FD,II,11.1518,0.64953
FD,II,11.1625,0.65187
FD,II,11.2059,0.65421
FD,II,11.2607,0.65654
FD,II,11.292,0.65888
FD,II,11.3825,0.66121
FD,II,11.3977,0.66355
FD,II,11.4209,0.66589
FD,II,11.5888,0.66822
FD,II,11.6009,0.67056
FD,II,11.661,0.6729
FD,II,11.7789,0.67523
FD,II,11.817,0.67757
FD,II,11.8354,0.67991
FD,II,11.8366,0.68224
FD,II,11.8375,0.68458
FD,II,11.8685,0.68692
FD,II,11.973,0.68925
FD,II,11.9806,0.69159
FD,II,12.1486,0.69393
FD,II,12.1581,0.69626
FD,II,12.2091,0.6986
FD,II,12.2499,0.70093
FD,II,12.3403,0.70327
FD,II,12.4695,0.70561
FD,II,12.5232,0.70794
FD,II,12.5456,0.71028
FD,II,12.588,0.71262
FD,II,12.5939,0.71495
FD,II,12.6953,0.71729
FD,II,12.8119,0.71963
FD,II,12.8397,0.72196
FD,II,13.0125,0.7243
FD,II,13.0745,0.72664
FD,II,13.0884,0.72897
FD,II,13.1287,0.73131
FD,II,13.1702,0.73364
FD,II,13.3078,0.73598
FD,II,13.6361,0.73832
FD,II,13.7123,0.74065
FD,II,13.8923,0.74299
FD,II,14.1455,0.74533
FD,II,14.2144,0.74766
FD,II,14.2677,0.75
FD,II,14.3276,0.75234
FD,II,14.4006,0.75467
FD,II,14.4097,0.75701
FD,II,14.5019,0.75935
FD,II,14.5507,0.76168
FD,II,14.7719,0.76402
FD,II,14.78,0.76636
FD,II,15.117,0.76869
FD,II,15.2407,0.77103
FD,II,15.4605,0.77336
FD,II,15.5016,0.7757
FD,II,15.5502,0.77804
FD,II,15.5526,0.78037
FD,II,15.719,0.78271
FD,II,15.8163,0.78505
FD,II,15.852,0.78738
FD,II,15.887,0.78972
FD,II,16.0531,0.79206
FD,II,16.137,0.79439
FD,II,16.7266,0.79673
FD,II,16.8228,0.79907
FD,II,17.1816,0.8014
FD,II,17.1849,0.80374
FD,II,17.2069,0.80607
FD,II,17.3271,0.80841
FD,II,17.4059,0.81075
FD,II,17.5263,0.81308
FD,II,17.7863,0.81542
FD,II,17.9663,0.81776
FD,II,18.3539,0.82009
FD,II,18.651,0.82243
FD,II,18.7133,0.82477
FD,II,19.065,0.8271
FD,II,19.0681,0.82944
FD,II,19.8166,0.83178
FD,II,19.8521,0.83411
FD,II,20.1126,0.83645
FD,II,20.3277,0.83879
FD,II,20.3326,0.84112
FD,II,21.3026,0.84346
FD,II,21.5513,0.84579
FD,II,21.6034,0.84813
FD,II,21.9074,0.85047
FD,II,22.1008,0.8528
FD,II,22.1815,0.85514
FD,II,22.6846,0.85748
FD,II,23.0934,0.85981
FD,II,23.2653,0.86215
FD,II,23.34,0.86449
FD,II,23.3649,0.86682
FD,II,23.4403,0.86916
FD,II,23.4973,0.8715
FD,II,23.7854,0.87383
FD,II,23.8061,0.87617
FD,II,24.1434,0.8785
FD,II,24.3065,0.88084
FD,II,24.5762,0.88318
FD,II,24.6459,0.88551
FD,II,24.7918,0.88785
FD,II,24.8151,0.89019
FD,II,24.8774,0.89252
FD,II,24.9028,0.89486
FD,II,25.2297,0.8972
FD,II,25.4581,0.89953
FD,II,25.5424,0.90187
FD,II,26.4964,0.90421
FD,II,26.6861,0.90654
FD,II,26.8562,0.90888
FD,II,27.4552,0.91121
FD,II,27.8518,0.91355
FD,II,28.2521,0.91589
FD,II,28.5192,0.91822
FD,II,29.1693,0.92056
FD,II,29.8815,0.9229
FD,II,31.4668,0.92523
FD,II,32.1761,0.92757
FD,II,32.7677,0.92991
FD,II,33.2792,0.93224
FD,II,33.3208,0.93458
FD,II,33.9588,0.93692
FD,II,35.9315,0.93925
FD,II,35.9356,0.94159
FD,II,36.8001,0.94393
FD,II,37.2063,0.94626
FD,II,38.5276,0.9486
FD,II,40.3974,0.95093
FD,II,40.9669,0.95327
FD,II,42.9222,0.95561
FD,II,43.1884,0.95794
FD,II,44.4851,0.96028
FD,II,47.9824,0.96262
FD,II,48.4217,0.96495
FD,II,51.1954,0.96729
FD,II,53.3346,0.96963
FD,II,53.7103,0.97196
FD,II,59.7335,0.9743
FD,II,63.7513,0.97664
FD,II,68.5279,0.97897
FD,II,75.4198,0.98131
FD,II,79.0887,0.98364
FD,II,79.4433,0.98598
FD,II,79.8966,0.98832
FD,II,82.3692,0.99065
FD,II,86.8225,0.99299
FD,II,90.0195,0.99533
FD,II,108.131,0.99766
FD,II,150.9568,1.0
FD,II,160.0,1.0
FD,III,0.5328,0.0
FD,III,0.5328,0.0027
FD,III,0.5984,0.00539
FD,III,0.8165,0.00809
FD,III,0.817,0.01078
FD,III,0.9065,0.01348
FD,III,0.9182,0.01617
FD,III,0.9192,0.01887
FD,III,0.948,0.02156
FD,III,1.0386,0.02426
FD,III,1.0724,0.02695
FD,III,1.1512,0.02965
FD,III,1.1686,0.03235
FD,III,1.1822,0.03504
FD,III,1.1927,0.03774
FD,III,1.2417,0.04043
FD,III,1.2606,0.04313
FD,III,1.3018,0.04582
FD,III,1.3194,0.04852
FD,III,1.3578,0.05121
FD,III,1.3907,0.05391
FD,III,1.5471,0.0566
FD,III,1.8027,0.0593
FD,III,1.8235,0.06199
FD,III,1.8941,0.06469
FD,III,1.9323,0.06739
FD,III,1.9472,0.07008
FD,III,1.9477,0.07278
FD,III,1.9661,0.07547
FD,III,1.991,0.07817
FD,III,2.0042,0.08086
FD,III,2.0665,0.08356
FD,III,2.0784,0.08625
FD,III,2.0982,0.08895
FD,III,2.1097,0.09164
FD,III,2.1131,0.09434
FD,III,2.1296,0.09704
FD,III,2.1544,0.09973
FD,III,2.1984,0.10243
FD,III,2.1989,0.10512
FD,III,2.2641,0.10782
FD,III,2.2772,0.11051
FD,III,2.2787,0.11321
FD,III,2.2944,0.1159
FD,III,2.3602,0.1186
FD,III,2.4449,0.12129
FD,III,2.5329,0.12399
FD,III,2.6067,0.12668
FD,III,2.6225,0.12938
FD,III,2.6233,0.13208
FD,III,2.6357,0.13477
FD,III,2.6576,0.13747
FD,III,2.7184,0.14016
FD,III,2.7758,0.14286
FD,III,2.8205,0.14555
FD,III,2.842,0.14825
FD,III,2.941,0.15094
FD,III,2.946,0.15364
FD,III,2.9722,0.15633
FD,III,2.9921,0.15903
FD,III,3.0146,0.16173
FD,III,3.0427,0.16442
FD,III,3.0465,0.16712
FD,III,3.0488,0.16981
FD,III,3.1263,0.17251
FD,III,3.1606,0.1752
FD,III,3.1634,0.1779
FD,III,3.1706,0.18059
FD,III,3.1813,0.18329
FD,III,3.1903,0.18598
FD,III,3.1908,0.18868
FD,III,3.271,0.19137
FD,III,3.3154,0.19407
FD,III,3.3249,0.19677
FD,III,3.3495,0.19946
FD,III,3.3513,0.20216
FD,III,3.3601,0.20485
FD,III,3.3751,0.20755
FD,III,3.4244,0.21024
FD,III,3.4332,0.21294
FD,III,3.4786,0.21563
FD,III,3.4883,0.21833
FD,III,3.4997,0.22102
FD,III,3.5039,0.22372
FD,III,3.519,0.22642
FD,III,3.6285,0.22911
FD,III,3.6815,0.23181
FD,III,3.6883,0.2345
FD,III,3.6927,0.2372
FD,III,3.7032,0.23989
FD,III,3.7101,0.24259
FD,III,3.7201,0.24528
FD,III,3.7324,0.24798
FD,III,3.7399,0.25067
FD,III,3.7685,0.25337
FD,III,3.7789,0.25606
FD,III,3.7919,0.25876
FD,III,3.7948,0.26146
FD,III,3.7997,0.26415
FD,III,3.8522,0.26685
FD,III,3.8584,0.26954
FD,III,3.9145,0.27224
FD,III,3.9339,0.27493
FD,III,3.9396,0.27763
FD,III,4.0064,0.28032
FD,III,4.0082,0.28302
FD,III,4.0184,0.28571
FD,III,4.0284,0.28841
FD,III,4.0295,0.29111
FD,III,4.0351,0.2938
FD,III,4.0366,0.2965
FD,III,4.0716,0.29919
FD,III,4.0724,0.30189
FD,III,4.0958,0.30458
FD,III,4.1029,0.30728
FD,III,4.1073,0.30997
FD,III,4.1206,0.31267
FD,III,4.1296,0.31536
FD,III,4.1782,0.31806
FD,III,4.1837,0.32075
FD,III,4.1843,0.32345
FD,III,4.23,0.32615
FD,III,4.2423,0.32884
FD,III,4.2509,0.33154
FD,III,4.3027,0.33423
FD,III,4.3034,0.33693
FD,III,4.3065,0.33962
FD,III,4.3183,0.34232
FD,III,4.3365,0.34501
FD,III,4.3439,0.34771
FD,III,4.3626,0.3504
FD,III,4.3627,0.3531
FD,III,4.3628,0.3558
FD,III,4.3749,0.35849
FD,III,4.3757,0.36119
FD,III,4.3822,0.36388
FD,III,4.3895,0.36658
FD,III,4.4009,0.36927
FD,III,4.4075,0.37197
FD,III,4.429,0.37466
FD,III,4.4454,0.37736
FD,III,4.4989,0.38005
FD,III,4.5272,0.38275
FD,III,4.5577,0.38544
FD,III,4.5604,0.38814
FD,III,4.5688,0.39084
FD,III,4.5766,0.39353
FD,III,4.6097,0.39623
FD,III,4.6476,0.39892
FD,III,4.6579,0.40162
FD,III,4.6623,0.40431
FD,III,4.6749,0.40701
FD,III,4.775,0.4097
FD,III,4.7799,0.4124
FD,III,4.7947,0.41509
FD,III,4.8161,0.41779
FD,III,4.8719,0.42049
FD,III,4.8954,0.42318
FD,III,4.8972,0.42588
FD,III,4.9227,0.42857
FD,III,4.9483,0.43127
FD,III,4.9843,0.43396
FD,III,4.9977,0.43666
FD,III,5.0257,0.43935
FD,III,5.0573,0.44205
FD,III,5.0688,0.44474
FD,III,5.0764,0.44744
FD,III,5.1007,0.45013
