trajectory,actual_t_mm,an_t_mm,fd_t_mm,cond
VI,160.98736408454636,42.25855908841344,2375.1196055289342,7.521857425678293
VI,164.2930742779383,44.84663739205187,371.5268088296597,7.280156825261893
VI,167.3966141809955,41.54743428192981,288.93141551939766,7.267922864685455
VI,171.4834882637818,41.282107905062766,933.7532960924138,7.415309899685238
VI,170.63423868618747,40.322331441239925,274.89406912131693,7.109093104013682
VI,171.3102859538438,39.981756225586366,302.921656131771,6.956479104892393
VI,165.88861857532095,39.150760683699296,336.05601027853294,6.765441964910425
VI,162.61570081537326,38.53479132858517,391.315933762473,6.697642639288005
VI,159.59807110924137,40.49456928595787,1756.391602270726,6.711991462689511
VI,160.0612723456161,41.2993033981235,550.7724019036899,6.567922819660875
VI,166.81057477328378,37.74874357675441,383.2251958605196,6.530847468407609
VI,166.41783098802082,39.337981745522114,350.58257821742296,6.969206058278683
VI,167.2416142399549,38.75374451956928,282.0759972891982,6.999015492114967
VI,166.0190048504603,37.4943263672337,232.24696590375663,7.001412991333703
VI,168.44528313870774,37.55595102990945,324.03358611565085,6.919737638168322
VI,162.5683267147451,35.86723491796879,1056.4493690924055,6.703661553258027
VI,164.78063883112978,37.77437818142733,284.19762138409675,6.793122780023
VI,157.10343081183095,37.40099955661747,469.1225437883205,6.834157488875516
VI,160.46163616501133,39.9742580656682,328.71742366801203,6.887450514298054
VI,159.6172913198029,41.01104322977457,357.76581316643507,6.726302589738775
VI,161.34901489773003,41.91513702204895,325.5910618715794,6.450324077355064
VI,158.9842493735495,44.420715001251615,346.0944055863193,6.3644815649346365
VI,163.692379617391,43.513004173858576,554.1814835212085,6.350001075403555
VI,163.3194162290626,43.86262930448983,375.8904365141799,6.5955439273259895
VI,161.7192516901997,43.528906746466326,384.67492099054846,6.414712917401305
VI,155.8748849563512,46.91175457733588,376.7699246951102,7.049866873876532
VI,152.53678450705215,53.54003326170968,704.0035937333313,7.334489986339155
