scan,range_m,n,ux,uy,uz,ts
696,5.310293367812083,9892,0.8218930682313582,-0.19857383874902174,0.5339103060980577,1751984540.53
697,5.303861134967807,9637,0.8219143738332015,-0.14874596579586674,0.549846705678802,1751984540.978
698,5.3006339316162,9839,0.8219246277500238,-0.12333475224298449,0.5560831279468442,1751984541.424
699,5.297394172715016,9988,0.8219337771172112,-0.09766288927320134,0.56114777562835,1751984541.876
700,5.290901654274535,9984,0.8219489384042752,-0.04575360687532724,0.5677204859030394,1751984542.325
701,5.287664827664098,9919,0.8219547838967397,-0.019626754881278304,0.5692144795436023,1751984542.773
702,5.2844405034067705,10026,0.8219590450096596,0.0065405040861743514,0.5695090430652592,1751984543.222
703,5.278009785569368,9865,0.8219666176702967,0.058777640116885896,0.566494544067233,1751984543.669
704,5.274801323769171,9948,0.8219689768255107,0.08473828419081013,0.5631930613287246,1751984544.119
705,5.268418305299324,10111,0.8219693911097105,0.13606747149876852,0.5530388442764791,1751984544.567
706,5.265226005161604,9773,0.8219703456406308,0.16133008193807435,0.5462026689327656,1751984545.017
707,5.262040067898475,10283,0.8219706117434094,0.18625161128642226,0.5382143167209295,1751984545.465
708,5.2556662132446155,10478,0.8219688668572808,0.23486436141181188,0.5188505696787656,1751984545.913
709,5.252479935927885,10595,0.8219667746954757,0.2584541234584336,0.507515603074477,1751984546.363
710,5.249295461177718,10797,0.8219644427258471,0.2814992762654116,0.49510868741765895,1751984546.812
711,5.2428945560462115,10996,0.8219585532063561,0.32576752413611226,0.4671826805748918,1751984547.258
712,5.23968172236759,10646,0.8219546046231864,0.34689785373640586,0.4517217141247658,1751984547.709
713,5.236476832932616,10474,0.8219514008209544,0.36729538591412675,0.43530448444125114,1751984548.157
714,5.23009442536901,10370,0.8219434637670723,0.4057228054679512,0.39974735458011795,1751984548.603
715,5.226909695651821,10651,0.8219392769720358,0.42367175002532964,0.3806810649364657,1751984549.055
716,5.223745680309677,10536,0.8219347508657471,0.44072440584003447,0.3608119502125878,1751984549.503
717,5.217410031531165,10648,0.821926177936922,0.4719991179247806,0.3188325433518856,1751984549.952
718,5.214223289419145,10580,0.8219227468463552,0.48615562537819834,0.29680920829663454,1751984550.382
719,5.211035294785673,10548,0.8219199302965252,0.49928340102050006,0.2741600146752945,1751984550.828
720,5.204612636507064,10608,0.8219168280373382,0.5223467714370674,0.22717081273419054,1751984551.279
721,5.201373681178272,10394,0.8219149638897612,0.5322363177473741,0.20292928375374691,1751984551.728
722,5.1981378780968255,10519,0.8219139772394674,0.5410001202038195,0.17825903611837862,1751984552.173
723,5.191670018075204,10220,0.8219090850819533,0.5550864314293871,0.12784564717946004,1751984552.625
724,5.188425687673091,10172,0.8219061531395025,0.5603785918174929,0.10220620951815075,1751984553.073
