scan,range_m,n,ux,uy,uz,ts
579,12.163314850625627,10164,0.999764643057152,-0.016710588405666783,-0.013835271155351157,1751968833.826
580,12.149731546134218,10173,0.9997643063207744,-0.017496675875932323,-0.012852942862762918,1751968834.629
581,12.136112966520624,10155,0.9997639759718794,-0.01822474423341538,-0.011825863457946274,1751968835.432
582,12.115671873883928,10186,0.9997635247289861,-0.019201707305465512,-0.010207304150908512,1751968836.231
583,12.102101588581302,10206,0.9997632086658985,-0.0197738912451143,-0.009084042222133713,1751968837.034
584,12.081855713291482,10241,0.9997627249510331,-0.020508516196792947,-0.0073412915682983,1751968837.837
585,12.068436822469218,10261,0.9997623570670022,-0.02091588041096215,-0.006144537286593952,1751968838.64
586,12.048394590884584,10256,0.9997617901021113,-0.02139681569019984,-0.004305732242181646,1751968839.443
587,12.035076979205286,10228,0.9997614528617973,-0.02162612115507083,-0.0030574916932806073,1751968840.241
588,12.021783314696206,10278,0.9997610982379999,-0.021783409168834224,-0.0017970906853758664,1751968841.045
589,12.001849445556463,10307,0.9997605424285558,-0.02188255474540592,0.00010770689030648655,1751968841.847
590,11.988551096999247,10294,0.9997601836362553,-0.02185565034359831,0.0013804939910189145,1751968842.651
591,11.96862390556813,10323,0.9997595064684178,-0.021683239766174936,0.0032812100311026843,1751968843.454
592,11.955345695850122,10274,0.999758942596858,-0.02148178328696744,0.00453758574840756,1751968844.252
593,11.942055651549321,10349,0.9997583111982928,-0.021211020554110133,0.0057802938498380104,1751968845.055
594,11.922140229695378,10359,0.9997572607836404,-0.020673658554026392,0.007617043546121906,1751968845.86
595,11.908858326919544,10373,0.9997564932217674,-0.02022983818248234,0.008815208904207594,1751968846.662
596,11.888903489112403,10380,0.999755370975125,-0.019432959150054805,0.01056211650485259,1751968847.465
597,11.87557008205324,10354,0.9997546839522223,-0.018814685182128928,0.011686724823034265,1751968848.263
598,11.855537022768805,10414,0.9997537203407598,-0.017760171346051554,0.01330695226446982,1751968849.067
599,11.842151582244716,10445,0.9997530795942227,-0.01697897703037311,0.014335068219930136,1751968849.87
600,11.828743396152442,10459,0.9997524581642008,-0.016137176331163742,0.015317112479013932,1751968850.673
601,11.808605965360432,10444,0.999751581089855,-0.014767798891998415,0.016693957715914313,1751968851.476
602,11.795156069312105,10404,0.9997510568558949,-0.013790530492946807,0.0175398285123953,1751968852.278
603,11.774997258991865,10489,0.99975031380307,-0.01223403181272755,0.01869862337895936,1751968853.078
604,11.76158515992891,10523,0.9997498412183162,-0.011141943464322986,0.01939360925122943,1751968853.881
605,11.748183050901867,10532,0.9997493919385594,-0.0100119683938097,0.020022832151376235,1751968854.682
606,11.728148813315643,10524,0.9997486814957228,-0.008253656507430499,0.020843488235438287,1751968855.483
607,11.714837441564146,10484,0.9997481475790592,-0.007041756138219681,0.021308568293750114,1751968856.283
608,11.694891451668548,10568,0.9997473335277097,-0.005174247309032873,0.02187455757310866,1751968857.08
609,11.681598638723516,10583,0.9997467634591303,-0.0039043451741152713,0.022162243608338017,1751968857.881
610,11.661619123567963,10602,0.9997459147063222,-0.0019681606144778155,0.022455119055906723,1751968858.682
611,11.64827483174934,10609,0.9997454013558765,-0.0006605301169830121,0.022554293776176345,1751968859.483
612,11.634917070495854,10564,0.9997449492910315,0.000651821205196886,0.02257457632358069,1751968860.279
613,11.614864354920767,10631,0.9997443509729598,0.00261663960893189,0.022458537236705357,1751968861.08
614,11.601454540171849,10643,0.9997440248441145,0.003915626287632072,0.022283461563814992,1751968861.881
615,11.581309920419585,10662,0.9997435832828934,0.0058431866623721825,0.021877496527460752,1751968862.682
616,11.567870384006381,10683,0.9997432909115337,0.007106918983586396,0.021513809052259362,1751968863.483
617,11.554416491865657,10663,0.9997429724264552,0.008350079473651581,0.02107760082883193,1751968864.283
618,11.534186001020664,10637,0.9997424390765784,0.010167918254577739,0.020289626600354837,1751968865.08
619,11.520635930435184,10715,0.9997421034636563,0.011339136801809467,0.019676141355804876,1751968865.881
620,11.500279831570058,10732,0.9997416674294182,0.013023307144166581,0.018627717962094014,1751968866.682
621,11.486704848389897,10728,0.9997414029793432,0.014094402735449162,0.017845867320630607,1751968867.483
622,11.473158322421861,10716,0.9997411118701054,0.015121056624082838,0.017001849408131167,1751968868.283
623,11.45289225960539,10728,0.999740530697493,0.016569310822022166,0.015631033861461183,1751968869.08
624,11.439395608269214,10772,0.9997401279969621,0.01746598921551151,0.014649767688993108,1751968869.881
625,11.419224455435579,10779,0.9997394979614946,0.018701674935776822,0.013083713933554161,1751968870.682
626,11.405791796716613,10821,0.9997391251317232,0.01944619401655517,0.011980284601265056,1751968871.483
627,11.3923464884083,10803,0.9997388516426046,0.020120882605388527,0.010834140459983398,1751968872.283
628,11.372194795243615,10803,0.9997386016964829,0.020999088927154484,0.009042485398977597,1751968873.079
629,11.358830281135727,10873,0.99973840749129,0.021496359855525143,0.007811728345321922,1751968873.88
630,11.338851154993128,10898,0.9997380498491899,0.022108594924843947,0.005919604225626886,1751968874.681
631,11.325567422370364,10931,0.9997377245247089,0.022428029092200683,0.004633106214684212,1751968875.482
632,11.305640634791025,10942,0.999737075527584,0.022773470641380095,0.002673733438502152,1751968876.283
633,11.292339067318911,10862,0.9997365759368929,0.022911677108849778,0.0013541735623866396,1751968877.079
634,11.279006727929591,10960,0.9997360373905179,0.02297509110770514,2.704251577013874e-05,1751968877.883
635,11.258923298235807,10997,0.9997352480373299,0.02292530394588183,-0.0019657748414883226,1751968878.686
636,11.245495319136907,11003,0.9997347722222913,0.022794192451912606,-0.0032878564610768226,1751968879.489
637,11.232070179518692,9979,0.9997343173992174,0.022585978943041547,-0.004600887904042715,1751968880.217
638,11.21195122051095,10014,0.9997336920744828,0.02212897584131006,-0.006546247729656962,1751968880.945
639,11.198579579360278,10071,0.9997331959837185,0.021733134269775904,-0.007823536476042545,1751968881.678
640,11.185191269254586,10044,0.9997326118264744,0.021267525729012447,-0.009077290343578088,1751968882.406
641,11.171767368441486,10031,0.9997320021354641,0.020730712964839106,-0.010303467677723357,1751968883.134
642,11.15832701856891,10047,0.9997313823859766,0.020122899372525867,-0.011499217080629528,1751968883.862
643,11.1382107054755,10117,0.9997304180415442,0.019083888457958654,-0.013224841919790833,1751968884.594
644,11.124828583660832,10076,0.9997297712979378,0.01830922032818866,-0.014323296811382114,1751968885.322
645,11.111462290905958,10081,0.9997291393884497,0.017472544943513357,-0.015373939990346544,1751968886.05
646,11.09812206367357,10083,0.9997285509973927,0.016574557723863712,-0.016374014685228394,1751968886.778
647,11.0848277311302,10132,0.9997279701397394,0.015619326691418203,-0.017321153367578872,1751968887.51
648,11.064931087083822,10162,0.999727212456145,0.014084731710846635,-0.01863118373317805,1751968888.24
649,11.051685498245098,10129,0.9997267621887257,0.013000306386915858,-0.01942660540324255,1751968888.968
650,11.038445507826996,10167,0.9997263003407437,0.011872644253345015,-0.020158490157811473,1751968889.695
651,11.02518424571199,10172,0.9997258132875748,0.010707608756071582,-0.020824153313500335,1751968890.427
652,11.011901873835784,10255,0.9997253132255426,0.009507749784627217,-0.02142196980026968,1751968891.156
653,10.991979495920013,10200,0.9997245810169557,0.007642109829699078,-0.02218919259060827,1751968891.882
654,10.97871297156356,10225,0.9997240914885787,0.0063607424162645185,-0.022611542478341736,1751968892.611
655,10.965423572865262,10212,0.9997235858384691,0.0050536433384902706,-0.022961110758857366,1751968893.338
656,10.952092801061218,10309,0.9997230904204267,0.0037241463995002434,-0.023235171912991306,1751968894.071
657,10.938726924479786,10230,0.9997225129088851,0.0023759075003416314,-0.02343613122283619,1751968894.782
658,10.925343888254588,10252,0.9997218882027537,0.00101241611621936,-0.023561011479320344,1751968895.511
659,10.905282161586506,10250,0.9997208495996596,-0.0010545767331845903,-0.023603193505299262,1751968896.238
660,10.891907210336216,10341,0.9997201044142888,-0.0024416415769593835,-0.023531919094991163,1751968896.971
661,10.878533995779621,10287,0.999719300219793,-0.0038269933002243912,-0.023381079751101187,1751968897.699
662,10.865113482595845,10309,0.99971852082678,-0.00520270579197439,-0.02314759098388697,1751968898.427
663,10.851674700789413,10325,0.9997177774260118,-0.006562177462814619,-0.022832067916455746,1751968899.155
664,10.831556192486193,10403,0.9997166163751745,-0.008561117947791411,-0.022212478539234828,1751968899.883
665,10.81819334294304,10340,0.9997158419355616,-0.0098607760896448,-0.021702545426305068,1751968900.612
666,10.804877074540276,10352,0.9997150934545654,-0.011125346393420926,-0.021117731572210342,1751968901.34
667,10.791576153037566,10360,0.9997144164680145,-0.012347406453844858,-0.020460377803960726,1751968902.068
668,10.778288061147839,10454,0.9997138081442934,-0.013523766594562964,-0.019733462512459627,1751968902.8
669,10.758341896911343,10422,0.9997130452830418,-0.015195808514132159,-0.018517950602283985,1751968903.529
670,10.745044496891255,10434,0.9997125664494594,-0.01624598699670735,-0.01763100648114193,1751968904.256
671,10.731778428075984,10445,0.9997120803865889,-0.017242834870262437,-0.016686550714733583,1751968904.98
672,10.71853087395073,10489,0.9997115825506668,-0.018185903032608034,-0.015685172773353715,1751968905.713
673,10.705259973729833,10519,0.9997110989268463,-0.019069883215573524,-0.014630729189672757,1751968906.441
674,10.68527412328584,10492,0.9997104311154713,-0.02027976260549706,-0.012953190633318252,1751968907.169
675,10.671904608136497,10506,0.9997100309997532,-0.021005249336331692,-0.01177426935273943,1751968907.897
676,10.658523828377968,10561,0.9997096344768905,-0.021664341234883713,-0.010550026205682387,1751968908.629
677,10.645096850384121,10543,0.9997093036058666,-0.022251142502223875,-0.00928412307215809,1751968909.358
678,10.631648859029392,10547,0.9997090251646494,-0.022763496790753818,-0.007980489847343201,1751968910.081
679,10.61146799725189,10560,0.999708640784306,-0.023387739064385685,-0.005970527836925712,1751968910.81
680,10.598019763390234,10598,0.9997083729730813,-0.023705915951512942,-0.004604189007227699,1751968911.542
681,10.584592833651424,10657,0.9997081053776207,-0.023943668801086202,-0.0032256420495423307,1751968912.271
682,10.571178439339908,10622,0.9997078747503111,-0.024099460666729317,-0.0018387924812678078,1751968912.999
683,10.557768856387934,10610,0.9997077027468735,-0.024172511737533094,-0.0004458081062743597,1751968913.727
684,10.54435919622264,10630,0.9997075524725584,-0.024164321561557067,0.00094609343965325,1751968914.454
685,10.524292265681192,10726,0.999707167857,-0.02400912368905078,0.003023328467081554,1751968915.183
686,10.510932229492969,10677,0.9997068309016499,-0.023809923072795957,0.004397705293406477,1751968915.912
687,10.49758290632072,10697,0.9997063748796247,-0.023536427128633155,0.00576199818275778,1751968916.64
688,10.484233251927632,10715,0.9997058182577157,-0.02318846481336807,0.007111402201406913,1751968917.368
689,10.47089834855009,10778,0.9997051341698628,-0.022767677858861,0.008442603824154602,1751968918.1
690,10.45085962107931,10739,0.999703985421694,-0.021999271360613182,0.010391034192189048,1751968918.828
691,10.437474587017398,10726,0.9997031719286491,-0.021395599709948615,0.011653169047497507,1751968919.556
692,10.424062716166711,10741,0.999702301696656,-0.020719445433980573,0.012884586268745588,1751968920.279
693,10.410612887496873,10852,0.9997014067968726,-0.019971778116504312,0.014079251656930218,1751968921.013
694,10.397140065887548,10786,0.9997004770243205,-0.019154826230666992,0.015233150344533387,1751968921.741
695,10.376906564563596,10801,0.9996989798610324,-0.017806883005840133,0.016877931817241447,1751968922.469
696,10.363435565951033,10808,0.9996979009830905,-0.016832551615390046,0.017910108210680148,1751968923.197
697,10.349978444099538,10861,0.9996967947787159,-0.015799122949761775,0.018886667868640475,1751968923.929
698,10.336520778179475,10852,0.9996957448214729,-0.014705775258359994,0.019802978561093067,1751968924.657
699,10.323082704063937,10860,0.9996947252610925,-0.013556493441424686,0.02065617996439589,1751968925.381
700,10.303023540725608,10854,0.999693192834775,-0.011739293163588614,0.021810758717493165,1751968926.11
701,10.289691370985285,10936,0.9996921573006377,-0.01047472969807379,0.022491568850336634,1751968926.842
702,10.276355420640384,10925,0.9996911831591283,-0.009170854806781687,0.02309618444711106,1751968927.571
703,10.263004634776356,10926,0.999690331150654,-0.007830705977251128,0.023620369340749243,1751968928.298
704,10.24966801444696,10951,0.9996895572425771,-0.006458398143687057,0.024064044413970233,1751968929.026
705,10.229719502946837,11005,0.9996884302882293,-0.0043528751847757025,0.024578340576241815,1751968929.758
706,10.216459137488437,10007,0.9996877434473714,-0.002924324195665138,0.02481660591420619,1751968930.421
707,10.203254320370391,9996,0.9996870186289905,-0.0014808108241274678,0.024973425555648687,1751968931.083
708,10.190062571648951,9979,0.9996862698863078,-2.689350661117875e-05,0.025047177037330712,1751968931.745
709,10.176871229232392,10011,0.9996855510421738,0.0014308587307887124,0.025035009103209226,1751968932.408
710,10.163668840163822,10021,0.999684868218897,0.0028825811873078944,0.02493702026836924,1751968933.072
711,10.150466878284321,10044,0.9996841786824155,0.004323887307426927,0.024755744598310602,1751968933.735
712,10.137256195911252,10055,0.9996835068437507,0.005751764524428597,0.024490882986045567,1751968934.382
713,10.124055606307092,10058,0.999682835578577,0.007163053547818855,0.024143713745964232,1751968935.045
714,10.110854487092283,10065,0.9996821564006179,0.008549831342394374,0.023716799072121177,1751968935.707
715,10.097628707043896,10085,0.999681492408661,0.009908312468252176,0.023210753534167867,1751968936.37
716,10.084412564119237,10108,0.9996808204448873,0.011236300442754622,0.022627478582410876,1751968937.033
717,10.07120511401813,10102,0.9996801448420405,0.012530441869743137,0.021968068534712823,1751968937.696
718,10.057989567266567,10108,0.9996794848035796,0.013785799511821125,0.02123392085013257,1751968938.362
719,10.044780907866581,10173,0.9996787891579249,0.0149983518917906,0.020429585122449884,1751968939.025
720,10.038180537151588,10110,0.9996784022359131,0.015588124629953752,0.020002561675270574,1751968939.683
721,10.024961414475268,10132,0.9996775685933258,0.0167317191123267,0.019099958818871915,1751968940.346
722,10.011696822419122,10161,0.9996767307792993,0.017821686351513502,0.0181334341480197,1751968941.008
723,9.998391667790878,10147,0.9996758796976177,0.018855481837544624,0.017105740424426058,1751968941.671
724,9.985058863621534,10184,0.9996749860617126,0.019830292003732576,0.01602129088311877,1751968942.334
725,9.971702007542946,10193,0.9996740553431366,0.020742904450180656,0.014883379615465594,1751968942.997
726,9.958321072034034,10204,0.9996730736892072,0.02159079581690682,0.0136961044375994,1751968943.66
727,9.944902358033936,10231,0.999672122699058,0.022369975298664434,0.012459185506942218,1751968944.323
728,9.931473662060935,10236,0.9996712256036038,0.023077144386557145,0.01117524528368621,1751968944.98
729,9.918056686929905,10282,0.9996703615923052,0.023709274560485542,0.009850809800492877,1751968945.643
730,9.904654702428598,10283,0.9996695359959478,0.024264827323352955,0.008487458784243142,1751968946.306
731,9.891250147895061,10328,0.9996687853449079,0.024738952962635553,0.007092518124690677,1751968946.972
732,9.877853909622017,10316,0.9996680863799914,0.025130195673735454,0.005673653035391283,1751968947.636
733,9.86449363055656,10383,0.9996673320991207,0.02544190306319268,0.004234938293452976,1751968948.299
734,9.85114725069674,10333,0.9996665439083241,0.02567272648796058,0.0027770677091747335,1751968948.962
735,9.837832057751644,10350,0.9996657090700758,0.025821878409555844,0.0013041107409229142,1751968949.625
736,9.82454700564662,10359,0.9996647673612585,0.025890566658677106,-0.00017735459768673554,1751968950.282
737,9.81125649431575,10362,0.9996637820432837,0.025875877128496663,-0.0016618825918630743,1751968950.945
738,9.797955894881593,10379,0.9996627238918537,0.025778789489576813,-0.0031452302891230087,1751968951.608
739,9.784625995891,10406,0.9996615764224166,0.02559960466658772,-0.004625242216728704,1751968952.271
740,9.771290059368463,10421,0.9996603351814152,0.025339199171908317,-0.006094198085640671,1751968952.934
741,9.757949025680805,10427,0.999659022614952,0.024997434360581203,-0.00754763406026017,1751968953.596
742,9.744599256494695,10429,0.999657652951985,0.02457411605274206,-0.00898274539075822,1751968954.259
743,9.731245847936481,10436,0.9996562057641658,0.024070583751682053,-0.010396022077943663,1751968954.921
744,9.717898700820562,10437,0.9996546925916213,0.02348669381003889,-0.011784345269231927,1751968955.579
745,9.704563160772974,10500,0.9996531391071644,0.022822713444228364,-0.0131424968797752,1751968956.246
746,9.69123516365845,10517,0.9996515406744519,0.02208069692027612,-0.014465132239613437,1751968956.909
747,9.677900559235253,10513,0.9996499693701754,0.021261019171219517,-0.015745088186741196,1751968957.572
748,9.664534828032545,10517,0.9996485602159808,0.020360682249013013,-0.01697641530098276,1751968958.235
749,9.65117266864183,10546,0.99964734558632,0.01938436196433373,-0.01815023342715785,1751968958.898
750,9.637849577304575,10558,0.9996461969408177,0.018341623288347927,-0.01926306821116403,1751968959.561
751,9.624542128213582,10560,0.9996450735312992,0.017235888917601017,-0.020313815442296962,1751968960.224
752,9.611237112208238,10580,0.9996440313749407,0.016069530396824933,-0.02129743480520888,1751968960.882
753,9.597953873667972,10595,0.9996430773390502,0.014848219062343352,-0.022209194465137024,1751968961.544
754,9.584722414375602,10618,0.9996421536060444,0.01357643564212316,-0.023048755478869837,1751968962.207
755,9.57152175968033,10613,0.9996412640638054,0.012257547472665118,-0.02381377145419697,1751968962.869
756,9.558354751246423,10612,0.9996404396786819,0.010893232115806175,-0.024501609193738363,1751968963.532
757,9.545212469520571,10654,0.9996396610124996,0.00948706869037654,-0.025110628396738815,1751968964.194
758,9.53210034383462,10714,0.9996388740208018,0.008046387740776244,-0.025639367986525212,1751968964.862
759,9.518979283561496,10705,0.9996381298595499,0.006575362437510074,-0.026083978602141324,1751968965.525
760,9.505883676197337,10713,0.9996373410025232,0.005080063076731231,-0.02644578288766886,1751968966.183
761,9.492785286819563,10693,0.9996365151409247,0.0035638690091624944,-0.026723331277989443,1751968966.846
762,9.47967641261441,10722,0.9996356489797862,0.002031068093210604,-0.026915498345049065,1751968967.51
763,9.466537603469227,10729,0.9996347804718888,0.0004887111859693336,-0.027019748931019702,1751968968.172
764,9.453369538863218,10758,0.9996338521527287,-0.0010576689575541017,-0.02703780624741098,1751968968.835
765,9.440181959557878,10758,0.9996327777839619,-0.0026058299994887566,-0.02697256439299662,1751968969.498
766,9.426949930827522,10799,0.9996316332354225,-0.004151569425112171,-0.026820930378908384,1751968970.16
767,9.413679975752204,10796,0.9996305042865332,-0.005688500173953982,-0.026579989947740794,1751968970.823
768,9.400386553488108,10805,0.9996294222119202,-0.0072109206082533375,-0.02624920707839257,1751968971.481
769,9.387090925225614,10832,0.9996283902956846,-0.008712974091993947,-0.02582954504691925,1751968972.143
770,9.373832051639818,10823,0.9996272892766879,-0.010189875056891815,-0.025326843065527554,1751968972.807
771,9.360582121373596,10852,0.9996261317034536,-0.011638614753168543,-0.02474145230613719,1751968973.469
772,9.347331698251534,10924,0.9996249489173181,-0.013053067060879489,-0.024074445836891965,1751968974.136
773,9.334080733723754,10922,0.9996238156291993,-0.014425838403529994,-0.0233264316447158,1751968974.799
774,9.320829280225817,10899,0.99962274036242,-0.01574899645507413,-0.022502134587265698,1751968975.462
775,9.307580683107613,10901,0.9996217238069782,-0.017020369249910405,-0.02160361830254088,1751968976.125
776,9.294318764783998,10928,0.9996207648391996,-0.018237448344117845,-0.020633031289399386,1751968976.782
777,9.281060939492695,10963,0.9996198509547701,-0.01939948046185124,-0.019591164717118758,1751968977.445
778,9.267813138866904,10934,0.9996189353152036,-0.02050370723044582,-0.01848194116176831,1751968978.107
779,9.254539611131124,10950,0.9996180312254438,-0.021544937562264534,-0.01730916850705529,1751968978.771
780,9.241197397151407,10987,0.9996172722207991,-0.022517003687041993,-0.016071515883905586,1751968979.434
781,9.227821528962242,11000,0.9996166526335603,-0.02341620739029139,-0.014772576252334415,1751968980.096
782,9.214453824191748,10026,0.9996161266781585,-0.024239799883044737,-0.013417577523009818,1751968980.698
783,9.20112949625175,10049,0.9996155136370268,-0.024989076441459646,-0.012015446507964963,1751968981.3
784,9.187817933422986,10104,0.9996148340149572,-0.02566033166716324,-0.010570288358454407,1751968981.907
785,9.181151818751992,10112,0.9996145218211576,-0.02596405755865844,-0.009832368959175929,1751968982.51
786,9.167835362642913,10098,0.9996138892553591,-0.02650860456744885,-0.00832864284631325,1751968983.113
787,9.154556655161464,10105,0.9996132173386747,-0.026967319081656154,-0.006795544376381018,1751968983.715
788,9.141307887440448,10124,0.9996125715468088,-0.02733655308217866,-0.005236379585288472,1751968984.318
789,9.12809517207385,10132,0.9996119239193754,-0.027615372022749125,-0.0036596155877618246,1751968984.92
790,9.114919349938322,10131,0.9996112424844894,-0.027804290501850983,-0.002070103452486501,1751968985.523
791,9.108348572297231,10155,0.999610868852105,-0.027865622366792204,-0.001271991686681421,1751968986.125
792,9.09524591792185,10162,0.9996099705375,-0.02792490516953508,0.0003263024531250857,1751968986.728
793,9.08215922351293,10199,0.9996089053559282,-0.027898429570365844,0.0019271638826537246,1751968987.334
794,9.069070144610034,10223,0.999607771876741,-0.02778257342894573,0.003525764779809749,1751968987.937
795,9.055992379860033,10216,0.9996064775813791,-0.02758067863590799,0.005118216811596861,1751968988.54
796,9.049442451639601,10211,0.9996057675928192,-0.027447751217727967,0.005910190205110702,1751968989.142
797,9.03630358324824,10220,0.999604288259509,-0.027116209238879346,0.007481850687765853,1751968989.744
798,9.023115771054306,10242,0.9996027328163025,-0.02669797459622707,0.009032978392479912,1751968990.347
799,9.009908163302278,10259,0.9996010196186846,-0.0261950104738196,0.010565178823016285,1751968990.949
800,8.99668617722381,10247,0.9995991789994942,-0.02560703615683468,0.012073153805024018,1751968991.552
801,8.983448963815732,10297,0.999597263136374,-0.024934003139301913,0.013550166704502683,1751968992.154
802,8.976817369233986,10284,0.9995963282730818,-0.02456416887556789,0.014275227158469747,1751968992.757
803,8.963553252048987,10336,0.9995945069157042,-0.02376174274045714,0.015690803863616685,1751968993.363
804,8.950339342781923,10391,0.9995925753424275,-0.022879660851369808,0.017064713288540832,1751968993.966
805,8.937106255555934,10344,0.9995906329765032,-0.02191763220307588,0.018389776079233457,1751968994.569
806,8.923828353029716,10378,0.9995887129215307,-0.020878386178124025,0.019659552143286903,1751968995.172
807,8.917179001159619,10346,0.9995877564971253,-0.020331708748434263,0.020271622540204356,1751968995.774
808,8.903869176175823,10398,0.9995858581094672,-0.019185145892273086,0.021448600062767845,1751968996.376
809,8.890546993130235,10375,0.9995840998509425,-0.017964687689356676,0.022558752656226918,1751968996.979
810,8.877273536785546,10419,0.9995824695843029,-0.016677142580387633,0.023595749937211634,1751968997.58
811,8.864045101199963,10418,0.9995809666743399,-0.015326099297616136,0.024556093799948484,1751968998.18
812,8.857448658021681,10446,0.9995802312339799,-0.014630288013310984,0.025006319178772878,1751968998.779
813,8.844267181382584,10503,0.999578864831275,-0.013198126795482178,0.025843808382468844,1751968999.383
814,8.831100780420352,10512,0.9995777265157219,-0.011714414154541856,0.02659212580213987,1751968999.983
815,8.817995469116319,10502,0.9995766525849367,-0.010188435244030184,0.02725273186987135,1751969000.583
816,8.804936822067152,10503,0.9995755278825685,-0.008625263789857516,0.02782748430670382,1751969001.182
817,8.791885524264174,10525,0.9995743641097719,-0.007030854544995107,0.02831356033621078,1751969001.782
818,8.785359670959288,10509,0.9995737476770489,-0.006224795296827416,0.028523234009700457,1751969002.382
819,8.772282047717919,10542,0.9995724530428757,-0.004595085307783122,0.028875531317403436,1751969002.981
820,8.759165695577744,10541,0.9995710663461144,-0.0029450101320946274,0.029137780269158125,1751969003.58
821,8.745984662387018,10570,0.9995696802514794,-0.0012810107772507908,0.029305517114424504,1751969004.18
822,8.732760221741689,10599,0.9995682682594471,0.00039091096149077156,0.02937897679345175,1751969004.784
823,8.726116040980717,10669,0.9995676243951266,0.0012272653523253034,0.029377850173868285,1751969005.383
824,8.712798730423025,10633,0.9995664233899141,0.002899288209494876,0.029301183583145245,1751969005.986
825,8.699462893007471,10644,0.9995653174857866,0.0045659192268250205,0.029126078712264806,1751969006.589
826,8.68614694739601,10658,0.9995642295501972,0.006222439439908736,0.02885536780457744,1751969007.191
827,8.672835836614341,10679,0.9995631000088127,0.007862387458713135,0.028491963151411025,1751969007.793
828,8.666175029800575,10687,0.9995625282595827,0.008672903379821168,0.02827601185237017,1751969008.396
829,8.65283944474466,10695,0.9995613700441802,0.010277597303548915,0.02777478189054763,1751969008.998
830,8.639499286892098,10730,0.999560116112149,0.011858490278079835,0.02718364372544265,1751969009.601
831,8.626141085698633,10734,0.9995587961507423,0.0134078068347275,0.026503655475451228,1751969010.207
832,8.612781199200292,10800,0.9995573625518926,0.014919360719307507,0.025738913031277313,1751969010.81
833,8.5994363027695,10781,0.9995558216609194,0.016388153347879807,0.024891520917995905,1751969011.413
834,8.592758970253849,10770,0.999555050681037,0.017104474446750326,0.024436399324164956,1751969012.016
835,8.579417327656289,10778,0.999553476111796,0.018495286859977266,0.023468548246375846,1751969012.618
836,8.566115214087716,10793,0.9995517734174547,0.019832198548540462,0.02242623817657485,1751969013.221
837,8.55283058809661,10812,0.9995499566997205,0.021112150380359813,0.021311057409341513,1751969013.823
838,8.539532702911737,10829,0.9995481826261075,0.022325327060107675,0.020124869701574646,1751969014.425
839,8.532886071391612,10835,0.9995473118517472,0.022906448560054547,0.019505537273084846,1751969015.027
840,8.519601719899,10865,0.9995455488282214,0.02401944027072037,0.018214343435078533,1751969015.63
841,8.506294448969717,10882,0.9995437682668296,0.0250635853269206,0.01685443589998127,1751969016.236
842,8.49297400614567,10946,0.999541877732782,0.026036440438508408,0.015431734436420232,1751969016.839
843,8.479660852625887,10932,0.999539899610555,0.02693240901551997,0.013951144438454348,1751969017.442
844,8.466372043065965,10944,0.9995377890465914,0.02774868758278178,0.012418478380421129,1751969018.045
845,8.459720489677304,10948,0.9995367737236742,0.02812306684276824,0.011633188962003894,1751969018.647
846,8.446414053357913,10953,0.9995348278406975,0.02880191615238939,0.010028836394023613,1751969019.249
847,8.43312309895124,10995,0.9995329844098557,0.02938516154840046,0.008386021553853311,1751969019.852
848,8.419834513410224,10999,0.9995312609324798,0.029869917838246246,0.00671166350939889,1751969020.455
849,8.406533735785754,11035,0.999529721188699,0.030252957830309395,0.00500949128744122,1751969021.057
850,8.39988562205355,10020,0.9995289882455427,0.030406929492185233,0.004149734413091544,1751969021.604
851,8.386600886737606,10037,0.9995274879509412,0.030642590600474914,0.0024150510911844555,1751969022.151
852,8.379953559485282,10018,0.9995267138957723,0.03072417242234038,0.0015405965342371651,1751969022.683
853,8.3666311912149,10035,0.9995251393291019,0.030813105615560492,-0.0002199351356375016,1751969023.226
854,8.353245303822346,10091,0.9995236089710586,0.030799294141505097,-0.001989620530430128,1751969023.774
855,8.346531085302624,10102,0.9995229012208457,0.030752176322167726,-0.002876384277813768,1751969024.321
856,8.333096417264532,10031,0.9995215453727555,0.030578840937411034,-0.004649174398013219,1751969024.864
857,8.31966733000485,10119,0.9995202230296404,0.030301602893448232,-0.0064137833503829155,1751969025.411
858,8.312971033332126,10123,0.9995195012426943,0.03012629197838432,-0.0072919933618058545,1751969025.957
859,8.299589512661152,10136,0.9995180058967096,0.029699891928231567,-0.009037273245659401,1751969026.504
860,8.286229364511037,10051,0.9995163977689311,0.029175406621579976,-0.010759472082102674,1751969027.047
861,8.279550098615083,10154,0.999515574633352,0.028876208713552603,-0.011609506263879698,1751969027.594
862,8.266187856515602,10171,0.9995139451662423,0.028203340604470297,-0.013283260027648102,1751969028.141
863,8.252821617972243,10135,0.9995123881607639,0.02743079119030532,-0.01491769445458346,1751969028.683
864,8.246135405928888,10188,0.9995116296315565,0.027008174651843086,-0.015718165708681835,1751969029.226
865,8.232768011201275,10218,0.9995101111362238,0.026094426279832852,-0.01728058603114701,1751969029.773
866,8.226080000248663,10231,0.9995094058953494,0.025602984799295223,-0.018039808649004285,1751969030.321
867,8.21274115148572,10213,0.9995080172471068,0.0245562521911843,-0.019511892196312032,1751969030.867
868,8.199464176922358,10225,0.99950659201519,0.02342925224663848,-0.02091991054817976,1751969031.41
869,8.192831108534342,10303,0.9995059213605252,0.02283508333253608,-0.02159796597931238,1751969031.958
