trajectory,rms_mm,rms_pa_mm,actual_t_mm,fo_err_deg,fd_err_deg
VI,104.1621579692117,38.87362153211618,151.85996047218947,32.508106579631466,29.36559221882645
VI,101.93550508293372,38.398236759837545,147.85958022909705,34.81646017855195,15.716352847593955
VI,101.39885458138446,39.59925499333642,151.13694978083257,30.38531654788407,9.952102295744659
VI,109.04846036669724,39.13037002855162,156.54645738937097,22.38341787695592,36.891760833779614
VI,114.28072477633305,44.72813206750433,162.10904467639494,31.885356228624197,65.89234219505799
VI,111.50094963432456,41.143293656581285,156.4010113072841,26.597295271586127,10.592236522521251
VI,106.6263048968982,38.96815325853176,151.3364189526446,24.736624394369684,18.98900780600124
VI,98.76227846082472,33.12984435166921,140.80943343853926,7.749327252179335,19.27512982146835
VI,99.59047207176772,33.6511748750981,141.97598923069128,7.266830110760264,14.21858372342776
VI,96.5288693221557,33.047164657163925,142.40180987590296,7.672167145791319,76.47529684512024
VI,100.4297074487613,34.687239075915365,147.77667268914763,9.920090603562262,63.92310926597111
VI,106.01042787164188,38.16537415646675,152.43890387688938,22.724991202992868,25.13175720021399
VI,108.7917292046054,40.58975215641087,152.76831802049543,26.048520016591414,30.477098456921063
VI,104.14727262480068,37.38516058107643,150.21328773280908,22.163695029373375,21.619537771335043
VI,101.8009936197596,34.91119051446215,145.48377781991528,12.441619505019323,15.471531109275617
VI,105.94274927163296,36.23649249981375,148.71642313707548,10.97778004625707,16.220647270977548
VI,104.41633325229311,36.71082198444986,150.5500665247735,6.487921137588396,80.23604173655659
VI,108.21518887025088,40.41658188313325,153.71366578835097,10.953536205179397,32.180114202400134
VI,113.33575316360336,45.94047170318121,160.4758643315692,25.68256568117234,16.60945596493816
VI,110.32506141394398,45.90471441024281,157.37343486060928,37.6297806142595,13.689013264243542
VI,100.8156964883646,37.44481599677837,146.34510465975413,29.908191558161636,14.612642735660867
VI,103.46065693025427,40.0510849460476,149.84050863679676,33.54299817508194,52.05718939548215
VI,112.09851019583736,47.80907868956392,161.54767054974485,33.62324245257743,28.809194075444363
VI,118.20231782393331,48.53962268480733,165.11404010032882,28.444799933759775,42.6793388639327
VI,110.58626008046006,40.60474692158657,155.58155335010613,18.897684024315904,70.69880412799114
VI,108.28139422218872,34.92474793130749,150.46731700364728,7.7050896164412235,16.620617394414086
VI,103.03355152737596,32.49419046594383,142.57764201744615,12.400666445476109,9.972276483022357
VI,101.16291692073902,33.387681087327046,137.61304900585557,16.53191244901831,38.51731202394297
VI,104.26682580770836,34.94259773827972,145.69532369131554,10.050203667419767,36.184417713533584
VI,105.59543969373452,36.57664083751688,150.79603783598554,11.015330294998405,35.74187481068557
VI,106.70881381861884,39.65980443857958,153.42109707672154,28.400215986505525,11.141658946494939
VI,104.56144726719305,36.403698048504886,151.02728276871946,22.562821051621604,11.35077413101611
VI,100.7493436000833,34.44083105086529,145.31683514011615,15.6936557039105,15.157944290939323
VI,94.07104584644942,31.515610876614,134.2610933890281,13.994547606393118,1.7843967126556914
VI,103.45301524527837,35.51929965657499,142.68215970212273,9.229688060748957,26.525685529071602
VI,106.12287216706584,38.23381868928454,148.0058691357103,10.91747496933994,13.904490625545979
VI,105.99169668849716,37.65894050805855,149.94293559396587,16.012414544260075,14.1617830238889
VI,105.71270835464722,35.79859277186458,151.4525736758377,14.030332482637997,16.510561462311426
VI,100.53227823706736,32.11959921469174,143.54164419911646,7.5976108692233995,19.929570447058765
