kind,form,real,g_gt,et_mm,eR_deg,J_gt,J_star,dJ,iters,on_bound,wmean,keep,traj,order,scan,ndist,in_support,block,n
p2l,trim,1,0.0846832003366383,161.21488760680788,1.4842733374255381,0.005688947689386465,5.2909044215887954e-05,0.005636038645170577,40,0,0.8000417014178482,0.8000417014178482,v,5,5,0.7900480826892426,False,0,9592
p2l,trim,0,8.629934018699904e-06,0.0,0.0,,0.0,,2,0,0.8000417014178482,0.8000417014178482,v,5,5,0.7900480826892426,False,0,9592
p2p,ls,1,0.10368808205036341,154.48449127665054,4.706141102932372,0.010605839570011632,0.002585293448869502,0.008020546121142131,40,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2p,ls,0,9.609366716373628e-06,1.1662709904749776e-13,7.16126189795241e-15,,1.7843159938682323e-31,,2,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2p,huber,1,0.04543747884203735,154.37776167550575,4.340942443406717,0.0036944317921335412,0.00029715046819618233,0.003397281323937359,40,0,0.780944984284102,,v,6,6,0.7797100077936574,False,0,9906
p2p,huber,0,4.8046833581869104e-06,1.1662709904749776e-13,7.16126189795241e-15,,1.7843159938682323e-31,,2,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2p,trim,1,0.08715197094573059,154.96283967328756,4.758009483276923,0.006018093867207467,0.0001244542132394245,0.005893639653968042,40,0,0.8000201897839693,0.8000201897839693,v,6,6,0.7797100077936574,False,0,9906
p2p,trim,0,1.2025434458617868e-05,9.350610102185236e-13,2.7355398522781327e-13,,9.584856119679992e-30,,2,0,0.8000201897839693,0.8000201897839693,v,6,6,0.7797100077936574,False,0,9906
p2l,ls,1,0.09365051474637553,152.5494758782598,4.1634106202582135,0.009604188229693323,0.002267023210036552,0.007337165019656771,18,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2l,ls,0,7.090655420657493e-06,0.0,0.0,,0.0,,2,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2l,huber,1,0.04728341420227244,155.5174136135685,3.6520682635766235,0.0035948594763934327,0.00022687501938335324,0.0033679844570100796,26,0,0.8351346245261965,,v,6,6,0.7797100077936574,False,0,9906
p2l,huber,0,3.5453277103286358e-06,0.0,0.0,,0.0,,2,0,1.0,,v,6,6,0.7797100077936574,False,0,9906
p2l,trim,1,0.07744304761638002,159.325630988634,3.6631485483042323,0.0052898880720291626,5.919071870280607e-05,0.005230697353326356,30,0,0.8000201897839693,0.8000201897839693,v,6,6,0.7797100077936574,False,0,9906
p2l,trim,0,7.479245045821752e-06,0.0,0.0,,0.0,,2,0,0.8000201897839693,0.8000201897839693,v,6,6,0.7797100077936574,False,0,9906
p2p,ls,1,0.1060128011122883,155.03609120338763,4.70101440660199,0.011321438185236204,0.0030795969303796795,0.008241841254856525,40,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2p,ls,0,1.5729480504129745e-05,5.339913085856991e-14,8.295455461561153e-15,,1.7251650717051159e-31,,2,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2p,huber,1,0.04735871212790905,154.24336107490817,3.9254264171417956,0.003936249130662499,0.0003252165842619554,0.003611032546400544,40,0,0.7658232012722525,,v,7,7,0.773749656914427,False,0,10259
p2p,huber,0,7.86474025206469e-06,5.339913085856991e-14,8.295455461561153e-15,,1.7251650717051159e-31,,2,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2p,trim,1,0.08546275973543543,155.2084356817612,4.180771384123964,0.005926894747093802,0.00013007905641226924,0.005796815690681533,40,0,0.799980504922507,0.799980504922507,v,7,7,0.773749656914427,False,0,10259
p2p,trim,0,1.8415173368265208e-05,7.04754763775485e-14,4.928993789252283e-15,,1.555481274829987e-31,,2,0,0.799980504922507,0.799980504922507,v,7,7,0.773749656914427,False,0,10259
p2l,ls,1,0.09984475628992508,151.86774379779817,3.410815818504474,0.010031651412948487,0.0026918691975046237,0.007339782215443864,40,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2l,ls,0,5.342291906535156e-06,0.0,0.0,,0.0,,2,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2l,huber,1,0.05081001868376386,154.56120700127488,3.4028093284386056,0.0036477521545848638,0.000250076989728107,0.003397675164856757,25,0,0.8235527048507525,,v,7,7,0.773749656914427,False,0,10259
p2l,huber,0,2.671145953267553e-06,0.0,0.0,,0.0,,2,0,1.0,,v,7,7,0.773749656914427,False,0,10259
p2l,trim,1,0.07706604180835175,158.30959256235332,3.5233579995547415,0.005004468926952302,6.444714627019545e-05,0.004940021780682107,40,0,0.799980504922507,0.799980504922507,v,7,7,0.773749656914427,False,0,10259
p2l,trim,0,4.181673628401023e-06,0.0,0.0,,0.0,,2,0,0.799980504922507,0.799980504922507,v,7,7,0.773749656914427,False,0,10259
p2p,ls,1,0.11159903721595121,154.9894214565083,4.673201371374304,0.011583149524205074,0.0027535326213934943,0.008829616902811581,40,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2p,ls,0,1.1764592117287301e-05,2.0185177440951455e-13,7.414036020041943e-15,,9.907237828010254e-31,,2,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2p,huber,1,0.055886193870794694,153.81134483981037,3.422164358801758,0.004531289832514224,0.0003292469061477515,0.004202042926366473,40,0,0.7614676161612338,,v,8,8,0.7660427746032012,False,0,10419
p2p,huber,0,5.88229605864374e-06,2.0185177440951455e-13,7.414036020041943e-15,,9.907237828010254e-31,,2,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2p,trim,1,0.0839135942062929,155.018793694829,3.5143110752592253,0.006509556860482537,0.00012494404226125137,0.006384612818221286,40,0,0.7999808042998369,0.7999808042998369,v,8,8,0.7660427746032012,False,0,10419
p2p,trim,0,1.202587487613499e-05,1.4251151924202838e-13,7.123209533809419e-15,,3.5052888945981173e-31,,2,0,0.7999808042998369,0.7999808042998369,v,8,8,0.7660427746032012,False,0,10419
p2l,ls,1,0.09618001078404322,152.59666604032245,3.685764738696428,0.009637249342800185,0.002417023227139656,0.007220226115660529,40,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2l,ls,0,3.951430340634197e-06,0.0,0.0,,0.0,,2,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2l,huber,1,0.050079418626984305,153.42168663774206,3.0224371000173416,0.003549618965434817,0.00025463381589960334,0.003294985149535214,24,0,0.8205987578633296,,v,8,8,0.7660427746032012,False,0,10419
p2l,huber,0,1.9757151703170755e-06,0.0,0.0,,0.0,,2,0,1.0,,v,8,8,0.7660427746032012,False,0,10419
p2l,trim,1,0.06711679084434864,157.53753480028473,3.0371356214300795,0.00456460519578277,6.292301090309567e-05,0.004501682184879675,36,0,0.7999808042998369,0.7999808042998369,v,8,8,0.7660427746032012,False,0,10419
p2l,trim,0,3.0528218240982416e-06,0.0,0.0,,0.0,,2,0,0.7999808042998369,0.7999808042998369,v,8,8,0.7660427746032012,False,0,10419
p2p,ls,1,0.11529872594078719,151.00530161354695,4.332784885461883,0.011590635791323977,0.002633006766028747,0.00895762902529523,30,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
p2p,ls,0,1.0480629566105678e-05,6.133786953437368e-14,9.565535508086648e-15,,7.997392451193043e-32,,2,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
p2p,huber,1,0.05588463363616886,149.29044322490637,3.2094961916321254,0.004559086280672624,0.00033251042971186787,0.0042265758509607565,40,0,0.7539889132112932,,v,9,9,0.7592894471057492,False,0,10539
p2p,huber,0,5.24031478305302e-06,6.133786953437368e-14,9.565535508086648e-15,,7.997392451193043e-32,,2,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
p2p,trim,1,0.08605562015677297,150.50481848817412,3.1766193118812445,0.0069178879048713724,0.00013019285528808024,0.006787695049583292,40,0,0.7999810228674448,0.7999810228674448,v,9,9,0.7592894471057492,False,0,10539
p2p,trim,0,1.3850919783110898e-05,4.7523686790082656e-14,1.5918205043420897e-14,,2.478398036346819e-31,,2,0,0.7999810228674448,0.7999810228674448,v,9,9,0.7592894471057492,False,0,10539
p2l,ls,1,0.09857050569473508,148.3680508592589,2.961997402868103,0.010213526102717712,0.0022307382755033943,0.007982787827214318,23,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
p2l,ls,0,7.425912405601984e-06,0.0,0.0,,0.0,,2,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
p2l,huber,1,0.050969710172567954,149.26645349286835,3.029024970509717,0.004245371058716551,0.00026040071892865043,0.003984970339787901,40,0,0.8143851876263157,,v,9,9,0.7592894471057492,False,0,10539
p2l,huber,0,3.712956202801064e-06,0.0,0.0,,0.0,,2,0,1.0,,v,9,9,0.7592894471057492,False,0,10539
