trajectory,order,scan,arm,et_mm,eR_deg,iters,on_bound,n_points,wmean,sumw,ess_w,keep_ratio,n_retain,block,in_support
III,154,154,Trim,69.24378852575893,1.4199543544307154,40,0,9804,0.7999796001631987,7843.0,7843.0,0.7999796001631987,7843,0,True
III,154,154,Patch,41.9946891542407,1.4233208781664837,40,0,9804,1.0,9804.0,9804.0,1.0,9804,0,True
III,154,154,PatchHuber,38.351137782248124,1.848514089997965,40,0,9804,0.7725584619773057,7574.163161225505,8570.496307955336,,9804,0,True
III,154,154,PatchTrim,37.12125730670832,2.0372452521964783,40,0,9804,0.7999796001631987,7843.0,7843.0,0.7999796001631987,7843,0,True
III,154,154,Full,15.981712151494618,1.9395076150670632,40,0,9804,1.0,9804.0,9804.0,1.0,9804,0,True
III,155,155,Raw,78.5382713305995,1.3751667255994593,39,0,9826,1.0,9826.0,9826.0,1.0,9826,0,True
III,155,155,Huber,67.43862876609877,1.2722704855692442,40,0,9826,0.7627823965982604,7495.099828974507,8521.300921970187,,9826,0,True
III,155,155,Trim,68.19428002457988,1.4304613100242207,40,0,9826,0.8000203541624262,7861.0,7861.0,0.8000203541624262,7861,0,True
III,155,155,Patch,50.007816482752254,1.9340568244091814,40,0,9826,1.0,9826.0,9826.0,1.0,9826,0,True
III,155,155,PatchHuber,38.759229539449635,2.0313064730618704,40,0,9826,0.770122335759444,7567.222071172297,8558.085127014823,,9826,0,True
III,155,155,PatchTrim,39.32539068912378,2.1495086073605436,40,0,9826,0.8000203541624262,7861.0,7861.0,0.8000203541624262,7861,0,True
III,155,155,Full,20.93535098371737,1.9257075571142868,36,0,9826,1.0,9826.0,9826.0,1.0,9826,0,True
III,156,156,Raw,75.97687935759663,1.1436179537461286,32,0,9812,1.0,9812.0,9812.0,1.0,9812,0,True
III,156,156,Huber,67.17021553971261,1.158600224671736,40,0,9812,0.7590934852199693,7448.225276978339,8499.047317457664,,9812,0,True
III,156,156,Trim,68.6324070917167,1.411109698897332,40,0,9812,0.8000407664084794,7850.0,7850.0,0.8000407664084794,7850,0,True
III,156,156,Patch,46.64115387267729,1.9482884370757787,38,0,9812,1.0,9812.0,9812.0,1.0,9812,0,True
III,156,156,PatchHuber,37.2598995719973,1.8407463872847927,40,0,9812,0.7695516912471857,7550.841194517387,8542.05443805912,,9812,0,True
III,156,156,PatchTrim,38.130251230550755,2.068085186408928,40,0,9812,0.8000407664084794,7850.0,7850.0,0.8000407664084794,7850,0,True
III,156,156,Full,17.779080652985396,1.963089144305749,36,0,9812,1.0,9812.0,9812.0,1.0,9812,0,True
III,157,157,Raw,78.51087144458154,1.324053861176435,40,0,9804,1.0,9804.0,9804.0,1.0,9804,0,True
III,157,157,Huber,66.13619738737788,1.272718251179068,40,0,9804,0.753676870757994,7389.048040911373,8445.260047029407,,9804,0,True
III,157,157,Trim,66.96433589145126,1.4550321784774884,40,0,9804,0.7999796001631987,7843.0,7843.0,0.7999796001631987,7843,0,True
III,157,157,Patch,49.213413551061414,1.8977875908911395,38,0,9804,1.0,9804.0,9804.0,1.0,9804,0,True
III,157,157,PatchHuber,36.78156210933399,1.884226051636718,40,0,9804,0.770453714049773,7553.528212543975,8534.199738986463,,9804,0,True
III,157,157,PatchTrim,36.3036329234729,2.0151904449821556,40,0,9804,0.7999796001631987,7843.0,7843.0,0.7999796001631987,7843,0,True
III,157,157,Full,21.664672240890834,1.9709637188786902,40,0,9804,1.0,9804.0,9804.0,1.0,9804,0,True
III,158,158,Raw,78.020116854071,1.1979497235940748,38,0,9789,1.0,9789.0,9789.0,1.0,9789,0,True
III,158,158,Huber,67.27670226039646,1.1443051359353276,40,0,9789,0.7592420939793888,7432.220857964237,8463.632633821217,,9789,0,True
III,158,158,Trim,68.52532531365189,1.2780237279149664,40,0,9789,0.7999795689038717,7831.0,7831.0,0.7999795689038717,7831,0,True
III,158,158,Patch,46.50609431933407,1.555891915812347,40,0,9789,1.0,9789.0,9789.0,1.0,9789,0,True
III,158,158,PatchHuber,38.45096932726224,1.7643287639259182,40,0,9789,0.7729335952348546,7566.246963753992,8531.657106185292,,9789,0,True
III,158,158,PatchTrim,39.88387965981623,1.9026361010542765,40,0,9789,0.7999795689038717,7831.0,7831.0,0.7999795689038717,7831,0,True
III,158,158,Full,16.75598110949233,2.2205139580246747,40,0,9789,1.0,9789.0,9789.0,1.0,9789,0,True
III,159,159,Raw,80.24178784674908,1.3095683755459655,40,0,9742,1.0,9742.0,9742.0,1.0,9742,0,True
III,159,159,Huber,68.41460090442469,1.266011995335019,40,0,9742,0.7508960855453674,7315.229665382969,8367.124495911125,,9742,0,True
III,159,159,Trim,70.28261610054632,1.4776494063702281,40,0,9742,0.8000410593307329,7794.0,7794.0,0.8000410593307329,7794,0,True
III,159,159,Patch,52.8283888409086,1.869948124176891,40,0,9742,1.0,9742.0,9742.0,1.0,9742,0,True
III,159,159,PatchHuber,41.608703267437505,1.7976202355983366,40,0,9742,0.7749773533700923,7549.829376531439,8501.166231309438,,9742,0,True
III,159,159,PatchTrim,42.293700488885435,1.9061312783586095,40,0,9742,0.8000410593307329,7794.0,7794.0,0.8000410593307329,7794,0,True
III,159,159,Full,19.201792510174247,2.1571137945065653,34,0,9742,1.0,9742.0,9742.0,1.0,9742,0,True
III,160,160,Raw,80.73713548711285,1.3276817360357769,40,0,9837,1.0,9837.0,9837.0,1.0,9837,0,True
III,160,160,Huber,70.12753384171289,1.2452347114939795,40,0,9837,0.7585593188763142,7461.948019786303,8509.196463014867,,9837,0,True
III,160,160,Trim,71.23315579530355,1.3835291127781721,40,0,9837,0.8000406628037003,7870.0,7870.0,0.8000406628037003,7870,0,True
III,160,160,Patch,50.80936243765587,1.469383550033256,40,0,9837,1.0,9837.0,9837.0,1.0,9837,0,True
III,160,160,PatchHuber,43.81067135465542,1.617248686407654,40,0,9837,0.7751630528496103,7625.278950881617,8595.87842454234,,9837,0,True
III,160,160,PatchTrim,46.883228236679976,1.8246743084243273,40,0,9837,0.8000406628037003,7870.0,7870.0,0.8000406628037003,7870,0,True
III,160,160,Full,19.218693862076044,2.1863523102761615,40,0,9837,1.0,9837.0,9837.0,1.0,9837,0,True
III,161,161,Raw,79.07573882539074,1.2279441731482845,34,0,9713,1.0,9713.0,9713.0,1.0,9713,0,True
III,161,161,Huber,69.00605137453682,1.1903570057557147,40,0,9713,0.7626894959836198,7408.003074488899,8435.117940358168,,9713,0,True
III,161,161,Trim,70.20296447600127,1.28997325144761,40,0,9713,0.7999588180788634,7770.0,7770.0,0.7999588180788634,7770,0,True
III,161,161,Patch,50.56239951915683,1.6664859064982283,40,0,9713,1.0,9713.0,9713.0,1.0,9713,0,True
III,161,161,PatchHuber,42.90821725206239,1.8703117012108628,40,0,9713,0.7760400973009474,7537.677465084102,8505.658063328143,,9713,0,True
III,161,161,PatchTrim,44.89514864487131,2.083878854800353,40,0,9713,0.7999588180788634,7770.0,7770.0,0.7999588180788634,7770,0,True
III,161,161,Full,23.30462734339299,2.4097488685043533,40,0,9713,1.0,9713.0,9713.0,1.0,9713,0,True
III,162,162,Raw,80.7052481474605,1.3969393167384863,34,0,9814,1.0,9814.0,9814.0,1.0,9814,0,True
III,162,162,Huber,69.0279512004133,1.234572938060347,28,0,9814,0.7572862815968514,7432.0075675914995,8489.354634715157,,9814,0,True
III,162,162,Trim,69.58730757625214,1.2807847411716997,39,0,9814,0.7999796209496638,7851.0,7851.0,0.7999796209496638,7851,0,True
III,162,162,Patch,55.552038303533465,2.03607715416633,40,0,9814,1.0,9814.0,9814.0,1.0,9814,0,True
III,162,162,PatchHuber,46.09978281105696,1.9733327490795631,40,0,9814,0.7735195510273588,7591.3208737825,8579.625571466695,,9814,0,True
III,162,162,PatchTrim,47.408629216755536,2.0696660428276044,40,0,9814,0.7999796209496638,7851.0,7851.0,0.7999796209496638,7851,0,True
III,162,162,Full,26.93989748107376,2.466922544263289,40,0,9814,1.0,9814.0,9814.0,1.0,9814,0,True
III,163,163,Raw,80.48211787939647,1.3014390172982875,38,0,9780,1.0,9780.0,9780.0,1.0,9780,0,True
III,163,163,Huber,70.05895465311303,1.1993122030215329,32,0,9780,0.7505664743436298,7340.5401190807,8427.598604405908,,9780,0,True
III,163,163,Trim,70.64386150059067,1.2951554670144052,39,0,9780,0.8,7824.0,7824.0,0.8,7824,0,True
III,163,163,Patch,52.57491123918012,1.5525697818372348,40,0,9780,1.0,9780.0,9780.0,1.0,9780,0,True
III,163,163,PatchHuber,44.59796417554906,1.829688789634533,40,0,9780,0.7808742268307949,7636.949938405174,8609.522253521518,,9780,0,True
III,163,163,PatchTrim,47.820408096758385,2.0403996551231853,40,0,9780,0.8,7824.0,7824.0,0.8,7824,0,True
III,163,163,Full,21.96851567896959,2.4310662666741085,40,0,9780,1.0,9780.0,9780.0,1.0,9780,0,True
III,164,164,Raw,81.26311971092481,1.3402710451101183,35,0,9881,1.0,9881.0,9881.0,1.0,9881,0,True
III,164,164,Huber,70.27452122023281,1.090459498650095,40,0,9881,0.753137295683559,7441.749618649246,8522.358847457515,,9881,0,True
III,164,164,Trim,70.76518144305196,1.1483360188426925,40,0,9881,0.8000202408663091,7905.0,7905.0,0.8000202408663091,7905,0,True
III,164,164,Patch,53.80938251938419,1.5448006545234723,40,0,9881,1.0,9881.0,9881.0,1.0,9881,0,True
III,164,164,PatchHuber,45.85668260460415,1.8863814809608899,40,0,9881,0.7757139456544646,7664.829497011765,8656.442284393359,,9881,0,True
III,164,164,PatchTrim,47.73524119917849,2.177674745062774,40,0,9881,0.8000202408663091,7905.0,7905.0,0.8000202408663091,7905,0,True
III,164,164,Full,23.56373107582522,2.3914476536376985,40,0,9881,1.0,9881.0,9881.0,1.0,9881,0,True
III,165,165,Raw,79.3645317338672,1.469910642893801,40,0,9948,1.0,9948.0,9948.0,1.0,9948,0,True
III,165,165,Huber,68.83208515563015,1.1338586231677112,40,0,9948,0.7491991974772191,7453.033616503375,8557.772699922421,,9948,0,True
III,165,165,Trim,69.34569627359612,1.1205390622167513,40,0,9948,0.7999597909127463,7958.0,7958.0,0.7999597909127463,7958,0,True
III,165,165,Patch,50.774241884903475,1.363718944733271,40,0,9948,1.0,9948.0,9948.0,1.0,9948,0,True
III,165,165,PatchHuber,45.4924237503405,1.8622928494083046,40,0,9948,0.7781158264343192,7740.696241368607,8736.27564711565,,9948,0,True
III,165,165,PatchTrim,47.349913302019644,2.119723614092817,40,0,9948,0.7999597909127463,7958.0,7958.0,0.7999597909127463,7958,0,True
III,165,165,Full,22.674606290801666,2.365087306396384,40,0,9948,1.0,9948.0,9948.0,1.0,9948,0,True
III,166,166,Raw,79.26708895002812,1.368280591288046,40,0,9954,1.0,9954.0,9954.0,1.0,9954,0,True
III,166,166,Huber,69.20045962224113,1.1107438581844151,40,0,9954,0.7502999054661135,7468.485259009693,8566.974774618919,,9954,0,True
III,166,166,Trim,70.18097455035245,1.2110478072095463,40,0,9954,0.7999799075748443,7963.0,7963.0,0.7999799075748443,7963,0,True
III,166,166,Patch,51.11295608180082,1.5289965016678233,40,0,9954,1.0,9954.0,9954.0,1.0,9954,0,True
III,166,166,PatchHuber,46.19086216860577,1.8974481248901687,40,0,9954,0.7799179798148526,7763.303571077043,8751.943961170777,,9954,0,True
III,166,166,PatchTrim,50.85028308311076,2.0117164669092626,40,0,9954,0.7999799075748443,7963.0,7963.0,0.7999799075748443,7963,0,True
III,166,166,Full,24.757012383400998,2.4892623977078565,40,0,9954,1.0,9954.0,9954.0,1.0,9954,0,True
III,167,167,Raw,79.61878226715673,1.2912168435855518,34,0,10078,1.0,10078.0,10078.0,1.0,10078,0,True
III,167,167,Huber,68.12494513746,1.0388457162418971,40,0,10078,0.7534958748044696,7593.731426279444,8682.998838093636,,10078,0,True
III,167,167,Trim,69.19103257528383,1.1650769045573206,38,0,10078,0.7999603095852351,8062.0,8062.0,0.7999603095852351,8062,0,True
III,167,167,Patch,50.59787871017127,1.3641585995422332,40,0,10078,1.0,10078.0,10078.0,1.0,10078,0,True
III,167,167,PatchHuber,44.47709696628949,1.9430865540433424,40,0,10078,0.7788790840615497,7849.543409172298,8855.08155654737,,10078,0,True
III,167,167,PatchTrim,47.1896261848071,2.188097753053986,40,0,10078,0.7999603095852351,8062.0,8062.0,0.7999603095852351,8062,0,True
III,167,167,Full,23.995442509512728,2.602750638241205,40,0,10078,1.0,10078.0,10078.0,1.0,10078,0,True
III,168,168,Raw,77.84263324032952,1.2950912975019997,32,0,10047,1.0,10047.0,10047.0,1.0,10047,0,True
III,168,168,Huber,67.6369867865989,1.1000617096796375,24,0,10047,0.7536395966380897,7571.817027422887,8672.790026120902,,10047,0,True
III,168,168,Trim,68.25991652493086,1.082381864824343,40,0,10047,0.8000398128794665,8038.0,8038.0,0.8000398128794665,8038,0,True
III,168,168,Patch,49.85288406931689,1.3522729537469893,39,0,10047,1.0,10047.0,10047.0,1.0,10047,0,True
III,168,168,PatchHuber,44.206635032105716,1.912740036571125,40,0,10047,0.7790142656861256,7826.756327348505,8837.765872495922,,10047,0,True
III,168,168,PatchTrim,46.60382328303952,2.2949641107162377,40,0,10047,0.8000398128794665,8038.0,8038.0,0.8000398128794665,8038,0,True
III,168,168,Full,22.971952521018512,2.681201124022002,40,0,10047,1.0,10047.0,10047.0,1.0,10047,0,True
III,169,169,Raw,78.9234745348896,1.3511445008864535,34,0,10239,1.0,10239.0,10239.0,1.0,10239,0,True
III,169,169,Huber,67.37052577089986,1.0966636845159277,24,0,10239,0.7463867261209366,7642.25368875227,8771.085759425638,,10239,0,True
III,169,169,Trim,67.95979825424678,1.0490361183685626,40,0,10239,0.799980466842465,8191.0,8191.0,0.799980466842465,8191,0,True
III,169,169,Patch,52.295884759283595,1.6591441012863757,40,0,10239,1.0,10239.0,10239.0,1.0,10239,0,True
III,169,169,PatchHuber,45.98161168067914,1.9491771453983278,40,0,10239,0.7800236611762079,7986.6622667831925,8996.73136984538,,10239,0,True
III,169,169,PatchTrim,48.2239010004161,2.3581108019082135,40,0,10239,0.799980466842465,8191.0,8191.0,0.799980466842465,8191,0,True
III,169,169,Full,26.604039397331587,2.611339691464924,40,0,10239,1.0,10239.0,10239.0,1.0,10239,0,True
III,170,170,Raw,77.36688778548236,1.3585543367342945,34,0,10210,1.0,10210.0,10210.0,1.0,10210,0,True
III,170,170,Huber,65.25556127854692,1.0022920500305723,40,0,10210,0.7496445026071357,7653.870371618856,8767.716572388237,,10210,0,True
III,170,170,Trim,65.6780937172421,1.0892725573223097,40,0,10210,0.8,8168.0,8168.0,0.8,8168,0,True
III,170,170,Patch,51.47515459595859,1.3790549424101293,40,0,10210,1.0,10210.0,10210.0,1.0,10210,0,True
III,170,170,PatchHuber,44.84453235041862,2.021042199908071,40,0,10210,0.7836600653505117,8001.1692672287245,9010.101389861627,,10210,0,True
III,170,170,PatchTrim,48.55077713806502,2.371405096700174,40,0,10210,0.8,8168.0,8168.0,0.8,8168,0,True
III,170,170,Full,27.672940356068953,2.521675246712712,40,0,10210,1.0,10210.0,10210.0,1.0,10210,0,True
III,171,171,Raw,78.69046440089083,1.4470152316110532,40,0,10356,1.0,10356.0,10356.0,1.0,10356,0,True
III,171,171,Huber,65.28898520977798,1.0261098115648157,35,0,10356,0.7450244262883788,7715.472958642451,8844.215845313232,,10356,0,True
III,171,171,Trim,65.10576522623059,1.0490001749659565,40,0,10356,0.8000193124758594,8285.0,8285.0,0.8000193124758594,8285,0,True
III,171,171,Patch,55.415191684015056,1.6799315667558117,40,0,10356,1.0,10356.0,10356.0,1.0,10356,0,True
III,171,171,PatchHuber,48.150833485681005,2.1532677812575027,40,0,10356,0.7779757658696581,8056.717031346179,9086.024013810156,,10356,0,True
III,171,171,PatchTrim,51.41578774168744,2.418255014481423,40,0,10356,0.8000193124758594,8285.0,8285.0,0.8000193124758594,8285,0,True
III,171,171,Full,33.14844904328762,2.741935091532277,40,0,10356,1.0,10356.0,10356.0,1.0,10356,0,True
III,172,172,Raw,77.28221209405645,1.2246270929382908,40,0,10290,1.0,10290.0,10290.0,1.0,10290,0,True
III,172,172,Huber,64.06740088475578,0.956533695141958,35,0,10290,0.7418671012942782,7633.812472318123,8769.907874571638,,10290,0,True
III,172,172,Trim,64.12280192500612,1.017894992924534,40,0,10290,0.8,8232.0,8232.0,0.8,8232,0,True
III,172,172,Patch,53.76512822411206,1.888639213519865,40,0,10290,1.0,10290.0,10290.0,1.0,10290,0,True
III,172,172,PatchHuber,48.081070220702614,2.2305395402934436,40,0,10290,0.7806124133516587,8032.501733388568,9052.402375350814,,10290,0,True
III,172,172,PatchTrim,50.99638752309704,2.562499655149582,40,0,10290,0.8,8232.0,8232.0,0.8,8232,0,True
III,172,172,Full,33.589245028826355,2.7091395074129965,40,0,10290,1.0,10290.0,10290.0,1.0,10290,0,True
III,173,173,Raw,78.46049974779402,1.417755924176752,40,0,10323,1.0,10323.0,10323.0,1.0,10323,0,True
III,173,173,Huber,64.42975564483787,1.0482977485211027,40,0,10323,0.7429113672756922,7669.074044386971,8801.742610784671,,10323,0,True
III,173,173,Trim,64.39039653378848,1.0783263274105246,40,0,10323,0.7999612515741548,8258.0,8258.0,0.7999612515741548,8258,0,True
