traj,scan,ptype,magnitude,axis,et_mm,eR_deg,dir_cos
vi,45,rotation,2.0,"[0.0, 0.0, 1.0]",67.7191286076881,4.880750491315843,0.999999999999782
vi,45,combined,25.0,"[0.0, 0.0, 1.0]",67.72142283040064,4.880580985093821,0.9999999929517579
vi,45,combined,50.0,"[0.0, 0.0, 1.0]",67.72290415854766,4.881576325738555,0.9999999854354846
vi,45,combined,100.0,"[0.0, 0.0, 1.0]",67.72156674820886,4.879951910958053,0.9999999567123574
vi,48,oracle,0.0,all,83.7171648274027,5.497279628367524,1.0
vi,48,translation,10.0,"[1.0, 0.0, 0.0]",83.72131793134481,5.4970390561287665,0.9999999993089792
vi,48,translation,25.0,"[1.0, 0.0, 0.0]",83.72909882887389,5.496593824325105,0.9999999970695549
vi,48,translation,50.0,"[1.0, 0.0, 0.0]",83.74922037398235,5.496215562419214,0.9999999722508488
vi,48,translation,100.0,"[1.0, 0.0, 0.0]",83.78240451707975,5.495422073579055,0.9999998900363534
vi,48,rotation,0.25,"[1.0, 0.0, 0.0]",83.7171648274027,5.497279628367524,0.9999999999998574
vi,48,rotation,0.5,"[1.0, 0.0, 0.0]",83.7171648274027,5.497279628367524,0.9999999999998574
vi,48,rotation,1.0,"[1.0, 0.0, 0.0]",83.71716482740129,5.497279628367539,0.9999999999998573
vi,48,rotation,2.0,"[1.0, 0.0, 0.0]",83.7171648274027,5.497279628367524,0.9999999999998574
vi,48,combined,25.0,"[1.0, 0.0, 0.0]",83.72909882887389,5.496593824325105,0.9999999970695549
vi,48,combined,50.0,"[1.0, 0.0, 0.0]",83.74922037398248,5.49621556241919,0.9999999722508488
vi,48,combined,100.0,"[1.0, 0.0, 0.0]",83.78240451707975,5.495422073579055,0.9999998900363534
vi,48,translation,10.0,"[0.0, 1.0, 0.0]",83.71082216990058,5.497271450332411,0.9999999911261169
vi,48,translation,25.0,"[0.0, 1.0, 0.0]",83.70191791321834,5.498361456132884,0.999999965454186
vi,48,translation,50.0,"[0.0, 1.0, 0.0]",83.67851349655157,5.500849487612727,0.9999999014785661
vi,48,translation,100.0,"[0.0, 1.0, 0.0]",83.63447450024539,5.501737259980048,0.9999992460096638
vi,48,rotation,0.25,"[0.0, 1.0, 0.0]",83.71716482740304,5.497279628367516,0.9999999999998573
vi,48,rotation,0.5,"[0.0, 1.0, 0.0]",83.71716482740136,5.4972796283675205,0.9999999999998573
vi,48,rotation,1.0,"[0.0, 1.0, 0.0]",83.7171648274027,5.497279628367524,0.9999999999998574
vi,48,rotation,2.0,"[0.0, 1.0, 0.0]",83.71716482740125,5.4972796283675445,0.9999999999998573
vi,48,combined,25.0,"[0.0, 1.0, 0.0]",83.70191791321827,5.498361456132855,0.9999999654541861
vi,48,combined,50.0,"[0.0, 1.0, 0.0]",83.67851349655157,5.500849487612727,0.9999999014785661
vi,48,combined,100.0,"[0.0, 1.0, 0.0]",83.63447450024664,5.501737259980045,0.9999992460096638
vi,48,translation,10.0,"[0.0, 0.0, 1.0]",83.71668473335707,5.4971567562850945,0.9999999999285797
vi,48,translation,25.0,"[0.0, 0.0, 1.0]",83.71655992152404,5.496924815546126,0.9999999995606319
vi,48,translation,50.0,"[0.0, 0.0, 1.0]",83.71783490868972,5.496843454831264,0.9999999985284502
vi,48,translation,100.0,"[0.0, 0.0, 1.0]",83.72152771415827,5.496444953963302,0.9999999917845139
vi,48,rotation,0.25,"[0.0, 0.0, 1.0]",83.71716482740064,5.497279628367548,0.9999999999998573
vi,48,rotation,0.5,"[0.0, 0.0, 1.0]",83.71716482740136,5.4972796283675205,0.9999999999998573
vi,48,rotation,1.0,"[0.0, 0.0, 1.0]",83.71716482740047,5.49727962836754,0.9999999999998573
vi,48,rotation,2.0,"[0.0, 0.0, 1.0]",83.7171648274027,5.497279628367524,0.9999999999998574
vi,48,combined,25.0,"[0.0, 0.0, 1.0]",83.71655992152321,5.49692481554613,0.9999999995606319
vi,48,combined,50.0,"[0.0, 0.0, 1.0]",83.71783490868897,5.496843454831258,0.9999999985284501
vi,48,combined,100.0,"[0.0, 0.0, 1.0]",83.72152771415827,5.496444953963302,0.9999999917845139
vi,51,oracle,0.0,all,79.47826235473865,3.4603197367800154,1.0
vi,51,translation,10.0,"[1.0, 0.0, 0.0]",79.49264140088623,3.4600750044335786,0.9999999998126007
vi,51,translation,25.0,"[1.0, 0.0, 0.0]",79.51802141302645,3.4647847939484393,0.9999999387857903
vi,51,translation,50.0,"[1.0, 0.0, 0.0]",80.83262110838893,3.483843590910965,0.9999776710667558
vi,51,translation,100.0,"[1.0, 0.0, 0.0]",80.91508579494577,3.482720700130278,0.9999717094000774
vi,51,rotation,0.25,"[1.0, 0.0, 0.0]",79.47826235473778,3.46031973678004,0.9999999999998418
vi,51,rotation,0.5,"[1.0, 0.0, 0.0]",79.47826235473865,3.4603197367800154,0.9999999999998418
vi,51,rotation,1.0,"[1.0, 0.0, 0.0]",79.47826235473778,3.46031973678004,0.9999999999998418
vi,51,rotation,2.0,"[1.0, 0.0, 0.0]",79.47826235473778,3.46031973678004,0.9999999999998418
vi,51,combined,25.0,"[1.0, 0.0, 0.0]",79.51802141302645,3.4647847939484393,0.9999999387857903
vi,51,combined,50.0,"[1.0, 0.0, 0.0]",80.8326211083874,3.483843590910974,0.999977671066756
vi,51,combined,100.0,"[1.0, 0.0, 0.0]",80.91508579494504,3.482720700130266,0.9999717094000774
vi,51,translation,10.0,"[0.0, 1.0, 0.0]",79.48664685195698,3.4604886978295126,0.9999999973061393
vi,51,translation,25.0,"[0.0, 1.0, 0.0]",79.49387978960046,3.4665655423767783,0.9999999450257245
vi,51,translation,50.0,"[0.0, 1.0, 0.0]",79.50400273060649,3.4680261569516193,0.9999999456129415
vi,51,translation,100.0,"[0.0, 1.0, 0.0]",79.55272565072714,3.4721035684584165,0.9999996342741766
vi,51,rotation,0.25,"[0.0, 1.0, 0.0]",79.47826235473781,3.460319736779998,0.9999999999998418
vi,51,rotation,0.5,"[0.0, 1.0, 0.0]",79.47826235473883,3.4603197367800234,0.9999999999998417
vi,51,rotation,1.0,"[0.0, 1.0, 0.0]",79.47826235473777,3.4603197367800274,0.9999999999998417
vi,51,rotation,2.0,"[0.0, 1.0, 0.0]",79.47826235473781,3.460319736779998,0.9999999999998418
vi,51,combined,25.0,"[0.0, 1.0, 0.0]",79.4938797896014,3.466565542376761,0.9999999450257246
vi,51,combined,50.0,"[0.0, 1.0, 0.0]",79.50400273060595,3.46802615695162,0.9999999456129415
vi,51,combined,100.0,"[0.0, 1.0, 0.0]",79.55272565072691,3.4721035684584227,0.9999996342741764
vi,51,translation,10.0,"[0.0, 0.0, 1.0]",79.31087249395112,3.3848910962471823,0.9999854483800137
vi,51,translation,25.0,"[0.0, 0.0, 1.0]",79.2811864456678,3.3878294272358978,0.9999842892332758
vi,51,translation,50.0,"[0.0, 0.0, 1.0]",79.28521892757553,3.3883907499212444,0.9999840679135276
vi,51,translation,100.0,"[0.0, 0.0, 1.0]",79.29533610026499,3.3885009480331703,0.9999844951215432
vi,51,rotation,0.25,"[0.0, 0.0, 1.0]",79.47826235473777,3.4603197367800274,0.9999999999998417
vi,51,rotation,0.5,"[0.0, 0.0, 1.0]",79.47826235473809,3.4603197367800274,0.9999999999998417
vi,51,rotation,1.0,"[0.0, 0.0, 1.0]",79.47826235473799,3.4603197367800362,0.9999999999998418
vi,51,rotation,2.0,"[0.0, 0.0, 1.0]",79.4782623547386,3.4603197367800247,0.9999999999998418
vi,51,combined,25.0,"[0.0, 0.0, 1.0]",79.28118644566759,3.3878294272359013,0.9999842892332756
vi,51,combined,50.0,"[0.0, 0.0, 1.0]",79.28521892757578,3.3883907499212436,0.9999840679135277
vi,51,combined,100.0,"[0.0, 0.0, 1.0]",79.29533610026614,3.388500948033148,0.9999844951215431
vi,54,oracle,0.0,all,86.04991133625443,5.037828527369505,1.0
vi,54,translation,10.0,"[1.0, 0.0, 0.0]",86.04911907025992,5.03865270754966,0.9999998815383848
vi,54,translation,25.0,"[1.0, 0.0, 0.0]",86.06099068082341,5.039086645084935,0.9999995955583609
vi,54,translation,50.0,"[1.0, 0.0, 0.0]",85.41307944553733,5.078361398960301,0.999741283700698
vi,54,translation,100.0,"[1.0, 0.0, 0.0]",85.36389631517572,5.084159684800638,0.9996984368437001
vi,54,rotation,0.25,"[1.0, 0.0, 0.0]",86.04991133625309,5.037828527369492,0.9999999999998648
vi,54,rotation,0.5,"[1.0, 0.0, 0.0]",86.04991133625443,5.037828527369505,0.9999999999998648
vi,54,rotation,1.0,"[1.0, 0.0, 0.0]",86.04991133625309,5.037828527369492,0.9999999999998648
vi,54,rotation,2.0,"[1.0, 0.0, 0.0]",86.04991133625443,5.037828527369505,0.9999999999998648
vi,54,combined,25.0,"[1.0, 0.0, 0.0]",86.06099068082341,5.039086645084935,0.9999995955583609
vi,54,combined,50.0,"[1.0, 0.0, 0.0]",85.41307944553789,5.078361398960336,0.9997412837006978
vi,54,combined,100.0,"[1.0, 0.0, 0.0]",85.36389631517572,5.084159684800638,0.9996984368437001
vi,54,translation,10.0,"[0.0, 1.0, 0.0]",86.0487500779579,5.038762648474586,0.9999999143006053
vi,54,translation,25.0,"[0.0, 1.0, 0.0]",86.03104210755029,5.045296539323273,0.9999998433809136
vi,54,translation,50.0,"[0.0, 1.0, 0.0]",86.01122052334505,5.0461627099146105,0.9999994182207538
vi,54,translation,100.0,"[0.0, 1.0, 0.0]",85.93992828398072,5.056173353875645,0.9999983217321341
vi,54,rotation,0.25,"[0.0, 1.0, 0.0]",86.04991133625185,5.037828527369513,0.9999999999998649
vi,54,rotation,0.5,"[0.0, 1.0, 0.0]",86.04991133625428,5.037828527369509,0.9999999999998649
vi,54,rotation,1.0,"[0.0, 1.0, 0.0]",86.04991133625185,5.037828527369513,0.9999999999998649
vi,54,rotation,2.0,"[0.0, 1.0, 0.0]",86.04991133625428,5.037828527369509,0.9999999999998649
vi,54,combined,25.0,"[0.0, 1.0, 0.0]",86.0310421075496,5.045296539323276,0.9999998433809136
vi,54,combined,50.0,"[0.0, 1.0, 0.0]",86.01122052334419,5.046162709914582,0.9999994182207539
vi,54,combined,100.0,"[0.0, 1.0, 0.0]",85.93992828398038,5.056173353875648,0.9999983217321341
vi,54,translation,10.0,"[0.0, 0.0, 1.0]",86.04865158685973,5.037956748080837,0.9999999947661519
vi,54,translation,25.0,"[0.0, 0.0, 1.0]",86.0610939333232,5.037591385873913,0.9999999648266225
vi,54,translation,50.0,"[0.0, 0.0, 1.0]",86.04544679406929,5.0378566608480675,0.9999999925794268
vi,54,translation,100.0,"[0.0, 0.0, 1.0]",86.05489099935906,5.036762030420102,0.9999999896039309
vi,54,rotation,0.25,"[0.0, 0.0, 1.0]",86.04991133625309,5.037828527369492,0.9999999999998648
vi,54,rotation,0.5,"[0.0, 0.0, 1.0]",86.04991133625443,5.037828527369505,0.9999999999998648
vi,54,rotation,1.0,"[0.0, 0.0, 1.0]",86.04991133625185,5.037828527369513,0.9999999999998649
vi,54,rotation,2.0,"[0.0, 0.0, 1.0]",86.04991133625322,5.037828527369536,0.9999999999998647
vi,54,combined,25.0,"[0.0, 0.0, 1.0]",86.0610939333232,5.037591385873913,0.9999999648266225
vi,54,combined,50.0,"[0.0, 0.0, 1.0]",86.04544679406928,5.037856660848058,0.9999999925794265
vi,54,combined,100.0,"[0.0, 0.0, 1.0]",86.05489099936044,5.036762030420135,0.9999999896039308
vi,57,oracle,0.0,all,74.12866773150711,2.5434102172248974,1.0
vi,57,translation,10.0,"[1.0, 0.0, 0.0]",74.168603918264,2.540971422463911,0.9999998513086534
vi,57,translation,25.0,"[1.0, 0.0, 0.0]",74.15347310292337,2.5452256781726224,0.9999999664964195
vi,57,translation,50.0,"[1.0, 0.0, 0.0]",74.25583726080595,2.536474602745127,0.9999985147671876
vi,57,translation,100.0,"[1.0, 0.0, 0.0]",74.23459104578627,2.536617168351779,0.9999991177126414
vi,57,rotation,0.25,"[1.0, 0.0, 0.0]",74.12866773150787,2.543410217224881,0.9999999999998178
vi,57,rotation,0.5,"[1.0, 0.0, 0.0]",74.12866773150711,2.5434102172248974,0.999999999999818
vi,57,rotation,1.0,"[1.0, 0.0, 0.0]",74.12866773150787,2.543410217224881,0.9999999999998178
vi,57,rotation,2.0,"[1.0, 0.0, 0.0]",74.12866773150787,2.543410217224881,0.9999999999998178
vi,57,combined,25.0,"[1.0, 0.0, 0.0]",74.15347310292337,2.5452256781726224,0.9999999664964195
vi,57,combined,50.0,"[1.0, 0.0, 0.0]",74.25583726080575,2.536474602745135,0.9999985147671875
vi,57,combined,100.0,"[1.0, 0.0, 0.0]",74.23459104578626,2.5366171683517975,0.9999991177126412
vi,57,translation,10.0,"[0.0, 1.0, 0.0]",74.17681386600908,2.5356593372264298,0.9999984927529596
vi,57,translation,25.0,"[0.0, 1.0, 0.0]",74.18783874151366,2.5355408568755435,0.9999980650852589
vi,57,translation,50.0,"[0.0, 1.0, 0.0]",74.20324753938284,2.537807965211592,0.9999973282237784
vi,57,translation,100.0,"[0.0, 1.0, 0.0]",74.09235878822136,2.5808911543712103,0.9996403338761827
vi,57,rotation,0.25,"[0.0, 1.0, 0.0]",74.12866773150913,2.543410217224909,0.999999999999818
vi,57,rotation,0.5,"[0.0, 1.0, 0.0]",74.12866773150675,2.543410217224882,0.9999999999998178
vi,57,rotation,1.0,"[0.0, 1.0, 0.0]",74.12866773150807,2.5434102172248947,0.9999999999998181
vi,57,rotation,2.0,"[0.0, 1.0, 0.0]",74.12866773150807,2.5434102172248947,0.9999999999998181
vi,57,combined,25.0,"[0.0, 1.0, 0.0]",74.18783874151379,2.5355408568755236,0.9999980650852589
vi,57,combined,50.0,"[0.0, 1.0, 0.0]",74.20324753938208,2.5378079652116017,0.9999973282237783
vi,57,combined,100.0,"[0.0, 1.0, 0.0]",74.09235878822045,2.580891154371213,0.9996403338761827
vi,57,translation,10.0,"[0.0, 0.0, 1.0]",74.12706133095963,2.5433631216595156,0.9999999997255312
vi,57,translation,25.0,"[0.0, 0.0, 1.0]",74.13144134898843,2.5428830070237844,0.9999999986971183
vi,57,translation,50.0,"[0.0, 0.0, 1.0]",74.13383139527521,2.542638922781523,0.9999999965642787
vi,57,translation,100.0,"[0.0, 0.0, 1.0]",74.12172452023154,2.543829171227639,0.9999999797143371
vi,57,rotation,0.25,"[0.0, 0.0, 1.0]",74.12866773150711,2.5434102172248974,0.999999999999818
vi,57,rotation,0.5,"[0.0, 0.0, 1.0]",74.12866773150711,2.5434102172248974,0.999999999999818
vi,57,rotation,1.0,"[0.0, 0.0, 1.0]",74.12866773150711,2.5434102172248974,0.999999999999818
vi,57,rotation,2.0,"[0.0, 0.0, 1.0]",74.12866773150711,2.5434102172248974,0.999999999999818
vi,57,combined,25.0,"[0.0, 0.0, 1.0]",74.13144134898843,2.5428830070237844,0.9999999986971183
vi,57,combined,50.0,"[0.0, 0.0, 1.0]",74.13383139527521,2.542638922781523,0.9999999965642787
vi,57,combined,100.0,"[0.0, 0.0, 1.0]",74.12172452023154,2.543829171227639,0.9999999797143371
vi,60,oracle,0.0,all,73.36095208858606,1.137851036341667,1.0
vi,60,translation,10.0,"[1.0, 0.0, 0.0]",73.34715244332187,1.1371583683402045,0.9999999788244914
vi,60,translation,25.0,"[1.0, 0.0, 0.0]",74.30824097213859,1.1171219225546045,0.9998071632454887
vi,60,translation,50.0,"[1.0, 0.0, 0.0]",74.32516335229266,1.116009622114581,0.99980157895248
vi,60,translation,100.0,"[1.0, 0.0, 0.0]",74.34686657263263,1.1106944537306402,0.9997930393068897
vi,60,rotation,0.25,"[1.0, 0.0, 0.0]",73.36095208858613,1.1378510363416487,0.999999999999814
vi,60,rotation,0.5,"[1.0, 0.0, 0.0]",73.36095208858676,1.137851036341663,0.9999999999998141
vi,60,rotation,1.0,"[1.0, 0.0, 0.0]",73.36095208858676,1.137851036341663,0.9999999999998141
vi,60,rotation,2.0,"[1.0, 0.0, 0.0]",73.36095208858676,1.137851036341663,0.9999999999998141
vi,60,combined,25.0,"[1.0, 0.0, 0.0]",74.30824097213802,1.1171219225546207,0.9998071632454889
vi,60,combined,50.0,"[1.0, 0.0, 0.0]",74.32516335229177,1.1160096221145752,0.9998015789524802
vi,60,combined,100.0,"[1.0, 0.0, 0.0]",74.34686657263316,1.1106944537306418,0.9997930393068896
vi,60,translation,10.0,"[0.0, 1.0, 0.0]",73.47968316108548,1.1366674019544254,0.99999954275829
vi,60,translation,25.0,"[0.0, 1.0, 0.0]",73.44111264421937,1.1373670124490904,0.9999995513282726
vi,60,translation,50.0,"[0.0, 1.0, 0.0]",73.48611493295164,1.1365323051032137,0.9999981740338447
vi,60,translation,100.0,"[0.0, 1.0, 0.0]",73.37320014163852,1.1326790224205954,0.9999966602808197
vi,60,rotation,0.25,"[0.0, 1.0, 0.0]",73.36095208858738,1.1378510363416536,0.9999999999998141
vi,60,rotation,0.5,"[0.0, 1.0, 0.0]",73.36095208858606,1.137851036341667,0.999999999999814
vi,60,rotation,1.0,"[0.0, 1.0, 0.0]",73.36095208858696,1.1378510363416456,0.9999999999998141
vi,60,rotation,2.0,"[0.0, 1.0, 0.0]",73.36095208858691,1.1378510363416718,0.9999999999998141
vi,60,combined,25.0,"[0.0, 1.0, 0.0]",73.44111264421937,1.1373670124490904,0.9999995513282726
vi,60,combined,50.0,"[0.0, 1.0, 0.0]",73.48611493295151,1.1365323051032108,0.9999981740338447
vi,60,combined,100.0,"[0.0, 1.0, 0.0]",73.37320014163859,1.1326790224205927,0.9999966602808199
vi,60,translation,10.0,"[0.0, 0.0, 1.0]",73.36109549035011,1.1378637223937547,0.9999999998997731
vi,60,translation,25.0,"[0.0, 0.0, 1.0]",73.35019856439379,1.138396568465948,0.9999999953988594
vi,60,translation,50.0,"[0.0, 0.0, 1.0]",73.46460928227269,1.135112465458502,0.9999996263604738
vi,60,translation,100.0,"[0.0, 0.0, 1.0]",73.45370675141615,1.1368767802485988,0.9999996955121945
vi,60,rotation,0.25,"[0.0, 0.0, 1.0]",73.36095208858606,1.137851036341667,0.999999999999814
vi,60,rotation,0.5,"[0.0, 0.0, 1.0]",73.36095208858613,1.1378510363416487,0.999999999999814
vi,60,rotation,1.0,"[0.0, 0.0, 1.0]",73.36095208858613,1.1378510363416487,0.999999999999814
vi,60,rotation,2.0,"[0.0, 0.0, 1.0]",73.36095208858613,1.1378510363416487,0.999999999999814
vi,60,combined,25.0,"[0.0, 0.0, 1.0]",73.3501985643942,1.1383965684659418,0.9999999953988593
vi,60,combined,50.0,"[0.0, 0.0, 1.0]",73.4646092822741,1.1351124654584834,0.9999996263604738
vi,60,combined,100.0,"[0.0, 0.0, 1.0]",73.45370675141679,1.1368767802485853,0.9999996955121946
vi,63,oracle,0.0,all,57.870601371998696,1.1094083903426866,1.0
vi,63,translation,10.0,"[1.0, 0.0, 0.0]",57.867668083452074,1.108513515664517,0.9999998206134528
vi,63,translation,25.0,"[1.0, 0.0, 0.0]",57.855693186451624,1.1060132900159256,0.9999994223599693
vi,63,translation,50.0,"[1.0, 0.0, 0.0]",57.845616050977455,1.1044219678076257,0.9999985871046532
vi,63,translation,100.0,"[1.0, 0.0, 0.0]",58.30208674229172,1.129047072715999,0.999520611400312
vi,63,rotation,0.25,"[1.0, 0.0, 0.0]",57.870601371999186,1.109408390342683,0.9999999999997015
vi,63,rotation,0.5,"[1.0, 0.0, 0.0]",57.870601371998696,1.1094083903426866,0.9999999999997014
vi,63,rotation,1.0,"[1.0, 0.0, 0.0]",57.87060137199936,1.1094083903426888,0.9999999999997015
vi,63,rotation,2.0,"[1.0, 0.0, 0.0]",57.87060137199891,1.1094083903426812,0.9999999999997015
vi,63,combined,25.0,"[1.0, 0.0, 0.0]",57.855693186451624,1.1060132900159256,0.9999994223599693
vi,63,combined,50.0,"[1.0, 0.0, 0.0]",57.84561605097982,1.1044219678076124,0.9999985871046533
vi,63,combined,100.0,"[1.0, 0.0, 0.0]",58.302086742291664,1.1290470727160042,0.9995206114003119
vi,63,translation,10.0,"[0.0, 1.0, 0.0]",57.89372416274016,1.1075848074294832,0.9999993802547106
vi,63,translation,25.0,"[0.0, 1.0, 0.0]",57.90835434326501,1.104010127141545,0.9999980710328534
vi,63,translation,50.0,"[0.0, 1.0, 0.0]",57.87128776085663,1.1067950900999688,0.9999975576233768
vi,63,translation,100.0,"[0.0, 1.0, 0.0]",57.89128007728681,1.111170314407386,0.9999943125821755
vi,63,rotation,0.25,"[0.0, 1.0, 0.0]",57.87060137199911,1.1094083903426868,0.9999999999997014
vi,63,rotation,0.5,"[0.0, 1.0, 0.0]",57.87060137199936,1.1094083903426888,0.9999999999997015
vi,63,rotation,1.0,"[0.0, 1.0, 0.0]",57.87060137199939,1.109408390342692,0.9999999999997015
vi,63,rotation,2.0,"[0.0, 1.0, 0.0]",57.87060137199891,1.1094083903426812,0.9999999999997015
vi,63,combined,25.0,"[0.0, 1.0, 0.0]",57.90835434326503,1.104010127141544,0.9999980710328534
vi,63,combined,50.0,"[0.0, 1.0, 0.0]",57.87128776085667,1.1067950900999748,0.9999975576233767
vi,63,combined,100.0,"[0.0, 1.0, 0.0]",57.89128007728681,1.111170314407386,0.9999943125821755
vi,63,translation,10.0,"[0.0, 0.0, 1.0]",57.87207416762116,1.1098254966571146,0.9999999757383424
vi,63,translation,25.0,"[0.0, 0.0, 1.0]",57.86804657141888,1.1092658567157092,0.9999999814873282
vi,63,translation,50.0,"[0.0, 0.0, 1.0]",57.86583628139182,1.1097277152995153,0.9999999903139786
vi,63,translation,100.0,"[0.0, 0.0, 1.0]",57.86037975025627,1.1092628135908544,0.9999999670719422
vi,63,rotation,0.25,"[0.0, 0.0, 1.0]",57.87060137199891,1.1094083903426812,0.9999999999997015
vi,63,rotation,0.5,"[0.0, 0.0, 1.0]",57.87060137199939,1.109408390342692,0.9999999999997015
vi,63,rotation,1.0,"[0.0, 0.0, 1.0]",57.87060137199939,1.109408390342692,0.9999999999997015
vi,63,rotation,2.0,"[0.0, 0.0, 1.0]",57.870601371998696,1.1094083903426866,0.9999999999997014
vi,63,combined,25.0,"[0.0, 0.0, 1.0]",57.86804657142103,1.1092658567157094,0.9999999814873282
vi,63,combined,50.0,"[0.0, 0.0, 1.0]",57.865836281390415,1.1097277152995215,0.9999999903139786
vi,63,combined,100.0,"[0.0, 0.0, 1.0]",57.86037975025627,1.1092628135908544,0.9999999670719422
vi,66,oracle,0.0,all,66.55099121939581,1.374699302503003,1.0
vi,66,translation,10.0,"[1.0, 0.0, 0.0]",66.55206243855537,1.3745309850656815,0.9999999997666663
vi,66,translation,25.0,"[1.0, 0.0, 0.0]",66.55824053415613,1.3744774517144362,0.9999999989262173
vi,66,translation,50.0,"[1.0, 0.0, 0.0]",66.59023154353932,1.3860473752898932,0.999997870499084
vi,66,translation,100.0,"[1.0, 0.0, 0.0]",66.60988188055106,1.3899848362029688,0.9999975851847998
vi,66,rotation,0.25,"[1.0, 0.0, 0.0]",66.55099121939645,1.374699302503019,0.9999999999997744
vi,66,rotation,0.5,"[1.0, 0.0, 0.0]",66.55099121939728,1.3746993025030247,0.9999999999997742
vi,66,rotation,1.0,"[1.0, 0.0, 0.0]",66.55099121939581,1.374699302503003,0.9999999999997744
vi,66,rotation,2.0,"[1.0, 0.0, 0.0]",66.55099121939728,1.3746993025030247,0.9999999999997742
vi,66,combined,25.0,"[1.0, 0.0, 0.0]",66.55824053415577,1.3744774517144813,0.9999999989262175
vi,66,combined,50.0,"[1.0, 0.0, 0.0]",66.59023154353932,1.3860473752898932,0.999997870499084
vi,66,combined,100.0,"[1.0, 0.0, 0.0]",66.60988188055207,1.3899848362030152,0.9999975851847995
vi,66,translation,10.0,"[0.0, 1.0, 0.0]",66.51580684191576,1.3663085204611016,0.9999995930071841
vi,66,translation,25.0,"[0.0, 1.0, 0.0]",66.94793766693536,1.401288499300138,0.9990258407979452
vi,66,translation,50.0,"[0.0, 1.0, 0.0]",66.92049177607963,1.400577523334419,0.9989795564038896
vi,66,translation,100.0,"[0.0, 1.0, 0.0]",66.86955958920365,1.4040807713577579,0.998876345070919
vi,66,rotation,0.25,"[0.0, 1.0, 0.0]",66.55099121939581,1.374699302503003,0.9999999999997744
vi,66,rotation,0.5,"[0.0, 1.0, 0.0]",66.55099121939736,1.3746993025029952,0.9999999999997746
vi,66,rotation,1.0,"[0.0, 1.0, 0.0]",66.55099121939736,1.3746993025029952,0.9999999999997746
vi,66,rotation,2.0,"[0.0, 1.0, 0.0]",66.55099121939645,1.374699302503019,0.9999999999997744
vi,66,combined,25.0,"[0.0, 1.0, 0.0]",66.94793766693536,1.401288499300138,0.9990258407979452
vi,66,combined,50.0,"[0.0, 1.0, 0.0]",66.92049177607963,1.400577523334369,0.9989795564038896
vi,66,combined,100.0,"[0.0, 1.0, 0.0]",66.86955958920478,1.40408077135775,0.9988763450709193
vi,66,translation,10.0,"[0.0, 0.0, 1.0]",66.55726532743503,1.374345228932267,0.9999999995967823
vi,66,translation,25.0,"[0.0, 0.0, 1.0]",66.58904733151137,1.3860894190094506,0.9999977351904552
vi,66,translation,50.0,"[0.0, 0.0, 1.0]",66.59042683698596,1.3853332520562565,0.9999976926836615
vi,66,translation,100.0,"[0.0, 0.0, 1.0]",66.59387714409391,1.3863683171101011,0.9999973663257641
vi,66,rotation,0.25,"[0.0, 0.0, 1.0]",66.55099121939645,1.374699302503019,0.9999999999997744
vi,66,rotation,0.5,"[0.0, 0.0, 1.0]",66.55099121939728,1.3746993025030247,0.9999999999997742
vi,66,rotation,1.0,"[0.0, 0.0, 1.0]",66.55099121939736,1.3746993025029952,0.9999999999997746
vi,66,rotation,2.0,"[0.0, 0.0, 1.0]",66.55099121939728,1.3746993025030247,0.9999999999997742
vi,66,combined,25.0,"[0.0, 0.0, 1.0]",66.58904733151289,1.3860894190094175,0.999997735190455
vi,66,combined,50.0,"[0.0, 0.0, 1.0]",66.5904268369865,1.3853332520562691,0.9999976926836615
vi,66,combined,100.0,"[0.0, 0.0, 1.0]",66.59387714409331,1.386368317110041,0.9999973663257644
vi,69,oracle,0.0,all,53.51334036218794,3.033194018680337,1.0
vi,69,translation,10.0,"[1.0, 0.0, 0.0]",53.51361230082085,3.033629162377999,0.9999999976002238
vi,69,translation,25.0,"[1.0, 0.0, 0.0]",53.5238506372763,3.034391925881486,0.9999999265124236
vi,69,translation,50.0,"[1.0, 0.0, 0.0]",53.529891182613994,3.0338940427836505,0.9999999412190803
vi,69,translation,100.0,"[1.0, 0.0, 0.0]",53.530729510409074,3.0351554623635053,0.9999999832172465
vi,69,rotation,0.25,"[1.0, 0.0, 0.0]",53.51334036218821,3.0331940186803203,0.999999999999651
vi,69,rotation,0.5,"[1.0, 0.0, 0.0]",53.51334036218822,3.0331940186803403,0.9999999999996507
vi,69,rotation,1.0,"[1.0, 0.0, 0.0]",53.513340362187655,3.033194018680336,0.9999999999996507
vi,69,rotation,2.0,"[1.0, 0.0, 0.0]",53.51334036218822,3.0331940186803403,0.9999999999996507
vi,69,combined,25.0,"[1.0, 0.0, 0.0]",53.52385063727624,3.0343919258814807,0.9999999265124236
vi,69,combined,50.0,"[1.0, 0.0, 0.0]",53.52989118261327,3.0338940427836487,0.9999999412190803
vi,69,combined,100.0,"[1.0, 0.0, 0.0]",53.53072951040832,3.0351554623635053,0.9999999832172467
vi,69,translation,10.0,"[0.0, 1.0, 0.0]",53.521159612727686,3.0337201041516098,0.9999999458808394
vi,69,translation,25.0,"[0.0, 1.0, 0.0]",53.524202140077556,3.030833716554858,0.9999995465276981
vi,69,translation,50.0,"[0.0, 1.0, 0.0]",53.54431203085541,3.0317447560373987,0.9999987604487929
