traj,order,scan,ndist,in_support,arm,et_mm,eR_deg,corr_dir_cos,disp_dir_cos
ii,23,23,2.2259452668753457,False,T0_raw,55.333200648677895,1.0638977033809387,,
ii,23,23,2.2259452668753457,False,oracle,48.924989158093666,1.884142898830112,,
ii,23,23,2.2259452668753457,False,est_gtstart,48.942859162211256,1.8846045497959718,,
ii,23,23,2.2259452668753457,False,est_warmstart,49.68236656507781,1.8462256568407471,,
ii,23,23,2.2259452668753457,False,view_gap,0.14668065197209657,25.088690567855565,0.9999999999103304,0.999999974193234
ii,24,24,2.2120353716958085,False,T0_raw,55.237464393414236,1.0562734537023686,,
ii,24,24,2.2120353716958085,False,oracle,40.69460286171748,1.4444558842499313,,
ii,24,24,2.2120353716958085,False,est_gtstart,40.69375432032049,1.4444046276847995,,
ii,24,24,2.2120353716958085,False,est_warmstart,41.93841428680639,1.4528022617843623,,
ii,24,24,2.2120353716958085,False,view_gap,0.14758338485152198,24.392621939856696,0.9999999999147,0.9999999966102858
ii,25,25,2.1983448652540263,False,T0_raw,56.701429300930826,0.9671256256981065,,
ii,25,25,2.1983448652540263,False,oracle,43.74506960475241,1.429437069943537,,
ii,25,25,2.1983448652540263,False,est_gtstart,45.476127860214746,1.3684342856583367,,
ii,25,25,2.1983448652540263,False,est_warmstart,47.917142607980985,1.3907411085476173,,
ii,25,25,2.1983448652540263,False,view_gap,0.15170532508332493,25.020074637293277,0.9989800379235088,0.9985177044874399
ii,26,26,2.1846319005487307,False,T0_raw,55.70947135717435,0.9053217899935365,,
ii,26,26,2.1846319005487307,False,oracle,39.00576489140362,1.272567866988502,,
ii,26,26,2.1846319005487307,False,est_gtstart,41.4579774073196,1.3140475019089912,,
ii,26,26,2.1846319005487307,False,est_warmstart,41.95744761135348,1.3320172180877878,,
ii,26,26,2.1846319005487307,False,view_gap,0.14625797529444245,26.510311340317116,0.999541576896667,0.9995530773950655
ii,27,27,2.171002649125102,False,T0_raw,57.5645736462682,0.9583774943730979,,
ii,27,27,2.171002649125102,False,oracle,36.75692225781064,1.2781450863155077,,
ii,27,27,2.171002649125102,False,est_gtstart,38.74485070031137,1.335007952747281,,
ii,27,27,2.171002649125102,False,est_warmstart,39.13153943456775,1.3332094065343472,,
ii,27,27,2.171002649125102,False,view_gap,0.14870666535909258,28.94145040946583,0.9995417282205333,0.9997645301286054
ii,28,28,2.1575887962134,False,T0_raw,57.89099124250605,1.0329147887532115,,
ii,28,28,2.1575887962134,False,oracle,40.07924395441948,1.3239223458086051,,
ii,28,28,2.1575887962134,False,est_gtstart,42.49108696916316,1.3729517933356565,,
ii,28,28,2.1575887962134,False,est_warmstart,42.63124650831709,1.3310121133704877,,
ii,28,28,2.1575887962134,False,view_gap,0.1495766764528395,29.192921042678677,0.999583213624575,0.9980044927808986
ii,29,29,2.144258521789189,False,T0_raw,66.98454146374792,1.331272428016635,,
ii,29,29,2.144258521789189,False,oracle,46.70414720290383,1.5371755420848565,,
ii,29,29,2.144258521789189,False,est_gtstart,48.468675201916874,1.4985083158336434,,
ii,29,29,2.144258521789189,False,est_warmstart,49.14199872321718,1.540360949860929,,
ii,29,29,2.144258521789189,False,view_gap,0.17554256243483987,32.441715407443894,0.9995832297627737,0.9996642346155105
ii,30,30,2.130953780746002,False,T0_raw,67.36678714831591,1.1767673856446679,,
ii,30,30,2.130953780746002,False,oracle,47.37707888950417,1.6684637744203235,,
ii,30,30,2.130953780746002,False,est_gtstart,49.28851225842151,1.6315905074851553,,
ii,30,30,2.130953780746002,False,est_warmstart,50.22255867375038,1.6658308569280087,,
ii,30,30,2.130953780746002,False,view_gap,0.17343220613438023,34.54843386510831,0.9997582989614923,0.9997344586861024
ii,31,31,2.117627871099534,False,T0_raw,58.00232411484719,0.5983966433556562,,
ii,31,31,2.117627871099534,False,oracle,51.82969257172365,1.41525106706589,,
ii,31,31,2.117627871099534,False,est_gtstart,51.83017957973648,1.4152530209787293,,
ii,31,31,2.117627871099534,False,est_warmstart,51.615240320958705,1.3418753020494048,,
ii,31,31,2.117627871099534,False,view_gap,0.14415981142763817,32.54517910546184,0.9999999999557595,0.999999999995712
ii,32,32,2.10433870671285,False,T0_raw,50.18503266505915,0.44913928948674026,,
ii,32,32,2.10433870671285,False,oracle,48.11072914007402,1.5497038760120456,,
ii,32,32,2.10433870671285,False,est_gtstart,48.11158948963934,1.5498814149291906,,
ii,32,32,2.10433870671285,False,est_warmstart,48.8847065319957,1.5501068641899838,,
ii,32,32,2.10433870671285,False,view_gap,0.11274007972588883,33.34829994111388,0.9999999999695134,0.9999999964439814
ii,33,33,2.0910523636795046,False,T0_raw,50.42762820774835,0.6320226278254093,,
ii,33,33,2.0910523636795046,False,oracle,58.469283455275644,1.9319536640305006,,
ii,33,33,2.0910523636795046,False,est_gtstart,61.55504337934717,1.9808434082548416,,
ii,33,33,2.0910523636795046,False,est_warmstart,61.63343267869969,1.982081871093183,,
ii,33,33,2.0910523636795046,False,view_gap,0.11625323891200484,32.422460259255104,0.999295694766821,0.9998351839692277
ii,34,34,2.0778212383385126,False,T0_raw,49.416649319261246,0.6167081717475347,,
ii,34,34,2.0778212383385126,False,oracle,64.3311323167188,2.000263149473318,,
ii,34,34,2.0778212383385126,False,est_gtstart,64.33148446575689,2.000265266740203,,
ii,34,34,2.0778212383385126,False,est_warmstart,64.175134981128,1.9991208186571978,,
ii,34,34,2.0778212383385126,False,view_gap,0.10991284752196125,33.34258402659529,0.9999999999488768,0.999999999998448
ii,35,35,2.064756323366542,False,T0_raw,48.139067790813336,0.505130917475585,,
ii,35,35,2.064756323366542,False,oracle,64.32962617338175,2.095466120328212,,
ii,35,35,2.064756323366542,False,est_gtstart,64.3298957311439,2.095467364811867,,
ii,35,35,2.064756323366542,False,est_warmstart,64.35137480505757,2.103822842870687,,
ii,35,35,2.064756323366542,False,view_gap,0.08979494977590946,37.834140241852054,0.9999999999607894,0.999999999997374
ii,36,36,2.051716025507206,False,T0_raw,48.44333933610216,0.4697077750948749,,
ii,36,36,2.051716025507206,False,oracle,66.67589379711875,2.160794217555246,,
ii,36,36,2.051716025507206,False,est_gtstart,66.67614683045495,2.1607957382843384,,
ii,36,36,2.051716025507206,False,est_warmstart,66.5232744004262,2.1495346881349593,,
ii,36,36,2.051716025507206,False,view_gap,0.08280633803214266,39.93837499168862,0.9999999999643551,0.9999999999976508
ii,37,37,2.038777480339522,False,T0_raw,49.495189225743744,0.6932532116277391,,
ii,37,37,2.038777480339522,False,oracle,71.18361756568889,2.3453745288994914,,
ii,37,37,2.038777480339522,False,est_gtstart,71.06473280369302,2.3441681175495304,,
ii,37,37,2.038777480339522,False,est_warmstart,70.90036561420331,2.326075879081623,,
ii,37,37,2.038777480339522,False,view_gap,0.08530630953484182,40.668109493150695,0.9999999999629602,0.9999997772761181
ii,38,38,2.0258948111037496,False,T0_raw,51.299904190927,0.8281254235818146,,
ii,38,38,2.0258948111037496,False,oracle,76.52874422155578,2.653287308653047,,
ii,38,38,2.0258948111037496,False,est_gtstart,76.52733932970159,2.6532377296939518,,
ii,38,38,2.0258948111037496,False,est_warmstart,76.46271484981972,2.6507356172621495,,
ii,38,38,2.0258948111037496,False,view_gap,0.08985261314860023,41.84216000851393,0.9999999999615289,0.9999999998976016
ii,39,39,2.0130709518907888,False,T0_raw,51.73953712423433,0.8962202842350087,,
ii,39,39,2.0130709518907888,False,oracle,75.84532024976016,2.607950084363669,,
ii,39,39,2.0130709518907888,False,est_gtstart,75.84569887210313,2.6080599794698074,,
ii,39,39,2.0130709518907888,False,est_warmstart,75.82501325832152,2.604330726579732,,
ii,39,39,2.0130709518907888,False,view_gap,0.07844531625068263,44.800026015966665,0.9999999999702753,0.9999999999987549
ii,40,40,2.000256797115347,False,T0_raw,48.728489986840025,0.8250635762377234,,
ii,40,40,2.000256797115347,False,oracle,75.43546301475382,2.7363526559194744,,
ii,40,40,2.000256797115347,False,est_gtstart,75.43582344886494,2.7364160500798227,,
ii,40,40,2.000256797115347,False,est_warmstart,74.98717274896919,2.7127532616046515,,
ii,40,40,2.000256797115347,False,view_gap,0.0654362364664455,43.69726220789261,0.9999999999785515,0.9999999999981924
ii,41,41,1.9874712791372025,False,T0_raw,52.539476959673685,1.20158293078284,,
ii,41,41,1.9874712791372025,False,oracle,78.1247700835259,3.1307871947788004,,
ii,41,41,1.9874712791372025,False,est_gtstart,78.12019540872527,3.1308747399168375,,
ii,41,41,1.9874712791372025,False,est_warmstart,77.89536707200986,3.125310838143152,,
ii,41,41,1.9874712791372025,False,view_gap,0.08122632651216034,45.22778344674805,0.9999999999681994,0.9999999971510234
ii,42,42,1.9747234207439899,False,T0_raw,50.36484643202981,1.0437071090321612,,
ii,42,42,1.9747234207439899,False,oracle,73.82404415782035,2.72626225590996,,
ii,42,42,1.9747234207439899,False,est_gtstart,73.84311143334806,2.7255891463330677,,
ii,42,42,1.9747234207439899,False,est_warmstart,74.07332205499691,2.7309466147018355,,
ii,42,42,1.9747234207439899,False,view_gap,0.07148554093048697,44.54549302646882,0.9999999999739105,0.9999999903007263
ii,43,43,1.9620166097184508,False,T0_raw,53.40751300757856,1.1895145443630812,,
ii,43,43,1.9620166097184508,False,oracle,72.30000441767379,2.8221723491068333,,
ii,43,43,1.9620166097184508,False,est_gtstart,72.92568620440026,2.7835332937984227,,
ii,43,43,1.9620166097184508,False,est_warmstart,73.52183496017555,2.762985789442002,,
ii,43,43,1.9620166097184508,False,view_gap,0.07825931710650622,46.81812813570119,0.9998160980049468,0.9999279084396063
ii,44,44,1.9492821585433022,False,T0_raw,51.79546958930899,1.1379730324279673,,
ii,44,44,1.9492821585433022,False,oracle,73.99950591135091,2.8357649416390744,,
ii,44,44,1.9492821585433022,False,est_gtstart,73.99959826841862,2.8357660978987247,,
ii,44,44,1.9492821585433022,False,est_warmstart,74.12474318050266,2.837282637141133,,
ii,44,44,1.9492821585433022,False,view_gap,0.051542103311204485,48.95885183910664,0.9999999999701599,0.9999999999952848
ii,45,45,1.9367008132236638,False,T0_raw,56.03303680441881,1.355424147808259,,
ii,45,45,1.9367008132236638,False,oracle,79.08419336112355,3.271344181447747,,
ii,45,45,1.9367008132236638,False,est_gtstart,79.0980453644634,3.2742704800440205,,
ii,45,45,1.9367008132236638,False,est_warmstart,79.96533052573484,3.264463714346568,,
ii,45,45,1.9367008132236638,False,view_gap,0.07711342517520554,50.01480753254839,0.9999999999491216,0.9999999525047713
ii,46,46,1.9240488634622397,False,T0_raw,56.195497709549635,1.2500870396128647,,
ii,46,46,1.9240488634622397,False,oracle,72.67146928502135,2.6986626121892403,,
ii,46,46,1.9240488634622397,False,est_gtstart,72.67163851164179,2.698665432452809,,
ii,46,46,1.9240488634622397,False,est_warmstart,73.08874366011239,2.614140295702999,,
ii,46,46,1.9240488634622397,False,view_gap,0.08030918625939687,49.67321837598959,0.9999999999399611,0.9999999999904885
ii,47,47,1.9114101901195344,False,T0_raw,62.58310077642708,1.5091495244240336,,
ii,47,47,1.9114101901195344,False,oracle,79.2083298248576,2.975944468112322,,
ii,47,47,1.9114101901195344,False,est_gtstart,80.511581000714,2.9833357626212647,,
ii,47,47,1.9114101901195344,False,est_warmstart,80.8537812839333,2.9960713549212787,,
ii,47,47,1.9114101901195344,False,view_gap,0.10477923680892624,52.38289422848297,0.9992782795346303,0.9994669435203238
ii,48,48,1.898788887074072,False,T0_raw,63.48845382715752,1.6836392621350609,,
ii,48,48,1.898788887074072,False,oracle,77.57325218917093,2.9813565964731485,,
ii,48,48,1.898788887074072,False,est_gtstart,77.57372076867225,2.9812247514201533,,
ii,48,48,1.898788887074072,False,est_warmstart,78.98727685204842,2.964838364986167,,
ii,48,48,1.898788887074072,False,view_gap,0.10453652077893254,53.538312628251816,0.9999999998699362,0.9999999999677317
ii,49,49,1.8862024437411589,False,T0_raw,63.91583537600139,1.6226285599316568,,
ii,49,49,1.8862024437411589,False,oracle,82.73359099642234,2.788212771984903,,
ii,49,49,1.8862024437411589,False,est_gtstart,82.75202478912674,2.7890990561457834,,
ii,49,49,1.8862024437411589,False,est_warmstart,85.52225311013554,2.880647164888659,,
ii,49,49,1.8862024437411589,False,view_gap,0.1168619155570217,51.32069774399639,0.9999999998580026,0.999999983160143
ii,50,50,1.8735797482669259,False,T0_raw,69.05535757953656,1.5861976561838635,,
ii,50,50,1.8735797482669259,False,oracle,90.20585478806218,2.9786894514919737,,
ii,50,50,1.8735797482669259,False,est_gtstart,90.21494377541505,2.979147471513855,,
ii,50,50,1.8735797482669259,False,est_warmstart,91.22712793896731,2.9735689465540487,,
ii,50,50,1.8735797482669259,False,view_gap,0.12771787657005212,55.12738400088324,0.9999999998484888,0.999999996412532
ii,51,51,1.8609807343643336,False,T0_raw,70.3397397689411,1.5704163937640359,,
ii,51,51,1.8609807343643336,False,oracle,92.75039907480311,2.980153400997823,,
ii,51,51,1.8609807343643336,False,est_gtstart,94.40432708545168,3.0111636519773315,,
ii,51,51,1.8609807343643336,False,est_warmstart,96.08320374417364,3.0314744768645063,,
ii,51,51,1.8609807343643336,False,view_gap,0.1357763799987467,54.752580841356036,0.9992860209220246,0.9995494293506111
ii,52,52,1.8483986956465233,False,T0_raw,76.04806916356864,1.673329849097205,,
ii,52,52,1.8483986956465233,False,oracle,97.80405978668472,2.8253032539103637,,
ii,52,52,1.8483986956465233,False,est_gtstart,97.81181321561954,2.825677312422899,,
ii,52,52,1.8483986956465233,False,est_warmstart,99.3395107310087,2.8576065945607563,,
ii,52,52,1.8483986956465233,False,view_gap,0.15457610669448968,57.11511222412469,0.999999999676119,0.9999999975402855
ii,53,53,1.8358914061986291,False,T0_raw,78.16484395773776,1.6951486257241333,,
ii,53,53,1.8358914061986291,False,oracle,101.35683970953728,2.7356961287712185,,
ii,53,53,1.8358914061986291,False,est_gtstart,101.35042060731632,2.735397891756932,,
ii,53,53,1.8358914061986291,False,est_warmstart,102.5467754384507,2.7426902743203776,,
ii,53,53,1.8358914061986291,False,view_gap,0.16599551491729125,56.6536223072589,0.9999999996506517,0.9999999970889374
ii,54,54,1.8234382570252052,False,T0_raw,82.36036248281978,1.9485302049336641,,
ii,54,54,1.8234382570252052,False,oracle,103.09689296482783,3.018929783859871,,
ii,54,54,1.8234382570252052,False,est_gtstart,103.09736189160269,3.019004195314594,,
ii,54,54,1.8234382570252052,False,est_warmstart,104.72694442845491,2.981003630425154,,
ii,54,54,1.8234382570252052,False,view_gap,0.18741210487881127,55.64122963798823,0.9999999995636206,0.9999999980833725
ii,55,55,1.8111001418222021,False,T0_raw,83.90823665945005,1.7752966236362053,,
ii,55,55,1.8111001418222021,False,oracle,107.50811935977109,3.0698780548512676,,
ii,55,55,1.8111001418222021,False,est_gtstart,107.50890663460473,3.0698913943737667,,
ii,55,55,1.8111001418222021,False,est_warmstart,108.69712908219273,3.0873420981818054,,
ii,55,55,1.8111001418222021,False,view_gap,0.19711055691422316,54.517977115754235,0.9999999995522973,0.9999999999707382
ii,56,56,1.798748164069605,False,T0_raw,86.91251725391994,2.126324433116987,,
ii,56,56,1.798748164069605,False,oracle,108.82310902471525,3.1167396000629446,,
ii,56,56,1.798748164069605,False,est_gtstart,108.8138672638711,3.116189290321843,,
ii,56,56,1.798748164069605,False,est_warmstart,111.37552777178634,3.173359962253947,,
ii,56,56,1.798748164069605,False,view_gap,0.20886312523789793,54.74660992333469,0.9999999994973644,0.9999999893806288
ii,57,57,1.786444640217535,False,T0_raw,85.05346712087113,2.286926306398986,,
ii,57,57,1.786444640217535,False,oracle,110.86078123794107,3.3038219766692696,,
