traj,scan,ptype,magnitude,axis,et_mm,eR_deg,dir_cos
v,1768,oracle,0.0,all,176.38818462263743,4.111409706792852,1.0
v,1768,translation,10.0,"[1.0, 0.0, 0.0]",176.3869533013914,4.112107888374487,0.9999999995550687
v,1768,translation,25.0,"[1.0, 0.0, 0.0]",176.38901098719174,4.112401194630393,0.9999999995900691
v,1768,translation,50.0,"[1.0, 0.0, 0.0]",176.37822811333922,4.112000065415474,0.9999999997456321
v,1768,translation,100.0,"[1.0, 0.0, 0.0]",176.36642099554757,4.113279602515273,0.9999999986751643
v,1768,rotation,0.25,"[1.0, 0.0, 0.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,0.5,"[1.0, 0.0, 0.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,1.0,"[1.0, 0.0, 0.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,2.0,"[1.0, 0.0, 0.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,combined,25.0,"[1.0, 0.0, 0.0]",176.38901098719225,4.112401194630411,0.999999999590069
v,1768,combined,50.0,"[1.0, 0.0, 0.0]",176.37822811333922,4.112000065415474,0.9999999997456321
v,1768,combined,100.0,"[1.0, 0.0, 0.0]",176.36642099554757,4.113279602515273,0.9999999986751643
v,1768,translation,10.0,"[0.0, 1.0, 0.0]",176.39162026221675,4.112229052140773,0.9999999997745354
v,1768,translation,25.0,"[0.0, 1.0, 0.0]",176.39030316452357,4.112058301337144,0.9999999995814223
v,1768,translation,50.0,"[0.0, 1.0, 0.0]",176.38799887447558,4.113036628932785,0.9999999991480019
v,1768,translation,100.0,"[0.0, 1.0, 0.0]",176.38123660504186,4.113775629671647,0.999999999782165
v,1768,rotation,0.25,"[0.0, 1.0, 0.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,0.5,"[0.0, 1.0, 0.0]",176.38818462263788,4.111409706792857,0.999999999999968
v,1768,rotation,1.0,"[0.0, 1.0, 0.0]",176.38818462263788,4.111409706792857,0.999999999999968
v,1768,rotation,2.0,"[0.0, 1.0, 0.0]",176.38818462263788,4.111409706792857,0.999999999999968
v,1768,combined,25.0,"[0.0, 1.0, 0.0]",176.39030316452386,4.112058301337143,0.9999999995814223
v,1768,combined,50.0,"[0.0, 1.0, 0.0]",176.3879988744766,4.113036628932799,0.9999999991480019
v,1768,combined,100.0,"[0.0, 1.0, 0.0]",176.3812366050408,4.113775629671644,0.999999999782165
v,1768,translation,10.0,"[0.0, 0.0, 1.0]",176.37371828350555,4.112020040120039,0.999999998944862
v,1768,translation,25.0,"[0.0, 0.0, 1.0]",176.3821751619223,4.111340439543937,0.9999999998487286
v,1768,translation,50.0,"[0.0, 0.0, 1.0]",176.37035892544915,4.1103375341451525,0.9999999991192114
v,1768,translation,100.0,"[0.0, 0.0, 1.0]",171.31320436439782,3.9155237647721046,0.9998616248995864
v,1768,rotation,0.25,"[0.0, 0.0, 1.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,0.5,"[0.0, 0.0, 1.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,1.0,"[0.0, 0.0, 1.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,rotation,2.0,"[0.0, 0.0, 1.0]",176.38818462263743,4.111409706792852,0.999999999999968
v,1768,combined,25.0,"[0.0, 0.0, 1.0]",176.3821751619223,4.111340439543937,0.9999999998487286
v,1768,combined,50.0,"[0.0, 0.0, 1.0]",176.37035892544915,4.1103375341451525,0.9999999991192114
v,1768,combined,100.0,"[0.0, 0.0, 1.0]",171.31320436439782,3.9155237647721046,0.9998616248995864
v,1781,oracle,0.0,all,147.30088505236833,2.31275913761666,1.0
v,1781,translation,10.0,"[1.0, 0.0, 0.0]",147.29696435606422,2.313233534419103,0.999999999406954
v,1781,translation,25.0,"[1.0, 0.0, 0.0]",147.29222272067307,2.3128803199027157,0.9999999995542657
v,1781,translation,50.0,"[1.0, 0.0, 0.0]",147.29139848519293,2.312621990521771,0.9999999966578573
v,1781,translation,100.0,"[1.0, 0.0, 0.0]",143.01802719737162,2.4039746746762303,0.9992505667762195
v,1781,rotation,0.25,"[1.0, 0.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,rotation,0.5,"[1.0, 0.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,rotation,1.0,"[1.0, 0.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,rotation,2.0,"[1.0, 0.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,combined,25.0,"[1.0, 0.0, 0.0]",147.29222272067307,2.3128803199027157,0.9999999995542657
v,1781,combined,50.0,"[1.0, 0.0, 0.0]",147.29139848519293,2.312621990521771,0.9999999966578573
v,1781,combined,100.0,"[1.0, 0.0, 0.0]",143.01802719737162,2.4039746746762303,0.9992505667762195
v,1781,translation,10.0,"[0.0, 1.0, 0.0]",147.30650117040824,2.3137805479534594,0.9999999913230443
v,1781,translation,25.0,"[0.0, 1.0, 0.0]",147.29252360606517,2.3149423668833835,0.9999999887271013
v,1781,translation,50.0,"[0.0, 1.0, 0.0]",144.72039821922522,2.3568885158863915,0.9998426443811217
v,1781,translation,100.0,"[0.0, 1.0, 0.0]",144.7377626490743,2.356996150119544,0.9998403221459145
v,1781,rotation,0.25,"[0.0, 1.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,rotation,0.5,"[0.0, 1.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,rotation,1.0,"[0.0, 1.0, 0.0]",147.30088505236907,2.312759137616665,0.9999999999999541
v,1781,rotation,2.0,"[0.0, 1.0, 0.0]",147.30088505236833,2.31275913761666,0.9999999999999541
v,1781,combined,25.0,"[0.0, 1.0, 0.0]",147.2925236060667,2.314942366883356,0.9999999887271014
v,1781,combined,50.0,"[0.0, 1.0, 0.0]",144.7203982192259,2.3568885158864004,0.9998426443811214
v,1781,combined,100.0,"[0.0, 1.0, 0.0]",144.7377626490743,2.356996150119544,0.9998403221459145
v,1781,translation,10.0,"[0.0, 0.0, 1.0]",147.29056892071972,2.3130700849125385,0.9999999990355872
v,1781,translation,25.0,"[0.0, 0.0, 1.0]",147.282661222611,2.3126445252090995,0.9999999884496037
v,1781,translation,50.0,"[0.0, 0.0, 1.0]",143.01106847704347,2.4032425957843664,0.9992496647236632
v,1781,translation,100.0,"[0.0, 0.0, 1.0]",143.00641888234878,2.4022765572541656,0.9992485818189318
v,1781,rotation,0.25,"[0.0, 0.0, 1.0]",147.30088505236907,2.312759137616665,0.9999999999999541
