traj,order,scan,ndist,in_support,arm,et_mm,eR_deg,corr_dir_cos,disp_dir_cos
v,0,0,0.8282414300595352,False,T0_raw,145.58936221877678,3.6881655013825503,,
v,0,0,0.8282414300595352,False,oracle,61.55548714104439,2.5760842705974802,,
v,0,0,0.8282414300595352,False,est_gtstart,66.1778571323192,2.866611671241047,,
v,0,0,0.8282414300595352,False,est_warmstart,66.52452646672528,2.7851204988261027,,
v,0,0,0.8282414300595352,False,view_gap,1.0742041008421366,13.876177439136939,0.9911045752319602,0.9937758932731426
v,1,1,0.8178850758526178,False,T0_raw,149.99617733804777,4.739721570843522,,
v,1,1,0.8178850758526178,False,oracle,66.71432790959126,3.0956159590561168,,
v,1,1,0.8178850758526178,False,est_gtstart,66.62835418626139,3.11790135783938,,
v,1,1,0.8178850758526178,False,est_warmstart,66.89308032658683,3.1026243259938395,,
v,1,1,0.8178850758526178,False,view_gap,1.1092024006240782,10.555700626351694,0.9999919065185977,0.9999939870532476
v,2,2,0.8108385469442921,False,T0_raw,153.70970040438462,4.5849108411027135,,
v,2,2,0.8108385469442921,False,oracle,67.60968505355574,2.762150045474963,,
v,2,2,0.8108385469442921,False,est_gtstart,64.95000190235899,2.990522196018345,,
v,2,2,0.8108385469442921,False,est_warmstart,64.55067213526326,2.971269423597022,,
v,2,2,0.8108385469442921,False,view_gap,1.1376449457966809,8.909558016617858,0.9369810326611393,0.9947602321145987
v,3,3,0.8046563810443762,False,T0_raw,154.34087367680067,4.5344489664779015,,
v,3,3,0.8046563810443762,False,oracle,62.628241299398496,2.839115435816139,,
v,3,3,0.8046563810443762,False,est_gtstart,62.46994556332573,2.8485764027656004,,
v,3,3,0.8046563810443762,False,est_warmstart,63.49095891888852,2.7376071836831413,,
v,3,3,0.8046563810443762,False,view_gap,1.1436738918069498,5.596686634408599,0.9999929976612083,0.9999967302546198
v,4,4,0.7970657826246952,False,T0_raw,154.92785719942466,4.589947448033666,,
v,4,4,0.7970657826246952,False,oracle,64.26541417709248,3.113417632054792,,
v,4,4,0.7970657826246952,False,est_gtstart,61.940132445077154,3.2062807121299137,,
v,4,4,0.7970657826246952,False,est_warmstart,63.55526836997522,3.1297446471628207,,
v,4,4,0.7970657826246952,False,view_gap,1.1461947167087627,9.623129389787266,0.9772355531560161,0.9944752544328481
