name,method,flag,crc,csize,usize,lho
epos_dataset_iii/0504.pose,8,8,4289271585,64,88,34647724
epos_dataset_iii/0505.3d,8,8,735468753,67721,236618,34647892
epos_dataset_iii/0505.pose,8,8,2863389680,65,88,34715715
epos_dataset_iii/0506.3d,8,8,1265383751,68004,238064,34715884
epos_dataset_iii/0506.pose,8,8,3291183036,65,88,34783990
epos_dataset_iii/0507.3d,8,8,1754533429,68494,240181,34784159
epos_dataset_iii/0507.pose,8,8,3895560841,65,88,34852755
epos_dataset_iii/0508.3d,8,8,2694320983,69112,242029,34852924
epos_dataset_iii/0508.pose,8,8,3275504165,63,88,34922138
epos_dataset_iii/0509.3d,8,8,2838924284,69517,243530,34922305
epos_dataset_iii/0509.pose,8,8,97256259,64,88,34991924
epos_dataset_iii/0510.3d,8,8,4073857834,70260,245980,34992092
epos_dataset_iii/0510.pose,8,8,3830573182,64,88,35062454
epos_dataset_iii/0511.3d,8,8,2951353786,71628,250625,35062622
epos_dataset_iii/0511.pose,8,8,1034934229,64,88,35134352
epos_dataset_iii/0512.3d,8,8,2357089220,72951,255810,35134520
epos_dataset_iii/0512.pose,8,8,1308525497,65,88,35207573
epos_dataset_iii/0513.3d,8,8,2108833660,66307,232319,35207742
epos_dataset_iii/0513.pose,8,8,4280337131,64,88,35274151
epos_dataset_iii/0514.3d,8,8,3741530453,67144,235724,35274319
epos_dataset_iii/0514.pose,8,8,3252575998,64,88,35341565
epos_dataset_iii/0515.3d,8,8,2625268776,67522,236522,35341733
epos_dataset_iii/0515.pose,8,8,2124821918,64,88,35409357
epos_dataset_iii/0516.3d,8,8,3155395447,68097,238780,35409525
epos_dataset_iii/0516.pose,8,8,3825508696,65,88,35477724
epos_dataset_iii/0517.3d,8,8,3766518756,69655,244251,35477893
epos_dataset_iii/0517.pose,8,8,3921855003,64,88,35547650
epos_dataset_iii/0518.3d,8,8,2326255245,70395,246353,35547818
epos_dataset_iii/0518.pose,8,8,2287923202,65,88,35618315
epos_dataset_iii/0519.3d,8,8,4142979312,71802,251637,35618484
epos_dataset_iii/0519.pose,8,8,3785912811,62,88,35690388
epos_dataset_iii/0520.3d,8,8,2391994309,73342,257141,35690554
epos_dataset_iii/0520.pose,8,8,258074276,64,88,35763998
epos_dataset_iii/0521.3d,8,8,3684855044,65822,230882,35764166
epos_dataset_iii/0521.pose,8,8,1793418040,64,88,35830090
epos_dataset_iii/0522.3d,8,8,2391633282,66829,234484,35830258
epos_dataset_iii/0522.pose,8,8,3063244985,64,88,35897189
epos_dataset_iii/0523.3d,8,8,1858226178,67469,236585,35897357
epos_dataset_iii/0523.pose,8,8,3161833504,64,88,35964928
epos_dataset_iii/0524.3d,8,8,201148149,68875,241496,35965096
epos_dataset_iii/0524.pose,8,8,1222534768,65,88,36034073
epos_dataset_iii/0525.3d,8,8,4157018482,69718,244414,36034242
epos_dataset_iii/0525.pose,8,8,1750092415,64,88,36104062
epos_dataset_iii/0526.3d,8,8,1165791935,71323,250696,36104230
epos_dataset_iii/0526.pose,8,8,4160160221,64,88,36175655
epos_dataset_iii/0527.3d,8,8,455449464,73002,256685,36175823
epos_dataset_iii/0527.pose,8,8,2459410568,64,88,36248927
epos_dataset_iii/0528.3d,8,8,3332100824,65898,231944,36249095
epos_dataset_iii/0528.pose,8,8,2059732466,64,88,36315095
epos_dataset_iii/0529.3d,8,8,2303653758,66948,235952,36315263
epos_dataset_iii/0529.pose,8,8,3240498918,64,88,36382313
epos_dataset_iii/0530.3d,8,8,687203913,67446,237462,36382481
epos_dataset_iii/0530.pose,8,8,3812769753,65,88,36450029
epos_dataset_iii/0531.3d,8,8,1507953950,67969,239629,36450198
epos_dataset_iii/0531.pose,8,8,1344618382,65,88,36518269
epos_dataset_iii/0532.3d,8,8,313629218,69057,243888,36518438
epos_dataset_iii/0532.pose,8,8,592961322,65,88,36587597
epos_dataset_iii/0533.3d,8,8,1476531067,70051,247751,36587766
epos_dataset_iii/0533.pose,8,8,3493953199,65,88,36657919
epos_dataset_iii/0534.3d,8,8,999745836,71698,253768,36658088
epos_dataset_iii/0534.pose,8,8,3942732711,65,88,36729888
epos_dataset_iii/0535.3d,8,8,2089142312,65613,231950,36730057
epos_dataset_iii/0535.pose,8,8,1221658289,64,88,36795772
epos_dataset_iii/0536.3d,8,8,2777105350,66184,234269,36795940
epos_dataset_iii/0536.pose,8,8,3524190178,64,88,36862226
epos_dataset_iii/0537.3d,8,8,3672200103,67086,237496,36862394
epos_dataset_iii/0537.pose,8,8,1606945414,64,88,36929582
epos_dataset_iii/0538.3d,8,8,2989078735,66814,236963,36929750
epos_dataset_iii/0538.pose,8,8,2198104006,65,88,36996666
epos_dataset_iii/0539.3d,8,8,159878348,68301,242520,36996835
epos_dataset_iii/0539.pose,8,8,250848023,64,88,37065238
epos_dataset_iii/0540.3d,8,8,4264559694,69648,247921,37065406
epos_dataset_iii/0540.pose,8,8,464172144,65,88,37135156
epos_dataset_iii/0541.3d,8,8,4202535706,70109,249897,37135325
epos_dataset_iii/0541.pose,8,8,4009938905,64,88,37205536
epos_dataset_iii/0542.3d,8,8,256222170,71103,253520,37205704
epos_dataset_iii/0542.pose,8,8,1500794352,65,88,37276909
epos_dataset_iii/0543.3d,8,8,1321077378,65166,232920,37277078
epos_dataset_iii/0543.pose,8,8,1424383136,64,88,37342346
epos_dataset_iii/0544.3d,8,8,102093253,64865,232773,37342514
epos_dataset_iii/0544.pose,8,8,4059728120,65,88,37407481
epos_dataset_iii/0545.3d,8,8,396863921,65569,235025,37407650
epos_dataset_iii/0545.pose,8,8,2451748398,63,88,37473321
epos_dataset_iii/0546.3d,8,8,3333046611,65827,235740,37473488
epos_dataset_iii/0546.pose,8,8,4272857808,65,88,37539417
epos_dataset_iii/0547.3d,8,8,77439817,66412,238557,37539586
epos_dataset_iii/0547.pose,8,8,1571773491,64,88,37606100
epos_dataset_iii/0548.3d,8,8,3587957899,66529,239222,37606268
epos_dataset_iii/0548.pose,8,8,742270341,64,88,37672899
epos_dataset_iii/0549.3d,8,8,2798593217,67101,240959,37673067
epos_dataset_iii/0549.pose,8,8,3284083723,64,88,37740270
epos_dataset_iii/0550.3d,8,8,4240438179,67387,242961,37740438
epos_dataset_iii/0550.pose,8,8,3469252853,65,88,37807927
epos_dataset_iii/0551.3d,8,8,4003716728,67466,242701,37808096
epos_dataset_iii/0551.pose,8,8,236179475,63,88,37875664
epos_dataset_iii/0552.3d,8,8,2133727789,67745,244295,37875831
epos_dataset_iii/0552.pose,8,8,4050313533,64,88,37943678
epos_dataset_iii/0553.3d,8,8,2752765375,68679,247774,37943846
epos_dataset_iii/0553.pose,8,8,2034220334,64,88,38012627
epos_dataset_iii/0554.3d,8,8,4186764230,68104,246268,38012795
epos_dataset_iii/0554.pose,8,8,692989314,64,88,38081001
epos_dataset_iii/0555.3d,8,8,2661366114,68442,247174,38081169
epos_dataset_iii/0555.pose,8,8,37721883,64,88,38149713
epos_dataset_iii/0556.3d,8,8,1383202426,69337,250297,38149881
epos_dataset_iii/0556.pose,8,8,3233415255,63,88,38219320
epos_dataset_iii/0557.3d,8,8,2826428347,68706,248722,38219487
epos_dataset_iii/0557.pose,8,8,1424446953,65,88,38288295
epos_dataset_iii/0558.3d,8,8,1124996529,68915,249476,38288464
epos_dataset_iii/0558.pose,8,8,3749280287,65,88,38357481
epos_dataset_iii/0559.3d,8,8,1412518034,69660,252166,38357650
epos_dataset_iii/0559.pose,8,8,1180399986,64,88,38427412
epos_dataset_iii/0560.3d,8,8,2716599535,62822,227579,38427580
epos_dataset_iii/0560.pose,8,8,2737235425,65,88,38490504
epos_dataset_iii/0561.3d,8,8,3978483404,63104,228214,38490673
epos_dataset_iii/0561.pose,8,8,1995934581,64,88,38553879
epos_dataset_iii/0562.3d,8,8,3781879478,63173,228262,38554047
epos_dataset_iii/0562.pose,8,8,3696487430,64,89,38617322
epos_dataset_iii/0563.3d,8,8,3997647463,63252,228751,38617490
epos_dataset_iii/0563.pose,8,8,1958220345,65,89,38680844
epos_dataset_iii/0564.3d,8,8,1505660361,63240,228862,38681013
epos_dataset_iii/0564.pose,8,8,1336821296,65,89,38744355
epos_dataset_iii/0565.3d,8,8,1707671328,63847,230967,38744524
epos_dataset_iii/0565.pose,8,8,3273197844,65,89,38808473
epos_dataset_iii/0566.3d,8,8,2540928591,63721,230675,38808642
epos_dataset_iii/0566.pose,8,8,867128176,64,89,38872465
epos_dataset_iii/0567.3d,8,8,662120212,63720,230546,38872633
epos_dataset_iii/0567.pose,8,8,346705829,66,89,38936455
epos_dataset_iii/0568.3d,8,8,4054453338,63568,230191,38936625
epos_dataset_iii/0568.pose,8,8,1467507935,64,89,39000295
