trajectory,frame_id,method,rep,model_build_ms,query_ms,kdtree_ms,registration1_ms,registration2_ms,total_ms,et_mm,eR_deg,iters
IV,249,Full,3,0.8234999986598268,0.12299999070819467,10.216399998171255,415.1080000010552,0.0,426.27939999511,78.42240832244039,2.923331338598923,40
IV,249,Full,4,0.8190000080503523,0.11869998706970364,10.512399996514432,415.41719999804627,0.0,426.87670000304934,78.42240832244039,2.923331338598923,40
IV,249,EstimatedFull,0,0.9257000056095421,0.11539999104570597,12.938600004417822,600.3811999980826,422.0550999889383,1036.4571999962209,78.98643996811886,2.6058663676162204,40
IV,249,EstimatedFull,1,0.8487000013701618,0.11819999781437218,10.71189998765476,595.4345999925863,426.13279999932274,1033.284499993897,78.98643996811886,2.6058663676162204,40
IV,249,EstimatedFull,2,0.8372000011149794,0.1154000055976212,10.929299998679198,598.9733999886084,410.3820000018459,1021.2749000056647,78.98643996811886,2.6058663676162204,40
IV,249,EstimatedFull,3,0.9042000019690022,0.11520000407472253,10.517800008528866,599.107300004107,415.49710000981577,1026.1806000053184,78.98643996811886,2.6058663676162204,40
IV,249,EstimatedFull,4,0.9535999997751787,0.11570000788196921,10.334699996747077,591.1683000012999,412.11239999393,1014.7214999888092,78.98643996811886,2.6058663676162204,40
IV,373,Raw,0,0.0,0.0,0.0,555.717299997923,0.0,555.7241000060458,158.40546733298297,3.4129945723852178,40
IV,373,Raw,1,0.0,0.0,0.0,560.3352000034647,0.0,560.3418999962742,158.40546733298297,3.4129945723852178,40
IV,373,Raw,2,0.0,0.0,0.0,560.364800010575,0.0,560.3716000041459,158.40546733298297,3.4129945723852178,40
IV,373,Raw,3,0.0,0.0,0.0,553.3371999918018,0.0,553.3443000022089,158.40546733298297,3.4129945723852178,40
IV,373,Raw,4,0.0,0.0,0.0,552.1753999928478,0.0,552.1826000040164,158.40546733298297,3.4129945723852178,40
IV,373,Huber,0,0.0,0.0,0.0,590.1933999994071,0.0,590.2008999983082,121.29471840539303,2.7581454272998216,40
IV,373,Huber,1,0.0,0.0,0.0,599.1433000017423,0.0,599.1506999998819,121.29471840539303,2.7581454272998216,40
IV,373,Huber,2,0.0,0.0,0.0,584.4786999950884,0.0,584.4855999894207,121.29471840539303,2.7581454272998216,40
IV,373,Huber,3,0.0,0.0,0.0,591.3049000082538,0.0,591.312000004109,121.29471840539303,2.7581454272998216,40
IV,373,Huber,4,0.0,0.0,0.0,600.8454999973765,0.0,600.8523999917088,121.29471840539303,2.7581454272998216,40
IV,373,Patch,0,0.0,0.0,0.0,484.9614999984624,0.0,484.9692999996478,138.30910179490877,3.044589290216111,40
IV,373,Patch,1,0.0,0.0,0.0,484.7920000029262,0.0,484.79889999725856,138.30910179490877,3.044589290216111,40
IV,373,Patch,2,0.0,0.0,0.0,490.5385999882128,0.0,490.5460000009043,138.30910179490877,3.044589290216111,40
IV,373,Patch,3,0.0,0.0,0.0,499.8850999982096,0.0,499.89259999711066,138.30910179490877,3.044589290216111,40
IV,373,Patch,4,0.0,0.0,0.0,488.8325000065379,0.0,488.8402000069618,138.30910179490877,3.044589290216111,40
IV,373,PatchHuber,0,0.0,0.0,0.0,513.523499990697,0.0,513.5318999964511,116.4332529496584,3.440533873450882,40
IV,373,PatchHuber,1,0.0,0.0,0.0,504.7218000108842,0.0,504.72939999599475,116.4332529496584,3.440533873450882,40
IV,373,PatchHuber,2,0.0,0.0,0.0,509.57609999750275,0.0,509.5835999964038,116.4332529496584,3.440533873450882,40
IV,373,PatchHuber,3,0.0,0.0,0.0,509.2536000011023,0.0,509.2602000077022,116.4332529496584,3.440533873450882,40
IV,373,PatchHuber,4,0.0,0.0,0.0,513.7734000018099,0.0,513.7800999946194,116.4332529496584,3.440533873450882,40
IV,373,Full,0,0.8849999867379665,0.1171000039903447,11.297599994577467,510.8195000066189,0.0,523.1297999998787,134.10777107701804,3.635444042752513,40
IV,373,Full,1,0.8291999984066933,0.12209999840706587,10.621200010064058,515.6004000018584,0.0,527.1814000006998,134.10777107701804,3.635444042752513,40
IV,373,Full,2,0.8144000021275133,0.12080000306013972,11.092399989138357,516.2378000095487,0.0,528.2751999911852,134.10777107701804,3.635444042752513,40
IV,373,Full,3,0.8308999967994168,0.1247000036528334,11.062799996579997,513.0719000007957,0.0,525.1046000048518,134.10777107701804,3.635444042752513,40
IV,373,Full,4,0.8366999973077327,0.1812999980757013,10.55859999905806,512.3744000011357,0.0,523.9615999889793,134.10777107701804,3.635444042752513,40
IV,373,EstimatedFull,0,0.8572999940952286,0.11730000551324338,10.347199990064837,554.165199995623,401.005299994722,966.5285999944899,135.68754581935937,3.174889688286147,31
IV,373,EstimatedFull,1,0.847299990709871,0.11639999866019934,10.7105000060983,556.3133000105154,407.79539999493863,975.8199999923818,135.68754581935937,3.174889688286147,31
IV,373,EstimatedFull,2,0.828499993076548,0.1171000039903447,11.033299990231171,554.8137000005227,399.9150000017835,966.7437000025529,135.68754581935937,3.174889688286147,31
IV,373,EstimatedFull,3,0.8331999997608364,0.11639999866019934,10.49559999955818,544.2506999970647,406.6387000057148,962.370599998394,135.68754581935937,3.174889688286147,31
IV,373,EstimatedFull,4,0.8309999975608662,0.11730000551324338,10.717199998907745,551.8166999972891,402.3514000000432,965.8760000020266,135.68754581935937,3.174889688286147,31
IV,498,Raw,0,0.0,0.0,0.0,404.9021999962861,0.0,404.9092999921413,127.59109128483759,2.0729841752691214,40
IV,498,Raw,1,0.0,0.0,0.0,399.18360000592656,0.0,399.190100011765,127.59109128483759,2.0729841752691214,40
IV,498,Raw,2,0.0,0.0,0.0,397.7473999984795,0.0,397.75449999433476,127.59109128483759,2.0729841752691214,40
IV,498,Raw,3,0.0,0.0,0.0,398.1278999999631,0.0,398.1344999920111,127.59109128483759,2.0729841752691214,40
IV,498,Raw,4,0.0,0.0,0.0,397.0685000094818,0.0,397.0755000045756,127.59109128483759,2.0729841752691214,40
IV,498,Huber,0,0.0,0.0,0.0,429.7915000061039,0.0,429.7982999996748,104.85054137290676,1.928330389215377,40
IV,498,Huber,1,0.0,0.0,0.0,428.29989999881946,0.0,428.30670000694226,104.85054137290676,1.928330389215377,40
IV,498,Huber,2,0.0,0.0,0.0,425.97149999346584,0.0,425.9790000069188,104.85054137290676,1.928330389215377,40
IV,498,Huber,3,0.0,0.0,0.0,423.7576000014087,0.0,423.7643999949796,104.85054137290676,1.928330389215377,40
IV,498,Huber,4,0.0,0.0,0.0,442.8062999941176,0.0,442.8137999930186,104.85054137290676,1.928330389215377,40
IV,498,Patch,0,0.0,0.0,0.0,417.3965999943903,0.0,417.4039000063203,123.07056562666857,1.3507920443726484,40
IV,498,Patch,1,0.0,0.0,0.0,414.62089998822194,0.0,414.6286000031978,123.07056562666857,1.3507920443726484,40
IV,498,Patch,2,0.0,0.0,0.0,416.41019999224227,0.0,416.41779999190476,123.07056562666857,1.3507920443726484,40
IV,498,Patch,3,0.0,0.0,0.0,417.72759999730624,0.0,417.73459999240004,123.07056562666857,1.3507920443726484,40
IV,498,Patch,4,0.0,0.0,0.0,407.6987000007648,0.0,407.7059000119334,123.07056562666857,1.3507920443726484,40
IV,498,PatchHuber,0,0.0,0.0,0.0,355.68680000142194,0.0,355.6936999957543,100.2935092241692,1.4665164719619799,33
IV,498,PatchHuber,1,0.0,0.0,0.0,355.6977999978699,0.0,355.70559999905527,100.2935092241692,1.4665164719619799,33
IV,498,PatchHuber,2,0.0,0.0,0.0,359.47089998808224,0.0,359.4777999969665,100.2935092241692,1.4665164719619799,33
IV,498,PatchHuber,3,0.0,0.0,0.0,359.6339999930933,0.0,359.64149999199435,100.2935092241692,1.4665164719619799,33
IV,498,PatchHuber,4,0.0,0.0,0.0,357.62579999573063,0.0,357.6328999915859,100.2935092241692,1.4665164719619799,33
IV,498,Full,0,0.8259000023826957,0.11320000339765102,11.5358000039123,403.98350000032224,0.0,416.4692000049399,163.40692428350445,2.231808027624613,40
IV,498,Full,1,0.8347000111825764,0.122799989185296,10.879000008571893,408.871799998451,0.0,420.7192000030773,163.40692428350445,2.231808027624613,40
IV,498,Full,2,1.0144999978365377,0.15219999477267265,10.89950000459794,407.3841000063112,0.0,419.461900004535,163.40692428350445,2.231808027624613,40
IV,498,Full,3,0.8168000058503821,0.09650000720284879,10.565000004135072,404.169000001275,0.0,415.65679998893756,163.40692428350445,2.231808027624613,40
IV,498,Full,4,0.8034000056795776,0.08440000237897038,10.425600004964508,409.78060000634287,0.0,421.1043000104837,163.40692428350445,2.231808027624613,40
IV,498,EstimatedFull,0,0.8372000011149794,0.08070000330917537,10.692600000766106,400.8341000007931,393.2300000014948,805.7111999951303,169.66376770823388,2.3193047468487724,40
IV,498,EstimatedFull,1,0.9025000035762787,0.18899999849963933,11.31580000219401,397.7751000056742,389.19060000625905,799.4107999984408,169.66376770823388,2.3193047468487724,40
IV,498,EstimatedFull,2,0.8311999990837649,0.08019999950192869,10.252299995045178,405.905999999959,394.5819000073243,811.687699999311,169.66376770823388,2.3193047468487724,40
IV,498,EstimatedFull,3,0.9298999939346686,0.07850000110920519,10.338099993532524,409.91719999874476,394.4203999999445,815.7199999986915,169.66376770823388,2.3193047468487724,40
IV,498,EstimatedFull,4,0.8786999969743192,0.08270000398624688,11.09270000597462,408.23770000133663,396.9515000062529,817.2821000043768,169.66376770823388,2.3193047468487724,40
IV,622,Raw,0,0.0,0.0,0.0,439.38000001071487,0.0,439.3869000050472,135.38579932664075,1.6410830176663729,40
IV,622,Raw,1,0.0,0.0,0.0,435.3370000026189,0.0,435.3439999977127,135.38579932664075,1.6410830176663729,40
IV,622,Raw,2,0.0,0.0,0.0,441.3345999928424,0.0,441.3417999894591,135.38579932664075,1.6410830176663729,40
IV,622,Raw,3,0.0,0.0,0.0,447.58890000230167,0.0,447.5961999996798,135.38579932664075,1.6410830176663729,40
IV,622,Raw,4,0.0,0.0,0.0,437.0401999913156,0.0,437.0473999879323,135.38579932664075,1.6410830176663729,40
IV,622,Huber,0,0.0,0.0,0.0,474.9630000005709,0.0,474.96970000793226,103.65629112707566,1.326465043610495,40
IV,622,Huber,1,0.0,0.0,0.0,481.9996000005631,0.0,482.0060999918496,103.65629112707566,1.326465043610495,40
IV,622,Huber,2,0.0,0.0,0.0,472.2427999950014,0.0,472.24950000236277,103.65629112707566,1.326465043610495,40
IV,622,Huber,3,0.0,0.0,0.0,477.0076999993762,0.0,477.01459999370854,103.65629112707566,1.326465043610495,40
IV,622,Huber,4,0.0,0.0,0.0,470.97819999908097,0.0,470.9854000102496,103.65629112707566,1.326465043610495,40
IV,622,Patch,0,0.0,0.0,0.0,440.60909999825526,0.0,440.61669999791775,138.27279895154558,1.2776927419831576,40
IV,622,Patch,1,0.0,0.0,0.0,439.8413000017172,0.0,439.8490000021411,138.27279895154558,1.2776927419831576,40
IV,622,Patch,2,0.0,0.0,0.0,441.8738999956986,0.0,441.88060000305995,138.27279895154558,1.2776927419831576,40
IV,622,Patch,3,0.0,0.0,0.0,437.7449999883538,0.0,437.7519999979995,138.27279895154558,1.2776927419831576,40
IV,622,Patch,4,0.0,0.0,0.0,444.6806999912951,0.0,444.68780000170227,138.27279895154558,1.2776927419831576,40
IV,622,PatchHuber,0,0.0,0.0,0.0,478.7335000000894,0.0,478.7410999997519,115.33120641603256,1.2917532530079896,40
IV,622,PatchHuber,1,0.0,0.0,0.0,460.75549999659415,0.0,460.76250000623986,115.33120641603256,1.2917532530079896,40
IV,622,PatchHuber,2,0.0,0.0,0.0,474.2421999981161,0.0,474.2493000085233,115.33120641603256,1.2917532530079896,40
IV,622,PatchHuber,3,0.0,0.0,0.0,467.9277999966871,0.0,467.93469999101944,115.33120641603256,1.2917532530079896,40
IV,622,PatchHuber,4,0.0,0.0,0.0,465.1657000067644,0.0,465.1722999988124,115.33120641603256,1.2917532530079896,40
IV,622,Full,0,0.843599991640076,0.08329999400302768,11.56539999647066,430.5931000126293,0.0,443.09629999042954,166.78937353480822,2.00279564282618,40
IV,622,Full,1,0.8461999968858436,0.08579999848734587,10.639200001605786,435.7198000070639,0.0,447.3016000119969,166.78937353480822,2.00279564282618,40
IV,622,Full,2,0.8151000074576586,0.08739999611862004,10.485200007678941,435.4517999890959,0.0,446.84990000678226,166.78937353480822,2.00279564282618,40
IV,622,Full,3,0.9047000057762489,0.09089999366551638,11.167299991939217,435.9855999937281,0.0,448.1595999968704,166.78937353480822,2.00279564282618,40
IV,622,Full,4,0.8271000115200877,0.10720000136643648,11.46540000627283,429.80759999773,0.0,442.21870000183117,166.78937353480822,2.00279564282618,40
IV,622,EstimatedFull,0,1.3026000087847933,0.099300013971515,10.579499998129904,439.0474000101676,411.3723000045866,862.4543999903835,178.25460247882071,1.8612965250837419,40
IV,622,EstimatedFull,1,0.8272999984910712,0.07949999417178333,11.334800001350231,436.6406999906758,417.70639999595005,866.6278000018792,178.25460247882071,1.8612965250837419,40
IV,622,EstimatedFull,2,0.9832999930949882,0.0788000033935532,10.450699992361479,442.2240999992937,415.4584999923827,869.2336999956751,178.25460247882071,1.8612965250837419,40
IV,622,EstimatedFull,3,0.8394000033149496,0.07809999806340784,11.353699999745004,436.6981999919517,417.6980999909574,866.7068999930052,178.25460247882071,1.8612965250837419,40
IV,622,EstimatedFull,4,0.8308999967994168,0.07770000956952572,11.275700002443045,435.9260999917751,418.05189999286085,866.2041999923531,178.25460247882071,1.8612965250837419,40
IV,747,Raw,0,0.0,0.0,0.0,410.1888000004692,0.0,410.1959999970859,136.31373112675598,1.9056966172425231,40
IV,747,Raw,1,0.0,0.0,0.0,418.2639999926323,0.0,418.2712000038009,136.31373112675598,1.9056966172425231,40
IV,747,Raw,2,0.0,0.0,0.0,412.48349999659695,0.0,412.49070000776555,136.31373112675598,1.9056966172425231,40
IV,747,Raw,3,0.0,0.0,0.0,411.87739999440964,0.0,411.88420000253245,136.31373112675598,1.9056966172425231,40
IV,747,Raw,4,0.0,0.0,0.0,410.4457000066759,0.0,410.452099997201,136.31373112675598,1.9056966172425231,40
IV,747,Huber,0,0.0,0.0,0.0,446.20710000162944,0.0,446.21470000129193,105.56207554204575,1.9379045399563446,40
IV,747,Huber,1,0.0,0.0,0.0,444.2845000012312,0.0,444.29119999404065,105.56207554204575,1.9379045399563446,40
IV,747,Huber,2,0.0,0.0,0.0,442.99329999194015,0.0,443.0002000008244,105.56207554204575,1.9379045399563446,40
IV,747,Huber,3,0.0,0.0,0.0,442.71350000053644,0.0,442.72130000172183,105.56207554204575,1.9379045399563446,40
IV,747,Huber,4,0.0,0.0,0.0,451.06429999577813,0.0,451.07159999315627,105.56207554204575,1.9379045399563446,40
IV,747,Patch,0,0.0,0.0,0.0,426.62129999371246,0.0,426.62890000792686,128.98588035298926,1.838314082823777,40
IV,747,Patch,1,0.0,0.0,0.0,425.774299990735,0.0,425.7810999988578,128.98588035298926,1.838314082823777,40
IV,747,Patch,2,0.0,0.0,0.0,424.1668999893591,0.0,424.17420000128914,128.98588035298926,1.838314082823777,40
IV,747,Patch,3,0.0,0.0,0.0,430.19579999963753,0.0,430.2038000023458,128.98588035298926,1.838314082823777,40
IV,747,Patch,4,0.0,0.0,0.0,423.28649999399204,0.0,423.29390000668354,128.98588035298926,1.838314082823777,40
IV,747,PatchHuber,0,0.0,0.0,0.0,448.74880000134,0.0,448.7564000010025,104.87760253272069,1.9383609370150676,40
IV,747,PatchHuber,1,0.0,0.0,0.0,455.57710000139195,0.0,455.58350000646897,104.87760253272069,1.9383609370150676,40
IV,747,PatchHuber,2,0.0,0.0,0.0,450.6981000013184,0.0,450.7052999979351,104.87760253272069,1.9383609370150676,40
IV,747,PatchHuber,3,0.0,0.0,0.0,450.48709999537095,0.0,450.49389998894185,104.87760253272069,1.9383609370150676,40
IV,747,PatchHuber,4,0.0,0.0,0.0,459.1247999924235,0.0,459.13190000283066,104.87760253272069,1.9383609370150676,40
IV,747,Full,0,0.8292999991681427,0.11019999510608613,11.125599994556978,400.4774000059115,0.0,412.55350000574253,149.82480823901267,1.6623771522490323,40
IV,747,Full,1,0.8299999899463728,0.14849999570287764,10.867000004509464,401.0617000021739,0.0,412.91699999419507,149.82480823901267,1.6623771522490323,40
IV,747,Full,2,0.8329999982379377,0.14119999832473695,11.295300006167963,402.2216000012122,0.0,414.50220000115223,149.82480823901267,1.6623771522490323,40
IV,747,Full,3,0.9292999893659726,0.13390000094659626,10.861200004001148,399.78269999846816,0.0,411.71790000225883,149.82480823901267,1.6623771522490323,40
IV,747,Full,4,0.8187000057660043,0.1967999996850267,10.943700006464496,395.03980000154115,0.0,407.0089000015287,149.82480823901267,1.6623771522490323,40
IV,747,EstimatedFull,0,0.8315000013681129,0.14319999900180846,10.632500008796342,411.06919999583624,380.2018999995198,802.9171000089264,167.7804698537063,1.5809023791160262,40
IV,747,EstimatedFull,1,0.8278000022983178,0.13919999764766544,10.66299999365583,411.33020000415854,386.7872999981046,809.7836000088137,167.7804698537063,1.5809023791160262,40
IV,747,EstimatedFull,2,0.8270999969681725,0.14030000602360815,11.266999994404614,419.5642999984557,380.4000000091037,812.2353000071598,167.7804698537063,1.5809023791160262,40
IV,747,EstimatedFull,3,0.8266999939223751,0.13630000466946512,11.606800006120466,411.47260001162067,380.05369999154937,804.1323999932501,167.7804698537063,1.5809023791160262,40
IV,747,EstimatedFull,4,0.8251999970525503,0.14029999147169292,10.65799999923911,416.6397000080906,379.42349999502767,807.7228999900399,167.7804698537063,1.5809023791160262,40
IV,871,Raw,0,0.0,0.0,0.0,387.61939998948947,0.0,387.6274999929592,139.07630159174855,2.7528554080669823,40
IV,871,Raw,1,0.0,0.0,0.0,385.54830000794027,0.0,385.5552000022726,139.07630159174855,2.7528554080669823,40
IV,871,Raw,2,0.0,0.0,0.0,393.25919999100734,0.0,393.2663000014145,139.07630159174855,2.7528554080669823,40
IV,871,Raw,3,0.0,0.0,0.0,383.81899999512825,0.0,383.82600000477396,139.07630159174855,2.7528554080669823,40
IV,871,Raw,4,0.0,0.0,0.0,385.1965000067139,0.0,385.20340000104625,139.07630159174855,2.7528554080669823,40
IV,871,Huber,0,0.0,0.0,0.0,425.1239000004716,0.0,425.1302000047872,99.06251000722743,2.215638642638377,40
IV,871,Huber,1,0.0,0.0,0.0,428.0903000035323,0.0,428.09739999938756,99.06251000722743,2.215638642638377,40
IV,871,Huber,2,0.0,0.0,0.0,424.52050000429153,0.0,424.528100003954,99.06251000722743,2.215638642638377,40
IV,871,Huber,3,0.0,0.0,0.0,425.6265000003623,0.0,425.6338999985019,99.06251000722743,2.215638642638377,40
IV,871,Huber,4,0.0,0.0,0.0,421.8706999963615,0.0,421.87760000524577,99.06251000722743,2.215638642638377,40
IV,871,Patch,0,0.0,0.0,0.0,403.3082999958424,0.0,403.31520000472665,134.01817625493695,2.684168669349345,40
IV,871,Patch,1,0.0,0.0,0.0,398.41519999026787,0.0,398.4227000037208,134.01817625493695,2.684168669349345,40
IV,871,Patch,2,0.0,0.0,0.0,400.94150000368245,0.0,400.9481999964919,134.01817625493695,2.684168669349345,40
IV,871,Patch,3,0.0,0.0,0.0,398.6964999930933,0.0,398.7033000012161,134.01817625493695,2.684168669349345,40
IV,871,Patch,4,0.0,0.0,0.0,399.29480000864714,0.0,399.3017000029795,134.01817625493695,2.684168669349345,40
IV,871,PatchHuber,0,0.0,0.0,0.0,425.6840000016382,0.0,425.690999996732,108.49814870035914,2.7625101791663207,40
IV,871,PatchHuber,1,0.0,0.0,0.0,428.5966000024928,0.0,428.6034999968251,108.49814870035914,2.7625101791663207,40
IV,871,PatchHuber,2,0.0,0.0,0.0,421.6158999915933,0.0,421.6223999974318,108.49814870035914,2.7625101791663207,40
IV,871,PatchHuber,3,0.0,0.0,0.0,428.5206000058679,0.0,428.52810000476893,108.49814870035914,2.7625101791663207,40
IV,871,PatchHuber,4,0.0,0.0,0.0,427.22779999894556,0.0,427.2347000078298,108.49814870035914,2.7625101791663207,40
IV,871,Full,0,0.8343999943463132,0.11310000263620168,10.613200007355772,356.19770000630524,0.0,367.7673999918625,107.72093410116715,3.1275819225445245,40
IV,871,Full,1,0.8375000033993274,0.08329999400302768,10.397500009275973,353.8322000094922,0.0,365.1599000004353,107.72093410116715,3.1275819225445245,40
IV,871,Full,2,0.8201000018743798,0.16390001110266894,10.831299994606525,351.2675000092713,0.0,363.0923999880906,107.72093410116715,3.1275819225445245,40
IV,871,Full,3,1.068400000804104,0.10450000991113484,10.914699989371002,353.31970000697765,0.0,365.4177999997046,107.72093410116715,3.1275819225445245,40
IV,871,Full,4,0.824799994006753,0.08079998951870948,10.936400009086356,350.44989999732934,0.0,362.3005999979796,107.72093410116715,3.1275819225445245,40
IV,871,EstimatedFull,0,0.8368999988306314,0.07470000127796084,10.907400006544776,395.43040000717156,335.8721999975387,743.1594000081532,126.26772670951297,2.5755185129776805,40
IV,871,EstimatedFull,1,0.8900999964680523,0.07700000423938036,10.649199990439229,385.8612999902107,332.42340000288095,729.9407999962568,126.26772670951297,2.5755185129776805,40
IV,871,EstimatedFull,2,0.8243999909609556,0.07780001033097506,10.515100002521649,387.5316999910865,327.6985999982571,726.6845999984071,126.26772670951297,2.5755185129776805,40
IV,871,EstimatedFull,3,0.8471999899484217,0.07390000973828137,11.020399993867613,384.7385000117356,338.5907000047155,735.3065999923274,126.26772670951297,2.5755185129776805,40
IV,871,EstimatedFull,4,1.079800000297837,0.07589999586343765,10.951600008411333,384.9787999934051,333.90729999518953,731.0339999967255,126.26772670951297,2.5755185129776805,40
IV,996,Raw,0,0.0,0.0,0.0,402.1028999995906,0.0,402.1099000092363,141.85110024501023,2.515631001700312,40
IV,996,Raw,1,0.0,0.0,0.0,409.3217000045115,0.0,409.3289000011282,141.85110024501023,2.515631001700312,40
IV,996,Raw,2,0.0,0.0,0.0,399.79029999813065,0.0,399.79749999474734,141.85110024501023,2.515631001700312,40
IV,996,Raw,3,0.0,0.0,0.0,403.13580000656657,0.0,403.1432999909157,141.85110024501023,2.515631001700312,40
IV,996,Raw,4,0.0,0.0,0.0,403.19320000708103,0.0,403.2014000113122,141.85110024501023,2.515631001700312,40
IV,996,Huber,0,0.0,0.0,0.0,440.13420000555925,0.0,440.14160000369884,105.17818182701835,2.131782411188312,40
IV,996,Huber,1,0.0,0.0,0.0,433.0149000015808,0.0,433.0216000089422,105.17818182701835,2.131782411188312,40
IV,996,Huber,2,0.0,0.0,0.0,430.5485999939265,0.0,430.5552000005264,105.17818182701835,2.131782411188312,40
IV,996,Huber,3,0.0,0.0,0.0,431.06259999331087,0.0,431.0694000014337,105.17818182701835,2.131782411188312,40
IV,996,Huber,4,0.0,0.0,0.0,446.8736999988323,0.0,446.88020000467077,105.17818182701835,2.131782411188312,40
IV,996,Patch,0,0.0,0.0,0.0,404.1212999873096,0.0,404.12859999923967,141.69147620208645,2.0547618893131445,40
IV,996,Patch,1,0.0,0.0,0.0,408.9473000058206,0.0,408.9546000031987,141.69147620208645,2.0547618893131445,40
IV,996,Patch,2,0.0,0.0,0.0,409.04860000591725,0.0,409.0555000002496,141.69147620208645,2.0547618893131445,40
IV,996,Patch,3,0.0,0.0,0.0,411.45130000950303,0.0,411.45840000535827,141.69147620208645,2.0547618893131445,40
IV,996,Patch,4,0.0,0.0,0.0,405.0102000037441,0.0,405.018099991139,141.69147620208645,2.0547618893131445,40
IV,996,PatchHuber,0,0.0,0.0,0.0,432.9260000085924,0.0,432.9335000074934,103.48803215235972,1.7540771153727883,40
IV,996,PatchHuber,1,0.0,0.0,0.0,429.6180000092136,0.0,429.62540000735316,103.48803215235972,1.7540771153727883,40
IV,996,PatchHuber,2,0.0,0.0,0.0,444.6466999943368,0.0,444.6535000024596,103.48803215235972,1.7540771153727883,40
IV,996,PatchHuber,3,0.0,0.0,0.0,433.4792000008747,0.0,433.50460000510793,103.48803215235972,1.7540771153727883,40
IV,996,PatchHuber,4,0.0,0.0,0.0,429.4728000095347,0.0,429.4795999885537,103.48803215235972,1.7540771153727883,40
IV,996,Full,0,0.8393000025535002,0.08230000094044954,11.068299994803965,363.931899992167,0.0,375.93170000764076,143.0369317345011,3.4631412233750036,40
IV,996,Full,1,0.829399999929592,0.0813999940874055,11.122900003101677,369.54500000865664,0.0,381.5879000030691,143.0369317345011,3.4631412233750036,40
IV,996,Full,2,0.8227999933296815,0.07900000491645187,11.479399996460415,368.61160000262316,0.0,381.0033000045223,143.0369317345011,3.4631412233750036,40
IV,996,Full,3,0.8272999984910712,0.08170001092366874,10.945900008664466,367.4710000050254,0.0,379.3357999966247,143.0369317345011,3.4631412233750036,40
IV,996,Full,4,0.83710000035353,0.08589999924879521,10.959899998852052,367.9913999949349,0.0,379.88449999829754,143.0369317345011,3.4631412233750036,40
IV,996,EstimatedFull,0,0.8347999973921105,0.07680000271648169,10.656599988578819,407.94310001365375,342.7500000107102,762.2974999976577,160.3013134338071,2.6450534217788277,40
IV,996,EstimatedFull,1,0.833700003568083,0.07929999264888465,10.898200009251013,401.0879000124987,347.565999996732,760.5032999999821,160.3013134338071,2.6450534217788277,40
IV,996,EstimatedFull,2,0.832199992146343,0.0771000050008297,10.816900001373142,404.41370000189636,344.2141999985324,760.3923999995459,160.3013134338071,2.6450534217788277,40
IV,996,EstimatedFull,3,0.864799992996268,0.08320000779349357,10.824999990290962,400.26929999294225,346.05299998656847,758.141300000716,160.3013134338071,2.6450534217788277,40
IV,996,EstimatedFull,4,0.8414000039920211,0.07650000043213367,10.971699986839667,401.45240000856575,346.9796999997925,760.3576000110479,160.3013134338071,2.6450534217788277,40
IV,1120,Raw,0,0.0,0.0,0.0,404.1350000043167,0.0,404.141899998649,143.1728703645833,2.4382122781760978,40
IV,1120,Raw,1,0.0,0.0,0.0,397.12239999789745,0.0,397.13019999908283,143.1728703645833,2.4382122781760978,40
IV,1120,Raw,2,0.0,0.0,0.0,395.01819999713916,0.0,395.0254999945173,143.1728703645833,2.4382122781760978,40
IV,1120,Raw,3,0.0,0.0,0.0,395.32799999869894,0.0,395.33459999074694,143.1728703645833,2.4382122781760978,40
IV,1120,Raw,4,0.0,0.0,0.0,401.15209999203216,0.0,401.158900000155,143.1728703645833,2.4382122781760978,40
IV,1120,Huber,0,0.0,0.0,0.0,431.4398999995319,0.0,431.44739999843296,103.90457682145686,1.9344964705418202,40
IV,1120,Huber,1,0.0,0.0,0.0,431.91709999518935,0.0,431.9237999879988,103.90457682145686,1.9344964705418202,40
IV,1120,Huber,2,0.0,0.0,0.0,435.1145999971777,0.0,435.1215999922715,103.90457682145686,1.9344964705418202,40
IV,1120,Huber,3,0.0,0.0,0.0,433.3919000055175,0.0,433.3989000006113,103.90457682145686,1.9344964705418202,40
IV,1120,Huber,4,0.0,0.0,0.0,432.3998999898322,0.0,432.4064999964321,103.90457682145686,1.9344964705418202,40
IV,1120,Patch,0,0.0,0.0,0.0,418.1529000052251,0.0,418.15979999955744,148.72780587222292,1.8512874682616691,40
IV,1120,Patch,1,0.0,0.0,0.0,421.0717000096338,0.0,421.07929999474436,148.72780587222292,1.8512874682616691,40
IV,1120,Patch,2,0.0,0.0,0.0,420.006000000285,0.0,420.0138000014704,148.72780587222292,1.8512874682616691,40
IV,1120,Patch,3,0.0,0.0,0.0,417.577700005495,0.0,417.6029000082053,148.72780587222292,1.8512874682616691,40
IV,1120,Patch,4,0.0,0.0,0.0,417.16540000925306,0.0,417.1736999996938,148.72780587222292,1.8512874682616691,40
IV,1120,PatchHuber,0,0.0,0.0,0.0,448.43639999453444,0.0,448.4437000064645,121.19263073902695,1.4106786462122878,40
IV,1120,PatchHuber,1,0.0,0.0,0.0,442.9387999989558,0.0,442.9459999955725,121.19263073902695,1.4106786462122878,40
IV,1120,PatchHuber,2,0.0,0.0,0.0,446.7092000122648,0.0,446.71620000735857,121.19263073902695,1.4106786462122878,40
