trajectory,frame_id,method,n_repeat,model_build_ms,query_ms,kdtree_ms,registration1_ms,registration2_ms,total_ms,et_mm,eR_deg,iters
VI,179,Full,5,0.8379999926546589,0.11449999874457717,10.749299995950423,760.5734999960987,0.0,772.2366999951191,67.89140615489485,1.666262472028764,39
VI,179,EstimatedFull,5,0.83710000035353,0.08069998875726014,10.777200004667975,636.5906999999424,436.2824999989243,1084.7456000046805,67.83785284241175,1.5864118986763056,40
VI,205,Raw,5,0.0,0.0,0.0,661.3407999975607,0.0,661.3474000041606,165.48160584038177,4.719948937583516,40
VI,205,Huber,5,0.0,0.0,0.0,790.282699992531,0.0,790.2898000029381,149.44596479779895,3.8569100464063557,40
VI,205,Patch,5,0.0,0.0,0.0,309.7810000035679,0.0,309.7882000001846,125.10841881039333,5.488917944098683,28
VI,205,PatchHuber,5,0.0,0.0,0.0,469.36979999009054,0.0,469.37720000278205,109.33776572695822,4.906170680212422,40
VI,205,Full,5,0.8372000011149794,0.15619999612681568,10.772599998745136,635.8238999964669,0.0,647.5989000027766,83.109913542047,3.6646812469324077,34
VI,205,EstimatedFull,5,0.8498999959556386,0.1179000100819394,10.77949999307748,661.6020999936154,426.08629999449477,1104.4734000024619,83.55845809736414,3.332076445329214,40
VI,231,Raw,5,0.0,0.0,0.0,821.988900002907,0.0,821.9962000002852,167.6752937522565,3.0204062377407617,40
VI,231,Huber,5,0.0,0.0,0.0,971.0120999952778,0.0,971.0188999888487,153.53323607635423,2.779390080875872,40
VI,231,Patch,5,0.0,0.0,0.0,529.2782000033185,0.0,529.285999989952,116.58618155228942,2.646056120954987,40
VI,231,PatchHuber,5,0.0,0.0,0.0,571.0195000137901,0.0,571.0265999950934,100.9647132541742,2.3595199744716857,40
VI,231,Full,5,0.8360999927390367,0.14450000890064985,11.057300012907945,482.8089000075124,0.0,495.1377999968827,65.43120307985993,0.8082219391247377,40
VI,231,EstimatedFull,5,0.832199992146343,0.08110000635497272,11.00399999995716,821.5258000127506,491.9454000046244,1325.0059000129113,65.38817727303513,0.7174839256701616,40
VI,256,Raw,5,0.0,0.0,0.0,672.1684999938589,0.0,672.1756999904756,173.05557220487063,4.279388071604437,35
VI,256,Huber,5,0.0,0.0,0.0,885.1062000030652,0.0,885.1125999935903,158.00194979636444,3.993643326094601,40
VI,256,Patch,5,0.0,0.0,0.0,423.4987999952864,0.0,423.5058000049321,127.05489318258589,4.90229330174597,33
VI,256,PatchHuber,5,0.0,0.0,0.0,555.9493000037037,0.0,555.9560999972746,113.49932009400231,4.742216700286202,40
VI,256,Full,5,0.8218000002671033,0.14879999798722565,10.826600002474152,407.22560000722297,0.0,419.2527999985032,93.02157513068495,4.00044960047447,32
VI,256,EstimatedFull,5,0.829399999929592,0.08009999874047935,10.736500000348315,671.7941000097198,496.20530000538565,1180.30190000718,95.10030045099683,3.7656816272101077,40
VI,282,Raw,5,0.0,0.0,0.0,666.9591999961995,0.0,666.9661000050837,174.49178267631422,4.450530418854756,30
VI,282,Huber,5,0.0,0.0,0.0,1026.0636000020895,0.0,1026.075400004629,159.54522834797905,4.02263923089621,40
VI,282,Patch,5,0.0,0.0,0.0,456.7343999951845,0.0,456.7421999963699,121.61771371056447,3.6847912738263777,34
VI,282,PatchHuber,5,0.0,0.0,0.0,603.1581999995979,0.0,603.1649999931687,103.49485516571899,3.5894442307489496,40
VI,282,Full,5,0.8356000034837052,0.14930000179447234,10.898100008489564,595.5548999918392,0.0,607.5315999914892,70.83513817248833,1.2575090340649735,28
VI,282,EstimatedFull,5,0.83559998893179,0.1416000013705343,10.748000000603497,667.5353000027826,511.8004999967525,1191.4567000058014,71.4596485006997,1.467075659179809,40
VI,308,Raw,5,0.0,0.0,0.0,729.2033999983687,0.0,729.2102000064915,168.59092057530876,3.8948515832069384,40
VI,308,Huber,5,0.0,0.0,0.0,844.0018999972381,0.0,844.0091000084067,156.8262192957856,3.2840594604846958,40
VI,308,Patch,5,0.0,0.0,0.0,423.082199995406,0.0,423.09280000336,126.10511825872537,4.967276224802801,36
VI,308,PatchHuber,5,0.0,0.0,0.0,507.9910999920685,0.0,507.9987000062829,114.45480766048387,4.6061380952818345,40
VI,308,Full,5,0.8356000034837052,0.12240000069141388,11.308100001770072,453.0869000009261,0.0,465.69140000792686,89.55128617997217,3.4956969127983113,38
VI,308,EstimatedFull,5,0.8449999877484515,0.11809999705292284,10.754599992651492,735.6503000046359,469.35719999601133,1217.3499000055017,90.8899153662909,3.45646155722389,40
VI,333,Raw,5,0.0,0.0,0.0,663.3134000003338,0.0,663.3206000115024,155.51411520437,2.7726143218286983,40
VI,333,Huber,5,0.0,0.0,0.0,758.9802000002237,0.0,758.9870000083465,145.88222318130656,2.754305872398044,40
VI,333,Patch,5,0.0,0.0,0.0,478.37779999827035,0.0,478.38519999640994,99.55045614693213,2.7797232893479653,40
VI,333,PatchHuber,5,0.0,0.0,0.0,844.613199995365,0.0,844.6205999935046,84.80583044097688,2.49539221510512,40
VI,333,Full,5,0.8280000038212165,0.0855999969644472,10.51710000319872,469.7197000059532,0.0,481.23889999988023,61.17452676236311,2.023731233643072,40
VI,333,EstimatedFull,5,0.8296000014524907,0.07939999341033399,10.780199998407625,668.4831000020495,819.1293999989284,1492.0120000024326,60.99173205619342,2.0775465775008524,40
VI,359,Raw,5,0.0,0.0,0.0,693.7877000018489,0.0,693.7955000030342,170.3557516662295,3.867689847370476,40
VI,359,Huber,5,0.0,0.0,0.0,776.773100005812,0.0,776.780600004713,157.8924079095667,3.0510141493147525,40
VI,359,Patch,5,0.0,0.0,0.0,509.6132999897236,0.0,509.624199999962,124.5285860611102,3.2269276607817834,40
VI,359,PatchHuber,5,0.0,0.0,0.0,549.1449000110151,0.0,549.1531000006944,108.02479410686296,2.6906690673602607,40
VI,359,Full,5,0.8923999994294718,0.14039999223314226,11.09869999345392,827.9643999994732,0.0,840.4461999889463,85.08013332756809,2.039212322904574,40
VI,359,EstimatedFull,5,0.8256000000983477,0.1390999968862161,11.055999988457188,694.949099997757,405.7426000072155,1116.055200007395,85.98222837508962,1.7764568141559285,34
VI,385,Raw,5,0.0,0.0,0.0,570.3992999915499,0.0,570.4085999896051,159.6172913198029,3.618126120288611,40
VI,385,Huber,5,0.0,0.0,0.0,644.5361000078265,0.0,644.542599999113,149.0809301966489,2.697508456254624,40
VI,385,Patch,5,0.0,0.0,0.0,469.6221000049263,0.0,469.629499988514,120.89646732350747,3.6712972855027783,40
VI,385,PatchHuber,5,0.0,0.0,0.0,509.68440000724513,0.0,509.69170000462327,106.98075637345998,3.6394402068434797,40
VI,385,Full,5,0.9669999999459833,0.09670000872574747,11.267399997450411,427.99169999489095,0.0,440.48649999604095,92.64337372923852,2.5012971469387515,37
VI,385,EstimatedFull,5,0.8452000038232654,0.07920000643935055,10.79570000001695,572.4314000108279,383.0546000099275,971.0291999945184,93.34891738082159,2.078419029985587,34
VI,410,Raw,5,0.0,0.0,0.0,438.8057000032859,0.0,438.81340000370983,149.99136423094413,3.859915423344692,40
VI,410,Huber,5,0.0,0.0,0.0,479.4387000001734,0.0,479.4456999952672,145.20783063530612,3.5209015545180384,40
VI,410,Patch,5,0.0,0.0,0.0,255.83880000340287,0.0,255.8458999992581,107.62369076962797,4.283921012430425,26
VI,410,PatchHuber,5,0.0,0.0,0.0,405.87040000536945,0.0,405.8775000012247,100.33365195819303,4.140919632628667,40
VI,410,Full,5,0.8405999979004264,0.08329999400302768,10.80760000331793,305.65670000214595,0.0,317.39090000337455,54.2675143242239,2.8946722496536954,31
VI,410,EstimatedFull,5,0.8329999982379377,0.08089999028015882,10.98229999479372,456.3196999952197,314.43810000200756,782.5183999957517,54.923466627128285,3.000643671858552,30
VI,436,Raw,5,0.0,0.0,0.0,375.5801999941468,0.0,375.5912000051467,154.41723047099387,3.8702602599930533,37
VI,436,Huber,5,0.0,0.0,0.0,416.896299997461,0.0,416.90330000710674,149.52616520093144,3.340962699764515,40
VI,436,Patch,5,0.0,0.0,0.0,353.3466000080807,0.0,353.3534000016516,110.00255758452508,4.291904824329097,40
VI,436,PatchHuber,5,0.0,0.0,0.0,363.90700000629295,0.0,363.91360001289286,104.54313155129687,3.7857882123172226,40
VI,436,Full,5,0.8342999935848638,0.08369999704882503,10.742600003140979,366.8483999936143,0.0,378.6033999931533,76.16449400633161,3.227291783087797,40
VI,436,EstimatedFull,5,0.8246000070357695,0.07769999501761049,10.588300006929785,359.4774000084726,365.6889999983832,736.7629000073066,74.44332830745327,3.018882449193962,40
VI,462,Raw,5,0.0,0.0,0.0,441.61809999786783,0.0,441.62470000446774,163.50685752222506,4.693263098056791,40
VI,462,Huber,5,0.0,0.0,0.0,478.4609000053024,0.0,478.46800000115763,159.06098805514745,4.18355933112549,40
VI,462,Patch,5,0.0,0.0,0.0,312.02420000045095,0.0,312.03100000857376,116.23705004625958,4.95746381121864,33
VI,462,PatchHuber,5,0.0,0.0,0.0,391.4455000049202,0.0,391.4529999892693,108.57864191736095,4.616803987581018,40
VI,462,Full,5,0.857399994856678,0.08850000449456275,10.974400007398799,275.55910000228323,0.0,287.6321999938227,72.9780777219024,3.694726446235037,31
VI,462,EstimatedFull,5,0.8342999935848638,0.07959999493323267,11.09649999125395,441.89380000170786,216.28549999149982,668.1626999925356,73.13619582885603,3.7610114082836033,24
VI,487,Raw,5,0.0,0.0,0.0,392.2055999864824,0.0,392.21249999536667,162.33302582102706,4.862560300243368,32
VI,487,Huber,5,0.0,0.0,0.0,513.6390999978175,0.0,513.6459000059403,157.67213528216485,4.572457416263652,40
VI,487,Patch,5,0.0,0.0,0.0,346.4544000016758,0.0,346.46190000057686,108.31480871731603,4.651265620260131,34
VI,487,PatchHuber,5,0.0,0.0,0.0,427.0552999951178,0.0,427.0626000070479,98.56062311184516,3.9933091855326954,40
VI,487,Full,5,0.8307000098284334,0.08089999028015882,10.50519999989774,448.60490001155995,0.0,459.74459999706596,56.284340194509724,2.45857450210686,40
VI,487,EstimatedFull,5,0.8372000011149794,0.08090000483207405,10.600800000247546,392.08859999780543,434.92410000180826,838.187300003483,54.63668463660337,2.4589406629272625,40
IV,0,Raw,5,0.0,0.0,0.0,365.8489999943413,0.0,365.8558000024641,104.25570412650734,1.8842031441601357,40
IV,0,Huber,5,0.0,0.0,0.0,398.226599994814,0.0,398.2355999905849,79.42624176127643,1.4888684334220916,40
IV,0,Patch,5,0.0,0.0,0.0,394.40530000138097,0.0,394.41269999952056,96.28080438015765,1.4017608076473165,40
IV,0,PatchHuber,5,0.0,0.0,0.0,416.4509999973234,0.0,416.4591000007931,84.1835014693154,1.71735316749505,40
IV,0,Full,5,0.8335000020451844,0.08450000314041972,10.65349999407772,388.44219999737106,0.0,400.01569999731146,112.01325191243131,1.3558050360996288,40
IV,0,EstimatedFull,5,0.8426999993389472,0.08150000940077007,10.658899991540238,365.7191999955103,375.5266000080155,752.6759000029415,106.73313072908019,1.114149750188581,40
IV,124,Raw,5,0.0,0.0,0.0,789.2372000060277,0.0,789.2444000026444,168.10026766773413,4.738177600413993,40
IV,124,Huber,5,0.0,0.0,0.0,882.0988999941619,0.0,882.1064999938244,133.72583873793235,3.883123192046266,40
IV,124,Patch,5,0.0,0.0,0.0,578.4615000011399,0.0,578.4695999900578,127.52881263348725,4.758093127867819,40
IV,124,PatchHuber,5,0.0,0.0,0.0,611.0599000094226,0.0,611.0677999968175,95.28449448222658,4.191753672560159,40
IV,124,Full,5,0.825700000859797,0.12680000509135425,10.944000008748844,587.9833999933908,0.0,599.5561000017915,105.3625219370576,3.484864153140477,40
IV,124,EstimatedFull,5,0.8454000053461641,0.11850000009872019,10.758500007796101,787.0678999897791,336.7221999942558,1132.6736000046367,106.19870909417993,3.4249170496312824,23
IV,249,Raw,5,0.0,0.0,0.0,598.1746000034036,0.0,598.1818000000203,161.09443908038824,4.269345906087277,40
IV,249,Huber,5,0.0,0.0,0.0,706.810099989525,0.0,706.816699996125,140.1726442666936,3.297775561527159,40
IV,249,Patch,5,0.0,0.0,0.0,415.43979999551084,0.0,415.4471000074409,126.22590723926946,4.9976312864396455,40
IV,249,PatchHuber,5,0.0,0.0,0.0,439.77470000390895,0.0,439.78169999900274,109.09435806814147,4.7523824866549225,40
IV,249,Full,5,0.8254000131273642,0.12299999070819467,10.536899993894622,417.9712000041036,0.0,429.5034999959171,78.42240832244039,2.923331338598923,40
IV,249,EstimatedFull,5,0.9042000019690022,0.1154000055976212,10.71189998765476,598.9733999886084,415.49710000981577,1026.1806000053184,78.98643996811886,2.6058663676162204,40
IV,373,Raw,5,0.0,0.0,0.0,555.717299997923,0.0,555.7241000060458,158.40546733298297,3.4129945723852178,40
IV,373,Huber,5,0.0,0.0,0.0,591.3049000082538,0.0,591.312000004109,121.29471840539303,2.7581454272998216,40
IV,373,Patch,5,0.0,0.0,0.0,488.8325000065379,0.0,488.8402000069618,138.30910179490877,3.044589290216111,40
IV,373,PatchHuber,5,0.0,0.0,0.0,509.57609999750275,0.0,509.5835999964038,116.4332529496584,3.440533873450882,40
IV,373,Full,5,0.8308999967994168,0.12209999840706587,11.062799996579997,513.0719000007957,0.0,525.1046000048518,134.10777107701804,3.635444042752513,40
IV,373,EstimatedFull,5,0.8331999997608364,0.1171000039903447,10.7105000060983,554.165199995623,402.3514000000432,966.5285999944899,135.68754581935937,3.174889688286147,31
IV,498,Raw,5,0.0,0.0,0.0,398.1278999999631,0.0,398.1344999920111,127.59109128483759,2.0729841752691214,40
IV,498,Huber,5,0.0,0.0,0.0,428.29989999881946,0.0,428.30670000694226,104.85054137290676,1.928330389215377,40
IV,498,Patch,5,0.0,0.0,0.0,416.41019999224227,0.0,416.41779999190476,123.07056562666857,1.3507920443726484,40
IV,498,PatchHuber,5,0.0,0.0,0.0,357.62579999573063,0.0,357.6328999915859,100.2935092241692,1.4665164719619799,33
IV,498,Full,5,0.8259000023826957,0.11320000339765102,10.879000008571893,407.3841000063112,0.0,419.461900004535,163.40692428350445,2.231808027624613,40
IV,498,EstimatedFull,5,0.8786999969743192,0.08070000330917537,10.692600000766106,405.905999999959,394.4203999999445,811.687699999311,169.66376770823388,2.3193047468487724,40
IV,622,Raw,5,0.0,0.0,0.0,439.38000001071487,0.0,439.3869000050472,135.38579932664075,1.6410830176663729,40
IV,622,Huber,5,0.0,0.0,0.0,474.9630000005709,0.0,474.96970000793226,103.65629112707566,1.326465043610495,40
IV,622,Patch,5,0.0,0.0,0.0,440.60909999825526,0.0,440.61669999791775,138.27279895154558,1.2776927419831576,40
IV,622,PatchHuber,5,0.0,0.0,0.0,467.9277999966871,0.0,467.93469999101944,115.33120641603256,1.2917532530079896,40
IV,622,Full,5,0.843599991640076,0.08739999611862004,11.167299991939217,435.4517999890959,0.0,446.84990000678226,166.78937353480822,2.00279564282618,40
IV,622,EstimatedFull,5,0.8394000033149496,0.0788000033935532,11.275700002443045,436.6981999919517,417.6980999909574,866.6278000018792,178.25460247882071,1.8612965250837419,40
IV,747,Raw,5,0.0,0.0,0.0,411.87739999440964,0.0,411.88420000253245,136.31373112675598,1.9056966172425231,40
IV,747,Huber,5,0.0,0.0,0.0,444.2845000012312,0.0,444.29119999404065,105.56207554204575,1.9379045399563446,40
IV,747,Patch,5,0.0,0.0,0.0,425.774299990735,0.0,425.7810999988578,128.98588035298926,1.838314082823777,40
IV,747,PatchHuber,5,0.0,0.0,0.0,450.6981000013184,0.0,450.7052999979351,104.87760253272069,1.9383609370150676,40
IV,747,Full,5,0.8299999899463728,0.14119999832473695,10.943700006464496,400.4774000059115,0.0,412.55350000574253,149.82480823901267,1.6623771522490323,40
IV,747,EstimatedFull,5,0.8270999969681725,0.14029999147169292,10.66299999365583,411.47260001162067,380.2018999995198,807.7228999900399,167.7804698537063,1.5809023791160262,40
IV,871,Raw,5,0.0,0.0,0.0,385.54830000794027,0.0,385.5552000022726,139.07630159174855,2.7528554080669823,40
IV,871,Huber,5,0.0,0.0,0.0,425.1239000004716,0.0,425.1302000047872,99.06251000722743,2.215638642638377,40
IV,871,Patch,5,0.0,0.0,0.0,399.29480000864714,0.0,399.3017000029795,134.01817625493695,2.684168669349345,40
IV,871,PatchHuber,5,0.0,0.0,0.0,427.22779999894556,0.0,427.2347000078298,108.49814870035914,2.7625101791663207,40
IV,871,Full,5,0.8343999943463132,0.10450000991113484,10.831299994606525,353.31970000697765,0.0,365.1599000004353,107.72093410116715,3.1275819225445245,40
IV,871,EstimatedFull,5,0.8471999899484217,0.07589999586343765,10.907400006544776,385.8612999902107,333.90729999518953,731.0339999967255,126.26772670951297,2.5755185129776805,40
IV,996,Raw,5,0.0,0.0,0.0,403.13580000656657,0.0,403.1432999909157,141.85110024501023,2.515631001700312,40
IV,996,Huber,5,0.0,0.0,0.0,433.0149000015808,0.0,433.0216000089422,105.17818182701835,2.131782411188312,40
IV,996,Patch,5,0.0,0.0,0.0,408.9473000058206,0.0,408.9546000031987,141.69147620208645,2.0547618893131445,40
IV,996,PatchHuber,5,0.0,0.0,0.0,432.9260000085924,0.0,432.9335000074934,103.48803215235972,1.7540771153727883,40
IV,996,Full,5,0.829399999929592,0.08170001092366874,11.068299994803965,367.9913999949349,0.0,379.88449999829754,143.0369317345011,3.4631412233750036,40
IV,996,EstimatedFull,5,0.8347999973921105,0.0771000050008297,10.824999990290962,401.45240000856575,346.05299998656847,760.3923999995459,160.3013134338071,2.6450534217788277,40
IV,1120,Raw,5,0.0,0.0,0.0,397.12239999789745,0.0,397.13019999908283,143.1728703645833,2.4382122781760978,40
IV,1120,Huber,5,0.0,0.0,0.0,432.3998999898322,0.0,432.4064999964321,103.90457682145686,1.9344964705418202,40
IV,1120,Patch,5,0.0,0.0,0.0,418.1529000052251,0.0,418.15979999955744,148.72780587222292,1.8512874682616691,40
IV,1120,PatchHuber,5,0.0,0.0,0.0,448.43639999453444,0.0,448.4437000064645,121.19263073902695,1.4106786462122878,40
IV,1120,Full,5,0.8229999948525801,0.08109999180305749,10.690399998566136,360.56340001232456,0.0,372.2533999971347,168.3017645729727,2.7565085186909566,40
IV,1120,EstimatedFull,5,0.8331999997608364,0.07829999958630651,10.930300006293692,399.79830000083894,341.8878999946173,756.1293000035221,186.9631470531254,2.0026684434480058,40
IV,1245,Raw,5,0.0,0.0,0.0,428.89690000447445,0.0,428.9040000003297,155.61756898460317,2.2760936553935633,40
IV,1245,Huber,5,0.0,0.0,0.0,461.368099990068,0.0,461.374499995145,121.8238176670565,2.314591530376495,40
IV,1245,Patch,5,0.0,0.0,0.0,400.5825000058394,0.0,400.58960000169463,152.79219288749562,0.9014329389902683,40
IV,1245,PatchHuber,5,0.0,0.0,0.0,429.92470000172034,0.0,429.9323000013828,122.02205220607857,1.38713127188757,40
IV,1245,Full,5,0.8492999913869426,0.0855999969644472,11.040800003684126,366.3481999974465,0.0,378.7665999989258,172.20123798882295,2.257441951424812,40
IV,1245,EstimatedFull,5,0.8345999958692119,0.07909999112598598,10.714499992900528,428.83780000556726,345.17429998959415,784.4659999973373,197.62743549560923,1.9402431054757852,40
IV,1369,Raw,5,0.0,0.0,0.0,432.9232000018237,0.0,432.93069998617284,151.29012295322303,2.146188893464312,40
IV,1369,Huber,5,0.0,0.0,0.0,471.7534999945201,0.0,471.76080000645015,113.11753267498939,1.6270453091455737,40
IV,1369,Patch,5,0.0,0.0,0.0,423.07469999650493,0.0,423.082199995406,139.0427700331259,1.4153733630404421,40
IV,1369,PatchHuber,5,0.0,0.0,0.0,448.47160000063013,0.0,448.4797999903094,109.38319454758437,1.7884258919871423,40
IV,1369,Full,5,0.8368999988306314,0.08090000483207405,11.05729999835603,386.5931000036653,0.0,399.0007999964291,104.12778680426545,2.3077891860808077,40
IV,1369,EstimatedFull,5,0.8409000001847744,0.07690000347793102,10.784799989778548,432.3445000045467,373.0832000001101,817.9939999972703,110.51144834449046,2.062595992949156,40
IV,1494,Raw,5,0.0,0.0,0.0,425.6727000029059,0.0,425.6795000110287,151.9955170196076,1.4997132953403987,40
IV,1494,Huber,5,0.0,0.0,0.0,459.2040999996243,0.0,459.2108999931952,105.10841323812987,1.2347032149323494,40
IV,1494,Patch,5,0.0,0.0,0.0,390.23900000029244,0.0,390.2461999969091,163.60582988287211,1.3241112192700535,40
IV,1494,PatchHuber,5,0.0,0.0,0.0,422.75000001245644,0.0,422.7571999945212,125.81733446579565,1.4584434114195235,40
IV,1494,Full,5,0.8428000001003966,0.08169999637175351,11.330100009217858,352.50949999317527,0.0,363.91689999436494,179.24036837277592,1.968432930504963,40
IV,1494,EstimatedFull,5,0.8343999943463132,0.0779999973019585,10.79050000407733,430.5537999898661,335.30619999510236,777.5591999961762,187.91827723643843,1.6501242267617235,40
IV,1618,Raw,5,0.0,0.0,0.0,503.2859000057215,0.0,503.2941000099527,147.48163246423522,2.5082625752725303,40
IV,1618,Huber,5,0.0,0.0,0.0,552.6902999990853,0.0,552.6975999964634,97.80179061376047,1.7037786784426836,40
IV,1618,Patch,5,0.0,0.0,0.0,460.56659999885596,0.0,460.5745000008028,137.05147399203767,2.3535020137226663,40
IV,1618,PatchHuber,5,0.0,0.0,0.0,489.46549999527633,0.0,489.4728000072064,96.81312128475288,2.8424971925951343,40
IV,1618,Full,5,0.8375000033993274,0.10940000356640667,11.109300001407973,413.7590000027558,0.0,425.7738000014797,158.92633882413512,1.8961309333804912,40
