scan_id,range_m,point_count,down_count,converged,ransac_fitness,icp_fitness,ransac_iters,n_corr,translation_error_m,attitude_error_deg,terr_vec_target_x,terr_vec_target_y,terr_vec_target_z,rot_err_axis_x,rot_err_axis_y,rot_err_axis_z,symmetry_equivalent_rotation_k,runtime_s,icp_rmse,angular_rate_deg_s
440,9.808141759350187,11862,3299,0,0.0017167381974248926,0.6469957081545065,10240,138,0.13679607924192785,50.53525517106857,0.030125166716801918,0.1301698666019558,0.029350425126013463,0.8201742565875452,-0.037037573757835486,-0.5709136598131109,0,0.6927686000126414,0.0420929554999786,6.398327639134053
445,9.807085757607151,9729,2930,0,0.001072961373390558,0.19377682403433477,12288,114,1.2615787131276328,68.2517968635097,0.5682000922512094,-0.9950808071252296,-0.5277723864257139,-0.5545037191784049,0.7974445727941892,0.23792389274389725,2,0.7497255000052974,0.05532990234859435,8.267025115233874
450,9.750321095056409,10650,3236,0,0.0006437768240343348,0.6244635193133047,20480,115,0.13853713310638702,21.513164462882827,0.025642799466477614,0.07309761970606932,-0.11485522225029934,0.8257541018680465,-0.03868658597891625,-0.5627019737955359,2,0.8099724000203423,0.05017287593729305,8.265208262057383
455,9.641368365851914,10133,3117,0,0.0012875536480686696,0.651931330472103,26624,117,0.15093047635928783,58.53872484948926,0.032643719719789174,-0.0436318626182943,-0.14075033506658405,0.837166874892267,-0.06897795723458226,-0.5425805608376139,2,0.7796898999949917,0.043103772256581574,8.237365497627133
460,9.541552303477355,9706,2606,0,0.0012875536480686696,0.609656652360515,47104,103,0.14822188393428565,4.4013179619308715,0.03099318078684632,-0.10892161712804097,-0.09563070084421199,-0.6923904906299617,0.17194682527146302,0.7007351124100074,2,0.8798254000139423,0.0436176053240856,8.224042258407728
465,9.437228850705116,10747,3003,0,0.001072961373390558,0.08497854077253218,51200,114,2.0508248206202864,90.96860890731284,-0.03142938301343823,1.8271232569881026,0.9308680048904976,-0.026412277024300535,0.997897894947447,-0.059179243674162246,2,1.024073500011582,0.033941374423376275,5.616289143074467
470,9.340085627267076,9166,2757,0,0.0012875536480686696,0.34012875536480686,16384,108,0.4388412025948225,55.674611874099874,0.09056994043305881,0.10227704403958852,-0.4170348825306419,-0.5555257087071013,0.12703728214764207,0.8217376198702439,0,0.7345131000038236,0.05831458656792314,8.224739904976317
475,9.245319846505907,9091,2586,0,0.0006437768240343348,0.21738197424892705,16384,109,1.2413883146383229,125.97507128020492,1.0171987441765071,-0.4200743784997395,0.5743597993369397,-0.1741874983992563,0.9798979840838096,0.09725562292173774,1,0.6668969000456855,0.06028607918644761,8.264461509011687
480,9.131199615487278,11025,2830,0,0.0015021459227467812,0.617381974248927,26624,130,0.14238115308594693,7.342010386873186,0.02439448397975094,0.06005692400002538,0.12676934876026105,0.8922181307551957,-0.04995900387371524,-0.4488328253187932,0,0.7659005000023171,0.04296238341819898,7.9570208726237714
485,9.030787230575028,9265,2488,0,0.0008583690987124463,0.20321888412017167,14336,119,0.857013411457939,76.61168036357938,-0.19427235863288833,0.5451249980056054,0.6321146847205638,0.15674889604346742,0.9800408712147173,-0.12226886086756586,0,0.6142007999587804,0.05807979419483245,7.953350547868371
490,8.937197289567015,9149,2418,0,0.0017167381974248926,0.5920600858369098,8192,126,0.14755575048074313,12.442641507090134,0.029963790834551744,0.14289264500121857,-0.02136732887644787,0.81448002289107,-0.07683305791840156,-0.5750817103006055,0,0.5637163000064902,0.04773905862362689,8.789017769015496
495,8.837939325471634,10329,2762,0,0.002145922746781116,0.6111587982832618,2048,134,0.13214370897222458,6.119334521921613,0.026305066289556846,0.08207358628908823,-0.10016950505061714,0.8045994172218802,-0.04676112372774165,-0.591973964895357,2,0.5282343000289984,0.042953682705401904,8.42151300719699
500,8.74651829842418,9491,2554,0,0.0008583690987124463,0.5736051502145922,8192,109,0.16067060998801488,56.73851866586763,0.03793435952528163,-0.0022919384346302904,-0.15611142270679412,0.8227901720284652,-0.07592355433702494,-0.5632512287693667,0,0.5905728000216186,0.047159407607520035,0.0
