scan_id,range_m,point_count,down_count,converged,ransac_fitness,icp_fitness,ransac_iters,n_corr,translation_error_m,attitude_error_deg,terr_vec_target_x,terr_vec_target_y,terr_vec_target_z,rot_err_axis_x,rot_err_axis_y,rot_err_axis_z,symmetry_equivalent_rotation_k,runtime_s,icp_rmse,angular_rate_deg_s
190,13.238090707779161,8581,2981,0,0.001072961373390558,0.66931330472103,8192,120,0.12698161667160732,3.6991506227466564,0.0007126260555843644,0.022599499090389257,-0.12495233402183176,-0.5855057709676286,0.31194688074749793,0.7482460395855826,2,0.5931864000158384,0.04557878962651523,7.475850317419152
195,13.141794145183374,10514,3315,0,0.001072961373390558,0.23648068669527897,38912,111,1.2309419503601828,136.18885185602548,0.8979177825341074,-0.8373050485926928,0.08878060918212716,0.28929841894305586,0.8639908778611153,0.4120997303685453,0,1.018564299971331,0.0591852168789953,9.951664296035295
200,13.03776775270694,10635,3491,0,0.0012875536480686696,0.2931330472103004,6144,116,0.6663056238378916,42.733216699377245,0.30353772428667974,0.43249540892916094,0.40592580054495553,0.4534212587613472,0.7347430617685503,-0.5045411730337295,2,0.7567820000112988,0.05929193299559298,10.157969209528568
205,12.933481416731613,9601,3236,0,0.0017167381974248926,0.6463519313304721,16384,104,0.12751812287902048,58.18262698092163,0.0036586169731976995,-0.11282239700791949,0.059317728528828516,0.8304627008536067,-0.0481326010248046,-0.5549909505654302,2,0.7596244000014849,0.04587562895175208,7.4662435632356265
210,12.828232968864574,10808,3496,0,0.0012875536480686696,0.1982832618025751,10240,118,0.7724574310340411,90.55931741277756,-0.23427715026321425,-0.6968178867127911,-0.2371698386839644,-0.076120868645952,0.7883131832312849,-0.6105472451009376,0,0.7915432999725454,0.05508918326522896,5.583404727116077
215,12.735961507181898,9341,3065,0,0.0008583690987124463,0.24892703862660945,4096,101,0.7495781799575492,107.45211581548801,0.31229183510509895,-0.5598331272945419,0.3884946938875419,0.6300058571976734,-0.3876908321412025,0.6728955628998358,2,0.6045875999843702,0.05999786823100056,8.33641357714259
220,12.643984979361413,10048,3247,0,0.0006437768240343348,0.26373390557939913,14336,96,1.2395478475256425,127.2348370665549,1.1182563634711014,0.014496704400249305,0.5345759229738783,-0.5891693184763723,0.5895333730415729,-0.5525666622556165,0,0.7501890000421554,0.060837413300029106,8.330761374201225
225,12.551285349648856,10357,3166,0,0.0017167381974248926,0.08626609442060086,65536,126,2.056823292752605,99.92072813004341,-0.00427499378531071,-1.8200065815218185,-0.958164821549543,-0.08571510000274997,0.8904265854473231,0.446982569637944,0,1.1994402999989688,0.034710594998522554,8.377598454981324
230,12.452096231625461,10167,3211,0,0.0017167381974248926,0.08991416309012876,6144,112,2.0626580300323547,99.45710086777169,0.4711198420736229,-1.7927088883168933,0.9048751764807594,0.14084040663397165,0.8552693669309808,0.49867653829777964,1,0.6487896000035107,0.038773275361628314,5.562531432651991
235,12.366729336339095,9704,3157,0,0.0015021459227467812,0.44356223175965664,55296,108,0.3308406235780407,55.50515361148205,0.04672807185497778,-0.31554999228566355,-0.08775082836498199,0.8290189949697467,-0.24402883966169636,-0.5031673989764411,2,1.1055001000058837,0.05451709624669704,9.247385580504547
