scan_id,timestamp,range_m,point_count,median_residual_m,p90_residual_m,p95_residual_m,max_residual_m,mean_residual_m,std_residual_m,excess_return_count,excess_return_fraction,missing_proxy,dt_seconds,r1_frac,r2_backface_frac,r3_fov_frac,r4_structured_frac,large_noise_frac,model_backface_frac,model_fov_trunc_frac,model_visible_frac,r4_point_count,large_noise_count,mean_signed_residual
124,1751982916.392,14.687577324564252,10156,0.07321013184801081,0.18542765758629742,0.23518980027213293,0.7962561564143014,0.09146762031992552,0.07994490725402037,55,0.005415517920441118,0.5923268165894451,1.2349998950958252,0.12337534462386766,0.13204017329657344,0.0,0.7428121307601417,0.0017723513194170934,0.47847355237954914,0.0,0.5215264476204509,7544,18,-0.05805261893618774
125,1751982917.622,14.659026642294023,11449,0.07199012049494236,0.1678912663987824,0.21437925102125824,0.7915778063055738,0.08551285556283608,0.07367448429120833,45,0.003930474277229453,0.5548438073200327,1.2300000190734863,0.14167176172591492,0.11870032317232947,0.0,0.7382304131365185,0.0013975019652371387,0.4778694563135406,0.0,0.5221305436864594,8452,16,-0.053367929250451134
126,1751982918.702,14.637767480418898,10398,0.07006382333671743,0.1460970043844839,0.1813373374194528,0.7779016352750006,0.07946595408312078,0.0647279246037296,30,0.0028851702250432777,0.5685810144069469,1.0799999237060547,0.1432967878438161,0.11492594729755723,0.0,0.7399499903827659,0.0018272744758607423,0.4773979667010461,0.0,0.5226020332989538,7694,19,-0.04607834727154541
127,1751982919.781,14.616628949070885,9957,0.07641669859624395,0.15905988235952967,0.20918779824664255,0.7911857595837326,0.08603678580580577,0.07206863209562873,42,0.004218137993371497,0.5764277241145569,1.0789999961853027,0.12764889022798032,0.12724716280004017,0.0,0.743798332831174,0.0013056141408054635,0.4783262118756446,0.0,0.5216737881243554,7406,13,-0.051608976780565155
128,1751982920.86,14.595553974622922,9064,0.07985612168405504,0.19039311999103872,0.2407911063456971,0.7524673490114664,0.09233716577511861,0.07704516094121451,38,0.004192409532215357,0.6519531360812459,1.0789999961853027,0.11407766990291263,0.13680494263018536,0.0,0.7470211827007943,0.0020962047661076785,0.48060998968616475,0.0,0.5193900103138352,6771,19,-0.057050907948267615
129,1751982921.925,14.567585554408836,8686,0.0758448852264095,0.2083872400058876,0.2526285506742537,0.7690143894979716,0.09490392940076042,0.08144044096920708,37,0.004259728298411237,0.6545843600051874,1.065000057220459,0.11466728068155653,0.1434492286437946,0.0,0.7396960626295188,0.0021874280451300945,0.5455429497568882,0.0,0.45445705024311184,6425,19,-0.062442692375244406
130,1751982923.165,14.546768643248061,9958,0.06571330410342738,0.17832704633208418,0.23359895956605944,0.7449367911157561,0.08657926950030059,0.0772415335114863,43,0.004318136171922073,0.6235843150645951,1.2400000095367432,0.1256276360715003,0.1258284796143804,0.0,0.7435227957421169,0.00502108857200241,0.48221600117872404,0.0,0.517783998821276,7404,50,-0.050592216543226064
131,1751982924.409,14.519196882979271,10547,0.06295276781946597,0.16957193748626412,0.22744150767013926,0.7566986257134103,0.08276901676383636,0.07569492828442906,45,0.004266616099364748,0.5681270381397987,1.24399995803833,0.14165165449890965,0.12003413292879492,0.0,0.7352801744571916,0.003034038115103821,0.4804037129806984,0.0,0.5195962870193016,7755,32,-0.04418627336703802
132,1751982925.65,14.491798031540393,10688,0.062354976234502195,0.15764673793301678,0.20746118483929438,0.775100917563932,0.07841534101003958,0.07113013954637902,35,0.003274700598802395,0.5609756097560976,1.2410001754760742,0.1660741017964072,0.1185441616766467,0.0,0.7127619760479041,0.002619760479041916,0.4810814792986592,0.0,0.5189185207013408,7618,28,-0.03935910609253216
133,1751982926.89,14.471394050423028,10788,0.06450652231609105,0.15114678185106006,0.20581332660763893,0.7698506959716395,0.07870130411975232,0.07147541329936409,42,0.00389321468298109,0.5591391727632441,1.2400000095367432,0.16230997404523545,0.12615869484612532,0.0,0.7084723767148684,0.0030589543937708566,0.4824075438337999,0.0,0.5175924561662001,7643,33,-0.037524246776147935
134,1751982928.125,14.444271628908604,10663,0.06813657982752536,0.17102771347804385,0.22325484258281147,0.7518585753793571,0.08455098431516549,0.07613640524503919,50,0.00468911188220951,0.5933727202671462,1.2349998950958252,0.13907905842633406,0.12941948794898248,0.0,0.7300009378223764,0.001500515802307043,0.48376307646972155,0.0,0.5162369235302785,7784,16,-0.044995792184683976
135,1751982929.365,14.41719486420271,10940,0.06932735451878111,0.17643771501753486,0.23025754774549773,0.7375136294559251,0.08648655056222183,0.07569320568544431,39,0.0035648994515539304,0.5816739570411961,1.2400000095367432,0.1360146252285192,0.13455210237659965,0.0,0.7276051188299817,0.0018281535648994515,0.5486371003388831,0.0,0.45136289966111687,7960,20,-0.053067089090837585
136,1751982930.605,14.390246423194705,10731,0.06361725726657763,0.16305262176467666,0.2104803067171244,0.7421781636583766,0.082259358525624,0.07385054807551175,53,0.004938961886124312,0.5890532544378698,1.2400000095367432,0.13419066256639642,0.12580374615599665,0.0,0.7373963283943714,0.002609262883235486,0.5019890968027111,0.0,0.4980109031972889,7913,28,-0.04812893829567538
137,1751982931.85,14.370082879632704,11015,0.05987478423003432,0.15546747409334036,0.20553873716573698,0.7599530978241086,0.07879190631304125,0.07254026990014606,45,0.0040853381752156154,0.5500471309060917,1.244999885559082,0.15451656831593283,0.12401270994098956,0.0,0.7200181570585565,0.0014525646845211075,0.49980845734492413,0.0,0.5001915426550759,7931,16,-0.04511463193126804
138,1751982932.975,14.34323824134613,10262,0.054893065097929385,0.1435695221522387,0.1790528892417221,0.7732657137522271,0.0727523003261232,0.06805912280605247,37,0.0036055349834340283,0.55292389068469,1.125,0.17910738647437147,0.11625414149288638,0.0,0.7024946404209705,0.0021438316117715845,0.498600265212907,0.0,0.501399734787093,7209,22,-0.03656423870419207
139,1751982934.105,14.323136140334247,9822,0.05944511707601306,0.14015686213831155,0.18760576387078529,0.7444411225420138,0.07482843295125337,0.06804215818260431,32,0.003257992262268377,0.5768610549154133,1.130000114440918,0.1801058847485237,0.11341885563021788,0.0,0.7036245163917736,0.0028507432294848298,0.4974657433328422,0.0,0.5025342566671578,6911,28,-0.03873745579760074
140,1751982935.225,14.296327223844521,9276,0.06905642900640238,0.1594420723310352,0.21592135460636716,0.7471313288327124,0.08311492059011417,0.07288723377232212,32,0.0034497628288055198,0.5996529717966061,1.119999885559082,0.1414402759810263,0.1288270806382061,0.0,0.7271453212591634,0.00258732212160414,0.49899808457344924,0.0,0.5010019154265507,6745,24,-0.04598333211058148
141,1751982936.349,14.276227194289183,9314,0.07326464070942988,0.16479351628283986,0.21187095472140882,0.7692750098091244,0.08535036189573804,0.07385411463623877,46,0.004938801803736311,0.6468705787239777,1.124000072479248,0.13656860639896928,0.1359244148593515,0.0,0.7254670388662229,0.0020399398754563022,0.5626049801090319,0.0,0.437395019890968,6757,19,-0.048865031189099184
142,1751982937.479,14.256095871296951,9744,0.06878611427970743,0.1671889259136792,0.21688820769349562,0.7456096266332488,0.08515736464263356,0.07361942426670302,41,0.004207717569786535,0.6141845875130003,1.130000114440918,0.13197865353037766,0.12992610837438423,0.0,0.7361453201970444,0.0019499178981937603,0.5608221600117872,0.0,0.43917783998821275,7173,19,-0.048182565475906734
143,1751982938.609,14.229328760640572,10344,0.06593133491576676,0.1742907708001906,0.22359306411693444,0.7457264821606941,0.08603665198771625,0.07624379977658965,47,0.00454369682907966,0.6099979464311908,1.1299998760223389,0.13060711523588553,0.10914539829853055,0.0,0.7587006960556845,0.0015467904098994587,0.49776042434065126,0.0,0.5022395756593487,7848,16,-0.04988823035832225
144,1751982939.733,14.209368079087437,10705,0.0655995888573264,0.14969537314577244,0.18399986156349796,0.7521554107062906,0.07877891787068184,0.06695043666440262,32,0.0029892573563755254,0.541949251637044,1.124000072479248,0.1410555815039701,0.10751985053713219,0.0,0.7500233535730967,0.0014012143858010276,0.49597760424340653,0.0,0.5040223957565935,8029,15,-0.04089156241609051
145,1751982940.862,14.182943462871554,11321,0.06774419358554061,0.15005866423196595,0.1850232583483171,0.7655837514907992,0.07853246631209004,0.06826039217147356,41,0.0036215881989223567,0.5282853127196064,1.128999948501587,0.16226481759561875,0.1070576804169243,0.0,0.7292641992756823,0.0014133027117745783,0.49680271106527185,0.0,0.5031972889347281,8256,16,-0.04166582911867297
146,1751982941.861,14.16320457424696,9778,0.07243065497541884,0.1421226255010095,0.1689071302140991,0.7752782491152376,0.07845271164860426,0.062171346989977457,23,0.0023522192677439147,0.5471642754452366,0.999000072479248,0.14890570668848435,0.1138269584782164,0.0,0.7353241971773369,0.0019431376559623645,0.49781936054221304,0.0,0.5021806394577869,7190,19,-0.04295628476891019
147,1751982942.855,14.143474594499684,9198,0.07795597617276509,0.15723000322083358,0.20690440730507292,0.7689046493033427,0.08605108646141797,0.06867324243480875,29,0.0031528593172428787,0.5891957207273585,0.9939999580383301,0.11893889976081756,0.12676668841052402,0.0,0.7516851489454229,0.002609262883235486,0.5000589362015618,0.0,0.49994106379843817,6914,24,-0.05047698278673757
148,1751982943.854,14.12371075149208,8631,0.074273013341059,0.1645245139521276,0.216092398733025,0.7597855159265617,0.08593483913245545,0.07201717092147782,32,0.003707565751361372,0.6508494038974636,0.999000072479248,0.12663654269493685,0.1630170316301703,0.0,0.7066388599235315,0.003707565751361372,0.5637395019890968,0.0,0.4362604980109032,6099,32,-0.05024139432278699
149,1751982945.004,14.103986439419636,10108,0.07077417150095407,0.1853083202307278,0.2370469125796514,0.7817125747623765,0.08931951895037232,0.07781767229976788,43,0.004254056193114365,0.631709837865771,1.1499998569488525,0.12534626038781163,0.1446379105658884,0.0,0.7280371982588049,0.0019786307874950534,0.5438043318108148,0.0,0.4561956681891852,7359,20,-0.05330995712775235
150,1751982946.158,14.077747969703605,10345,0.06385941818972715,0.17340191295587645,0.22328123646485562,0.7411118246461108,0.08412796035076334,0.07537095527142738,39,0.0037699371677138716,0.6303801903871985,1.1540000438690186,0.1430642822619623,0.1345577573707105,0.0,0.7198646689221846,0.0025132914451425807,0.49541771032856935,0.0,0.5045822896714307,7447,26,-0.049128486086996145
151,1751982947.314,14.058022363961085,10292,0.061006622933033564,0.163237198165334,0.2227401213314908,0.7562083047123681,0.08073633289817853,0.0752128371139392,41,0.003983676642052079,0.6021884003142915,1.1559998989105225,0.16352506801399144,0.12912942090944424,0.0,0.70501360279829,0.002331908278274388,0.4936938264328864,0.0,0.5063061735671136,7256,24,-0.045744534823486886
152,1751982948.468,14.038232699906496,10545,0.05828331021345151,0.14566312026695222,0.19723172734133598,0.753777236369663,0.07492556977230293,0.06976958194477424,36,0.0034139402560455193,0.5903425433626776,1.1540000438690186,0.19544807965860597,0.1269796111901375,0.0,0.6759601706970128,0.0016121384542437174,0.4928687196110211,0.0,0.5071312803889789,7128,17,-0.03949658658800167
153,1751982949.623,14.01183319900148,10512,0.06057619284010683,0.14315221969279274,0.1910365709112583,0.7359340992699835,0.0757909467326409,0.06885588356467054,36,0.003424657534246575,0.6035404918318702,1.1549999713897705,0.1709474885844749,0.1268074581430746,0.0,0.7006278538812786,0.0016171993911719938,0.4931191984676588,0.0,0.5068808015323413,7365,17,-0.04068675826225171
154,1751982950.776,13.992079532014461,10519,0.06137556937781013,0.14213680047240088,0.17287506478463566,0.7719694355351477,0.07455402726317312,0.0650581472384504,31,0.002947048198497956,0.6227158619884406,1.1530001163482666,0.15999619735716322,0.13071584751402224,0.0,0.7073866337104288,0.0019013214183857781,0.4952409017238839,0.0,0.5047590982761161,7441,20,-0.03993446553487514
155,1751982951.922,13.965763519158449,10353,0.066652800236738,0.15623889781036465,0.20527067871432256,0.7595956667740896,0.08086205685287316,0.07247979225691516,44,0.0042499758524099296,0.6239858338699291,1.1459999084472656,0.1469139379889887,0.13889693808557907,0.0,0.7117743649183812,0.0024147590070510965,0.5423603948725505,0.0,0.45763960512744956,7369,25,-0.04491984604461968
156,1751982953.077,13.94598903212343,10604,0.06512106931621589,0.16774831342730437,0.22873508531056216,0.7611376924245618,0.08352380248480244,0.07304448570644193,34,0.003206337231233497,0.6299844566906881,1.1549999713897705,0.1381554130516786,0.12731044888721238,0.0,0.73113919275745,0.0033949453036589967,0.4786356269338441,0.0,0.5213643730661559,7753,36,-0.04946945909947649
157,1751982954.223,13.919611517916259,10677,0.06412932232778405,0.1686067759484079,0.21945942163727786,0.7642360961533174,0.0834945724954088,0.07515078938530657,47,0.004401985576472792,0.5958202893645824,1.1460001468658447,0.14123817551746745,0.13215322656176828,0.0,0.7233305235553058,0.0032780743654584623,0.47757477530573156,0.0,0.5224252246942684,7723,35,-0.04898095862295844
158,1751982955.378,13.899862572912042,10773,0.05997526654672761,0.15621243391121,0.2066576090830305,0.773627309012643,0.07874467571228619,0.07150334958212957,39,0.003620161514898357,0.5668019617791308,1.1549999713897705,0.16086512577740647,0.1306971131532535,0.0,0.7050960735171261,0.003341687552213868,0.477265360247532,0.0,0.5227346397524679,7596,36,-0.0441628302516921
159,1751982956.525,13.873616476201475,10628,0.06050635158396844,0.14957079876587207,0.2009544229969455,0.7480606350897571,0.07720251188313228,0.07031963690073512,36,0.003387278885961611,0.57035848047084,1.1470000743865967,0.16785848701543093,0.13351524275498683,0.0,0.6966503575461046,0.0019759126834776063,0.4767791365846471,0.0,0.5232208634153529,7404,21,-0.041501466754629054
160,1751982957.679,13.85395377127082,9894,0.0677876555570543,0.14908772993456798,0.20904677032490898,0.7356677192630177,0.08080502226596246,0.07075825597757705,34,0.003436426116838488,0.5959091550289181,1.1539998054504395,0.14503739640185973,0.14149989892864362,0.0,0.7106327066909238,0.0028299979785728724,0.477751583910417,0.0,0.5222484160895831,7031,28,-0.041461137296816816
161,1751982958.83,13.827750275102815,9680,0.07185077016300612,0.15886724949392655,0.20715144495051438,0.7633196416041259,0.0840292388068301,0.07293021720607294,40,0.004132231404958678,0.6507987017119583,1.1510000228881836,0.12737603305785125,0.17169421487603306,0.0,0.697004132231405,0.003925619834710744,0.5369677324296449,0.0,0.4630322675703551,6747,38,-0.044621255345254046
162,1751982959.984,13.808045480218299,9527,0.07041661757756239,0.1606863860317733,0.1989112713178651,0.7449087903107122,0.08431570337701541,0.07185538176193375,40,0.004198593471187152,0.6312427033337658,1.1540000438690186,0.12942164374934398,0.15776214967985724,0.0,0.7115566285294427,0.0012595780413561456,0.5456608221600118,0.0,0.45433917783998823,6779,12,-0.0471382607618422
163,1751982961.139,13.781757470174657,9796,0.07134832247555148,0.17772158403435107,0.22018551896409702,0.7253569138279874,0.08937720423650573,0.07646415903903213,43,0.0043895467537770514,0.6301241707773431,1.1549999713897705,0.13005308289097592,0.13454471212739894,0.0,0.7310126582278481,0.0043895467537770514,0.4802711065271843,0.0,0.5197288934728157,7161,43,-0.05538619597535521
164,1751982962.293,13.762184961784557,10757,0.07004765472170178,0.1725607820930984,0.21935495401569247,0.7517130107635522,0.08676021939404231,0.07592331415719104,48,0.004462210653527935,0.569107758377126,1.1540000438690186,0.13516779771311704,0.12791670540113415,0.0,0.7344055033931394,0.0025099934926094635,0.47850302048033005,0.0,0.52149697951967,7900,27,-0.05568163944489959
165,1751982963.448,13.736235167938338,11969,0.0695841211252117,0.15730325993603167,0.19584374539637323,0.7660655113469007,0.0812835233082592,0.06906546054871049,40,0.003341966747430863,0.5504191008382017,1.1549999713897705,0.15473306040604895,0.12006015540145376,0.0,0.7237864483248392,0.0014203358676581168,0.4779283925151024,0.0,0.5220716074848976,8663,17,-0.04937565033765014
166,1751982964.413,13.723296785821729,10122,0.07010346191889798,0.14199620220253178,0.1801671900999781,0.7615211104885747,0.07889309592129205,0.06657469434719665,38,0.003754198774945663,0.5500620837566317,0.9650001525878906,0.15411973918197985,0.11726931436475005,0.0,0.7261410788381742,0.0024698676150958308,0.47788419036393104,0.0,0.522115809636069,7350,25,-0.04407185377989969
167,1751982965.376,13.703858539150424,9417,0.07997286335860398,0.1632462995643757,0.21753802225548766,0.7596392637219204,0.08714076768192071,0.0707482864625539,33,0.003504300732717426,0.5872935053179452,0.9629998207092285,0.13029627269831157,0.12732292662206648,0.0,0.7405755548476161,0.0018052458320059466,0.479121850596729,0.0,0.5208781494032709,6974,17,-0.05366700820575957
168,1751982966.34,13.684381456803191,8664,0.08351954353521532,0.18752061761009958,0.23717632087550186,0.7402162315631649,0.09242567483884251,0.07590653836134582,34,0.0039242843951985225,0.6519779525750703,0.9639999866485596,0.12384579870729455,0.13700369344413665,0.0,0.7352262234533703,0.0039242843951985225,0.48675408869898334,0.0,0.5132459113010166,6370,34,-0.05736111008261963
169,1751982967.454,13.658391915791478,9807,0.07922468427807593,0.20843194720606417,0.25095068344048366,0.7654016748328806,0.09634106783629702,0.08153893202146446,45,0.004588559192413582,0.6439900507155086,1.1140000820159912,0.12032221882328949,0.15325787702661364,0.0,0.7236667686346487,0.0027531355154481493,0.543878002062767,0.0,0.45612199793723296,7097,27,-0.061544087834048126
170,1751982968.564,13.638922235136835,9817,0.0692958246656798,0.19096865741296123,0.24412439371457367,0.7532798540999024,0.0900071392692423,0.07833722560615398,39,0.003972700417642865,0.6503858969612394,1.1099998950958252,0.13120097789548743,0.12773759804420903,0.0,0.7368849954161149,0.004176428644188652,0.48264328864004713,0.0,0.5173567113599529,7234,41,-0.05434748743218757
171,1751982969.679,13.619456783964404,10203,0.06603627400121645,0.1745974858094578,0.22836833934795392,0.7388023748161127,0.08514003315968258,0.07612547281179854,42,0.004116436342252279,0.5736718062299457,1.1150000095367432,0.1452513966480447,0.12770753699892187,0.0,0.7244927962364011,0.002548270116632363,0.4811109473994401,0.0,0.5188890526005598,7392,26,-0.046184770812706326
172,1751982970.792,13.593440579634025,10474,0.0624477360784426,0.16547089950048688,0.2126111559085192,0.7737857772855298,0.08065127037221664,0.07496128266408286,44,0.004200878365476418,0.5635407786302927,1.1130001544952393,0.16937177773534468,0.11934313538285278,0.0,0.7086118006492267,0.002673286232575902,0.48150876675998233,0.0,0.5184912332400177,7422,28,-0.04120231559961909
173,1751982971.902,13.57385956705789,10617,0.06452810852761896,0.15622242807959463,0.2086477659590537,0.7194712551020175,0.07908185432416566,0.07081018717325811,37,0.0034849769238014506,0.5504555808656036,1.1099998950958252,0.17632099463125175,0.11735895262315155,0.0,0.7044362814354337,0.0018837713101629461,0.482540150287314,0.0,0.517459849712686,7479,20,-0.039165230530563096
174,1751982973.016,13.554250157525166,10629,0.07030516409687229,0.17229237380798132,0.21802561045287136,0.7482272298394026,0.08414278125341018,0.0738387491827298,38,0.003575124658951924,0.5592088363729771,1.1140000820159912,0.1538244425627999,0.12503528083545018,0.0,0.7191645498165397,0.0019757267852102737,0.48376307646972155,0.0,0.5162369235302785,7644,21,-0.04505612465981732
175,1751982974.125,13.528133721300142,10639,0.07233374783505538,0.18791763742333814,0.23602262688249473,0.7682946437998915,0.0885570427314814,0.07760082861316482,41,0.003853745652786916,0.6243520782396088,1.1089999675750732,0.13694896136854967,0.14221261396747814,0.0,0.7193345239214212,0.0015039007425509917,0.5480330042728746,0.0,0.4519669957271254,7653,16,-0.05150080386539866
176,1751982975.222,13.508622076401835,11054,0.06928809140387626,0.17286538275618069,0.2223371847225255,0.7497543323884823,0.0860316155636188,0.07581313480770033,49,0.004432784512393703,0.5833818864504434,1.0969998836517334,0.13904468970508413,0.13099330559073638,0.0,0.7275194499728606,0.0024425547313189798,0.5448062472373656,0.0,0.45519375276263446,8042,27,-0.051174834268479276
177,1751982976.232,13.489122261129744,9468,0.06323775712113214,0.1571363324558816,0.19908738216007707,0.7444540076286333,0.08074158945500699,0.07204469942998362,41,0.0043303760033798055,0.5974772000473765,1.010000228881836,0.14681030840726658,0.1317068018588931,0.0,0.7185255597803126,0.002957329953527672,0.5024016502136437,0.0,0.49759834978635625,6803,28,-0.04536382537038459
178,1751982977.236,13.469576494573056,9701,0.05837767286079986,0.15451669617938418,0.19621232057749882,0.7355250539750956,0.07779326861900052,0.07124251894854333,38,0.003917121946191114,0.5569967278837367,1.003999948501587,0.16276672507988868,0.12174002680136069,0.0,0.7128131120503041,0.002680136068446552,0.5001768086046854,0.0,0.49982319139531456,6915,26,-0.04296924207182777
179,1751982978.245,13.450049447932004,10014,0.05457926622847907,0.1419435019723288,0.17529145615017333,0.7275983068433148,0.07233333011976036,0.0668794238242687,37,0.003694827241861394,0.5574783683559951,1.0089998245239258,0.1804473736768524,0.11254244058318354,0.0,0.7049131216297184,0.002097064110245656,0.49936643583321055,0.0,0.5006335641667895,7059,21,-0.035947512837482855
180,1751982979.249,13.430570120334355,9743,0.058632500795745904,0.13894634833090946,0.17574182093323554,0.7561654525629803,0.07320136872569834,0.06670894783766838,32,0.003284409319511444,0.5592941660060483,1.004000186920166,0.18680078004721337,0.11454377501796162,0.0,0.6952683978240788,0.003387047110746177,0.4981729777515839,0.0,0.5018270222484161,6774,33,-0.035463576575834925
181,1751982980.258,13.411120658107025,9198,0.06719409137150721,0.14759006355948082,0.19985301472448985,0.736220941111956,0.07954515975091384,0.06929798012695519,32,0.0034790171776473144,0.5750536622658708,1.0089998245239258,0.15851272015655576,0.12622309197651663,0.0,0.7126549249836921,0.002609262883235486,0.49890968027110655,0.0,0.5010903197288935,6555,24,-0.04227414832150699
182,1751982981.262,13.391713214082841,9229,0.07339849266224671,0.16107276192122624,0.21072382159068612,0.7710334853555589,0.08394146377382175,0.07305256111066319,42,0.004550872250514682,0.6161973909450446,1.004000186920166,0.14985372196337632,0.12352367537111279,0.0,0.7236970419330372,0.0029255607324737243,0.500780904670694,0.0,0.49921909532930603,6679,27,-0.04624660605288537
183,1751982982.271,13.372449236860799,9448,0.07243486612928246,0.16167648352496541,0.2066251468205283,0.7401729951737139,0.08445030685519375,0.07225184363576405,37,0.003916172734970364,0.6376357631677505,1.0089998245239258,0.14108806096528365,0.12817527519051652,0.0,0.7284081287044877,0.0023285351397121083,0.5672462059820245,0.0,0.43275379401797553,6882,22,-0.04804115920208505
184,1751982983.275,13.353266872477535,9778,0.0699427411208169,0.1758350298643767,0.22628709031700944,0.7259722851798713,0.08721818328980521,0.07332111237312934,32,0.0032726528942524035,0.6435092472611615,1.004000186920166,0.1320310902024954,0.11014522397218245,0.0,0.7550623849457967,0.0027613008795254654,0.4996905849418005,0.0,0.5003094150581995,7383,27,-0.052212992175623876
185,1751982984.284,13.334043398067557,10179,0.06602165462513636,0.166817277113878,0.21636520382514907,0.7202716587928532,0.08426942321694104,0.07347164992121265,42,0.00412614205717654,0.5683098591549296,1.0089998245239258,0.13891344925827684,0.10944100599273013,0.0,0.7502701640632675,0.0013753806857255133,0.4978635626933844,0.0,0.5021364373066156,7637,14,-0.0493855944283219
186,1751982985.289,13.314808123513833,10635,0.06413619835018237,0.14598930761812268,0.17789146537920997,0.7460721161837243,0.07699828590709028,0.06702451931230942,36,0.003385049365303244,0.5325590919728528,1.005000114440918,0.15467795016455102,0.10399623883403855,0.0,0.740197461212976,0.0011283497884344146,0.49633122145277736,0.0,0.5036687785472226,7872,12,-0.040926072489543386
187,1751982986.297,13.295583368617526,11095,0.0640887450279806,0.13994016846170743,0.17577109196262306,0.7381484153283161,0.074778638780985,0.06516202869694523,34,0.003064443442992339,0.5124238162212845,1.0079998970031738,0.17214961694456962,0.10347003154574133,0.0,0.7230283911671924,0.0013519603424966202,0.4971563282746427,0.0,0.5028436717253573,8022,15,-0.03981405682816788
188,1751982987.201,13.276399566770879,9736,0.07038913043762195,0.13579569976389574,0.16632457517716703,0.7541613722550197,0.0766311202897263,0.0638181439078116,30,0.0030813475760065735,0.5450142366513048,0.9040000438690186,0.16218159408381266,0.11154478225143796,0.0,0.7236031224322104,0.0026705012325390306,0.4980551053484603,0.0,0.5019448946515397,7045,26,-0.040299077433328216
189,1751982988.109,13.257225010141829,9279,0.07874405623537656,0.15263765698834633,0.196824376008957,0.7493696099776023,0.08404840001725841,0.06700479867895395,29,0.0031253367819808167,0.574468085106383,0.9079999923706055,0.13331177928656104,0.12447462010992563,0.0,0.7400581959262852,0.0021554046772281495,0.5000147340503904,0.0,0.49998526594960957,6867,20,-0.04907005188513364
190,1751982989.019,13.238090707779161,8581,0.07649951929301343,0.16206217369656417,0.207841841859981,0.7728549276725994,0.08563310384100531,0.07170603123548568,35,0.004078778697121548,0.6368590702156648,0.9100000858306885,0.13343433166297633,0.1490502272462417,0.0,0.715068173872509,0.0024472672182729287,0.5566082216001179,0.0,0.44339177839988214,6136,21,-0.04964767400681408
191,1751982990.077,13.218919036380472,10094,0.07414833674537956,0.1820351188793763,0.23101471862772446,0.7823607955804442,0.08974361009828606,0.07552889372798732,43,0.004259956409748365,0.6219911549238716,1.057999849319458,0.1279968297998811,0.15286308698236575,0.0,0.7172577768971666,0.001882306320586487,0.5635626933844113,0.0,0.4364373066155886,7240,19,-0.05567969628882458
192,1751982991.122,13.199720103576325,10061,0.06719490899447861,0.17644309556182594,0.23263773418001824,0.7505748406373496,0.08647862408701072,0.0756661749418269,41,0.004075141636020276,0.6395382902677682,1.0450000762939453,0.13239240632143923,0.13984693370440315,0.0,0.7241824868303349,0.0035781731438226817,0.4970679239723,0.0,0.5029320760277001,7286,36,-0.050288634662463444
193,1751982992.181,13.180475567175678,10234,0.06166939375187894,0.1685412661640233,0.2195984397514433,0.7487472303520464,0.08220321309631855,0.07439419029992426,37,0.0036153996482313857,0.5930161323259138,1.059000015258789,0.15663474692202461,0.13846003517686145,0.0,0.7034395153410201,0.001465702560093805,0.4949314866656844,0.0,0.5050685133343156,7199,15,-0.047222247791867844
194,1751982993.241,13.161163173619649,10481,0.057767203111241144,0.1466631716976015,0.186334571601656,0.7605439108146222,0.07439469002223995,0.06760874065911467,34,0.003243965270489457,0.5799901085154046,1.059999942779541,0.18128041217441085,0.13033107527907642,0.0,0.6865757084247687,0.0018128041217441084,0.49354648592898187,0.0,0.5064535140710181,7196,19,-0.03835682177097458
195,1751982994.294,13.141794145183374,10514,0.05968629897677648,0.1391880214625894,0.18870570567425457,0.7341605073212223,0.07359788826583721,0.06772017809709652,32,0.003043560966330607,0.5914015976761074,1.0529999732971191,0.2001141335362374,0.12925622978885296,0.0,0.668727411070953,0.0019022256039566293,0.49278031530867833,0.0,0.5072196846913216,7031,20,-0.0364861084561073
196,1751982995.354,13.115930672023087,10661,0.05927172370536393,0.1429917522770659,0.18218255481437873,0.7548892694360828,0.07459473519190175,0.06660914319164912,29,0.0027201951036488134,0.6041849063211346,1.0600001811981201,0.17437388612700497,0.12981896632586062,0.0,0.694118750586249,0.0016883969608854704,0.4951230293207603,0.0,0.5048769706792398,7400,18,-0.03942569294803638
197,1751982996.414,13.09646846372525,10597,0.06390294551287931,0.14640359181044713,0.1799472382172843,0.7517332860214097,0.07637935966206456,0.06589656514255628,29,0.0027366235727092573,0.6372084816045643,1.059999942779541,0.1561762763046145,0.13551005001415495,0.0,0.7060488817589884,0.002264791922242144,0.49899808457344924,0.0,0.5010019154265507,7482,24,-0.042094895314929555
198,1751982997.468,13.076933560322352,10820,0.06581965078861671,0.1593970972643042,0.21457096174799842,0.755455172320623,0.08036193204846623,0.07101613695985262,34,0.003142329020332717,0.6246170713617748,1.053999900817871,0.1590573012939002,0.1376155268022181,0.0,0.7017560073937154,0.0015711645101663585,0.5430823633416826,0.0,0.45691763665831736,7593,17,-0.0470838111978957
199,1751982998.523,13.057337431493949,10772,0.06378850456202369,0.1662946677105531,0.22117893401800046,0.726720915501267,0.08181188670468063,0.07297197268234143,33,0.0030634979576680283,0.6217531548865373,1.0550000667572021,0.15085406609728927,0.13340141106572595,0.0,0.7132380245079837,0.002506498329001114,0.47926919110063354,0.0,0.5207308088993664,7683,27,-0.04834404965817612
