scan_id,timestamp,range_m,point_count,median_residual_m,p90_residual_m,p95_residual_m,max_residual_m,mean_residual_m,std_residual_m,excess_return_count,excess_return_fraction,missing_proxy,dt_seconds,r1_frac,r2_backface_frac,r3_fov_frac,r4_structured_frac,large_noise_frac,model_backface_frac,model_fov_trunc_frac,model_visible_frac,r4_point_count,large_noise_count,mean_signed_residual
19,1751982791.583,14.7933045777962,9980,0.06382991698382565,0.1628434832823498,0.21003249664488757,0.7230062719484048,0.07832830552106172,0.07131213147844453,40,0.004008016032064128,0.5401800980280406,1.2599999904632568,0.15561122244488979,0.1250501002004008,0.0,0.7173346693386774,0.002004008016032064,0.48295270369824667,0.0,0.5170472963017534,7159,20,-0.04025620491815998
20,1751982792.843,14.793707813096283,10354,0.0651036883356152,0.17849297533248254,0.2245205429627188,0.7474427228577221,0.08250257249336025,0.07462643235938018,38,0.003670079196445818,0.5627220284848288,1.2599999904632568,0.14767239714120148,0.1408151439057369,0.0,0.709291095228897,0.002221363724164574,0.547915131869751,0.0,0.452084868130249,7344,23,-0.045855330239154814
21,1751982794.099,14.794145676497884,10976,0.06378631640067581,0.1610512281166527,0.2032265098240726,0.7449162493655396,0.07938490323547952,0.07051836200303148,42,0.003826530612244898,0.5448970522885499,1.25600004196167,0.1502368804664723,0.11033163265306123,0.0,0.7364249271137027,0.0030065597667638484,0.5026521290702815,0.0,0.4973478709297186,8083,33,-0.046457516003161274
22,1751982795.359,14.794491601691286,10672,0.057179498473399606,0.1488824596610865,0.1914257906718502,0.7428929196747237,0.07545674960762268,0.07073391108606888,47,0.004404047976011994,0.5431490065247557,1.2599999904632568,0.16679160419790104,0.1176911544227886,0.0,0.7135494752623688,0.001967766116941529,0.500942979224989,0.0,0.4990570207750111,7615,21,-0.0402399959669831
23,1751982796.619,14.79500034811392,10862,0.05396889437567928,0.13971505930648764,0.17891665876626553,0.7432513908064742,0.06956591845566935,0.0654847931022894,28,0.0025777941447247283,0.5356261748120301,1.2599999904632568,0.20769655680353527,0.10320382986558645,0.0,0.6871662677223348,0.0019333456085435462,0.4983350523058789,0.0,0.5016649476941211,7464,21,-0.036099491805010965
24,1751982797.879,14.795536879772833,10407,0.054976184520861435,0.1358462686958845,0.17958221474827715,0.7450984330402297,0.07023355706484706,0.06741489112085874,42,0.00403574517151917,0.5206262644032017,1.2599999904632568,0.18881522052464686,0.11338522148553858,0.0,0.6959738637455559,0.001825694244258672,0.4974657433328422,0.0,0.5025342566671578,7243,19,-0.033089311537215824
25,1751982799.125,14.796065646662088,9851,0.06453694942584792,0.16060766773021057,0.2211978105172499,0.7439597222578745,0.07916584198338228,0.07265688218584145,37,0.0037559638615368997,0.5421247574813334,1.246000051498413,0.1589686326261293,0.11988630595878591,0.0,0.7195208608263121,0.0016242005887727134,0.49877707381759245,0.0,0.5012229261824075,7088,16,-0.04224326534483428
26,1751982800.381,14.7964297009261,9965,0.06847356607061805,0.16400938659554445,0.21515151606180558,0.7689895707147902,0.08185638516930153,0.07283002006309466,41,0.004114400401404917,0.5944997074312464,1.25600004196167,0.14320120421475163,0.127646763672855,0.0,0.7261414952333166,0.0030105368790767687,0.5467511418889053,0.0,0.4532488581110947,7236,30,-0.045232642117400836
27,1751982801.641,14.796843308324853,10208,0.06367589796534884,0.17374802655330449,0.22902778241809307,0.742296072172746,0.08332697628179951,0.07546002057606042,46,0.004506269592476489,0.5720241817802794,1.2599999904632568,0.1414576802507837,0.10932601880877743,0.0,0.747257053291536,0.001959247648902821,0.5052453219390011,0.0,0.494754678060999,7628,20,-0.04702101511678032
28,1751982802.901,14.797153798810568,10942,0.0633331020879159,0.1665247883310518,0.2162842271585146,0.7313769678384944,0.08065486271336618,0.07200693603178243,36,0.003290074940595869,0.5195478372917094,1.2599999904632568,0.14960701882653993,0.10482544324620728,0.0,0.7436483275452386,0.001919210382014257,0.4968763813172241,0.0,0.5031236186827759,8137,21,-0.04660261595625919
29,1751982804.161,14.797388246279173,11461,0.06535763497098465,0.15050693634466092,0.19243017582460192,0.7405481880800239,0.07767375952934202,0.069404340791008,49,0.0042753686414798014,0.5014318274793992,1.2599999904632568,0.15792688247098857,0.1053136724544106,0.0,0.7356251635982899,0.0011342814763109677,0.4957713275379402,0.0,0.5042286724620598,8431,13,-0.04306270455578076
30,1751982805.256,14.797532181011196,10431,0.06863439618558534,0.1426012533432475,0.18284374209267218,0.7768102797263277,0.0765944395144461,0.06726494482212715,46,0.004409931933659285,0.49298743887799024,1.0950000286102295,0.16230466877576455,0.10804333237465248,0.0,0.7278305052248106,0.0018214936247723133,0.49678797701488137,0.0,0.5032120229851186,7592,19,-0.04241590224229886
