subset,endpoint,mismatch_partialR2,ci_low,ci_high,base_R2,full_R2
icp_locked n=36,translation_error_m,0.07174904108595585,0.012653346628611646,0.3432691245001146,0.5759238325955489,0.6063508909542256
icp_locked n=36,attitude_error_deg,0.11200064297022902,0.039031737992827234,0.42633447432356264,0.04716839495623293,0.15388614736349016
