scan,cond,obj,J0,gnorm,dhat_t_mm,dhat_r_deg,tstar_mm,rstar_deg,lbfgs_t_mm,opt_cos,Jstar,icp_iters,lst_gn,lst_conv,lst_onbnd,eigmin,condH
453,raw,p2p,0.009265551048637313,0.06085931898055988,391.33150944947494,64.67528568570866,161.8967098410207,4.789933815158202,0.0,,0.0037887335998425466,33,0.0,False,False,-0.0025961294846307444,329.0993219380454
453,raw,p2l,0.008093697773286493,0.05946794293679712,49.58903942133068,5.339298958401736,160.67025273576434,4.88271944148678,0.0,,0.003351343895013793,40,0.0,False,False,-2.2440617564875036,6.710094793305982
454,raw,p2p,0.0095104189465349,0.06084185885013482,664.5392187490975,11.785593887566609,159.27083929792474,4.728037460193026,0.0,,0.003929758679012144,38,0.0,False,False,-0.037402801050799954,23.378842844792306
454,raw,p2l,0.008441259687926474,0.051107662384325576,19.54382419285977,0.596746365223035,155.50038863998148,3.971791969716808,0.0,,0.0034183723895726574,40,0.0,False,False,-7.134958239618935,11.09383043681556
455,raw,p2p,0.009072475466187835,0.060202654020879556,479.09554945616543,42.63116905284031,158.01201864051944,4.897572003053823,158.1084481542465,0.9998826159750688,0.00350616830562121,40,6.783675722835628e-06,False,False,-0.007142950258306789,127.339311702183
455,raw,p2l,0.00802416878561779,0.06383578813373587,992.6011766406986,140.7689512666819,154.09677921819844,4.304519109259436,153.74719713722618,0.9940476146557407,0.0029804227740194075,9,0.00339336729359905,False,False,-9.159866878164227,887.6585835788919
456,raw,p2p,0.008116729314138291,0.057747429974859404,516.6891760497177,84.76417716975885,156.2457750609023,4.72301902551871,0.0,,0.002724551077867324,40,0.0,False,False,-0.001563888571865245,586.6831760175926
456,raw,p2l,0.007089690487184873,0.05419482266582514,71.41896747597559,52.066295931657876,153.34822916424466,4.391452801615695,0.0,,0.0024299553713150205,24,0.0,False,False,-2.2523476991126716,393.4809096510385
457,raw,p2p,0.008321038060732646,0.05691848917246099,505.73033546432333,7.297490606130172,150.93935476566324,3.5796779663758955,0.0,,0.003252637300162372,40,0.0,False,False,-0.025889534629187916,35.74333929192642
457,raw,p2l,0.007324238329352364,0.05513800654694801,131.4295917391796,4.5038618056101365,147.60202516155545,2.646087732566742,0.0,,0.00270937319782214,40,0.0,False,False,-3.383296976862719,16.83710276887516
458,raw,p2p,0.008289912583737645,0.059743773159706845,307.0826413641669,37.10726672511414,156.04705017163315,3.263562019435532,0.0,,0.002849866310909307,40,0.0,False,False,-0.02262467713971847,42.31384084137253
458,raw,p2l,0.0072994800221642875,0.058441386735099105,131.695735621396,2.5880087845351856,152.14601669025953,2.894024679913457,0.0,,0.0023654225820447555,40,0.0,False,False,-0.35346541524730196,45.36465554178106
459,raw,p2p,0.008826688983277048,0.06274503975095275,368.286960557431,32.09560000114759,157.79103943944355,3.7737435414664344,0.0,,0.0031956215057679558,40,0.0,False,False,-0.005282097431562715,174.63970309282243
459,raw,p2l,0.0077285220932248894,0.05728522625009256,66.36240196193464,2.1509156481771576,154.4393732392253,3.5026811904257995,0.0,,0.002744990398016359,40,0.0,False,False,-0.9445323130706633,8.145185718317697
460,raw,p2p,0.009093237135280936,0.06387467029352605,365.6523926435584,16.25237874325886,159.36000022009333,3.908467388043813,159.48020491988976,0.999849774276553,0.003360464507055891,40,6.162009155261007e-05,False,False,-0.01674244806457372,55.806216382114634
460,raw,p2l,0.007910184653069145,0.05723222072362554,138.3262060733766,7.496598152559046,155.69397971485634,3.162260035706581,161.09394149184396,0.9657238232887524,0.0028903130687734807,40,0.0184524838698795,False,False,-1.0042096845245638,27.83961302812211
461,raw,p2p,0.009624993482728234,0.06648878294696191,270.764191534143,2.2010157723385912,162.2849130641518,4.306370352916023,0.0,,0.0035497930949504146,40,0.0,False,False,0.027000254837487272,32.87050417471091
461,raw,p2l,0.008511296446696928,0.06168565107212078,22.491926007422062,0.4700120705966286,158.8567195258397,3.565398722938171,0.0,,0.0030897453848723003,40,0.0,False,False,-9.008260266699896,18.55083999961874
462,raw,p2p,0.009902833082884132,0.06822654234791664,981.7406692451598,178.9603477097494,163.50685752222506,4.693263098056791,0.0,,0.003537871187697981,40,0.0,False,False,-0.002900766997695388,260.5800445622939
462,raw,p2l,0.008708012313456057,0.05886704221704581,60.280466275608916,7.608911376690103,159.2300101895362,3.685480526163258,0.0,,0.0030383363128377782,40,0.0,False,False,-3.295568717767548,15.77655760538766
463,raw,p2p,0.010199759168695184,0.06662254874440077,344.2925543418908,7.515657507476442,163.7571900887607,4.893208214725043,0.0,,0.003890095054923665,39,0.0,False,False,-0.020064354103425927,39.27474966252003
463,raw,p2l,0.008923379401266411,0.05877076553208073,151.89002829235307,5.454147184707892,158.97645429046094,3.8442634240438798,0.0,,0.003244998698225559,40,0.0,False,False,-1.3514246367503076,58.18173627024174
464,raw,p2p,0.009779554130355157,0.06362121742780218,1595.7333149270005,282.04981010881556,163.03552504275268,4.942242450597696,0.0,,0.0036825605370556275,32,0.0,False,False,-0.001447351570533716,578.2788977647967
464,raw,p2l,0.008860436544781228,0.055098197007723504,56.65762573873495,4.223066015468784,159.1233839826223,4.048607690770505,0.0,,0.00310876288401937,13,0.0,False,False,-0.5741069153641074,6.592896820246371
465,raw,p2p,0.008953569071848006,0.060436735370487764,454.0092999746537,10.779858653332479,160.28291114218197,5.327247627420182,160.02895227143452,0.9999467551706579,0.0033485470708525633,33,1.013825859715708e-06,False,False,0.00686369865575103,135.89647905307862
465,raw,p2l,0.007933603223729949,0.0611343838530986,345.7268557632291,12.664152344515108,155.64367186089672,4.984962583258345,161.18158325555788,0.9900604116663515,0.0027440144309206506,40,0.004766740574972266,False,False,-1.037592192523055,10.212847207310997
466,raw,p2p,0.009412591321816561,0.0625850970476118,762.6695550588366,97.27687021081742,158.38519675306642,3.966486363322274,0.0,,0.0035656643098029486,40,0.0,False,False,-0.008123741735072547,113.47382376810299
466,raw,p2l,0.008503601425844498,0.05836128162088991,41.99660092625406,0.44124680702995533,156.65615046602102,3.4499494532445145,0.0,,0.0031632007773913055,16,0.0,False,False,-2.339859930549483,7.797847046335215
467,raw,p2p,0.009684659640242625,0.0683092775484693,446.0982863144013,66.01027320776555,157.10042863126333,4.223985681750916,0.0,,0.003578414370024185,40,0.0,False,False,-0.00666323781615349,132.2128917326587
467,raw,p2l,0.008305737979503076,0.05747851835232938,284.8684941894916,50.692296984851964,155.43237426188352,3.810302956277926,0.0,,0.0029440355758680874,40,0.0,False,False,-7.144145179021386,830.7435356613136
468,raw,p2p,0.009950646272826992,0.06997290276174674,313.2497594029418,8.313656984313663,159.71379852934558,4.317961230113899,0.0,,0.00369537312116055,40,0.0,False,False,-0.007547030807080976,118.73314496487812
468,raw,p2l,0.008809656623764641,0.06022955077822069,1494.0336715198137,32.1431344601825,162.04581853114124,4.708154624981069,0.0,,0.0032692438520452814,40,0.0,False,False,-1.0248417513999284,54.01846606196386
469,raw,p2p,0.010644377585886211,0.07179097390605307,477.3151657277518,53.66506084082064,164.41283346979085,4.499554948512818,0.0,,0.0039858711869907556,40,0.0,False,False,0.006548535243848925,131.55601271482064
469,raw,p2l,0.009390559022899564,0.06231671025630854,28.454229894245973,0.811087323524027,163.498849618309,3.7769947816543725,0.0,,0.003176085918022054,40,0.0,False,False,-4.368458858744166,4.988300164043713
470,raw,p2p,0.01143849445423159,0.07344640093333382,323.5722213400211,6.1501100803190605,168.47792352185516,4.733876511946597,168.47990864971624,0.9998690656664745,0.004398368129030578,40,1.3482320385646591e-07,True,False,-0.01870566280722044,43.018019673377644
470,raw,p2l,0.010169573881765445,0.07296285746274506,161.2118753515982,1.6917768038136154,164.10856843632615,3.2993401718508886,165.24279246256938,0.9973008602275514,0.0037427764901255484,40,0.002898937810429231,False,False,-1.725604200918368,49.97527616529228
471,raw,p2p,0.011194336907985814,0.07257918331880567,294.9853862304898,6.6484920195517665,168.540370667617,4.489848647556441,0.0,,0.004274769957311407,40,0.0,False,False,-0.012879971937692507,62.59725515449731
471,raw,p2l,0.009858465029327301,0.06927220959243081,81.058910863264,9.28707971476153,163.97086469024413,3.3706132247557217,0.0,,0.003627507946009639,15,0.0,False,False,-1.9049470290518502,90.35799926455995
472,raw,p2p,0.010506888550817951,0.07026302675747366,291.0554210271741,11.108570517214535,165.18652273482476,4.806885564793334,0.0,,0.003869702823570088,29,0.0,False,False,-0.02057137762926141,42.85604095814794
472,raw,p2l,0.009156789580603461,0.07440389192031897,39.21224415404142,0.6645158594318463,163.13414166381813,4.19679119496821,0.0,,0.003291644684967937,40,0.0,False,False,0.7935863455068434,12.27765382280765
473,raw,p2p,0.010098273002583693,0.06884103582324241,352.03536700976355,8.73413739487331,164.85193150082614,4.789726674404808,0.0,,0.0037000695661333688,34,0.0,False,False,-0.016153197255165355,54.32190453340732
473,raw,p2l,0.00887088186080116,0.07261482704148169,214.1842848590986,10.565676928243448,162.2885273533425,4.1590260816693965,0.0,,0.0029642962787814063,40,0.0,False,False,-0.07320938924759698,35.156670968761105
474,raw,p2p,0.011183658106346259,0.0715046805983177,359.7350582573365,9.684251949481533,171.10746601169603,5.825611411772505,0.0,,0.0040323151947266956,29,0.0,False,False,-0.028546871484913874,31.70935349770381
474,raw,p2l,0.009861072901018826,0.061523664555580025,103.49431916530158,3.3764250674244685,169.618355107138,4.835903597932435,0.0,,0.0033066992290123895,40,0.0,False,False,-0.2333631947849863,17.428005430693435
475,raw,p2p,0.010699645986847044,0.07209459193890325,267.5857893390498,28.533348539497652,166.53033184232336,4.585165822509142,166.7983865842254,0.9998940808100468,0.003851663198926867,40,4.191459987174939e-07,False,False,-0.015376958386981996,56.48797951811636
475,raw,p2l,0.00943374719648475,0.06666828622469335,24.18844642082876,0.3040874775150054,163.55618379844412,4.16510168467366,146.367086197333,0.9621570640766152,0.003060369595370285,40,0.0050886248018389675,False,False,1.2663296462635867,3.0880663410725737
476,raw,p2p,0.010642733627266145,0.07376310756171556,297.13719991550425,33.67328790926676,165.63737457253956,4.3696507669291105,0.0,,0.0037822463179016563,40,0.0,False,False,-0.027985232788721913,27.521254040054654
476,raw,p2l,0.009413829896666599,0.06445857410711421,39.673830441630585,1.1133018369807433,163.43699448101412,4.024202094918956,0.0,,0.00315580549690432,40,0.0,False,False,-9.113194003011625,33.944094783785395
477,raw,p2p,0.011176500294050488,0.07297839986643959,558.0588321008977,81.31210794882287,165.24091147041318,5.869206893816471,0.0,,0.004309120666935177,40,0.0,False,False,0.005215430529290878,135.8490519097594
477,raw,p2l,0.009475814951166301,0.10486714501185408,16.98615980614967,1.1396481081467895,161.99116191080077,5.133616005204434,0.0,,0.0036193400473004517,21,0.0,False,False,-9.860155977197797,13.169608684226162
478,raw,p2p,0.010341234848877749,0.07134134772503395,340.13379335070584,22.256830365114435,163.58721742226982,5.238646460137752,0.0,,0.0036386931285635844,40,0.0,False,False,-0.002987611524362775,228.48639733668372
478,raw,p2l,0.009102178520591604,0.07242410138525958,51.27900297680214,1.856591060163022,161.5614329905874,4.6743735732397305,0.0,,0.0030796102688898266,40,0.0,False,False,-0.8155718621859133,7.82094604788433
479,raw,p2p,10.3526368275291,0.12568403652790286,578.5095299943953,33.50570126268475,203.5249748131855,11.744639129814235,0.0,,10.334005992550898,40,0.0,False,False,-0.008719538639290272,83.34040818659801
479,raw,p2l,8.973861405831856,7.020203912211736,705.0561252427958,29.026083331579965,52.80352052570588,0.0,0.0,,8.973904015883017,1,0.0,False,False,-17.141382461960447,22.4462597029906
480,raw,p2p,0.009841791325684322,0.06519815126873307,314.8368722372573,23.907872653221172,158.04843675767742,5.677169437626035,157.84295581919915,0.9997600183287727,0.003611341855264211,40,6.330666814686567e-05,False,False,-0.01670205799031771,47.2166111289571
480,raw,p2l,0.008572896478458826,0.0570046830861923,40.81787485201331,3.7762989146231956,152.20604860453298,5.007076659615283,153.9004532634061,0.8762773520607876,0.0027604631320632005,40,0.0065628267480303815,False,False,-2.529823426639673,49.418164824438584
481,raw,p2p,0.00979964520611037,0.0694614484600635,465.9112594800163,33.41317461395277,159.91745587638613,5.403138264223485,0.0,,0.0032308211373351108,40,0.0,False,False,-0.033347002446983846,21.88956481751815
481,raw,p2l,0.008703429629306765,0.06576837924355194,525.3440347672032,13.723122261037881,157.1194403884526,4.926162854506652,0.0,,0.0024510712115367447,40,0.0,False,False,-3.1787269124286555,63.15982722207295
482,raw,p2p,0.010661086757450696,0.0710691706572542,369.91249858215235,28.82350681626923,164.09311544498522,5.947059170733103,0.0,,0.003910915935064623,40,0.0,False,False,-0.0065254442403108424,126.75733281712436
482,raw,p2l,0.009234203588426505,0.07569311145084408,28.154893616992464,1.8743172491485212,163.71539056474114,6.2019410339571195,0.0,,0.0034382279563931984,40,0.0,False,False,-3.5701460298535017,9.493460007807295
483,raw,p2p,0.010678734648359306,0.07374607281992766,396.0440556701773,19.227155576415683,165.21642108741028,5.737151975109041,0.0,,0.0037190873293177053,40,0.0,False,False,-0.016602787703855915,51.12379774734584
483,raw,p2l,0.009624260934787453,0.061224823408045144,29.289474240757386,1.3794641673340602,161.79972935043654,5.298047260692086,0.0,,0.003121919639003887,40,0.0,False,False,-8.603832230232978,11.110198860256403
484,raw,p2p,0.011341560029965147,0.07175724232402492,528.6314248956858,17.95912273317668,167.34798664846667,5.7326579743340815,0.0,,0.0042666166610512155,36,0.0,False,False,-0.01927129353444247,41.3103471967246
484,raw,p2l,0.010115496037495357,0.07190769029327909,28.54657686796439,0.7800936920286344,165.4741091847175,5.4465609814229206,0.0,,0.003718376861619129,40,0.0,False,False,0.8246781241823895,9.63941142458976
485,raw,p2p,0.011156407033498718,0.07022105885104082,411.2006307386486,22.190418417623594,166.52782353570214,5.2902074328912585,166.37029910824472,0.9999490077786881,0.004166695498921579,40,3.552148591360474e-05,False,False,0.009705588481234158,80.03467328279069
485,raw,p2l,0.009890364731519182,0.06318849795637346,144.81386375046606,4.760625124201993,162.02429244077547,4.177155586778946,162.6764283115359,0.9814452305106242,0.0035240580548151755,40,0.006512706108910787,False,False,-5.18390215273729,17.809255619365675
486,raw,p2p,0.0102285434044455,0.0676811197108145,386.2686659969729,7.738539536707647,163.63394875232078,5.084658214301643,0.0,,0.003588137579743913,40,0.0,False,False,-0.023108412742372977,36.13621597190356
486,raw,p2l,0.009155868618131857,0.05966164138710378,188419.5545972806,12385.800758254345,160.18144320030797,4.547206529305395,0.0,,0.0031643614305869408,40,0.0,False,False,-0.6734090367467306,28339.43108036809
487,raw,p2p,0.009520442649771981,0.06352789982808911,383.5226563825375,15.015767724784936,162.33302582102706,4.862560300243368,0.0,,0.003230220948841752,32,0.0,False,False,-0.006160629543813525,156.87227143128192
487,raw,p2l,0.008422116941922684,0.0536730798587242,81.74416172017197,3.9411727939059684,158.27067493337688,4.235250906005423,0.0,,0.0027097009682544564,20,0.0,False,False,-6.730908548516774,17.04633620992292
488,raw,p2p,0.009302831597053926,0.06483469633396613,470.26695159828233,24.218430243571913,160.2814450115434,5.084847014862418,0.0,,0.0030719604545020374,34,0.0,False,False,-0.0034186715307929715,266.3971086553146
488,raw,p2l,0.00824285804348856,0.062391379047757295,195.96486709085275,3.2226653588995444,155.71132584822428,4.288083586220395,0.0,,0.0025366323631403364,40,0.0,False,False,-1.5268248598156844,45.328536522344024
489,raw,p2p,0.009607341616863458,0.07038995357966543,2803.054950776886,152.77548188256927,157.88911818080743,3.855593469475862,0.0,,0.0030112632282926974,40,0.0,False,False,-0.03266483244686373,60.20936613237499
489,raw,p2l,0.00831169061777478,0.05987592156868846,334.49278470395035,19.34012937900194,155.99989627067887,3.3921926753175082,0.0,,0.0025066965053249218,40,0.0,False,False,-0.7239150425742407,46.01896922234067
490,raw,p2p,0.010607852565353538,0.07457042346927566,983.4326471258407,26.741349607224468,159.4669451912292,4.909791761762118,159.43571188760015,0.9999953279060007,0.0035093906890068687,35,4.587476610905474e-05,False,False,-0.038826513726783696,20.01823408700829
490,raw,p2l,0.009520220043647965,0.07267627969345826,38.0231154467621,1.3615713293745906,158.448084503078,4.7533627647841525,149.68721845841523,0.9564552577592308,0.003148774642755153,40,0.002579363345278488,False,False,0.4365588321824761,5.34909561208812
491,raw,p2p,0.02466685152884284,0.07826568184909184,689.1981888341253,8.90976338224433,160.7025961983861,4.7729001496963255,0.0,,0.017274913282047888,36,0.0,False,False,-0.03338195312860657,19.81319851955069
491,raw,p2l,0.01976353056531392,0.07546747907729458,43.63126486342044,2.4307170558497955,133.29698249999683,7.194395646385604,0.0,,0.012518791945268838,40,0.0,False,False,-0.17734628045513942,10.712570979892043
492,raw,p2p,0.011693186299534912,0.07672642784708644,949.7020444271332,30.594372632204372,162.76283258347044,5.061854850531099,0.0,,0.004361234850001728,33,0.0,False,False,-0.04430508665212731,19.700868122462744
492,raw,p2l,0.010331037716701923,0.07262605323112187,85.14221800694074,12.595790896578691,164.0672985400799,5.804658574761005,0.0,,0.003942802873163066,40,0.0,False,False,-1.2074847179577712,20.500534112447635
493,raw,p2p,0.04499206136998728,0.07564778642544596,382.5063845843652,4.59339987138108,164.8485698434802,4.585160890125459,0.0,,0.03755856064211455,38,0.0,False,False,-0.02459858013719411,28.423410461665483
493,raw,p2l,0.04099178408044988,0.06705545774398977,136.50997746468033,14.395133288654502,184.10590659426347,11.657620137444914,0.0,,0.03234257949162076,40,0.0,False,False,-1.7057789151525027,25.393662755357646
494,raw,p2p,0.011149449085650983,0.06805657846024085,388.90607664844305,9.990453949846057,163.25450961827596,4.049155193490695,0.0,,0.0043808011594154124,27,0.0,False,False,-0.02609954553075411,32.378139686745556
494,raw,p2l,0.009888709391541343,0.06008308240384312,35.865493247405176,0.7194433347635862,160.82827413295132,3.0767854479923638,0.0,,0.0038204220744459147,40,0.0,False,False,0.6619626508473699,6.046674235518289
495,raw,p2p,0.010258316816957219,0.06381622171735243,279.2312425811398,42.852287434008694,159.6935494394601,4.376803175920447,159.73629021931058,0.9999873913209002,0.003996582645237904,29,9.439887831437446e-06,False,False,-0.009897758647846623,89.73941138726096
495,raw,p2l,0.009136033068759099,0.058520609403273985,45.862415751706074,2.6522322686330053,153.7699864192826,3.3148994968386756,151.4876022102566,0.9765464349135651,0.0033515129245381436,40,0.002631579247214279,False,False,-1.891553591260955,6.624108220130239
496,raw,p2p,0.009560272639633355,0.06309156490766177,3064.7834997665605,428.05736960873827,159.83648528594318,4.5839344021908985,0.0,,0.0033895584115011144,28,0.0,False,False,-0.0007762945019064715,1162.6235017088038
496,raw,p2l,0.008233464407652732,0.06020741562054948,126.39632530427797,6.83368932510761,154.84395911655315,4.442729987896632,0.0,,0.002740682188334489,22,0.0,False,False,-0.3954307003656606,19.248269017673437
497,raw,p2p,0.01043166457945127,0.06821586817908512,452.42770934164514,69.36312640476464,161.61785519189502,4.108755928939475,0.0,,0.003749334714192643,38,0.0,False,False,-0.05213325373158739,28.567541478112364
497,raw,p2l,0.009221571872972538,0.06385036935826233,127.12142978715288,26.768294061541788,159.26315707732502,3.754087505673051,0.0,,0.0030944674163131086,23,0.0,False,False,-1.1550493739812981,19.702488634453402
498,raw,p2p,0.010352341581799724,0.07230925147164702,708.7880329206896,68.84988014792857,165.45131217094985,4.198495889448975,0.0,,0.0033590695879402183,40,0.0,False,False,-0.032046819823434596,28.72913615288838
498,raw,p2l,0.009157002698922336,0.06207025543059804,68.87694246138686,9.786869286351136,164.09261101020445,3.9068043242548964,0.0,,0.002906498871747569,40,0.0,False,False,-3.421238707601324,34.161741234524634
499,raw,p2p,0.011041681072157515,0.07132424461347601,901.8480729813416,76.40875943239153,167.48140703936653,4.987555551973278,0.0,,0.004161419058031803,39,0.0,False,False,-0.059413202916592786,43.252944860121204
499,raw,p2l,0.00960564005860193,0.07084009772670974,92.61407235166301,3.1807060273434904,165.80973974120468,4.83943840092605,0.0,,0.0036195657162276366,40,0.0,False,False,-4.774651431306256,129.4385786039884
500,raw,p2p,0.01114657987026852,0.07008011615897602,581.8066296415942,31.464268277045043,167.20424121106038,4.760534057352257,167.22747653741925,0.9999871793618202,0.004434316353977072,37,1.1237381197545521e-07,True,False,0.004977907495413385,151.98703433341674
500,raw,p2l,0.00971666742699308,0.06961818985493719,80.17657414591808,3.014984318825391,164.0200180343239,4.2382894647649545,150.1862688590826,0.9139726917428469,0.0038869712294590524,27,0.0059766583073401535,False,False,-1.2751425509203056,2.785215964673144
0,scale,p2p,0.0086475476977818,0.05187009806935435,292.0881523827192,45.46841154334546,127.56369162251302,5.0496634100456825,127.37150644556738,0.9999805234358448,0.004886144204330895,28,0.00010829653279765549,False,False,0.00626116428935817,167.0020975054659
0,scale,p2l,0.0075498984968141196,0.04997907933099595,77.79554558802882,1.276676831318312,122.61881726790611,4.787351546972224,108.36715933283783,0.8580792593204313,0.0042281735505439715,40,0.0014662680666375813,False,False,-1.7763022914873003,12.210952685309447
1,scale,p2p,0.008718761864107137,0.05451465857851944,208.71160406794064,8.664647313744352,130.35811990462616,4.805739248856256,0.0,,0.004914875344643888,30,0.0,False,False,0.045025139610298914,22.34027057933005
1,scale,p2l,0.007663941563285026,0.04269452810304129,47.34724693782626,0.6523322459480451,126.15572705140221,4.3738937526498365,0.0,,0.004322712642161489,40,0.0,False,False,-7.544587251479086,14.373961179401087
2,scale,p2p,0.009890019651305187,0.057141228880557844,174.063182574887,8.492827087038958,133.50397154942993,6.428282201677265,0.0,,0.005895588443107766,40,0.0,False,False,0.028352014006802134,33.6057811518296
2,scale,p2l,0.008832290608403659,0.04670385720367855,46.97487751539821,0.8729784482225127,133.27494650351957,6.659516061150001,0.0,,0.005234881491321999,40,0.0,False,False,-3.3372625997349035,7.057610177405984
3,scale,p2p,0.011533077385426407,0.06707242538034312,178.79812574891452,6.4015129976300615,134.62081492631253,3.9227538580352914,0.0,,0.007028600443221841,27,0.0,False,False,0.03412918650513545,29.430485022520973
3,scale,p2l,0.010330477720740987,0.060628214892864254,112.30965363096865,4.139764330425226,132.52027474044343,3.891832248033195,0.0,,0.006103997929649402,40,0.0,False,False,-0.5307662927902574,6.027928851866322
4,scale,p2p,0.009755104844549872,0.05939783354211487,229.3174030026136,10.485746148181983,128.47547988884216,4.113421305167582,0.0,,0.005893610657391584,27,0.0,False,False,0.022184589044760672,46.171867392266144
4,scale,p2l,0.00872483641645351,0.053941941154716865,153.77849184677117,5.271040693157586,125.53758139667775,3.4002986121831844,0.0,,0.005173635015903071,40,0.0,False,False,-4.586455351550585,37.53276860117568
5,scale,p2p,0.009734330824428152,0.059034065356441415,186.04594349284932,7.957240974170524,125.20894947059216,4.7090298039984875,124.96116582468946,0.9998501856006494,0.0058856336641992316,27,5.896757529547871e-05,False,False,0.024908589359570854,39.77410011476978
5,scale,p2l,0.0087037316927515,0.06381692545652175,48.57398412711331,1.1760061878557488,123.97785300151881,3.9521572932213926,124.6040618069178,0.9467534985932341,0.0050690960002534235,40,0.0024412366962352793,False,False,-5.035891339723803,8.506799915715794
6,scale,p2p,0.01072549811325719,0.06232004793747681,369.2715398387396,44.27544314656347,129.6625573112096,5.784356955635813,0.0,,0.0063429974706148496,40,0.0,False,False,0.009825687042556342,89.51805533855921
6,scale,p2l,0.009328673203753446,0.06346812441769852,89.6534346684251,9.876764205643404,129.934289252649,5.273928178950968,0.0,,0.005442157646869313,40,0.0,False,False,-0.9428145467362,18.41319226846743
7,scale,p2p,0.009961689652008136,0.06100925209894999,296.21349605684,13.558943596692876,129.40626454151706,4.932680714142242,0.0,,0.0058153793731222725,34,0.0,False,False,0.02463358719158313,35.022185962890696
7,scale,p2l,0.009004073352944317,0.0579698062273598,69.6165658529598,1.3704468526676152,134.76193907292554,4.884739554440331,0.0,,0.00498010309443127,40,0.0,False,False,-1.5613160296904682,4.006895035311533
8,scale,p2p,0.010777046318056933,0.0646345851779224,313.7485428255512,46.859880259266475,130.79166380811273,5.439905384240672,0.0,,0.006298569189556427,40,0.0,False,False,0.006545606851504494,127.87452465387119
8,scale,p2l,0.00941774025282742,0.06058019013036225,18.1461595084929,5.583917593871118,136.98821423595234,5.796551401163973,0.0,,0.005434988387960962,40,0.0,False,False,-0.6382770155216142,5.226860555404816
9,scale,p2p,0.011933311778704915,0.07582893080014902,3201.6127217397757,1145.1083879013215,139.72397398219647,5.627639665479456,0.0,,0.006532280333420866,38,0.0,False,False,0.00029950688605784114,3081.2698624939103
9,scale,p2l,0.01067705110146778,0.07107318071724927,371.18104808607995,37.97815918215595,139.96908379536154,5.259060819946259,0.0,,0.005535053106665193,40,0.0,False,False,-0.013453224427890374,266.66326950222964
10,scale,p2p,0.012649314452597371,0.08153018015712403,206.09872982619586,19.223166838398125,140.2067866758059,6.040093551974927,140.0483880861209,0.9999467914629132,0.0070658957761527185,40,9.751888281316973e-06,False,False,0.011805735684265819,83.36712877123018
10,scale,p2l,0.011527773348508182,0.0768338396849998,84.17317635097528,2.194258862706769,141.83306504646183,4.962140143360583,143.3231564723939,0.9826570215659266,0.005935778518961226,40,0.0010194372814278192,False,False,-0.31179417098621354,9.43964989958029
11,scale,p2p,0.010472655049750852,0.07303321530699512,221.48925562403366,20.04903038758801,129.3137587067033,4.220690498687272,0.0,,0.006014427991280004,24,0.0,False,False,0.00575128955154523,201.1004502940847
11,scale,p2l,0.009225817807751559,0.08375940848405586,86.1327774836771,1.5281087155904858,129.21377703388308,3.2211771703121634,0.0,,0.005042837209116278,40,0.0,False,False,0.5728490150761977,16.987508954510208
12,scale,p2p,0.009155858803988637,0.06842120644836289,610.0385672929036,190.74671459687085,127.37353955629638,5.7207258892837975,0.0,,0.004991039202126393,40,0.0,False,False,0.0009109218986006126,1254.8927864945506
12,scale,p2l,0.008237106984304715,0.06618246830206782,55.83353716552421,1.1693159480675521,125.99644256204844,5.387865710401274,0.0,,0.004222879316249145,40,0.0,False,False,-4.026741868821419,6.761602232475997
13,scale,p2p,0.011534605516559694,0.08029041867912594,263.6466255956755,19.06196329018404,139.5695239610474,5.685782990402443,0.0,,0.005999273766653426,40,0.0,False,False,0.027767833059725487,36.39591396491132
13,scale,p2l,0.010502380285694205,0.07991200715706355,105.94451670540123,5.5570488829669875,141.87422123776312,5.566655182836184,0.0,,0.0048202084798489265,40,0.0,False,False,-8.212313077562383,70.82520729768024
14,scale,p2p,0.013238411761623927,0.08472724576386627,208.68246764940886,8.759403447592712,144.3972012865895,5.6171606504647045,0.0,,0.007090159385736241,29,0.0,False,False,0.03200903977758613,29.092672212867328
14,scale,p2l,0.01217740036507518,0.08498193219019656,551.6091126321153,1.5484640960072715,149.38041808298874,5.135151220276971,0.0,,0.005795581355776533,40,0.0,False,False,-2.7383055936716323,19.92569113691118
15,scale,p2p,0.012596612944957621,0.07202707933588863,305.9280052235179,34.143715556290864,136.03493670694166,5.708640237370371,135.82219270377402,0.9999362348399601,0.007583134673797397,40,4.760848195732077e-06,False,False,0.012823417108278168,72.94338507359834
15,scale,p2l,0.011007032313770681,0.06833001102287045,74.88474891950939,0.1976900279173736,139.8396875437356,5.128775221918823,135.36407021880373,0.8951430090241989,0.0063978119896955015,40,0.0054062340042931745,False,False,-13.646903566487893,18.5925163169232
16,scale,p2p,0.012027778920114507,0.0656464500030872,216.82542010003093,7.708668696491661,131.65114978115372,5.9933568048749,0.0,,0.007442765666439265,40,0.0,False,False,0.029889398741535473,31.703746404714135
16,scale,p2l,0.01070221491716864,0.062349573781904755,59.84373643717996,0.48487325825045496,135.89045197095075,5.721516588229141,0.0,,0.006120373501934531,40,0.0,False,False,-5.470333068150751,18.550739353126872
17,scale,p2p,0.011189483268366975,0.06374783158366881,271.0801353499924,5.826626267332745,127.33598634805735,4.117939034226386,0.0,,0.006915145558909159,26,0.0,False,False,-0.022176028705621267,42.730332866953034
