scan,variant,obj,J0,gnorm,dhat_t_mm,dhat_r_deg,tstar_mm,rstar_deg,gnstar
240,self_noise,p2l,5.506293107041208e-05,0.00015156237469800767,0.24657599953052656,0.07894002497075517,0.2691837642536847,0.03565745525135834,4.440254678982318e-05
245,self,p2p,0.0,1.631103921703989e-05,0.006435846490141809,0.0009944551030964023,0.0,0.0,1.631103921703989e-05
245,self,p2l,0.0,1.0958121770758815e-05,0.019532393735747666,0.0017229684523016868,0.0,0.0,1.0958121770758815e-05
245,self_noise,p2p,8.874325916727358e-05,9.498562909062956e-05,0.17625566335054402,0.023063166427039542,0.1903646858068655,0.022977305760150963,9.702051352050395e-07
245,self_noise,p2l,5.2459177495604715e-05,0.0001712687111261477,0.3401580242663276,0.03951241534521379,0.361093607232824,0.041556592364156986,7.586297835332127e-06
250,self,p2p,0.0,1.0051054837804878e-05,0.004639998132734285,0.00038392562989905145,0.0,0.0,1.0051054837804878e-05
250,self,p2l,0.0,6.694909329606857e-06,0.008877365597321081,0.0010085816739014127,0.0,0.0,6.694909329606857e-06
250,self_noise,p2p,8.892085889510293e-05,0.00011760394679322077,0.16556148501282322,0.039971295542959515,0.15857184868380364,0.0385900915188901,7.2125688214539974e-06
250,self_noise,p2l,5.306703891560319e-05,0.00015400986208740768,0.16539660304093592,0.06342468451337088,0.17277454730673628,0.06116977050976184,2.220685183146203e-05
255,self,p2p,0.0,8.514558558291935e-06,0.004843593488764262,0.00017871371202788226,0.0,0.0,8.514558558291935e-06
255,self,p2l,0.0,4.560105074464604e-06,0.006636620367694372,0.0007786160138106262,0.0,0.0,4.560105074464604e-06
255,self_noise,p2p,9.077952428367825e-05,0.00012008020159839227,0.17279874024517816,0.03008932273278944,0.19017757029001106,0.03222937792115448,1.113647102835644e-05
255,self_noise,p2l,5.4539560502282e-05,0.00012717198556173612,0.2481292404382117,0.024510877923147288,0.11528063503194846,0.0030764627739819973,7.45453599752434e-05
260,self,p2p,0.0,2.288270691815297e-05,0.01335308265898414,0.00019315434273260373,0.0,0.0,2.288270691815297e-05
260,self,p2l,0.0,4.710327761475084e-06,0.007157226168251173,0.0013754160122010565,0.0,0.0,4.710327761475084e-06
260,self_noise,p2p,9.143149204152184e-05,0.00012093701031342649,0.2271506242472018,0.02401456705933796,0.22612620837840214,0.023932481363578333,1.0962072803980432e-05
260,self_noise,p2l,5.5629146759346245e-05,7.507408267858579e-05,0.138885079026614,0.0019018352889890048,0.0,0.0,7.507408267858579e-05
265,self,p2p,0.0,2.576784795572107e-05,0.014575099524998095,0.00022880096922345017,0.0,0.0,2.576784795572107e-05
265,self,p2l,0.0,1.0116134915771745e-05,0.017422885839154557,0.002129436974759041,0.0,0.0,1.0116134915771745e-05
265,self_noise,p2p,9.02224360596654e-05,0.00019994740271247883,0.2667791212143852,0.06518307316732157,0.26792587458020084,0.06265612449438714,3.886178704913207e-06
265,self_noise,p2l,5.4049768896925205e-05,0.00016951038343190704,0.2931763262185275,0.02045865282600395,0.3098020940324322,0.013757981804138664,1.197573921462972e-05
270,self,p2p,0.0,2.178735484347601e-05,0.010189818171543446,0.0007830393513316306,0.0,0.0,2.178735484347601e-05
270,self,p2l,0.0,6.642126756346644e-06,0.010791156209345907,0.0007442830017916704,0.0,0.0,6.642126756346644e-06
270,self_noise,p2p,8.931314805738511e-05,0.00022897948028303186,0.2587392367396111,0.03343153650966445,0.27245565213517,0.03258986622758209,5.430577044806669e-06
270,self_noise,p2l,5.3791087602425457e-05,0.00014762420147154437,0.21613868256882104,0.013837812445371323,0.13534215966419472,0.0033777330481105025,7.326559498097963e-05
275,self,p2p,0.0,1.2449338471093196e-05,0.005694510502940671,0.00026802097597281325,0.0,0.0,1.2449338471093196e-05
275,self,p2l,0.0,1.1146389063098807e-05,0.0156341631911128,0.0011374281287283093,0.0,0.0,1.1146389063098807e-05
275,self_noise,p2p,9.035630480184776e-05,0.0001023155190106378,0.16584694031036948,0.028259083001810514,0.18863933516405576,0.018519886215535845,3.073064873885121e-05
275,self_noise,p2l,5.451639303379047e-05,0.00010460900643060896,0.13257478752290305,0.07238883828185969,0.13896701619854854,0.08435576988979213,1.3427391036808589e-05
280,self,p2p,0.0,1.4445254308522733e-05,0.008221300625398009,0.00019240101668945443,0.0,0.0,1.4445254308522733e-05
280,self,p2l,0.0,6.993576803910666e-06,0.00636999812062051,0.001038691974123001,0.0,0.0,6.993576803910666e-06
280,self_noise,p2p,9.089345024192457e-05,0.00025033509888412996,0.3282570673723714,0.09217427116459928,0.3463298848603848,0.09108733561353793,1.649068796490414e-05
280,self_noise,p2l,5.4707742846546337e-05,0.0001858596387647231,0.31678299317286673,0.06496906067859853,0.3624592474865885,0.05689265780776548,2.8629145691872503e-05
285,self,p2p,0.0,1.9048264434591406e-05,0.0092810013204475,0.0005867649099716845,0.0,0.0,1.9048264434591406e-05
285,self,p2l,0.0,3.5561279270959073e-06,0.005541377586917434,0.00030091037585384424,0.0,0.0,3.5561279270959073e-06
285,self_noise,p2p,9.131123180172298e-05,9.463664662931533e-05,0.07856606982498791,0.025535349865439975,0.09465268299509626,0.01990336624341716,1.8950814518199317e-05
285,self_noise,p2l,5.521819437382546e-05,5.8272034390301764e-05,0.10007957118700485,0.022905226278469467,0.07278284791288595,0.005278682373183639,3.067903150508407e-05
290,self,p2p,0.0,1.74159870456785e-05,0.010078456087416313,0.0002383024326375936,0.0,0.0,1.74159870456785e-05
290,self,p2l,0.0,6.012848244272007e-06,0.010317297404359724,0.000857509666135586,0.0,0.0,6.012848244272007e-06
290,self_noise,p2p,9.166046765334327e-05,0.00020833489404180558,0.3590942984258438,0.060288978292395275,0.38404176250491195,0.06247521000661189,1.410690085601314e-07
290,self_noise,p2l,5.533225345103295e-05,0.0002126008185476275,0.4202224128265897,0.06374822852958523,0.4683728838853883,0.05411656720268948,2.0257938402645404e-05
295,self,p2p,0.0,1.5205730521478044e-05,0.008319271475888223,0.00020386125105584417,0.0,0.0,1.5205730521478044e-05
295,self,p2l,0.0,6.616737848048031e-06,0.010591370309999976,0.0003695262636228546,0.0,0.0,6.616737848048031e-06
295,self_noise,p2p,9.193903726147257e-05,0.00019684672734994807,0.36500511810487885,0.02375843927732557,0.3699575009011033,0.025009475016432522,8.882662080972789e-06
295,self_noise,p2l,5.571612843636823e-05,0.00020837602124241627,0.4329419946683357,0.025232166848064713,0.4485717287845695,0.015127083621448576,3.450640265058462e-05
300,self,p2p,0.0,1.762973442115847e-05,0.0097936395413346,0.0003104617298987305,0.0,0.0,1.762973442115847e-05
300,self,p2l,0.0,3.6983073914459006e-06,0.005509653220660533,0.0008378504157849602,0.0,0.0,3.6983073914459006e-06
300,self_noise,p2p,9.091287254152829e-05,0.00021137878039373978,0.3016952077304432,0.03887495800154799,0.3211048803459347,0.03778746252139785,1.985266288121434e-05
300,self_noise,p2l,5.4536203705329664e-05,0.000166563394615212,0.2420336558693153,0.053777705825302786,0.3122809070626486,0.036921611268250734,5.14532346968269e-05
305,self,p2p,0.0,9.073343885747848e-06,0.003832103358398195,0.0003300995725137183,0.0,0.0,9.073343885747848e-06
305,self,p2l,0.0,5.24827086453311e-06,0.00684789626133098,0.0017623535656834453,0.0,0.0,5.24827086453311e-06
305,self_noise,p2p,8.973744544543733e-05,0.00023778929578440987,0.41371417775406605,0.03104382203495602,0.40599332307839503,0.025041704070188582,4.075922356187181e-06
305,self_noise,p2l,5.343952711418559e-05,0.000163148582955794,0.3191722858876206,0.025167296042324313,0.15997552922184502,0.0018346196016869242,8.511813600654517e-05
310,self,p2p,0.0,6.8698015125185276e-06,0.003720087090498139,0.00027157624412170656,0.0,0.0,6.8698015125185276e-06
310,self,p2l,0.0,4.842943259297117e-06,0.00811935799299929,0.0006865269441941881,0.0,0.0,4.842943259297117e-06
310,self_noise,p2p,9.09003067091174e-05,0.00011707988739389606,0.11763406479841951,0.02093734012411631,0.12671048847054836,0.01577191986764301,9.27881261996537e-06
310,self_noise,p2l,5.4983801827101025e-05,0.0001160684331096231,0.18992527312674562,0.023455580746670947,0.10441422065068635,0.002904365783787629,6.225654187392475e-05
315,self,p2p,0.0,1.4649503741131922e-05,0.005167609284104656,0.0005277299757813001,0.0,0.0,1.4649503741131922e-05
315,self,p2l,0.0,5.024380706035253e-06,0.008561738125192795,0.00044438083186069385,0.0,0.0,5.024380706035253e-06
315,self_noise,p2p,8.958023219352955e-05,0.00016912696583789005,0.2023789101977772,0.053612803571581324,0.1720496464648104,0.050635751696417514,2.9066495607132478e-05
315,self_noise,p2l,5.394704632490022e-05,0.0001755873043134106,0.2588261792603999,0.044223038813084384,0.27431082512851057,0.02936809252867783,5.600001665488393e-05
320,self,p2p,0.0,1.2480886819806784e-05,0.006000183777210989,0.0004429681882947355,0.0,0.0,1.2480886819806784e-05
320,self,p2l,0.0,5.3424705313302e-06,0.007218100332103117,0.000960245040059778,0.0,0.0,5.3424705313302e-06
320,self_noise,p2p,9.134979196293575e-05,0.000162338348663918,0.22274475685431555,0.03500122400965316,0.23338367765468396,0.0385711507717403,1.5273211558485463e-05
320,self_noise,p2l,5.544102046664659e-05,0.0001130363585796525,0.19838598776647043,0.020155770988752614,0.0,0.0,0.0001130363585796525
325,self,p2p,0.0,1.0326217665769332e-05,0.0056424927893246315,0.00021720679425524342,0.0,0.0,1.0326217665769332e-05
325,self,p2l,0.0,8.511683144782419e-06,0.01149305449358468,0.0011080370346722539,0.0,0.0,8.511683144782419e-06
325,self_noise,p2p,9.11960445729469e-05,0.00011792849336489672,0.11484007915545921,0.03224754616749943,0.1269918714337047,0.03088261899691985,1.2014256213174123e-05
325,self_noise,p2l,5.492085892146727e-05,0.00012672110879890076,0.11108218361924253,0.05428143956934273,0.04459312583504565,0.0067961809882063655,0.00010479865732631643
330,self,p2p,0.0,1.2756676765159829e-05,0.006505789060123404,0.00016297612114127145,0.0,0.0,1.2756676765159829e-05
330,self,p2l,0.0,4.299674769963285e-06,0.006855640642658409,0.0007566163064386224,0.0,0.0,4.299674769963285e-06
330,self_noise,p2p,9.096116508315727e-05,0.00028046108873244947,0.41795450238562376,0.035265714928749706,0.44363110205063006,0.02697900067391695,3.031852544695615e-05
330,self_noise,p2l,5.465356642186451e-05,0.00018360357185908782,0.28103699678154165,0.02658584590332208,0.0,0.0,0.00018360357185908782
335,self,p2p,0.0,2.4077180914504498e-05,0.013424530503507408,0.0004236313911191177,0.0,0.0,2.4077180914504498e-05
335,self,p2l,0.0,7.0127819575891196e-06,0.011742095745300428,0.001384775780745297,0.0,0.0,7.0127819575891196e-06
335,self_noise,p2p,9.093890611987885e-05,0.0002011777218759564,0.330285511294032,0.05503370493951272,0.32727769071667867,0.05289109314681777,1.2624967277917727e-05
335,self_noise,p2l,5.510987877339682e-05,0.00023345153848538763,0.5003978028239368,0.01868353245666437,0.2569723683386174,0.0008880364118570617,9.982030898603748e-05
340,self,p2p,0.0,1.59163767649638e-05,0.006223007762271653,0.0007927341696826487,0.0,0.0,1.59163767649638e-05
340,self,p2l,0.0,5.424310678859346e-06,0.006181533902338406,0.0011053220952042865,0.0,0.0,5.424310678859346e-06
340,self_noise,p2p,8.913290742961893e-05,0.0001476720803368416,0.23796579795203573,0.02490348946943446,0.2562621087577711,0.023672831133832523,4.6805008342732916e-06
340,self_noise,p2l,5.36506488387869e-05,0.000165077920759251,0.29600175726359573,0.02755328944031761,0.2859519673044146,0.008963085257184113,3.081393329464253e-05
345,self,p2p,0.0,4.9491076195629495e-06,0.0017789041713954757,0.000286801129799115,0.0,0.0,4.9491076195629495e-06
345,self,p2l,0.0,4.502999041076173e-06,0.00672122425354187,0.0012823597849208304,0.0,0.0,4.502999041076173e-06
345,self_noise,p2p,8.904719979653814e-05,0.0001763263925938493,0.2969188474816289,0.011207797320260544,0.3062480689635094,0.012418776583529245,2.1767139628095766e-06
345,self_noise,p2l,5.339466938332433e-05,0.00015843618252377965,0.2893073290407718,0.03368149718159603,0.1835745092391742,0.00422742360469797,6.315707329860834e-05
350,self,p2p,0.0,1.7128895209337804e-05,0.008592422337844336,0.0004906780058288019,0.0,0.0,1.7128895209337804e-05
350,self,p2l,0.0,7.340872313052863e-06,0.012295853732496573,0.0012037676203760918,0.0,0.0,7.340872313052863e-06
350,self_noise,p2p,9.075733716099312e-05,0.00022259444512253367,0.3308901948305965,0.06416142237545623,0.347097190605748,0.05646727468967935,5.89207140858846e-07
350,self_noise,p2l,5.43937636051231e-05,0.00017926369601726968,0.3312102719108394,0.03240427110219136,0.351119467759542,0.03167080957162875,3.133966778190054e-05
355,self,p2p,0.0,1.6836578961835596e-05,0.00891827642640355,0.00045050546781111235,0.0,0.0,1.6836578961835596e-05
355,self,p2l,0.0,8.293623357273406e-06,0.013277466324526109,0.0009499345575407312,0.0,0.0,8.293623357273406e-06
355,self_noise,p2p,9.080560473358505e-05,0.0001296890424966826,0.17721455828434238,0.04756631314532734,0.16496995136565115,0.05051283421852556,6.444975712017631e-06
355,self_noise,p2l,5.466333518948128e-05,8.694326747844512e-05,0.1434707299452204,0.03528893756382209,0.122274381506907,0.03748152465388309,3.5882973803089245e-05
360,self,p2p,0.0,9.114809648863632e-06,0.004167802305039222,0.00041709000786933236,0.0,0.0,9.114809648863632e-06
360,self,p2l,0.0,5.114111742265605e-06,0.0059266696519086216,0.0011090094547308795,0.0,0.0,5.114111742265605e-06
360,self_noise,p2p,9.1488905660053e-05,0.00014617078256504878,0.2343857194904209,0.02704537736732428,0.18690859996427425,0.012568430767983698,4.310911981180604e-05
360,self_noise,p2l,5.562223405208375e-05,9.880713929381767e-05,0.1950906879183297,0.036888136649830365,0.0,0.0,9.880713929381767e-05
365,self,p2p,0.0,1.6677230674286143e-05,0.009495654944663742,0.00022668434969444528,0.0,0.0,1.6677230674286143e-05
365,self,p2l,0.0,5.35664113692024e-06,0.008843981270737048,0.00038323413992406033,0.0,0.0,5.35664113692024e-06
365,self_noise,p2p,9.077838117014814e-05,0.0001221331969930819,0.17333511791692738,0.019813375865064403,0.12868912001912855,0.005880674102644021,4.884428458789518e-05
365,self_noise,p2l,5.4912804883753734e-05,9.294344158480867e-05,0.12382944955537206,0.026710533369819912,0.11620245289767488,0.019470376060558122,1.8570337236399674e-05
370,self,p2p,0.0,1.5757141776375204e-05,0.008821283279331758,0.00034396483111597844,0.0,0.0,1.5757141776375204e-05
370,self,p2l,0.0,4.482201396405053e-06,0.0068465936083144125,0.0009686178047989747,0.0,0.0,4.482201396405053e-06
370,self_noise,p2p,8.982150035438742e-05,0.00011971205094797434,0.12608470917452475,0.07643926699188308,0.14002167454006276,0.07666800867842782,5.172934107208262e-06
370,self_noise,p2l,5.361048640988503e-05,0.00014432963624923546,0.020497620555782747,0.04608658106501514,0.10685790389814413,0.03782170119331231,5.503881035423745e-05
375,self,p2p,0.0,1.510620093945238e-05,0.008016278447650224,0.00038343220282222945,0.0,0.0,1.510620093945238e-05
375,self,p2l,0.0,8.810611869477987e-06,0.015396153875493219,0.0018393140537829354,0.0,0.0,8.810611869477987e-06
375,self_noise,p2p,8.979532967663677e-05,0.00030429502113146084,0.44108945520575804,0.02909834300325209,0.4390719122390609,0.03313369908342801,1.3505955738523029e-05
375,self_noise,p2l,5.39265250059183e-05,0.00020848851415870801,0.41255141359463793,0.019841160506543994,0.0,0.0,0.00020848851415870801
380,self,p2p,0.0,1.1741604242861169e-05,0.006236048649827791,0.0003796923568136496,0.0,0.0,1.1741604242861169e-05
380,self,p2l,0.0,4.127814475989448e-06,0.0051263211439557645,0.00033932686038181254,0.0,0.0,4.127814475989448e-06
380,self_noise,p2p,9.112929921993842e-05,0.0001717083123985252,0.2009514362523077,0.04070450473083601,0.21314535653720695,0.03628776231156449,1.8256288957834405e-05
380,self_noise,p2l,5.500501033746941e-05,9.987889609248118e-05,0.17361229669529593,0.03383743691048494,0.19008567223917242,0.018174145370287945,2.3106931997272488e-05
385,self,p2p,0.0,1.7906636574742115e-05,0.010384985876358699,0.00024518896398681385,0.0,0.0,1.7906636574742115e-05
385,self,p2l,0.0,7.383968032699386e-06,0.01039699798736393,0.0004907107799770282,0.0,0.0,7.383968032699386e-06
385,self_noise,p2p,9.074557690582828e-05,0.00020076498403721112,0.2923600445413901,0.026331614853768084,0.2874099795371735,0.025648960192171163,4.497721382341668e-06
385,self_noise,p2l,5.3978785455155666e-05,0.000210026426006344,0.32689381096298153,0.03295296926458012,0.35240491537727364,0.017880359904392257,4.8589336148845364e-05
390,self,p2p,0.0,1.3334544681466415e-05,0.004292604007415313,0.0007934231503826461,0.0,0.0,1.3334544681466415e-05
390,self,p2l,0.0,3.1372647357242294e-06,0.005649040438225238,0.0005607722244240018,0.0,0.0,3.1372647357242294e-06
390,self_noise,p2p,9.045882114014692e-05,0.0001653529467130852,0.14329366543066685,0.029427705425137705,0.1517897521584795,0.026741544775314662,9.679222653551809e-07
390,self_noise,p2l,5.3857390680504735e-05,0.0001842454401749745,0.17126224019956957,0.047044379474190864,0.24612125350638636,0.02245110937381092,5.291271624074562e-05
395,self,p2p,0.0,2.0054305268198508e-05,0.011286190890347384,0.0006260063202011974,0.0,0.0,2.0054305268198508e-05
395,self,p2l,0.0,5.861404341589435e-06,0.007813708716359257,0.0010200815802823967,0.0,0.0,5.861404341589435e-06
395,self_noise,p2p,9.065447004095018e-05,0.0001855255799208852,0.20582230628480203,0.06164817002803564,0.1965660395103154,0.06667468945018776,9.281002983271102e-06
395,self_noise,p2l,5.521005035439439e-05,0.00021246990195053565,0.4033400350855183,0.14645375460784554,0.3735979271732218,0.11104444189153422,1.692639120823419e-05
400,self,p2p,0.0,9.952145073758368e-06,0.0052321239828938175,0.0001938022721632337,0.0,0.0,9.952145073758368e-06
400,self,p2l,0.0,8.170408806296831e-06,0.008335658227028425,0.002196370247334709,0.0,0.0,8.170408806296831e-06
400,self_noise,p2p,9.065071958172826e-05,0.00017949327091469763,0.3126322107940868,0.037068651508376065,0.32485879229195364,0.03653449997060692,6.817104458945564e-06
400,self_noise,p2l,5.457082265687209e-05,0.0001403218383742788,0.21035163832899667,0.06007932237543487,0.0,0.0,0.0001403218383742788
405,self,p2p,0.0,1.148983681843536e-05,0.004718450812902937,0.0005639879249343536,0.0,0.0,1.148983681843536e-05
405,self,p2l,0.0,5.783677770967737e-06,0.009659301156421113,0.0005309345000616417,0.0,0.0,5.783677770967737e-06
405,self_noise,p2p,9.045084651173274e-05,0.0001479744356119973,0.2557347954986802,0.03767463418742343,0.26341816764808884,0.035905945579210986,4.741269129292043e-06
405,self_noise,p2l,5.457938806244654e-05,0.00014972192598612,0.2755088296686201,0.05296418794588791,0.0,0.0,0.00014972192598612
410,self,p2p,0.0,1.710134486613584e-05,0.009412645458282605,0.0002275054725827026,0.0,0.0,1.710134486613584e-05
410,self,p2l,0.0,4.244866649260871e-06,0.004468659745781851,0.0007657697727066133,0.0,0.0,4.244866649260871e-06
410,self_noise,p2p,9.093898342591311e-05,0.00013130480196932624,0.15008312830360626,0.06067601075777824,0.13678100384992722,0.056493921181861466,1.5485224874918186e-07
410,self_noise,p2l,5.507904842139227e-05,0.0001087237972789669,0.1764009153606082,0.042590404923589745,0.1911091069642644,0.037682376651573334,1.3736795175061185e-05
415,self,p2p,0.0,7.298767637354804e-06,0.00345663907678952,0.00013121628290192373,0.0,0.0,7.298767637354804e-06
415,self,p2l,0.0,5.9890567485311915e-06,0.00876270922821163,0.0013088146217058794,0.0,0.0,5.9890567485311915e-06
415,self_noise,p2p,9.006187328455006e-05,0.0001896912997684741,0.22990261579469493,0.06688378685416228,0.2518438823689749,0.07245600156121874,4.451042883781733e-06
415,self_noise,p2l,5.3880319681960285e-05,0.00016802255117691673,0.26177823512535514,0.06771230951449211,0.2159042828868499,0.039933591742515165,3.3435756079767514e-05
420,self,p2p,0.0,9.997354264618481e-06,0.0051126895443597935,0.00036965879103650304,0.0,0.0,9.997354264618481e-06
420,self,p2l,0.0,1.0372524372754663e-05,0.017239991478012414,0.00108418728685353,0.0,0.0,1.0372524372754663e-05
420,self_noise,p2p,9.136448277517378e-05,0.0002424879813843229,0.2990717450503574,0.022339774905197205,0.30744621915712,0.022507260842309623,2.292655301368428e-06
420,self_noise,p2l,5.536523123942545e-05,0.00013356162068695884,0.19067809710459993,0.028295203540555404,0.1168925921242613,0.0037020471728975955,7.16756607578613e-05
425,self,p2p,0.0,1.7733247336725446e-05,0.010095896884827038,0.00025482964365894606,0.0,0.0,1.7733247336725446e-05
425,self,p2l,0.0,7.194680683615526e-06,0.011218179658845397,0.0008986666448850734,0.0,0.0,7.194680683615526e-06
425,self_noise,p2p,9.145179249212825e-05,0.00023638049320599578,0.3480536467581765,0.03093786631516033,0.39354325609195207,0.020261732507106722,3.239800271432099e-05
425,self_noise,p2l,5.592995389446229e-05,0.00017554433043165887,0.344980630616455,0.0452111102070682,0.31576353228474563,0.030116737361493416,1.2073887796726347e-05
430,self,p2p,0.0,2.3937894749807002e-05,0.01189666767655173,0.000434318109947779,0.0,0.0,2.3937894749807002e-05
430,self,p2l,0.0,4.197665147663627e-06,0.007210003899542147,0.000867873455887322,0.0,0.0,4.197665147663627e-06
430,self_noise,p2p,9.00541391689621e-05,0.00011987196525503991,0.1462990408650866,0.023123530011335144,0.10339839696296976,0.006118788699472846,5.793665364626602e-05
430,self_noise,p2l,5.404725819924121e-05,0.00018422307796803786,0.21097882983254687,0.043933330383046205,0.24503908827136456,0.05602162907165808,5.45342265501684e-05
435,self,p2p,0.0,1.6488529665682244e-05,0.006309097078014402,0.0005477678981744172,0.0,0.0,1.6488529665682244e-05
435,self,p2l,0.0,5.50798895033391e-06,0.00835816490809861,0.0006247703794598702,0.0,0.0,5.50798895033391e-06
435,self_noise,p2p,9.149594967145182e-05,0.0001228126532899146,0.14654064219190205,0.05027607585143253,0.15478401467306907,0.04795077660564484,2.329259051096606e-06
435,self_noise,p2l,5.544237386826812e-05,0.0001724116896064514,0.33408204211436426,0.036599298095856735,0.03808877329294976,0.001158252596601586,0.00015313509720671123
440,self,p2p,0.0,1.5251174119620403e-05,0.008170611028047696,0.0003773245608378093,0.0,0.0,1.5251174119620403e-05
440,self,p2l,0.0,4.286450923016479e-06,0.005084408575979237,0.0012861651166054592,0.0,0.0,4.286450923016479e-06
440,self_noise,p2p,9.073942114419943e-05,0.000139083550416252,0.22928210466951024,0.019429579387171325,0.2383662994350593,0.009962455403444783,1.3223505277249235e-05
440,self_noise,p2l,5.415239291021971e-05,0.00010042671517561838,0.1371531929358304,0.04652797296740409,0.05023091329070638,0.003274623142519754,7.35665186249932e-05
445,self,p2p,0.0,1.2554623158611957e-05,0.006176501018855432,0.0002998671165574862,0.0,0.0,1.2554623158611957e-05
445,self,p2l,0.0,8.354806743818416e-06,0.012601047135061657,0.0012512450551911186,0.0,0.0,8.354806743818416e-06
445,self_noise,p2p,9.082031342929277e-05,0.00015440019532830395,0.2922595268471957,0.04274781924970255,0.3197662398841696,0.028990395057516997,3.7370560927563285e-05
445,self_noise,p2l,5.4157630899376026e-05,0.00012324928525330017,0.2672582418186786,0.022375984637354015,0.23074910075708818,0.013824911866033044,3.1042660452159e-05
450,self,p2p,0.0,1.229420776491822e-05,0.007102892309115808,0.0003671442067798466,0.0,0.0,1.229420776491822e-05
450,self,p2l,0.0,4.320926167462583e-06,0.007277951822082096,0.0006004066441330526,0.0,0.0,4.320926167462583e-06
450,self_noise,p2p,9.082119427734133e-05,0.00016871515410686738,0.24382784249802114,0.037626363435903004,0.2498498748015394,0.037655504555602695,6.630599139330441e-06
450,self_noise,p2l,5.4499548804421485e-05,0.00021018570056142446,0.3503080958652707,0.021697781492634023,0.31189313916763167,0.022964658671979304,6.011703653007045e-06
455,self,p2p,0.0,9.725270115754938e-06,0.005384718044377007,0.00037943557184629944,0.0,0.0,9.725270115754938e-06
455,self,p2l,0.0,7.500888666542007e-06,0.013757293381877249,0.0010752475879109665,0.0,0.0,7.500888666542007e-06
455,self_noise,p2p,9.205314721778384e-05,7.760796605506914e-05,0.1381831999626658,0.023802777378215113,0.14860210256758494,0.023790665717484585,6.416302717974924e-06
455,self_noise,p2l,5.545989104925405e-05,9.659029862532645e-05,0.181857324450327,0.025464440326973294,0.0,0.0,9.659029862532645e-05
460,self,p2p,0.0,1.176898371994049e-05,0.00552153538360983,0.0004627317936640951,0.0,0.0,1.176898371994049e-05
460,self,p2l,0.0,8.119873915313526e-06,0.014287011106046124,0.0005409212884631845,0.0,0.0,8.119873915313526e-06
460,self_noise,p2p,9.100679087465732e-05,0.0003324273844809478,0.2736384095247841,0.05458512512062174,0.28469069876658987,0.054781692481189304,5.405229414993156e-06
460,self_noise,p2l,5.5296218641266944e-05,0.00028561623999639736,0.33717343005543843,0.04708564826343273,0.43280883591663444,0.02962394040014401,6.333456357862302e-05
465,self,p2p,0.0,8.053246098662459e-06,0.003908073170366621,0.00040488404619425333,0.0,0.0,8.053246098662459e-06
465,self,p2l,0.0,4.905410560578049e-06,0.007041376371064952,0.0012120498068465635,0.0,0.0,4.905410560578049e-06
465,self_noise,p2p,9.022976202054803e-05,0.00019048776519975933,0.2944954714987154,0.011064820724036197,0.2993307339985141,0.012275396548802584,3.916540511645064e-06
465,self_noise,p2l,5.441386515648052e-05,0.0001976399432753817,0.3501867522165553,0.031483278539660264,0.33779270673348555,0.01218065863081776,5.4522291791219615e-05
470,self,p2p,0.0,1.140630671858209e-05,0.00639727391248082,0.0002613487020721748,0.0,0.0,1.140630671858209e-05
470,self,p2l,0.0,8.988818111450927e-06,0.015897384470982667,0.0010237967070729672,0.0,0.0,8.988818111450927e-06
470,self_noise,p2p,9.142514857251735e-05,0.00023279828574844966,0.34186799554601927,0.09552517699028568,0.351140109693559,0.09794527530534537,2.2863819720116663e-06
470,self_noise,p2l,5.600825041727971e-05,0.00018907157877816688,0.3558650923459217,0.04556816672050705,0.0,0.0,0.00018907157877816688
475,self,p2p,0.0,1.557698947716089e-05,0.007676859875537853,0.0005489651856217355,0.0,0.0,1.557698947716089e-05
475,self,p2l,0.0,4.078733463078547e-06,0.0068535718993581055,0.0005470656957928666,0.0,0.0,4.078733463078547e-06
475,self_noise,p2p,8.933913662846448e-05,0.00010310094817915842,0.14433781496529446,0.011724768239552387,0.13142515592587928,0.006784381717422486,2.0439435794483195e-05
475,self_noise,p2l,5.3614584179556995e-05,0.00014942110196411476,0.2412695953560621,0.009594384403644761,0.24622739043671069,0.006639708502846288,6.656866472158337e-06
480,self,p2p,0.0,8.949122474883624e-06,0.0042914315329947725,0.00039387639543862844,0.0,0.0,8.949122474883624e-06
480,self,p2l,0.0,6.764629922734562e-06,0.010136217276044844,0.0006049377975097612,0.0,0.0,6.764629922734562e-06
480,self_noise,p2p,9.042967070987825e-05,0.00015492892091466975,0.2161427148275958,0.018318065474945206,0.22913129905698496,0.014283880534508147,1.8821322658510216e-05
480,self_noise,p2l,5.4353378310573636e-05,6.241035607734023e-05,0.11973481137999654,0.02211608549086512,0.1263143996329929,0.007302012244046121,2.8995221782440885e-05
485,self,p2p,0.0,1.927345401232433e-05,0.010871192288310707,0.0003246600934966438,0.0,0.0,1.927345401232433e-05
485,self,p2l,0.0,4.390753703552031e-06,0.008077460133571347,0.0006763966213910695,0.0,0.0,4.390753703552031e-06
485,self_noise,p2p,9.040854506240811e-05,0.00010744358151244121,0.18028658426693728,0.021831590648367413,0.13425201354611754,0.012761620272105255,3.383582482573319e-05
485,self_noise,p2l,5.3416971672161336e-05,0.000122154142201461,0.2407865684745237,0.03114880387474363,0.24170511685422044,0.03091277932226676,7.358933139783374e-06
490,self,p2p,0.0,1.2607971687224679e-05,0.0070229362233453175,0.00012137448027791881,0.0,0.0,1.2607971687224679e-05
490,self,p2l,0.0,7.033656300972164e-06,0.012509274715570005,0.0005879292168220398,0.0,0.0,7.033656300972164e-06
