dataset,order,scan,block_full,in_support,condition,kind,n_points,gt_norm,gr_norm,residual_rms_mm,trans_error_mm,rot_error_deg,patch_spread_mm
II,1155,1155,23,False,N2,p2l,15600,0.029636361962635267,0.005065229611762462,62.257339159091686,55.37899252659715,2.576415347598567,448.66253058357586
II,1155,1155,23,False,N3,p2p,15600,0.011686806088432113,0.0010403997566852958,62.13042932646636,23.875029109884505,1.0057797452161765,479.57923524774674
II,1155,1155,23,False,N3,p2l,15600,0.01036940541913123,0.0005861218481194207,60.09045171341982,25.38204902371358,1.181946895482664,479.57923524774674
II,1156,1156,23,False,raw,p2p,15807,0.013012982440550384,0.002253036822670846,69.80191882180763,33.48577527617181,1.0815449522989498,462.52985446450185
II,1156,1156,23,False,raw,p2l,15807,0.01164594943244111,0.0016125897090317827,66.58247069240743,40.57032258311848,2.2354864159581918,462.52985446450185
II,1156,1156,23,False,N1,p2p,15807,0.03185107888065289,0.0014907537288279282,72.8280413899461,43.86379378413892,1.2090230209934796,448.0493503099306
II,1156,1156,23,False,N1,p2l,15807,0.028554150023505025,0.000454970735310675,69.51616058654534,49.312778525132195,2.441082203909642,448.0493503099306
II,1156,1156,23,False,N2,p2p,15807,0.031080999730237063,0.006453354747064707,73.39312386403203,52.714016955441636,2.399606171494411,452.52569895435863
II,1156,1156,23,False,N2,p2l,15807,0.029303283724667145,0.004747274605893243,70.23912730411551,60.39007950465186,2.36470606282642,452.52569895435863
II,1156,1156,23,False,N3,p2p,15807,0.01021452859782387,0.0010609430778052253,73.04397938387659,24.14494306329686,1.0462991594488604,483.2044928152023
II,1156,1156,23,False,N3,p2l,15807,0.01015131562733021,0.0007600739984024064,69.75566176179483,31.435911532513988,2.282304818041479,483.2044928152023
II,1157,1157,23,False,raw,p2p,15728,0.0134945070871246,0.002375620221265012,76.58306471642888,33.255216946735324,1.0105026027963457,461.49658802931356
II,1157,1157,23,False,raw,p2l,15728,0.012495038274590083,0.001563563644292839,73.36078521668342,44.92920496915502,3.502026051484317,461.49658802931356
II,1157,1157,23,False,N1,p2p,15728,0.032647423597334906,0.0018075090028532384,79.30497326944466,43.373633213890535,1.096900779191545,457.5641162793083
II,1157,1157,23,False,N1,p2l,15728,0.029710492390280455,0.001356363796325345,75.9275473843598,51.70349608476454,4.322678282604006,457.5641162793083
II,1157,1157,23,False,N2,p2p,15728,0.031103010424712866,0.006713693845140126,79.81282931106374,51.8001144602077,2.50176417818032,451.18510864804716
II,1157,1157,23,False,N2,p2l,15728,0.02916456926562384,0.0046461718748290705,76.61264868274291,64.4407892842433,2.5375288626529637,451.18510864804716
II,1157,1157,23,False,N3,p2p,15728,0.009642994976268322,0.0013988657136269765,80.12774323260447,24.335066059185937,1.047297024329092,482.41868284204696
II,1157,1157,23,False,N3,p2l,15728,0.010072327501888063,0.002091701623227563,76.75049396593941,37.32060121314767,3.1818769662042587,482.41868284204696
II,1158,1158,23,False,raw,p2p,15769,0.011827495450424823,0.0013359876969677496,60.69020503199331,33.05871148802449,1.389102788899417,448.12249282506207
II,1158,1158,23,False,raw,p2l,15769,0.010410114442279125,0.001495441581995572,59.06381458846236,33.30819502778902,1.4034632258318709,448.12249282506207
II,1158,1158,23,False,N1,p2p,15769,0.032062988263612785,0.0005294262597382628,64.4665491576337,45.21543545272693,1.563555070011185,433.2918063564739
II,1158,1158,23,False,N1,p2l,15769,0.02798615993032875,0.0009132376430753452,62.66410764113442,45.047799976154245,1.586736346265089,433.2918063564739
II,1158,1158,23,False,N2,p2p,15769,0.03074494768143079,0.004811405551208481,64.86673441166563,53.54745061527992,2.608758960991856,439.0325541670043
II,1158,1158,23,False,N2,p2l,15769,0.028410188795883102,0.005178405363122998,63.20199110169838,53.94146933383849,2.7522705154972655,439.0325541670043
II,1158,1158,23,False,N3,p2p,15769,0.009981003616384754,0.0011607138291484878,63.45543771631788,23.611189381839715,1.2234585667996638,469.20544462096024
II,1158,1158,23,False,N3,p2l,15769,0.00805060764991781,0.0009325089905784763,61.860826921962,23.107482603395074,1.3770543730012537,469.20544462096024
II,1159,1159,23,False,raw,p2p,15925,0.012805709826485913,0.0008843116999249282,62.396203448433795,31.347377318170963,1.239498952582594,458.6436484088873
II,1159,1159,23,False,raw,p2l,15925,0.012070022541384128,0.0013527877729086,60.96918130064444,32.278512800431095,1.4917045060702159,458.6436484088873
II,1159,1159,23,False,N1,p2p,15925,0.031916177572814675,0.0008915891425446633,65.82568836440868,42.546684415284474,1.4864858733138167,444.1151722426562
II,1159,1159,23,False,N1,p2l,15925,0.028142243717754537,0.0017846264024406805,64.06062024617418,42.159049322842705,1.69179536098959,444.1151722426562
II,1159,1159,23,False,N2,p2p,15925,0.030603867664880453,0.004516197216820693,66.12702129918779,50.7172190514876,2.2947359923453163,449.8144939698006
II,1159,1159,23,False,N2,p2l,15925,0.027877757143955132,0.004072620378826211,64.56169355549378,51.14434967075933,2.274248028263997,449.8144939698006
II,1159,1159,23,False,N3,p2p,15925,0.009365855232758706,0.001402306567404583,65.27687381939774,22.250409652811236,1.2206579084817832,479.7485596889147
II,1159,1159,23,False,N3,p2l,15925,0.0077527168982795885,0.0018493393040687708,63.72428481669655,22.312565768312908,1.5568771673313804,479.7485596889147
II,1160,1160,23,False,raw,p2p,15866,0.0117704794676956,0.0010635784789160914,66.61839639070229,32.82063590220674,1.3009448042205733,451.25462200914
II,1160,1160,23,False,raw,p2l,15866,0.010586014943634196,0.0011902066642373427,64.26729374902096,37.36537727812839,1.7828993799443456,451.25462200914
II,1160,1160,23,False,N1,p2p,15866,0.033158253113835634,0.00027341345453276426,70.30026131172892,45.534325674503954,1.3736620968535709,457.47057299897324
II,1160,1160,23,False,N1,p2l,15866,0.02927798839141046,0.002091179468032886,67.72160452849207,48.438575219590376,1.99307321354911,457.47057299897324
II,1160,1160,23,False,N2,p2p,15866,0.03167202618537777,0.005174749281741348,70.56417529735738,53.07148215194099,2.7179099748124838,450.9728218711745
II,1160,1160,23,False,N2,p2l,15866,0.02937416033212196,0.004774111472747042,68.08246966970496,58.202023512640295,2.810790572635918,450.9728218711745
II,1160,1160,23,False,N3,p2p,15866,0.010456247563174738,0.0008145421056145022,69.78326797736109,24.53343113073882,1.180612171181063,481.7589335222992
II,1160,1160,23,False,N3,p2l,15866,0.009160009554578864,0.0015138717250899726,67.31503336782748,28.48058113263751,1.6989651545008393,481.7589335222992
II,1161,1161,23,False,raw,p2p,15741,0.014404587938366954,0.002624062319078864,87.4443762533401,29.17156739028406,1.1026149787370858,454.6895075420314
II,1161,1161,23,False,raw,p2l,15741,0.0133340460636539,0.0029394165350506425,82.13503033005469,52.082674124265296,6.02696195398737,454.6895075420314
II,1161,1161,23,False,N1,p2p,15741,0.02967428526698736,0.0015440005711643094,89.2176053065609,37.438807924016466,1.0435639495283477,440.0271543777027
II,1161,1161,23,False,N1,p2l,15741,0.02716339854974679,0.00322762671980477,83.97693603205703,50.883102750596315,4.934940779058742,440.0271543777027
II,1161,1161,23,False,N2,p2p,15741,0.0288856453230507,0.006396238005534962,89.76564684668917,44.945808330931136,3.00517938385191,444.529219682185
II,1161,1161,23,False,N2,p2l,15741,0.027825068610485067,0.002033897254065569,84.63750069543077,69.80889792660521,4.296378209768101,444.529219682185
II,1161,1161,23,False,N3,p2p,15741,0.007549042640303865,0.0012732051467966503,91.52033113917096,16.43552774600015,1.0926954629719008,475.2251017477025
II,1161,1161,23,False,N3,p2l,15741,0.007381206666564593,0.003318368381990479,86.1114877566957,37.96504925690729,4.996137775156163,475.2251017477025
II,1162,1162,23,False,raw,p2p,16070,0.01275826759636821,0.0014462857606338823,70.4606521433468,29.185743324523454,1.0847343216603778,456.3930621881969
II,1162,1162,23,False,raw,p2l,16070,0.01190427530584768,0.0018331431097129908,67.48332554352261,35.898643333853826,2.3294139149842663,456.3930621881969
II,1162,1162,23,False,N1,p2p,16070,0.031620899495405363,0.00032888089768432123,73.44041878891503,41.835834978794985,1.1720938671863688,442.2727973266194
II,1162,1162,23,False,N1,p2l,16070,0.0284798604388693,0.00167072868834941,70.33935488283728,45.31419734154035,2.5043037970592423,442.2727973266194
II,1162,1162,23,False,N2,p2p,16070,0.030313762421135038,0.005158994101174131,73.77777361596989,48.322101781082026,2.4157148259657157,446.5677924390669
II,1162,1162,23,False,N2,p2l,16070,0.028945864969909203,0.003640103123872809,70.82175083267408,55.65596415423936,2.3094362480292356,446.5677924390669
II,1162,1162,23,False,N3,p2p,16070,0.008859288739301332,0.0014491730643479191,73.882417786199,21.223151485986048,1.1308242690182138,476.8171416715999
II,1162,1162,23,False,N3,p2l,16070,0.008128711219281335,0.003365860880280939,70.8016199345033,27.517807106163662,2.3502823649484483,476.8171416715999
II,1163,1163,23,False,raw,p2p,15791,0.013538138679950679,0.0023378663098721263,80.71528866363471,27.70046812977005,0.7122326970554568,455.16035459936495
II,1163,1163,23,False,raw,p2l,15791,0.012357917993710615,0.002031313426877737,75.80103825132359,46.552389411592706,4.2328835401874025,455.16035459936495
II,1163,1163,23,False,N1,p2p,15791,0.031354411182304275,0.0020462274599734854,83.07948182716355,38.90722670842311,0.7362488180735263,440.6030502547295
II,1163,1163,23,False,N1,p2l,15791,0.028588964069781325,0.0019389063055397892,78.19877723701741,52.926538780566,4.497406535405901,440.6030502547295
II,1163,1163,23,False,N2,p2p,15791,0.030383410027803464,0.006616529664852157,83.5665493222099,45.555388701004766,2.625795216458283,445.24501801376675
II,1163,1163,23,False,N2,p2l,15791,0.028726330317411283,0.0030568461028385634,78.92569606054657,65.50629014131549,3.013339431004995,445.24501801376675
II,1163,1163,23,False,N3,p2p,15791,0.008662351394667232,0.001204750122099847,84.54479529021965,16.579318448862935,0.6860417166839101,475.5265615788785
II,1163,1163,23,False,N3,p2l,15791,0.008233333211433614,0.0021882802327006265,79.6108163528685,35.58434321057768,4.030261589562525,475.5265615788785
II,1164,1164,23,False,raw,p2p,16003,0.011400303538022322,0.001636793521036924,70.79271800550319,26.59181795404857,0.8182441883921547,453.716881761694
II,1164,1164,23,False,raw,p2l,16003,0.0103467805700736,0.0009476562738267596,67.03741769536501,38.444076411929316,2.5644178994925806,453.716881761694
II,1164,1164,23,False,N1,p2p,16003,0.032687043529425946,0.0012237743155897862,74.21105360273926,41.75662833817522,0.8805973292368832,439.07165984263156
II,1164,1164,23,False,N1,p2l,16003,0.02994646336811749,0.002216799497649238,70.41287755794782,50.012738213710975,2.8204860100432403,439.07165984263156
II,1164,1164,23,False,N2,p2p,16003,0.03183961410710274,0.005887132875982759,74.54204467996999,47.605704938936476,2.5427191469614248,443.55405361465813
II,1164,1164,23,False,N2,p2l,16003,0.029386114200527027,0.004560214102765297,70.90404814994253,59.54550320527019,2.276229256443904,443.55405361465813
II,1164,1164,23,False,N3,p2p,16003,0.011020914995437961,0.0003208203658076166,74.31671765757514,20.573408238166913,0.7425292757132173,474.1971086120082
II,1164,1164,23,False,N3,p2l,16003,0.01020362816309829,0.0011393720174711942,70.4791146671797,32.11852212913137,2.6371678772971316,474.1971086120082
II,1165,1165,23,False,raw,p2p,16098,0.010913470348685932,0.0010559562716154238,66.09725496066403,26.620581181604763,0.9201653345372212,452.67119337793946
II,1165,1165,23,False,raw,p2l,16098,0.0098653611946197,0.0015534388627742378,63.49202342302608,32.12260928638555,1.8321599328480647,452.67119337793946
II,1165,1165,23,False,N1,p2p,16098,0.03303967845156732,0.0007385065631595443,69.926378882142,42.44919838899849,1.0181975871767175,448.36842521010726
II,1165,1165,23,False,N1,p2l,16098,0.02911672726554869,0.0027223786345489834,67.09382027292294,44.89564911506539,2.074942744519592,448.36842521010726
II,1165,1165,23,False,N2,p2p,16098,0.03170942965104605,0.004862058871876841,70.09465987733662,48.21377562996385,2.4065887960537635,442.5442648564121
II,1165,1165,23,False,N2,p2l,16098,0.030020789024458847,0.0026487902276869863,67.3320014766443,53.57526267993849,2.172291014742056,442.5442648564121
II,1165,1165,23,False,N3,p2p,16098,0.01099452947471482,0.001195448446839181,69.47189389341965,19.66208602352463,0.8861436990758478,472.89840033672186
II,1165,1165,23,False,N3,p2l,16098,0.010034443442127366,0.0010541239743777128,66.58731003944254,23.91255077238951,2.0013365794667486,472.89840033672186
II,1166,1166,23,False,raw,p2p,15778,0.01062227583844372,0.0006212748492627243,63.13585994597398,28.092455064844355,1.2432604584813647,448.3157513910832
II,1166,1166,23,False,raw,p2l,15778,0.009599999926412478,0.0008555681065015109,61.06311692826078,31.834075959634742,1.8760986464271046,448.3157513910832
II,1166,1166,23,False,N1,p2p,15778,0.03379610461083575,0.00048396571271621346,67.45704539338278,45.532650631282685,1.3221238290438548,433.73307676010967
II,1166,1166,23,False,N1,p2l,15778,0.030108326915760056,0.0023695602027185036,65.04308080027634,46.141524164489944,1.8529686245605046,433.73307676010967
II,1166,1166,23,False,N2,p2p,15778,0.032492097705134455,0.003968576113068713,67.51399625209972,50.542021478375126,2.433641951868405,438.50054929907355
II,1166,1166,23,False,N2,p2l,15778,0.03026384484132616,0.0019460213036864215,65.275203626619,53.95813297210721,2.284440735260224,438.50054929907355
II,1166,1166,23,False,N3,p2p,15778,0.010920251204364748,0.0015897125017720782,66.31986443918775,22.03995198949925,1.1955688734807772,468.4398281042041
II,1166,1166,23,False,N3,p2l,15778,0.009384345291375261,0.002160748789119276,64.07005757224441,25.54128912819864,2.188517177713575,468.4398281042041
II,1167,1167,23,False,raw,p2p,15962,0.01092641819320343,0.0003013809359864558,63.47653818968525,28.92278214746121,1.1640349941951347,451.7938679223683
II,1167,1167,23,False,raw,p2l,15962,0.010413298312782662,0.0009059689917101536,60.95509345430446,33.75528468656724,1.8229598420794022,451.7938679223683
II,1167,1167,23,False,N1,p2p,15962,0.03204017390198796,0.0010375369538262135,67.34187659727083,44.03913572981283,1.2707062844512476,447.38430039910764
II,1167,1167,23,False,N1,p2l,15962,0.02880892689566559,0.0014618670641546147,64.72083055131755,46.5520997657913,2.097383975219349,447.38430039910764
II,1167,1167,23,False,N2,p2p,15962,0.031076784623525224,0.004028800567824061,67.5879511643662,50.01000078646753,2.664849042337186,441.6386107097648
II,1167,1167,23,False,N2,p2l,15962,0.027936937830833675,0.00229132476409647,65.06547817405662,55.15830715480923,2.508600745067248,441.6386107097648
II,1167,1167,23,False,N3,p2p,15962,0.010729495789761618,0.0015510535381400737,66.69886738708799,22.263235274815425,1.0594924868653024,472.2075198410734
II,1167,1167,23,False,N3,p2l,15962,0.009303184488323497,0.0018096274442575802,64.09537441367742,26.434141344130214,1.7470801007048196,472.2075198410734
II,1168,1168,23,False,raw,p2p,16044,0.010413988561347176,0.0010857357096494312,65.29506080845344,28.892459344307962,1.3137387800386728,447.124316990798
II,1168,1168,23,False,raw,p2l,16044,0.009221329453494721,0.0017103842977295837,63.28390145846468,31.838906923862023,2.0570299507892256,447.124316990798
II,1168,1168,23,False,N1,p2p,16044,0.03267762944066466,0.0010493958085404742,69.11571823117146,44.110117809840304,1.4400298277093644,432.83631149480505
II,1168,1168,23,False,N1,p2l,16044,0.029127665507692618,0.002619099684216986,66.83031604935687,45.789767807137,2.210357526159413,432.83631149480505
II,1168,1168,23,False,N2,p2p,16044,0.03175014612073259,0.004325148911370173,69.42506978633506,51.27975259464704,2.290223255138001,437.23058638609484
II,1168,1168,23,False,N2,p2l,16044,0.02892182195985524,0.0037838586500561445,67.2620658206041,53.88106322673891,2.1393547309925767,437.23058638609484
II,1168,1168,23,False,N3,p2p,16044,0.010843462650280288,0.0020933816827333257,68.7217726317125,22.595305845332863,1.416907140786754,467.06518772536685
II,1168,1168,23,False,N3,p2l,16044,0.009454675442161945,0.003053845564705033,66.52003089808629,24.867426251980426,2.2872220710659508,467.06518772536685
II,1169,1169,23,False,raw,p2p,15909,0.008922577700785675,0.001066138437192078,60.25254705591189,27.91468158208732,1.389732225767685,449.4081609476474
II,1169,1169,23,False,raw,p2l,15909,0.007502788356274885,0.0010768579192450536,58.49270632973482,29.693229626814485,1.5412104940556144,449.4081609476474
II,1169,1169,23,False,N1,p2p,15909,0.03538233750715144,0.0009907731130937663,65.37316731948434,46.37709362510513,1.4173944921853057,434.22618502876065
II,1169,1169,23,False,N1,p2l,15909,0.03111658263826866,0.0012774016719677608,63.2394076476025,47.37894670734629,1.5709644357107608,434.22618502876065
II,1169,1169,23,False,N2,p2p,15909,0.03323267944886015,0.003683509986483756,65.29623093790798,51.97026865339386,2.462893505745567,439.24609489586845
II,1169,1169,23,False,N2,p2l,15909,0.030168970736872035,0.0033889470909743893,63.436401632382385,53.819003647942395,2.7651439333086474,439.24609489586845
II,1169,1169,23,False,N3,p2p,15909,0.012893701559630795,0.00203254327805737,63.597435745728184,24.46017855252327,1.3170070868088741,469.5101691974413
II,1169,1169,23,False,N3,p2l,15909,0.011426775117113467,0.0019011402209495138,61.57738456856046,24.954481209241866,1.5976273873836087,469.5101691974413
II,1170,1170,23,False,raw,p2p,16034,0.01016388090525117,0.0009895356523762049,57.77415386273763,28.625489754962096,1.3266389501285538,47.806262007716285
II,1170,1170,23,False,raw,p2l,16034,0.009256429807324882,0.001499772859184873,56.275934805946136,28.522861529187335,1.342331660312223,47.806262007716285
II,1170,1170,23,False,N1,p2p,16034,0.032625374161811084,0.0012909893986887552,62.30976318327361,45.5640335538153,1.4528533520019424,52.353628343596945
II,1170,1170,23,False,N1,p2l,16034,0.029003925390031684,0.001796885548875575,60.4655986940167,44.733998746245604,1.4466530490695746,52.353628343596945
II,1170,1170,23,False,N2,p2p,16034,0.03183073958924594,0.0033127762222006085,62.386737674825774,51.003911255455016,2.296668460839538,52.2047367662375
II,1170,1170,23,False,N2,p2l,16034,0.02915668160427763,0.0031920868020869297,60.698430191491774,50.729216207391964,2.3678856498025684,52.2047367662375
II,1170,1170,23,False,N3,p2p,16034,0.011217096070187555,0.002303686074744877,60.766662869227964,24.085578545784376,1.3901796457237094,44.6488560922431
II,1170,1170,23,False,N3,p2l,16034,0.009601089293394005,0.001810904830358294,59.04534573841643,22.888380341987855,1.4221430709500817,44.6488560922431
II,1171,1171,23,False,raw,p2p,15892,0.00977547397828057,0.0014405249968768102,61.227150057192304,28.90726628784935,1.4250710275698126,450.4079712398293
II,1171,1171,23,False,raw,p2l,15892,0.008428524031193908,0.0009337927646092954,59.61097349018353,31.01649177444678,1.7601757414995798,450.4079712398293
II,1171,1171,23,False,N1,p2p,15892,0.03341647843574706,0.0016971311778808526,65.68573660181242,46.28175578213337,1.5831089152308842,435.5105870372094
II,1171,1171,23,False,N1,p2l,15892,0.029211253750075397,0.0034351498397294155,63.54368819626571,46.21209571945432,1.8630749814976126,435.5105870372094
II,1171,1171,23,False,N2,p2p,15892,0.032514994284002965,0.003946017728842635,65.91848968158764,51.90649201393954,2.338689198096472,440.5402691899324
II,1171,1171,23,False,N2,p2l,15892,0.029157000954641635,0.003178396618859919,64.08395773807308,54.0342364586789,2.4159504230143516,440.5402691899324
II,1171,1171,23,False,N3,p2p,15892,0.011396446862873057,0.002705435409836387,64.35308673436168,23.09560871300583,1.4471836938015994,470.8309958470488
II,1171,1171,23,False,N3,p2l,15892,0.00959399254591371,0.0025320501254835607,62.56186905540419,23.69438728059028,1.8685029211728335,470.8309958470488
II,1172,1172,23,False,raw,p2p,15770,0.010860832578745972,0.0010011219074873739,64.32967033601055,31.39400820136215,1.5553558603641717,449.8607345183105
II,1172,1172,23,False,raw,p2l,15770,0.009642364147639968,0.0011266736349360813,62.65466633064587,32.738682110176065,1.895262879832709,449.8607345183105
II,1172,1172,23,False,N1,p2p,15770,0.031441233209762415,0.0016442876057563359,67.85060149413832,43.51315327211012,1.5673365664028727,435.7812777505233
II,1172,1172,23,False,N1,p2l,15770,0.028332795436491698,0.0029516574976259876,65.83952895864189,44.651624260895886,2.0676152048512537,435.7812777505233
II,1172,1172,23,False,N2,p2p,15770,0.030586249384696267,0.0038115011450289477,68.27890629523878,52.135268133384635,2.5042612378136893,440.76259583056583
II,1172,1172,23,False,N2,p2l,15770,0.027522417137430633,0.0020866489330471963,66.34493917276436,53.379652111791096,2.431822310687758,440.76259583056583
II,1172,1172,23,False,N3,p2p,15770,0.00995809889241294,0.0024343330103653383,67.666500434013,23.538010829412904,1.40239351825587,470.1348438244818
II,1172,1172,23,False,N3,p2l,15770,0.008379673369062635,0.002467771966143181,65.82526193959416,23.453995964029367,1.8286297800576587,470.1348438244818
II,1173,1173,23,False,raw,p2p,16089,0.010273287221229496,0.0014953740517282689,59.896210659026416,28.3911844817903,1.399362873426532,439.49841481321135
II,1173,1173,23,False,raw,p2l,16089,0.008605471326655257,0.002039080368441031,58.19948936058186,30.123638594018164,1.777825154921732,439.49841481321135
II,1173,1173,23,False,N1,p2p,16089,0.032204887083043816,0.000895526833953657,64.02547068857393,44.66698034740561,1.5704073918158428,424.5753349455361
II,1173,1173,23,False,N1,p2l,16089,0.028279303195430528,0.001320944863547519,61.99791433034906,44.631242761078695,1.8736859264505903,424.5753349455361
II,1173,1173,23,False,N2,p2p,16089,0.031000789966773905,0.0035596449895316795,64.22837899799458,50.917765874971224,2.3595931394372274,429.8790393961559
II,1173,1173,23,False,N2,p2l,16089,0.028084469503761495,0.002289381618568734,62.251998184773036,52.25276844900009,2.349920341796621,429.8790393961559
II,1173,1173,23,False,N3,p2p,16089,0.010563995116754214,0.002558677782750491,62.99347327100319,24.479201565551595,1.474446524650358,459.42128091384933
II,1173,1173,23,False,N3,p2l,16089,0.009478188978370359,0.0037138025660463534,61.12400958465568,24.65589226323692,1.8632483220930467,459.42128091384933
II,1174,1174,23,False,raw,p2p,15829,0.010034062338817451,0.0017225168060763414,60.93968619825064,26.893261832434504,1.4183064049715206,462.02425923388427
II,1174,1174,23,False,raw,p2l,15829,0.008684228575918251,0.0025298598697004447,59.06356542476938,28.153832625473086,1.7281730206895605,462.02425923388427
II,1174,1174,23,False,N1,p2p,15829,0.03300334013717793,0.001322076911752518,65.34493669501146,45.37438947352657,1.5030599034965646,447.04776375075124
II,1174,1174,23,False,N1,p2l,15829,0.029779536557248475,0.001566744163083633,63.26692583588799,45.18621180596797,1.675796364986996,447.04776375075124
II,1174,1174,23,False,N2,p2p,15829,0.031867671481737574,0.0037415571827564796,65.51515601308334,50.10561373048478,2.3776540377843456,452.63202358414065
II,1174,1174,23,False,N2,p2l,15829,0.02892821136549059,0.0027979388511856483,63.670913906528874,51.460739205805844,2.334847497859658,452.63202358414065
II,1174,1174,23,False,N3,p2p,15829,0.010785804821909854,0.002754994613882357,64.16774655438772,23.26851135707846,1.5446425103985215,482.72256127312284
II,1174,1174,23,False,N3,p2l,15829,0.009291442481193528,0.002455099809244244,62.21239343287194,23.100384618842835,1.952280209884742,482.72256127312284
II,1175,1175,23,False,raw,p2p,15767,0.011269468199622372,0.002348923004497353,63.67073888896535,31.743262679190103,1.7409018718104354,69.54185576749269
II,1175,1175,23,False,raw,p2l,15767,0.010133498053764253,0.003974980350194473,62.31028338557885,30.62057793179648,1.8034864204711831,69.54185576749269
II,1175,1175,23,False,N1,p2p,15767,0.031143953385085407,0.002237097669532598,67.14465109399367,44.62598311459821,1.8110335622001472,74.25539583541251
II,1175,1175,23,False,N1,p2l,15767,0.02671678276438461,0.001910249892778046,65.34090188080337,43.164191288997046,1.91952902848788,74.25539583541251
II,1175,1175,23,False,N2,p2p,15767,0.030191036820548096,0.003438083346684315,67.51182970812302,51.98465633086555,2.539087492785476,76.72382170776119
II,1175,1175,23,False,N2,p2l,15767,0.026727289968262118,0.003293168901409754,65.879059893338,51.34944022204339,2.6083463090189283,76.72382170776119
II,1175,1175,23,False,N3,p2p,15767,0.009186289827181927,0.003391321754266747,67.11663905361534,24.763919939436846,1.7274101093132113,74.13226954223906
II,1175,1175,23,False,N3,p2l,15767,0.007852326872277583,0.00161584482155854,65.33499762930138,23.05817138218566,1.9156777010834574,74.13226954223906
II,1176,1176,23,False,raw,p2p,16088,0.011884970083007098,0.0014394664618225033,61.80363927833847,30.289829284493507,1.4547892904987485,450.3647407408226
II,1176,1176,23,False,raw,p2l,16088,0.010725852631949423,0.0013621347930011067,60.07733745795966,31.49186495985194,1.5813051283520594,450.3647407408226
II,1176,1176,23,False,N1,p2p,16088,0.030633537136299283,0.000978704643764016,65.17383992673305,43.61687425199204,1.5099075587734665,435.25393545260073
II,1176,1176,23,False,N1,p2l,16088,0.026916948674617688,0.002079516884573396,63.087143304015605,43.47605212483531,1.6658510345824085,435.25393545260073
II,1176,1176,23,False,N2,p2p,16088,0.02977321750115463,0.003402551654012305,65.57473646507239,50.12781197872673,2.6693547050384745,440.6593107290855
II,1176,1176,23,False,N2,p2l,16088,0.027371155275738385,0.0042804420270804175,63.569533715606596,51.78950189597108,2.6586900232233113,440.6593107290855
II,1176,1176,23,False,N3,p2p,16088,0.00898789148101659,0.0025744255734222892,64.7782640945327,24.16593897000062,1.4993994801339139,470.9024896206505
II,1176,1176,23,False,N3,p2l,16088,0.008016778002674824,0.0010488927492593358,62.613683383628924,24.31511519656305,1.7753469710312326,470.9024896206505
II,1177,1177,23,False,raw,p2p,15672,0.012758958145862498,0.002052698871608963,62.9816294937187,29.539191402504045,1.5567119456935155,66.64989757657847
II,1177,1177,23,False,raw,p2l,15672,0.011615537705240311,0.0024504756033591453,61.63290166589551,29.400810116778054,1.5622297764463728,66.64989757657847
II,1177,1177,23,False,N1,p2p,15672,0.03028047782408128,0.0019406514992932414,66.07250403225417,42.165858287466676,1.5883997806744534,73.27746739310008
II,1177,1177,23,False,N1,p2l,15672,0.026927482275334466,0.0013844240666039556,64.27874913885648,40.717497399464456,1.5574768530748844,73.27746739310008
II,1177,1177,23,False,N2,p2p,15672,0.02961357178405121,0.0032490980281283536,66.47178998660718,49.329452038288665,2.379060218330632,71.77418339235572
II,1177,1177,23,False,N2,p2l,15672,0.026786413607516126,0.0031356209208434423,64.91048419909123,48.86507547689165,2.532523978841046,71.77418339235572
II,1177,1177,23,False,N3,p2p,15672,0.008058851426274837,0.00320904178552511,66.10828310314783,22.361682088746168,1.7887408836994954,68.6837061199001
II,1177,1177,23,False,N3,p2l,15672,0.006595958480811997,0.0025479734325796256,64.56665326010788,20.555143449747995,1.7749218383849314,68.6837061199001
II,1178,1178,23,False,raw,p2p,15785,0.011521531148967697,0.0022131138490211364,59.87148240819106,27.629332220786047,1.5047559157788473,60.23281719907478
II,1178,1178,23,False,raw,p2l,15785,0.010058577411419257,0.002050521118974464,58.36831591395378,26.92677409158035,1.4310505728563596,60.23281719907478
II,1178,1178,23,False,N1,p2p,15785,0.03131458566984445,0.0022251188844050022,63.70624011020913,42.9785279129485,1.591722214080599,64.87756106450693
II,1178,1178,23,False,N1,p2l,15785,0.0280363289117669,0.0033478862033385626,61.88538248360969,42.17820457301772,1.5724295263349746,64.87756106450693
II,1178,1178,23,False,N2,p2p,15785,0.02978627434141485,0.0032119954435952994,63.78805443220469,49.277688355915046,2.5471041595397423,64.24185798517854
II,1178,1178,23,False,N2,p2l,15785,0.026751038889777094,0.002089201652340264,62.22683298977838,48.121470064901544,2.674529526027993,64.24185798517854
II,1178,1178,23,False,N3,p2p,15785,0.0090490044382037,0.0030885856805087327,62.963343028515375,21.13896406583539,1.4179046606176398,62.80698455704642
II,1178,1178,23,False,N3,p2l,15785,0.00787899383435823,0.0022259848180046977,61.21321417731911,18.892182814113912,1.5031870758401806,62.80698455704642
II,1179,1179,23,False,raw,p2p,15993,0.010671286202573523,0.0020230194056985976,59.47447998589018,28.44079341064534,1.54587485363616,53.647886513765734
II,1179,1179,23,False,raw,p2l,15993,0.009630093297456944,0.0017966862605563667,58.110301975515505,28.521031174528975,1.5804225588726921,53.647886513765734
II,1179,1179,23,False,N1,p2p,15993,0.031340080185758276,0.002191167149881362,63.59232488447099,45.39254284156688,1.659418699335973,58.972813586686705
