order,scan,range_m,nearest_d,pred_et_mm_p2p,pred_eR_deg_p2p,pred_et_mm_p2l,pred_eR_deg_p2l,real_et_mm_p2p,real_eR_deg_p2p,real_et_mm_p2l,real_eR_deg_p2l,iters_p2p,iters_p2l,onbound_p2p,pred_dxi0_p2p,pred_dxi0_p2l,real_xi0_p2p,real_xi0_p2l,pred_dxi1_p2p,pred_dxi1_p2l,real_xi1_p2p,real_xi1_p2l,pred_dxi2_p2p,pred_dxi2_p2l,real_xi2_p2p,real_xi2_p2l,pred_dxi3_p2p,pred_dxi3_p2l,real_xi3_p2p,real_xi3_p2l,pred_dxi4_p2p,pred_dxi4_p2l,real_xi4_p2p,real_xi4_p2l,pred_dxi5_p2p,pred_dxi5_p2l,real_xi5_p2p,real_xi5_p2l,in_support,block_full,block_primary
197,197,14.47067852167624,0.18165272447010647,26.81626887258111,0.6575672177990656,78.24138278975077,4.983756247429099,88.1544663399246,1.8182279221682747,92.37187336531622,2.0183380130493176,40,19,0,0.013389913380224805,0.02267583686438499,0.060887907091252406,0.06548261303801786,0.008055665319166202,0.02436437133153148,0.04840844199792021,0.0497831149775559,0.02179286011936529,0.07080888230279699,0.04147885544537008,0.04202656114723971,0.004971464610871021,0.08399172065076312,0.017978827400159814,0.014977753436275703,0.009416183515481003,0.021947172529344305,0.013813897005272368,0.021740709314950167,-0.004281935192947034,-0.005454085716268804,-0.022203351541938938,-0.02332219736824713,True,3,0
198,198,14.447646791814396,0.19670672392668584,26.433555124353493,0.6422548184857982,78.46617836472456,4.684022503709141,89.17881722528018,1.9206963085556485,92.10430660184936,2.0783883498148423,40,40,0,0.013654915882000872,0.02261847536717774,0.060193817007821365,0.06388431438981362,0.007974286040804914,0.02492184693195582,0.05145533308989022,0.05172496811466853,0.021182230073982747,0.07088192480970947,0.04101115131689542,0.04155147822987104,0.004551885199116447,0.0783003889154644,0.0219333333352909,0.02014444065352625,0.009133911893374189,0.02272448690066933,0.014377973962684669,0.021674135732616288,-0.004637242228612863,-0.005997777421585543,-0.020879632447756626,-0.020983056269876222,True,3,0
199,199,14.424732125204336,0.2121013269535101,26.052011552649137,0.5976364942728388,77.26567876335936,4.549099277231204,89.29772941106336,1.9376839040558564,92.3478648030931,2.129456389159017,40,40,0,0.014167505503924586,0.023108689915829362,0.059925273060472774,0.06382287397208788,0.007619945712030363,0.025986632433276317,0.051601452680384206,0.052360864268425414,0.02049208435180133,0.06899759778365099,0.04147693585444006,0.04138971834522291,0.003904193168786495,0.07608094403969716,0.020784301828377292,0.018083137053678276,0.008703509457496737,0.021663348588501122,0.019716121870057286,0.027261939358525653,-0.004219740936267221,-0.006799620727358436,-0.01797246953479392,-0.017638034214882282,True,3,0
200,200,14.401974598029328,0.2248775647095156,26.011948802447577,0.6200300937638371,76.26227605963786,4.303022914501214,89.7162453872194,2.188864959903597,92.87605310332417,2.4029797834233615,40,40,0,0.014143238864001446,0.023324943000006655,0.05863374393957423,0.06265809696520144,0.008327062134075544,0.025512399972857657,0.05368109712278806,0.05383987247618021,0.020180443779862677,0.06797793194462293,0.0415863988546977,0.04244045542285753,0.003862529719288269,0.07215900842465792,0.025658601569206928,0.02278948634042468,0.00862799397061964,0.018674998138163076,0.021990587821804904,0.030186906288989773,-0.005267341629082607,-0.00919891199750163,-0.017818861191729745,-0.018120319385824483,True,4,0
201,201,14.379259328690264,0.22066109466954598,25.422177255752274,0.5632687968593157,80.41751215238094,6.347397078900638,90.05111426155443,2.1069302856043874,93.97834116913685,2.2416882394505704,40,13,0,0.013894455681020145,0.02198031728130719,0.05727887675365599,0.061139813273990574,0.007972304121143638,0.03520192426397883,0.05572537429446929,0.05785627349464535,0.01974015108227522,0.06888153918942654,0.041509229302991404,0.04179118877271913,0.003651266133943785,0.10821405818454609,0.022681405951236487,0.01870329161215108,0.00798835254590867,0.02050214888996065,0.02158835654150525,0.028836218201488364,-0.0044159910863314404,-0.011926764332028144,-0.019280578249083417,-0.018692580165571605,True,4,0
202,202,14.35660013717907,0.21782272385144974,25.092476453610594,0.5460007209944339,77.84461250675548,6.130710357973313,87.64359650940675,1.8288760612570152,90.40705847606957,1.8666472459283545,40,40,0,0.013914911933078401,0.021793121727470492,0.05503610839034467,0.05797212080396615,0.008205518823697074,0.030040062439764762,0.0543712976311828,0.05588757264486879,0.01920096511385892,0.06842834347193857,0.04118481244647429,0.04110047026069571,0.0034142161302233983,0.10439537322245626,0.024269404638594953,0.02061970813147926,0.0073891649734127655,0.01914288419208559,0.013206835447667513,0.01769288648054767,-0.00495529371100199,-0.013578932930499001,-0.015982993425628818,-0.017977480210586306,True,4,0
203,203,14.333846077059071,0.21637230464739018,24.449664889640324,0.5245228577052071,76.73504802632824,5.343257359891392,88.31207734181842,1.7498837174133597,91.4446661934463,1.7425472775214483,40,40,0,0.013239680687228372,0.019862676185887978,0.05118919688782108,0.053879153775772175,0.008246467191006406,0.030436412878618466,0.05752382232922595,0.060258454517554676,0.01882797778264033,0.06758229399346939,0.043240016085136404,0.04275608053591104,0.0032734265405309397,0.08966782078011575,0.022205591473846625,0.01879826051176399,0.007193395113897983,0.023353965261935204,0.014343258547342815,0.0170603876621235,-0.004620322277830411,-0.010546239403158457,-0.015295408389485704,-0.016749045949330608,True,4,0
204,204,14.311040202499084,0.216354081785309,24.131749464889857,0.5160368824796925,77.46419314488107,5.707411806356624,88.09374492581479,1.6101561410949787,91.06354918229536,1.5615024168608314,40,40,0,0.013537036730153317,0.020111601309284036,0.05234195051711166,0.054611082307611546,0.008374361802287197,0.03048152836498603,0.05821425572771719,0.0611772090846133,0.018137255393445975,0.06831618505814267,0.04039713530916147,0.03959228166556096,0.0032710091871131657,0.09665204534726175,0.02123077212741471,0.01730394908518718,0.007001718474738884,0.0225880264806593,0.010066902759315545,0.013666706763220016,-0.004625391659383292,-0.008422494739222793,-0.015416347128352359,-0.01601686671051645,True,4,1
205,205,14.288317875630076,0.21778187382888953,24.146121750169534,0.5242133959261471,72.82108875081632,2.335847927641555,92.35178620125485,1.9232976528494532,95.91981548760812,1.835183021404195,40,40,0,0.013500879815238072,0.020478226603182874,0.056729822676063024,0.05926082670577337,0.00863984436839339,0.03044619571912864,0.06109588667398456,0.06473506797600917,0.01805864139625261,0.0629013701621473,0.039722440323126766,0.03870576695360211,0.002907551982585525,0.032106929726915256,0.026596598990702887,0.020874434213000934,0.007200923018778898,0.021542107862679703,0.014735610854520974,0.018939536776291066,-0.004837522091645266,-0.01292794700411014,-0.01422269419445961,-0.015214202330903493,True,4,1
206,206,14.265449647856924,0.22064360310733022,24.189352529090662,0.5196351567314436,71.3065631608553,1.9454416385622297,93.79047038451354,1.8244214557369178,97.81467663938932,1.8193600823927096,40,40,0,0.013975981931726347,0.020899372677893154,0.05918391012361308,0.06228480624935342,0.008498422806711576,0.01834370350457859,0.061735142806941895,0.06512463384156161,0.017820592431764103,0.0656608765797388,0.03850570425319985,0.038040714288132486,0.002778345363608811,0.025134572075251504,0.022217950749496045,0.015459736183975533,0.0073472895193991365,0.022426416877955956,0.015299347548071576,0.02047013748105377,-0.004533336684725701,-0.004267061204390809,-0.01691791560215268,-0.0187156445062897,True,4,1
207,207,14.24273337966706,0.22483267541663754,24.114877367408543,0.5117854521038135,69.46944346693475,1.3205949314260856,93.417691577717,1.700426681571489,98.38573213211605,1.546346904143232,40,19,0,0.013901950258460428,0.021663876739286807,0.058210700115341865,0.06132273189967852,0.008556010343398186,0.018713503638585274,0.06109567504278003,0.06602466382509893,0.01774986694203954,0.06329679930138084,0.04007116148626365,0.03949707085741061,0.002226207840771965,0.006811337967089157,0.025012749831196304,0.021860998313489064,0.007144765467280144,0.021698044667257114,0.009125128246021635,0.009469856403440764,-0.004876786281395015,-0.003747595317805438,-0.013110327714855268,-0.012681337431848518,True,4,1
208,208,14.219819788844752,0.22791821857374941,24.056444216859184,0.5175671944192217,72.32878645101493,1.7334389539489958,90.851873088811,1.525507074905177,94.44643208431965,1.3502158707203473,40,13,0,0.013608319251631484,0.02135310001571621,0.0529528162126428,0.0546855462536203,0.009262375746929726,0.038388387495401244,0.06221045733011868,0.06631108635655368,0.017542364465123327,0.05746155388342944,0.03974822131458183,0.03914663958266203,0.0022952449063107262,0.018722879269441363,0.022619360366652894,0.020216957900190135,0.007158582131501877,0.0192080271666549,0.006239421072959724,0.006991425826859381,-0.005008611377518187,-0.013993682085130188,-0.01258297426025452,-0.009886222052782844,True,4,1
209,209,14.196992017871713,0.23134015626222731,23.76869668752295,0.5140646013697316,72.4781032603189,1.8136797446741808,91.59372095486073,1.6209660351448982,94.02135728130148,1.217832624300778,40,40,0,0.01311702814911842,0.020781402597498444,0.050942436354956724,0.05213152819662725,0.009302027462981127,0.04020285864277989,0.06500170819168852,0.0677400533682889,0.017503336820065035,0.05661217991954376,0.03961130935402979,0.03916126354656822,0.0020174344621220297,0.02194928759519463,0.02567494883932941,0.01974624487148021,0.0073060791545761505,0.017812522700435995,0.004106145678502242,0.001501037331104452,-0.004801052009048091,-0.014246465267548209,-0.011150257799755075,-0.007721124348365621,True,4,1
210,210,14.173961105043851,0.23612896454221524,23.243839794228553,0.48206608502704057,74.11603619529701,1.7386984407994175,92.06143278606761,1.3100384827963418,95.13061106296385,1.0925520826293502,40,40,0,0.013216670929913538,0.019562129770279886,0.04619286486240642,0.04715850454142031,0.009788980946345581,0.041732366203983136,0.0708154026491131,0.07446381087706745,0.016424723740210197,0.05804239408544372,0.03642396724783136,0.03579175156784131,0.001917404883763532,0.014732799864303774,0.018746032908907393,0.010790313801213428,0.006370250797022533,0.020397582530496446,-0.007239537674273197,-0.01552891386331516,-0.00515100068012263,-0.016963599535138308,-0.010906879114437879,-0.0024565532758550478,True,4,1
211,211,14.151067047835683,0.24213408231010886,22.395593039745037,0.4603358301351871,71.07683648796234,1.4875421379336908,88.85336716956355,1.1626325039751633,91.11759844195174,1.0914935923521831,40,40,0,0.012845437031466397,0.019252644970038424,0.04162412979098437,0.04177217848537349,0.009333013840749915,0.040615627312224095,0.07015215877383016,0.0729077263608808,0.015794055455166628,0.05506017766797257,0.03522821732480779,0.03524152787978685,0.0013957654833615107,0.010846394665014148,0.016513959780637476,0.012698189038879908,0.006382979631140945,0.018493769031465157,-0.010251084936512571,-0.014180638080697736,-0.004675532681803762,-0.01464199627849905,-0.005827531579838911,0.0007576137628031083,True,4,1
212,212,14.127982819648285,0.24934717705923393,22.39633776925428,0.4916895156628547,70.40776498385064,1.4140339129943722,86.4312952418396,1.3876326042592646,89.06155094160837,1.0754798640866852,40,40,0,0.012948116912337295,0.019733714271765804,0.04334161815261895,0.04373536693574894,0.009368133010346332,0.04169455711809527,0.06679544976730899,0.07015409474981307,0.015690133772515453,0.053192083976728546,0.033619054470307747,0.033129752865881046,0.001238157428929901,-0.003375810940444808,0.02152262871260475,0.012990925218215812,0.0069003450782630284,0.016405588338811554,-0.009305890764599546,-0.013548804401569768,-0.004949351349009558,-0.01812568998345925,-0.006060121900061266,6.011082860601422e-05,True,4,1
213,213,14.104926604233778,0.25761297392424326,22.265474256121074,0.5067224258510709,70.3229589783596,1.5127567423753236,90.49774271930895,1.596322173373778,95.04371326674125,1.5937462210929614,35,40,0,0.012657488730971032,0.018987097623065746,0.04133391061618032,0.041314517780777354,0.009565119625852532,0.04088843280291684,0.07192583707132136,0.07777394890893027,0.01562202961904958,0.05397170319941341,0.03616660382249882,0.035743963450958566,0.0008230828628468973,-0.005267485165676935,0.02356946616661747,0.01650637732055711,0.007275018872515788,0.018411395615914986,-0.014625496793813727,-0.021645194547759455,-0.004961101081234111,-0.018176101221705862,-0.002610510870526928,0.005723769468076625,True,4,1
214,214,14.081894257146296,0.2642105810776566,21.793838074567915,0.5187581085623101,69.24489030530776,1.6834053177047081,89.91068102374727,1.455514554031398,93.3938397773149,1.3902948127017074,40,40,0,0.012653934062632061,0.018908351714955886,0.04209711252872529,0.04203213611508078,0.009905798192264713,0.04415008443790078,0.071156065612759,0.07570841031496603,0.014721565573442634,0.04988084916021239,0.035335223296458794,0.03498493174975238,0.001022307495518127,0.012380272040945927,0.02159023733685506,0.015681557479435025,0.007334898553427184,0.01891419485793809,-0.01298542960188458,-0.017908942109117518,-0.0052086213991389425,-0.01876761112200698,-0.003252562550089997,0.004707393008022816,True,4,1
215,215,14.058720433106744,0.2703932317996529,22.302397309518216,0.5800634542711577,69.93070980745844,1.7223319327047784,91.1200177933605,1.4650769764512717,95.2432767250856,1.4593458361668408,40,40,0,0.013726870047739244,0.02017859764602409,0.042538541975847353,0.04271790686510057,0.010412050426933057,0.04716553145142061,0.07277917908368747,0.0781844454848378,0.014161891482110982,0.04752410981933157,0.03459076728168883,0.03366978881169661,0.0009593161685631418,-0.0012216289523311907,0.020705847156240666,0.013993654592646723,0.007791555638359817,0.01877468279278583,-0.01471005651279385,-0.02073663570916172,-0.006392737788023358,-0.02344449476328278,-0.0029543795012940692,0.004786473175375386,True,4,1
216,216,14.035655701275376,0.2776586621944277,21.653849743579393,0.5591756741317796,68.75800406153701,2.1156154273756296,89.28562256181618,2.0113546998730234,93.9457317378553,1.9676441707253352,33,20,0,0.013991956198241149,0.018960001717533703,0.04394607171495207,0.044184723431472596,0.010090940276608737,0.044029246692846226,0.07040143959905995,0.07645371510481572,0.013087677211710638,0.0492910427264219,0.0329287485254952,0.032067743508345306,0.0011547781977477192,-0.018556665802437408,0.03274891773252349,0.028456748351879044,0.007419817363719813,0.023755394454684425,-0.01264163929381245,-0.017445521738652086,-0.006233762181730483,-0.021324792127292838,0.00020409324955806486,0.0080765853315495,True,4,1
217,217,14.012576647677726,0.2859715681473933,21.614613316367596,0.5725387880335119,77.10541766006415,2.2336666104883807,86.25348337552204,1.2650081205722592,89.70446681575358,1.2637538097028669,40,40,0,0.014416223231905178,0.01868559690151301,0.046428783115442886,0.04642942308499695,0.010216487167248716,0.060220383240439844,0.0654285875587995,0.07004203169764943,0.012449393820801681,0.0443801683563915,0.03167225004465467,0.03138970905182874,0.0012422327067141106,0.000506610444857765,0.018904267093389188,0.013845965115266607,0.007489467284705387,0.024637945389161496,-0.011176499529995523,-0.01653888535342657,-0.00649757878795647,-0.030208152689019406,-0.002275348961267445,0.004609879436463256,True,4,1
218,218,13.989687584170063,0.29516297084107396,22.419327369614326,0.6136239362555247,69.0786870298572,2.178516234785995,84.83445751278488,1.3945599800773834,87.03078431959594,1.3557973188749457,34,40,0,0.015490710218574937,0.021292685833855914,0.046207703096890373,0.04642236714552556,0.010827020561525208,0.05277072367869577,0.0638390603851117,0.06618485479640561,0.012059840894074277,0.0391629576791183,0.03140553653648021,0.03223175830557124,0.0012327895148314097,-0.01836216924258339,0.019164574072959323,0.01456770625811035,0.007846225269702602,0.02209330709093318,-0.01500287146123261,-0.018231216727091545,-0.007184420412419943,-0.02490803852037867,-0.0002283781142639435,0.00391768555446531,True,4,1
219,219,13.96670024049664,0.303252279825573,21.93759758126884,0.6207118303895794,70.01761179853435,3.744460537328683,83.77045661988161,1.3036715858580985,85.83513864301072,1.297287089163996,37,14,0,0.015052179052095506,0.01995800474213106,0.043137816699317155,0.04307011703989427,0.011058989696131907,0.051566669977333474,0.06506761935087264,0.06738879655946427,0.011506034952241275,0.042953725753793505,0.03037800330386321,0.031167068233984047,0.0015538195908240853,-0.05533063713947267,0.01831076136017605,0.016077655669206773,0.007756753682127068,0.023802306586832363,-0.012954619127726231,-0.015942496760791205,-0.00740151228275565,-0.025357582333988223,-0.0038222144028716904,-5.3168280287625706e-05,True,4,1
220,220,13.9438060793949,0.311231586647274,21.356492519765016,0.57855470778503,69.66249971537412,3.1643783265701177,85.57901883646726,1.2115824643551154,87.19526197119932,1.1167822783810075,40,40,0,0.015067937016872271,0.01995754630668021,0.04122418262062084,0.04115796633444935,0.010709105659829904,0.054762486103043066,0.06804029989301198,0.06967002138697846,0.010694489364572238,0.038152723727477564,0.03154128758854197,0.03248266672205925,0.0013631684694826057,-0.0423675111299599,0.01626531710989273,0.007897468815059351,0.0072409964057399455,0.022737236869762513,-0.012823516103014897,-0.01779398020056186,-0.006904561979094856,-0.027170474463125188,-0.004260818351703065,0.0009612025576430373,True,4,1
221,221,13.92098399936194,0.3200723521485004,21.165577402365678,0.5666329717515973,68.08333400437489,2.769270255748372,83.34495378130475,0.8959793102400003,84.443203048286,0.6804770555619569,40,15,0,0.01489388371620865,0.019314827979595623,0.03904978860394308,0.038263610056079714,0.010835887217916782,0.053014927648012425,0.06777473101358858,0.06977351239871958,0.010427724719428256,0.038101118562922906,0.028776399476496326,0.028252568981883004,0.0012878100223135628,-0.03399025999713992,0.013104102341120387,0.00564584321703686,0.007070094839000852,0.021405068434080663,-0.007557237861218267,-0.010348583752018881,-0.006794093772693441,-0.0268803446961596,-0.003963723293272699,-0.0014436299254526892,True,4,1
222,222,13.898062043750194,0.3297657857060149,20.646865196248896,0.5646830763119006,68.77859562626381,2.4958158716311836,82.9785266210142,1.1965573762998742,84.73893036270523,1.0569835587036052,40,20,0,0.014361368598201908,0.01791135909590172,0.03741150664305058,0.03640491783869285,0.010671978653717041,0.0539883113627103,0.0698569626603493,0.07217113023660358,0.010303058091327153,0.0386644625963147,0.02461340729687596,0.025430222896086346,0.0010123447562518219,-0.023427793782903876,0.017464869123456774,0.013008545312101057,0.007149062601143703,0.023852675839047634,-0.009642245383876546,-0.012892836850550713,-0.00670809195738681,-0.02792274607604084,-0.0061758647665546285,-0.0022080369046609256,True,4,1
223,223,13.875266707799092,0.33803133101284316,20.744062599845265,0.5516892229343578,69.82610691982781,3.1437996960756087,82.82845363981978,1.0812606574817565,84.9665910943623,0.9191852472193375,40,40,0,0.015081140138057544,0.01879790646319183,0.03977003169612191,0.03926446991524803,0.01106322865621579,0.05693319479000807,0.06962453521537747,0.07269124098917672,0.008971082263743567,0.03579015578596038,0.020768278871777013,0.019839518339026915,0.0013368564539774062,-0.040039153012633395,0.016243194402007794,0.011826288381186807,0.00644416768830289,0.021536375685335063,-0.00836285810606711,-0.010811459697698965,-0.007028455003396921,-0.03072018663959007,-0.004728314905586174,-0.0007892800086350605,True,4,1
224,224,13.85241954941508,0.3454748081637245,20.911276526857815,0.5818758275276985,67.44020492003484,2.461781898180353,84.32970060517214,1.2446848062705522,85.14467352892328,1.3729640382508765,40,26,0,0.015257501335481396,0.019233647264847428,0.040311099055297776,0.03934463975018832,0.011098414077838133,0.05634331454528825,0.07129264752298231,0.07246158534136732,0.009017502089677743,0.031680892642070996,0.020096569515112416,0.02123519256071323,0.0012430205119082264,-0.02161992258476263,0.017266269127994765,0.020158584192213874,0.007162584659254259,0.02181802949715388,-0.008629087676037143,-0.010010259877192647,-0.007091508174460994,-0.030044081670652808,-0.009966963882255108,-0.008224307364876197,True,4,1
225,225,13.829607007800147,0.35372715909649216,21.635234886850924,0.5889695358346702,66.9660249703556,2.883358311422031,90.7284454132755,1.2454401177091567,91.69599707474211,0.9850561325310866,40,14,0,0.016059745205000035,0.020368773849958586,0.042825106325816584,0.04179807368382068,0.011429824226536333,0.05745862705089904,0.07711632598548754,0.07889185490852778,0.008917796292255881,0.02771403488496807,0.021230481431004665,0.020908183683543954,0.0008859972111397851,-0.03394394500737915,0.016694996796380757,0.013367800511174904,0.0072771235044659845,0.019726957337326156,-0.005250044175223879,-0.006164939364966771,-0.007205951073574121,-0.03148285874411971,-0.012892347395436637,-0.008881247328908784,True,4,1
226,226,13.806651401253424,0.36254636881754665,22.234191690717275,0.6357731130712748,68.30322270442738,2.630424547253582,90.49153240204026,1.7003612502485295,90.5251805391893,1.4524847697741803,40,40,0,0.016784448241126123,0.020580574771436856,0.04477879787930689,0.04425699996316408,0.011651860744005663,0.058385833107241665,0.07682298418125884,0.07752418674792919,0.00876787993661062,0.028859394766024206,0.016787072360591564,0.015037510930520007,0.0007680353222974749,-0.022577263132836926,0.02379527203839461,0.020127596793367505,0.008046293334259977,0.02410613246865582,-0.005648859133248312,-0.004060174152582621,-0.007602362540528867,-0.031888087109032584,-0.016810530885473525,-0.014867745661829029,True,4,1
227,227,13.783740641483398,0.369534875235328,22.829778973224894,0.6420872292472484,69.47951791653118,2.6213807477107833,86.87755279787987,1.347296130671869,86.77608813075388,0.9897794743430117,40,40,0,0.018015419650387332,0.021842425796367866,0.046210714995346354,0.04498555577803311,0.011402507175685257,0.05889588177253994,0.07272510833190513,0.07335971586978965,0.008162493056363705,0.029691530029264872,0.011105747065368453,0.011168765828038841,0.0006583831805436769,-0.02210466396133953,0.018223560974573835,0.009876390331631624,0.007978124253020556,0.025218555413362667,-0.006029985957662265,-0.0034960906446019607,-0.007842354199196221,-0.03112279926555287,-0.013582515450494721,-0.013735239487348975,True,4,1
228,228,13.760807746610844,0.3773484166812502,22.374151886965027,0.6351016219890352,67.98174418791332,2.5216799148616973,79.37192203933456,1.7414427915686663,79.93536255926905,1.5981302917183986,34,40,0,0.017867791804286784,0.021652656330413193,0.042151092664875406,0.04059025388497841,0.011191131425092187,0.056409817045458444,0.06720197860128442,0.06880817611608632,0.007490211353890942,0.031154655471788008,0.002661102675170863,0.0027437887332003173,0.0007821897022622214,-0.019776778043293707,0.02416839769417427,0.02332545095071438,0.007886046706535303,0.02494374412149632,-0.01271155714680275,-0.009025525224002639,-0.00775029823638973,-0.030392616333783748,-0.013345211130608369,-0.012347564360432958,True,4,1
229,229,13.737770882423575,0.38568149451236716,21.668264929588528,0.6205886051839007,66.77288439639669,2.459147452488638,77.17164641487926,1.5243553033245614,76.6879268438104,1.3796170814778503,40,40,0,0.017291104983609456,0.02068201329105904,0.04043472731425531,0.038696001236138186,0.011188639714953366,0.056039132032144,0.06572547275520346,0.06618978877059942,0.006733924177892156,0.02984104719889945,0.0008112142195313882,0.0016029580274723669,0.000956789762880133,-0.014580104776393649,0.022184267037641453,0.020527623007162335,0.007533449167634088,0.025494316802288326,-0.011687685108717885,-0.00791586506341872,-0.007723281034473034,-0.03129865215041292,-0.008892881956794862,-0.009785054746924078,True,4,1
230,230,13.71486378309977,0.39129736393759995,22.22122572545202,0.6209951211836452,65.75451642578366,2.393254658835632,81.59425350767629,1.7107883019671188,79.69913035444489,1.401067634127027,40,40,0,0.018035572314476087,0.021769634711999494,0.04080855111900061,0.038891587273008586,0.01124615658283018,0.055484979641520424,0.0704268142761756,0.06951537107379423,0.006482666592171745,0.027769704158935926,-0.005687547094479812,-0.0026474521928538395,0.0008009272634299089,-0.017258187642281146,0.022839949322760913,0.0183784716649067,0.007505741630900007,0.023668991269959534,-0.012829802600905061,-0.008850661320023654,-0.007777755373750425,-0.029777192901544663,-0.014327809078767795,-0.013485498853467438,True,4,1
231,231,13.691998499366155,0.39775489881369214,22.526498891093393,0.6040459922870337,63.62054451261637,2.1783306934493103,82.83644231895478,1.7801293631728907,82.26446395522028,1.3573789346248935,39,40,0,0.018413585919320775,0.022410173037045823,0.04137321723541591,0.0389227093936297,0.011479576218352792,0.05410713245316256,0.07082500714734166,0.07177649361082393,0.006049986423889927,0.024855101010202878,-0.011573738990991969,-0.010029939592746154,0.000503267694227043,-0.004246667947058176,0.022241804757760702,0.01584604864168439,0.007208217280592473,0.02307758360666534,-0.016847021965806345,-0.013021463009644874,-0.007676884698076405,-0.029913852334604536,-0.013666385633867191,-0.011857276566780409,True,4,1
232,232,13.669332471571616,0.4038724862677419,22.608328650239162,0.5966443907159935,63.14515641985309,2.1817232221037033,83.13269310754828,2.1202588642120346,79.67331532133014,1.7059005157000162,35,40,0,0.018732808869228602,0.022491254461703573,0.03937217039511922,0.03703135030875113,0.011264599991201487,0.05301382336972127,0.07105509435577079,0.06910100014390666,0.005772970055733749,0.02590345119381987,-0.01766494913052436,-0.014197466242765633,6.801145030234346e-05,-0.0016888422189623841,0.027753355471410175,0.023401368659984798,0.00727966410673993,0.025348984642466786,-0.020272365411107975,-0.014738518662876935,-0.007445868225759119,-0.02836424133028865,-0.013718212562249034,-0.011028060608478137,True,4,1
233,233,13.646560848307754,0.40908918118143106,23.75541963598991,0.624252917162262,62.708711800865636,2.1788969861902303,83.2260859540045,1.8442383316834345,80.7516890637923,1.2560381121679256,34,18,0,0.0198912922102969,0.024567071444627334,0.039771994516728096,0.03812079064935062,0.01189862567176321,0.054142381346108985,0.0717705742676856,0.0703268492160293,0.005203764349950354,0.019935999561875774,-0.013919572718705187,-0.011035165892257944,0.0005704655507277706,-0.0022485759288266103,0.023467881697481117,0.015023163981695592,0.00745498789102925,0.023063683744001078,-0.01696610930135878,-0.01241879135447221,-0.007924935719814265,-0.030153103438461958,-0.014052722461268074,-0.010032560742277456,True,4,1
234,234,13.623835353011172,0.4150920510348062,25.267483974229275,0.6669502569475181,62.27416716338601,2.2914726326187727,89.76411850840393,1.8712964506587506,87.02250063043381,1.311752021750935,40,40,0,0.021888799351334733,0.02619816439976762,0.04882297677279276,0.04757554335540532,0.011572234134603794,0.05198087183254815,0.07398603670172582,0.07227316824812226,0.005040794230957272,0.022129551317283738,-0.014141438533791456,-0.009277523472911017,0.00017772150677075908,-0.005213357302363286,0.024868840014970084,0.0185799392205025,0.008381915706886454,0.02651332081408487,-0.017302503263306058,-0.011078112768027285,-0.008075433771947332,-0.02948498154808798,-0.01220075205146969,-0.007497629600697222,True,4,1
235,235,13.601047506988715,0.4185142123095573,25.57065397251717,0.6566918364619045,61.521690523093746,2.2557533670974457,90.48843687558096,2.2200244846778006,87.27442617655066,1.6500741063534057,32,40,0,0.022348546845162447,0.026477819650244816,0.04536896915236613,0.04375319031223368,0.011400456888880209,0.052869671626214185,0.07635726686620176,0.07446951764546228,0.004942709906172075,0.016989446533796054,-0.017302648437776815,-0.012520972150749118,2.308246098226311e-05,0.00032309880820357434,0.03266403030759171,0.025701243548079206,0.008282774019964214,0.02496621433792503,-0.014814007814491404,-0.009794388748891963,-0.007922096156415228,-0.030440205501223293,-0.014660010366844186,-0.008538820213848908,True,4,1
236,236,13.578337397374248,0.4224114381331415,25.8862766973722,0.6424129181950592,59.598818600616134,2.328565257379348,90.74508806737113,2.4040375705035695,87.52296564522135,1.9501136376836243,33,40,0,0.023057801731035305,0.02796420051420581,0.04503021599257191,0.04313926718414305,0.01097347288168848,0.05145945138706924,0.07502989188156099,0.07332149770953796,0.004244996289754284,0.011042985607719318,-0.024030521847403334,-0.020572581650826753,-0.00011042196375111665,0.01892288346277323,0.03453647563144385,0.02973726655433977,0.008173463422591802,0.02154589016361831,-0.017744650376062363,-0.012088907751154466,-0.007674385512903265,-0.028799315860780834,-0.015901702000427273,-0.01131353315295328,True,4,1
237,237,13.555571126155996,0.4255930709872127,25.752046345279798,0.6164182178094226,59.22584632909986,2.179004041743828,94.28788811852607,2.2882989784063135,92.61636304701489,1.9810841146712168,37,40,0,0.023046780244960978,0.027470654969633457,0.045570921475214805,0.04360500722473349,0.010855436194662341,0.05154301510313254,0.07986240221742619,0.07939054129897119,0.0037647465165041123,0.00981741223621347,-0.020868485182531427,-0.019327079480453167,-4.353036843768516e-05,0.010777955806842217,0.031320996422719155,0.027972147192390714,0.007675211381279052,0.02136618372052254,-0.014037244964648336,-0.008550855801847702,-0.0075389089849611565,-0.02955779467111602,-0.02042113740446517,-0.018438332036828837,True,4,1
