order,scan,range_m,nearest_d,pred_et_mm_p2p,pred_eR_deg_p2p,pred_et_mm_p2l,pred_eR_deg_p2l,real_et_mm_p2p,real_eR_deg_p2p,real_et_mm_p2l,real_eR_deg_p2l,iters_p2p,iters_p2l,onbound_p2p,pred_dxi0_p2p,pred_dxi0_p2l,real_xi0_p2p,real_xi0_p2l,pred_dxi1_p2p,pred_dxi1_p2l,real_xi1_p2p,real_xi1_p2l,pred_dxi2_p2p,pred_dxi2_p2l,real_xi2_p2p,real_xi2_p2l,pred_dxi3_p2p,pred_dxi3_p2l,real_xi3_p2p,real_xi3_p2l,pred_dxi4_p2p,pred_dxi4_p2l,real_xi4_p2p,real_xi4_p2l,pred_dxi5_p2p,pred_dxi5_p2l,real_xi5_p2p,real_xi5_p2l,in_support,block_full,block_primary
10,10,19.52389446738171,2.301165328404146,24.289769615716743,0.2635064972676589,66.31223040585357,2.064027112652907,106.04362609930821,1.9735489071152812,106.8866679055332,2.3012326850870415,40,40,0,0.019756678666392205,0.029310869931004593,0.044104009270234015,0.04432016795765309,0.012680778207403716,0.04644039952565871,0.065614218804393,0.06950610555208446,-0.00623413346922845,-0.03716818662759779,-0.07067433263406338,-0.06803957509520216,0.0034979809432082952,0.02967445220967829,0.026608871763072858,0.02526960080663142,-0.0005473317207784494,-0.008321939334822214,-0.018559214292654117,-0.01479668604982108,-0.002935280769290358,-0.018652231948118242,0.011574820151605613,0.02748925714476596,False,0,-1
11,11,19.48530463734981,2.2837240170447473,24.80917877161206,0.22544828777623424,71.32346855817369,2.4820623572249287,108.94247805636788,2.0421062817126576,107.90517361379007,2.1009565062432394,40,40,0,0.021178954702792043,0.03182145268439864,0.045161440890245944,0.044503980971343476,0.010839395451393778,0.038948951972475644,0.05805310237840877,0.06268541206921663,-0.007032406079514548,-0.05057085580123352,-0.0803663181066609,-0.07571962284663722,0.003312962413109723,0.03276778513584485,0.01919534310904851,0.013761998168554803,-0.0019366232571921156,-0.026053359887347843,-0.027332882041522233,-0.0219869271713799,-0.0008697924015561936,-0.011141408826866584,0.012440552119451543,0.02591851244713587,False,0,-1
12,12,19.447455317828396,2.2665960894290764,26.044875704939187,0.22194878295485967,67.97117930444593,3.130669822173945,129.55552025904993,6.646681966282603,143.4117107468336,0.0,40,1,0,0.023021794871049953,0.033219171672491714,0.0786616086572101,-0.016128247182818224,0.009712857491261327,0.03632777972539166,0.046571014644137695,0.1351262525219627,-0.007347986850524325,-0.0468706760102101,-0.091804818762789,-0.04525145634688623,0.0029865567697844745,0.05084643940105352,0.04693033474652852,0.0,-0.002337986946675339,-0.019008086316764213,-0.015191034936557732,0.0,0.0007874860644026759,-0.00623827529632103,0.10499657431423225,0.0,False,0,-1
13,13,19.410146467416315,2.249650475267596,25.67834201329973,0.16469910187696113,62.85972486222242,1.4461878935724577,119.9743575973556,3.90612106067359,166.65224813683068,12.50163669270193,40,4,0,0.022834400655871695,0.03358512905713317,0.06282711018615744,0.03369727805843144,0.00905248013141349,0.03550986912151436,0.05126018094905013,0.0906665193872605,-0.007484650874254871,-0.03952762718584224,-0.0884250787708172,-0.13570942311686413,0.002105064636632476,0.0205539325876735,0.03351451301764431,-0.04077752686967368,-0.0017981761764981677,-0.011541881618320367,-0.019607978195614724,-0.021537141691751277,-0.0007734692885159739,-0.009023070268481412,0.05603651232698444,-0.21326575349903154,False,0,-1
14,14,19.376798985726747,2.2346582691407715,24.756999628983923,0.18882986883570793,60.842836406442785,1.2195028241213945,112.80971309156455,2.0491715858517288,110.6550028901599,1.9036776254657444,40,40,0,0.02179973382322766,0.03111521073386657,0.04521225045784611,0.04217462265167176,0.008796267781004587,0.03664067049834521,0.04721459855149615,0.052663574626515594,-0.0077657136819995224,-0.037298199264842936,-0.09193837860196992,-0.08770620717125906,0.0022386026087927676,0.014481637945147802,0.022503048366589718,0.020729895624612516,-0.0017174314401851576,-0.010055672726137069,-0.024567645186278495,-0.013886410680356684,-0.0017031574968410157,-0.011924291055665323,0.01300630260512226,0.02194012425975213,False,0,-1
15,15,19.343765034098844,2.2192400211651564,23.1664816368115,0.1895776120329771,59.24278576151478,1.2428237580776003,108.46612624586936,1.8483019927285194,107.977563474102,1.5966319205710184,39,19,0,0.02009057623801308,0.02887201865127497,0.04355744747256328,0.0406140018075486,0.008410729369116906,0.03475269305873455,0.0454530716728482,0.04796753125136119,-0.007893937504996042,-0.03831924489014041,-0.08832704901649713,-0.08779961854489945,0.002046679854062008,0.015630767941942493,0.02526916679736518,0.021465300328266552,-0.001274148570898078,-0.009054211881170556,-0.016081216553858163,-0.006026616271267922,-0.0022661634622027594,-0.012008985209072433,0.011979310640409399,0.01671710818977904,False,0,-1
16,16,19.31101725699938,2.204254425982587,22.01274164563394,0.218982221412505,58.611253666707015,1.2790202458706317,109.36130875964567,2.1907817410330246,107.10335048973631,1.8079608348785097,40,40,0,0.018783915899575728,0.02744172923606902,0.04509821967255727,0.042286690115238924,0.007671223801671908,0.030064260390769298,0.03178297108215335,0.03539697113388529,-0.008536839205452769,-0.04217073392855965,-0.09442398628091977,-0.09181512925314624,0.002278281716536834,0.017237374817001064,0.027652295792528276,0.021069371077597338,-0.0021796116911179243,-0.010920694568808873,-0.018882647640796484,-0.0073259354235440345,-0.0021601179135329876,-0.009051672778639414,0.018461174571356785,0.022318648034720095,False,0,-1
17,17,19.27870606932981,2.189064482240246,21.483826526789986,0.231173869459038,58.94188186900995,1.2422673731326903,108.11255800511614,2.4292315695792577,104.61611595259124,1.9999369223395025,36,40,0,0.018283528876053945,0.02650009529565132,0.04677534698724144,0.04427987494653478,0.007169469566751533,0.03038747932660927,0.03505107411870384,0.03985587651341421,-0.008710113673375932,-0.04299408666033756,-0.09094951520353418,-0.08599612490730459,0.002264321961621193,0.015008851377537116,0.033159873364536754,0.02878145232393777,-0.0025283782672654545,-0.01182216620114476,-0.0217400443940953,-0.010127857356311332,-0.0021815861091028337,-0.010250120345257747,0.015013035486600481,0.016954271722406815,False,0,-1
18,18,19.24669665543337,2.1742113119785675,20.418063020011477,0.19982720541933865,65.63207547789507,2.3173929565699587,108.2822085704411,2.5105407048034145,104.58145459888233,1.783799327926923,40,40,0,0.016832975926825557,0.024059349379991296,0.04705546928033601,0.0441567331324113,0.006854140541728406,0.026115581682387454,0.027994531271721055,0.03375300790030737,-0.009304245072562656,-0.05519686071089711,-0.09341908650043895,-0.08859005600389293,0.0015975536851513495,0.03481179514866851,0.033503243503067964,0.025641259874294522,-0.0027206250255906146,-0.019024234284968126,-0.023018481710895305,-0.008591315517113954,-0.0014864969169793053,-0.007880827312681126,0.016359379714050003,0.015426906862671714,False,0,-1
19,19,19.214846615842685,2.1589186054512313,19.610100300136914,0.21233746475637133,72.32578464526392,3.7482404331277492,107.26215443888772,2.8396855927562066,103.56808730202496,2.425730972421828,40,40,0,0.015934711701375556,0.021596941928585838,0.043642126369311245,0.04023333267076879,0.005946468496699804,0.029332494768056678,0.023565390456602674,0.029673413674476443,-0.00976117355614742,-0.062483565635839886,-0.0951062929225229,-0.09070345181141955,0.0018151466943249455,0.05933181668463031,0.03918318362715021,0.034836682804957976,-0.003226220550757159,-0.0250398777072216,-0.01892578962351283,-0.0031043768873883666,-0.00017632255162434735,-0.011506672054669048,0.023724900489286185,0.023857688213860875,False,0,-1
20,20,19.183007229642648,2.143906472226751,18.27905166559994,0.24072371512092436,64.48261496714821,3.097555544055365,114.63977429440101,2.879716257093926,109.30490467223206,5.6005930277413425,37,40,0,0.01493585087844951,0.021217278878321685,0.04892384241539829,0.042487437051536375,0.004175429837746559,0.01579809094850662,0.01594717548886318,0.033271735580615414,-0.009675219584094553,-0.05880693013908925,-0.10244229149873543,-0.09505457111391898,0.0017804864989724898,0.050048941099677204,0.03928390861874855,0.0631648198211218,-0.0035249422362956828,-0.020327777564787004,-0.01408206419692051,-0.07431057874601596,0.001434082276831228,0.002154880618440793,0.0280105495934538,-0.0065550786980635035,False,0,-1
21,21,19.15125187734455,2.128318327822128,18.79345241239215,0.32717339810474294,64.56723974972968,2.0556900295978995,119.51685358289284,3.0762897649632746,164.25096528267304,9.154522474533637,39,2,0,0.01559644083837795,0.02177641067743579,0.05440659323752344,0.03856338592648903,0.0028435411726716667,0.01308895400036287,0.009880910384392465,0.03322587002825465,-0.010092529928176873,-0.05935819800232414,-0.10595550251221933,-0.15616429304754675,0.0024308765264575015,0.027492402981117162,0.04313968497224064,0.0931148241048629,-0.004305937974719412,-0.022603350678244805,-0.021339826293588642,-0.12576248943940838,0.002855998432197801,0.004530711011794029,0.02379798800188562,-0.03227962932047855,False,0,-1
22,22,19.119514590819147,2.1128153223543396,17.60699638222654,0.37670089479784036,59.92603180861492,2.3475975590556906,117.45896447390079,3.1525636253378053,180.85026153809855,11.75171520277515,38,2,0,0.014490047643654354,0.02025789485763655,0.05540362643126063,0.017148936033170376,0.001568920694845292,0.008394184405609375,-7.317192040983875e-05,0.06607054604817411,-0.009878427442748748,-0.055769926057228136,-0.10357143022772483,-0.1674736219117058,0.002471248431805616,0.032123248929234724,0.04129505359776812,-0.06186186603247917,-0.004496562121239543,-0.02390535624745122,-0.004054414135551714,-0.16481440307415082,0.004110980156295029,0.008685775765724258,0.0361354182389299,-0.10525133624274047,False,0,-1
23,23,19.087661996009484,2.097227886199678,16.715225502355334,0.3696728961479429,50.86652613920017,1.291202164053251,116.92176463526225,3.425820077841311,189.85074853291297,14.760525753679946,40,2,0,0.013189318269882223,0.01945113949240934,0.05507416044807782,0.02469466028425307,0.0008671017070510712,-0.00021705367257626815,-0.005165053670395651,0.0057460550498691365,-0.010231753603364882,-0.04700010150648601,-0.10300901959025226,-0.1881501084860611,0.002570564300591046,-0.012205092310811098,0.040237812517867094,-0.131133714757315,-0.004505080569402731,-0.015460705640620225,0.008961752720589862,-0.17978179535943972,0.0038372999450653066,0.010948122559026528,0.043309000857489004,-0.12980910109273025,False,0,-1
24,24,19.05600193719316,2.081214010144769,17.023335633026612,0.4138263786687563,118.8903797650916,14.608708511716818,155.46592294707025,9.564462646249341,127.12739437963697,0.0,23,1,0,0.013911971648827428,0.017547021891900248,0.11121971628392874,-0.018153328925741955,-0.0002638012909812967,-0.03240438583640153,-0.024078151365499716,0.06769704225236818,-0.00980721213168003,-0.11303530511295351,-0.10592483436062984,-0.10606102734251939,0.0020852923491351135,0.24495204026961276,0.07935804212228002,0.0,-0.004342688558759435,-0.06427372387641814,0.09666136583655555,0.0,0.005381360147088395,0.029616201811874347,0.11056654970005714,0.0,False,0,-1
25,25,19.024606009364412,2.0656191546373703,16.753191913055204,0.4132960302175274,67.27388648792876,4.1281764580427875,189.40522367533208,11.550522557873434,103.81758273957436,0.0,23,1,0,0.013896946225495149,0.020087048230246245,0.1503896831843761,-0.017466204273404267,-0.001826843378108355,-0.023716689366711362,-0.019928124977811882,0.07106413689989044,-0.009176435481885986,-0.05966410094914198,-0.1134026092383869,-0.07364041445321796,0.0020821362663424473,0.0635477665208282,0.07982552561486603,0.0,-0.0032335529547344675,-0.0252708308160963,0.1388971526982026,0.0,0.00610259326610735,0.022678361359000476,0.12237593277380207,0.0,False,0,-1
26,26,18.99335238412356,2.0495485922286454,18.171148377784768,0.44020344383856946,75.29517984656127,5.704689782995564,134.6010803894136,6.796135360853497,198.6780904481881,0.0,40,1,0,0.015299755853885162,0.018753619014343283,0.0972350503179457,0.004996552159948576,-0.002141380147322532,-0.015770033731986165,-0.006042132950509778,0.009403362778800094,-0.009566744234253868,-0.07119671283200431,-0.09287781468721316,-0.19839252722595577,0.0024653917442767578,0.09235058654390696,-0.06705026754367342,0.0,-0.0038576262995571116,-0.035519223173160704,0.09773578758614543,0.0,0.006170011652466329,0.011093535964932321,0.004634767810587396,0.0,False,0,-1
27,27,18.962094010326556,2.033751099678293,18.659860707184205,0.46090141345293556,88.09638865643167,8.035817784802806,149.1996132077667,8.294416185007275,92.71812550358308,0.0,40,1,0,0.01595394902081721,0.028362503202455678,0.10003643504132484,-0.010364278807700193,-0.003789446739747622,-0.06411552019967154,-0.02647020734016398,0.06056724216707388,-0.008905167357175194,-0.053345498178583584,-0.1074828561629189,-0.06943228138243383,0.003119561343522248,0.12556461330133586,0.10715330093517443,0.0,-0.00354094330888125,-0.018411198771124463,0.05859963380684318,0.0,0.006514596717439071,0.05970789604009492,0.07772464969190815,0.0,False,0,-1
28,28,18.930845685837856,2.0176901445764277,18.37753865484548,0.4770407479234276,52.288944069628656,2.541639129290874,166.8224301169051,11.94734080647782,107.3180381863689,0.0,40,1,0,0.015457163037538921,0.02370850999051596,0.11783580381085221,-0.01680375258101081,-0.0047867785150836565,-0.024486002370273447,-0.033882103177552074,0.054916619666569105,-0.008711876335716311,-0.03965445641878503,-0.11312139326681649,-0.09065848059483736,0.0033659222340230877,-0.03193980760366511,0.15616942246383844,0.0,-0.0034021065929997992,-0.011593472436087868,0.09609907088803456,0.0,0.006813029957944674,0.028517488183621154,0.09928167720432486,0.0,False,0,-1
