order,scan,dbs_mhat_m,raw_ete_mm,dbs_ete_mm,dbs_ete_sens_globalmed_mm,raw_eR_deg,dbs_eR_deg,dir_cos_vhat_realized,improved_primary,in_support,block_full,block_primary
29,29,0.14703585858125715,241.1056847448875,135.98699750729122,130.1447570861117,14.575626365447992,14.575626365447992,0.863991397109899,True,False,0,-1
30,30,0.14724699328210314,274.570542245708,174.78779399638145,168.89143212253,13.057474591534579,13.057474591534579,0.8226614160519291,True,False,0,-1
31,31,0.14725759244871417,274.8176248111928,201.0982532623358,198.37630710517047,14.31646041129954,14.31646041129954,0.7013892549488105,True,False,0,-1
32,32,0.14729501539241788,291.4687701300094,213.9588542437366,210.48220301968703,14.238754957949697,14.238754957949697,0.7089306377001792,True,False,0,-1
33,33,0.14725774981508846,205.04202404385433,109.98070300569496,107.24790553365557,13.598783008103213,13.598783008103213,0.8549923025704061,True,False,0,-1
34,34,0.14776478398942955,129.09236039465918,58.09271569960212,65.95299592642084,5.307803570277974,5.307803570277974,0.9206800558532178,True,False,0,-1
35,35,0.1477684078304082,118.6007505515853,56.115698897181815,65.89995116501868,2.099671508854557,2.099671508854557,0.9344319201969294,True,False,0,-1
36,36,0.14794207724591635,117.9338894044029,58.7465406041343,68.35800792397744,2.111855902911819,2.111855902911819,0.9269040960183713,True,False,0,-1
37,37,0.14886989409052717,118.01566583271574,60.04685762908101,68.99289670153217,2.820457793476818,2.820457793476818,0.9244793448722969,True,False,0,-1
38,38,0.14840079275985296,115.46812403298749,68.59375117681475,77.7710689220268,2.694161659437163,2.694161659437163,0.894355895310373,True,False,0,-1
39,39,0.14840203461430737,113.48220181985603,66.21014519219109,75.75345068714658,3.062770688147525,3.062770688147525,0.90605099013961,True,False,0,-1
40,40,0.14819330198065145,109.59553030020697,69.28374959929522,79.31057874747923,3.44449111855188,3.44449111855188,0.8980855847039362,True,False,0,-1
41,41,0.1477807812378012,111.36218966306197,70.78210863353301,80.79637388761722,3.5521735306132696,3.5521735306132696,0.8880795330350936,True,False,0,-1
42,42,0.14777797937641388,109.06961094455603,72.64022530220743,82.86156188876595,3.496620920843978,3.496620920843978,0.8827942605194352,True,False,0,-1
