order,scan,cos_translation_p2p,cos_rotation_p2p,cos_translation_p2l,cos_rotation_p2l,pred_et_mm_p2p,real_et_mm_p2p,pred_eR_deg_p2p,real_eR_deg_p2p,in_support,block_full,block_primary
45,45,0.9016936677482289,0.9976052011956384,0.8525189895674469,0.9646092872119839,23.265242351031404,107.55670952499078,0.598852401656477,3.0399665617627996,False,0,-1
46,46,0.9139452954496601,0.9921797490785803,0.9518600912659249,0.959140514127215,23.17471263589819,108.47644550862277,0.5860073316475265,2.9997972785539324,False,0,-1
47,47,0.897145150546402,0.9959351173065817,0.7337723571053218,0.9020612541665276,23.501817696382513,106.73394047364084,0.6201352165579005,2.6118490883755636,False,0,-1
48,48,0.8899926500084406,0.9981597777154524,0.7576152457669006,0.853367435570284,22.996860133165384,103.26385108109652,0.6399258137571656,2.5789970986159676,False,0,-1
49,49,0.8852485944549764,0.9874488131461857,0.7443836851519825,0.690937688407757,22.664411378559905,101.07963007387124,0.6334472424076549,1.9401656740865665,False,0,-1
50,50,0.8980965262644643,0.9934775852266456,0.7768192194117827,0.7106347022286933,22.70418367243938,100.73949599795664,0.6433339860601063,2.0200727243521883,False,1,-1
51,51,0.8763801001001655,0.9952423933540496,0.7816517751675592,0.6913696566336924,23.254559399893935,95.88489406887894,0.6449833707165193,2.2063230511572707,False,1,-1
52,52,0.8579379684432078,0.9778645530424039,0.760162953415112,0.8592938835599513,23.672429932989502,92.10744748959326,0.6783977859533689,2.1143624863794708,False,1,-1
53,53,0.876464929499096,0.7598554656443612,0.8026833904393378,0.8401048041690651,24.174829490111648,88.42877019690232,0.7064812840272653,2.1404651508872368,False,1,-1
54,54,0.8870872259126543,0.7055834535134134,0.8307649915034654,0.8952518020182318,24.827036319815274,86.07882440109115,0.7384309347565544,1.8604865673984696,False,1,-1
55,55,0.8775317591712181,0.8989076560784607,0.8432668951654227,0.5353612202042637,24.926203228385027,88.69656595519278,0.7942207136024719,1.0908666429671023,False,1,-1
56,56,0.8682218621520086,0.7731189569826599,0.8041972394064156,0.8249089376420436,25.042762933560518,86.44829185870594,0.8112424353051957,1.2862650945113114,False,1,-1
57,57,0.8753441962950076,0.7589429517645199,0.8074530764210281,0.9400177407363846,25.321428541003854,83.50533819460783,0.8017387417997646,1.587796307912417,False,1,-1
58,58,0.8980381596629406,0.8394789793203746,0.8415463034668075,0.6848368188983346,26.061792107088653,85.09191919702856,0.8155088482720794,1.6036816794823376,False,1,-1
59,59,0.8951803837192532,0.6923186292993138,0.7929034706374878,0.6854903826109252,26.72207799874308,83.0922554492241,0.8127339081247607,2.036160714081206,False,1,-1
60,60,0.9097242542491909,0.7234447606398168,0.8405261900816212,0.7945082248345059,27.227444416274075,83.14334349697894,0.8195434167215648,1.7427978932567632,False,1,-1
61,61,0.9035076608172591,0.7933700959117691,0.8427222712261526,0.6719101448625491,27.47807931498563,83.63051164921708,0.859461024361841,1.7814649056688958,False,1,-1
62,62,0.9093656402513383,0.6694396173687339,0.8549761977297777,0.6138728945597532,27.502951386774882,80.94711203223491,0.8879554829154808,1.6963725427305432,False,1,-1
63,63,0.9198519944522427,0.6313854691266461,0.8655255693706378,0.49804417107701543,28.31663647613645,80.15042186896679,0.9071076780095788,1.90123298056269,False,1,-1
64,64,0.9415724940505009,0.7126654955595262,0.8965928234136488,0.6661822709049939,29.009973833214485,81.03365522845787,0.9128210739812191,1.7064727189922424,False,1,-1
65,65,0.9380064018170499,0.7565419333969623,0.904172175008126,0.8222844095674143,30.071806822888377,81.66676756661892,0.9399341206528377,1.5148524826081546,False,1,-1
66,66,0.9533207255114637,0.714652124003745,0.9126922301341016,0.652970481176319,30.73762832526849,80.59973539074858,0.9354106478774372,1.7822752974712803,False,1,-1
67,67,0.9641048611710181,0.6389000824809541,0.9320156354052208,0.7860044611341555,31.22004497800578,80.53212847799203,0.9152309228979372,1.6958457519521992,False,1,-1
68,68,0.9484227041399762,0.7124517631504945,0.9135167803358101,0.6048192360416023,32.4970990657782,81.87822183862069,0.9438974098177508,1.890085756074132,False,1,-1
69,69,0.9671274995667065,0.6448008025767075,0.8812284250206992,0.8853167004526086,32.872511128237505,80.06443413254654,0.9219295245996457,2.088139485597785,False,1,-1
