trajectory,order,level,in_support,posthoc,et_mm,eR_deg,iters,on_bound
VI,38,A2_allhist_scanw,True,0,130.5834325319232,6.763878162288321,33,0
VI,38,B1_view_pointw,True,0,59.56641589211295,4.097099377815693,40,0
VI,38,B2_full,True,0,59.96525369028332,4.058586178031897,40,0
VI,39,A1_patch,True,0,104.69533395111804,6.556343588260287,40,0
VI,39,A2_allhist_scanw,True,0,142.05627732383425,9.590828700845801,40,0
VI,39,B1_view_pointw,True,0,65.40017670291778,4.725185220772038,40,0
VI,39,B2_full,True,0,65.5731850670087,4.630062406063766,40,0
VI,40,A1_patch,True,0,109.24490028217737,4.462353510361972,26,0
VI,40,A2_allhist_scanw,True,0,150.54511705634485,8.97806355248342,40,0
VI,40,B1_view_pointw,True,0,73.11990092395719,2.98703807135976,35,0
VI,40,B2_full,True,0,72.87922730937159,2.8391127829617586,32,0
VI,41,A1_patch,True,0,112.28025534665262,5.5206962990284,40,0
VI,41,A2_allhist_scanw,True,0,142.30258899820882,6.008285829371845,40,0
VI,41,B1_view_pointw,True,0,77.3346490136464,3.9763030422597225,40,0
VI,41,B2_full,True,0,76.85698936670394,3.863277912562035,40,0
VI,42,A1_patch,True,0,112.07521187864853,6.4074414547705,39,0
VI,42,A2_allhist_scanw,True,0,140.94121437721407,6.193888437750794,40,0
VI,42,B1_view_pointw,True,0,80.22861031761589,4.752024173097046,40,0
VI,42,B2_full,True,0,79.68049772086782,4.557813775428073,40,0
VI,43,A1_patch,True,0,111.44948314378118,6.067725840088896,27,0
VI,43,A2_allhist_scanw,True,0,136.9115340344716,5.439894655775315,40,0
VI,43,B1_view_pointw,True,0,73.78298220997614,3.142731169675013,40,0
VI,43,B2_full,True,0,73.45270691767472,3.029537995416559,40,0
VI,44,A1_patch,True,0,112.98038631461513,6.580235143903086,40,0
VI,44,A2_allhist_scanw,True,0,138.3097615254473,6.08016111948374,40,0
VI,44,B1_view_pointw,True,0,69.81331755840318,3.6912163622478626,40,0
VI,44,B2_full,True,0,69.89439136868063,3.5843858466536345,40,0
VI,45,A1_patch,True,0,112.88951672428485,7.26857863316525,40,0
VI,45,A2_allhist_scanw,True,0,135.01711433320025,6.513484616006881,40,0
VI,45,B1_view_pointw,True,0,68.70467003555652,5.07297775846789,40,0
VI,45,B2_full,True,0,67.71912860768742,4.880750491315853,40,0
VI,46,A1_patch,True,0,116.28141231374065,5.8343654427038825,38,0
VI,46,A2_allhist_scanw,True,0,136.77454617992487,5.061670606846778,40,0
VI,46,B1_view_pointw,True,0,70.09066685154222,4.044823270933709,40,0
VI,46,B2_full,True,0,68.90499403906148,4.059796017505963,40,0
VI,47,A1_patch,True,0,122.82462923932471,5.784232534484252,40,0
VI,47,A2_allhist_scanw,True,0,140.00488953448564,5.87159647831499,40,0
VI,47,B1_view_pointw,True,0,78.50035432658251,5.112038584139465,40,0
VI,47,B2_full,True,0,76.55043371833062,4.854264249798924,40,0
VI,48,A1_patch,True,0,118.48410399846652,5.994394280975753,40,0
VI,48,A2_allhist_scanw,True,0,134.8269037799049,5.731661292845475,40,0
VI,48,B1_view_pointw,True,0,84.31459220537279,5.587888812403287,40,0
VI,48,B2_full,True,0,83.7171648274027,5.497279628367524,40,0
VI,49,A1_patch,True,0,109.41018995143034,4.8460179414677045,31,0
VI,49,A2_allhist_scanw,True,0,121.79238587786635,4.385326462183617,40,0
VI,49,B1_view_pointw,True,0,76.94621482131633,4.312985554892179,37,0
VI,49,B2_full,True,0,77.20383219446921,4.281346594591234,37,0
VI,50,A1_patch,True,0,111.08161071790043,6.217961571810586,40,0
VI,50,A2_allhist_scanw,True,0,124.72993676722642,5.761214610829189,40,0
VI,50,B1_view_pointw,True,0,62.24076146439744,3.0260398286442736,30,0
VI,50,B2_full,True,0,64.30679900730465,3.0508332677114787,38,0
VI,51,A1_patch,True,0,124.6379027901713,6.102829528002945,40,0
VI,51,A2_allhist_scanw,True,0,138.44755192890656,5.722057234430722,40,0
VI,51,B1_view_pointw,True,0,80.67862169500793,3.6131430041550487,40,0
VI,51,B2_full,True,0,79.47826235473865,3.4603197367800154,36,0
VI,52,A1_patch,True,0,130.05145222265736,5.11284875218116,40,0
VI,52,A2_allhist_scanw,True,0,143.33696737036297,3.9625019603370917,37,0
VI,52,B1_view_pointw,True,0,89.33976990907689,2.9446892305060457,40,0
VI,52,B2_full,True,0,89.88001609502017,2.989396343393328,40,0
VI,53,A1_patch,True,0,122.54823037261663,5.592374948351854,40,0
VI,53,A2_allhist_scanw,True,0,133.86631538630348,4.667592188257684,40,0
VI,53,B1_view_pointw,True,0,86.72332388629916,3.676323967397134,25,0
VI,53,B2_full,True,0,84.52218939007649,3.6333600566419597,24,0
VI,54,A1_patch,True,0,118.27272505311662,7.396426018356026,40,0
VI,54,A2_allhist_scanw,True,0,128.21098476214496,5.75684631368542,40,0
VI,54,B1_view_pointw,True,0,87.5722071279625,5.135836001752993,40,0
VI,54,B2_full,True,0,86.04991133625443,5.037828527369505,40,0
