trajectory,order,scan,block,in_support,method,arm,translation_error_mm,rotation_error_deg,iters,on_bound,n_points,wmean,sumw,ess_w,keep_ratio,n_retain
III,408,408,5,True,Patch+Trim,PatchTrim,31.176862581299677,1.5289424331864294,40,0,10181,0.8000196444357136,8145.0,8145.0,0.8000196444357136,8145
III,408,408,5,True,Raw LS,Raw,51.367813706881215,1.3069243133894604,29,0,10181,1.0,10181.0,10181.0,1.0,10181
III,408,408,5,True,Trim Raw,Trim,47.27570513183479,0.8774831183160906,40,0,10181,0.8000196444357136,8145.0,8145.0,0.8000196444357136,8145
III,409,409,5,True,Huber Raw,Huber,44.25567863964937,0.5267604260736813,40,0,10089,0.7654441618282584,7722.566148685299,8766.508682124733,,10089
III,409,409,5,True,Patch LS,Patch,21.942847914630228,1.7919390131605508,28,0,10089,1.0,10089.0,10089.0,1.0,10089
III,409,409,5,True,Patch+Huber,PatchHuber,24.97193172293579,1.1640525371749593,27,0,10089,0.7474324491983982,7540.84597996264,8589.921380261581,,10089
III,409,409,5,True,Patch+Trim,PatchTrim,30.39679235933604,1.388547234604901,40,0,10089,0.799980176429775,8071.0,8071.0,0.799980176429775,8071
III,409,409,5,True,Raw LS,Raw,50.3607036069521,0.9204806013337076,34,0,10089,1.0,10089.0,10089.0,1.0,10089
III,409,409,5,True,Trim Raw,Trim,47.73069721492013,0.8187089023558994,40,0,10089,0.799980176429775,8071.0,8071.0,0.799980176429775,8071
III,410,410,5,True,Huber Raw,Huber,45.03228157906845,0.6929390132054644,15,0,9965,0.7600538865507538,7573.936979478261,8626.212325676473,,9965
III,410,410,5,True,Patch LS,Patch,22.15372883689572,1.5313420361966974,23,0,9965,1.0,9965.0,9965.0,1.0,9965
III,410,410,5,True,Patch+Huber,PatchHuber,23.99731970033704,1.3020399451226523,40,0,9965,0.7428140031939148,7402.141541827361,8465.672657543848,,9965
III,410,410,5,True,Patch+Trim,PatchTrim,28.64015759665019,1.3156605742148006,40,0,9965,0.8,7972.0,7972.0,0.8,7972
III,410,410,5,True,Raw LS,Raw,52.04806922652868,0.8322734889941106,29,0,9965,1.0,9965.0,9965.0,1.0,9965
III,410,410,5,True,Trim Raw,Trim,48.38080776899168,0.7979148517441226,39,0,9965,0.8,7972.0,7972.0,0.8,7972
III,411,411,5,True,Huber Raw,Huber,45.92726851712018,0.6026003449011241,40,0,9855,0.7616676762533318,7506.234949476584,8552.526736563637,,9855
III,411,411,5,True,Patch LS,Patch,19.682017414834064,1.422158833256277,30,0,9855,1.0,9855.0,9855.0,1.0,9855
III,411,411,5,True,Patch+Huber,PatchHuber,23.984394175557263,1.1976467990901127,30,0,9855,0.7422355885362915,7314.731725025153,8360.978487467826,,9855
III,411,411,5,True,Patch+Trim,PatchTrim,29.25967715878421,1.433428229463522,40,0,9855,0.8,7884.0,7884.0,0.8,7884
III,411,411,5,True,Raw LS,Raw,51.21822722841152,0.9207452561808944,31,0,9855,1.0,9855.0,9855.0,1.0,9855
III,411,411,5,True,Trim Raw,Trim,49.07385401988756,0.8415984287265985,40,0,9855,0.8,7884.0,7884.0,0.8,7884
III,412,412,5,True,Huber Raw,Huber,46.88336055403518,0.7054641369070453,32,0,9786,0.7571543325116318,7409.512297958829,8447.476556926122,,9786
III,412,412,5,True,Patch LS,Patch,21.595512556987504,1.4298770938136414,20,0,9786,1.0,9786.0,9786.0,1.0,9786
III,412,412,5,True,Patch+Huber,PatchHuber,22.68880780147918,1.3404473177990437,40,0,9786,0.7450460377316259,7291.020525241691,8308.992415663284,,9786
III,412,412,5,True,Patch+Trim,PatchTrim,27.50503008518846,1.4113080903359636,40,0,9786,0.8000204373594931,7829.0,7829.0,0.8000204373594931,7829
III,412,412,5,True,Raw LS,Raw,53.37018942833457,0.8830008369573865,32,0,9786,1.0,9786.0,9786.0,1.0,9786
III,412,412,5,True,Trim Raw,Trim,50.1099969603083,0.9201684864342556,40,0,9786,0.8000204373594931,7829.0,7829.0,0.8000204373594931,7829
III,413,413,5,True,Huber Raw,Huber,47.39630308185511,0.6259749339421445,40,0,9759,0.7566179301944183,7383.834380767328,8399.838361186115,,9759
III,413,413,5,True,Patch LS,Patch,21.09549272370477,1.5915691121790072,40,0,9759,1.0,9759.0,9759.0,1.0,9759
III,413,413,5,True,Patch+Huber,PatchHuber,22.69715883069388,1.0977396211609989,40,0,9759,0.7405172158976189,7226.707509944863,8250.009595667201,,9759
III,413,413,5,True,Patch+Trim,PatchTrim,26.656096485262257,1.2982670348394043,40,0,9759,0.7999795060969361,7807.0,7807.0,0.7999795060969361,7807
III,413,413,5,True,Raw LS,Raw,52.67141982462847,0.977268983409402,32,0,9759,1.0,9759.0,9759.0,1.0,9759
III,413,413,5,True,Trim Raw,Trim,50.446684985045096,0.7928497466522569,40,0,9759,0.7999795060969361,7807.0,7807.0,0.7999795060969361,7807
III,414,414,5,True,Huber Raw,Huber,46.99648017733035,0.6156078590872152,36,0,9569,0.7522630044854096,7198.404689920884,8226.993895184125,,9569
III,414,414,5,True,Patch LS,Patch,20.66987104902703,1.387155012736047,31,0,9569,1.0,9569.0,9569.0,1.0,9569
III,414,414,5,True,Patch+Huber,PatchHuber,23.282020457680694,1.1881975222303611,40,0,9569,0.7453171017821902,7131.939346953778,8125.688654499819,,9569
III,414,414,5,True,Patch+Trim,PatchTrim,28.60293536410029,1.2965177646085186,40,0,9569,0.7999790991744173,7655.0,7655.0,0.7999790991744173,7655
III,414,414,5,True,Raw LS,Raw,53.83026958402734,0.9857306832627236,35,0,9569,1.0,9569.0,9569.0,1.0,9569
III,414,414,5,True,Trim Raw,Trim,50.38647130649549,0.8855082795122338,39,0,9569,0.7999790991744173,7655.0,7655.0,0.7999790991744173,7655
III,415,415,5,True,Huber Raw,Huber,47.1986715089316,0.7591525823244895,40,0,9494,0.7461057426216728,7083.527920450162,8128.151280269512,,9494
III,415,415,5,True,Patch LS,Patch,21.992179106184487,1.5419223806672595,21,0,9494,1.0,9494.0,9494.0,1.0,9494
III,415,415,5,True,Patch+Huber,PatchHuber,22.525690104404323,1.3171809036052895,40,0,9494,0.7440655443168652,7064.158277744318,8042.41601452554,,9494
III,415,415,5,True,Patch+Trim,PatchTrim,28.66969039385794,1.5080217537313787,40,0,9494,0.7999789340636191,7595.0,7595.0,0.7999789340636191,7595
III,415,415,5,True,Raw LS,Raw,53.75370253609644,1.1429821824976605,29,0,9494,1.0,9494.0,9494.0,1.0,9494
III,415,415,5,True,Trim Raw,Trim,50.42982636368578,0.909177248539834,39,0,9494,0.7999789340636191,7595.0,7595.0,0.7999789340636191,7595
III,416,416,5,True,Huber Raw,Huber,47.84225488899345,0.6704855033279201,40,0,9369,0.747168407257171,7000.220807592435,8016.265951251707,,9369
III,416,416,5,True,Patch LS,Patch,21.029467078349494,1.3943244678115343,23,0,9369,1.0,9369.0,9369.0,1.0,9369
III,416,416,5,True,Patch+Huber,PatchHuber,24.248864512950664,1.240414284661628,40,0,9369,0.7426633937165295,6958.013335730165,7931.135463243609,,9369
III,416,416,5,True,Patch+Trim,PatchTrim,29.13479075507349,1.378696454406578,40,0,9369,0.7999786530045896,7495.0,7495.0,0.7999786530045896,7495
III,416,416,5,True,Raw LS,Raw,53.886308855361904,0.926522316342488,25,0,9369,1.0,9369.0,9369.0,1.0,9369
III,416,416,5,True,Trim Raw,Trim,51.12579244350457,0.928329677985726,40,0,9369,0.7999786530045896,7495.0,7495.0,0.7999786530045896,7495
III,417,417,5,True,Huber Raw,Huber,47.6639701917293,0.6821867658698986,29,0,9313,0.7378604222469702,6871.694112386034,7906.554005584431,,9313
III,417,417,5,True,Patch LS,Patch,22.126112139007155,1.5642961168772376,23,0,9313,1.0,9313.0,9313.0,1.0,9313
III,417,417,5,True,Patch+Huber,PatchHuber,22.75885350294105,1.2983422630238353,40,0,9313,0.7468445891587379,6955.363658835326,7897.097248657057,,9313
III,417,417,5,True,Patch+Trim,PatchTrim,29.04560363010558,1.4158433501658056,40,0,9313,0.7999570492859444,7450.0,7450.0,0.7999570492859444,7450
III,417,417,5,True,Raw LS,Raw,55.27428222135916,1.1965826738566123,33,0,9313,1.0,9313.0,9313.0,1.0,9313
III,417,417,5,True,Trim Raw,Trim,51.228525109815806,0.8989479300263582,40,0,9313,0.7999570492859444,7450.0,7450.0,0.7999570492859444,7450
III,418,418,5,True,Huber Raw,Huber,46.95347101441714,0.7627106079346907,40,0,9276,0.7379470623188992,6845.196950070109,7869.628803863768,,9276
III,418,418,5,True,Patch LS,Patch,21.685392503914372,1.1810945411456255,18,0,9276,1.0,9276.0,9276.0,1.0,9276
III,418,418,5,True,Patch+Huber,PatchHuber,23.673410838667312,1.1542117344596072,40,0,9276,0.7488366174143195,6946.208463135228,7877.912806097112,,9276
III,418,418,5,True,Patch+Trim,PatchTrim,29.14342391688949,1.3181852007220949,40,0,9276,0.8000215610176801,7421.0,7421.0,0.8000215610176801,7421
III,418,418,5,True,Raw LS,Raw,53.98117708428148,0.9414388292767364,36,0,9276,1.0,9276.0,9276.0,1.0,9276
III,418,418,5,True,Trim Raw,Trim,50.85666099543654,1.0175744416914736,33,0,9276,0.8000215610176801,7421.0,7421.0,0.8000215610176801,7421
III,419,419,5,True,Huber Raw,Huber,47.064997494462375,0.6962153164031946,40,0,9150,0.7393155220093733,6764.737026385767,7774.853068147679,,9150
III,419,419,5,True,Patch LS,Patch,22.623923328041435,1.3749716597235857,23,0,9150,1.0,9150.0,9150.0,1.0,9150
III,419,419,5,True,Patch+Huber,PatchHuber,22.599410398931344,1.1433449556707675,37,0,9150,0.7468094351191451,6833.306331340178,7756.081590756142,,9150
III,419,419,5,True,Patch+Trim,PatchTrim,27.85453706937457,1.4034010623095792,40,0,9150,0.8,7320.0,7320.0,0.8,7320
III,419,419,5,True,Raw LS,Raw,55.34009013048739,1.123133651614662,31,0,9150,1.0,9150.0,9150.0,1.0,9150
III,419,419,5,True,Trim Raw,Trim,50.24038424072452,0.9396080715819166,40,0,9150,0.8,7320.0,7320.0,0.8,7320
III,420,420,5,True,Huber Raw,Huber,45.54052547264906,0.8711043914928708,17,0,9116,0.7399816097213076,6745.67235421944,7742.43872668073,,9116
III,420,420,5,True,Patch LS,Patch,24.24519913343753,1.261800105158103,29,0,9116,1.0,9116.0,9116.0,1.0,9116
III,420,420,5,True,Patch+Huber,PatchHuber,24.590090528688197,1.1642311732342,40,0,9116,0.7427630373757453,6771.027848717295,7696.360796267621,,9116
III,420,420,5,True,Patch+Trim,PatchTrim,28.50683772802807,1.276989389491083,40,0,9116,0.800021939447126,7293.0,7293.0,0.800021939447126,7293
III,420,420,5,True,Raw LS,Raw,53.4943854875842,0.9500001327114764,29,0,9116,1.0,9116.0,9116.0,1.0,9116
III,420,420,5,True,Trim Raw,Trim,49.39124690574744,1.0658403053228809,36,0,9116,0.800021939447126,7293.0,7293.0,0.800021939447126,7293
III,421,421,5,True,Huber Raw,Huber,45.92880666134235,0.9690850519277944,18,0,9001,0.738096610110084,6643.607587600866,7621.199191087562,,9001
III,421,421,5,True,Patch LS,Patch,21.47765006200504,0.9325793891767236,24,0,9001,1.0,9001.0,9001.0,1.0,9001
III,421,421,5,True,Patch+Huber,PatchHuber,23.90185816723441,1.0118017499448255,39,0,9001,0.7400359987645079,6661.064024879335,7580.92578664947,,9001
III,421,421,5,True,Patch+Trim,PatchTrim,28.65525709761342,1.2223798160062078,40,0,9001,0.8000222197533607,7201.0,7201.0,0.8000222197533607,7201
III,421,421,5,True,Raw LS,Raw,53.37147948283014,1.1427228135519796,30,0,9001,1.0,9001.0,9001.0,1.0,9001
III,421,421,5,True,Trim Raw,Trim,49.07004169927241,1.0611416988892544,30,0,9001,0.8000222197533607,7201.0,7201.0,0.8000222197533607,7201
III,422,422,5,True,Huber Raw,Huber,46.01139592852512,0.6924552152751758,37,0,8884,0.7377294454684102,6553.988393541356,7531.660728984741,,8884
III,422,422,5,True,Patch LS,Patch,24.06605942552479,1.1851936152687474,21,0,8884,1.0,8884.0,8884.0,1.0,8884
III,422,422,5,True,Patch+Huber,PatchHuber,23.41048650419347,1.1005952955902585,29,0,8884,0.7484424140052927,6649.16240602302,7540.214711364936,,8884
III,422,422,5,True,Patch+Trim,PatchTrim,30.52488875051235,1.3328023603045005,40,0,8884,0.79997748761819,7107.0,7107.0,0.79997748761819,7107
III,422,422,5,True,Raw LS,Raw,55.158746487567015,1.0786202207936502,28,0,8884,1.0,8884.0,8884.0,1.0,8884
III,422,422,5,True,Trim Raw,Trim,48.55847851659502,1.0239888291402963,36,0,8884,0.79997748761819,7107.0,7107.0,0.79997748761819,7107
III,423,423,5,True,Huber Raw,Huber,45.931013107233866,0.8834344397991549,16,0,9919,0.7338711819109671,7279.268253374883,8372.843610611433,,9919
III,423,423,5,True,Patch LS,Patch,19.69087250841529,0.8714816523543707,30,0,9919,1.0,9919.0,9919.0,1.0,9919
III,423,423,5,True,Patch+Huber,PatchHuber,23.61496506223949,0.990083726871282,40,0,9919,0.7525980408443995,7465.019967135599,8443.82051616848,,9919
III,423,423,5,True,Patch+Trim,PatchTrim,28.703753208881384,1.3001972613098782,40,0,9919,0.7999798366770844,7935.0,7935.0,0.7999798366770844,7935
III,423,423,5,True,Raw LS,Raw,53.20541833607926,1.189512923207103,37,0,9919,1.0,9919.0,9919.0,1.0,9919
III,423,423,5,True,Trim Raw,Trim,48.83153656813224,1.0497478218493106,25,0,9919,0.7999798366770844,7935.0,7935.0,0.7999798366770844,7935
III,424,424,5,True,Huber Raw,Huber,45.78779973012112,0.8593469352400407,40,0,9898,0.7412048560368804,7336.445665053042,8405.168938551344,,9898
III,424,424,5,True,Patch LS,Patch,21.807933658994035,0.8954012501349689,21,0,9898,1.0,9898.0,9898.0,1.0,9898
III,424,424,5,True,Patch+Huber,PatchHuber,23.538719110874958,1.162460664677256,31,0,9898,0.7460791094910242,7384.691025742158,8372.262867212703,,9898
III,424,424,5,True,Patch+Trim,PatchTrim,28.04167243829588,1.4432112993688784,40,0,9898,0.7999595877955142,7918.0,7918.0,0.7999595877955142,7918
III,424,424,5,True,Raw LS,Raw,54.80952445212385,1.108074286848213,31,0,9898,1.0,9898.0,9898.0,1.0,9898
III,424,424,5,True,Trim Raw,Trim,48.49494122196,1.1486639498500844,33,0,9898,0.7999595877955142,7918.0,7918.0,0.7999595877955142,7918
III,425,425,5,True,Huber Raw,Huber,45.37790091020949,0.9467823534379688,24,0,9637,0.740117575146796,7132.513071689673,8159.966617020446,,9637
III,425,425,5,True,Patch LS,Patch,22.86352706510773,1.22635577787552,20,0,9637,1.0,9637.0,9637.0,1.0,9637
III,425,425,5,True,Patch+Huber,PatchHuber,24.664386018500323,1.015775286478755,40,0,9637,0.7479109549936133,7207.617873273452,8164.390086691243,,9637
III,425,425,5,True,Patch+Trim,PatchTrim,30.224021632815287,1.1746213219931296,40,0,9637,0.8000415066929543,7710.0,7710.0,0.8000415066929543,7710
III,425,425,5,True,Raw LS,Raw,54.215123430297325,1.4331294425663967,37,0,9637,1.0,9637.0,9637.0,1.0,9637
III,425,425,5,True,Trim Raw,Trim,47.98886683436375,1.1056464879463186,40,0,9637,0.8000415066929543,7710.0,7710.0,0.8000415066929543,7710
III,426,426,5,True,Huber Raw,Huber,44.333550176156926,0.9303818175116676,19,0,9627,0.7368907993863674,7094.047725692559,8137.648553835741,,9627
III,426,426,5,True,Patch LS,Patch,21.69924874083509,1.0506602630927488,21,0,9627,1.0,9627.0,9627.0,1.0,9627
III,426,426,5,True,Patch+Huber,PatchHuber,23.955829554129625,1.122171224039892,40,0,9627,0.7467532154913015,7188.993205534759,8150.467892409905,,9627
III,426,426,5,True,Patch+Trim,PatchTrim,28.68498451925508,1.379982772318592,40,0,9627,0.8000415498078322,7702.0,7702.0,0.8000415498078322,7702
III,426,426,5,True,Raw LS,Raw,53.3265369949306,1.232054559193704,36,0,9627,1.0,9627.0,9627.0,1.0,9627
III,426,426,5,True,Trim Raw,Trim,47.03906623806304,1.1809728815640863,26,0,9627,0.8000415498078322,7702.0,7702.0,0.8000415498078322,7702
III,427,427,5,True,Huber Raw,Huber,45.09179419294407,0.8879120456375742,40,0,9379,0.742892023248605,6967.584286048666,7941.330406105677,,9379
III,427,427,5,True,Patch LS,Patch,23.996246541845316,1.0727102195082088,17,0,9379,1.0,9379.0,9379.0,1.0,9379
III,427,427,5,True,Patch+Huber,PatchHuber,24.37265751070276,0.9805425293347364,40,0,9379,0.748729755487852,7022.336376720565,7945.772312252747,,9379
III,427,427,5,True,Patch+Trim,PatchTrim,29.501003835344196,1.2095821385628862,40,0,9379,0.7999786757650069,7503.0,7503.0,0.7999786757650069,7503
III,427,427,5,True,Raw LS,Raw,54.579984942538005,1.0408661780290775,32,0,9379,1.0,9379.0,9379.0,1.0,9379
III,427,427,5,True,Trim Raw,Trim,47.61096144238509,1.1529579492353623,25,0,9379,0.7999786757650069,7503.0,7503.0,0.7999786757650069,7503
III,428,428,5,True,Huber Raw,Huber,45.22445690502722,1.0300976627067149,40,0,9261,0.745338022587877,6902.575427186329,7862.766514317675,,9261
III,428,428,5,True,Patch LS,Patch,22.262443713189416,0.9731902287853316,25,0,9261,1.0,9261.0,9261.0,1.0,9261
III,428,428,5,True,Patch+Huber,PatchHuber,24.44565216946702,0.9447125254612948,40,0,9261,0.7524007439193084,6967.983289436716,7867.976211350491,,9261
III,428,428,5,True,Patch+Trim,PatchTrim,29.69019298519923,1.224049596759555,40,0,9261,0.8000215959399632,7409.0,7409.0,0.8000215959399632,7409
III,428,428,5,True,Raw LS,Raw,54.33368506115728,1.3813734280167267,33,0,9261,1.0,9261.0,9261.0,1.0,9261
III,428,428,5,True,Trim Raw,Trim,47.84955327039192,1.1845655478945714,37,0,9261,0.8000215959399632,7409.0,7409.0,0.8000215959399632,7409
III,429,429,5,True,Huber Raw,Huber,44.90362956061728,0.994893395755329,40,0,9073,0.7457907825365528,6766.559769954144,7714.441653734268,,9073
III,429,429,5,True,Patch LS,Patch,23.78000048693507,1.0292556854577242,19,0,9073,1.0,9073.0,9073.0,1.0,9073
III,429,429,5,True,Patch+Huber,PatchHuber,24.17943117962314,0.8425056298970341,34,0,9073,0.7539172153122774,6840.2908945282925,7725.535288621773,,9073
III,429,429,5,True,Patch+Trim,PatchTrim,29.11163244535748,1.097304177511211,40,0,9073,0.7999559131489034,7258.0,7258.0,0.7999559131489034,7258
III,429,429,5,True,Raw LS,Raw,54.6311405045496,1.3324294696001964,29,0,9073,1.0,9073.0,9073.0,1.0,9073
III,429,429,5,True,Trim Raw,Trim,48.13288845414958,1.3363295900847847,29,0,9073,0.7999559131489034,7258.0,7258.0,0.7999559131489034,7258
III,430,430,5,True,Huber Raw,Huber,44.83203522649213,0.9402515582282384,40,0,9062,0.7480204057135111,6778.560916575838,7703.7516881547535,,9062
III,430,430,5,True,Patch LS,Patch,24.19807662098956,1.229365744633777,18,0,9062,1.0,9062.0,9062.0,1.0,9062
III,430,430,5,True,Patch+Huber,PatchHuber,25.46782456142552,0.9123516469688004,40,0,9062,0.7547781480902429,6839.799577993781,7721.523310526891,,9062
III,430,430,5,True,Patch+Trim,PatchTrim,31.313436183297608,1.2871718431925467,40,0,9062,0.8000441403663651,7250.0,7250.0,0.8000441403663651,7250
III,430,430,5,True,Raw LS,Raw,54.45920558708039,1.240505455149565,36,0,9062,1.0,9062.0,9062.0,1.0,9062
III,430,430,5,True,Trim Raw,Trim,47.17697236980625,1.270542488970979,24,0,9062,0.8000441403663651,7250.0,7250.0,0.8000441403663651,7250
III,431,431,5,True,Huber Raw,Huber,43.86905420941964,1.0541783250602996,27,0,8848,0.7379527304073916,6529.4057586446015,7470.413301129788,,8848
III,431,431,5,True,Patch LS,Patch,25.392737073337884,1.1958266963885351,24,0,8848,1.0,8848.0,8848.0,1.0,8848
III,431,431,5,True,Patch+Huber,PatchHuber,24.68388772656755,0.7858811530515667,19,0,8848,0.7535933412704038,6667.793883560533,7519.97068358919,,8848
III,431,431,5,True,Patch+Trim,PatchTrim,29.66247281927977,1.322744269804117,40,0,8848,0.7999547920433996,7078.0,7078.0,0.7999547920433996,7078
III,431,431,5,True,Raw LS,Raw,54.32250545585617,1.343916546749925,36,0,8848,1.0,8848.0,8848.0,1.0,8848
III,431,431,5,True,Trim Raw,Trim,46.42263948588309,1.2387430186168047,25,0,8848,0.7999547920433996,7078.0,7078.0,0.7999547920433996,7078
III,432,432,5,True,Huber Raw,Huber,44.38783701666067,1.075575142469592,37,0,9775,0.7474427588844769,7306.252968095761,8310.76893814891,,9775
III,432,432,5,True,Patch LS,Patch,25.213029119932088,1.2414595014468448,22,0,9775,1.0,9775.0,9775.0,1.0,9775
III,432,432,5,True,Patch+Huber,PatchHuber,25.31553521040592,0.6797801037759544,37,0,9775,0.7511988225989207,7342.96849090445,8297.897717523998,,9775
III,432,432,5,True,Patch+Trim,PatchTrim,29.912368806801894,1.007884085614276,40,0,9775,0.8,7820.0,7820.0,0.8,7820
III,432,432,5,True,Raw LS,Raw,55.07486628564477,1.4391364524953585,37,0,9775,1.0,9775.0,9775.0,1.0,9775
III,432,432,5,True,Trim Raw,Trim,46.77656759539555,1.3046426717789428,32,0,9775,0.8,7820.0,7820.0,0.8,7820
III,433,433,5,True,Huber Raw,Huber,43.322556618950536,1.1648656003170144,38,0,9775,0.7433230473854828,7265.982788193095,8301.879986924303,,9775
III,433,433,5,True,Patch LS,Patch,24.685917984061568,1.3386205376077174,22,0,9775,1.0,9775.0,9775.0,1.0,9775
III,433,433,5,True,Patch+Huber,PatchHuber,26.61167196235401,1.031395619166021,40,0,9775,0.7512857156375028,7343.81787035659,8303.055085730997,,9775
III,433,433,5,True,Patch+Trim,PatchTrim,30.322231620617718,1.460739317289955,40,0,9775,0.8,7820.0,7820.0,0.8,7820
III,433,433,5,True,Raw LS,Raw,52.91641111038632,1.7111438707692044,24,0,9775,1.0,9775.0,9775.0,1.0,9775
III,433,433,5,True,Trim Raw,Trim,45.12602230697394,1.341344325909018,29,0,9775,0.8,7820.0,7820.0,0.8,7820
III,434,434,5,True,Huber Raw,Huber,42.6126315057588,0.9149090543887471,40,0,9495,0.7429806131910622,7054.600922249136,8066.866577569981,,9495
III,434,434,5,True,Patch LS,Patch,26.878687014243717,1.2445356339499944,29,0,9495,1.0,9495.0,9495.0,1.0,9495
III,434,434,5,True,Patch+Huber,PatchHuber,26.915802375032825,0.8682837569520763,40,0,9495,0.7525596680071645,7145.5540477280265,8088.749039010836,,9495
III,434,434,5,True,Patch+Trim,PatchTrim,30.56125362794189,1.211833956424846,40,0,9495,0.8,7596.0,7596.0,0.8,7596
III,434,434,5,True,Raw LS,Raw,52.593752453675705,1.3622408671112711,31,0,9495,1.0,9495.0,9495.0,1.0,9495
III,434,434,5,True,Trim Raw,Trim,44.57022098898083,1.2208615430542575,31,0,9495,0.8,7596.0,7596.0,0.8,7596
III,435,435,5,True,Huber Raw,Huber,42.67258527876764,1.1076025636533533,40,0,9428,0.7391272063015778,6968.491301011275,7985.955081188415,,9428
III,435,435,5,True,Patch LS,Patch,27.239382836959862,1.322090489570475,28,0,9428,1.0,9428.0,9428.0,1.0,9428
III,435,435,5,True,Patch+Huber,PatchHuber,28.256559766602773,0.9076751755084158,40,0,9428,0.7528029420586952,7097.426137729379,8024.25858761061,,9428
III,435,435,5,True,Patch+Trim,PatchTrim,30.49745737043233,1.403417258249622,40,0,9428,0.7999575731862537,7542.0,7542.0,0.7999575731862537,7542
III,435,435,5,True,Raw LS,Raw,51.20921378301875,1.77142033385268,26,0,9428,1.0,9428.0,9428.0,1.0,9428
III,435,435,5,True,Trim Raw,Trim,44.58518452272391,1.3038975275623637,30,0,9428,0.7999575731862537,7542.0,7542.0,0.7999575731862537,7542
III,436,436,5,True,Huber Raw,Huber,41.727001093813,1.0232167519928057,36,0,9271,0.7428028648876909,6886.525360373782,7893.247428724416,,9271
III,436,436,5,True,Patch LS,Patch,26.400216828119863,1.0531995231624176,22,0,9271,1.0,9271.0,9271.0,1.0,9271
III,436,436,5,True,Patch+Huber,PatchHuber,27.762383627123015,0.7152269675239656,37,0,9271,0.756915497163076,7017.363574198878,7930.318309809963,,9271
III,436,436,5,True,Patch+Trim,PatchTrim,30.95062473799558,1.1040291913439657,40,0,9271,0.800021572645885,7417.0,7417.0,0.800021572645885,7417
III,436,436,5,True,Raw LS,Raw,49.1401799704758,1.113351166905202,33,0,9271,1.0,9271.0,9271.0,1.0,9271
III,436,436,5,True,Trim Raw,Trim,44.20134629531026,1.2135713708712337,34,0,9271,0.800021572645885,7417.0,7417.0,0.800021572645885,7417
III,437,437,5,True,Huber Raw,Huber,40.47711888645702,1.0143126214149645,32,0,9201,0.7430906524829926,6837.177093496014,7829.6949615821295,,9201
III,437,437,5,True,Patch LS,Patch,23.886267929915203,1.0565736771245118,28,0,9201,1.0,9201.0,9201.0,1.0,9201
III,437,437,5,True,Patch+Huber,PatchHuber,28.61577503847819,0.9192337127055116,40,0,9201,0.7481027495096393,6883.293398238191,7814.198772160343,,9201
III,437,437,5,True,Patch+Trim,PatchTrim,31.48616245644547,1.2468424480115576,40,0,9201,0.8000217367677427,7361.0,7361.0,0.8000217367677427,7361
III,437,437,5,True,Raw LS,Raw,47.387479203856834,1.2737132944220924,30,0,9201,1.0,9201.0,9201.0,1.0,9201
III,437,437,5,True,Trim Raw,Trim,43.41550754284318,1.163223205967775,33,0,9201,0.8000217367677427,7361.0,7361.0,0.8000217367677427,7361
III,438,438,5,True,Huber Raw,Huber,40.84963556944198,0.9756474990019935,34,0,8976,0.7482329188768848,6716.138679838919,7659.525852098275,,8976
III,438,438,5,True,Patch LS,Patch,22.61019479146613,1.133575468394656,21,0,8976,1.0,8976.0,8976.0,1.0,8976
III,438,438,5,True,Patch+Huber,PatchHuber,28.153150033268453,0.7065505549480706,32,0,8976,0.7544986190049419,6772.379604188358,7671.630568557042,,8976
III,438,438,5,True,Patch+Trim,PatchTrim,31.625631174479405,1.2811515373305271,40,0,8976,0.8000222816399287,7181.0,7181.0,0.8000222816399287,7181
III,438,438,5,True,Raw LS,Raw,46.5539882416356,1.5586168571961698,21,0,8976,1.0,8976.0,8976.0,1.0,8976
III,438,438,5,True,Trim Raw,Trim,43.54417206128314,1.2092008189396397,40,0,8976,0.8000222816399287,7181.0,7181.0,0.8000222816399287,7181
III,439,439,5,True,Huber Raw,Huber,40.25338941488012,0.9928002341673708,35,0,9880,0.7480832718181414,7391.062725563237,8471.439066840947,,9880
III,439,439,5,True,Patch LS,Patch,22.867845329688706,0.8234029887792178,27,0,9880,1.0,9880.0,9880.0,1.0,9880
III,439,439,5,True,Patch+Huber,PatchHuber,27.98117978107934,0.9202779020612128,40,0,9880,0.7566284242319956,7475.488831412116,8485.897036659831,,9880
III,439,439,5,True,Patch+Trim,PatchTrim,30.286539583792845,1.0627267959868498,40,0,9880,0.8,7904.0,7904.0,0.8,7904
III,439,439,5,True,Raw LS,Raw,46.30681165505741,1.2982336852206062,24,0,9880,1.0,9880.0,9880.0,1.0,9880
III,439,439,5,True,Trim Raw,Trim,43.632590252148326,1.1208611647178084,38,0,9880,0.8,7904.0,7904.0,0.8,7904
III,440,440,5,True,Huber Raw,Huber,39.92627361282244,0.9632138071397864,40,0,9639,0.7543711793080004,7271.383797349816,8293.977561921754,,9639
III,440,440,5,True,Patch LS,Patch,22.04451202777953,0.8057231898949223,30,0,9639,1.0,9639.0,9639.0,1.0,9639
III,440,440,5,True,Patch+Huber,PatchHuber,29.21684858789725,0.940648076269768,40,0,9639,0.7542470654863684,7270.187464223105,8256.261891416434,,9639
III,440,440,5,True,Patch+Trim,PatchTrim,30.669616833276653,1.1331723682720487,38,0,9639,0.7999792509596431,7711.0,7711.0,0.7999792509596431,7711
