trajectory,order,scan,block,in_support,method,arm,translation_error_mm,rotation_error_deg,iters,on_bound,n_points,wmean,sumw,ess_w,keep_ratio,n_retain
II,604,604,6,True,Trim Raw,Trim,35.26820232107106,0.6014544613360348,40,0,10262,0.8000389787565777,8210.0,8210.0,0.8000389787565777,8210
II,605,605,6,True,Huber Raw,Huber,30.707769484813245,0.4796702708190042,40,0,10254,0.7316193334923555,7502.024645630614,8457.265543277777,,10254
II,605,605,6,True,Patch LS,Patch,12.4031985395709,0.5835578811463544,30,0,10254,1.0,10254.0,10254.0,1.0,10254
II,605,605,6,True,Patch+Huber,PatchHuber,40.30158800555848,1.1351042727038931,40,0,10254,0.7613825021799268,7807.216177352969,8739.024985824637,,10254
II,605,605,6,True,Patch+Trim,PatchTrim,43.34549837868503,1.3634491398640494,40,0,10254,0.7999804954164229,8203.0,8203.0,0.7999804954164229,8203
II,605,605,6,True,Raw LS,Raw,32.36927024877909,0.7979006788981986,21,0,10254,1.0,10254.0,10254.0,1.0,10254
II,605,605,6,True,Trim Raw,Trim,35.76398927560704,0.4579207347316297,40,0,10254,0.7999804954164229,8203.0,8203.0,0.7999804954164229,8203
II,606,606,6,True,Huber Raw,Huber,32.23512764596309,0.5873174869208209,40,0,10192,0.7339164840158334,7480.076805089375,8411.314912357248,,10192
II,606,606,6,True,Patch LS,Patch,15.311747075733487,0.5175541349400439,24,0,10192,1.0,10192.0,10192.0,1.0,10192
II,606,606,6,True,Patch+Huber,PatchHuber,42.15288904772533,1.0668082238355965,40,0,10192,0.7536856726239517,7681.564375383316,8612.400894920947,,10192
II,606,606,6,True,Patch+Trim,PatchTrim,39.22394134078112,1.1098272932898166,40,0,10192,0.8000392464678179,8154.0,8154.0,0.8000392464678179,8154
II,606,606,6,True,Raw LS,Raw,34.55632021263298,0.9623273562641836,25,0,10192,1.0,10192.0,10192.0,1.0,10192
II,606,606,6,True,Trim Raw,Trim,34.51627342304151,0.5109951836649707,40,0,10192,0.8000392464678179,8154.0,8154.0,0.8000392464678179,8154
II,607,607,6,True,Huber Raw,Huber,30.03281074389604,0.5763109464014284,40,0,10136,0.7345149080634127,7445.043108130751,8356.539653760343,,10136
II,607,607,6,True,Patch LS,Patch,11.163054546629075,0.1731819613060512,15,0,10136,1.0,10136.0,10136.0,1.0,10136
II,607,607,6,True,Patch+Huber,PatchHuber,38.292190449575465,0.961277699120795,40,0,10136,0.7582003570346394,7685.118818903104,8610.263478809544,,10136
II,607,607,6,True,Patch+Trim,PatchTrim,41.96927114787083,1.3029750251257557,40,0,10136,0.8000197316495659,8109.0,8109.0,0.8000197316495659,8109
II,607,607,6,True,Raw LS,Raw,35.63222053485432,1.16181216280011,26,0,10136,1.0,10136.0,10136.0,1.0,10136
II,607,607,6,True,Trim Raw,Trim,32.49208561683468,0.4688428346031835,40,0,10136,0.8000197316495659,8109.0,8109.0,0.8000197316495659,8109
II,608,608,6,True,Huber Raw,Huber,28.904006497663,0.6399854129563475,40,0,10048,0.7394269761410287,7429.762256265057,8309.779427615837,,10048
II,608,608,6,True,Patch LS,Patch,13.25941250996804,0.2756758271937623,17,0,10048,1.0,10048.0,10048.0,1.0,10048
II,608,608,6,True,Patch+Huber,PatchHuber,38.07207130474658,0.9105794881249022,40,0,10048,0.7531913281205999,7568.0664649557875,8493.63839279198,,10048
II,608,608,6,True,Patch+Trim,PatchTrim,45.30297008871516,1.4214475355156182,40,0,10048,0.7999601910828026,8038.0,8038.0,0.7999601910828026,8038
II,608,608,6,True,Raw LS,Raw,33.90847276614946,1.300323631623627,40,0,10048,1.0,10048.0,10048.0,1.0,10048
II,608,608,6,True,Trim Raw,Trim,30.80717792771249,0.5863307999524435,40,0,10048,0.7999601910828026,8038.0,8038.0,0.7999601910828026,8038
II,609,609,6,True,Huber Raw,Huber,29.80982583999807,0.5803729066071704,40,0,10085,0.7383685436922579,7446.44676313642,8321.879545233467,,10085
II,609,609,6,True,Patch LS,Patch,14.2936667084333,0.3247418474499277,20,0,10085,1.0,10085.0,10085.0,1.0,10085
II,609,609,6,True,Patch+Huber,PatchHuber,35.653390655774714,0.7871730370039227,40,0,10085,0.7558838708816223,7623.088837841162,8537.631567115011,,10085
II,609,609,6,True,Patch+Trim,PatchTrim,36.07825692258334,1.000126149863676,40,0,10085,0.8,8068.0,8068.0,0.8,8068
II,609,609,6,True,Raw LS,Raw,37.07055981371997,1.3216856279350275,23,0,10085,1.0,10085.0,10085.0,1.0,10085
II,609,609,6,True,Trim Raw,Trim,32.46601063570168,0.5324828148651881,40,0,10085,0.8,8068.0,8068.0,0.8,8068
II,610,610,6,True,Huber Raw,Huber,29.60820375210885,0.6044190134001063,40,0,9949,0.7397903594354311,7360.174286023104,8210.215021341292,,9949
II,610,610,6,True,Patch LS,Patch,18.229978842567306,0.3379302956869984,31,0,9949,1.0,9949.0,9949.0,1.0,9949
II,610,610,6,True,Patch+Huber,PatchHuber,37.34299364671583,0.7934383151307185,40,0,9949,0.7516283816858951,7477.95076939297,8385.638205786894,,9949
II,610,610,6,True,Patch+Trim,PatchTrim,41.25963053812434,1.185694375034449,40,0,9949,0.7999798974771334,7959.0,7959.0,0.7999798974771334,7959
II,610,610,6,True,Raw LS,Raw,40.48942545094947,1.5024332741418949,25,0,9949,1.0,9949.0,9949.0,1.0,9949
II,610,610,6,True,Trim Raw,Trim,30.784042019871155,0.5364271105397836,40,0,9949,0.7999798974771334,7959.0,7959.0,0.7999798974771334,7959
II,611,611,6,True,Huber Raw,Huber,27.699588400132644,0.695489283501821,40,0,9862,0.7387587173471035,7285.638470477135,8138.341416777471,,9862
II,611,611,6,True,Patch LS,Patch,18.01940322690269,0.7860986435126528,40,0,9862,1.0,9862.0,9862.0,1.0,9862
II,611,611,6,True,Patch+Huber,PatchHuber,36.05604040625375,0.8083940440213161,40,0,9862,0.7521575886013863,7417.778138786871,8319.56315081588,,9862
II,611,611,6,True,Patch+Trim,PatchTrim,39.28262162649112,1.0267991109870158,40,0,9862,0.8000405597241939,7890.0,7890.0,0.8000405597241939,7890
II,611,611,6,True,Raw LS,Raw,36.083429226175774,1.502021788228782,40,0,9862,1.0,9862.0,9862.0,1.0,9862
II,611,611,6,True,Trim Raw,Trim,29.213515744913803,0.6318816837433722,40,0,9862,0.8000405597241939,7890.0,7890.0,0.8000405597241939,7890
II,612,612,6,True,Huber Raw,Huber,27.484850077342443,0.5894745869285685,40,0,9851,0.731983228725235,7210.76678617229,8080.6008538060605,,9851
II,612,612,6,True,Patch LS,Patch,21.552161163106422,0.3378161640359745,21,0,9851,1.0,9851.0,9851.0,1.0,9851
II,612,612,6,True,Patch+Huber,PatchHuber,34.65276106403968,0.7457681773050222,40,0,9851,0.7529583291979831,7417.392500929332,8313.520232052775,,9851
II,612,612,6,True,Patch+Trim,PatchTrim,41.2964410691573,1.2145879921699865,40,0,9851,0.8000203025073597,7881.0,7881.0,0.8000203025073597,7881
II,612,612,6,True,Raw LS,Raw,37.618008841093314,1.2234056873911334,40,0,9851,1.0,9851.0,9851.0,1.0,9851
II,612,612,6,True,Trim Raw,Trim,28.625761023595874,0.5266622763920253,37,0,9851,0.8000203025073597,7881.0,7881.0,0.8000203025073597,7881
II,613,613,6,True,Huber Raw,Huber,26.622124002143423,0.6202133974568259,40,0,9822,0.7347677031585421,7216.888380423201,8074.823926772317,,9822
II,613,613,6,True,Patch LS,Patch,20.76515447546748,0.5356690577136352,27,0,9822,1.0,9822.0,9822.0,1.0,9822
II,613,613,6,True,Patch+Huber,PatchHuber,33.6173506496928,0.6973271309280643,40,0,9822,0.7530968813200711,7396.917568325739,8288.196265055156,,9822
II,613,613,6,True,Patch+Trim,PatchTrim,36.67085689878933,0.9592187543937858,40,0,9822,0.8000407249032784,7858.0,7858.0,0.8000407249032784,7858
II,613,613,6,True,Raw LS,Raw,39.428944543549946,1.3814981396254655,40,0,9822,1.0,9822.0,9822.0,1.0,9822
II,613,613,6,True,Trim Raw,Trim,28.16818787172043,0.5727750990993644,40,0,9822,0.8000407249032784,7858.0,7858.0,0.8000407249032784,7858
II,614,614,6,True,Huber Raw,Huber,25.80162006025947,0.6140883213023874,40,0,9630,0.7332065536692584,7060.779111834958,7904.106587804045,,9630
II,614,614,6,True,Patch LS,Patch,21.244664910447785,0.7147106563650227,27,0,9630,1.0,9630.0,9630.0,1.0,9630
II,614,614,6,True,Patch+Huber,PatchHuber,35.70062142875824,0.8209304845117672,40,0,9630,0.7522254922400915,7243.931490272082,8133.097859799072,,9630
II,614,614,6,True,Patch+Trim,PatchTrim,42.18367075807098,1.169848275284127,40,0,9630,0.8,7704.0,7704.0,0.8,7704
II,614,614,6,True,Raw LS,Raw,34.81166412381605,1.3096880078417483,37,0,9630,1.0,9630.0,9630.0,1.0,9630
II,614,614,6,True,Trim Raw,Trim,27.27401504843386,0.6427579374810423,40,0,9630,0.8,7704.0,7704.0,0.8,7704
II,615,615,6,True,Huber Raw,Huber,26.3288657633657,0.600978311790348,40,0,9562,0.731569012726874,6995.2628996943695,7825.721232311328,,9562
II,615,615,6,True,Patch LS,Patch,22.329284977277837,1.0089077867803151,38,0,9562,1.0,9562.0,9562.0,1.0,9562
II,615,615,6,True,Patch+Huber,PatchHuber,39.30581072617454,0.920963672577546,40,0,9562,0.7514153819731753,7185.033882427502,8060.209996443476,,9562
II,615,615,6,True,Patch+Trim,PatchTrim,48.05005037043285,1.4114940480139495,40,0,9562,0.8000418322526668,7650.0,7650.0,0.8000418322526668,7650
II,615,615,6,True,Raw LS,Raw,31.87469666314246,1.1564612469339095,40,0,9562,1.0,9562.0,9562.0,1.0,9562
II,615,615,6,True,Trim Raw,Trim,26.46551246832602,0.6252274387828295,40,0,9562,0.8000418322526668,7650.0,7650.0,0.8000418322526668,7650
II,616,616,6,True,Huber Raw,Huber,26.149654584957325,0.4586204535481987,40,0,9578,0.7282203461950064,6974.894475855772,7821.151595841601,,9578
II,616,616,6,True,Patch LS,Patch,23.47310940638808,0.9747484214447985,40,0,9578,1.0,9578.0,9578.0,1.0,9578
II,616,616,6,True,Patch+Huber,PatchHuber,32.26458680011292,0.8425100520637112,17,0,9578,0.7532784687961699,7214.901174129715,8079.2974802548515,,9578
II,616,616,6,True,Patch+Trim,PatchTrim,46.11526164813285,1.3025291496800355,40,0,9578,0.7999582376278973,7662.0,7662.0,0.7999582376278973,7662
II,616,616,6,True,Raw LS,Raw,32.49461295249327,1.0805901731848422,40,0,9578,1.0,9578.0,9578.0,1.0,9578
II,616,616,6,True,Trim Raw,Trim,26.72747766448035,0.4549866353385614,40,0,9578,0.7999582376278973,7662.0,7662.0,0.7999582376278973,7662
II,617,617,6,True,Huber Raw,Huber,25.83977879529454,0.5568842012379432,40,0,9405,0.7280675661964061,6847.475460077199,7670.656684801519,,9405
II,617,617,6,True,Patch LS,Patch,27.7336763872648,0.9419240346385082,31,0,9405,1.0,9405.0,9405.0,1.0,9405
II,617,617,6,True,Patch+Huber,PatchHuber,40.92715365794004,1.0579947434146622,40,0,9405,0.7520438685258036,7072.972583485183,7934.837244735647,,9405
II,617,617,6,True,Patch+Trim,PatchTrim,48.98907670331099,1.3847855601043286,40,0,9405,0.8,7524.0,7524.0,0.8,7524
II,617,617,6,True,Raw LS,Raw,34.29818072121076,1.0626454618802736,35,0,9405,1.0,9405.0,9405.0,1.0,9405
II,617,617,6,True,Trim Raw,Trim,25.7878739098528,0.5426517455357309,38,0,9405,0.8,7524.0,7524.0,0.8,7524
II,618,618,6,True,Huber Raw,Huber,24.70235408133808,0.5921810741280448,40,0,9233,0.7240909727277737,6685.531951195534,7495.237752449396,,9233
II,618,618,6,True,Patch LS,Patch,27.15025311009981,0.9937300849204538,40,0,9233,1.0,9233.0,9233.0,1.0,9233
II,618,618,6,True,Patch+Huber,PatchHuber,42.67823604292687,1.037041162087827,40,0,9233,0.749921684973449,6924.026917359854,7771.069615107886,,9233
II,618,618,6,True,Patch+Trim,PatchTrim,46.53050494205839,1.2824177573510342,40,0,9233,0.7999566771363588,7386.0,7386.0,0.7999566771363588,7386
II,618,618,6,True,Raw LS,Raw,32.779704599524635,0.9609779836437596,34,0,9233,1.0,9233.0,9233.0,1.0,9233
II,618,618,6,True,Trim Raw,Trim,25.46078109518372,0.6310282368033826,39,0,9233,0.7999566771363588,7386.0,7386.0,0.7999566771363588,7386
II,619,619,6,True,Huber Raw,Huber,26.90680051765873,0.5098109440209807,40,0,9162,0.7215173029311347,6610.541529455056,7434.364738757042,,9162
II,619,619,6,True,Patch LS,Patch,30.021759785640505,1.175134257321907,34,0,9162,1.0,9162.0,9162.0,1.0,9162
II,619,619,6,True,Patch+Huber,PatchHuber,42.4015454585814,1.080337404846433,40,0,9162,0.7468694787226535,6842.818164056952,7696.744907563494,,9162
II,619,619,6,True,Patch+Trim,PatchTrim,48.45395083261214,1.339208968962527,40,0,9162,0.8000436585898275,7330.0,7330.0,0.8000436585898275,7330
II,619,619,6,True,Raw LS,Raw,35.48668240971422,1.2336506201556932,40,0,9162,1.0,9162.0,9162.0,1.0,9162
II,619,619,6,True,Trim Raw,Trim,26.218971317654308,0.5964040641119143,40,0,9162,0.8000436585898275,7330.0,7330.0,0.8000436585898275,7330
II,620,620,6,True,Huber Raw,Huber,24.92726918981266,0.5757290284477733,40,0,9047,0.7207263107631081,6520.41093347384,7326.196087336061,,9047
II,620,620,6,True,Patch LS,Patch,28.98753548397588,1.2016941550230988,36,0,9047,1.0,9047.0,9047.0,1.0,9047
II,620,620,6,True,Patch+Huber,PatchHuber,44.42740003178087,1.1248761935672786,40,0,9047,0.7435961780160443,6727.314622511152,7574.90346823204,,9047
II,620,620,6,True,Patch+Trim,PatchTrim,49.17952710401585,1.358644197855951,40,0,9047,0.8000442135514535,7238.0,7238.0,0.8000442135514535,7238
II,620,620,6,True,Raw LS,Raw,33.65011183933405,1.2431783797799012,40,0,9047,1.0,9047.0,9047.0,1.0,9047
II,620,620,6,True,Trim Raw,Trim,25.86935885472021,0.6356200127088303,40,0,9047,0.8000442135514535,7238.0,7238.0,0.8000442135514535,7238
II,621,621,6,True,Huber Raw,Huber,25.302434613531844,0.6121589985662497,33,0,8841,0.7172836540776144,6341.504785700189,7173.590179489896,,8841
II,621,621,6,True,Patch LS,Patch,32.89950986177892,1.392287530248242,33,0,8841,1.0,8841.0,8841.0,1.0,8841
II,621,621,6,True,Patch+Huber,PatchHuber,47.33236763149024,1.2739304845898984,40,0,8841,0.7454079399378313,6590.151596990367,7424.773991330286,,8841
II,621,621,6,True,Patch+Trim,PatchTrim,49.92076355629248,1.320042369547384,40,0,8841,0.8000226218753534,7073.0,7073.0,0.8000226218753534,7073
II,621,621,6,True,Raw LS,Raw,34.57661691299929,1.0685779334214485,33,0,8841,1.0,8841.0,8841.0,1.0,8841
II,621,621,6,True,Trim Raw,Trim,24.822262879501693,0.630430175789687,40,0,8841,0.8000226218753534,7073.0,7073.0,0.8000226218753534,7073
II,622,622,6,True,Huber Raw,Huber,25.47631916280484,0.7179473612000445,40,0,9817,0.7093361780466281,6963.553259883748,7910.142227231427,,9817
II,622,622,6,True,Patch LS,Patch,36.22260759096562,1.447241092163524,40,0,9817,1.0,9817.0,9817.0,1.0,9817
II,622,622,6,True,Patch+Huber,PatchHuber,49.74325222948667,1.2108444796630065,40,0,9817,0.7365632332209125,7230.841260529698,8171.76162586025,,9817
II,622,622,6,True,Patch+Trim,PatchTrim,49.17338349394192,1.2062128227737403,40,0,9817,0.8000407456453091,7854.0,7854.0,0.8000407456453091,7854
II,622,622,6,True,Raw LS,Raw,33.4786988727208,0.9729050987506388,31,0,9817,1.0,9817.0,9817.0,1.0,9817
II,622,622,6,True,Trim Raw,Trim,25.462418732561908,0.7333124454546126,40,0,9817,0.8000407456453091,7854.0,7854.0,0.8000407456453091,7854
II,623,623,6,True,Huber Raw,Huber,25.296329864889437,0.6662746482119707,40,0,9618,0.7107142813682413,6835.649958199745,7764.34705454633,,9618
II,623,623,6,True,Patch LS,Patch,36.48285624068988,1.2446276431810257,40,0,9618,1.0,9618.0,9618.0,1.0,9618
II,623,623,6,True,Patch+Huber,PatchHuber,49.29969345042982,1.0374784004741666,40,0,9618,0.7392559422049485,7110.163652127195,8041.910013811634,,9618
II,623,623,6,True,Patch+Trim,PatchTrim,49.95676613329203,1.134594176170237,40,0,9618,0.7999584113121231,7694.0,7694.0,0.7999584113121231,7694
II,623,623,6,True,Raw LS,Raw,33.265603802023044,1.1509818151835385,36,0,9618,1.0,9618.0,9618.0,1.0,9618
II,623,623,6,True,Trim Raw,Trim,25.326250952584385,0.595481204855594,40,0,9618,0.7999584113121231,7694.0,7694.0,0.7999584113121231,7694
II,624,624,7,True,Huber Raw,Huber,24.572608951548226,0.8432527719099265,40,0,9426,0.7088254729510761,6681.388908036844,7595.59841403623,,9426
II,624,624,7,True,Patch LS,Patch,37.56858065802282,1.4848448334479856,40,0,9426,1.0,9426.0,9426.0,1.0,9426
II,624,624,7,True,Patch+Huber,PatchHuber,49.22692208744203,1.1843770870917831,40,0,9426,0.7476441277897499,7047.293548546182,7947.4166868311,,9426
II,624,624,7,True,Patch+Trim,PatchTrim,49.50155850107937,1.0671763698234125,40,0,9426,0.8000212179079143,7541.0,7541.0,0.8000212179079143,7541
II,624,624,7,True,Raw LS,Raw,33.166071791415014,1.4521660672523384,33,0,9426,1.0,9426.0,9426.0,1.0,9426
II,624,624,7,True,Trim Raw,Trim,24.714328796738812,0.8160887906422158,40,0,9426,0.8000212179079143,7541.0,7541.0,0.8000212179079143,7541
II,625,625,7,True,Huber Raw,Huber,24.82126181461779,0.8024522973997212,40,0,9178,0.7110939318730429,6526.420106730788,7417.38849107175,,9178
II,625,625,7,True,Patch LS,Patch,37.18815258017901,1.0895603875318518,31,0,9178,1.0,9178.0,9178.0,1.0,9178
II,625,625,7,True,Patch+Huber,PatchHuber,46.18077415175418,0.8914670296908477,40,0,9178,0.7465527979741401,6851.861579806658,7741.480402980575,,9178
II,625,625,7,True,Patch+Trim,PatchTrim,50.59679595956378,0.9164698169260806,40,0,9178,0.7999564175201569,7342.0,7342.0,0.7999564175201569,7342
II,625,625,7,True,Raw LS,Raw,36.79111114369124,1.5142898661904904,39,0,9178,1.0,9178.0,9178.0,1.0,9178
II,625,625,7,True,Trim Raw,Trim,25.74893767550741,0.5734865286456505,29,0,9178,0.7999564175201569,7342.0,7342.0,0.7999564175201569,7342
II,626,626,7,True,Huber Raw,Huber,25.195010275244403,0.6663152093341557,36,0,8997,0.7143734898457995,6427.218288142658,7296.338963550906,,8997
II,626,626,7,True,Patch LS,Patch,38.89989083591922,1.377725798320669,39,0,8997,1.0,8997.0,8997.0,1.0,8997
II,626,626,7,True,Patch+Huber,PatchHuber,47.07850001090812,1.0186185086434325,40,0,8997,0.7617874808382348,6853.801965101598,7729.512190302552,,8997
II,626,626,7,True,Patch+Trim,PatchTrim,49.614076515633066,0.7903221835664453,40,0,8997,0.8000444592641992,7198.0,7198.0,0.8000444592641992,7198
II,626,626,7,True,Raw LS,Raw,36.84330439205044,1.4073092686421076,40,0,8997,1.0,8997.0,8997.0,1.0,8997
II,626,626,7,True,Trim Raw,Trim,25.546208270110867,0.6210794600154868,32,0,8997,0.8000444592641992,7198.0,7198.0,0.8000444592641992,7198
II,627,627,7,True,Huber Raw,Huber,25.43416381865073,0.8591720399084657,40,0,9662,0.7178381885323339,6935.752577599411,7848.304769244445,,9662
II,627,627,7,True,Patch LS,Patch,39.9486712777533,1.0903867679498251,31,0,9662,1.0,9662.0,9662.0,1.0,9662
II,627,627,7,True,Patch+Huber,PatchHuber,47.67081162919076,1.0043842210488807,40,0,9662,0.7741813071819261,7480.13978999177,8395.410332997862,,9662
II,627,627,7,True,Patch+Trim,PatchTrim,49.82235144280461,0.8131015178110833,40,0,9662,0.800041399296212,7730.0,7730.0,0.800041399296212,7730
II,627,627,7,True,Raw LS,Raw,36.30596288441064,1.3347644393244222,40,0,9662,1.0,9662.0,9662.0,1.0,9662
II,627,627,7,True,Trim Raw,Trim,26.469773957720097,0.8543171067216259,38,0,9662,0.800041399296212,7730.0,7730.0,0.800041399296212,7730
II,628,628,7,True,Huber Raw,Huber,25.512797967126644,0.924671142237072,40,0,9199,0.7160844621538585,6587.260967353344,7449.955409557583,,9199
II,628,628,7,True,Patch LS,Patch,38.24241904509815,1.6875359721366685,39,0,9199,1.0,9199.0,9199.0,1.0,9199
II,628,628,7,True,Patch+Huber,PatchHuber,47.44758960240161,1.3686183974276411,40,0,9199,0.7771863512992347,7149.3372456016605,8009.61982896238,,9199
II,628,628,7,True,Patch+Trim,PatchTrim,49.31429454405934,0.9037069948356012,40,0,9199,0.7999782585063594,7359.0,7359.0,0.7999782585063594,7359
II,628,628,7,True,Raw LS,Raw,36.20031646171506,1.529359408669759,38,0,9199,1.0,9199.0,9199.0,1.0,9199
II,628,628,7,True,Trim Raw,Trim,26.16309997502753,0.834864317393001,37,0,9199,0.7999782585063594,7359.0,7359.0,0.7999782585063594,7359
II,629,629,7,True,Huber Raw,Huber,19.889894117291902,0.8371683677940602,25,0,8995,0.7235193044513617,6508.056143539999,7335.7183155182975,,8995
II,629,629,7,True,Patch LS,Patch,31.55830576069453,1.2318406081494782,38,0,8995,1.0,8995.0,8995.0,1.0,8995
II,629,629,7,True,Patch+Huber,PatchHuber,40.55634453005103,0.9184909830599052,40,0,8995,0.7919107093769198,7123.236830845393,7937.194769207656,,8995
II,629,629,7,True,Patch+Trim,PatchTrim,42.96769931065778,1.1179992372363834,40,0,8995,0.8,7196.0,7196.0,0.8,7196
II,629,629,7,True,Raw LS,Raw,34.06398365470365,1.5866112482946328,39,0,8995,1.0,8995.0,8995.0,1.0,8995
II,629,629,7,True,Trim Raw,Trim,19.63469166574025,0.8559561405238119,32,0,8995,0.8,7196.0,7196.0,0.8,7196
II,630,630,7,True,Huber Raw,Huber,18.014082213810912,1.056762543557522,40,0,9813,0.7221935154797189,7086.884967402481,8001.59978605405,,9813
II,630,630,7,True,Patch LS,Patch,28.95589859470676,0.8800856794540359,24,0,9813,1.0,9813.0,9813.0,1.0,9813
II,630,630,7,True,Patch+Huber,PatchHuber,36.62060546703674,0.968195470035144,27,0,9813,0.7906100952345763,7758.256864536896,8649.71759357259,,9813
II,630,630,7,True,Patch+Trim,PatchTrim,40.71016318706513,1.073989007035315,39,0,9813,0.7999592377458473,7850.0,7850.0,0.7999592377458473,7850
II,630,630,7,True,Raw LS,Raw,35.29247404264154,1.6098856425686157,40,0,9813,1.0,9813.0,9813.0,1.0,9813
II,630,630,7,True,Trim Raw,Trim,17.569331956352496,0.9666063676808422,37,0,9813,0.7999592377458473,7850.0,7850.0,0.7999592377458473,7850
II,631,631,7,True,Huber Raw,Huber,17.356583303078775,1.107211870469924,40,0,9678,0.721023935937075,6978.069651999012,7879.443016296466,,9678
II,631,631,7,True,Patch LS,Patch,25.023622890757245,1.2407349665982643,39,0,9678,1.0,9678.0,9678.0,1.0,9678
II,631,631,7,True,Patch+Huber,PatchHuber,36.345330938793,1.2896370380293334,40,0,9678,0.7922401100494242,7667.299785058327,8550.287840873547,,9678
II,631,631,7,True,Patch+Trim,PatchTrim,39.18480345400992,1.029694611218789,40,0,9678,0.7999586691465179,7742.0,7742.0,0.7999586691465179,7742
II,631,631,7,True,Raw LS,Raw,32.220747525779935,1.5596698076666,26,0,9678,1.0,9678.0,9678.0,1.0,9678
II,631,631,7,True,Trim Raw,Trim,16.528966296636213,1.064748325399678,36,0,9678,0.7999586691465179,7742.0,7742.0,0.7999586691465179,7742
II,632,632,7,True,Huber Raw,Huber,16.900871034783155,1.1223198055423609,32,0,9582,0.7231945903793272,6929.650565014714,7816.652619082934,,9582
II,632,632,7,True,Patch LS,Patch,26.91845448967708,1.0484272440933304,27,0,9582,1.0,9582.0,9582.0,1.0,9582
II,632,632,7,True,Patch+Huber,PatchHuber,37.405536794722565,1.3478987305751735,40,0,9582,0.7900601293125556,7570.356159072908,8443.856198560006,,9582
II,632,632,7,True,Patch+Trim,PatchTrim,40.68638449446068,1.2440577003715174,40,0,9582,0.8000417449384262,7666.0,7666.0,0.8000417449384262,7666
II,632,632,7,True,Raw LS,Raw,30.07820207409693,1.5924750540684702,31,0,9582,1.0,9582.0,9582.0,1.0,9582
II,632,632,7,True,Trim Raw,Trim,16.462779781057062,1.030379949159739,40,0,9582,0.8000417449384262,7666.0,7666.0,0.8000417449384262,7666
II,633,633,7,True,Huber Raw,Huber,17.410972245515747,1.111096125528784,40,0,9486,0.7212234613330115,6841.525754204948,7731.886002896591,,9486
II,633,633,7,True,Patch LS,Patch,30.192278788581728,1.127068475666042,30,0,9486,1.0,9486.0,9486.0,1.0,9486
II,633,633,7,True,Patch+Huber,PatchHuber,39.03047803641577,0.984730968802793,40,0,9486,0.7864266388229149,7460.043095874171,8348.964283408928,,9486
II,633,633,7,True,Patch+Trim,PatchTrim,41.610990242428514,0.9570664631517468,35,0,9486,0.8000210837022981,7589.0,7589.0,0.8000210837022981,7589
II,633,633,7,True,Raw LS,Raw,30.965954394772005,1.485349048236446,23,0,9486,1.0,9486.0,9486.0,1.0,9486
II,633,633,7,True,Trim Raw,Trim,16.107941253802835,1.0191339467776617,32,0,9486,0.8000210837022981,7589.0,7589.0,0.8000210837022981,7589
II,634,634,7,True,Huber Raw,Huber,18.897590673411383,1.1750144670434932,37,0,9358,0.7241067044676978,6776.190540408716,7656.380974237754,,9358
II,634,634,7,True,Patch LS,Patch,30.58001716103336,1.282289207595028,37,0,9358,1.0,9358.0,9358.0,1.0,9358
II,634,634,7,True,Patch+Huber,PatchHuber,40.399039063377934,1.092809175353451,40,0,9358,0.78797854902708,7373.903261795414,8242.420569555698,,9358
II,634,634,7,True,Patch+Trim,PatchTrim,43.83919775269293,1.0122432059528772,40,0,9358,0.799957255823894,7486.0,7486.0,0.799957255823894,7486
II,634,634,7,True,Raw LS,Raw,32.2542288085608,1.683127507608383,23,0,9358,1.0,9358.0,9358.0,1.0,9358
II,634,634,7,True,Trim Raw,Trim,17.569170030664555,1.086614101467657,40,0,9358,0.799957255823894,7486.0,7486.0,0.799957255823894,7486
II,635,635,7,True,Huber Raw,Huber,18.8415966386657,1.1491871258283033,40,0,9302,0.7250155137532035,6744.094308932299,7615.280085574299,,9302
II,635,635,7,True,Patch LS,Patch,30.36258205252416,1.4739517893325325,35,0,9302,1.0,9302.0,9302.0,1.0,9302
II,635,635,7,True,Patch+Huber,PatchHuber,38.754488392624346,1.0521439891942237,37,0,9302,0.7901757906464483,7350.215204593262,8219.860424168457,,9302
II,635,635,7,True,Patch+Trim,PatchTrim,43.47847718464789,1.114932756702686,40,0,9302,0.8000430015050527,7442.0,7442.0,0.8000430015050527,7442
II,635,635,7,True,Raw LS,Raw,35.196709838018165,2.106267894666765,29,0,9302,1.0,9302.0,9302.0,1.0,9302
II,635,635,7,True,Trim Raw,Trim,18.20387515639202,0.9555243404198012,30,0,9302,0.8000430015050527,7442.0,7442.0,0.8000430015050527,7442
II,636,636,7,True,Huber Raw,Huber,19.222970828717475,1.2685539901011371,40,0,9358,0.7277456798180505,6810.2440717373165,7685.371136267355,,9358
II,636,636,7,True,Patch LS,Patch,35.32174469016952,1.580987923048634,34,0,9358,1.0,9358.0,9358.0,1.0,9358
II,636,636,7,True,Patch+Huber,PatchHuber,42.44233429236245,1.1130519420964504,40,0,9358,0.7942944108911584,7433.00709711946,8286.1248958181,,9358
II,636,636,7,True,Patch+Trim,PatchTrim,53.64610131102869,1.3660962008008948,40,0,9358,0.799957255823894,7486.0,7486.0,0.799957255823894,7486
II,636,636,7,True,Raw LS,Raw,35.359848677866495,2.138763398484582,30,0,9358,1.0,9358.0,9358.0,1.0,9358
