geometry,dtype,family,mag,res_RMS_mm,rms_q25,rms_q75,translation_bias_mm,tb_q25,tb_q75,rotation_bias_deg,grad_total,n_rep,alpha,eta_t,eta_R,gt_norm,gr_norm,pjw_mm,pjw_t_mm,pjw_r_mm,re_rms_mm,re_et_mm,re_eR_deg,organization
GB,D1_appendage_disp,D1,0.0,3.462240438852773,3.4557226648275146,3.466973473674639,0.01826924999541785,0.012743779174384899,0.023066350191033227,0.0012981323082737,3.6201362375643654e-05,20,0.0,0.0054409272767147986,0.006741315732403998,3.46212415991765e-05,3.6213166311199344e-05,0.03381921843166174,0.040714085852673484,0.042945908624028264,3.4601489114024258,0.021005632933705345,0.0014126230408899312,coherent_extensive
GB,D1_appendage_disp,D1,2.0,3.7035124237867505,3.6943819750891462,3.7476018650988103,0.9053625984659606,0.8946480711033943,1.139981871588571,0.00916698689538615,0.0017293769549176,20,0.31966488605357213,0.25226030376596464,0.006564498753306993,0.0017192779146587654,3.621872719693676e-05,0.8682582657035808,0.8872561889524638,0.17226874443595577,3.7033036265057975,0.9001176097234076,0.009455143354223077,coherent_extensive
GB,D1_appendage_disp,D1,5.0,4.760991100674081,4.755496412734285,5.066275600102001,2.2974478032050936,2.2928692016712193,2.9541981833028292,0.0221448113486736,0.0042936379867605495,20,0.31966488605357213,0.4976743090824243,0.005807150941098747,0.00428850864264897,3.6227069007499805e-05,2.1667711580415108,2.210775479991474,0.39999644523772804,4.765701171313801,2.302152079330643,0.021910229031324946,coherent_extensive
GB,D1_appendage_disp,D1,10.0,7.410057744664807,7.4031112573254445,8.165524582469466,9.779203418296412,8.902070046258594,9.792693711795268,0.026279536272873,0.0085924497455496,20,0.31966488605357213,0.6824335801216688,0.004383052552305875,0.008570943239764147,3.62409733097376e-05,4.331416502244748,4.416978088981422,0.7786072648071471,7.407012783201095,9.782763407508737,0.026244806382952103,coherent_extensive
GB,D1_appendage_disp,D1,25.0,16.72884748896609,16.715135237050475,18.865371552261553,17.564955333848218,17.517120593240108,19.891684868398357,0.02835301338668275,0.0214315466236484,20,0.31966488605357213,0.8500343036423623,0.00226117895201463,0.021418477768896958,3.628269584101701e-05,10.82441812247345,11.032637396673689,1.8942318398029774,16.727090391724722,17.54922181907971,0.029071193451571425,coherent_extensive
GB,D1_appendage_disp,D1,50.0,32.909717872198364,32.902654581518085,37.239864593609354,39.46576946794377,39.45312928713294,39.80813018533449,0.0131822851937726,0.0428523817041493,20,0.31966488605357213,0.9202596537212682,0.0012103562876244337,0.04283111231897603,3.635226540883683e-05,21.641940320120646,22.047788739767803,3.6842402805567325,32.90797502354624,39.46246906644967,0.013036190650570427,coherent_extensive
GB,D1_appendage_disp,D1,100.0,65.5362531958007,65.52777528013223,74.25159191800894,80.76725997516454,80.7413433009463,83.24694681381017,0.0440975459590862,0.08566458717179115,20,0.31966488605357213,0.9588333637837267,0.0006249559945827757,0.08565641031112824,3.6491524108912e-05,43.26182012419595,44.03808855342012,7.016317740205237,65.53748843570591,80.76048357682464,0.04447765376395581,coherent_extensive
GB,D2_missing_component,D2,0.0,3.457001583997232,3.4516439632609446,3.462298868381347,0.0221387451390143,0.016580623904037525,0.03327867270558488,0.0014193857708167,3.396694666748803e-05,20,0.0,0.005934869217797456,0.005990928627161874,3.786772524913011e-05,3.3103475784274315e-05,0.035834980950955664,0.04017512940235109,0.037649988448164515,3.4563517825562666,0.026179333921158274,0.0014365632103922276,localized_gross
GB,D2_missing_component,D2,0.25,51.878110242840286,51.87045278358538,58.76498599749931,0.025629368933027648,0.019832059887899527,0.03280612126026777,0.0020886097472829,4.503407208824029e-05,20,0.06371776641943046,0.000869387612567816,0.0007935858937409056,3.437160286444649e-05,3.951895021694698e-05,0.04586902250035785,0.05194906241974896,0.053594539893104365,51.88864997527578,0.028081173864813923,0.002704781363213873,localized_gross
GB,D2_missing_component,D2,0.5,138.2544035757163,138.2473951916325,156.69523822987844,0.0274922430223747,0.02205451925324025,0.036938138919659774,0.00275730603371595,4.7816718792672644e-05,20,0.12743553283886092,0.0003480547986967623,0.0002302285061752916,4.458844206816608e-05,4.5659362179400976e-05,0.05263516393590576,0.05887393758364025,0.06436809002225542,138.25693715432413,0.026013374500625665,0.002780432617001294,localized_gross
GB,D2_missing_component,D2,0.75,229.5908590295198,229.58303245173755,260.2378130752212,0.027013146551195952,0.018169470428305225,0.03882887736209563,0.00355811604365785,4.721790088126205e-05,20,0.1911532992582914,0.0001632295242247517,0.00016153819730165564,3.870979931075261e-05,6.068003407208476e-05,0.057595962948295276,0.05766699900649673,0.07064888597335915,229.59461442849226,0.02769540567994229,0.003154833369464634,localized_gross
GB,D2_missing_component,D2,0.9,308.5067019868428,308.49581504792985,349.6845379418923,0.0285337726101636,0.01877074025394835,0.0406469080500444,0.0059246152544486005,5.8463762976771246e-05,20,0.2293532147111948,0.00010328471778767803,9.024990003972958e-05,3.8852864789139726e-05,4.7229655940341734e-05,0.05380682394246637,0.05893460389633165,0.08019539306460627,308.510003228903,0.028746804867933365,0.004897695553991048,localized_gross
GB,D2_missing_component,D2,1.0,565.6381121927109,565.621192631517,641.1557285537074,300.0,300.0,300.00000000000006,0.0,0.6852223902262677,20,0.2547942046808347,0.9249278149679452,0.0002365348308958488,0.6852141562466636,6.100066198274603e-05,346.4295910446316,353.18141686940226,61.592939117030824,565.6362068830233,300.0,0.0,localized_gross
GB,D3_local_surface_off,D3,0.0,3.4626452877081104,3.455269446886533,3.46671762987594,0.02349005613181005,0.0201891272227042,0.0278568059016536,0.0015026676154931999,3.948742579608485e-05,20,0.0,0.005806197423073421,0.0051829790919507845,3.7031816848727905e-05,2.8997930722708295e-05,0.0354430498364129,0.044633381759001084,0.03974145688262501,3.45593686978585,0.02102096106325997,0.0014716214967346146,localized_gross_small
