trajectory,order,scan,method,block,in_support,translation_error_mm,rotation_error_deg
III,456,456,Full,6,True,73.28221880488552,2.699148508629261
III,456,456,Global,6,True,42.69906583499007,1.1873357452818596
III,456,456,Huber,6,True,41.28727820224275,0.9038623346268704
III,456,456,Patch,6,True,31.79104128933611,1.092934285099762
III,456,456,Raw,6,True,45.22170590281653,1.1885889188063157
III,456,456,Trim,6,True,43.794751625293785,1.0595386966652105
III,457,457,Full,6,True,71.89043978159337,2.695644553966872
III,457,457,Global,6,True,43.356373255991045,1.1150733480068378
III,457,457,Huber,6,True,41.78749451240924,0.8749431438952768
III,457,457,Patch,6,True,29.68208675510612,0.6904158556058572
III,457,457,Raw,6,True,45.41678611007341,1.1131375482774355
III,457,457,Trim,6,True,43.84915971374039,1.0813420922514732
III,458,458,Full,6,True,73.26269813877059,2.8234722779929697
III,458,458,Global,6,True,43.50978167135146,1.3085430907615716
III,458,458,Huber,6,True,41.94199195556401,0.9122164332830432
III,458,458,Patch,6,True,30.306741719202385,1.1552488469289417
III,458,458,Raw,6,True,45.78245077458617,1.2961824423860075
III,458,458,Trim,6,True,44.33332026837122,1.1689204622478615
III,459,459,Full,6,True,74.08952013057869,2.764888504324304
III,459,459,Global,6,True,43.27874884349806,1.2399693907474694
III,459,459,Huber,6,True,41.79485990479146,0.9037892885255576
III,459,459,Patch,6,True,30.005978726401903,1.1224983985664978
III,459,459,Raw,6,True,45.68602849577998,1.2355775057112035
III,459,459,Trim,6,True,44.25367729635608,1.1605890187506478
III,460,460,Full,6,True,74.1590608097748,2.764654699950343
III,460,460,Global,6,True,43.49489642043274,1.2371194694616496
III,460,460,Huber,6,True,41.25727993545153,0.8420279752798069
III,460,460,Patch,6,True,30.41862074247959,0.9741698997059356
III,460,460,Raw,6,True,45.48322810454073,1.2300568891648926
III,460,460,Trim,6,True,43.66133251397307,1.0632724212708244
III,461,461,Full,6,True,73.09814271620884,2.706339958813885
III,461,461,Global,6,True,44.43870143035925,1.1468632690756286
III,461,461,Huber,6,True,41.73870108631543,0.9199111697962784
III,461,461,Patch,6,True,28.2337663419949,0.845716527795443
III,461,461,Raw,6,True,45.29557514374652,1.1478714198230755
III,461,461,Trim,6,True,43.84034933638079,1.102309146872406
III,462,462,Full,6,True,75.10705711079629,2.562829750066524
III,462,462,Global,6,True,43.505127367537646,1.2777884957941
III,462,462,Huber,6,True,41.39279213572649,0.9132178275188798
III,462,462,Patch,6,True,28.575679261622504,1.0320367933687484
III,462,462,Raw,6,True,45.71999161818638,1.2747676389297489
III,462,462,Trim,6,True,43.52329387260938,1.1158681083046096
III,463,463,Full,6,True,74.8445293182776,2.84286701877497
III,463,463,Global,6,True,44.03940463675443,1.1943807985744697
III,463,463,Huber,6,True,41.531981127817645,0.8808744237336231
III,463,463,Patch,6,True,29.44165560171253,0.9807042377008036
III,463,463,Raw,6,True,46.45800387447333,1.1794398831812734
III,463,463,Trim,6,True,43.70258859918613,1.054498289850597
III,464,464,Full,6,True,74.09558817001272,3.1369346791400106
III,464,464,Global,6,True,44.73708647444827,1.2079494658716223
III,464,464,Huber,6,True,40.49456536345967,0.8766440553453619
III,464,464,Patch,6,True,32.21411128083226,0.7800370924086255
III,464,464,Raw,6,True,47.857744095012166,1.1934083392316954
III,464,464,Trim,6,True,41.90005648910276,0.9431326780626668
III,465,465,Full,6,True,70.32426166320045,3.4203906257384262
III,465,465,Global,6,True,45.723900485145855,0.9935843226641882
III,465,465,Huber,6,True,39.43198776737864,0.7755367208085626
III,465,465,Patch,6,True,33.72181901521552,0.8278454939072253
III,465,465,Raw,6,True,49.41015787571133,1.0084619085746804
III,465,465,Trim,6,True,40.70305467733465,0.8694951322095917
III,466,466,Full,6,True,71.4208635324143,3.3246640807821377
III,466,466,Global,6,True,47.2148281153943,0.9831099738318806
III,466,466,Huber,6,True,39.40968296100567,0.7888831425404325
III,466,466,Patch,6,True,38.31478274896145,0.9269908164415004
III,466,466,Raw,6,True,50.4999861019639,0.982629913650846
III,466,466,Trim,6,True,39.89105664587037,0.9314689053002738
III,467,467,Full,6,True,71.17011173765395,3.4738180090462345
III,467,467,Global,6,True,48.5571581070548,1.086285716645855
III,467,467,Huber,6,True,39.237896611271694,0.947894768157686
III,467,467,Patch,6,True,40.19558531687071,0.945515461269868
III,467,467,Raw,6,True,51.442455213141926,1.0939136255728168
III,467,467,Trim,6,True,39.09192407497464,0.9971791374521176
III,468,468,Full,6,True,71.5167545235826,3.412900895818991
III,468,468,Global,6,True,48.72396143058889,1.0509282058743756
III,468,468,Huber,6,True,38.30214030573953,0.881988379311236
III,468,468,Patch,6,True,41.43626453670853,0.9788951812494612
III,468,468,Raw,6,True,52.0583683117619,1.0658567249913296
III,468,468,Trim,6,True,38.09789538040754,0.9938913035095436
III,469,469,Full,6,True,67.42953663424666,3.660332531453432
III,469,469,Global,6,True,50.45741215484357,1.0156484655325564
III,469,469,Huber,6,True,37.96533481073884,0.9000716773486694
III,469,469,Patch,6,True,45.84657595491471,1.022506384547069
III,469,469,Raw,6,True,53.47394158258776,1.030377705909943
III,469,469,Trim,6,True,37.25529670650301,1.0122107112788183
III,470,470,Full,6,True,70.59694305465482,3.5426390266083247
III,470,470,Global,6,True,48.51261706734326,1.1508345617179636
III,470,470,Huber,6,True,37.12750978092605,0.8444481857578348
III,470,470,Patch,6,True,41.81851143681027,1.2117934364268064
III,470,470,Raw,6,True,51.48419187675644,1.1477901344577963
III,470,470,Trim,6,True,36.35282743151635,0.8822427725518681
III,471,471,Full,6,True,73.7861213741107,3.2017234681665108
III,471,471,Global,6,True,46.31533617131945,1.197915402849654
III,471,471,Huber,6,True,36.39856022624348,0.8779915205421265
III,471,471,Patch,6,True,42.38848320418245,1.113166335687365
III,471,471,Raw,6,True,49.42327815027231,1.197261417242649
III,471,471,Trim,6,True,35.63358821317262,0.8544519733538172
III,472,472,Full,6,True,75.36302757562788,3.1798183810130096
III,472,472,Global,6,True,44.92331846345323,1.1642033018063296
III,472,472,Huber,6,True,35.67436494287296,0.8839437487507162
III,472,472,Patch,6,True,42.06650454789701,1.000413793030506
III,472,472,Raw,6,True,48.40052437078141,1.184813816932714
III,472,472,Trim,6,True,34.88726130298266,0.9113505774462416
III,473,473,Full,6,True,80.42243565289279,2.726321319499588
III,473,473,Global,6,True,44.00461429915315,1.0047491155531998
III,473,473,Huber,6,True,35.549866710728075,0.8570956333268612
III,473,473,Patch,6,True,42.27757630001332,0.8455818541522223
III,473,473,Raw,6,True,48.01035483067924,1.0219137957151534
III,473,473,Trim,6,True,34.97470982418428,0.8912632596570967
III,474,474,Full,6,True,80.72925811785593,2.5868137474692467
III,474,474,Global,6,True,44.39414649555295,1.1872435466915745
III,474,474,Huber,6,True,36.31221460710228,0.826174172736574
III,474,474,Patch,6,True,44.26200224182355,1.030722753293472
III,474,474,Raw,6,True,49.69294778002509,1.1936596409901583
III,474,474,Trim,6,True,35.80270331014674,0.8078426294243568
III,475,475,Full,6,True,81.16163017834882,2.311875908559837
III,475,475,Global,6,True,44.93331651695152,1.0533825612840089
III,475,475,Huber,6,True,36.95918948322408,0.8864372962320687
III,475,475,Patch,6,True,44.13070947818082,1.0326470027716104
III,475,475,Raw,6,True,50.80967986887653,1.067725221144992
III,475,475,Trim,6,True,36.03803251457114,0.9895810854572288
III,476,476,Full,6,True,84.23499553319287,2.1662335453780583
III,476,476,Global,6,True,44.82100357930522,1.5750265232331206
III,476,476,Huber,6,True,36.436752596992974,0.7892814911505387
III,476,476,Patch,6,True,46.33052529094693,0.9817110803596522
III,476,476,Raw,6,True,54.580032031342256,1.5491676040446172
III,476,476,Trim,6,True,34.94667414982856,0.8026186330494138
III,477,477,Full,6,True,86.78570350256096,2.013532904344632
III,477,477,Global,6,True,46.40410475339146,1.663323262334034
III,477,477,Huber,6,True,36.084001766028976,0.9035565789174644
III,477,477,Patch,6,True,47.97577544883089,0.8644985641372439
III,477,477,Raw,6,True,58.2954062883337,1.661194501642393
III,477,477,Trim,6,True,33.841623682366674,0.8382994639902978
III,478,478,Full,6,True,90.67119644572264,2.0662654392655244
III,478,478,Global,6,True,45.21494054813297,1.4867564706413965
III,478,478,Huber,6,True,36.58372010151558,0.7354294175921487
III,478,478,Patch,6,True,49.37136776197893,0.6845984435573841
III,478,478,Raw,6,True,57.64890638382924,1.476637856108642
III,478,478,Trim,6,True,33.30728639356247,0.8425976318798206
III,479,479,Full,6,True,91.32586177720148,2.2801947094070965
III,479,479,Global,6,True,45.347256952467085,1.3851575472177429
III,479,479,Huber,6,True,36.54199201336395,0.8624862295616053
III,479,479,Patch,6,True,49.71918766457193,0.8928368575265622
III,479,479,Raw,6,True,57.87017520754311,1.384434971603427
III,479,479,Trim,6,True,32.26537768299608,0.8880919304163776
III,480,480,Full,6,True,92.566354963875,1.8545800173817468
III,480,480,Global,6,True,45.245415198530445,1.6423310797481423
III,480,480,Huber,6,True,36.10593998846149,0.9426183289679598
III,480,480,Patch,6,True,50.88153281996462,0.7497581874704685
III,480,480,Raw,6,True,58.32477438716192,1.620415252315426
III,480,480,Trim,6,True,31.48472824085078,0.9035585917630434
III,481,481,Full,6,True,92.2357079418032,1.6929792226671758
III,481,481,Global,6,True,46.44569615617162,1.6078406684101492
III,481,481,Huber,6,True,36.3078583331578,0.9192228822992592
III,481,481,Patch,6,True,52.849658866104456,0.9137313879355304
III,481,481,Raw,6,True,60.04746180388671,1.6042311155348836
III,481,481,Trim,6,True,30.77150211925502,0.9038914007471628
III,482,482,Full,6,True,93.41947754182937,1.1750597096506374
III,482,482,Global,6,True,50.95745461620105,1.4170359532667784
III,482,482,Huber,6,True,36.86550946500483,0.8931844322344151
III,482,482,Patch,6,True,56.783146532050615,1.0613300176757687
III,482,482,Raw,6,True,65.94932843991322,1.409392819375794
III,482,482,Trim,6,True,30.650227989054,0.9271275221275342
III,483,483,Full,6,True,93.22221322603708,1.4932099731302904
III,483,483,Global,6,True,49.38762639841686,1.889988541832704
III,483,483,Huber,6,True,37.04066746274072,0.926809599351858
III,483,483,Patch,6,True,55.725878022666045,0.9419914777551236
III,483,483,Raw,6,True,63.93067044013053,1.9201812036961028
III,483,483,Trim,6,True,29.665015104524173,0.9891234960252804
III,484,484,Full,6,True,97.43297245344964,0.9811244187615678
III,484,484,Global,6,True,52.43632717056356,1.7468040939503382
III,484,484,Huber,6,True,36.7954656284608,0.9083162606946392
III,484,484,Patch,6,True,61.4597908372228,1.084323969272356
III,484,484,Raw,6,True,68.18653113038648,1.7375153033273971
III,484,484,Trim,6,True,29.321967698939392,0.9536345799821956
III,485,485,Full,6,True,94.84330321445476,1.0404562673194728
III,485,485,Global,6,True,50.088265711789056,1.961558429906621
III,485,485,Huber,6,True,36.73485386051546,0.9459715121650788
III,485,485,Patch,6,True,57.06852175849277,1.0704807749368923
III,485,485,Raw,6,True,65.01019135782359,1.9555473840117488
III,485,485,Trim,6,True,29.694517781060068,0.957415558760872
III,486,486,Full,6,True,95.42607342334966,1.1050510552237671
III,486,486,Global,6,True,49.91003304266318,2.0933402439447324
III,486,486,Huber,6,True,36.409416318798,0.9339209560118694
III,486,486,Patch,6,True,57.83836607604108,0.912561739173517
III,486,486,Raw,6,True,64.48159719921426,2.0878730501120404
III,486,486,Trim,6,True,28.985449990351253,0.9398287339345116
III,487,487,Full,6,True,92.00439082242866,0.7982556465887993
III,487,487,Global,6,True,52.77856298453047,1.7769082591853151
III,487,487,Huber,6,True,35.36554880403763,0.893148655429032
III,487,487,Patch,6,True,58.43295944725102,1.2717874935805604
III,487,487,Raw,6,True,67.18626682012436,1.7737282992874552
III,487,487,Trim,6,True,29.34337637015406,0.9866441012927348
III,488,488,Full,6,True,89.58988449883428,1.0897086186085685
III,488,488,Global,6,True,50.73920866146597,1.8035033067327304
III,488,488,Huber,6,True,34.483420843640275,1.0270789338980693
III,488,488,Patch,6,True,56.258155297760766,1.5628485487875687
III,488,488,Raw,6,True,64.74902953125765,1.800024280794582
III,488,488,Trim,6,True,29.25323529382532,0.9847469746620624
III,489,489,Full,6,True,90.65700012252326,1.2794674876546115
III,489,489,Global,6,True,47.35881876728247,1.89985707757118
III,489,489,Huber,6,True,35.51902133371182,1.055070826612828
III,489,489,Patch,6,True,53.72401894789833,1.6651441931142357
III,489,489,Raw,6,True,60.85272749423524,1.8985432878919817
III,489,489,Trim,6,True,29.877877086371072,0.981141524387826
III,490,490,Full,6,True,88.48722359468935,1.2028486149395026
III,490,490,Global,6,True,48.24893097825549,1.9369885835443503
III,490,490,Huber,6,True,34.01260467897493,1.0313314019508442
III,490,490,Patch,6,True,53.2963004961131,1.6841333454436973
III,490,490,Raw,6,True,61.4712949757968,1.9379937498465607
III,490,490,Trim,6,True,28.883767176426467,0.9818790717319182
III,491,491,Full,6,True,88.33202261173535,1.3596796340667026
III,491,491,Global,6,True,50.6809920406763,1.8108051946982184
III,491,491,Huber,6,True,34.30694279421342,1.0204200528402567
III,491,491,Patch,6,True,53.32736547608663,1.5960502226188606
III,491,491,Raw,6,True,63.43758518107157,1.8044277702007845
III,491,491,Trim,6,True,29.2112653519528,1.0189704377771465
III,492,492,Full,6,True,87.59797318549873,1.2811449872119345
III,492,492,Global,6,True,48.30993098092375,1.78894173922418
III,492,492,Huber,6,True,35.43970352301192,1.0671060601082636
III,492,492,Patch,6,True,48.98142379524929,1.6401697709508634
III,492,492,Raw,6,True,60.90056427969402,1.7525284642484886
III,492,492,Trim,6,True,30.50995959230305,1.0493387974531232
III,493,493,Full,6,True,89.06977573402852,2.953944193055539
III,493,493,Global,6,True,55.19246461172726,2.0005165564762177
III,493,493,Huber,6,True,35.469065501618104,1.0098244341865528
III,493,493,Patch,6,True,56.75116184650224,2.6229258408808582
III,493,493,Raw,6,True,68.54289627266832,1.989489281195515
III,493,493,Trim,6,True,30.332861905309205,1.0727016211985978
III,494,494,Full,6,True,96.8171639777234,5.74984499201482
III,494,494,Global,6,True,69.26511080589141,3.830646056061594
III,494,494,Huber,6,True,35.08432868623777,1.0254020174463507
III,494,494,Patch,6,True,73.2395975525064,4.51605007362971
III,494,494,Raw,6,True,84.9738008206643,3.891095031896363
III,494,494,Trim,6,True,29.291036458666493,1.0379908879353617
III,495,495,Full,6,True,108.45014026458084,8.006005073946504
III,495,495,Global,6,True,94.6651606614052,7.215015412436765
III,495,495,Huber,6,True,36.64513509923071,1.0978931409741275
III,495,495,Patch,6,True,100.44190703501484,8.475712634159308
III,495,495,Raw,6,True,112.17994546131658,7.215048211097669
III,495,495,Trim,6,True,29.78483355897237,1.1459882147768392
III,496,496,Full,6,True,123.65521894266298,10.008911333037616
III,496,496,Global,6,True,122.92680255462342,10.625349704826794
III,496,496,Huber,6,True,36.62126944943852,1.0167304775836887
III,496,496,Patch,6,True,126.63248438047242,11.196339618321025
III,496,496,Raw,6,True,141.05352160293984,10.628453287548911
III,496,496,Trim,6,True,30.57870394920001,1.0041389064561814
III,497,497,Full,6,True,126.60062212506698,10.529432483930508
III,497,497,Global,6,True,127.74038482079904,11.222797499700558
III,497,497,Huber,6,True,37.13686780346197,1.1070529362292665
III,497,497,Patch,6,True,133.06142613863213,11.60556075373831
III,497,497,Raw,6,True,145.92320993915854,11.224065883879527
III,497,497,Trim,6,True,31.10021881553592,1.060316068316586
III,498,498,Full,6,True,138.4736792320716,11.377272211177806
III,498,498,Global,6,True,140.73418646024342,12.07731535777826
III,498,498,Huber,6,True,37.8097776588329,1.0528397665729017
III,498,498,Patch,6,True,148.9395686780108,12.286627174355528
III,498,498,Raw,6,True,159.24525042531366,12.07900481684609
III,498,498,Trim,6,True,31.695867467792542,1.0336691525594273
III,499,499,Full,6,True,98.94213300618384,5.976269713751484
III,499,499,Global,6,True,70.78573083197395,3.2549836226151947
III,499,499,Huber,6,True,38.496132625081664,1.116564014270722
III,499,499,Patch,6,True,71.2054827628086,4.207593303808989
III,499,499,Raw,6,True,86.32827941313586,3.25621816698682
III,499,499,Trim,6,True,31.595946510004165,1.0516554409419347
III,500,500,Full,6,True,88.07539539990482,2.971776248491462
III,500,500,Global,6,True,61.00373153642519,2.140078504754003
III,500,500,Huber,6,True,36.31793119380248,1.0469504575392192
III,500,500,Patch,6,True,55.73324694158839,2.133098184997157
III,500,500,Raw,6,True,74.29782359204484,2.0966333114771443
III,500,500,Trim,6,True,31.176419333274566,1.0269836571865023
III,501,501,Full,6,True,83.29024000552744,1.6115680411624147
III,501,501,Global,6,True,64.73348196767664,2.5124259656444234
III,501,501,Huber,6,True,39.17483085551737,1.1054335229185182
III,501,501,Patch,6,True,56.75100436349786,1.7089377648931636
III,501,501,Raw,6,True,77.89390724783627,2.5137704387647006
III,501,501,Trim,6,True,34.498494037639134,1.086561872122841
III,502,502,Full,6,True,88.75462500040979,1.9848072313973923
III,502,502,Global,6,True,74.52424433030377,2.9178968501637472
III,502,502,Huber,6,True,40.28783885061206,1.0461621600779465
III,502,502,Patch,6,True,61.96121447110761,1.8358531187416247
III,502,502,Raw,6,True,86.59835905184538,2.917405158903025
III,502,502,Trim,6,True,35.10922262993097,0.9800551228008172
III,503,503,Full,6,True,85.4433813756893,1.4723012075733914
III,503,503,Global,6,True,74.83032958411441,2.8039812105304924
III,503,503,Huber,6,True,39.44175336583098,1.0055132791068653
III,503,503,Patch,6,True,58.77651819517198,1.5528298247281764
III,503,503,Raw,6,True,86.92564293805763,2.806457620721786
III,503,503,Trim,6,True,35.29897579251658,1.073417951981036
III,504,504,Full,7,True,81.45920970201887,1.889197290031682
III,504,504,Global,7,True,79.03892284253789,3.0758966191929566
III,504,504,Huber,7,True,38.27818752100815,1.050800453578295
III,504,504,Patch,7,True,58.65803652816296,1.93458109848104
III,504,504,Raw,7,True,89.362476452929,3.078042753144562
III,504,504,Trim,7,True,34.145242524377515,1.0465953521551852
III,505,505,Full,7,True,78.05845146298395,1.607930416083153
III,505,505,Global,7,True,84.97523726561396,3.162927209675866
III,505,505,Huber,7,True,37.72771446459669,1.017472954464672
III,505,505,Patch,7,True,57.52350573410531,1.92324918016252
III,505,505,Raw,7,True,94.54333758414091,3.167520433466372
III,505,505,Trim,7,True,34.79941436926104,1.0427491089200696
III,506,506,Full,7,True,78.67894498360675,1.497862808730875
III,506,506,Global,7,True,87.96166437747726,3.2612432657293726
III,506,506,Huber,7,True,37.21204610153736,1.1823025393323658
III,506,506,Patch,7,True,56.2086230554931,1.7863397386279476
III,506,506,Raw,7,True,97.26287359861288,3.257714721231708
III,506,506,Trim,7,True,34.698010121744,1.2352617830158867
III,507,507,Full,7,True,76.4584627498984,1.7639904408958045
III,507,507,Global,7,True,95.87717070624528,3.76796923206279
III,507,507,Huber,7,True,39.35311645246176,1.0006299063075954
III,507,507,Patch,7,True,58.51130155117774,1.9306081133396744
III,507,507,Raw,7,True,104.09735902795856,3.7664386984110063
III,507,507,Trim,7,True,35.720427407530934,1.091666490143124
III,508,508,Full,7,True,73.93716394778494,1.449903634786583
III,508,508,Global,7,True,91.9510627056294,3.431989788950492
III,508,508,Huber,7,True,38.50269432703876,1.0893152328255682
III,508,508,Patch,7,True,57.238556550306825,1.612385631314885
III,508,508,Raw,7,True,100.27238970344764,3.4307723671531134
III,508,508,Trim,7,True,34.83123663997402,1.088577977165203
III,509,509,Full,7,True,71.34599341061039,1.9839236930201831
III,509,509,Global,7,True,92.81881908003248,3.495084151536968
III,509,509,Huber,7,True,37.37358837618078,1.1865953234183588
III,509,509,Patch,7,True,55.675527753581534,1.7810534969607872
III,509,509,Raw,7,True,100.54543041566708,3.499694821921651
III,509,509,Trim,7,True,33.83118573440011,1.0858212238405998
III,510,510,Full,7,True,75.23122030854455,1.4412209909079363
III,510,510,Global,7,True,92.1338319080566,3.149576722862587
III,510,510,Huber,7,True,38.22490109171147,1.0101670210402176
III,510,510,Patch,7,True,56.81980271448675,1.32610972982415
III,510,510,Raw,7,True,100.60352184974192,3.14856922772797
III,510,510,Trim,7,True,34.82438860204324,0.9800795663795948
III,511,511,Full,7,True,74.34653192275948,1.3207992257258276
III,511,511,Global,7,True,92.49380716111776,2.9497222429451813
III,511,511,Huber,7,True,38.94119383901586,1.0383992199828784
III,511,511,Patch,7,True,56.02073204277775,1.0173727355217246
III,511,511,Raw,7,True,100.70479449970571,2.9502986338324004
III,511,511,Trim,7,True,33.95577250106784,1.0707422242050924
III,512,512,Full,7,True,123.1001671091548,9.400627998846124
III,512,512,Global,7,True,88.74056810969579,1.1466471076322688
III,512,512,Huber,7,True,38.18457630159224,0.9902514443217736
III,512,512,Patch,7,True,63.19295038549264,1.343008772974058
III,512,512,Raw,7,True,100.00827714493838,1.1528238276218388
III,512,512,Trim,7,True,33.71780830059332,0.9466210431301988
III,513,513,Full,7,True,91.19749356419526,4.192018802383809
III,513,513,Global,7,True,93.31131312946506,2.2529452677901487
III,513,513,Huber,7,True,38.61673213671624,0.8004373858201237
III,513,513,Patch,7,True,59.0074828759894,0.639581441537724
III,513,513,Raw,7,True,102.2142946275663,2.2529931924580167
III,513,513,Trim,7,True,33.48922765143912,0.726735245640076
III,514,514,Full,7,True,106.3793647266687,6.825126965839592
III,514,514,Global,7,True,88.51653850358171,1.7719695945755491
III,514,514,Huber,7,True,36.98084802831928,0.9591080320098392
III,514,514,Patch,7,True,55.61179655410336,1.1958083116907303
III,514,514,Raw,7,True,98.18695445031086,1.771637037825618
III,514,514,Trim,7,True,32.78887892885919,1.0214573498941144
III,515,515,Full,7,True,86.40555372737927,4.193267567335074
III,515,515,Global,7,True,87.37459251884378,1.994123187837784
III,515,515,Huber,7,True,37.26261915500876,0.8166127016744131
III,515,515,Patch,7,True,49.91459321114887,0.7220373197995387
III,515,515,Raw,7,True,96.08632796498054,1.992606310507094
III,515,515,Trim,7,True,31.37023896884937,0.8010123206351425
III,516,516,Full,7,True,81.6197943925088,3.484716346183988
III,516,516,Global,7,True,86.5280768665139,1.918526050320453
III,516,516,Huber,7,True,36.07219818315664,0.7411866691925095
III,516,516,Patch,7,True,46.782377507645066,0.6689283922444145
III,516,516,Raw,7,True,95.1052584901714,1.9187700307672384
III,516,516,Trim,7,True,30.24249992980668,0.8530898757654164
III,517,517,Full,7,True,124.79154305870946,10.696996853373154
III,517,517,Global,7,True,84.24763642211546,1.0256530726487014
III,517,517,Huber,7,True,36.36455641904004,0.7576552400485512
III,517,517,Patch,7,True,56.41133486558777,2.139418763864392
III,517,517,Raw,7,True,95.6723589759298,1.0467507133692993
III,517,517,Trim,7,True,30.921676227252192,0.7692693120566465
III,518,518,Full,7,True,181.2180829298001,12.928837672281569
III,518,518,Global,7,True,118.9642881323824,8.674163435876768
III,518,518,Huber,7,True,34.565330107985694,0.7191634537424162
III,518,518,Patch,7,True,127.13776139834368,9.6610738947686
III,518,518,Raw,7,True,137.03854498172495,8.675265347509619
III,518,518,Trim,7,True,30.07112824542974,0.7772767528037765
III,519,519,Full,7,True,183.3922561882654,14.076162373139349
III,519,519,Global,7,True,105.72657394435603,7.487695343364233
III,519,519,Huber,7,True,34.49367059468322,0.889602064684115
III,519,519,Patch,7,True,108.6645691314364,8.550341678411224
III,519,519,Raw,7,True,123.25649845776258,7.488523496377367
III,519,519,Trim,7,True,30.1620791383488,0.8838454110280086
III,520,520,Full,7,True,184.9775935932695,13.072651788746478
III,520,520,Global,7,True,116.43407324122,8.544662290065402
III,520,520,Huber,7,True,33.992867389296215,0.8392861761059536
III,520,520,Patch,7,True,126.28894499703338,9.485050433479188
III,520,520,Raw,7,True,134.72442323408052,8.544469698220531
III,520,520,Trim,7,True,29.7880262582862,1.0020871819403272
III,521,521,Full,7,True,181.7538293058768,13.654363477487264
III,521,521,Global,7,True,99.574382614182,7.198888203621404
III,521,521,Huber,7,True,33.234997833928226,0.8647781975804391
III,521,521,Patch,7,True,104.53429429004372,8.404359373249536
III,521,521,Raw,7,True,117.5333411610883,7.199094775489819
III,521,521,Trim,7,True,28.168090658070483,0.8253178754381548
III,522,522,Full,7,True,182.7912658709552,10.402096383232411
III,522,522,Global,7,True,133.63896822592554,10.37416540807014
III,522,522,Huber,7,True,31.865445298399,0.8756988805194392
III,522,522,Patch,7,True,149.3121505937671,11.235982249163694
III,522,522,Raw,7,True,152.49614984512542,10.373896390733895
III,522,522,Trim,7,True,27.53169041483964,0.889676677582276
III,523,523,Full,7,True,185.8583801524176,10.608503783444322
III,523,523,Global,7,True,134.5564011702657,10.83514564875749
III,523,523,Huber,7,True,31.914105339672115,0.8509344096008067
III,523,523,Patch,7,True,154.48048837569846,11.516146036271504
III,523,523,Raw,7,True,153.8029091911488,10.835350069581972
III,523,523,Trim,7,True,27.917822531410494,0.9270774213882448
III,524,524,Full,7,True,194.32156529731245,11.617302680643494
III,524,524,Global,7,True,144.6530524752315,11.58213070997697
III,524,524,Huber,7,True,31.55259982781243,0.9279068649597813
III,524,524,Patch,7,True,165.5629518440727,12.359096558661458
III,524,524,Raw,7,True,163.83025733653938,11.58149236742178
III,524,524,Trim,7,True,28.12516591190975,0.9728154440218558
IV,216,216,Full,0,True,76.77987338097286,1.0859666114764055
IV,216,216,Global,0,True,142.41208139950817,3.5409794511474137
IV,216,216,Huber,0,True,131.9190532623958,3.4675278067057174
IV,216,216,Patch,0,True,108.79352974954855,3.1947789091225847
IV,216,216,Raw,0,True,151.82313383876743,3.5409794511474364
IV,216,216,Trim,0,True,124.23229020084574,3.4182503073415
IV,217,217,Full,0,True,69.79308181754314,1.351094931063792
IV,217,217,Global,0,True,140.84174419392565,3.125259236306872
IV,217,217,Huber,0,True,130.67526489874314,2.695283364938377
IV,217,217,Patch,0,True,108.34401277098574,3.325104294503892
IV,217,217,Raw,0,True,149.18595811048806,3.1244796473346605
IV,217,217,Trim,0,True,126.8655988363666,2.788827379562115
IV,218,218,Full,0,True,71.52979521252249,1.5734064479836083
IV,218,218,Global,0,True,144.377467023768,3.823353130769677
IV,218,218,Huber,0,True,135.1293641648002,3.636744951270188
IV,218,218,Patch,0,True,110.91781683463142,3.834501369576096
IV,218,218,Raw,0,True,152.7240644690381,3.8228833669595255
IV,218,218,Trim,0,True,131.6250552626772,3.669513703220901
IV,219,219,Full,0,True,71.909889067928,1.865351296627517
IV,219,219,Global,0,True,144.40044037007195,3.663419794012929
IV,219,219,Huber,0,True,135.03560587855637,3.208773626870218
IV,219,219,Patch,0,True,110.4583992592986,3.865505849321986
IV,219,219,Raw,0,True,152.71717725631638,3.663159653080951
IV,219,219,Trim,0,True,131.27588501572637,3.213500793964449
IV,220,220,Full,0,True,70.26482744761138,2.1074763674026853
IV,220,220,Global,0,True,147.7846496083856,4.223258598232181
IV,220,220,Huber,0,True,137.9271070012999,3.868690516347133
IV,220,220,Patch,0,True,110.48883401434264,4.241947576609327
IV,220,220,Raw,0,True,155.95077749773168,4.222202054960921
IV,220,220,Trim,0,True,133.6650563478509,3.965957817095175
IV,221,221,Full,0,True,70.31792128300872,1.4517295786167157
IV,221,221,Global,0,True,147.0677744186484,3.967646244183259
IV,221,221,Huber,0,True,135.7266690587718,3.3271967962093303
IV,221,221,Patch,0,True,112.1220407894605,3.865755520010425
IV,221,221,Raw,0,True,154.9017922189977,3.967361087601229
IV,221,221,Trim,0,True,130.61799157214315,3.2389928611427603
IV,222,222,Full,0,True,77.55251648589945,1.8110316177630488
IV,222,222,Global,0,True,152.4534868753648,4.4739149409073145
IV,222,222,Huber,0,True,140.92105735022582,3.989510489335368
IV,222,222,Patch,0,True,118.8277153537537,4.539656456014959
IV,222,222,Raw,0,True,160.2643453726934,4.4716158014028
IV,222,222,Trim,0,True,135.17378128917994,3.797407441626291
IV,223,223,Full,0,True,77.55369879110987,1.3357911516831136
IV,223,223,Global,0,True,154.78780743541222,4.1252779131432105
IV,223,223,Huber,0,True,142.57360294501817,3.5340315614650355
IV,223,223,Patch,0,True,121.13617277773471,3.965260591971049
