geometry,dtype,mag,form,n,et_med,et_lo,et_hi,eR_med,eR_lo,eR_hi,grad_med,grad_lo,grad_hi,on_bound
GB,D1_appendage_disp,2.0,huber,20,0.9053625984659606,0.8954064361695908,1.028784117635468,0.00916698689538615,0.00868265868762415,0.010535035626985951,0.00086468847745875,0.0008600228688797,0.00098326208655505,0.0
GB,D1_appendage_disp,2.0,ls,20,0.9053625984659606,0.8954064361695908,1.028784117635468,0.00916698689538615,0.00868265868762415,0.010535035626985951,0.0017293769549176,0.00172004573775945,0.0019665241731102,0.0
GB,D1_appendage_disp,2.0,trim,20,0.8610099900838384,0.8504463853881399,0.9994765663956081,0.009192130609908651,0.008685846673555701,0.0110660633718848,,,,0.0
GB,D1_appendage_disp,5.0,huber,20,2.2974478032050936,2.2939353800663667,2.6349701797466762,0.0221448113486736,0.02116679038926695,0.025110557064812,0.0021468168863805,0.0021385360797017503,0.0024458349476724,0.0
GB,D1_appendage_disp,5.0,ls,20,2.2974478032050936,2.2939353800663667,2.6349701797466762,0.0221448113486736,0.02116679038926695,0.025110557064812,0.0042936379867605495,0.00427707349192965,0.00489167286391215,0.0
GB,D1_appendage_disp,5.0,trim,20,1.8716948058614888,1.8582846514708629,2.4515500775112082,0.024689312108758653,0.0235200004965812,0.0292693920455143,,,,0.0
GB,D1_appendage_disp,10.0,huber,20,9.779209757587559,9.326494453725683,9.790466080290201,0.02627963202780215,0.025329158246572253,0.02818229702496615,0.0042902033285438495,0.004283407459984449,0.0048868039573703,0.0
GB,D1_appendage_disp,10.0,ls,20,9.779203418296412,9.326494453724628,9.790466080289843,0.026279536272873,0.02532915824657355,0.028182216462240048,0.0085924497455496,0.00857836642524055,0.0097866589987017,0.0
GB,D1_appendage_disp,10.0,trim,20,2.8528351517519157,2.838218570565738,6.904590300100463,0.05254066482493495,0.0376622551480995,0.05357052292804525,,,,0.0
GB,D1_appendage_disp,25.0,huber,20,22.838525439085196,22.326476934094448,22.850748158210724,0.023679721627983402,0.023357847946013748,0.0254105262635112,0.00738986234758705,0.0073866185868645,0.0084328102542242,0.0
GB,D1_appendage_disp,25.0,ls,20,17.564955333848218,17.52147017666986,18.75497860910052,0.02835301338668275,0.0208291034390863,0.02934178528585725,0.0214315466236484,0.02142067935758525,0.0244835500718404,0.0
GB,D1_appendage_disp,25.0,trim,20,25.449107457406292,25.381591335244874,25.45726069899936,0.005399189697430249,0.004741059491692399,0.0059718634047933004,,,,0.0
GB,D1_appendage_disp,50.0,huber,20,42.75337415090006,42.74116052623142,44.89191909209835,0.0323663127723108,0.027034337143569,0.03289608217972445,0.00742907896321935,0.00742255872080545,0.00848518449929635,0.0
GB,D1_appendage_disp,50.0,ls,20,39.46576946794377,39.454564164657356,39.64844378845166,0.0131822851937726,0.012414700903717322,0.015335757063257951,0.0428523817041493,0.042832299501694246,0.04894036998894995,0.0
GB,D1_appendage_disp,50.0,trim,20,51.78996208769745,51.19318976176726,51.80706418882636,0.31701054507090376,0.165692386539128,0.31778080869265907,,,,0.0
GB,D1_appendage_disp,100.0,huber,20,94.81763026330827,94.79518116822771,95.34818614639228,0.41184483844116093,0.4110777456598178,0.42042143294989165,0.00743506797873565,0.00743104208080735,0.0085039569683739,0.0
GB,D1_appendage_disp,100.0,ls,20,80.76725997516454,80.74292006854594,82.0361118533207,0.0440975459590862,0.043887413523403654,0.2477801107996618,0.08566458717179115,0.08564397884596281,0.09785895122508775,0.0
GB,D1_appendage_disp,100.0,trim,20,97.79515190170906,97.74498863273013,98.52937583195083,0.7723236113131903,0.5939036527139192,0.7741839405269922,,,,0.0
GB,D2_missing_component,0.0,huber,20,0.0221387451390143,0.0176112147533251,0.03122627897329185,0.0014193857708167,0.0010755275660943,0.00220979685598555,1.6983473333744124e-05,1.6047774964926355e-05,1.831489785542516e-05,0.0
GB,D2_missing_component,0.0,ls,20,0.0221387451390143,0.0176112147533251,0.03122627897329185,0.0014193857708167,0.0010755275660943,0.00220979685598555,3.396694666748803e-05,3.209554992985259e-05,3.662979571085152e-05,0.0
GB,D2_missing_component,0.0,trim,20,0.0312609563915029,0.02106379032259735,0.0347100294153523,0.0023057314630856,0.0017901318470236,0.0026221713506977,,,,0.0
GB,D2_missing_component,0.25,huber,20,0.028625656416171798,0.01951444413573665,0.03293950156328175,0.0018087357550971,0.0014926456763218999,0.00225998376824335,1.9564843839491153e-05,1.685399282289874e-05,2.270834463491336e-05,0.0
GB,D2_missing_component,0.25,ls,20,0.025629368933027648,0.0207599474171592,0.0326174579642282,0.0020886097472829,0.0014438365118812002,0.002701896531687,4.503407208824029e-05,4.196694419823759e-05,4.905301611215442e-05,0.0
GB,D2_missing_component,0.25,trim,20,0.0281813268555227,0.024917026219345502,0.0323171027176099,0.0021164747624281,0.0016833196172915,0.0025795699191724,,,,0.0
GB,D2_missing_component,0.5,huber,20,0.0249393418445824,0.0201723020260875,0.032258717565835954,0.0025504013805282503,0.00228631659433885,0.0032144112058876,1.625642570627303e-05,1.372943523881104e-05,2.052471676235329e-05,0.0
GB,D2_missing_component,0.5,ls,20,0.0274922430223747,0.0230061308231101,0.03504698758134915,0.00275730603371595,0.0021212510636519,0.0043363658153782,4.7816718792672644e-05,3.758204564274984e-05,5.771632361229407e-05,0.0
GB,D2_missing_component,0.5,trim,20,0.02414417113028245,0.018829264759883398,0.030550982472695304,0.00274770948273575,0.0019979956456387497,0.0036665536641299,,,,0.0
GB,D2_missing_component,0.75,huber,20,0.023410886042034,0.01824327210834337,0.02858863299281185,0.0029096001728529,0.00212122208915505,0.00335086291883085,1.2123310918843422e-05,1.0843663804242845e-05,1.3758873952648966e-05,0.0
GB,D2_missing_component,0.75,ls,20,0.027013146551195952,0.02041626637067035,0.0382137882856073,0.00355811604365785,0.00251811007552345,0.005110749433386908,4.721790088126205e-05,3.198603304075198e-05,4.979541041109746e-05,0.0
GB,D2_missing_component,0.75,trim,20,0.032351616850765,0.027864200310613152,0.037832039000241305,0.0053739532464579,0.0043858852552425,0.007491812857892801,,,,0.0
GB,D2_missing_component,0.9,huber,20,0.0237790310942172,0.0217173834062458,0.0359244301529748,0.00340166828111305,0.00282509049709125,0.00407810551986225,1.3669103132431442e-05,1.289092865816611e-05,1.6695916903376272e-05,0.0
GB,D2_missing_component,0.9,ls,20,0.0285337726101636,0.02161968740887615,0.038087318844541446,0.0059246152544486005,0.00408631065821085,0.00796872039637095,5.8463762976771246e-05,5.077573369957738e-05,6.77120252673124e-05,0.0
GB,D2_missing_component,0.9,trim,20,0.043729156775512854,0.02644915189422365,0.0515002046704248,0.0086129163916458,0.00755191095284035,0.0114750288373539,,,,0.0
GB,D2_missing_component,1.0,huber,20,320.5829170752413,310.14816091054524,320.9838009249771,5.562420277897294,2.7729810602848715,5.573102940351287,0.0069668991969751,0.00696186474567095,0.05861260783069405,1.0
GB,D2_missing_component,1.0,ls,20,300.0,300.0,300.0,0.0,0.0,0.0,0.6852223902262677,0.6852024341063085,0.7828699311038669,1.0
GB,D2_missing_component,1.0,trim,20,361.598882493141,330.78210930746627,361.61206222185524,5.496291380283216,2.745999195639621,5.5001679802984995,,,,1.0
GB,D3_local_surface_off,0.0,huber,20,0.02349005613181005,0.02097809709414055,0.0273969600085729,0.0015026676154931999,0.00121106681734725,0.0019124052016085999,1.9743712898042865e-05,1.6105475362339433e-05,2.129162563247051e-05,0.0
GB,D3_local_surface_off,0.0,ls,20,0.02349005613181005,0.02097809709414055,0.0273969600085729,0.0015026676154931999,0.00121106681734725,0.0019124052016085999,3.948742579608485e-05,3.22109507246795e-05,4.2583251264941405e-05,0.0
GB,D3_local_surface_off,0.0,trim,20,0.0308076617451414,0.020271792111279552,0.03412244754571045,0.00152230735841545,0.00103571945845405,0.0020070857241813,,,,0.0
GB,D3_local_surface_off,2.0,huber,20,0.13162325559037916,0.11728913867308274,0.171449776878121,0.00425333916463325,0.0037377583780811,0.005391064683182,8.35194956493965e-05,7.991670493930924e-05,9.862024393097358e-05,0.0
GB,D3_local_surface_off,2.0,ls,20,0.13162325559037916,0.11728913867308274,0.171449776878121,0.00425333916463325,0.0037377583780811,0.005391064683182,0.0001670389912987,0.00015983340987859999,0.00019724048786190002,0.0
GB,D3_local_surface_off,2.0,trim,20,0.10404194848269821,0.09173753401512735,0.1498727024791915,0.00364311200077125,0.00303481211175585,0.0050492526000771,,,,0.0
GB,D3_local_surface_off,5.0,huber,20,0.317004148990387,0.31141512447631203,0.424602984470795,0.009589844195738901,0.00904397006838595,0.0139955392496491,0.00020085990399285,0.00019502617666870001,0.0002245851405928,0.0
GB,D3_local_surface_off,5.0,ls,20,0.317004148990387,0.31141512447631203,0.424602984470795,0.009589844195738901,0.00904397006838595,0.0139955392496491,0.00040171981045205,0.0003900527231182,0.00044917028118565,0.0
GB,D3_local_surface_off,5.0,trim,20,0.0735432876235125,0.059397834521077206,0.09434351958233719,0.0027154764082888,0.0021271805309026,0.00348192024148745,,,,0.0
GB,D3_local_surface_off,10.0,huber,20,0.6205660395338379,0.6113038290546351,0.8417470953431749,0.018828803775533053,0.01841558869719785,0.02706978425636625,0.0003876724400949,0.00038351535490765,0.00043913723762625,0.0
GB,D3_local_surface_off,10.0,ls,20,0.620566039533851,0.6113054050193829,0.8417470953431749,0.018828803775533053,0.01841558869719785,0.02706978425636625,0.0007763646547663001,0.00076808590456145,0.00087940219956995,0.0
GB,D3_local_surface_off,10.0,trim,20,0.0314092988033322,0.02503501328765045,0.03995462041548755,0.00177110783259445,0.0015077931768119998,0.002348607644854,,,,0.0
GB,D3_local_surface_off,25.0,huber,20,1.147295729604082,1.132739282550899,1.6049342856989899,0.03480701704472205,0.034379250095484704,0.0520590326871358,0.0006670063003381,0.00066051555194075,0.0007632342661650501,0.0
GB,D3_local_surface_off,25.0,ls,20,1.58016359530089,1.5649825383861535,2.155361897591102,0.0475898720443197,0.04713885952123835,0.06986236928336045,0.00192474536417655,0.0019170951021805,0.0022005217869176,0.0
GB,D3_local_surface_off,25.0,trim,20,0.02825763548979425,0.0169952805703784,0.035594295428099595,0.0018909101447546,0.0015835934511987501,0.00230695523476755,,,,0.0
GB,D3_local_surface_off,50.0,huber,20,1.1548318453641682,1.1476651839376015,1.6112484009745172,0.034750917698339295,0.034450834802250196,0.052451774605071555,0.000672940935409,0.0006693351974248,0.0007671481621049,0.0
GB,D3_local_surface_off,50.0,ls,20,3.5836471943425097,3.5504712367043556,4.697241953490323,0.11032791332157746,0.1090489436205562,0.15443912052780828,0.0038482454366603504,0.00383965275978535,0.0043907706426509,0.0
GB,D3_local_surface_off,50.0,trim,20,0.02548236833673875,0.02369297987864885,0.032201052853597395,0.00164873987442625,0.0013561102549539,0.00212960983428075,,,,0.0
GB,D3_local_surface_off,100.0,huber,20,1.1483334618013723,1.137086870071622,1.6190748363537297,0.0350412892291546,0.03433748990330715,0.05265859440398225,0.0006708503242107,0.0006642225253339,0.0007651379936533501,0.0
GB,D3_local_surface_off,100.0,ls,20,13.845619655957329,13.826848499758647,14.405435324763207,0.05370083006662795,0.0527034446253543,0.0754740999550209,0.0076681940538865,0.00765216001276815,0.0087566330939994,0.0
GB,D3_local_surface_off,100.0,trim,20,0.0261836126617809,0.0204396222243994,0.0395813163727308,0.00182115135520725,0.00167576758457365,0.00248087666603985,,,,0.0
GB,D4_appendage_scale,0.0,huber,20,0.023415733117262298,0.01736351750841145,0.026858373366342,0.0019347232692149001,0.00118603534452955,0.0022186402115864944,1.949142609947842e-05,1.6858548401866744e-05,2.2477736834991532e-05,0.0
GB,D4_appendage_scale,0.0,ls,20,0.023415733117262298,0.01736351750841145,0.026858373366342,0.0019347232692149001,0.00118603534452955,0.0022186402115864944,3.8982852198956355e-05,3.371709680373371e-05,4.495547366998239e-05,0.0
GB,D4_appendage_scale,0.0,trim,20,0.024544069974951,0.0170227302438917,0.03115808304035357,0.0023819693555009,0.0011734342614833498,0.00274242513155495,,,,0.0
GB,D4_appendage_scale,0.005,huber,20,0.16948227575330005,0.1585905998309933,0.17749937182666742,0.0286936305221722,0.0280784959161791,0.0291580464715497,0.00013224187493385,0.0001290697140192,0.00014428346007725,0.0
GB,D4_appendage_scale,0.005,ls,20,0.16948227575330005,0.1585905998309933,0.17749937182666742,0.0286936305221722,0.0280784959161791,0.0291580464715497,0.0002644839714718,0.000258144081627,0.00028856703437755,0.0
GB,D4_appendage_scale,0.005,trim,20,0.1082947350728007,0.09760474532657376,0.122476092756745,0.022437201968136998,0.0216965293712674,0.023891577864795,,,,0.0
GB,D4_appendage_scale,0.01,huber,20,0.0411646026577121,0.030539229527802553,0.052188077224536805,0.005690335176220401,0.005018289521009901,0.0066965987143712,6.782463355634559e-05,6.301730825579609e-05,7.029746646747864e-05,0.0
GB,D4_appendage_scale,0.01,ls,20,0.0411646026577121,0.030539229527802553,0.05218814941995215,0.0056903351762195,0.0050183615089033,0.00669718301012845,0.00013646539308835,0.00012695973193325,0.00014148718396684998,0.0
GB,D4_appendage_scale,0.01,trim,20,0.0326601595623634,0.02263144161307795,0.04054177990202084,0.00349126687114455,0.00302047064231535,0.00405195594690305,,,,0.0
GB,D4_appendage_scale,0.025,huber,20,0.0434969352210597,0.03242006129589275,0.0470675325605957,0.0067097170362881,0.0064030142681504,0.0069685142863219,0.00014726682724585,0.0001414131230033,0.00016815274784430002,0.0
GB,D4_appendage_scale,0.025,ls,20,0.05835866326949135,0.044561480624218955,0.0633586329672166,0.0093718478862364,0.00863966193819775,0.009727969719263499,0.00039734132823274996,0.000384147110462,0.0004497067415265,0.0
GB,D4_appendage_scale,0.025,trim,20,0.031048890654368,0.02857599363112215,0.04006581674331895,0.0021864035139920503,0.00176091228129775,0.0024769749304811997,,,,0.0
GB,D4_appendage_scale,0.05,huber,20,0.09129876387433875,0.08398399168243259,0.09843217103221921,0.01484012461627305,0.0145612418205564,0.015557522451565501,0.00029961657080509996,0.00029468992056735,0.0003452650761342,0.0
GB,D4_appendage_scale,0.05,ls,20,0.18394905310935966,0.17711664258618104,0.19275828125797784,0.029915724775929853,0.0297618884601815,0.030354696054149248,0.0012609775393094,0.0012520673064186,0.0014449793052869,0.0
GB,D4_appendage_scale,0.05,trim,20,0.029778264150359952,0.02180393816317425,0.036182523165595656,0.0019368185003665,0.0015345826158736,0.0025593415554387997,,,,0.0
GB,D4_appendage_scale,0.1,huber,20,0.19961213661258392,0.1878370814538428,0.2203230940502727,0.031948055192438096,0.031111841062526402,0.0324681463593456,0.0005984577772279,0.00059148667119105,0.0006812708380244999,0.0
GB,D4_appendage_scale,0.1,ls,20,0.7732868653090856,0.7303936085926787,7.100328878286968,0.11624735818383819,0.10278561162671986,0.1183844570269611,0.00436552284486525,0.00435121873479785,0.00497491965008705,0.0
GB,D4_appendage_scale,0.1,trim,20,0.0320526001956552,0.0258395007958306,0.041195490640959606,0.00208513695246355,0.0018586903728635,0.0026068617649182,,,,0.0
GB,D5_appendage_tilt,0.0,huber,20,0.024432070636815753,0.02134180963748725,0.0286218748781202,0.00137966040530225,0.0010218512014751502,0.0018180106854788,1.7261259460575098e-05,1.4728036904326656e-05,2.194878405018265e-05,0.0
GB,D5_appendage_tilt,0.0,ls,20,0.024432070636815753,0.02134180963748725,0.0286218748781202,0.00137966040530225,0.0010218512014751502,0.0018180106854788,3.4522518921150264e-05,2.9456073808653224e-05,4.3897568100365304e-05,0.0
GB,D5_appendage_tilt,0.0,trim,20,0.034743802878267,0.0229938187176828,0.041810984352916594,0.00206171280584035,0.00143795157198635,0.0023412511391877,,,,0.0
GB,D5_appendage_tilt,0.1,huber,20,0.13376831502726,0.12821588082078872,0.1414998329822784,0.0858277109064742,0.0851882844078059,0.08939999436876295,0.00044421704593905,0.00043741662910955,0.000501335579404801,0.0
GB,D5_appendage_tilt,0.1,ls,20,0.13376831502726,0.12821588082078872,0.1414998329822784,0.0858277109064742,0.0851882844078059,0.08939999436876295,0.0008884340918781501,0.0008748343303328,0.0010026711588096537,0.0
GB,D5_appendage_tilt,0.1,trim,20,0.13592293981678238,0.12460385401653684,0.14403391358913437,0.08506215297480185,0.08449469659794695,0.0891663576572465,,,,0.0
GB,D5_appendage_tilt,0.25,huber,20,0.3476693475569732,0.30065075294317656,0.3511067659095508,0.2133811070932154,0.21291199713160897,0.2243725366056385,0.00079388804774025,0.00079017398817765,0.00090237010995165,0.0
GB,D5_appendage_tilt,0.25,ls,20,0.3476693475569732,0.30065075294317656,0.3511067659095508,0.2133811070932154,0.21291199713160897,0.2243725366056385,0.00158805152808335,0.00158058000617415,0.0018050135384831,0.0
GB,D5_appendage_tilt,0.25,trim,20,0.362012898327069,0.302245613342105,0.3831913903326227,0.21751924924654847,0.21701727178528152,0.2279014286961208,,,,0.0
GB,D5_appendage_tilt,0.5,huber,20,1.5281990023885936,1.5094991967786755,2.513943379287845,0.1235139225341671,0.12314669502713,0.16423555544109805,0.0015714872328928,0.00156550228498415,0.0017945007398616,0.0
GB,D5_appendage_tilt,0.5,ls,20,1.528214095852749,1.5095146647765576,2.513956422872752,0.12352266417759035,0.12315750007216006,0.16423894127650002,0.00316006596975595,0.00314767249193735,0.00360706169792275,0.0
GB,D5_appendage_tilt,0.5,trim,20,0.4438839143053896,0.4271878872393834,0.8604483932700832,0.04612690702540105,0.0453360252539248,0.0720325322269333,,,,0.0
GB,D5_appendage_tilt,1.0,huber,20,2.3435441964265467,2.2785241174512922,12.871281964667483,0.6026310666173933,0.6000153131740273,0.7345108489525911,0.00295180231412815,0.00294746652338245,0.0033683950659899,0.0
GB,D5_appendage_tilt,1.0,ls,20,2.322519680972083,2.2702437477723927,12.111716157609337,0.6025576193978175,0.600828045370557,0.7295824178958839,0.00641233592242585,0.00640649507976335,0.007317213603553301,0.0
GB,D5_appendage_tilt,1.0,trim,20,0.6085987750182975,0.598657461126652,1.4434543968810227,0.06610607634567545,0.06505323826509365,0.11981544014579495,,,,0.0
GB,D5_appendage_tilt,2.0,huber,20,5.401474082324353,3.9946606868068004,20.634526162793062,1.2760306531090504,1.2738414291356985,1.56226927370008,0.0038720503530403003,0.00386836703071385,0.0044196556909044,0.0
GB,D5_appendage_tilt,2.0,ls,20,3.8512023195118026,3.8377095875860956,18.70354289923867,1.2749627795084146,1.2734533460329411,1.5488257554385911,0.01321991234398325,0.01321085769825995,0.01510088000546035,0.0
GB,D5_appendage_tilt,2.0,trim,20,1.2342423667586884,1.2153137966634573,19.712856250186167,0.13425773341597264,0.1327792310186024,1.0549250405655242,,,,0.0
GC,CTRL_random_noise,2.0,huber,20,0.05817181330650205,0.046970326634829196,0.08056793874784245,0.011965067179957201,0.007840423019111701,0.01760635803147475,4.184190946061544e-05,3.4863323655940334e-05,5.086927413338311e-05,0.0
GC,CTRL_random_noise,2.0,ls,20,0.05817181330650205,0.046970326634829196,0.08056793874784245,0.011965067179957201,0.007840423019111701,0.01760635803147475,8.368381892123053e-05,6.97263605881095e-05,0.0001017385482667,0.0
GC,CTRL_random_noise,2.0,trim,20,0.0537742644878387,0.042540070446852304,0.0852736056354631,0.0138699732480348,0.0102531199166448,0.0174551012677402,,,,0.0
GC,CTRL_random_noise,5.0,huber,20,0.1884574299848515,0.15142377373941926,0.26932434992564663,0.025926788904803953,0.018935357419583798,0.0436040967418116,9.989324367665978e-05,8.963252109093384e-05,0.0001157393607625,0.0
GC,CTRL_random_noise,5.0,ls,20,0.1895831533332631,0.15122649093181903,0.2694920158482905,0.02589591381919195,0.01850090419968055,0.04355788229187335,0.00020241419808265,0.00018139137639765,0.0002332411688006,0.0
GC,CTRL_random_noise,5.0,trim,20,0.18627345339146995,0.15900798490976792,0.27473363044128296,0.035540598366262596,0.0227104560844141,0.0457474397479226,,,,0.0
GC,CTRL_random_noise,10.0,huber,20,0.7923599703244786,0.6789994695733521,0.8788077931408509,0.07387173510283246,0.0561345963669301,0.0942863716039538,0.00029317366341520003,0.00025404501826625,0.00031775258389995,0.0
GC,CTRL_random_noise,10.0,ls,20,0.794787149305307,0.7334727778374146,0.9074930358031345,0.0723465278216867,0.061858301438958346,0.09568159094500385,0.0006583308715841,0.00057384727113725,0.00070001551291365,0.0
GC,CTRL_random_noise,10.0,trim,20,0.7002600168592608,0.5353721587924448,0.9929370915570437,0.09111056877727344,0.0674396810021342,0.1321082079861445,,,,0.0
GC,CTRL_random_noise,25.0,huber,20,3.4311034202762576,3.206058798068944,3.693588689202059,0.22581008032736116,0.18864250829309542,0.2886763835145015,0.00098725794788885,0.0008705064671965,0.001126689463037,0.0
GC,CTRL_random_noise,25.0,ls,20,3.5349727264522697,3.4366607271431744,3.7782522801471536,0.2655469764254422,0.1642517990400863,0.304251386913838,0.0024098294426293998,0.0023288629360115,0.0026444713723834,0.0
GC,CTRL_random_noise,25.0,trim,20,3.6358831808741954,3.17164754531416,4.180675520120215,0.34492822895782826,0.23521880736682527,0.41012621063255095,,,,0.0
GC,CTRL_random_noise,50.0,huber,20,12.749343076601015,11.381224643938719,13.436144938727008,0.5304873117813127,0.4333765536784377,0.6074847128003413,0.0023847067955894002,0.0021512430011483997,0.0027276635466475,0.0
GC,CTRL_random_noise,50.0,ls,20,12.716552303736606,11.127358544051177,13.79792781293788,0.6185820904439099,0.4875625083492355,0.7300840933538848,0.00666272925886035,0.006271404057427149,0.0072938374224097505,0.0
GC,CTRL_random_noise,50.0,trim,20,12.678093909020445,10.910457930155793,13.33086404870763,0.867877963713273,0.6595201568436162,1.0532414224065572,,,,0.0
GC,CTRL_random_noise,100.0,huber,20,44.136916945830166,42.34690704420211,46.0792584167157,2.279448997886296,1.721812725506353,2.817471512827897,0.007952513535399549,0.0075932389635637,0.00850391655851096,0.0
GC,CTRL_random_noise,100.0,ls,20,47.08108505802228,45.82993553841163,48.897734729513104,2.297115885594124,1.8982455831384524,2.9764907908388487,0.02295379831132685,0.022758349479808,0.02344306432409165,0.0
GC,CTRL_random_noise,100.0,trim,20,38.140063612589316,36.98018415032591,41.88173274812808,2.629304277174854,2.058761761472786,3.1351534673177053,,,,0.0
GC,D1_appendage_disp,0.0,huber,20,0.0425533472973352,0.02852751880359455,0.044091465910729,0.00884729420287585,0.00575918773945735,0.0095484182734843,3.092357319029683e-05,2.32344327238233e-05,3.9900747930100754e-05,0.0
GC,D1_appendage_disp,0.0,ls,20,0.0425533472973352,0.02852751880359455,0.044091465910729,0.00884729420287585,0.00575918773945735,0.0095484182734843,6.184714638059319e-05,4.646886544764687e-05,7.980149586020137e-05,0.0
GC,D1_appendage_disp,0.0,trim,20,0.05164193105490335,0.040484179148555205,0.058030312931405356,0.009974878379297999,0.00774064363410935,0.010775636268784701,,,,0.0
GC,D1_appendage_disp,2.0,huber,20,0.2523424003479063,0.23302857201519112,0.2909480796647112,0.02360641597382505,0.01709698258748115,0.02589390090158395,0.00021774473537795002,0.0002103578079719,0.0002662075971946,0.0
GC,D1_appendage_disp,2.0,ls,20,0.2523424003479063,0.23302857201519112,0.2909480796647112,0.02360641597382505,0.01709698258748115,0.02589390090158395,0.000435489470756,0.0004207156159439,0.00053241519438925,0.0
GC,D1_appendage_disp,2.0,trim,20,0.20600695430958643,0.18009489960533975,0.2503498398313525,0.018806683948011202,0.01598407520822141,0.02246613149786235,,,,0.0
GC,D1_appendage_disp,5.0,huber,20,0.5946338440048657,0.5581536441531696,0.6706042458342542,0.050162263402718496,0.0433912586971399,0.05241998868060835,0.0004523606396658,0.00043661062236365,0.0005455692580127499,0.0
GC,D1_appendage_disp,5.0,ls,20,0.5946338440048657,0.5581536441531696,0.6706042458342542,0.050162263402718496,0.0433912586971399,0.05241998868060835,0.0009047212793316501,0.00087322544708405,0.0010911385160256,0.0
GC,D1_appendage_disp,5.0,trim,20,0.20360978032608607,0.1675225813665675,0.2486520393285688,0.020016096371077,0.0156537383087169,0.023007260303890352,,,,0.0
GC,D1_appendage_disp,10.0,huber,20,0.9143519720513624,0.9066835963980526,1.0393351854518225,0.0791791507257784,0.0755797373863687,0.08278837773989305,0.0007619287552479001,0.00075441485032225,0.00090324599926745,0.0
GC,D1_appendage_disp,10.0,ls,20,0.9143519720513624,0.9067190881073888,1.0393351854518225,0.07918184157577901,0.0755797373863687,0.08278837773989305,0.0015255334250609,0.0015103812827649,0.00180824904630785,0.0
GC,D1_appendage_disp,10.0,trim,20,0.08169519339336384,0.065960195263679,0.09346837815191811,0.0212632960800352,0.0180436747465445,0.024678731067932003,,,,0.0
GC,D1_appendage_disp,25.0,huber,20,1.903346431213358,1.8858278411983964,2.238192396347409,0.15454381804793932,0.14234243531972718,0.15864447451830274,0.00142575509596765,0.0014080763928691,0.001712425824726,0.0
GC,D1_appendage_disp,25.0,ls,20,2.3799774523509365,2.358854641843658,2.80495604557583,0.18071177866605176,0.15723072983250644,0.1832619250531807,0.00388744890387215,0.00385317764343475,0.00466883102287775,0.0
GC,D1_appendage_disp,25.0,trim,20,0.0670991623744939,0.04607242788092985,0.08452166603024724,0.0132836487364529,0.009957525031916183,0.01750977068365515,,,,0.0
GC,D1_appendage_disp,50.0,huber,20,2.0946431260183314,2.0816394350489484,2.4428165072824726,0.176987730763601,0.1667113125867594,0.182457661749438,0.00150242252332985,0.0014973216929984,0.0018099512757421498,0.0
GC,D1_appendage_disp,50.0,ls,20,11.779784794156786,11.344794967823944,11.81369808263087,0.32928608901034145,0.3269549976991677,0.44538677913263447,0.0077478710533654994,0.00773637942951415,0.00933903886711705,0.0
GC,D1_appendage_disp,50.0,trim,20,0.06836556179046355,0.05393847289984234,0.0822667452524367,0.01805393447361215,0.0142755815352517,0.0208446172200978,,,,0.0
GC,D1_appendage_disp,100.0,huber,20,2.4181204173256665,2.408139238599065,2.921584093565704,0.1976891331789693,0.16934203344074336,0.20293987965431845,0.0017233440995111,0.0017002082902846999,0.00207584241815885,0.0
GC,D1_appendage_disp,100.0,ls,20,21.052032505640817,21.027767221157333,21.249392676875672,1.5974959379815186,1.5884760865983332,1.6217216302291284,0.016394726437833948,0.0163510187010191,0.01975959947075326,0.0
GC,D1_appendage_disp,100.0,trim,20,0.0573671725213596,0.049870523810418455,0.07361411540195795,0.00796923324047045,0.0067068197558305,0.0128688774996546,,,,0.0
GC,D2_missing_component,0.0,huber,20,0.04158214265729155,0.03387810492070375,0.0524565981610638,0.00697809286639675,0.0044746257452204004,0.009018170524021027,3.426946512907544e-05,2.5126615568317778e-05,4.2218476534380594e-05,0.0
GC,D2_missing_component,0.0,ls,20,0.04158214265729155,0.03387810492070375,0.0524565981610638,0.00697809286639675,0.0044746257452204004,0.009018170524021027,6.853893025815223e-05,5.025323113663526e-05,8.443695306876132e-05,0.0
GC,D2_missing_component,0.0,trim,20,0.0463091995133362,0.0336340193480387,0.0704880161315156,0.0087998109738968,0.0072063589322266496,0.01109644241520235,,,,0.0
GC,D2_missing_component,0.25,huber,20,0.04128130492093965,0.0387445109703331,0.053333451016047154,0.0067762541014696,0.0048808833312585,0.008297631936829399,3.291751154471772e-05,2.6887190289238348e-05,4.062736762858456e-05,0.0
GC,D2_missing_component,0.25,ls,20,0.04202418690037775,0.03865883034285595,0.05582267062218725,0.0069331423433609506,0.004765987682698964,0.008143914007526877,6.761432074742074e-05,5.297904259441382e-05,8.48880532237446e-05,0.0
GC,D2_missing_component,0.25,trim,20,0.0492077011168615,0.0375335948299106,0.0621326219543401,0.00951349767423575,0.00762207229383735,0.0115790728957137,,,,0.0
GC,D2_missing_component,0.5,huber,20,0.03783947252541145,0.02523528890798695,0.045424571978416,0.00864622399578395,0.0067977459830241005,0.010581672498899899,3.596844886093476e-05,2.6690994239863972e-05,3.9711921377618e-05,0.0
GC,D2_missing_component,0.5,ls,20,0.048034250950882595,0.03639358924607695,0.0620657247597526,0.016571866417710697,0.01373968516606005,0.017552915801412848,0.00014966148488460002,0.00012197903639575,0.00016447380686172622,0.0
