geometry,dtype,mag,form,n,et_med,et_lo,et_hi,eR_med,eR_lo,eR_hi,grad_med,grad_lo,grad_hi,on_bound
GB,CTRL_random_noise,25.0,trim,20,1.6732044638195753,1.1067532473227977,1.8398087002745847,0.06045882794661625,0.048942959866144053,0.07324169676362155,,,,0.0
GB,CTRL_random_noise,50.0,huber,20,7.401306500348393,6.557689081456983,7.7740954709172225,0.14954867499740845,0.13639755102481593,0.1873894258325087,0.0015449920528442,0.0014324580433309,0.00159287444906325,0.0
GB,CTRL_random_noise,50.0,ls,20,7.415944229504536,6.466100885156802,7.9695913921772235,0.14638850838756723,0.11872647864168054,0.16214741837217525,0.0037167983498427003,0.0036429876068351,0.0038826839570158,0.0
GB,CTRL_random_noise,50.0,trim,20,6.823094308877629,5.8898036954561945,7.477752242970514,0.18941727684719528,0.1663771122476686,0.21055517256337763,,,,0.0
GB,CTRL_random_noise,100.0,huber,20,26.284985331454003,22.330091900691905,27.412648302217193,0.518355174679175,0.4929404447828075,0.5633973556041539,0.00489610230477905,0.0045965583036606,0.0054504816806582,0.0
GB,CTRL_random_noise,100.0,ls,20,26.693102142499065,23.4195930501296,27.511397819558063,0.5020535052671475,0.46188591303004967,0.5526944524622286,0.0122042468064376,0.011991724151970199,0.0124372284466838,0.0
GB,CTRL_random_noise,100.0,trim,20,25.99982394623774,22.513510457095542,26.535997231390223,0.5898158940912379,0.5533245679566197,0.676279993481373,,,,0.0
GB,D1_appendage_disp,0.0,huber,20,0.01826924999541785,0.013487613783691451,0.022429919480010697,0.0012981323082737,0.0009477743830542999,0.00151529576577105,1.810068118782207e-05,1.4736509344925748e-05,2.0164433261106698e-05,0.0
GB,D1_appendage_disp,0.0,ls,20,0.01826924999541785,0.013487613783691451,0.022429919480010697,0.0012981323082737,0.0009477743830542999,0.00151529576577105,3.6201362375643654e-05,2.947301868985179e-05,4.0328866522214006e-05,0.0
GB,D1_appendage_disp,0.0,trim,20,0.02485835623767045,0.02242753963556965,0.03388914162853095,0.0016108850246769001,0.00117178597870845,0.00212202562436075,,,,0.0
