geometry,dtype,mag,unit,rep,kind,form,grad_gt,et_mm,eR_deg,J0,Jstar,dJ,on_bound,n_obs,condition
GB,D2_missing_component,0.75,frac,6,p2p,ls,3.335609185076554e-05,0.02456136374226445,0.00249326632617332,0.05270995480384941,0.0527099541899295,6.139199079657764e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,6,p2p,huber,6.667227318843844e-06,0.02386059926478605,0.002865165317895115,0.0018767203879937798,0.0026882012194742746,-0.0008114808314804948,0,30963,structured
GB,D2_missing_component,0.75,frac,6,p2p,trim,,0.03309215082449518,0.004588855036921179,0.0028072865868458106,0.002807283707315709,2.8795301017757458e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,6,p2l,ls,1.5862864993791714e-05,0.020539809437238085,0.0031206870670852115,4.015825750407882e-06,4.015512948654252e-06,3.128017536297543e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,7,p2p,ls,4.863870732187846e-05,0.006144543719492657,0.002422754776833123,0.05269973752960562,0.05269973699362142,5.359842014662775e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,7,p2p,huber,1.8412209413016092e-05,0.02333737301417022,0.0033643896800953474,0.0018764164345379804,0.0026874849240124425,-0.0008110684894744621,0,30963,structured
GB,D2_missing_component,0.75,frac,7,p2p,trim,,0.02939799249807651,0.005170942265786919,0.0028052043252276924,0.0028051984632706693,5.861957023088615e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,7,p2l,ls,3.71705903608013e-05,0.047297832854229116,0.004681274875439056,4.011440960226716e-06,4.010255363836724e-06,1.1855963899916889e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,8,p2p,ls,4.7666854910636214e-05,0.013419565242671676,0.002054852397563601,0.0677330248833801,0.06773302426763973,6.15740361475936e-10,0,24096,structured
GB,D2_missing_component,0.75,frac,8,p2p,huber,1.3703897577574602e-05,0.02438719820169668,0.0009517280193278577,0.0024096670637036486,0.0038843483854071343,-0.0014746813217034857,0,24096,structured
GB,D2_missing_component,0.75,frac,8,p2p,trim,,0.02343744907532498,0.0043858852552425,0.009817544482146603,0.00981754273555465,1.7465919526643559e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,8,p2l,ls,1.6342145351498172e-05,0.11436095218670025,0.0011418433974594209,3.965504370385069e-06,3.965302948443086e-06,2.0142194198235764e-10,0,24096,structured
GB,D2_missing_component,0.75,frac,9,p2p,ls,5.0060924063241614e-05,0.035022730747016464,0.003487012963450125,0.05269967795074651,0.05269967564690439,2.3038421170795687e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,9,p2p,huber,1.1070785261018645e-05,0.013424887630079369,0.0026125117124199035,0.001876385572939551,0.00268751830916158,-0.0008111327362220289,0,30963,structured
GB,D2_missing_component,0.75,frac,9,p2p,trim,,0.025727266460869876,0.0015848990182763185,0.002806434756739582,0.002806434159869231,5.968703508871243e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,9,p2l,ls,1.8341840096285007e-05,0.035242403731764335,0.0017229942169583845,3.9777099114823625e-06,3.977258338956598e-06,4.515725257646982e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,10,p2p,ls,5.35292542764652e-05,0.040645774975549116,0.006268079242486661,0.052712590348787045,0.05271258766066404,2.6881230019704105e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,10,p2p,huber,6.734854031744966e-06,0.030607166643076895,0.0016923415102532994,0.0018766189525423241,0.0026879789754510677,-0.0008113600229087436,0,30963,structured
GB,D2_missing_component,0.75,frac,10,p2p,trim,,0.02750395195630697,0.005749416926609441,0.0028055368968022774,0.0028055276115281596,9.285274117729753e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,10,p2l,ls,1.7433432117411054e-05,0.04365133179469847,0.005280872660856751,3.95492901646877e-06,3.9538380554452215e-06,1.0909610235487969e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,11,p2p,ls,4.324829585373473e-05,0.048804910148219735,0.00613615661913469,0.06773225149563232,0.0677322487862611,2.7093712134940162e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,11,p2p,huber,2.0061638747425547e-05,0.04559861823384816,0.004650219721123774,0.002409881398994504,0.003885409485143399,-0.0014755280861488947,0,24096,structured
GB,D2_missing_component,0.75,frac,11,p2p,trim,,0.03901129561978463,0.00470659955272973,0.009821281025178227,0.00982127215984722,8.86533100749598e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,11,p2l,ls,3.1222170076688796e-05,0.04818879303010862,0.0030131041004208994,3.977009527852815e-06,3.9762397865841955e-06,7.697412686198627e-10,0,24096,structured
GB,D2_missing_component,0.75,frac,12,p2p,ls,6.009318849117848e-05,0.04159191635498981,0.008816195172490012,0.05271064838221334,0.05271064406086925,4.321344095059576e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,12,p2p,huber,1.3330837861822511e-05,0.02254562076867687,0.0029540350278107,0.001876579070230576,0.002687681455144803,-0.0008111023849142268,0,30963,structured
GB,D2_missing_component,0.75,frac,12,p2p,trim,,0.037051822898479525,0.007988091973032544,0.002804989937196059,0.0028049761256367218,1.3811559337190138e-08,0,30963,structured
GB,D2_missing_component,0.75,frac,12,p2l,ls,1.54423843169458e-05,0.013405422273458178,0.005674700121764883,4.015211477150089e-06,4.014877770768963e-06,3.3370638112660436e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,13,p2p,ls,4.676894685188789e-05,0.03475187378199586,0.002542953824873634,0.052709399915089744,0.052709398438381364,1.4767083805766745e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,13,p2p,huber,6.0220283640144056e-06,0.01719225769998297,0.0014055403652612265,0.0018765186305542568,0.002687504838432633,-0.0008109862078783763,0,30963,structured
GB,D2_missing_component,0.75,frac,13,p2p,trim,,0.03782151844588216,0.008182232408664145,0.0028066841700413194,0.0028066762084865446,7.961554774824076e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,13,p2l,ls,4.30694369172169e-05,0.040158058348432064,0.003164189746645097,3.9971357037121225e-06,3.995937610232848e-06,1.1980934792748014e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,14,p2p,ls,2.8177626927863225e-05,0.04610876240113732,0.003629219123865674,0.06772347797063343,0.06772347647677901,1.493854415168805e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,14,p2p,huber,9.119826814371365e-06,0.05051534348661044,0.004376796074977292,0.002409727517365987,0.003884673046048167,-0.0014749455286821801,0,24096,structured
GB,D2_missing_component,0.75,frac,14,p2p,trim,,0.07942188378957185,0.010026469019690544,0.00982294288173891,0.009822938013871773,4.867867137159365e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,14,p2l,ls,3.565546291592901e-05,0.2153338751896825,0.0035753273596486053,4.0205754497913645e-06,4.019459136221766e-06,1.1163135695983883e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,15,p2p,ls,2.945114209940412e-05,0.022469249738590918,0.004074722547869865,0.05271301259874045,0.05271301097999928,1.6187411688850517e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,15,p2p,huber,9.039589313978578e-06,0.019252350882875732,0.0009582321693711451,0.0018767063362420705,0.0026879076873000895,-0.0008112013510580189,0,30963,structured
GB,D2_missing_component,0.75,frac,15,p2p,trim,,0.037842559554600544,0.0063586317233538065,0.002807145814644626,0.0028071433518802365,2.4627643895568097e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,15,p2l,ls,3.1918642030027275e-05,0.025675449702603364,0.0031420864089047188,3.967072383463315e-06,3.966138495028648e-06,9.338884346672034e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,16,p2p,ls,2.4518410022019546e-05,0.018363283002749822,0.0038161952704729198,0.052715346722418926,0.05271534499735141,1.725067519386947e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,16,p2p,huber,1.1994977060810255e-05,0.023484399069897834,0.002013438359534498,0.0018765735634672948,0.0026877098561049876,-0.0008111362926376928,0,30963,structured
GB,D2_missing_component,0.75,frac,16,p2p,trim,,0.021607501058671392,0.00225697808997753,0.002804615490801447,0.0028046149004763293,5.903251177816204e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,16,p2l,ls,1.3759499373910604e-05,0.033577824410251235,0.00494174336027249,4.030920496243626e-06,4.030254193943277e-06,6.663023003491988e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,17,p2p,ls,5.810049614352779e-05,0.014637791843869765,0.0017181353573754408,0.06772444350737596,0.06772444301549757,4.918783852447817e-10,0,24096,structured
GB,D2_missing_component,0.75,frac,17,p2p,huber,1.0843663804242845e-05,0.010421099249016812,0.005538291043757557,0.0024097398507518923,0.003885194202019602,-0.0014754543512677095,0,24096,structured
GB,D2_missing_component,0.75,frac,17,p2p,trim,,0.02141181667217986,0.00718905979291543,0.009822310474021417,0.009822303675466368,6.798555048787014e-09,0,24096,structured
GB,D2_missing_component,0.75,frac,17,p2l,ls,1.7698024396630436e-05,0.01163992590688616,0.0070130621104437145,4.003341432929456e-06,4.0029358379021525e-06,4.05595027303363e-10,0,24096,structured
GB,D2_missing_component,0.75,frac,18,p2p,ls,6.220215210586726e-05,0.03822324482427788,0.002688148627235181,0.0527113347547772,0.05271133315804129,1.596735910158742e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,18,p2p,huber,2.551943046064155e-05,0.036439677075436896,0.005985238750078293,0.0018765945505447048,0.00268765561727331,-0.0008110610667286051,0,30963,structured
GB,D2_missing_component,0.75,frac,18,p2p,trim,,0.03332413659512337,0.007937087105672563,0.0028058600833001665,0.0028058477610929376,1.2322207228968735e-08,0,30963,structured
GB,D2_missing_component,0.75,frac,18,p2l,ls,5.590873668506492e-05,0.06586742951609402,0.008540790707653055,3.994658281775787e-06,3.992156189921307e-06,2.502091854480528e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,19,p2p,ls,2.9559248170761223e-05,0.028513909577884057,0.005532874704159379,0.052704553307996026,0.05270455157056035,1.7374356744981334e-09,0,30963,structured
GB,D2_missing_component,0.75,frac,19,p2p,huber,1.381385032772333e-05,0.020199737975282985,0.002740822499360931,0.0018764465882851287,0.0026873292266618135,-0.0008108826383766848,0,30963,structured
GB,D2_missing_component,0.75,frac,19,p2p,trim,,0.031611082877034936,0.002988788463092993,0.0028063620873583447,0.002806361260070142,8.272882027864081e-10,0,30963,structured
GB,D2_missing_component,0.75,frac,19,p2l,ls,1.775571636205339e-05,0.019732661702934872,0.0031693617236248314,4.004872850431921e-06,4.004601391493369e-06,2.714589385517172e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,0,p2p,ls,8.212008499531036e-05,0.0288903102309425,0.0065056058233252416,0.09517321113943819,0.09517320905803979,2.0813984008549724e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,0,p2p,huber,2.182550533749633e-05,0.023614616016084902,0.0029195632077095,0.002823403168486524,0.004451887568972778,-0.0016284844004862535,0,30963,structured
GB,D2_missing_component,0.9,frac,0,p2p,trim,,0.024540765438903954,0.011903511204369216,0.012662841375750845,0.012662821175224154,2.020052669061967e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,0,p2l,ls,2.3587397862862162e-05,0.02774766836691174,0.0017066406567206403,3.959212844151264e-06,3.958899058049878e-06,3.1378610138608836e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,1,p2p,ls,2.8986728113851326e-05,0.005564789512117336,0.0017391538102649574,0.09517065053471647,0.0951706499510608,5.836556793425984e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,1,p2p,huber,1.3135408816182278e-05,0.005556047750357171,0.0032706785141442913,0.002823515792813406,0.004452392759640316,-0.0016288769668269102,0,30963,structured
GB,D2_missing_component,0.9,frac,1,p2p,trim,,0.010003212844299465,0.00607278977071689,0.012666219068365415,0.012666212749064956,6.319300459647903e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,1,p2l,ls,2.471488450751234e-05,0.020786086680636924,0.0008347229963309734,4.019410128646191e-06,4.019246206077945e-06,1.6392256824540233e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,2,p2p,ls,6.364039018736852e-05,0.0813556182777986,0.014415575163300201,0.12229210204385033,0.12229209319306847,8.850781857416834e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,2,p2p,huber,1.795596415752197e-05,0.013949630223361388,0.004224080338273626,0.003626403672171716,0.006762911567982766,-0.0031365078958110497,0,24096,structured
GB,D2_missing_component,0.9,frac,2,p2p,trim,,0.05150020467042486,0.007486943392692316,0.03064695268733433,0.030646947148860952,5.538473377836306e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,2,p2l,ls,2.4856245450181407e-05,0.1911238029531238,0.008040400636860089,3.980926490405017e-06,3.9797466939989365e-06,1.179796406080369e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,3,p2p,ls,5.4123988489396846e-05,0.01663537338574439,0.0026261473875317768,0.09517930466358562,0.09517930368326319,9.803224343407635e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,3,p2p,huber,1.2186525625066774e-05,0.020676615985438632,0.002322393777832023,0.0028235015109743925,0.004452128253153262,-0.0016286267421788693,0,30963,structured
GB,D2_missing_component,0.9,frac,3,p2p,trim,,0.057223682263064596,0.0124875423031436,0.012663616990361611,0.012663585799061954,3.119129965770129e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,3,p2l,ls,1.8933373058568056e-05,0.018008018522776482,0.004422344698869379,3.959487346112003e-06,3.9589694054757195e-06,5.179406362832082e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,4,p2p,ls,5.0374044833819135e-05,0.031761996919752025,0.006048788327462393,0.09517920126008213,0.09517919903668447,2.223397660428006e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,4,p2p,huber,1.3543817811086523e-05,0.023609509421226454,0.004087160790074309,0.002823605208893062,0.004452786956998667,-0.0016291817481056052,0,30963,structured
GB,D2_missing_component,0.9,frac,4,p2p,trim,,0.056311206807072335,0.011429025962407654,0.01266418545568644,0.012664172248860614,1.3206825825659574e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,4,p2l,ls,4.721281371969806e-05,0.04080438722103292,0.010130607160172592,4.059296582586114e-06,4.056683019092465e-06,2.613563493649057e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,5,p2p,ls,7.72880180509662e-05,0.03659390803116789,0.005800442181434918,0.12228330737817653,0.12228330548860204,1.889574482993872e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,5,p2p,huber,1.664036488522838e-05,0.03912272666302545,0.006045263195876195,0.0036263179567436583,0.006762125295880757,-0.003135807339137099,0,24096,structured
GB,D2_missing_component,0.9,frac,5,p2p,trim,,0.050046200645318166,0.011163004587191959,0.030658843072638577,0.03065883257422188,1.0498416698478952e-08,0,24096,structured
GB,D2_missing_component,0.9,frac,5,p2l,ls,3.74668129124161e-05,0.06466422034146851,0.005850777866787924,3.920500890097846e-06,3.919609926795152e-06,8.909633026946378e-10,0,24096,structured
GB,D2_missing_component,0.9,frac,6,p2p,ls,9.544289305359699e-05,0.05170477960141083,0.005006018621964467,0.09516780328984834,0.09516779917391702,4.115931317993926e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,6,p2p,huber,2.359451083694169e-05,0.042028289120740935,0.0029849356972023963,0.0028234936457464817,0.004452315519768252,-0.0016288218740217702,0,30963,structured
GB,D2_missing_component,0.9,frac,6,p2p,trim,,0.012852758557410018,0.0066332759663077995,0.012666869033051649,0.012666860699152424,8.333899225235197e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,6,p2l,ls,2.619940423231607e-05,0.05489056316032174,0.004156776424817261,4.021510904214209e-06,4.020512100977059e-06,9.98803237150241e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,7,p2p,ls,7.178366034725627e-05,0.024208912480877347,0.009489308549557257,0.0951624188339066,0.09516241500751163,3.826394964767665e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,7,p2p,huber,1.7873703301827204e-05,0.016055684702254613,0.0049822179848048745,0.0028233218084031267,0.004452007525813563,-0.0016286857174104361,0,30963,structured
GB,D2_missing_component,0.9,frac,7,p2p,trim,,0.015326922813028759,0.007616878512988422,0.01266468179225473,0.012664670093754651,1.1698500078372032e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,7,p2l,ls,1.4189071643493002e-05,0.01563394644947991,0.003155038939951802,3.980432468743606e-06,3.980210217139955e-06,2.2225160365067998e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,8,p2p,ls,9.811001308490703e-05,0.03415592122515448,0.004814247215986742,0.12229387110932487,0.12229386913304986,1.976275004755834e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,8,p2p,huber,1.675146892152416e-05,0.03808019886603894,0.004584677922383679,0.003626449555151678,0.006763100952973689,-0.003136651397822011,0,24096,structured
GB,D2_missing_component,0.9,frac,8,p2p,trim,,0.04067949263094945,0.036332238074554046,0.030646184514399606,0.03064597666442609,2.07849973517249e-07,0,24096,structured
GB,D2_missing_component,0.9,frac,8,p2l,ls,2.046399221162319e-05,0.03967704260697439,0.006070086861038305,3.9388241158265955e-06,3.938140270464089e-06,6.838453625068096e-10,0,24096,structured
GB,D2_missing_component,0.9,frac,9,p2p,ls,5.574866865623079e-05,0.011560640362674407,0.006293526964300199,0.09516878526336382,0.09516878343889179,1.8244720317861507e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,9,p2p,huber,1.2086334510824355e-05,0.033768661439910724,0.0026320353839527607,0.002823535508488457,0.004452728991633447,-0.0016291934831449899,0,30963,structured
GB,D2_missing_component,0.9,frac,9,p2p,trim,,0.023449619937035645,0.004925163549146755,0.01266527789982871,0.012665273108881648,4.790947062682793e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,9,p2l,ls,2.286197419358875e-05,0.035013386793126725,0.0017724157304000619,4.012698342959368e-06,4.012323425591155e-06,3.7491736821326077e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,10,p2p,ls,5.345188475619462e-05,0.028177234989384774,0.003358374100435044,0.0951671726725881,0.09516717177753338,8.950547247810192e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,10,p2p,huber,1.3161282864076114e-05,0.023238325291462563,0.004069050249650296,0.0028233299455623765,0.004452155308172965,-0.0016288253626105882,0,30963,structured
GB,D2_missing_component,0.9,frac,10,p2p,trim,,0.05090408274737693,0.008799311753895965,0.012664147579799147,0.01266413784337396,9.736425186923636e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,10,p2l,ls,1.7006272765278615e-05,0.01085528833536237,0.007499922368284938,3.985095201945092e-06,3.984487217507265e-06,6.079844378268796e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,11,p2p,ls,6.306757972561117e-05,0.10271144873145477,0.017879152216304515,0.1222783666189812,0.12227835491169252,1.1707288680162797e-08,0,24096,structured
GB,D2_missing_component,0.9,frac,11,p2p,huber,1.542739413068657e-05,0.041635295978352686,0.002519217000488784,0.003626111460051667,0.006761703205747528,-0.0031355917456958615,0,24096,structured
GB,D2_missing_component,0.9,frac,11,p2p,trim,,0.1039453792790094,0.03926730513080059,0.03064246789879534,0.030642360348282893,1.0755051244731861e-07,0,24096,structured
GB,D2_missing_component,0.9,frac,11,p2l,ls,4.665703382548752e-05,0.06421522894312065,0.00152000760527326,4.0260455359967975e-06,4.024495993273608e-06,1.549542723189362e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,12,p2p,ls,3.1153874547205004e-05,0.01903046233687509,0.003211706298363153,0.09519117613839426,0.09519117500387339,1.1345208661417416e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,12,p2p,huber,1.1408794808764707e-05,0.016050557000715372,0.0011202936382681036,0.0028236128571973366,0.004452213107012267,-0.0016286002498149305,0,30963,structured
GB,D2_missing_component,0.9,frac,12,p2p,trim,,0.028357538349543427,0.008115406161767442,0.012660312947267298,0.012660295914761,1.7032506297726124e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,12,p2l,ls,2.3911141369669974e-05,0.028085065320015794,0.0044369852530581665,3.952742445913309e-06,3.95220695537461e-06,5.354905386994302e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,13,p2p,ls,0.00010347655893816616,0.04384544322643236,0.010776432312846047,0.09517574909584801,0.0951757430424916,6.0533564133491424e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,13,p2p,huber,1.620820487356305e-05,0.023943446172349538,0.004554187024807557,0.002823408216317076,0.004451817138672346,-0.0016284089223552694,0,30963,structured
GB,D2_missing_component,0.9,frac,13,p2p,trim,,0.05808102374021396,0.011521031712300291,0.012661953607104839,0.012661944701798131,8.905306707329697e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,13,p2l,ls,4.240877898169907e-05,0.039209433494802395,0.004305339713810509,3.975667249818446e-06,3.974424238352187e-06,1.2430114662589673e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,14,p2p,ls,4.270355191843206e-05,0.05350184441289083,0.009306300119158683,0.12228200446588781,0.1222820013613908,3.104497020567365e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,14,p2p,huber,9.141144548086822e-06,0.027358183467551003,0.002013671230565638,0.003626141395229907,0.006761998274225002,-0.0031358568789950953,0,24096,structured
GB,D2_missing_component,0.9,frac,14,p2p,trim,,0.057792660268655746,0.010383563970344224,0.030640412002639356,0.030640405233941872,6.768697484449415e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,14,p2l,ls,1.5181648961725396e-05,0.10538327265585741,0.002392471284014446,3.996802462502248e-06,3.996291118438331e-06,5.113440639170012e-10,0,24096,structured
GB,D2_missing_component,0.9,frac,15,p2p,ls,4.367921600766457e-05,0.03958072965791517,0.009713563620675535,0.09516996211590374,0.09516995793106901,4.184834728748754e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,15,p2p,huber,1.3733712603051322e-05,0.01998622648204465,0.003532658048081946,0.002823451096747753,0.004452275543280859,-0.0016288244465331061,0,30963,structured
GB,D2_missing_component,0.9,frac,15,p2p,trim,,0.03821426068192684,0.008426521029395733,0.012664302563923452,0.01266429543378323,7.1301402213008735e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,15,p2l,ls,2.765130993704404e-05,0.0148030536910185,0.005493399488808234,3.985781662116977e-06,3.984816562286256e-06,9.65099830720996e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,16,p2p,ls,4.2391079970062285e-05,0.010264659005686759,0.006631140673583349,0.09517318053860639,0.0951731782204103,2.3181960934204326e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,16,p2p,huber,1.7835878426348006e-05,0.047050438709036635,0.002730617786473021,0.0028234616852301745,0.004452408352256208,-0.0016289466670260338,0,30963,structured
GB,D2_missing_component,0.9,frac,16,p2p,trim,,0.047441396949470166,0.006072460494859513,0.012662149051228302,0.0126621347109767,1.4340251602504295e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,16,p2l,ls,2.2371748941788954e-05,0.05465096826165795,0.0038866640391640615,4.0278775805430925e-06,4.026869307609575e-06,1.0082729335175644e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,17,p2p,ls,6.332886093653678e-05,0.02504036444528759,0.004985420178171372,0.12229073835162826,0.12229073620864889,2.1429793772842487e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,17,p2p,huber,1.2646448500149939e-05,0.0394772380252225,0.004060875529119171,0.0036264240343697987,0.006762799912590195,-0.0031363758782203964,0,24096,structured
GB,D2_missing_component,0.9,frac,17,p2p,trim,,0.022957011870138235,0.006405165161603527,0.030650611806683548,0.030650608463094493,3.343589054932705e-09,0,24096,structured
GB,D2_missing_component,0.9,frac,17,p2l,ls,4.553044928274071e-05,0.07677471191975328,0.0026282162166900913,3.977817592657025e-06,3.976925051524153e-06,8.925411328725854e-10,0,24096,structured
GB,D2_missing_component,0.9,frac,18,p2p,ls,5.119802199434887e-05,0.017991574005168452,0.0030124895053012866,0.09517702124787483,0.0951770200507182,1.1971566377111387e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,18,p2p,huber,1.1644537622121759e-05,0.03200699768402373,0.0029611044460806316,0.00282340995413011,0.0044521391998682425,-0.0016287292457381327,0,30963,structured
GB,D2_missing_component,0.9,frac,18,p2p,trim,,0.04619791280028645,0.012214990178215762,0.012657726120753152,0.01265770641467107,1.970608208209934e-08,0,30963,structured
GB,D2_missing_component,0.9,frac,18,p2l,ls,1.8423965977636296e-05,0.01657219023156762,0.006331034645074394,4.047225994181045e-06,4.046643506633436e-06,5.824875476086446e-10,0,30963,structured
GB,D2_missing_component,0.9,frac,19,p2p,ls,6.11788572973117e-05,0.026328196039180442,0.0028615203269455654,0.09516809623159021,0.09516809458002018,1.6515700335117955e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,19,p2p,huber,1.3604493661811559e-05,0.022758150827053042,0.0037050781185944464,0.0028233544156325485,0.0044518233702439325,-0.001628468954611384,0,30963,structured
GB,D2_missing_component,0.9,frac,19,p2p,trim,,0.04126040075073938,0.007987418348555321,0.012659912432963664,0.01265990945944351,2.973520154062048e-09,0,30963,structured
GB,D2_missing_component,0.9,frac,19,p2l,ls,4.800966448610397e-05,0.040562495738679136,0.0026995784778059396,3.989427336666589e-06,3.988475343842053e-06,9.519928245357439e-10,0,30963,structured
GB,D2_missing_component,1.0,frac,0,p2p,ls,0.6852184976700633,300.0,0.0,0.31996353704925445,,,1,30963,structured
GB,D2_missing_component,1.0,frac,0,p2p,huber,0.006959486797613488,320.97492483224596,5.575643015370628,0.006336137118903682,0.07881256490225777,-0.07247642778335409,1,30963,structured
GB,D2_missing_component,1.0,frac,0,p2p,trim,,361.6340386409886,5.497912061079589,0.18394128460019502,0.12841471612659727,0.05552656847359774,1,30963,structured
GB,D2_missing_component,1.0,frac,0,p2l,ls,0.4491540681307069,300.0,0.0,0.19138251842386392,,,1,30963,structured
GB,D2_missing_component,1.0,frac,1,p2p,ls,0.6852318920563685,300.0,0.0,0.31994518009504586,,,1,30963,structured
GB,D2_missing_component,1.0,frac,1,p2p,huber,0.0069660526356005404,320.89024001514747,5.570562865331947,0.006335969803250724,0.07870726213493007,-0.07237129233167934,1,30963,structured
GB,D2_missing_component,1.0,frac,1,p2p,trim,,361.61586880725685,5.49970978370445,0.18393848120077766,0.12841087874373586,0.0555276024570418,1,30963,structured
GB,D2_missing_component,1.0,frac,1,p2l,ls,0.43892763528534257,299.99999999999994,0.0,0.19113216422286036,,,1,30963,structured
GB,D2_missing_component,1.0,frac,2,p2p,ls,0.880498118841936,300.00000000000006,0.0,0.4111181578140576,,,1,24096,structured
GB,D2_missing_component,1.0,frac,2,p2p,huber,0.11222032162498474,300.0,0.0,0.14779852845733263,,,1,24096,structured
GB,D2_missing_component,1.0,frac,2,p2p,trim,,300.0,0.0,0.2864500566770843,,,1,24096,structured
GB,D2_missing_component,1.0,frac,2,p2l,ls,0.5671935583212773,299.99999999999994,0.0,0.24542737528825428,,,1,24096,structured
GB,D2_missing_component,1.0,frac,3,p2p,ls,0.685163916644846,300.00000000000006,0.0,0.3199079796696548,,,1,30963,structured
GB,D2_missing_component,1.0,frac,3,p2p,huber,0.006956749994538175,320.489600984269,5.560324176481992,0.006335588636634696,0.07853727807194398,-0.07220168943530929,1,30963,structured
GB,D2_missing_component,1.0,frac,3,p2p,trim,,361.60219336084845,5.491998391279242,0.1839065268964579,0.12840007849153454,0.05550644840492336,1,30963,structured
GB,D2_missing_component,1.0,frac,3,p2l,ls,0.43804249437838527,300.00000000000006,0.0,0.19148810406256309,,,1,30963,structured
GB,D2_missing_component,1.0,frac,4,p2p,ls,0.685213157355082,300.0,0.0,0.3199364915907328,,,1,30963,structured
GB,D2_missing_component,1.0,frac,4,p2p,huber,0.0069609389847905484,320.9896265147982,5.588057482549222,0.006335875640981568,0.07877523940657621,-0.07243936376559465,1,30963,structured
