geometry,dtype,mag,unit,rep,kind,form,grad_gt,et_mm,eR_deg,J0,Jstar,dJ,on_bound,n_obs,condition
GA,D3_local_surface_off,25.0,mm,18,p2p,huber,0.00035752684577464226,0.37121124029278685,0.007757334274345069,1.3748309252583048e-05,2.4095766843903216e-05,-1.0347457591320168e-05,0,38358,structured
GA,D3_local_surface_off,25.0,mm,18,p2p,trim,,0.017158719065807623,0.0009713633778920093,8.4110761181347e-06,8.410526428567886e-06,5.49689566813668e-10,0,38358,structured
GA,D3_local_surface_off,25.0,mm,18,p2l,ls,0.0010047148120465425,4.095426389301214,0.2543633368659964,2.1106604604827633e-05,1.8300433688507982e-05,2.806170916319651e-06,0,38358,structured
GA,D3_local_surface_off,25.0,mm,19,p2p,ls,0.001061650605254357,0.5607349929852843,0.011593756773792745,2.9085326824103185e-05,2.8763956515567482e-05,3.213703085357029e-07,0,38358,structured
GA,D3_local_surface_off,25.0,mm,19,p2p,huber,0.00037447315807013907,0.39903157913542936,0.008824667014464053,1.3754580590855553e-05,2.4120726408890565e-05,-1.0366145818035012e-05,0,38358,structured
GA,D3_local_surface_off,25.0,mm,19,p2p,trim,,0.033105340742158436,0.0011796078460124626,8.424670165184581e-06,8.423588907314917e-06,1.0812578696639346e-09,0,38358,structured
GA,D3_local_surface_off,25.0,mm,19,p2l,ls,0.0010109765864315845,4.077391361768835,0.2521171975473611,2.102287993247181e-05,1.8153326631749402e-05,2.8695533007224073e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,0,p2p,ls,0.001828109861774785,0.8868220901022394,0.01768051587793555,5.9207011877462675e-05,5.8370484842248054e-05,8.365270352146207e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,0,p2p,huber,0.0003222796247730803,0.3103029889063093,0.005351089666257339,1.9763534954855943e-05,2.9150204395327775e-05,-9.386669440471832e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,0,p2p,trim,,0.016494407093706327,0.0006272280440338866,8.360050957863639e-06,8.359753924101589e-06,2.970337620496617e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,0,p2l,ls,0.001585987021752351,5.444553273868284,0.4547996192858116,4.7997971575498265e-05,4.298342738125371e-05,5.0145441942445545e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,1,p2p,ls,0.001844280553602734,0.9006729584834048,0.016616627225021184,5.9040524678367895e-05,5.818203714868523e-05,8.584875296826648e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,1,p2p,huber,0.00032863737613821346,0.3256664194044437,0.005356620602219343,1.968534000484311e-05,2.8985439039160704e-05,-9.300099034317594e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,1,p2p,trim,,0.012010587747733418,0.0012586558358312135,8.245450198011344e-06,8.24512050388472e-06,3.2969412662396647e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,1,p2l,ls,0.0016357222603436501,5.515721034324675,0.4550176964708311,4.818545860606957e-05,4.311623216306225e-05,5.069226443007318e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,2,p2p,ls,0.0021846828184171546,1.0997594394142405,0.03673807858656348,6.801518083855029e-05,6.673464087936819e-05,1.280539959182104e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,2,p2p,huber,0.00038891373644197506,0.3861645372306128,0.012643677242967898,2.2308444176889077e-05,3.233149169195374e-05,-1.0023047515064663e-05,0,32274,structured
GA,D3_local_surface_off,50.0,mm,2,p2p,trim,,0.02101211044051338,0.0023555260007008514,8.366033354343771e-06,8.364992851727214e-06,1.0405026165572238e-09,0,32274,structured
GA,D3_local_surface_off,50.0,mm,2,p2l,ls,0.0018715435328950287,5.99200925740782,0.9210384627137134,5.643204855321418e-05,4.896006166945814e-05,7.471986883756041e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,3,p2p,ls,0.0018228633515829473,0.8768683665460963,0.017708397305128916,5.912863921656575e-05,5.830682594937024e-05,8.218132671955082e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,3,p2p,huber,0.0003185276391952836,0.3003021089340039,0.005524791659040742,1.9737714384012227e-05,2.9103499658322e-05,-9.365785274309773e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,3,p2p,trim,,0.01020941372155635,0.0014321795586059928,8.340738681827818e-06,8.340302742714635e-06,4.3593911318229783e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,3,p2l,ls,0.0015796823882699943,5.4416470845512,0.45742091434722093,4.8316083301244886e-05,4.302598784016557e-05,5.2900954610793135e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,4,p2p,ls,0.0018453134167766203,0.9019648980986431,0.016999756031783084,5.9202904298968925e-05,5.833549838550317e-05,8.67405913465753e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,4,p2p,huber,0.0003282881593445713,0.3265301614273075,0.005376282285420206,1.9740200039858156e-05,2.9083795321404545e-05,-9.343595281546389e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,4,p2p,trim,,0.01763477118635379,0.0008780116023653051,8.316072756042137e-06,8.31554728684196e-06,5.254692001769608e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,4,p2l,ls,0.0016024370606351201,5.493968873842935,0.4581772106243141,4.8455017662556065e-05,4.302284439947181e-05,5.432173263084257e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,5,p2p,ls,0.0021706382111137444,1.0890631499892327,0.03735189540770961,6.802494216681604e-05,6.674756761609039e-05,1.277374550725648e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,5,p2p,huber,0.0003783695175855079,0.3817072481630173,0.013740433613194119,2.229976810649746e-05,3.23070301571642e-05,-1.000726205066674e-05,0,32274,structured
GA,D3_local_surface_off,50.0,mm,5,p2p,trim,,0.02144823922698503,0.001401040583431222,8.280070904046425e-06,8.2790211740477e-06,1.0497299987246325e-09,0,32274,structured
GA,D3_local_surface_off,50.0,mm,5,p2l,ls,0.0018808291598440862,5.962768806381021,0.9268276488389268,5.685379598227339e-05,4.911645893819343e-05,7.73733704407996e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,6,p2p,ls,0.0018199234683626822,0.907457032144904,0.01782806493540804,5.9252183120321066e-05,5.838749060325828e-05,8.646925170627891e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,6,p2p,huber,0.00031582518504668565,0.3297668947365634,0.0059916542855245405,1.973338264069164e-05,2.9051182878368933e-05,-9.317800237677293e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,6,p2p,trim,,0.03653251278403874,0.0018702071631184237,8.28494715162669e-06,8.283273894217402e-06,1.673257409287376e-09,0,38358,structured
GA,D3_local_surface_off,50.0,mm,6,p2l,ls,0.0015731595657275757,5.448557322370756,0.46323986349247614,4.823721898597564e-05,4.322202364497421e-05,5.01519534100143e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,7,p2p,ls,0.001820451077343574,0.8995322391480042,0.014986338484511278,5.932437570463622e-05,5.847315923720135e-05,8.512164674348745e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,7,p2p,huber,0.0003182736778863524,0.3283476438727791,0.0034055149249445946,1.9770259545582067e-05,2.9116936610856408e-05,-9.346677065274341e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,7,p2p,trim,,0.018437210238916573,0.0013815027198733577,8.296196377907369e-06,8.295733549284433e-06,4.6282862293564435e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,7,p2l,ls,0.001549781784329098,5.479988835797087,0.45490041922366536,4.820330217172627e-05,4.321762458618586e-05,4.985677585540411e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,8,p2p,ls,0.0021651866937676674,1.0874812732247805,0.038535837598876035,6.814502946950188e-05,6.688318983052186e-05,1.2618396389800209e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,8,p2p,huber,0.00037594789520665084,0.37201697942931955,0.013950231094778526,2.2333516867498492e-05,3.234731834162634e-05,-1.001380147412785e-05,0,32274,structured
GA,D3_local_surface_off,50.0,mm,8,p2p,trim,,0.018827874074086676,0.0031504621728272128,8.378423989136896e-06,8.376873183587234e-06,1.550805549661139e-09,0,32274,structured
GA,D3_local_surface_off,50.0,mm,8,p2l,ls,0.001892215970960631,6.0004305236400945,0.9344081401798809,5.690458343958521e-05,4.928923046307856e-05,7.6153529765066465e-06,0,32274,structured
GA,D3_local_surface_off,50.0,mm,9,p2p,ls,0.0018138317760737449,0.8848889336570918,0.016519985332301677,5.8988435785402764e-05,5.816261432888955e-05,8.25821456513217e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,9,p2p,huber,0.00031793505702140234,0.3046229319665871,0.004946621438477072,1.9700417746283266e-05,2.9044233306841262e-05,-9.343815560557996e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,9,p2p,trim,,0.021460439284339564,0.0019415508266089304,8.302858165160401e-06,8.30168377877725e-06,1.174386383152103e-09,0,38358,structured
GA,D3_local_surface_off,50.0,mm,9,p2l,ls,0.001571936889771955,5.4841965099381,0.45894138146433405,4.7928259669180295e-05,4.278327146201773e-05,5.144988207162568e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,10,p2p,ls,0.0018087295928091635,0.8888954146363095,0.01672748334974011,5.920232045835427e-05,5.836952534672321e-05,8.327951116310578e-07,0,38358,structured
GA,D3_local_surface_off,50.0,mm,10,p2p,huber,0.00031017658963050854,0.31029563503178564,0.004561404364265229,1.9736221782817323e-05,2.9083046459266223e-05,-9.3468246764489e-06,0,38358,structured
GA,D3_local_surface_off,50.0,mm,10,p2p,trim,,0.026105392360462918,0.0006749265205546653,8.301217368077784e-06,8.300514953856204e-06,7.024142215799229e-10,0,38358,structured
GA,D3_local_surface_off,50.0,mm,10,p2l,ls,0.0015697842753820209,5.474980774103904,0.4674476596881206,4.824321672124831e-05,4.305880479213795e-05,5.184411929110359e-06,0,38358,structured
