scan,fold,eR_deg_Huber,eR_deg_PatchFullFit,eR_deg_PatchHuberOOF,eR_deg_PatchOOF,eR_deg_Raw,et_mm_Huber,et_mm_PatchFullFit,et_mm_PatchHuberOOF,et_mm_PatchOOF,et_mm_Raw,iters_Huber,iters_PatchFullFit,iters_PatchHuberOOF,iters_PatchOOF,iters_Raw,on_bound_Huber,on_bound_PatchFullFit,on_bound_PatchHuberOOF,on_bound_PatchOOF,on_bound_Raw,benefit_oof,benefit_fullfit,benefit_ph,rot_change_oof,oof_minus_fullfit_error
205,2,3.856910046406356,5.488917944098683,4.957432571696496,5.487539781333159,4.719948937583516,149.44596479779895,125.10841881039332,110.52173723785272,126.54871466395488,165.48160584038175,40.0,28.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,38.932891176426864,40.37318702998843,38.92422755994623,-0.7675908437496428,1.4402958535615653
206,2,3.609517180267955,5.291274059856501,4.524985866123967,5.272468854758242,4.61936346520145,151.30119030115557,126.77330814972048,112.61532471876376,128.40659098889205,168.19706369112697,40.0,33.0,40.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,39.79047270223492,41.42375554140649,38.68586558239181,-0.6531053895567922,1.6332828391715708
207,2,5.167603669140925,6.119653990358762,5.828652785676685,6.057657913902311,5.297787935637202,157.35844018044236,130.4863287584412,116.77835550447718,132.30623845750213,174.44925370014002,40.0,40.0,40.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,42.14301524263789,43.962924941698816,40.58008467596518,-0.759869978265109,1.8199096990609291
208,2,4.754215143725169,5.391809278818463,5.162842838481411,5.341026646489427,4.765200866210073,154.73864297801512,125.00752986545302,115.63981482641763,126.64018931984792,169.8567690104878,40.0,39.0,40.0,35.0,28.0,0.0,0.0,0.0,0.0,0.0,43.216579690639875,44.84923914503477,39.09882815159749,-0.575825780279354,1.6326594543948971
209,2,4.406971974269161,5.440449427766749,4.969660497487735,5.458949664959648,4.659709008263694,148.64162042234005,121.5730469446428,111.54045700558297,122.9680378123789,161.68085123366987,40.0,32.0,40.0,34.0,31.0,0.0,0.0,0.0,0.0,0.0,38.712813421290974,40.10780428902707,37.10116341675709,-0.7992406566959538,1.394990867736098
210,2,4.687472695716418,5.303307833215079,5.28458534061218,5.29329350459343,5.128135432800433,155.6089058429227,127.42717485743036,117.33236473870114,128.8855676417945,167.84565645887804,40.0,35.0,40.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,38.960088817083545,40.41848160144768,38.27654110422155,-0.16515807179299724,1.4583927843641362
211,2,3.9658461700457024,4.40458276964502,3.693779165150184,4.500318147212139,4.759274408515821,160.103865630643,133.73111152155263,119.86613953607537,134.9205692379793,174.16516176820815,40.0,40.0,40.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,39.24459253022886,40.43405024665552,40.23772609456765,0.2589562613036813,1.1894577164266593
212,2,4.560347220495661,4.873595915094202,4.526911780783684,4.866891444050967,5.014674866250108,162.57294091089787,137.97072450365684,120.49172885405356,139.12877730590546,178.19017889780213,38.0,32.0,40.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,39.06140159189667,40.21945439414529,42.08121205684431,0.14778342219914098,1.1580528022486192
213,2,4.469435206598343,4.363430839455977,4.684557907835683,4.35901334253081,4.958333910466027,165.19141585873936,144.11779213668828,125.93653404536968,145.10766319868512,182.0088997212407,40.0,39.0,40.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0,36.90123652255559,37.89110758455243,39.25488181336968,0.5993205679352167,0.9898710619968369
214,2,4.268662718727122,4.66731556808484,5.121968231245773,4.629326794853388,4.621883403364316,162.60109490240697,144.14449335922689,123.91632269239436,145.2563125394485,181.48085243755528,40.0,30.0,40.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,36.2245398981068,37.3363590783284,38.68477221001261,-0.007443391489072582,1.1118191802216018
215,2,4.392289513765267,5.025115371335013,5.339609378570842,4.970033741939743,4.516068279917033,156.54513218788003,139.2223721917587,119.93810895541638,140.33483090942485,175.9137943780436,40.0,26.0,40.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,35.57896346861875,36.69142218628491,36.607023232463646,-0.45396546202271004,1.1124587176661578
216,2,4.718199613071867,6.052049716445676,5.569464261361592,5.8981860504700325,4.936081585772176,150.8621081274388,135.14717803411742,116.92377367066592,135.76908425998994,170.5868285090379,40.0,40.0,40.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,34.81774424904796,35.439650474920484,33.93833445677288,-0.9621044646978563,0.6219062258725216
217,2,4.711529663865089,5.899249581989454,5.588040347309129,5.877387130382878,5.100092244250626,142.13884850600675,124.96377738251267,105.64003030472784,125.04313885323045,160.72806476782935,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,35.68492591459891,35.76428738531668,36.49881820127891,-0.7772948861322524,0.079361470717771
218,2,2.8360245780772275,4.5444910054746686,3.909523347553596,4.441440679538201,3.939961023135018,143.08811599444016,128.673487504516,104.23452848958236,128.867308914528,163.46178910785733,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,34.59448019332933,34.788301603341324,38.8535875048578,-0.5014796564031827,0.19382141001199216
219,3,3.333258595971461,4.660186245882271,3.971591769310015,4.740900152423031,4.293187283022816,149.0153468099918,129.65340984211994,103.72948869769412,129.6427870567289,168.32498013375996,40.0,35.0,40.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,38.68219307703106,38.67157029164002,45.285858112297674,-0.44771286940021504,-0.01062278539103545
220,3,3.813380203094144,4.4712654520969926,3.7455657999091594,4.482650586444179,4.873793931535875,154.33739419314523,129.6685365882074,106.90567844969426,129.58561275513324,173.30527046711725,40.0,29.0,40.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,43.71965771198401,43.636733878909865,47.431715743450965,0.3911433450916961,-0.08292383307414752
221,3,4.635824847623482,3.884000109429665,3.2024004382114795,3.907743898309578,5.095221605436085,158.98235699478104,127.34470997723274,106.94938774408038,127.8037156525221,173.24264206490804,40.0,34.0,40.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,45.43892641238594,45.8979320876753,52.03296925070066,1.187477707126507,0.45900567528936165
222,3,4.101624326937123,3.191614571573955,2.5671635231057093,3.1742959980796064,4.214725619781066,154.56669922416003,123.29775181278772,101.3664597667131,123.64953882575,169.93354083718904,40.0,37.0,40.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,46.28400201143904,46.63578902440132,53.200239457446926,1.0404296217014597,0.35178701296227644
223,3,4.251030482206112,3.973323616847085,3.3347275993644754,3.945716059697139,4.197204045484232,153.09477381857707,120.18018392080528,96.95297654277148,120.39125644283574,169.6955274274822,40.0,34.0,40.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,49.304270984646465,49.51534350667693,56.14179727580559,0.25148798578709286,0.211072522030463
224,3,2.5134326739978463,3.362801194928538,2.8590795708557515,3.328872195323511,2.758324956132392,143.0384322442578,106.94216409402162,85.10968029849138,107.81555278002622,158.2555537761965,40.0,38.0,40.0,38.0,40.0,0.0,0.0,0.0,0.0,0.0,50.44000099617028,51.313389682174886,57.92875194576641,-0.5705472391911193,0.8733886860046027
225,3,2.765996152687411,2.819130800616885,2.355451689194444,2.790453557549527,2.89408521309262,139.23332051768406,100.3542113073841,78.25680429289747,101.14606333000556,151.25197145443045,35.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.105908124424886,50.89776014704634,60.97651622478659,0.10363165554309317,0.7918520226214554
226,3,2.7889673419232635,3.01174879660122,2.417988995851354,2.996282835529151,3.318469890589895,144.19702463558536,104.56258158976324,82.95799677598366,105.3016959149114,157.4134062365944,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,52.11171032168299,52.85082464683116,61.239027859601705,0.32218705506074397,0.7391143251481651
227,3,3.237562820930258,2.897705346725409,2.6858446375987457,2.8542051249199747,3.6080829056767474,149.1379305149723,111.19551890695948,88.68826296889415,112.19873715924643,165.0274896184789,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,52.828752459232476,53.83197071151943,60.44966754607816,0.7538777807567727,1.0032182522869562
228,3,3.950646550456992,3.5031234258341097,3.337931011736025,3.539588984191501,4.464497054463666,156.21774363563293,116.75112323024972,97.45284209747726,118.05048344896872,170.70453006252595,40.0,37.0,40.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,52.65404661355723,53.95340683227623,58.76490153815567,0.9249080702721653,1.299360218719002
229,3,4.224029904894952,3.903696101841096,3.5076255932013147,3.8911268975368265,4.491325073052404,155.76340679382938,116.62619744345636,97.6744134423928,118.03495729255616,170.358653406979,20.0,33.0,40.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,52.32369611442283,53.732455963522625,58.08899335143657,0.6001981755155774,1.4087598490997948
230,3,4.627550429132273,4.210742453062444,4.365858819174421,4.190894854346849,4.868627819353513,159.11981397779635,124.8624391491791,106.93472591844788,125.99674171586317,175.76917467900367,40.0,28.0,40.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,49.7724329631405,50.90673552982457,52.18508805934847,0.6777329650066637,1.1343025666840703
231,3,2.779390080875872,2.646056120954987,2.391836297802408,2.599342890255965,3.0204062377407617,153.53323607635423,116.58618155228942,102.14393632282231,117.93183263702925,167.6752937522565,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.74346111522725,51.089112199967076,51.389299753531915,0.4210633474847967,1.3456510847398278
232,3,3.2121145862563987,3.772622119334143,3.058279007684137,3.7716325469769374,3.590357298261305,150.30241445272745,114.6250130788866,101.68129361209002,115.99563358064474,164.82977264745597,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.83413906681123,50.20475956856937,48.62112084063743,-0.1812752487156324,1.3706205017581397
233,3,3.651989576690269,4.478612970201221,3.622835204120572,4.4552792162500605,3.977316731561752,147.55781744589896,111.80093090174108,98.48492634326162,112.73555896670612,161.1629835334508,40.0,40.0,40.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,48.42742456674469,49.36205263170973,49.07289110263734,-0.4779624846883084,0.9346280649650396
234,3,2.5365164678232643,2.9286558597832792,2.38535345374354,2.8598251158910344,2.9233547335177628,146.13070599966147,106.39476308817812,94.60789093276048,107.58753124079372,157.75831906479368,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.17078782399996,51.36355597661556,51.52281506690099,0.06352961762672837,1.1927681526155993
235,3,3.3947488248265936,3.790367189746848,3.43437723219488,3.7849944609376593,4.00744846370092,153.39673412741337,115.14511005603796,98.95514576850474,116.7763288451049,166.5397336751428,40.0,40.0,24.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.7634048300379,51.394623619104834,54.44158835890863,0.22245400276326022,1.631218789066935
236,3,4.586800548595988,4.78956966956348,4.239690632782538,4.808300697569418,5.09049745207412,157.18773796860785,119.62579358166398,103.6460916530009,121.25654133564692,172.51087701429202,40.0,34.0,40.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,51.254335678645106,52.885083432628036,53.541646315606954,0.28219675450470216,1.6307477539829307
237,3,3.5261614531404564,3.8465586923468864,2.9928687912242973,3.84265727011082,4.305181357322425,156.00590013068654,120.81631057234917,101.6796869225304,122.42549619249148,172.52529280166655,40.0,24.0,40.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,50.09979660917507,51.708982229317385,54.32621320815615,0.4625240872116052,1.6091856201423127
238,3,4.176153614992916,3.709011380381913,3.516467695506416,3.68724469116972,4.6071059775325685,158.86745655152157,124.4736099566016,108.6386452308404,125.81206245292724,175.76286726202952,40.0,28.0,40.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,49.95080480910228,51.28925730542791,50.228811320681174,0.9198612863628486,1.3384524963256297
239,3,4.077659318576538,3.875013228590919,4.10556037514572,3.8849659335051374,4.252495544929125,154.68636925411298,122.2609299160595,108.65033397670096,123.48487469438128,171.24836707423168,40.0,34.0,40.0,32.0,27.0,0.0,0.0,0.0,0.0,0.0,47.763492379850405,48.987437158172185,46.03603527741201,0.3675296114239872,1.2239447783217798
240,3,4.147014121414784,4.092631354696473,4.2639649153630765,4.086258929665805,4.190080560484526,151.12748198152144,118.92627864545894,106.3144642984294,120.4613321391531,166.84056883579996,40.0,40.0,40.0,40.0,29.0,0.0,0.0,0.0,0.0,0.0,46.379236696646856,47.91429019034102,44.81301768309204,0.10382163081872164,1.5350534936941642
241,3,4.188034750899416,5.450605315840413,4.7758443230203484,5.398329743869508,4.376098074892358,146.79733257654192,114.78429320015915,102.12058767165207,116.3103562268916,160.34247405179684,40.0,40.0,40.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,44.03211782490524,45.55818085163769,44.676744904889844,-1.0222316689771498,1.5260630267324444
242,3,4.117041173538095,5.54491700480369,5.042847998242353,5.5275874134177085,4.537528462567614,147.51353292331297,115.46736971846398,102.77570233033735,116.65421389517832,160.30829162037932,40.0,27.0,40.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,43.654077725201006,44.84092190191534,44.73783059297561,-0.9900589508500941,1.186844176714331
243,3,4.228238060070209,5.320774427579246,5.022759283602038,5.290346946563847,4.779072261048144,151.9710687668266,117.46069359464704,102.76349836922547,118.59922745493058,164.39402450738717,40.0,34.0,40.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,45.79479705245659,46.93333091274013,49.20757039760112,-0.5112746855157031,1.1385338602835446
244,3,2.873868565964276,4.149559749312294,3.5813775034660877,4.115920755606644,3.844055489894272,149.99399191698384,115.41386300084876,99.3267535780732,116.28108836423291,162.45757205659092,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,46.176483692358005,47.043709055742156,50.66723833891065,-0.27186526571237213,0.8672253633841507
245,3,3.865850920666858,4.958500649220805,3.985277138301246,4.947500561899423,4.783759176739897,154.2478948366535,123.96895612447648,104.78269954147764,124.90843979742225,169.52325404678675,40.0,30.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,44.6148142493645,45.55429792231027,49.46519529517586,-0.16374138515952552,0.9394836729457694
246,3,4.2493006597895135,4.627067241045354,4.43663787538331,4.708562788725208,4.763779921769645,154.3040666940926,124.6922904641099,105.76207623898262,125.92870441387169,169.55912601722116,40.0,38.0,40.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,43.630421603349475,44.86683555311126,48.54199045510998,0.05521713304443665,1.2364139497617828
247,3,2.933231563077051,3.7140445024859146,3.670400830802648,3.7239970201844703,3.4519028672905803,151.59935589426098,123.88322039885352,105.47762544766168,125.0149984683286,168.0607837519904,40.0,40.0,38.0,40.0,39.0,0.0,0.0,0.0,0.0,0.0,43.045785283661814,44.17756335313689,46.1217304465993,-0.27209415289389005,1.1317780694750752
248,3,3.7510331983532463,4.644311345863721,4.632152989375816,4.6219257582774,4.097496718961642,154.0813232693152,123.92428319671252,109.33576263078072,125.07880666477917,168.45089481195922,40.0,31.0,40.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,43.37208814718005,44.52661161524669,44.74556063853447,-0.5244290393157582,1.1545234680666425
249,3,4.514889371689888,5.294930723625825,5.271972134542605,5.279846042478503,4.574404040309091,152.64065587442062,124.50530493611492,108.13090567696628,125.48039932235068,166.6404088155192,40.0,33.0,25.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,41.16000949316853,42.135103879404284,44.50975019745434,-0.7054420021694128,0.9750943862357531
250,3,2.871724196503048,4.653159739886631,4.190685911641921,4.609917888729486,3.2647098721334813,146.02206866105965,120.19662370934202,104.32149471987604,121.22089010290333,160.68341660369472,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,39.4625265007914,40.4867928943527,41.700573941183606,-1.3452080165960045,1.0242663935613052
251,3,3.411297174764501,5.680610164643484,5.023264651241992,5.649479570050516,4.057374764950927,149.82660571439405,126.21493892452288,109.97291614989255,126.94551891412128,165.2589843908219,40.0,34.0,40.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,38.313465476700614,39.04404546629901,39.853689564501494,-1.5921048050995887,0.7305799895983967
252,3,4.37784399801885,6.34186790151779,5.96125877457391,6.3464563960682,5.285749295318645,152.84417095368423,128.91472729722838,112.43993288212164,129.3409150178732,168.79322243013587,40.0,31.0,40.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,39.452307412262684,39.87849513290749,40.40423807156259,-1.0607071007495552,0.4261877206448048
253,3,3.634338029470716,5.304336121107137,4.545659531305118,5.306848243248599,4.6895721469078575,153.58132068559837,128.72745711506946,110.37406947110784,129.20689220510238,169.96884962551624,40.0,35.0,40.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,40.761957420413864,41.241392510446786,43.207251214490526,-0.6172760963407411,0.47943509003292206
254,3,3.9651983840960456,5.427014966977945,4.727764229769163,5.394568064932663,4.593104198831056,154.74000166040997,126.22066100989124,111.5047271039798,126.86696207282952,169.86306510974444,40.0,24.0,40.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,42.99610303691492,43.642404099853195,43.23527455643017,-0.8014638661016074,0.6463010629382779
255,3,4.194040695456288,5.505966443017515,4.911759707094247,5.396692900392649,4.811663598996522,156.8656139390728,128.28514132622834,114.57977829015437,129.1338224463186,171.44778396515693,31.0,26.0,40.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,42.31396151883834,43.16264263892859,42.285835648918436,-0.5850293013961272,0.848681120090248
256,3,3.993643326094601,4.90229330174597,4.689141868755271,4.786949128886104,4.279388071604437,158.00194979636444,127.05489318258589,113.62426908720232,127.74407939369934,173.05557220487063,40.0,33.0,40.0,33.0,35.0,0.0,0.0,0.0,0.0,0.0,45.31149281117129,46.00067902228474,44.37768070916212,-0.5075610572816673,0.6891862111134515
257,3,4.254779595281912,4.833009503777306,4.45844332773891,4.785759955476265,4.52598770892056,157.09860666305354,127.46972547344598,116.68394234830836,127.86079251942316,171.3719270384504,40.0,40.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,43.51113451902724,43.90220156500442,40.41466431474518,-0.25977224655570463,0.3910670459771808
258,3,4.398054706920284,5.523995567144276,4.86820136299853,5.422272878987624,4.618170304460536,153.44308026284747,124.7674224855385,116.99958453754142,124.58404435815112,165.9262948212101,40.0,40.0,40.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,41.342250463058974,41.15887233567159,36.44349572530605,-0.8041025745270876,-0.18337812738738535
259,3,3.460764316792142,3.822629770868747,3.734269902583344,3.732987095731848,3.930943676767342,155.22548101403294,127.57123113799804,115.15180554864016,128.00969973974844,168.27755087098166,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,40.267851131233215,40.706319732983616,40.07367546539278,0.19795658103549396,0.4384686017504009
260,3,4.745261274914247,5.519715791237465,4.7623869314387735,5.447874003236957,5.607182626198633,162.67726574858895,137.5886157023425,124.26596937061136,137.5301641342469,177.51955997016333,40.0,34.0,40.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,39.98939583591644,39.93094426782082,38.41129637797759,0.15930862296167625,-0.05845156809562013
261,3,4.293061023500268,4.903037499116931,4.257685899512256,4.921107418824263,5.091530513085113,161.34006350516944,135.54444639926015,120.27343267185988,135.08764547253074,176.3441319495969,40.0,34.0,40.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,41.256486477066176,40.79968555033676,41.06663083330956,0.17042309426084934,-0.4568009267294144
262,3,4.730976715549281,4.879794061341023,4.74813289801969,4.764084334076813,5.402393605700334,163.1456532742671,142.9242434458222,124.24247168087122,142.1852213253115,182.0529310752588,40.0,40.0,38.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,39.86770974994732,39.1286876294366,38.90318159339587,0.6383092716235215,-0.7390221205107252
263,3,3.4721775294206205,3.764903727304011,4.0912065773337565,3.642649934003538,4.203249787159716,159.58922494248236,138.29805861984147,120.9158865412826,137.89567063678663,177.16617154399933,40.0,40.0,30.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,39.27050090721269,38.868112924157856,38.67333840119976,0.5605998531561776,-0.4023879830548367
264,3,4.169999514314936,4.251654160221309,4.564480469125132,4.225949334675969,4.5833447592593854,161.77560204323558,140.95832911433237,122.88348296400342,140.71902950047448,179.5849885730134,40.0,35.0,40.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,38.865959072538914,38.62665945868102,38.89211907923216,0.3573954245834168,-0.2392996138578951
265,3,2.5271844342614567,3.501592367825592,3.919846104401741,3.4970508887988685,3.0740859288248767,150.4278149934572,130.84879776757774,113.45976838533343,130.86440401499087,168.25597302441992,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,37.39156900942905,37.40717525684218,36.96804660812376,-0.42296495997399175,0.015606247413131769
266,3,3.551416911245286,4.812970924857002,4.663881191405148,4.809818335417673,3.9676042284704502,149.65396894676343,130.04720084101243,112.144437645158,129.8990859997759,166.53387661732023,40.0,40.0,40.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,36.634790617544326,36.486675776307806,37.50953130160542,-0.8422141069472229,-0.14811484123652008
267,3,4.258228436787679,5.893899558375319,5.483412956611289,5.956895780423662,4.594939855482826,145.6281579824973,125.30180479014616,106.12623168121291,124.88122022261132,162.07448209435097,40.0,40.0,40.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,37.19326187173965,36.772677304204805,39.501926301284385,-1.361955924940836,-0.42058456753484563
268,3,3.276185425850484,4.20551012625761,3.7796283723429,4.247741967509877,4.3140308530944935,149.93645245580743,129.0649809827141,108.1993308982238,128.7772041890528,166.2218009934645,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,37.4445968044117,37.15682001075041,41.73712155758362,0.06628888558461643,-0.28777679366129405
269,3,4.30277021901359,5.071859321100682,4.225816406968749,5.1512834004334165,5.364222246665026,155.591096776484,131.97370667913265,109.40561200740537,131.93103212615512,172.10414120939282,40.0,35.0,40.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,40.173109083237705,40.130434530260175,46.18548476907863,0.21293884623160952,-0.04267455297753031
270,3,3.692322785824077,4.014221115628766,3.362679672231611,4.078354595865697,4.670142451224063,157.03663347347995,129.2576914900922,107.0118675485826,129.06212559283833,173.76320807019738,40.0,29.0,40.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,44.70108247735905,44.505516580105166,50.02476592489735,0.5917878553583655,-0.19556589725388562
271,3,4.724419128676197,4.06364551819435,3.241700633927588,4.085199861395737,5.319120057890345,162.4804766308792,128.82857814002128,110.58687335889736,128.7139910822147,176.8598137630935,40.0,38.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.14582268087881,48.031235623072234,51.89360327198183,1.2339201964946076,-0.11458705780657397
272,3,3.035621045516144,2.099091147593401,1.3192203247888077,2.121252798019501,3.454702933619538,155.60572073549616,122.47317504464064,103.2422326601128,122.7416546039503,170.29116127162314,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,47.549506667672844,47.8179862269825,52.36348807538336,1.333450135600037,0.26847955930965384
273,3,3.509512507420555,2.613447451504223,2.123394441809616,2.5830204092635607,3.447838490114901,154.57066027688447,119.68934426997342,100.82684692344228,120.26742803507706,169.91590492190204,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.64847688682498,50.22656065192862,53.74381335344219,0.8648180808513404,0.5780837651036421
274,3,2.2441047295396004,1.7060875431140423,1.551739136308284,1.758877197537307,2.073160835400055,147.7428617125053,108.73501377883912,90.89387118355926,109.86180224226833,160.37786999832153,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.516067756053204,51.64285621948241,56.84899052894603,0.31428363786274804,1.1267884634292074
275,3,3.225388185985324,3.0995917352115625,2.7223080871216525,2.9286937198224514,3.2425457805421387,146.2981211615947,105.7922245280083,84.80395496942863,106.34703290671057,157.78197405066126,40.0,34.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,51.434941143950695,51.98974952265296,61.49416619216608,0.3138520607196873,0.554808378702262
276,3,3.783551678238954,3.5629641544312403,3.45693031224411,3.5303100584547584,3.826452440517502,145.12602395933962,101.9906839033928,82.17676317810758,102.5747331121758,155.7477880815278,40.0,34.0,40.0,34.0,32.0,0.0,0.0,0.0,0.0,0.0,53.173054969351995,53.757104178134995,62.94926078123204,0.2961423820627438,0.584049208783
277,3,2.777061376353101,2.4173555302581717,2.412867050939162,2.366979068695518,2.7277041556921464,145.13002943830296,102.96802068995903,83.02581381408,103.77840192605098,156.63320942082186,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,52.85480749477088,53.66518873086282,62.10421562422296,0.36072508699662853,0.810381236091942
278,3,3.737029736183729,3.582935666739591,3.18548123183342,3.581824967257357,4.168482542217107,151.72857321245428,111.55191594312434,90.59342091218971,112.82521735330693,166.53210986657817,40.0,31.0,40.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,53.70689251327124,54.980193923453825,61.135152300264565,0.5866575749597498,1.273301410182583
279,3,3.042266591459347,2.3980117859028147,2.275323596933622,2.397425626890425,3.283387490698904,153.21548329481425,111.11536186907294,91.84804560975084,112.31488402556585,166.5644951455401,40.0,39.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,54.24961111997425,55.44913327646715,61.36743768506341,0.885961863808479,1.199522156492904
280,3,4.077629737173798,3.850037530470997,3.348812332347612,3.855790559914158,4.41188297792136,156.14308009131332,113.39873510088984,96.2377580480125,114.91651162345362,170.080156484676,40.0,33.0,40.0,34.0,33.0,0.0,0.0,0.0,0.0,0.0,55.16364486122238,56.68142138378616,59.90532204330083,0.5560924180072022,1.5177765225637785
281,3,2.744098930063547,2.498157800053047,2.409359574169684,2.5198933291486987,3.108483670823398,154.68876095390462,113.72005720424738,98.96843206511898,114.87722226540998,169.4337840948769,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,54.556561829466915,55.713726890629516,55.720328888785644,0.5885903416746991,1.1571650611626012
282,3,4.02263923089621,3.6847912738263777,3.566321882872713,3.672142967992696,4.450530418854756,159.54522834797905,121.61771371056447,104.17688796870569,122.90143623782372,174.49178267631422,40.0,34.0,39.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,51.5903464384905,52.87406896574974,55.36834037927336,0.7783874508620601,1.2837225272592434
283,3,2.7441522528579108,2.842518015780472,2.350202625160009,2.83121451118016,2.899449547349683,153.7430225309828,112.34296973028124,101.53614108269308,113.59079690412156,165.5716985880463,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,51.98090168392474,53.22872885776506,52.206881448289735,0.06823503616952298,1.2478271738403208
284,3,3.793403377495725,4.297241733883868,3.482492744362628,4.245293128185812,4.185526721875487,151.27940470170515,114.32275875890674,101.4407181966457,115.604982325055,165.83326309692848,40.0,36.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.22828077187347,51.51050433802173,49.83868650505944,-0.05976640631032559,1.2822235661482608
285,3,2.648231614836805,2.800699010189771,2.2338050698402365,2.778398851991835,3.0208341193346286,145.77693090376707,106.70792139144224,94.80403781554998,108.22940804014053,157.10001002110857,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.87060198096805,50.39208862966633,50.97289308821709,0.24243526734279364,1.5214866486982856
286,3,2.1567989607055416,2.343807772144943,2.223774402229606,2.347788538846725,2.502233361633329,148.8047613914013,107.13927350863972,93.7471936271883,108.6739090747216,158.78378838905869,40.0,40.0,29.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.10987931433708,51.64451488041897,55.05756776421302,0.15444482278660399,1.5346355660818887
