scan,fold,method,et_mm,eR_deg,iters,on_bound
89,1,PatchHuberOOF,99.6914250039642,5.34339563649527,22,0
89,1,PatchFullFit,115.53250003673858,5.897645791957519,40,0
90,1,Raw,160.4164466702503,4.951046315956811,30,0
90,1,Huber,138.1940187737383,3.880855126394689,40,0
90,1,PatchOOF,124.55750856403921,5.468188087173847,40,0
90,1,PatchHuberOOF,103.91206337883017,4.9741659706583405,40,0
90,1,PatchFullFit,123.46662455144771,5.416350017709273,38,0
91,1,Raw,156.01867013861295,4.0978575952883265,32,0
91,1,Huber,134.01614651069266,4.089580521257964,40,0
91,1,PatchOOF,123.62977420816395,5.053676395312709,40,0
91,1,PatchHuberOOF,101.64218514192265,5.106685508963943,40,0
91,1,PatchFullFit,122.56595526176876,4.908227680647379,31,0
92,1,Raw,148.8239941304845,5.16239351593721,40,0
92,1,Huber,130.87909044662715,4.669514726996623,40,0
92,1,PatchOOF,118.39613654803604,6.966573011466932,40,0
92,1,PatchHuberOOF,101.13599139962658,6.226838821177275,40,0
92,1,PatchFullFit,117.40315178885501,6.942664852008113,40,0
93,1,Raw,141.36939411395073,5.608246766925747,40,0
93,1,Huber,127.0775127327759,5.136619811781708,40,0
93,1,PatchOOF,110.05110438445473,7.6265171617769765,40,0
93,1,PatchHuberOOF,94.85812490217097,6.5657558213335,34,0
93,1,PatchFullFit,109.23900904672193,7.5931365960665875,40,0
94,1,Raw,134.50930788705188,4.433958735003225,21,0
94,1,Huber,121.6140135805291,3.8654960293302962,40,0
94,1,PatchOOF,106.5782248735645,5.493683206707316,33,0
94,1,PatchHuberOOF,82.6376255716322,4.6661654113919315,40,0
94,1,PatchFullFit,106.02760537737146,5.45793468557501,40,0
95,1,Raw,140.62938667261983,5.23367517102436,37,0
95,1,Huber,127.2840199729268,4.526154021885306,40,0
95,1,PatchOOF,107.45047752033486,6.777171092798104,40,0
95,1,PatchHuberOOF,85.58591893325233,5.107916683424627,40,0
95,1,PatchFullFit,107.04862374228048,6.761817079061095,40,0
96,1,Raw,146.1834752608405,6.12803126527541,40,0
96,1,Huber,130.87731776965936,5.163281288587106,40,0
96,1,PatchOOF,108.0327889318272,6.986316910019639,40,0
96,1,PatchHuberOOF,85.26005444873934,5.595543257057137,40,0
96,1,PatchFullFit,107.47274583564852,6.919813279869851,40,0
97,1,Raw,152.20455816014305,5.541424514232852,40,0
97,1,Huber,135.14893782172197,5.281223463788358,40,0
97,1,PatchOOF,109.6781452248015,4.859271516928419,40,0
97,1,PatchHuberOOF,84.79237634118904,4.1918134120634845,40,0
97,1,PatchFullFit,109.56475824667058,4.886597527357667,40,0
98,1,Raw,150.69311814827188,3.426799517986688,26,0
98,1,Huber,133.4830625268188,3.395523286982237,40,0
98,1,PatchOOF,110.92734059817688,3.4951838432256137,35,0
98,1,PatchHuberOOF,80.42769438770382,2.372711376496644,40,0
98,1,PatchFullFit,111.18507122962545,3.5587053758223304,34,0
99,1,Raw,149.38511522807283,4.331555544231379,37,0
99,1,Huber,130.4846677278952,4.215862708948677,40,0
99,1,PatchOOF,101.27669670357646,4.314954940615367,35,0
99,1,PatchHuberOOF,72.88443098339447,3.645160368919848,40,0
99,1,PatchFullFit,101.2734413268856,4.356718733690723,37,0
100,1,Raw,134.0081653790296,5.109672461791768,40,0
100,1,Huber,122.24594092368365,4.542266947917626,40,0
100,1,PatchOOF,83.66998993591385,4.955187918390378,40,0
100,1,PatchHuberOOF,61.78398340754431,3.893893511432595,36,0
100,1,PatchFullFit,83.8392519718918,4.96384519022489,40,0
101,1,Raw,144.38033884124337,5.8873271221820955,40,0
101,1,Huber,127.76671034548167,5.091464808847536,40,0
101,1,PatchOOF,95.07050571837257,5.552513925659765,40,0
101,1,PatchHuberOOF,67.27184181026132,4.599503098068332,40,0
101,1,PatchFullFit,95.52515772391925,5.603262278361531,40,0
102,1,Raw,148.87172133730414,4.54653766450763,40,0
102,1,Huber,130.52989303781723,3.797148866487184,40,0
102,1,PatchOOF,99.11854402133841,4.093599500497934,35,0
102,1,PatchHuberOOF,72.29661964834123,3.341312905638602,40,0
102,1,PatchFullFit,99.62945542899617,4.116826709296411,34,0
103,1,Raw,149.1336892035042,4.595909456617899,40,0
103,1,Huber,132.25568046664475,4.067857728195046,40,0
103,1,PatchOOF,100.2085643345088,4.382085690538151,30,0
103,1,PatchHuberOOF,77.0693886027355,3.858264821759033,40,0
103,1,PatchFullFit,100.7927389408494,4.445188573632289,35,0
104,1,Raw,150.35516294887526,5.022948201094231,40,0
104,1,Huber,132.0613258031214,4.668923079452019,40,0
104,1,PatchOOF,104.88436786950305,5.156339146587245,40,0
104,1,PatchHuberOOF,83.68128186636106,4.678658571432603,40,0
104,1,PatchFullFit,105.46302758269309,5.1758897493554885,40,0
105,1,Raw,143.78404514850806,3.8571720952531416,33,0
105,1,Huber,128.8718398271333,3.244983307440229,29,0
105,1,PatchOOF,98.84885321493273,4.5154535462462215,23,0
105,1,PatchHuberOOF,81.27751060299468,3.3775634939581742,40,0
105,1,PatchFullFit,99.72062706780231,4.4967085971952665,28,0
106,1,Raw,139.29281742297283,5.334731062932678,40,0
106,1,Huber,123.9142066884707,4.610395403617354,40,0
106,1,PatchOOF,95.64570066253411,5.668307824828605,36,0
106,1,PatchHuberOOF,80.35515037520072,4.611604461434869,39,0
106,1,PatchFullFit,96.50678023056975,5.671747709743133,37,0
107,1,Raw,140.73411180044528,4.45099808606616,27,0
107,1,Huber,127.89266566878307,3.8537890026251063,40,0
107,1,PatchOOF,92.78551582384054,4.965425796346052,25,0
107,1,PatchHuberOOF,75.94258785537757,3.942472575577598,21,0
107,1,PatchFullFit,93.32849763655385,4.95215344248187,27,0
108,1,Raw,152.58342760433018,4.067371608672691,35,0
108,1,Huber,134.614974171632,3.3536569603291237,40,0
108,1,PatchOOF,107.14779120599023,4.4279234601047355,25,0
108,1,PatchHuberOOF,85.72962117908814,3.564382000905292,40,0
108,1,PatchFullFit,107.44860723931708,4.410522584653262,28,0
109,1,Raw,155.3584182942719,5.410446484977182,40,0
109,1,Huber,135.47880327575157,4.703976066208016,40,0
109,1,PatchOOF,111.97008876669044,5.8856421361113105,40,0
109,1,PatchHuberOOF,89.59933051793062,4.754694532674967,40,0
109,1,PatchFullFit,111.8481387855971,5.8662270943723405,40,0
110,1,Raw,154.93103432159253,4.247279631159857,35,0
110,1,Huber,133.85862196668285,3.810357152782886,40,0
110,1,PatchOOF,110.61654049495687,4.224892743577507,30,0
110,1,PatchHuberOOF,90.32154839037132,4.270626027509902,40,0
110,1,PatchFullFit,110.12055380925666,4.205343085598151,35,0
111,1,Raw,151.60713963371862,3.4788606302620155,22,0
111,1,Huber,132.13325340052887,3.0682455532288873,40,0
111,1,PatchOOF,110.21246152392737,4.1540465325077625,33,0
111,1,PatchHuberOOF,91.10336282496505,3.772026104211848,40,0
111,1,PatchFullFit,109.91922203044197,4.050939255737649,40,0
112,1,Raw,141.60235729512584,4.992766206425821,40,0
112,1,Huber,127.69626249774427,4.4896525376349,40,0
112,1,PatchOOF,101.7794545767916,5.644334407017885,40,0
112,1,PatchHuberOOF,86.94777044845523,5.02405870599794,40,0
112,1,PatchFullFit,101.47515328050658,5.587426306831842,40,0
113,1,Raw,147.2192248697433,4.473997149180935,20,0
113,1,Huber,126.84885533158905,3.81380255386726,40,0
113,1,PatchOOF,109.88554163803369,5.175175731620917,26,0
113,1,PatchHuberOOF,83.76157668082928,4.498419733601401,40,0
113,1,PatchFullFit,108.94057265265808,5.09777547212774,25,0
114,1,Raw,142.97439667322945,4.226165832479542,40,0
114,1,Huber,128.43710912112917,3.3343703109018943,25,0
114,1,PatchOOF,103.89911076910356,5.447415953006445,35,0
114,1,PatchHuberOOF,80.15147322140284,4.331563988539912,29,0
114,1,PatchFullFit,103.0942430318242,5.413302044906092,40,0
115,1,Raw,144.91023061336486,5.377881077119972,38,0
115,1,Huber,131.67101519655137,4.461143219567791,40,0
115,1,PatchOOF,101.63298298932233,6.309334716201898,40,0
115,1,PatchHuberOOF,81.0984696933327,5.324197507027667,40,0
115,1,PatchFullFit,101.11779588700354,6.260478040121594,40,0
116,1,Raw,149.922433238019,4.751034371055729,23,0
116,1,Huber,132.49108206217167,3.924102658312261,40,0
116,1,PatchOOF,107.10152085199125,5.474964695173106,40,0
116,1,PatchHuberOOF,83.78988842189698,4.751632371548988,40,0
116,1,PatchFullFit,106.67046083499825,5.361604554640608,35,0
117,1,Raw,153.56907382298374,4.998489937898328,40,0
117,1,Huber,134.61899360076987,4.44208554308321,26,0
117,1,PatchOOF,112.27775496806373,6.142939058091153,40,0
117,1,PatchHuberOOF,91.20794470895257,5.884917308186894,40,0
117,1,PatchFullFit,111.33707366003364,6.035941743515086,40,0
118,1,Raw,153.83096097291065,5.5359142110351565,40,0
118,1,Huber,133.9651839763251,5.381654980092339,40,0
118,1,PatchOOF,115.62308778932032,6.623694752399297,40,0
118,1,PatchHuberOOF,92.73434539217429,6.562003803249436,40,0
118,1,PatchFullFit,114.57858644052031,6.543625287880886,40,0
119,1,Raw,157.36190051746766,4.680253119728834,25,0
119,1,Huber,139.19079843739325,4.1162638086618895,40,0
119,1,PatchOOF,121.71877164458162,6.0019202812963846,29,0
119,1,PatchHuberOOF,102.290952658089,5.768734831583279,40,0
119,1,PatchFullFit,120.71442754889102,5.915857212373739,32,0
120,1,Raw,158.48341278192467,5.194079169962836,21,0
120,1,Huber,141.1590681495923,4.350669685344371,40,0
120,1,PatchOOF,124.43280528216899,6.4548026383169494,39,0
120,1,PatchHuberOOF,106.50573949288541,5.7909519890379615,40,0
120,1,PatchFullFit,123.44939701113321,6.373867688220812,40,0
121,1,Raw,163.0950185729123,6.0092930441585946,37,0
121,1,Huber,146.40415794726223,5.35285887486194,40,0
121,1,PatchOOF,126.34504042440372,7.350160233407572,40,0
121,1,PatchHuberOOF,109.30073294895918,6.95609957003058,40,0
121,1,PatchFullFit,125.094910170293,7.249135821965966,40,0
122,1,Raw,165.7026831257924,4.898303239405557,23,0
122,1,Huber,148.39727748126472,4.191282422295099,40,0
122,1,PatchOOF,128.6220436957627,5.740168380813854,23,0
122,1,PatchHuberOOF,111.23720610450779,5.453492942718357,40,0
122,1,PatchFullFit,127.6970643874385,5.645394786887146,28,0
123,1,Raw,173.17186035793398,4.97934691451544,29,0
123,1,Huber,154.0236394261045,4.482104127200869,40,0
123,1,PatchOOF,136.58505378603923,5.844346549577003,26,0
123,1,PatchHuberOOF,114.34993046244968,5.567577551886443,14,0
123,1,PatchFullFit,135.17431260242338,5.818246489943843,29,0
124,1,Raw,179.55956163217843,5.372625810235938,36,0
124,1,Huber,160.35695218730135,5.063797432554844,40,0
124,1,PatchOOF,140.97010389550982,6.516940590307743,37,0
124,1,PatchHuberOOF,126.8336795213296,5.9552589131185,40,0
124,1,PatchFullFit,139.72214676178558,6.49472903258132,37,0
125,1,Raw,171.70794254473446,5.297967763182165,28,0
125,1,Huber,154.764879565075,5.425254862025802,40,0
125,1,PatchOOF,132.5768508908752,6.69310518318486,40,0
125,1,PatchHuberOOF,119.62716420233151,6.310105111872817,40,0
125,1,PatchFullFit,131.38993363748898,6.663135911425856,40,0
126,1,Raw,157.97110075949666,4.633436460970543,27,0
126,1,Huber,145.1172579126868,4.268075903414993,40,0
126,1,PatchOOF,121.73795109970304,5.727598942034785,38,0
126,1,PatchHuberOOF,110.99271778364782,5.506971279580869,38,0
126,1,PatchFullFit,120.6639831942623,5.749502293177535,40,0
127,1,Raw,169.00418317221917,5.15877230574688,23,0
127,1,Huber,153.11565862417,4.306127673956462,40,0
127,1,PatchOOF,131.1475664031001,5.572635097430544,39,0
127,1,PatchHuberOOF,116.58523241257205,5.314710244901548,40,0
127,1,PatchFullFit,130.24097487989135,5.626595591984976,33,0
128,1,Raw,177.00262098992465,5.224223521507612,22,0
128,1,Huber,159.06446443272714,4.450046332701605,40,0
128,1,PatchOOF,141.26592730279066,5.231817189817067,27,0
128,1,PatchHuberOOF,121.64700246822869,5.168231695366567,40,0
128,1,PatchFullFit,140.19255799519556,5.208789144748071,26,0
129,1,Raw,181.34428975992185,6.015444101125957,40,0
129,1,Huber,161.1570867820051,5.581847431188272,40,0
129,1,PatchOOF,148.21424170523645,6.056358660901494,40,0
129,1,PatchHuberOOF,126.1916223502291,6.05674795104882,40,0
129,1,PatchFullFit,147.33599600944132,5.99184599119481,39,0
130,1,Raw,170.11749482180932,4.216859226933673,25,0
130,1,Huber,147.00124343421362,4.035065658387611,40,0
130,1,PatchOOF,136.8401464920668,4.994212434844004,28,0
130,1,PatchHuberOOF,115.44619076355062,5.381598614620904,40,0
130,1,PatchFullFit,135.9867625945082,4.963343374179429,27,0
131,1,Raw,165.7954790920251,4.828190324177673,38,0
131,1,Huber,144.28456022609762,4.476413349188193,40,0
131,1,PatchOOF,132.08684692500205,6.647348987938672,40,0
131,1,PatchHuberOOF,112.83920711839836,6.469508569122985,40,0
131,1,PatchFullFit,131.53415688322974,6.625411100754254,40,0
132,1,Raw,157.67035484980153,5.519522960338501,40,0
132,1,Huber,139.88333230485557,5.123329403100132,40,0
132,1,PatchOOF,125.6698420575648,7.035273844849276,40,0
132,1,PatchHuberOOF,103.82035588508502,6.350022084154818,40,0
132,1,PatchFullFit,125.12766188120119,7.008704360713645,40,0
133,1,Raw,155.9929060615343,4.611392793810133,36,0
133,1,Huber,138.45791371996805,3.67570047100325,40,0
133,1,PatchOOF,125.04559833039744,5.766948081034359,40,0
133,1,PatchHuberOOF,98.67979399545678,4.661338536511146,40,0
133,1,PatchFullFit,124.72973386601102,5.733905797097426,40,0
134,1,Raw,166.86330740421408,5.100147107624256,29,0
134,1,Huber,144.8546922931333,4.203060158855789,40,0
134,1,PatchOOF,129.55012792212824,5.8431562805249735,35,0
134,1,PatchHuberOOF,102.93546293064529,5.092519440487136,40,0
134,1,PatchFullFit,128.8403860422288,5.796791149987237,37,0
135,1,Raw,172.5600364430163,5.482565181114687,40,0
135,1,Huber,150.81849969474501,4.779772244749091,40,0
135,1,PatchOOF,129.37836382784803,4.8752827211670775,36,0
135,1,PatchHuberOOF,103.74204691348652,4.282387170249486,40,0
135,1,PatchFullFit,129.07589923335743,4.88966653031696,39,0
136,1,Raw,166.0177873164014,5.007369806393239,40,0
136,1,Huber,147.85535907957882,5.0042438906999855,40,0
136,1,PatchOOF,122.59824495719496,4.5671386042590205,39,0
136,1,PatchHuberOOF,96.6700019514877,3.507693992888029,24,0
136,1,PatchFullFit,122.30413700416491,4.552002033064963,40,0
137,1,Raw,161.40789163590279,3.1529516549448333,38,0
137,1,Huber,140.8387711466966,3.4796826021199765,40,0
137,1,PatchOOF,113.96239040288212,3.302992050753103,40,0
137,1,PatchHuberOOF,85.31143667478852,3.009462896904753,40,0
137,1,PatchFullFit,113.80433845210267,3.411096478616535,33,0
138,1,Raw,153.54050794159483,4.6170442336019075,33,0
138,1,Huber,137.88147206389704,4.470488630688403,40,0
138,1,PatchOOF,105.2956704325531,4.493902134492574,30,0
138,1,PatchHuberOOF,81.3411465865701,3.9220555464350073,40,0
138,1,PatchFullFit,105.27643132457952,4.545741492642773,36,0
139,1,Raw,150.8097917659292,3.5384670340288022,32,0
139,1,Huber,136.04409424340045,3.068875618327891,40,0
139,1,PatchOOF,100.26733369093687,3.3180383771314284,32,0
139,1,PatchHuberOOF,74.79340768275674,2.787600687426352,40,0
139,1,PatchFullFit,100.59198575321243,3.3477785997115563,30,0
140,2,Raw,163.55080020957504,5.042163121993831,33,0
140,2,Huber,145.23893105591017,4.641760525666574,40,0
140,2,PatchOOF,114.36652014043645,4.503013313678331,33,0
140,2,PatchHuberOOF,86.98363952257225,4.143058388471027,40,0
140,2,PatchFullFit,114.28097444565114,4.4743273530432885,30,0
141,2,Raw,167.325263815381,4.59590813706215,26,0
141,2,Huber,147.99048535912033,4.179425640538692,40,0
141,2,PatchOOF,117.46034304045513,4.101599527898516,35,0
141,2,PatchHuberOOF,93.18949476139696,3.6409720475138077,40,0
141,2,PatchFullFit,117.04614001728262,4.120231548352234,38,0
142,2,Raw,167.48296442893144,3.549922080933367,40,0
142,2,Huber,147.2571455803161,3.1535958141476517,40,0
142,2,PatchOOF,120.00482971212246,3.391696985127338,40,0
142,2,PatchHuberOOF,97.53475592375702,3.3318906719087966,40,0
142,2,PatchFullFit,119.49468803373418,3.4281231020699687,40,0
143,2,Raw,173.2980905011048,4.592022530624084,40,0
143,2,Huber,152.7791005412263,4.390015823021314,40,0
143,2,PatchOOF,128.12274065844576,4.606735683711199,26,0
143,2,PatchHuberOOF,106.29647753039878,4.486313585730833,40,0
143,2,PatchFullFit,127.1410712669161,4.5885630331716465,28,0
144,2,Raw,160.92697247757445,4.101290965579896,27,0
144,2,Huber,145.5115321879103,3.7155963401561123,40,0
144,2,PatchOOF,115.44091788767531,4.394103226972901,33,0
144,2,PatchHuberOOF,99.17131869214924,3.7998772526004743,40,0
144,2,PatchFullFit,114.78658793480868,4.371941331283029,31,0
145,2,Raw,161.97352733197442,5.859121372106108,36,0
145,2,Huber,144.25133386733788,5.3313341450721,40,0
145,2,PatchOOF,117.49857040716003,6.361321586278836,39,0
145,2,PatchHuberOOF,99.56792130558091,5.610862494118412,40,0
145,2,PatchFullFit,115.89502838270496,6.362864828765578,40,0
146,2,Raw,158.55648138854312,5.018791355436607,30,0
146,2,Huber,145.78261097621717,4.9087699589995015,40,0
146,2,PatchOOF,110.9217596637665,5.294744894660724,27,0
146,2,PatchHuberOOF,99.38200961829347,4.995643683080237,40,0
146,2,PatchFullFit,109.8031214010367,5.215249727793303,25,0
147,2,Raw,169.25049803969065,5.7006387081364895,40,0
147,2,Huber,152.48707765432727,5.061203179633785,40,0
147,2,PatchOOF,122.97425279831866,5.6435894682968755,30,0
147,2,PatchHuberOOF,104.60249224159993,5.317687813589028,40,0
147,2,PatchFullFit,121.62023601558454,5.5817682749028705,24,0
148,2,Raw,171.0491960099045,5.416161330478364,40,0
148,2,Huber,151.98060497713118,4.775663927048965,40,0
148,2,PatchOOF,125.18927250171707,5.680372684282731,35,0
148,2,PatchHuberOOF,105.75032203404365,5.016327729914267,40,0
148,2,PatchFullFit,123.97231047734508,5.652012246949585,33,0
149,2,Raw,174.76772426031093,4.944217138038342,34,0
149,2,Huber,153.75555298372393,4.505895617955847,40,0
149,2,PatchOOF,128.4090473939376,4.389837575348755,30,0
149,2,PatchHuberOOF,110.19356727817738,4.383872674271061,40,0
149,2,PatchFullFit,126.9896863763319,4.374561149399911,29,0
150,2,Raw,171.943414156315,5.7263214463370025,40,0
150,2,Huber,151.1186024708177,5.694800289043263,40,0
150,2,PatchOOF,128.24456025714017,5.821047869804701,40,0
150,2,PatchHuberOOF,109.84760422947983,5.6804290565973785,40,0
150,2,PatchFullFit,126.44412018681867,5.701190325907317,40,0
151,2,Raw,164.07611949653568,4.4808738541680935,24,0
151,2,Huber,143.31451211053474,4.441965157792323,40,0
151,2,PatchOOF,122.9886919772119,5.023885171999469,28,0
151,2,PatchHuberOOF,103.22451268005109,4.721376019199056,40,0
151,2,PatchFullFit,121.31253958940196,5.025600012892984,27,0
152,2,Raw,153.70343685454984,3.9882378399539142,40,0
152,2,Huber,136.99857612418327,3.5150972247535073,40,0
152,2,PatchOOF,114.87497208969907,4.848014907804669,32,0
152,2,PatchHuberOOF,94.10737725079174,4.21912366176898,40,0
152,2,PatchFullFit,113.5888721386402,4.897311538616736,30,0
153,2,Raw,158.42411654808822,5.046853040334088,27,0
153,2,Huber,143.0192735523717,4.3766037673771185,40,0
153,2,PatchOOF,117.52836574577626,5.681417547338257,30,0
153,2,PatchHuberOOF,96.63135340260624,4.968176817599019,40,0
153,2,PatchFullFit,116.30676399070316,5.684676038726652,30,0
154,2,Raw,157.00417428069878,3.9927711954391243,40,0
154,2,Huber,143.653252634475,3.5853893976149926,40,0
154,2,PatchOOF,115.553462367681,4.9079092609203645,36,0
154,2,PatchHuberOOF,93.93310403384099,4.46702799530149,34,0
154,2,PatchFullFit,114.30076588034355,4.9134075577370195,32,0
155,2,Raw,167.53618671274089,5.260933081487629,27,0
155,2,Huber,150.14923521473932,4.68847765575352,40,0
155,2,PatchOOF,124.22544985238017,5.779155498194459,37,0
155,2,PatchHuberOOF,100.82657370177667,5.118577960907303,40,0
155,2,PatchFullFit,122.86284735130752,5.744222766100302,38,0
156,2,Raw,166.73285885576394,3.9983519782016574,33,0
156,2,Huber,148.9212693332442,3.5382429975919747,40,0
156,2,PatchOOF,124.94310920079147,4.37490572166982,35,0
156,2,PatchHuberOOF,101.73369619041296,4.334953715958358,40,0
156,2,PatchFullFit,123.63434041915492,4.3292153682762855,29,0
157,2,Raw,169.2620621372592,4.629649706626047,40,0
157,2,Huber,150.0269784505687,4.549174908131821,40,0
157,2,PatchOOF,128.28307053347638,5.419314052051041,28,0
157,2,PatchHuberOOF,104.75874435863716,5.552494986403272,40,0
157,2,PatchFullFit,127.00207826129184,5.379228449826556,29,0
158,2,Raw,163.70390341946205,3.8578775818130047,40,0
158,2,Huber,144.60033148658096,3.786554447551581,40,0
158,2,PatchOOF,125.54100315133657,5.14521744164941,38,0
158,2,PatchHuberOOF,101.45350503209035,5.071669706292344,40,0
158,2,PatchFullFit,124.24617202562386,5.089107947512965,38,0
159,2,Raw,163.90606551228535,5.06143727872759,26,0
159,2,Huber,144.21705131270008,4.607326215290013,40,0
159,2,PatchOOF,128.84376435471628,6.303705355576531,28,0
159,2,PatchHuberOOF,106.12597835656543,5.646906747389353,34,0
159,2,PatchFullFit,127.56359007315193,6.241417366119818,32,0
160,2,Raw,162.39453725152765,4.713466895499295,25,0
160,2,Huber,143.54131117240814,3.8632417259675016,40,0
160,2,PatchOOF,125.61806397335695,5.920180591203756,32,0
160,2,PatchHuberOOF,106.2606644034418,5.394673306784224,25,0
160,2,PatchFullFit,123.58549807939286,5.850321768440882,29,0
161,2,Raw,170.18456764944426,5.977127250548304,40,0
161,2,Huber,150.60577669810226,5.126653307817679,40,0
161,2,PatchOOF,132.369151619993,7.039763894329175,40,0
161,2,PatchHuberOOF,110.67065167614912,5.92099791030584,17,0
161,2,PatchFullFit,130.94358178900282,6.980715730268034,40,0
162,2,Raw,168.83916811492188,5.005268122207851,25,0
162,2,Huber,150.67898556392444,4.1925271507204265,40,0
162,2,PatchOOF,130.8672477247011,6.046594087994895,30,0
162,2,PatchHuberOOF,111.06071476043819,5.217713739736372,40,0
162,2,PatchFullFit,129.0570573245797,6.069856041842434,32,0
163,2,Raw,178.42878621684721,6.192127734834441,40,0
163,2,Huber,159.9672272628906,5.6595182845797645,40,0
163,2,PatchOOF,139.54394839255826,6.975467320764647,40,0
163,2,PatchHuberOOF,124.13516514282217,6.52143767498595,40,0
163,2,PatchFullFit,137.7613199104147,6.989347407188656,40,0
164,2,Raw,173.70077073374077,4.249806213287386,40,0
164,2,Huber,155.29028176332716,4.297910266419836,40,0
164,2,PatchOOF,131.09316128069676,5.250804687540462,30,0
164,2,PatchHuberOOF,118.44704232981033,4.963239489566254,40,0
164,2,PatchFullFit,129.57311886063127,5.265556927196816,32,0
165,2,Raw,165.22863611562425,5.451534023696894,40,0
165,2,Huber,150.04022782364862,5.300653854732121,40,0
165,2,PatchOOF,126.83349879302472,6.259749289287784,40,0
165,2,PatchHuberOOF,113.17780112123751,6.104838133867584,40,0
165,2,PatchFullFit,125.23470850556215,6.290741331986733,40,0
166,2,Raw,159.5265427591356,3.30494984817665,40,0
166,2,Huber,146.6889082687036,2.728121397487499,40,0
166,2,PatchOOF,123.03575287656253,3.795169194217416,40,0
166,2,PatchHuberOOF,108.99511178347177,3.7607870578104294,40,0
166,2,PatchFullFit,122.02120849175994,3.7951079206294005,40,0
167,2,Raw,170.50493138468735,4.551717837505902,40,0
167,2,Huber,156.1077106799426,3.7635063397797572,40,0
167,2,PatchOOF,131.74088879223677,4.330564822458739,40,0
167,2,PatchHuberOOF,117.4983295334351,4.134771003387721,40,0
167,2,PatchFullFit,130.4623744706648,4.364340047419373,34,0
168,2,Raw,177.13534250629039,5.275221619309131,28,0
168,2,Huber,159.73723819514373,4.32881980675679,40,0
168,2,PatchOOF,139.97232213671106,5.035599574938792,33,0
168,2,PatchHuberOOF,122.2744843824989,4.726951614238713,40,0
168,2,PatchFullFit,138.0629156445311,5.161815983633346,28,0
169,2,Raw,181.9985815272385,6.085394730465948,40,0
169,2,Huber,163.81148081736575,5.725604636589529,40,0
169,2,PatchOOF,145.75958009549464,5.634601323307923,40,0
169,2,PatchHuberOOF,126.5462029419462,5.88987300999204,40,0
169,2,PatchFullFit,144.74494141700853,5.647857198188334,40,0
170,2,Raw,175.94615225493322,4.732444772235647,22,0
170,2,Huber,155.36604772090567,4.33506918772437,40,0
170,2,PatchOOF,141.5646999522332,4.803386219131465,25,0
170,2,PatchHuberOOF,120.44469748208611,5.284872060236032,40,0
170,2,PatchFullFit,140.88356267696932,4.915664708409275,29,0
171,2,Raw,167.9244982974671,3.7727630142057533,34,0
171,2,Huber,146.2881433889572,3.4221278372717947,40,0
171,2,PatchOOF,133.02348160299925,5.179484864793439,38,0
171,2,PatchHuberOOF,112.14870745526764,5.064365416893922,40,0
171,2,PatchFullFit,132.1746966320138,5.267450258461617,40,0
172,2,Raw,163.79764854702015,5.2625594656120755,31,0
172,2,Huber,143.78506937334217,4.944177456161832,40,0
172,2,PatchOOF,130.34756064393483,6.961276544101973,40,0
172,2,PatchHuberOOF,109.93377332143065,6.401655198177004,40,0
172,2,PatchFullFit,129.94616163173683,7.067114875981134,40,0
173,2,Raw,158.0890801854044,4.65190744384812,30,0
173,2,Huber,139.75663201927813,4.026192157281027,40,0
173,2,PatchOOF,126.6675075198627,5.250418180139596,40,0
173,2,PatchHuberOOF,102.59595297260311,4.545089709797905,40,0
173,2,PatchFullFit,126.54791129065029,5.302993761676103,40,0
174,2,Raw,165.8425097662203,4.282883460307769,40,0
174,2,Huber,145.47562790102694,3.427910898796577,40,0
174,2,PatchOOF,128.49577771674836,4.819694555024949,24,0
174,2,PatchHuberOOF,103.14260462358924,4.258898776146633,40,0
174,2,PatchFullFit,128.36419644831113,4.909439141550411,24,0
175,2,Raw,175.25620017956,6.07021821881762,40,0
175,2,Huber,153.15484827399558,4.9911876335827,40,0
175,2,PatchOOF,134.13492148664594,5.687525800910575,37,0
175,2,PatchHuberOOF,108.5372174152303,4.989257769500532,40,0
175,2,PatchFullFit,133.94169002407088,5.794579278768219,34,0
176,2,Raw,171.18548708368002,4.933213786107519,30,0
176,2,Huber,154.120354292475,4.449641115975592,40,0
176,2,PatchOOF,126.43167538159378,3.5033781342931385,32,0
176,2,PatchHuberOOF,102.84137142909294,2.920174846945549,40,0
176,2,PatchFullFit,126.68978445354098,3.5316154229299395,40,0
177,2,Raw,164.58726881420571,3.553502274617048,29,0
177,2,Huber,147.91033122557025,3.4398075711634464,40,0
177,2,PatchOOF,121.45249278778782,3.1837243573589618,37,0
177,2,PatchHuberOOF,93.26090031767643,2.3838496617713316,40,0
177,2,PatchFullFit,121.39047252172978,3.2672088378516055,33,0
178,2,Raw,162.04456683290886,3.1996670431407974,40,0
178,2,Huber,144.6515210007423,3.2209863708435615,40,0
178,2,PatchOOF,111.75167367375894,2.920371784218442,37,0
178,2,PatchHuberOOF,86.58093490612248,2.72773273026155,36,0
178,2,PatchFullFit,111.97413002498936,2.973899160263648,40,0
179,2,Raw,154.74439026767334,3.338475496205311,40,0
179,2,Huber,138.36975251684424,3.382445159298915,40,0
179,2,PatchOOF,103.12802061308355,3.474073410877679,29,0
179,2,PatchHuberOOF,79.60389254244201,3.233645448575951,40,0
179,2,PatchFullFit,102.92261488245887,3.5521527723099213,34,0
180,2,Raw,150.30226804290396,3.18622913177515,40,0
180,2,Huber,136.52688461646642,2.919353131180031,40,0
