trajectory,frame_id,method,perturbation_level,direction_id,translation_init_mm,rotation_init_deg,final_translation_error_mm,final_rotation_error_deg,iterations,termination_reason,hit_iteration_cap,hit_translation_boundary,hit_rotation_boundary,final_objective,ref_translation_error_mm,ref_rotation_error_deg,delta_init_t_mm,delta_init_r_deg,posthoc,safeguard,numerical_failure,solver_valid,capture_A,capture_B
VI,0,Huber,L0,none,0.0,0.0,137.80211559671113,4.725143915022509,40,cap,1,0,0,0.0009184191124927,137.80211559671113,4.725143915022509,0.0,0.0,0,0,0,1,False,False
VI,0,Huber,L1,v1,10.0,0.5,137.7830332251826,4.748080860589137,40,cap,1,0,0,0.0009174153587165,137.80211559671113,4.725143915022509,-0.0190823715285262,0.0229369455666272,0,0,0,1,False,False
VI,0,Huber,L1,v2,10.0,0.5,137.8009926648245,4.746402791825308,40,cap,1,0,0,0.0009175744639617,137.80211559671113,4.725143915022509,-0.0011229318866412,0.0212588768027988,0,0,0,1,False,False
VI,0,Huber,L1,v3,10.0,0.5,138.21742305499723,4.522728330361556,40,cap,1,0,0,0.0009130886898532,137.80211559671113,4.725143915022509,0.4153074582860938,-0.2024155846609536,0,0,0,1,False,False
VI,0,Huber,L1,v4,10.0,0.5,137.66486908947755,4.780020374319742,40,cap,1,0,0,0.00091715442045,137.80211559671113,4.725143915022509,-0.1372465072335842,0.0548764592972323,0,0,0,1,False,False
VI,0,Huber,L2,v1,30.0,1.0,137.87520362324696,4.706737021159346,40,cap,1,0,0,0.0009181029850441,137.80211559671113,4.725143915022509,0.073088026535828,-0.0184068938631636,0,0,0,1,False,False
VI,0,Huber,L2,v2,30.0,1.0,137.71832314472468,4.787073979271033,35,tol,0,0,0,0.0009178370888169,137.80211559671113,4.725143915022509,-0.0837924519864543,0.0619300642485232,0,0,0,1,False,False
VI,0,Huber,L2,v3,30.0,1.0,138.35783289304564,4.13910864398013,40,cap,1,0,0,0.0009123300071904,137.80211559671113,4.725143915022509,0.5557172963345067,-0.5860352710423795,0,0,0,1,False,False
VI,0,Huber,L2,v4,30.0,1.0,137.32449737278273,4.986250882702856,40,cap,1,0,0,0.0009106113091367,137.80211559671113,4.725143915022509,-0.4776182239284026,0.2611069676803463,0,0,0,1,False,False
VI,0,Huber,L3,v1,50.0,2.0,137.78233298806956,4.7357548708372255,40,cap,1,0,0,0.0009171472693266,137.80211559671113,4.725143915022509,-0.0197826086415773,0.010610955814716,0,0,0,1,False,False
VI,0,Huber,L3,v2,50.0,2.0,137.6643021213361,4.809707946781846,40,cap,1,0,0,0.0009193296937908,137.80211559671113,4.725143915022509,-0.1378134753750259,0.0845640317593368,0,0,0,1,False,False
VI,0,Huber,L3,v3,50.0,2.0,139.01490343550395,3.7210563429827617,40,cap,1,0,0,0.0009283883536958,137.80211559671113,4.725143915022509,1.2127878387928206,-1.0040875720397475,0,0,0,1,False,False
VI,0,Huber,L3,v4,50.0,2.0,137.07695371907064,5.367108035816303,40,cap,1,0,0,0.00092046293734,137.80211559671113,4.725143915022509,-0.7251618776404882,0.6419641207937934,0,0,0,1,False,False
VI,0,Patch,L0,none,0.0,0.0,106.61129452244052,5.764873846447402,32,tol,0,0,0,0.0038948834923475,106.61129452244052,5.764873846447402,0.0,0.0,0,0,0,1,False,False
VI,0,Patch,L1,v1,10.0,0.5,106.65026622826532,5.762800436253338,28,tol,0,0,0,0.0038949009690894,106.61129452244052,5.764873846447402,0.0389717058247924,-0.0020734101940638,0,0,0,1,False,False
