trajectory,frame_id,method,perturbation_level,direction_id,translation_init_mm,rotation_init_deg,final_translation_error_mm,final_rotation_error_deg,iterations,termination_reason,hit_iteration_cap,hit_translation_boundary,hit_rotation_boundary,final_objective,ref_translation_error_mm,ref_rotation_error_deg,delta_init_t_mm,delta_init_r_deg,posthoc
VI,0,PatchHuber,L5,v4,200.0,10.0,83.44434686578613,8.239121024776296,40,cap,1,0,0,0.0011883195436636768,89.23532731735456,5.415370849675565,-5.79098045156843,2.823750175100731,0
VI,0,PatchHuber,L6,v1,300.0,15.0,89.28392988656122,5.567505379145125,40,cap,1,0,0,0.0011236935404735212,89.23532731735456,5.415370849675565,0.048602569206664725,0.15213452946955996,0
VI,0,PatchHuber,L6,v2,300.0,15.0,262.9558560862115,15.000000000000002,1,boundary,0,0,1,,89.23532731735456,5.415370849675565,173.72052876885692,9.584629150324437,0
VI,0,PatchHuber,L6,v3,300.0,15.0,259.75971793710323,15.000000000000002,1,boundary,0,0,1,,89.23532731735456,5.415370849675565,170.52439061974866,9.584629150324437,0
VI,0,PatchHuber,L6,v4,300.0,15.0,86.54318149656115,14.977132377523068,6,boundary,0,0,1,0.0032383181281955583,89.23532731735456,5.415370849675565,-2.6921458207934137,9.561761527847503,0
VI,26,Raw,L4,v1,100.0,5.0,153.4003773443218,4.430809329788339,40,cap,1,0,0,0.005453803833630475,153.02759628245957,4.624442332102668,0.37278106186224136,-0.19363300231432934,0
VI,26,Raw,L4,v2,100.0,5.0,152.85333007014412,4.8318898220858095,36,tol,0,0,0,0.005452923922018115,153.02759628245957,4.624442332102668,-0.1742662123154446,0.20744748998314133,0
VI,26,Raw,L4,v3,100.0,5.0,153.0198685547528,4.626763414308189,32,tol,0,0,0,0.005452814278228019,153.02759628245957,4.624442332102668,-0.0077277277067651085,0.0023210822055208524,0
VI,26,Raw,L4,v4,100.0,5.0,153.02993512430922,4.6246563126377715,40,tol,0,0,0,0.00545281800349629,153.02759628245957,4.624442332102668,0.002338841849649498,0.00021398053510335302,0
VI,26,Raw,L5,v1,200.0,10.0,153.47309607249227,4.224511152230699,40,cap,1,0,0,0.005455789552793883,153.02759628245957,4.624442332102668,0.4454997900326987,-0.39993117987196936,0
VI,26,Raw,L5,v2,200.0,10.0,152.86933047141824,4.894348646025576,40,cap,1,0,0,0.0054530502317364825,153.02759628245957,4.624442332102668,-0.15826581104133197,0.26990631392290787,0
VI,26,Raw,L5,v3,200.0,10.0,152.9854558797097,4.628905074888988,33,tol,0,0,0,0.0054528101500500295,153.02759628245957,4.624442332102668,-0.04214040274987951,0.004462742786319751,0
VI,26,Raw,L5,v4,200.0,10.0,153.07699264062683,4.602819766030572,40,cap,1,0,0,0.005452882234350109,153.02759628245957,4.624442332102668,0.049396358167257404,-0.02162256607209656,0
VI,26,Raw,L6,v1,300.0,15.0,153.57284911333002,4.0227367367116535,40,cap,1,0,0,0.005458984125929854,153.02759628245957,4.624442332102668,0.545252830870453,-0.6017055953910146,0
VI,26,Raw,L6,v2,300.0,15.0,152.828902412107,4.957874397006023,40,cap,1,0,0,0.0054533439875131045,153.02759628245957,4.624442332102668,-0.1986938703525709,0.33343206490335486,0
VI,26,Raw,L6,v3,300.0,15.0,153.09164332942493,4.593743199520876,40,cap,1,0,0,0.005452910607601669,153.02759628245957,4.624442332102668,0.06404704696535646,-0.03069913258179202,0
VI,26,Raw,L6,v4,300.0,15.0,153.20217020898792,4.558082129791491,40,cap,1,0,0,0.005453074659298723,153.02759628245957,4.624442332102668,0.17457392652835324,-0.06636020231117712,0
VI,26,Huber,L4,v1,100.0,5.0,134.04603460006683,3.2568504654338866,40,cap,1,0,0,0.0017437344577227488,133.84608499099338,3.6678973050625965,0.1999496090734567,-0.4110468396287099,0
VI,26,Huber,L4,v2,100.0,5.0,133.51895707371415,3.9648124749004636,40,cap,1,0,0,0.0017522129163545918,133.84608499099338,3.6678973050625965,-0.32712791727922763,0.29691516983786714,0
VI,26,Huber,L4,v3,100.0,5.0,134.1104281399542,3.8496205454489174,40,cap,1,0,0,0.001769634919244824,133.84608499099338,3.6678973050625965,0.264343148960819,0.18172324038632093,0
VI,26,Huber,L4,v4,100.0,5.0,133.76532950950207,3.451367131238815,40,cap,1,0,0,0.0017248817722978589,133.84608499099338,3.6678973050625965,-0.08075548149130896,-0.2165301738237817,0
VI,26,Huber,L5,v1,200.0,10.0,134.42224736209184,2.807973046362782,40,cap,1,0,0,0.0017547582431876345,133.84608499099338,3.6678973050625965,0.5761623710984622,-0.8599242586998144,0
VI,26,Huber,L5,v2,200.0,10.0,133.55217793121892,4.152214019499012,40,cap,1,0,0,0.0017609655451841474,133.84608499099338,3.6678973050625965,-0.29390705977445464,0.48431671443641555,0
VI,26,Huber,L5,v3,200.0,10.0,134.4154383249102,3.9066428315535826,40,cap,1,0,0,0.001807802920846418,133.84608499099338,3.6678973050625965,0.5693533339168368,0.23874552649098613,0
VI,26,Huber,L5,v4,200.0,10.0,133.71311138662523,3.4387380213610315,40,cap,1,0,0,0.0017169356669142018,133.84608499099338,3.6678973050625965,-0.13297360436814643,-0.22915928370156502,0
VI,26,Huber,L6,v1,300.0,15.0,135.19030800123386,2.3369580396702587,40,cap,1,0,0,0.001784668784068839,133.84608499099338,3.6678973050625965,1.3442230102404835,-1.3309392653923378,0
VI,26,Huber,L6,v2,300.0,15.0,133.53067903423656,4.2626001241852025,40,cap,1,0,0,0.0017704208887065606,133.84608499099338,3.6678973050625965,-0.3154059567568197,0.594702819122606,0
VI,26,Huber,L6,v3,300.0,15.0,135.00727653077573,3.9377248242030114,40,cap,1,0,0,0.0018489576810745538,133.84608499099338,3.6678973050625965,1.161191539782351,0.2698275191404149,0
VI,26,Huber,L6,v4,300.0,15.0,133.72277187311056,3.3804020195084545,40,cap,1,0,0,0.0017207941605961643,133.84608499099338,3.6678973050625965,-0.12331311788281596,-0.28749528555414194,0
VI,26,Patch,L4,v1,100.0,5.0,106.09398594232964,3.752032889003838,40,cap,1,0,0,0.004782866798392766,105.92503864172004,3.9341968204733644,0.16894730060960228,-0.18216393146952647,0
VI,26,Patch,L4,v2,100.0,5.0,105.74167458760081,4.087012094244466,38,tol,0,0,0,0.0047827048611286975,105.92503864172004,3.9341968204733644,-0.18336405411922385,0.1528152737711017,0
VI,26,Patch,L4,v3,100.0,5.0,105.89398343507605,3.9689869037048737,30,tol,0,0,0,0.00478256649667558,105.92503864172004,3.9341968204733644,-0.03105520664398398,0.03479008323150934,0
VI,26,Patch,L4,v4,100.0,5.0,105.9851438554605,3.905853422173782,21,tol,0,0,0,0.004782576541537906,105.92503864172004,3.9341968204733644,0.06010521374047073,-0.028343398299582212,0
VI,26,Patch,L5,v1,200.0,10.0,106.05403575078795,3.686600288796911,40,cap,1,0,0,0.004783065669082835,105.92503864172004,3.9341968204733644,0.1289971090679103,-0.24759653167645324,0
VI,26,Patch,L5,v2,200.0,10.0,105.70971933436665,4.148685220785795,40,cap,1,0,0,0.004782900914418403,105.92503864172004,3.9341968204733644,-0.21531930735338278,0.214488400312431,0
VI,26,Patch,L5,v3,200.0,10.0,106.00487719294779,3.8662230995864193,33,tol,0,0,0,0.004782592022118661,105.92503864172004,3.9341968204733644,0.07983855122775196,-0.06797372088694509,0
VI,26,Patch,L5,v4,200.0,10.0,106.01778596361093,3.8743626933730506,20,tol,0,0,0,0.004782588640447872,105.92503864172004,3.9341968204733644,0.09274732189089718,-0.05983412710031377,0
VI,26,Patch,L6,v1,300.0,15.0,106.13598347542603,3.665675311600517,40,cap,1,0,0,0.004783233133443135,105.92503864172004,3.9341968204733644,0.21094483370599448,-0.2685215088728472,0
VI,26,Patch,L6,v2,300.0,15.0,105.6386399038826,4.22379326939069,40,cap,1,0,0,0.004783398521916126,105.92503864172004,3.9341968204733644,-0.2863987378374304,0.2895964489173255,0
VI,26,Patch,L6,v3,300.0,15.0,106.07828477107273,3.7766278254324894,40,tol,0,0,0,0.004782774451295194,105.92503864172004,3.9341968204733644,0.153246129352695,-0.15756899504087496,0
VI,26,Patch,L6,v4,300.0,15.0,105.94498733826714,3.8282933965962127,32,tol,0,0,0,0.004782630241294513,105.92503864172004,3.9341968204733644,0.01994869654710385,-0.10590342387715168,0
VI,26,PatchHuber,L4,v1,100.0,5.0,81.96270411081659,2.6592831975787448,30,tol,0,0,0,0.0015760297292313082,81.19042147444117,3.1751087348771527,0.7722826363754223,-0.515825537298408,0
VI,26,PatchHuber,L4,v2,100.0,5.0,81.34504130747341,3.402936026854816,40,cap,1,0,0,0.0015680481844979888,81.19042147444117,3.1751087348771527,0.15461983303224258,0.22782729197766338,0
VI,26,PatchHuber,L4,v3,100.0,5.0,81.4340293789347,3.174928550639743,40,cap,1,0,0,0.001568410866995467,81.19042147444117,3.1751087348771527,0.24360790449352976,-0.00018018423740961964,0
VI,26,PatchHuber,L4,v4,100.0,5.0,80.9282576441758,3.1456761638313853,40,cap,1,0,0,0.0015638408385106814,81.19042147444117,3.1751087348771527,-0.26216383026536505,-0.029432571045767464,0
VI,26,PatchHuber,L5,v1,200.0,10.0,81.88232833720905,2.599440275469852,40,cap,1,0,0,0.0015698380106149753,81.19042147444117,3.1751087348771527,0.6919068627678797,-0.5756684594073009,0
VI,26,PatchHuber,L5,v2,200.0,10.0,81.75933867046034,3.5887366358790014,40,cap,1,0,0,0.0015846205234361014,81.19042147444117,3.1751087348771527,0.5689171960191715,0.41362790100184865,0
VI,26,PatchHuber,L5,v3,200.0,10.0,82.19923351401417,3.147705047530135,40,cap,1,0,0,0.0015873628776618192,81.19042147444117,3.1751087348771527,1.0088120395730016,-0.02740368734701759,0
VI,26,PatchHuber,L5,v4,200.0,10.0,80.8924170542967,3.1237014202401383,40,cap,1,0,0,0.0015625582724008887,81.19042147444117,3.1751087348771527,-0.2980044201444656,-0.05140731463701442,0
VI,26,PatchHuber,L6,v1,300.0,15.0,82.01034184291085,2.43807747472264,40,cap,1,0,0,0.0015744881354226481,81.19042147444117,3.1751087348771527,0.8199203684696812,-0.7370312601545126,0
VI,26,PatchHuber,L6,v2,300.0,15.0,82.10035432706731,3.7601382909506382,40,cap,1,0,0,0.0015993565237558756,81.19042147444117,3.1751087348771527,0.9099328526261417,0.5850295560734855,0
VI,26,PatchHuber,L6,v3,300.0,15.0,82.98399743241313,3.0740362661660856,40,cap,1,0,0,0.001602604293951198,81.19042147444117,3.1751087348771527,1.7935759579719672,-0.10107246871106712,0
VI,26,PatchHuber,L6,v4,300.0,15.0,81.1590414955817,3.033317981965526,40,cap,1,0,0,0.0015624698730802426,81.19042147444117,3.1751087348771527,-0.0313799788594622,-0.14179075291162668,0
VI,51,Raw,L4,v1,100.0,5.0,160.53324467738304,6.613115429986921,40,cap,1,0,0,0.0051691299190226294,161.54767054974485,5.6920869335548305,-1.0144258723618123,0.9210284964320907,0
VI,51,Raw,L4,v2,100.0,5.0,162.98997963462818,4.698438876848006,40,cap,1,0,0,0.005181579438617686,161.54767054974485,5.6920869335548305,1.442309084883334,-0.9936480567068244,0
VI,51,Raw,L4,v3,100.0,5.0,161.68905905943006,5.610853320410148,40,cap,1,0,0,0.005163306696658567,161.54767054974485,5.6920869335548305,0.1413885096852141,-0.08123361314468269,0
VI,51,Raw,L4,v4,100.0,5.0,161.45023265487694,5.930363296551309,40,cap,1,0,0,0.005161988638305589,161.54767054974485,5.6920869335548305,-0.09743789486790888,0.23827636299647814,0
VI,51,Raw,L5,v1,200.0,10.0,121.24645493895996,14.37918487660255,5,boundary,0,0,1,0.008445949194363356,161.54767054974485,5.6920869335548305,-40.301215610784894,8.687097943047718,0
VI,51,Raw,L5,v2,200.0,10.0,164.38314574026774,3.2900271323521277,40,cap,1,0,0,0.005303470357026472,161.54767054974485,5.6920869335548305,2.835475190522885,-2.402059801202703,0
VI,51,Raw,L5,v3,200.0,10.0,161.73488434040704,5.5911478667027215,40,cap,1,0,0,0.005163428967269722,161.54767054974485,5.6920869335548305,0.18721379066218446,-0.10093906685210907,0
VI,51,Raw,L5,v4,200.0,10.0,161.030036224159,6.3842071092907595,40,cap,1,0,0,0.005165583229822654,161.54767054974485,5.6920869335548305,-0.5176343255858455,0.692120175735929,0
VI,51,Raw,L6,v1,300.0,15.0,227.11070263942554,15.000000000000002,1,boundary,0,0,1,,161.54767054974485,5.6920869335548305,65.56303208968069,9.30791306644517,0
VI,51,Raw,L6,v2,300.0,15.0,196.8269451860344,14.746655797204387,3,boundary,0,0,1,0.01407292639664227,161.54767054974485,5.6920869335548305,35.27927463628956,9.054568863649557,0
VI,51,Raw,L6,v3,300.0,15.0,161.71973706736063,5.553583028841495,40,cap,1,0,0,0.005163628057472256,161.54767054974485,5.6920869335548305,0.17206651761577518,-0.1385039047133354,0
VI,51,Raw,L6,v4,300.0,15.0,243.1250013508853,15.000000000000002,1,boundary,0,0,1,,161.54767054974485,5.6920869335548305,81.57733080114045,9.30791306644517,0
VI,51,Huber,L4,v1,100.0,5.0,143.0964873018995,6.462047535261265,40,cap,1,0,0,0.002069692128800074,144.36044377390084,4.89801287911567,-1.2639564720013539,1.5640346561455951,0
VI,51,Huber,L4,v2,100.0,5.0,146.47132093625666,3.436305701262319,40,cap,1,0,0,0.0020854897500405256,144.36044377390084,4.89801287911567,2.11087716235582,-1.4617071778533508,0
VI,51,Huber,L4,v3,100.0,5.0,143.8322616936277,4.87518039151689,40,cap,1,0,0,0.002007076696474067,144.36044377390084,4.89801287911567,-0.5281820802731545,-0.022832487598779316,0
VI,51,Huber,L4,v4,100.0,5.0,143.54886978464876,5.357124946534265,40,cap,1,0,0,0.0020159936737725523,144.36044377390084,4.89801287911567,-0.8115739892520821,0.45911206741859534,0
VI,51,Huber,L5,v1,200.0,10.0,118.10988593471622,14.57178534338524,6,boundary,0,0,1,0.0055798721567352225,144.36044377390084,4.89801287911567,-26.250557839184623,9.673772464269572,0
VI,51,Huber,L5,v2,200.0,10.0,149.8800397800129,3.077589014923473,40,cap,1,0,0,0.0024080358727662484,144.36044377390084,4.89801287911567,5.519596006112067,-1.8204238641921968,0
VI,51,Huber,L5,v3,200.0,10.0,143.6925989950518,4.7802738478443105,40,cap,1,0,0,0.001992008557393578,144.36044377390084,4.89801287911567,-0.6678447788490303,-0.1177390312713591,0
VI,51,Huber,L5,v4,200.0,10.0,142.66076748737666,6.061659889956436,40,cap,1,0,0,0.0020314151395515036,144.36044377390084,4.89801287911567,-1.6996762865241806,1.1636470108407666,0
VI,51,Huber,L6,v1,300.0,15.0,239.10964615551302,15.000000000000002,1,boundary,0,0,1,,144.36044377390084,4.89801287911567,94.74920238161218,10.101987120884331,0
VI,51,Huber,L6,v2,300.0,15.0,253.09359094926324,15.000000000000002,1,boundary,0,0,1,,144.36044377390084,4.89801287911567,108.7331471753624,10.101987120884331,0
VI,51,Huber,L6,v3,300.0,15.0,143.67309138622892,4.654627684641824,40,cap,1,0,0,0.001980144137813611,144.36044377390084,4.89801287911567,-0.6873523876719219,-0.24338519447384588,0
VI,51,Huber,L6,v4,300.0,15.0,248.64432406223278,15.000000000000002,1,boundary,0,0,1,,144.36044377390084,4.89801287911567,104.28388028833194,10.101987120884331,0
VI,51,Patch,L4,v1,100.0,5.0,123.11931720944881,6.743655992125539,40,cap,1,0,0,0.005029156437939861,124.6379027901713,6.102829528002945,-1.5185855807224868,0.6408264641225934,0
VI,51,Patch,L4,v2,100.0,5.0,125.79153012107108,5.174674662853391,40,cap,1,0,0,0.005038840322545601,124.6379027901713,6.102829528002945,1.1536273308997806,-0.9281548651495539,0
VI,51,Patch,L4,v3,100.0,5.0,124.71693750557236,5.992052420683033,40,cap,1,0,0,0.005026112676334375,124.6379027901713,6.102829528002945,0.07903471540106466,-0.11077710731991264,0
VI,51,Patch,L4,v4,100.0,5.0,124.21675479867004,6.273497379825142,40,cap,1,0,0,0.005025735302866185,124.6379027901713,6.102829528002945,-0.4211479915012575,0.17066785182219668,0
VI,51,Patch,L5,v1,200.0,10.0,122.18903598589502,7.9004874622443815,40,cap,1,0,0,0.005053547029689151,124.6379027901713,6.102829528002945,-2.4488668042762782,1.7976579342414363,0
VI,51,Patch,L5,v2,200.0,10.0,127.3895360833574,3.5720035300548116,40,cap,1,0,0,0.005113969999534489,124.6379027901713,6.102829528002945,2.751633293186103,-2.5308259979481336,0
VI,51,Patch,L5,v3,200.0,10.0,124.86340085673795,5.9415538458155766,40,cap,1,0,0,0.005026511281316515,124.6379027901713,6.102829528002945,0.22549806656665794,-0.16127568218736865,0
VI,51,Patch,L5,v4,200.0,10.0,123.44682767487711,6.555343152612859,40,cap,1,0,0,0.005027145519139044,124.6379027901713,6.102829528002945,-1.1910751152941828,0.45251362460991373,0
VI,51,Patch,L6,v1,300.0,15.0,221.13748351970082,15.000000000000002,1,boundary,0,0,1,,124.6379027901713,6.102829528002945,96.49958072952953,8.897170471997057,0
VI,51,Patch,L6,v2,300.0,15.0,133.42630594041927,14.909219982300556,8,boundary,0,0,1,0.007729113432591557,124.6379027901713,6.102829528002945,8.788403150247973,8.80639045429761,0
VI,51,Patch,L6,v3,300.0,15.0,124.89171915273504,5.870651422985291,40,cap,1,0,0,0.005027082481194459,124.6379027901713,6.102829528002945,0.2538163625637395,-0.23217810501765435,0
VI,51,Patch,L6,v4,300.0,15.0,237.97091060436878,15.000000000000002,1,boundary,0,0,1,,124.6379027901713,6.102829528002945,113.33300781419749,8.897170471997057,0
VI,51,PatchHuber,L4,v1,100.0,5.0,102.85673306210137,7.414875438697852,40,cap,1,0,0,0.002176938453773607,108.25782762513559,5.645898302735417,-5.401094563034221,1.7689771359624347,0
VI,51,PatchHuber,L4,v2,100.0,5.0,111.97370536877999,3.9579874600103504,40,cap,1,0,0,0.00225076781816838,108.25782762513559,5.645898302735417,3.7158777436443984,-1.6879108427250666,0
VI,51,PatchHuber,L4,v3,100.0,5.0,108.71925420383866,5.466854508192526,40,cap,1,0,0,0.0021976593561896635,108.25782762513559,5.645898302735417,0.4614265787030689,-0.1790437945428911,0
VI,51,PatchHuber,L4,v4,100.0,5.0,106.0886956459622,6.266801971681417,40,cap,1,0,0,0.0021828034118903743,108.25782762513559,5.645898302735417,-2.169131979173386,0.6209036689460001,0
VI,51,PatchHuber,L5,v1,200.0,10.0,80.2330879632088,14.86197073958329,10,boundary,0,0,1,0.003714485671571698,108.25782762513559,5.645898302735417,-28.024739661926787,9.216072436847874,0
VI,51,PatchHuber,L5,v2,200.0,10.0,116.10762369154412,2.0123003574850453,40,cap,1,0,0,0.0025265242270612813,108.25782762513559,5.645898302735417,7.84979606640853,-3.6335979452503717,0
VI,51,PatchHuber,L5,v3,200.0,10.0,109.15235507196046,5.344324378065972,40,cap,1,0,0,0.0022061055980309575,108.25782762513559,5.645898302735417,0.894527446824867,-0.3015739246694453,0
VI,51,PatchHuber,L5,v4,200.0,10.0,103.53799317673176,7.02937362495142,40,cap,1,0,0,0.0021718597974965154,108.25782762513559,5.645898302735417,-4.71983444840383,1.383475322216003,0
VI,51,PatchHuber,L6,v1,300.0,15.0,236.24693309460105,15.000000000000002,1,boundary,0,0,1,,108.25782762513559,5.645898302735417,127.98910546946546,9.354101697264586,0
