traj,order,scan,cos_global,cos_patch,cos_full
v,278,278,0.18083543061452087,0.7125374577664119,0.9774205213759175
v,279,279,0.218431722760799,0.7266135704714894,0.9668578639073069
v,280,280,0.2107053644500097,0.7698679783622443,0.9652175999624053
v,281,281,0.18381839876899078,0.8108542818115706,0.9722611707607408
v,282,282,0.1656931606039003,0.8122158412187207,0.9711002765453177
v,283,283,0.15779420780282535,0.8129986220634905,0.9859057969824117
v,284,284,0.13551998611802038,0.77958785579586,0.9368149123698358
v,285,285,0.14228032758646483,0.7875938686115971,0.9388232379888698
v,286,286,0.13264699646223832,0.7831000946542088,0.9650439386996376
v,287,287,0.11848045662876963,0.7396442390833426,0.9391517833208207
v,288,288,0.09987559405960023,0.7331962768299544,0.9254422921276023
v,289,289,0.03463741005754088,0.6903696551600803,0.9523099530397231
v,290,290,0.09388631777899499,0.69894351435799,0.9933360592590628
v,291,291,0.029530238881128146,0.7040620421720766,0.9994476987368703
v,292,292,0.08080641249708026,0.688590865562487,0.9735875177691675
v,293,293,0.10092297027058106,0.7020648724990197,0.9791239628159536
v,294,294,0.015731890949076337,0.6768555088125034,0.9907602689076265
v,295,295,0.028483595887945086,0.6982420224157152,0.9927900097397626
v,296,296,0.022658651340311736,0.7642083436205137,0.9945106946839928
v,297,297,0.016658370297357075,0.7365164469206129,0.9954604372641735
v,298,298,-0.024554121299588564,0.7620940058261801,0.9878016987885814
v,299,299,0.023793866093881056,0.7781613009052767,0.9505684700200004
v,300,300,0.07741307071506355,0.7869643291685217,0.8910606415979855
v,301,301,0.09666092472480106,0.7794749834652819,0.9225360697489207
v,302,302,0.08608930351337844,0.7500505818586055,0.8330271199495244
v,303,303,0.01783362226028961,0.7379500103104837,0.8176438806426514
v,304,304,0.02340379074990612,0.7130942936186924,0.9419582080667417
v,305,305,0.016478571828526658,0.718928624318948,0.9550373985661855
v,306,306,0.015409651450009955,0.749117821607269,0.9640820467397578
v,307,307,0.06730313638094931,0.7877615179523526,0.9561710822879605
v,308,308,0.49310272372936886,0.7874799294485734,0.738680088917072
v,309,309,0.03409316457316535,0.8727692970090051,0.9668820432093006
v,310,310,0.050140186607196324,0.8667040128318164,0.9500353232088048
v,311,311,0.025894517350964614,0.8916254542145385,0.9682846738412225
v,312,312,0.0029946266326097088,0.8578060366915486,0.9646612963329586
v,313,313,0.03986449464639094,0.8656970619417544,0.9619890531174966
v,314,314,0.040580226428550165,0.83443008556596,0.928487269582623
v,315,315,0.026713356469419216,0.8104103268104054,0.9131897649606671
v,316,316,0.06722153494787848,0.8041949770172071,0.8925269868971947
v,317,317,0.0655767193085963,0.7554094078200131,0.8627980591650714
v,318,318,0.05394507475572244,0.7469195835860662,0.8601188905367513
v,319,319,0.10377581510467683,0.7611171612345271,0.8571319756357527
v,320,320,0.1095736289593348,0.731371594866632,0.8410993217694547
v,321,321,0.12887504043797945,0.7491249093964132,0.8671629598274357
v,322,322,0.15487387724733181,0.7302637451639823,0.840552887606393
v,323,323,0.1636017411216598,0.7643043669581854,0.8427135243237024
v,324,324,0.14389337030027755,0.7710621759392184,0.8207272105367848
v,325,325,0.07385993688482091,0.747013102056733,0.7776335738898169
v,326,326,0.09825769262030186,0.7586519141024848,0.7223787975926689
v,327,327,0.10353304995914608,0.7445253323606573,0.7011544229548093
v,328,328,0.02226946514276841,0.7279954448992185,0.6542280906365413
v,329,329,0.5545907116281961,0.6867631970905113,0.5443302447530848
v,330,330,0.07859733701660632,0.7177642968077131,0.5961892932381246
v,331,331,0.0918635578485642,0.7044719039121582,0.5991363330646651
v,332,332,0.0811530339406686,0.7018039122308937,0.5873216602960653
v,333,333,0.04333114760750985,0.6780978663529917,0.5651191416600189
v,334,334,0.0772761133110442,0.7101109917590697,0.5293373828582862
v,335,335,0.07015226885068991,0.7045218378562796,0.40680824858457515
v,336,336,0.08762418997180611,0.7471023925271609,0.5110318355160662
v,337,337,0.011922810223159004,0.8044499464845938,0.4881168904331894
v,338,338,0.029128205712579562,0.8086392774287469,0.3145264868574206
v,339,339,-0.016890357030758595,0.824942482168428,0.36565505148927807
v,340,340,0.002346785453955509,0.8099086789800413,0.21642467661689155
v,341,341,0.01579911545755095,0.8187094179161658,0.18143265542103193
v,342,342,0.04219735530479422,0.8032419319685064,0.5752122052777991
v,343,343,0.02361818075422871,0.7974029611696501,0.5016818404194933
v,344,344,0.10615089809281197,0.778133718420732,0.5219956884658823
v,345,345,0.11870957936196712,0.7363316197559092,0.48001157651150084
v,346,346,0.09926853879244012,0.7341678510437194,0.7312962210386384
v,347,347,0.11458667897078849,0.7228473245686449,0.7191982380677491
v,348,348,0.13165208687860258,0.7046819723498909,0.7703818877075926
v,349,349,0.18929520202170913,0.7337187323931723,0.7951368731235202
v,350,350,0.1583835801139106,0.7060086942206775,0.7927626451423467
v,351,351,0.13310919600090249,0.730188951429344,0.8551544903846846
v,352,352,0.13092453118546188,0.7580693851587392,0.8938299141333608
v,353,353,0.13366582765413546,0.7421846560365106,0.8835415752876616
v,354,354,0.1257512667039738,0.7709901151773938,0.918281615602358
v,355,355,0.12494959035039492,0.7623154338602225,0.9007458010122747
v,356,356,0.09073994080805163,0.7671503039689854,0.9102229235354783
v,357,357,0.10510771509182122,0.7809958191400336,0.9442914952392149
v,358,358,0.07156104505887802,0.7441091747716231,0.9292788242466398
v,359,359,0.09890745897405129,0.7450282510527038,0.9930565925601642
v,360,360,0.12222709018962118,0.7310149167144981,0.991626089952469
v,361,361,0.13731304533718616,0.7197168728490281,0.9801057395594205
v,362,362,0.16379818607664892,0.738035578678003,0.9779557807105507
v,363,363,0.20103202417493637,0.7152283349456593,0.976766134546667
v,364,364,0.21726499673309654,0.7516872133277326,0.9724596342266602
v,365,365,0.20977316807733531,0.782594502169839,0.9685291602876831
v,366,366,0.17355040105761443,0.8003886531137101,0.9789732535342628
v,367,367,0.19588895570272966,0.824293009544625,0.9658985543457795
v,368,368,0.1700221481506821,0.8166128939414715,0.9674122479954975
v,369,369,0.141678648277134,0.7952978213091286,0.9611188707085598
v,370,370,0.24571254314446866,0.7942158572966312,0.9935028141704901
v,371,371,0.1338915151216386,0.7973385139227522,0.9487849821385805
v,372,372,0.12554809291951807,0.7813639149936286,0.9560652627719862
v,373,373,0.09916800914586779,0.7700843224183329,0.9573606646398979
v,374,374,0.44048232736211823,0.6534196654568261,0.8453959106196818
v,375,375,0.3206460867376936,0.6901426339385851,0.9600055840927948
v,376,376,0.06444642177008836,0.6953104519396563,0.9953359689633112
v,377,377,0.07030310087086253,0.7157336011719236,0.992638463839375
v,378,378,0.07323211337445354,0.6929732974016147,0.9965697408320027
v,379,379,0.05851254490140499,0.6769922547328503,0.9970416813481787
v,380,380,0.03477857018125729,0.6731055566933277,0.9691760299453658
v,381,381,-0.012392403552835987,0.6537124810746192,0.9934057346016566
v,382,382,0.032672319509174354,0.6859908340063591,0.9666030074857244
v,383,383,0.01036154373624121,0.6962901757310096,0.9834181871335789
v,384,384,0.14974219236557543,0.7785257887568142,0.9699758909783779
v,385,385,0.09630731364290561,0.7491694809268168,0.9742935387952661
v,386,386,0.0522331480667097,0.7781527638501287,0.9554029431592593
v,387,387,0.011799706182745135,0.777659048383359,0.9752802010738493
v,388,388,0.05275730605793538,0.7726184653764805,0.9868792588226954
v,389,389,0.12704335733555847,0.7843725210022567,0.8759536672283682
v,390,390,0.0719643115290586,0.7501735217862117,0.8264008394469353
v,391,391,0.021828430179109747,0.7293880443377967,0.9563552571332627
v,392,392,0.016305468105834667,0.737670528612973,0.966525433557161
v,393,393,0.01715337863401474,0.7461483685423408,0.9680220086738875
