traj,order,scan,cos_global,cos_patch,cos_full
iv,312,312,0.45838859648970043,0.612842026212326,0.6543933220995171
iv,313,313,0.4174681861315923,0.5702824145749212,0.6025076379466144
iv,314,314,0.43470119535175744,0.5619685128934885,0.6026269480512919
iv,315,315,0.3817370510145688,0.48877654304952384,0.5537920959456805
iv,316,316,0.377826013600031,0.4664942809537716,0.5446206488801167
iv,317,317,0.373833972202979,0.45552313662272653,0.5595926336548743
iv,318,318,0.4308412047422376,0.4971597285121424,0.6147228003423852
iv,319,319,0.3945427761165583,0.4710177014236093,0.6093342318121793
iv,320,320,0.37826930055311664,0.46914039188972423,0.6044293441831495
iv,321,321,0.37880968783523156,0.47093502698536865,0.605516895789726
iv,322,322,0.42152424991661,0.5167391350562079,0.6490738506134582
iv,323,323,0.40197539787998604,0.5141648259390968,0.6848880943148677
iv,324,324,0.3920952922419171,0.5096008592101935,0.7005170877341205
iv,325,325,0.392117993702167,0.5316666678866572,0.7334952465214812
iv,326,326,0.38887908464992826,0.5193960037670436,0.7588604884560929
iv,327,327,0.37319284411210246,0.5349829070598797,0.7871422856447289
iv,328,328,0.3677633193764055,0.5624669656700201,0.7999738815278942
iv,329,329,0.3965585631114926,0.6081018712991522,0.8081221721909325
iv,330,330,0.3911711212325458,0.6150181405560486,0.8142725796742323
iv,331,331,0.3579942853102937,0.6186739290806383,0.8165060372894423
iv,332,332,0.3640441365904499,0.6235504745050331,0.8107404545192665
iv,333,333,0.3869421321373309,0.6141712215236829,0.8178696615210748
iv,334,334,0.3725707877112338,0.5950661219777218,0.8065401509496584
iv,335,335,0.38810658398832,0.5725278907248329,0.8195667705156625
iv,336,336,0.40203843800648287,0.5805948200982907,0.8508571431808155
iv,337,337,0.3948531528560699,0.5681365769893911,0.8400283907292364
iv,338,338,0.3669612086193892,0.5327151789592144,0.7992536483602984
iv,339,339,0.3663740675964142,0.5498547322877169,0.8063209282274506
iv,340,340,0.3988795304690833,0.5788017595673924,0.8577933234026255
iv,341,341,0.3547028706020366,0.5444368569934551,0.8200208132427931
iv,342,342,0.3495388890718729,0.5479907386065347,0.813828329923616
iv,343,343,0.34904728948901625,0.5411143595476033,0.8114484012691854
iv,344,344,0.37939885086286745,0.5855464054916278,0.8602589596808362
iv,345,345,0.4207420759327727,0.6068983553974938,0.835210186938712
iv,346,346,0.3945861605454473,0.5842145539715673,0.8313154965553567
iv,347,347,0.3875342370108273,0.5973948931772629,0.8780072652990428
iv,348,348,0.42367365012502123,0.6157068183595269,0.8435936110934174
iv,349,349,0.45317000961343795,0.6228543841904626,0.796925529958009
iv,350,350,0.4551535505374681,0.5964173275333428,0.7431031683223479
iv,351,351,0.457005612856149,0.5904386837251768,0.7232625261550574
iv,352,352,0.46651010113890073,0.5848584412931539,0.7024909220743613
iv,353,353,0.4744066356478499,0.5638701134620513,0.6884910654645107
iv,354,354,0.48754343384877197,0.5544041401015011,0.6818867210028815
iv,355,355,0.4693473363266426,0.5363367169917889,0.6891814075014571
iv,356,356,0.49964748344072335,0.5399292559096913,0.7056886924832833
iv,357,357,0.4912178873611219,0.5247674381103189,0.7750922359608917
iv,358,358,0.4457224601476336,0.4811346057254558,0.7949533253767193
iv,359,359,0.4348047822055551,0.4546572839629189,0.8400243023424111
iv,360,360,0.39712782827454185,0.4334647408304004,0.8410851980016807
iv,361,361,0.3623238464799893,0.3990919262503472,0.8350735896614909
iv,362,362,0.3367048115505817,0.3903032660121365,0.8612141892060899
iv,363,363,0.3164785434553205,0.3952016114389068,0.8713130490135832
iv,364,364,0.3250550207104326,0.39951861669938044,0.8822129411386886
iv,365,365,0.3504624067173141,0.4062761769845779,0.8737383551855674
iv,366,366,0.35011925108959113,0.39899200551749014,0.8656393342363353
iv,367,367,0.37614793231092963,0.36556651719173816,0.839269290157966
iv,368,368,0.3637691200478582,0.3732479314795921,0.8497876703363667
iv,369,369,0.3803230629298568,0.37463348836551963,0.857775563945433
iv,370,370,0.3836633311357916,0.3645244218932196,0.8249368206845517
iv,371,371,0.3842173498326476,0.3683907333965782,0.7570219338475318
