traj,order,scan,cos_global,cos_patch,cos_full
ii,143,143,0.4995695432363274,0.9702774545567963,0.9059829449474629
ii,144,144,0.5205182064114819,0.9761120201398843,0.9061595499617328
ii,145,145,0.5359720047669296,0.9774757012348787,0.9082246378926908
ii,146,146,0.5148791622801688,0.9809498997005889,0.9206439693133519
ii,147,147,0.5241419061349858,0.9821746583220263,0.9212690099405807
ii,148,148,0.5377154524358566,0.9880376372087695,0.9325402343844242
ii,149,149,0.518110911199192,0.9880540336940998,0.9289382193090473
ii,150,150,0.5736619101666977,0.9922467162803345,0.9340830008796346
ii,151,151,0.5633461693945094,0.9916082464651976,0.9367873021648164
ii,152,152,0.5705294449127187,0.9937133632379721,0.9461251102580932
ii,153,153,0.572274518317285,0.9953352955366748,0.9540849608439144
ii,154,154,0.5740936292190376,0.9940263255407202,0.9668011519246357
ii,155,155,0.5967287921231482,0.9955014846733603,0.9683521398817696
ii,156,156,0.5946169993220571,0.9937411932834476,0.961296574574237
ii,157,157,0.6177480527315091,0.994222452349204,0.9620515224490492
ii,158,158,0.6248105082412955,0.9931309363572159,0.9650473471713196
ii,159,159,0.6055072814143457,0.9874576262041812,0.9586577558671132
ii,160,160,0.5916973726466425,0.9834511945529911,0.9639398865026488
ii,161,161,0.5940075046033946,0.9797086445162557,0.9577814972360688
ii,162,162,0.5750303316758157,0.9695884561257064,0.9509602862671009
ii,163,163,0.5714120155370763,0.9674793286468094,0.9501702543722181
ii,164,164,0.5489842857658658,0.9536185634242884,0.9454240061787145
ii,165,165,0.5332022238913225,0.9452601423323614,0.9292583123506516
ii,166,166,0.5522435382607548,0.949423283039406,0.9350699759983256
ii,167,167,0.5446290042063094,0.95064824924636,0.9384148587870939
ii,168,168,0.5450201728600521,0.9466841259243562,0.9267032793114439
ii,169,169,0.5510462287663792,0.9534533034307517,0.939312925284376
ii,170,170,0.5045499080716483,0.930652240365441,0.9040061581115002
ii,171,171,0.5164965832337379,0.9271375183387224,0.8976332542996851
ii,172,172,0.4963166430699533,0.9139939886933969,0.8795954613929716
ii,173,173,0.49537856577319067,0.9036086912299718,0.8755905805644272
ii,174,174,0.47847961469287503,0.886938616174767,0.8602069309926996
ii,175,175,0.4763985350815718,0.8753537553787404,0.8400079466679609
ii,176,176,0.5334027636127487,0.8987655722856703,0.8797140904369111
ii,177,177,0.5471532339164523,0.9056955175050132,0.8952207987996323
