method,et_mm,eR_deg,g_corr_gt,J_raw_gt,J_raw_final,iters,traj,order,scan,view,ndist,in_support,nearest_d
M5_full_corr,192.41328474973943,14.106225813335099,0.0922496749354151,0.07421747414252768,0.07760146888603163,4,iii,604,604,oracle,1.0056754574361113,False,1.0056754574361113
M0_raw_p2p,66.84624034729252,1.9444274785088227,0.04495988252738562,0.04447756414350486,0.04350904042175062,40,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M1_raw_p2l,212.77060065771167,13.83805275983706,0.06530285869677824,0.04447756414350486,0.048295037461930874,4,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M2_raw_huber,24.22240447660686,0.6368395879642437,0.007774351909657158,0.04447756414350486,0.04398918360737604,40,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M3_global_corr,57.53831507975895,1.9449005285800824,0.020126164104782338,0.04447756414350486,0.04375322793147699,40,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M4_patch_corr,57.379338989163145,2.5721142365591523,0.01475635711988339,0.04447756414350486,0.04388010841770476,40,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M5_full_corr,179.33540457486907,14.872485814536098,0.0682058997431236,0.04447756414350486,0.0477702796603462,6,iii,605,605,oracle,1.0126917620034814,False,1.0126917620034814
M0_raw_p2p,66.56270931271033,1.8049147068474032,0.04912950406319489,0.08372396399788413,0.08253162284541711,40,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M1_raw_p2l,221.21276229563972,0.0,1.290731839362888,0.08372396399788413,0.08828922919770074,1,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M2_raw_huber,24.30020000245193,0.6377522388665963,0.011324412382664933,0.08372396399788413,0.08316121249381005,40,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M3_global_corr,55.21359394993549,1.8049147068473985,0.025727081967790093,0.08372396399788413,0.08277941831052373,40,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M4_patch_corr,53.8672571376193,2.723690993239048,0.020380103261080258,0.08372396399788413,0.0828665868177459,40,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M5_full_corr,195.3124184592086,13.099983508143012,0.10959243504674693,0.08372396399788413,0.08708022855664115,3,iii,606,606,oracle,1.0197636838081157,False,1.0197636838081157
M0_raw_p2p,71.61858383309036,1.9808612562633465,0.045029471208022184,0.03489748296702948,0.033883352872128084,40,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M1_raw_p2l,178.57520548227433,14.603819039782522,0.05808780985616972,0.03489748296702948,0.037729727728742335,17,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M2_raw_huber,26.819890602846016,0.6406477513754791,0.010377949861517556,0.03489748296702948,0.034349562481670995,40,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M3_global_corr,63.31893767235136,1.9810776371881895,0.020468692232626762,0.03489748296702948,0.03412818906628352,40,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M4_patch_corr,61.242142040420745,2.5521277269335165,0.014325324135773185,0.03489748296702948,0.03426913215110742,40,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M5_full_corr,157.35866914506104,14.505221269782103,0.051971110618954715,0.03489748296702948,0.037355169029974725,12,iii,607,607,oracle,1.0267687593090238,False,1.0267687593090238
M0_raw_p2p,66.07456158719684,1.9529311970862646,0.044639410521467596,0.03398809055422846,0.03303895497397738,40,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M1_raw_p2l,138.38817061347484,10.103708356612273,0.05029641272647988,0.03398809055422846,0.03544645544060507,40,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M2_raw_huber,26.363309276055855,0.7183385432677843,0.01356424561786728,0.03398809055422846,0.03344937173747438,40,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M3_global_corr,57.24013522461408,1.9480980959397163,0.020080577156770744,0.03398809055422846,0.033281081244669906,40,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M4_patch_corr,52.7032099366254,2.3603458239232973,0.013983547847915235,0.03398809055422846,0.0334126038475281,38,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M5_full_corr,146.12596865795948,14.891386983366447,0.04914517881851774,0.03398809055422846,0.035664013896601905,17,iii,608,608,oracle,1.0337543980917017,False,1.0337543980917017
M0_raw_p2p,75.6745370681361,2.6491786136626017,0.05640817728246737,0.12243837352784365,0.12080218816212482,40,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M1_raw_p2l,226.05865256916996,0.0,0.1256968095132012,0.12243837352784365,0.1274819048966863,1,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M2_raw_huber,25.685909145572428,0.6138989828904394,0.016328686929110218,0.12243837352784365,0.12174140333509312,40,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M3_global_corr,62.67128277114041,2.6476693803176388,0.03289409244345795,0.12243837352784365,0.12105419613572385,40,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M4_patch_corr,68.06662684432719,3.771165268244767,0.025708669526434066,0.12243837352784365,0.12116351033966684,40,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M5_full_corr,187.92561317430918,10.190526516463008,0.14754224845536734,0.12243837352784365,0.12447523402949132,2,iii,609,609,oracle,1.0376593758087995,False,1.0376593758087995
M0_raw_p2p,67.2412313625395,2.0455256321007282,0.051982750582477054,0.08239669194559837,0.0811185512201212,40,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M1_raw_p2l,230.2066589322406,9.80168983687798,0.08794210327613808,0.08239669194559837,0.08495421138970238,3,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M2_raw_huber,26.015382926737455,0.8204704601496757,0.015803484046810576,0.08239669194559837,0.08174320978190136,40,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M3_global_corr,55.2429553565522,2.0426487816218386,0.02779154111583765,0.08239669194559837,0.08136641995429285,40,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M4_patch_corr,59.256118159915495,3.165659847525836,0.019143186344703605,0.08239669194559837,0.08151101180225497,40,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M5_full_corr,182.3892435696698,12.558250606121588,0.10587929609762221,0.08239669194559837,0.0851194781965173,3,iii,610,610,oracle,1.0401765679057273,False,1.0401765679057273
M0_raw_p2p,76.01052194447712,3.5242899622856814,0.065147346348275,0.17334759467221508,0.17102554581685392,40,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M1_raw_p2l,222.40775253192214,0.0,0.16143519068323103,0.17334759467221508,0.17855063121075207,1,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M2_raw_huber,18.019481923478594,0.5337760567358514,0.018572165841121906,0.17334759467221508,0.17261589865454094,7,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M3_global_corr,60.087616289117,3.5242899622856694,0.04287344739443088,0.17334759467221508,0.171278061175505,40,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M4_patch_corr,71.12610463186273,5.052320519797624,0.0353152638976362,0.17334759467221508,0.1713273593352119,40,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M5_full_corr,178.20176951559674,0.0,0.25357176858895725,0.17334759467221508,0.1755237028369156,1,iii,611,611,oracle,1.0427314932824596,False,1.0427314932824598
M0_raw_p2p,83.63929485037325,4.520317971280052,0.0747911009940477,0.23146109022842334,0.22827609263028578,40,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M1_raw_p2l,217.35614730201127,0.0,0.2386389594939402,0.23146109022842334,0.23633374390544046,1,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M2_raw_huber,26.236649112358958,0.748708593744528,0.02430986251782482,0.23146109022842334,0.23049966776815226,40,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M3_global_corr,66.63326957373106,4.520317971280055,0.05267240703538519,0.23146109022842334,0.22853012633561412,40,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M4_patch_corr,79.39529448374638,5.955013233788852,0.04408393426754199,0.23146109022842334,0.22856337623126255,40,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M5_full_corr,175.15282620069593,0.0,0.32011946994678325,0.23146109022842334,0.2332330500100456,1,iii,612,612,oracle,1.0453635895027011,False,1.0453635895027011
M0_raw_p2p,88.64163502776694,5.030082622241496,0.08060231216614003,0.2450809578254222,0.24123966944558714,40,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M1_raw_p2l,220.07201422961626,0.0,0.24150448942379066,0.2450809578254222,0.24997098853319813,1,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M2_raw_huber,28.01566627882171,0.7546192404838935,0.024644407220300493,0.2450809578254222,0.24398510751605107,40,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M3_global_corr,70.99187732184531,5.030520744452732,0.059248411732639714,0.2450809578254222,0.24148975263006925,40,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M4_patch_corr,84.87843665578596,6.367779784516243,0.05016326766618618,0.2450809578254222,0.2415041514574075,40,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M5_full_corr,175.23318029059726,0.0,0.36334373252249924,0.2450809578254222,0.24673978815858044,1,iii,613,613,oracle,1.0480301580465317,False,1.0480301580465317
M0_raw_p2p,85.38328716083174,5.015385516419021,0.07867054843191996,0.22421624353826536,0.22062344234052642,40,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M1_raw_p2l,217.72611677815334,0.0,0.22020141414145686,0.22421624353826536,0.2291302058037446,1,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M2_raw_huber,27.316067474307605,0.727029047896598,0.025440237400645046,0.22421624353826536,0.2231719124736585,40,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M3_global_corr,67.50456997009755,5.0159641551064285,0.05630225810590043,0.22421624353826536,0.22088612710348746,40,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M4_patch_corr,85.29576885261667,6.455988205737653,0.0471165748359489,0.22421624353826536,0.22093236695839347,40,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M5_full_corr,174.66346619670622,0.0,0.3305532272394542,0.22421624353826536,0.2258723820396429,1,iii,614,614,oracle,1.0507460377092617,False,1.0507460377092617
M0_raw_p2p,81.19731238940308,4.025052132654795,0.07135510083300976,0.1813311011532358,0.1784729431033735,40,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M1_raw_p2l,218.61607334903792,0.0,0.7354556466791498,0.1813311011532358,0.1862171313054254,1,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M2_raw_huber,27.64893692748199,0.7410374089962692,0.02453466575672068,0.1813311011532358,0.18032671585652174,40,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M3_global_corr,64.53466419819964,4.0259274117224555,0.049276253275471874,0.1813311011532358,0.1787244725660379,40,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M4_patch_corr,79.71674482360794,5.595683841029074,0.040040147816928856,0.1813311011532358,0.17880273908971,40,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M5_full_corr,174.2211020025968,0.0,0.26835114664718585,0.1813311011532358,0.1833084972947076,1,iii,615,615,oracle,1.0534868413527099,False,1.0534868413527099
M0_raw_p2p,85.35666124439756,4.476393948237719,0.07429545305537176,0.20230116335383025,0.1991215127204348,40,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M1_raw_p2l,196.4452763731977,0.0,0.19862328414885824,0.20230116335383025,0.2060938122904311,1,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M2_raw_huber,28.695976724946547,0.758258537196459,0.025862269885899236,0.20230116335383025,0.20121175523140192,40,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M3_global_corr,68.54566213828542,4.474615170781468,0.052406739359774905,0.20230116335383025,0.1993698730999398,40,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M4_patch_corr,81.40579104044474,5.94688491320763,0.042821314847401086,0.20230116335383025,0.19944355807848335,40,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M5_full_corr,172.03160810829073,0.0,0.29670668612115836,0.20230116335383025,0.2041034882423554,1,iii,616,616,oracle,1.0562590245197565,False,1.0562590245197565
M0_raw_p2p,76.87330582467841,3.805100792832442,0.0652463785996812,0.17696887135644912,0.17452165712527828,40,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M1_raw_p2l,204.55602257760012,0.0,0.7958401518957928,0.17696887135644912,0.18146988301115807,1,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M2_raw_huber,28.57818471888976,0.7300170806454876,0.02360402770887458,0.17696887135644912,0.17600630415534108,40,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M3_global_corr,60.40890626543291,3.803753471068968,0.04358022354181133,0.17696887135644912,0.17476620631039747,40,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M4_patch_corr,71.88599247376253,5.3128523341833445,0.0345143585946265,0.17696887135644912,0.1748588330904716,40,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M5_full_corr,173.24655406859435,0.0,0.24913848145119047,0.17696887135644912,0.17890760391615224,1,iii,617,617,oracle,1.0590443244536758,False,1.0590443244536758
M0_raw_p2p,83.64712224673681,4.910379924294161,0.07080370110913196,0.20532191330507996,0.20225705134116306,40,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M1_raw_p2l,201.74309701182668,0.0,0.2078014194480998,0.20532191330507996,0.2095965290900306,1,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M2_raw_huber,28.175290518100518,0.7336476480735322,0.023928950584625453,0.20532191330507996,0.20430837019971007,40,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M3_global_corr,66.8299820100283,4.9140441470189575,0.049760229168260894,0.20532191330507996,0.20250513280527582,40,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M4_patch_corr,80.53509884585641,6.522145499139679,0.039243546834772894,0.20532191330507996,0.20260167993579142,35,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M5_full_corr,172.66676260045156,0.0,0.2925495833785648,0.20532191330507996,0.20718124959144682,1,iii,618,618,oracle,1.0617941836870457,False,1.0617941836870457
M0_raw_p2p,84.7552259660031,4.4423112814518815,0.06852409012969632,0.18246480543458754,0.17966256200494152,40,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M1_raw_p2l,200.70507529724307,0.0,0.17991895689623577,0.18246480543458754,0.18640069424103411,1,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M2_raw_huber,28.363752989788324,0.7431007394678465,0.02532450154161619,0.18246480543458754,0.18145131722360203,32,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M3_global_corr,68.95937901068605,4.4394708727126275,0.04734020191787146,0.18246480543458754,0.17991528503572313,40,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M4_patch_corr,80.67201888246649,5.994424611586105,0.03756730471771161,0.18246480543458754,0.1800390752602233,40,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M5_full_corr,172.24316228511083,0.0,0.25977058001761055,0.18246480543458754,0.18422759600982477,1,iii,619,619,oracle,1.0646701312069888,False,1.0646701312069888
M0_raw_p2p,83.3922267651949,4.2434195750628865,0.06717183014967015,0.1752149630770064,0.17261892944681145,40,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M1_raw_p2l,200.11133678049342,0.0,0.17436505931775723,0.1752149630770064,0.17930433358325504,1,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M2_raw_huber,30.45799250732213,0.8067829278588455,0.02541168209079051,0.1752149630770064,0.17418836619340128,40,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M3_global_corr,67.84910250365424,4.242148573279417,0.04462218370812067,0.1752149630770064,0.17286841921389168,40,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M4_patch_corr,77.92215528423554,5.784741311880783,0.034988213211916884,0.1752149630770064,0.1730376211821443,40,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M5_full_corr,170.30085479594797,0.0,0.24341220931919322,0.1752149630770064,0.17713741149452367,1,iii,620,620,oracle,1.0675688094769695,False,1.0675688094769695
M0_raw_p2p,86.91713022359511,4.912190946076237,0.07227022676245866,0.2053503221224962,0.2021449061547629,38,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M1_raw_p2l,192.65019915062248,0.0,0.20207552885145358,0.2053503221224962,0.2090723373646365,1,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M2_raw_huber,30.0672188414193,0.7488047676263484,0.026741084184663123,0.2053503221224962,0.2042340118901218,40,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M3_global_corr,70.40110099576616,4.910798530888507,0.05069196337835949,0.2053503221224962,0.20239745759468922,38,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M4_patch_corr,83.13121817328758,6.613008454601498,0.04044699160754991,0.2053503221224962,0.2025354568623754,37,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M5_full_corr,171.1310313359652,0.0,0.2933133361486104,0.2053503221224962,0.207076379580167,1,iii,621,621,oracle,1.070499350964151,False,1.070499350964151
M0_raw_p2p,94.18303356842455,6.103907921729182,0.08358601399059849,0.2578960827046021,0.2535339866330744,40,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M1_raw_p2l,189.55578088314417,0.0,0.250584461950909,0.2578960827046021,0.261460578885365,1,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M2_raw_huber,29.36277481321287,0.8211138257623378,0.02829135711183182,0.2578960827046021,0.2566820981906987,40,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M3_global_corr,76.65789169965088,6.103072695700955,0.06153259846413947,0.2578960827046021,0.25379674621879655,40,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M4_patch_corr,90.51770755390051,7.753871965167463,0.05116970503299512,0.2578960827046021,0.25391967806713306,28,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M5_full_corr,169.33609027890574,0.0,0.37094014090866906,0.2578960827046021,0.2593739153907308,1,iii,622,622,oracle,1.0734730166693667,False,1.0734730166693667
M0_raw_p2p,96.00576741836747,6.578720139572446,0.08657930773766445,0.29491482731927804,0.28998597090720535,32,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M1_raw_p2l,201.05924156391833,0.0,0.2748905092109934,0.29491482731927804,0.29846646672334215,1,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M2_raw_huber,30.385129456271358,0.7363892751558544,0.02913666767534497,0.29491482731927804,0.2936342003624954,40,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M3_global_corr,78.23701974837823,6.577141303029373,0.06564355197329988,0.29491482731927804,0.29024255727285236,33,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M4_patch_corr,93.67514964689524,8.476963355731382,0.055249017635192944,0.29491482731927804,0.29038101685644757,37,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M5_full_corr,168.89408310608587,0.0,0.4185395399868375,0.29491482731927804,0.29646537924705396,1,iii,623,623,oracle,1.0764787885565001,False,1.0764787885565
M0_raw_p2p,96.42692853988471,6.3241536857798595,0.08699864986965287,0.2643548466140759,0.259602560816257,38,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M1_raw_p2l,193.6397700174657,0.0,0.25192053923494345,0.2643548466140759,0.2676313454376148,1,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M2_raw_huber,30.382045312359317,0.6419873023396482,0.030546018674021205,0.2643548466140759,0.2630173470066558,40,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M3_global_corr,78.71316603126554,6.324103383252069,0.0651312654393374,0.2643548466140759,0.259860472892159,39,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M4_patch_corr,94.36780303599745,8.31628032575668,0.05367900699439191,0.2643548466140759,0.25999363144157867,30,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M5_full_corr,168.18531906534201,0.0,0.3776059355656551,0.2643548466140759,0.2658726654081869,1,iii,624,624,oracle,1.0795197055199999,False,1.07951970552
M0_raw_p2p,107.4293541486929,7.637124722251254,0.10265402991032735,0.38643009081140184,0.3795333268666556,28,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M1_raw_p2l,191.54666343366924,0.0,0.8358672003850747,0.38643009081140184,0.38942576248553207,1,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M2_raw_huber,29.7461020748468,0.7273221898443973,0.03217505520896952,0.38643009081140184,0.38489129168186026,40,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M3_global_corr,88.96687750516563,7.6352008877530535,0.08122852251115033,0.38643009081140184,0.3797969047840254,28,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M4_patch_corr,101.0050064382836,9.218996079967374,0.06941411755547375,0.38643009081140184,0.379907722185951,40,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M5_full_corr,165.16077670127478,0.0,0.5270672585499946,0.38643009081140184,0.38715931548246063,1,iii,625,625,oracle,1.0825901341964457,False,1.0825901341964455
M0_raw_p2p,154.54270161482103,12.629151122581478,0.15105071559887218,0.6988286797592739,0.6834120599177901,40,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M1_raw_p2l,156.72555837520915,0.0,0.5943078431538313,0.6988286797592739,0.6980512364894104,1,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M2_raw_huber,30.772631607411757,0.7790467070421132,0.047953589859143324,0.6988286797592739,0.6965302843090384,40,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M3_global_corr,136.3226765068823,12.629151122581474,0.13050825938702226,0.6988286797592739,0.6836741508906017,40,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M4_patch_corr,143.5855009451185,12.980505310225153,0.11835909790366096,0.6988286797592739,0.6836745371104074,40,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M5_full_corr,164.30520022011953,0.0,0.9053022494009761,0.6988286797592739,0.6991359623042847,1,iii,626,626,oracle,1.0856309998250395,False,1.0856309998250395
M0_raw_p2p,156.5156583247603,12.648114303804515,0.15722097535192578,0.7863825251477105,0.7695663826781219,40,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M1_raw_p2l,169.08263366216255,0.0,0.6999031503122404,0.7863825251477105,0.7860272240051275,1,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M2_raw_huber,31.706778716189994,0.8605337730206151,0.04672097320237673,0.7863825251477105,0.783922218895431,40,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M3_global_corr,137.95107562334212,12.639945812579988,0.13620170812944854,0.7863825251477105,0.7698145578935421,40,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M4_patch_corr,142.74574567469972,13.153195355687751,0.12546687726979708,0.7863825251477105,0.7698156073520653,40,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M5_full_corr,163.23775930480812,0.0,0.9881920645396627,0.7863825251477105,0.7858591434308921,1,iii,627,627,oracle,1.0886895114894424,False,1.0886895114894424
M0_raw_p2p,128.00090510817034,8.694709397465198,0.1309548263106063,0.6320473656014121,0.6207204223245945,40,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M1_raw_p2l,150.4932723835187,0.0,0.5506999881546003,0.6320473656014121,0.6321136623700903,1,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M2_raw_huber,30.811159379320305,0.8087415640282561,0.040236175292518245,0.6320473656014121,0.6300767080382836,40,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M3_global_corr,109.25797701010154,8.695069421721714,0.10927966852746786,0.6320473656014121,0.6209726443008368,40,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M4_patch_corr,122.7159560162225,11.333099956263364,0.0984992951663539,0.6320473656014121,0.6210456438734686,40,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M5_full_corr,161.46673750747257,0.0,0.7712603395356521,0.6320473656014121,0.6319993081832804,1,iii,628,628,oracle,1.0917884098093529,False,1.0917884098093529
M0_raw_p2p,158.62904588378558,12.831802257734907,0.16420555569530337,0.8508324233951792,0.8321816137823911,40,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M1_raw_p2l,161.97588391416767,0.0,0.7737372875115093,0.8508324233951792,0.8506514975147407,1,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M2_raw_huber,31.15932097737315,0.8683993479201505,0.047092031971661404,0.8508324233951792,0.8484433050162732,40,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M3_global_corr,139.71700957941133,12.83168985212944,0.14321692380937406,0.8508324233951792,0.8324128220376603,40,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M4_patch_corr,143.84527966452956,13.043875225555814,0.13273768447907408,0.8508324233951792,0.8324371265402564,39,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M5_full_corr,161.0320513875332,0.0,1.0735924502987408,0.8508324233951792,0.8496169974502962,1,iii,629,629,oracle,1.0949283908341962,False,1.0949283908341962
M0_raw_p2p,209.95020037328229,14.973247274761198,0.20503701504214272,1.1344589756968846,1.1061554892684398,16,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M1_raw_p2l,132.5805392136743,0.0,0.9331616474782966,1.1344589756968846,1.1318754611618578,1,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M2_raw_huber,30.701968205496375,0.7674183632711638,0.0625614012854446,1.1344589756968846,1.1313786123097904,40,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M3_global_corr,191.92218337910717,14.963867705415089,0.1839296499907704,1.1344589756968846,1.1063675896201546,16,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M4_patch_corr,186.39209041726173,14.961659707183497,0.17396400848888724,1.1344589756968846,1.1064481828260977,12,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M5_full_corr,160.3916528008117,0.0,1.3705180592429678,1.1344589756968846,1.1332900459622732,1,iii,630,630,oracle,1.0981077636816725,False,1.0981077636816725
M0_raw_p2p,225.2673312691014,14.755923435536484,0.22721414323137853,1.2667398786895598,1.2325148844674212,9,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M1_raw_p2l,128.869677573822,0.0,1.0377967678381632,1.2667398786895598,1.2637901984686504,1,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M2_raw_huber,31.390989284443783,0.8121525319766559,0.06829431739797914,1.2667398786895598,1.2634507581329613,36,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M3_global_corr,206.69192943045948,14.762631961474426,0.2062212799611982,1.2667398786895598,1.232655550862691,9,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M4_patch_corr,204.12086909449818,14.456218288966632,0.19488624055696235,1.2667398786895598,1.2336033973024139,5,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M5_full_corr,159.91934106302875,0.0,1.5336504737351804,1.2667398786895598,1.2650686684877201,1,iii,631,631,oracle,1.1013177061356338,False,1.1013177061356338
M0_raw_p2p,252.9493425204589,14.828583385304519,0.2566755928005345,1.5130433548113076,1.4704650527021907,13,iii,632,632,oracle,1.104583241854238,False,1.104583241854238
M1_raw_p2l,120.29888361320424,0.0,1.1818120752605519,1.5130433548113076,1.5089740467884123,1,iii,632,632,oracle,1.104583241854238,False,1.104583241854238
M2_raw_huber,30.567018663481225,0.8059177332866521,0.07837486022057537,1.5130433548113076,1.5091928497967135,40,iii,632,632,oracle,1.104583241854238,False,1.104583241854238
