kind,form,real,g_gt,et_mm,eR_deg,J_gt,J_star,dJ,iters,traj,order,scan,ndist,in_support,block,n
p2p,ls,1,0.05416080501519923,117.28662637024482,1.4921662756581848,0.008561975820526873,0.005316471164925035,0.003245504655601838,40,iii,7,7,2.3551577738569986,False,0,9455
p2p,ls,0,1.1744795820186808e-05,1.6697558267765786e-13,5.628634369035175e-15,,2.8657503692921773e-31,,2,iii,7,7,2.3551577738569986,False,0,9455
p2p,huber,1,0.02717463812191539,96.27679808472276,1.3824686381291034,0.0024542504289177783,0.0013487719004269636,0.0011054785284908147,40,iii,7,7,2.3551577738569986,False,0,9455
p2p,huber,0,5.872397910093388e-06,1.6697558267765786e-13,5.628634369035175e-15,,2.8657503692921773e-31,,2,iii,7,7,2.3551577738569986,False,0,9455
p2p,trim,1,0.03161162827727599,89.12330261700922,1.2175983306301166,0.002037820383118768,0.0005209319402645625,0.0015168884428542057,40,iii,7,7,2.3551577738569986,False,0,9455
p2p,trim,0,1.1801516903672164e-05,1.1747549428604158e-13,1.132221513679172e-14,,2.014905450863277e-31,,2,iii,7,7,2.3551577738569986,False,0,9455
p2l,ls,1,0.05268155097473083,121.62494445217298,2.060295247443522,0.007872641938633096,0.00484670574111639,0.003025936197516706,40,iii,7,7,2.3551577738569986,False,0,9455
p2l,ls,0,4.0980348603293326e-06,0.0,0.0,,0.0,,2,iii,7,7,2.3551577738569986,False,0,9455
p2l,huber,1,0.02299040096325434,95.54704903901754,1.025747594691504,0.0021577866684534216,0.0011566293602252255,0.0010011573082281961,40,iii,7,7,2.3551577738569986,False,0,9455
p2l,huber,0,2.0490174301645714e-06,0.0,0.0,,0.0,,2,iii,7,7,2.3551577738569986,False,0,9455
p2l,trim,1,0.0261088190465964,87.18040779900576,0.9294113144667313,0.001685252824611633,0.0003888866618222984,0.0012963661627893347,40,iii,7,7,2.3551577738569986,False,0,9455
p2l,trim,0,1.8219910046345743e-06,0.0,0.0,,0.0,,2,iii,7,7,2.3551577738569986,False,0,9455
p2p,ls,1,0.05190976853202847,113.82475768546067,1.6416710699872845,0.008334693096789712,0.005340766279134752,0.0029939268176549603,40,iii,8,8,2.336853298356153,False,0,9610
p2p,ls,0,1.216450091696274e-05,3.0444273447339115e-14,1.6137463839135347e-15,,6.413697118908376e-32,,2,iii,8,8,2.336853298356153,False,0,9610
p2p,huber,1,0.025952476554272918,91.81767991738319,1.4473301247924086,0.0023631361294517753,0.0013441881064246456,0.0010189480230271297,40,iii,8,8,2.336853298356153,False,0,9610
p2p,huber,0,6.082250458481478e-06,3.0444273447339115e-14,1.6137463839135347e-15,,6.413697118908376e-32,,2,iii,8,8,2.336853298356153,False,0,9610
p2p,trim,1,0.030174617858517484,84.94106790091166,1.1373251370078512,0.0019291627648914957,0.0005417137464646527,0.0013874490184268432,40,iii,8,8,2.336853298356153,False,0,9610
p2p,trim,0,1.2276810809361221e-05,8.941822261007614e-14,6.027632448776359e-15,,1.497189035506778e-31,,2,iii,8,8,2.336853298356153,False,0,9610
